
[00:00:00.000 --> 00:00:10.560]   He's a giant among giants, a true American hero, and our group's now namesake.
[00:05:51.000 --> 00:06:00.440]   30 years, something like that, hired back, probably 1982 or '83, and he's come a long
[00:06:00.440 --> 00:06:08.040]   way, he's a very good human being, and a good manager, and he's trying, I think, succeeding
[00:06:08.040 --> 00:06:15.160]   in restoring some of the old Vanguard values, which had to do more with human treatment,
[00:06:15.160 --> 00:06:22.200]   and a very important part of what's made us successful is this crew that's very close,
[00:06:22.200 --> 00:06:27.000]   I've talked to crew members at Vanguard, some frequency, individually, I've talked to each
[00:06:27.000 --> 00:06:31.800]   and each of the work reps, and put in about an hour, and then people ask me if I've worked
[00:06:31.800 --> 00:06:35.480]   with them, or have a group, they want me to meet them, I do all that, and clients come
[00:06:35.480 --> 00:06:41.640]   in very highly, and then whenever I say look, and it's not such a demanding part of my life,
[00:06:41.640 --> 00:06:47.400]   but I can graduate, and stay very much in touch with people that are paying for our
[00:06:47.400 --> 00:06:59.240]   service today, and I do talk to Bill and Ed, I give them my opinions, periodically, I don't
[00:06:59.240 --> 00:07:03.480]   have to explain a lot of the time, they have better things to do, and I give them those
[00:07:03.480 --> 00:07:11.800]   opinions, to be honest, and also to acknowledge that he can't, I don't have to worry, he can
[00:07:11.800 --> 00:07:15.560]   speak, and speak, and speak, I do, I don't have to worry about the consequences of what
[00:07:15.560 --> 00:07:28.440]   I said, nothing happens, but I think he needs a little bit of that kind of information,
[00:07:28.440 --> 00:07:38.520]   and I think that's a big part of what we're able to do, and we're able to work on a very
[00:07:38.520 --> 00:07:44.520]   positive infrastructure, I'm just a doer, I always have been, and I'm not a very consultative,
[00:07:44.520 --> 00:07:48.120]   I'll be a dictator, would be a good, but I don't think you can build an awesome building
[00:07:48.120 --> 00:07:50.360]   business without being some kind of a dictator, and we've all got that, the team works all
[00:07:50.360 --> 00:07:57.480]   the time, and I agree that it's an important asset, and I had to do it, and that's fine,
[00:07:57.480 --> 00:08:08.440]   but I should say on that point, that I want you to know very clearly that my relationship
[00:08:08.440 --> 00:08:13.560]   with the Chamber of Management is very, very good, and I'm doing these conditions, and
[00:08:13.560 --> 00:08:21.160]   I have a couple of medical things I've got to do, and I'll be able to see the mechanics,
[00:08:21.160 --> 00:08:28.200]   but that's not some kind of a political statement, it's just that sometimes, I might get banned
[00:08:28.200 --> 00:08:33.480]   from the board of business, and this is one of those times, and so I hope you understand
[00:08:33.480 --> 00:08:41.400]   that, and I think you'll, I think you'll enjoy your visit, and I wish good luck to you, and
[00:08:41.400 --> 00:08:45.880]   I'm going to say a couple of things in the first of my remarks, I don't mean any harm
[00:08:45.880 --> 00:08:51.960]   to anybody, but I'm going to say a couple of things, but you may want to ask those of
[00:08:51.960 --> 00:08:55.240]   you who are speaking to me tonight about it, because that's a concern, and that's something
[00:08:55.240 --> 00:09:01.240]   I'm going to be doing, and I'm going to do this in vain, because I can tell you the truth
[00:09:01.240 --> 00:09:11.400]   when I say it, so what we say, what we see at Vanguard today, I guess it's become kind
[00:09:11.400 --> 00:09:16.680]   of normal, we're assuming, I think there would be a lot of followership, I think the leader,
[00:09:16.680 --> 00:09:21.800]   I think the name of Vanguard, I think leader in their trend, and as a local accountant
[00:09:21.800 --> 00:09:29.480]   a little bit, after a 35-year, 37-year run, taking us through the leadership of this industry,
[00:09:29.480 --> 00:09:35.800]   the, I mean, I guess the funder of this company, and that gets to a very fundamental thing
[00:09:35.800 --> 00:09:40.040]   about the mutual fund industry, and that is, it's run for the benefit of the managers,
[00:09:40.040 --> 00:09:44.600]   it's not for the benefit of the investors, so the idea runs something for the benefit
[00:09:44.600 --> 00:09:52.680]   of the investors, it is a pretty much unique idea, and that's what's good about Vanguard,
[00:09:52.680 --> 00:10:01.160]   and that's one of the reasons it's successful, it's amazing that we've had in Vanguard's
[00:10:01.160 --> 00:10:08.280]   history an incredible change in the whole investment environment, and yet the human
[00:10:08.280 --> 00:10:13.480]   values, basic human values have been part of what we've done since our founding, and
[00:10:13.480 --> 00:10:19.240]   the simple investment strategies we've followed since our founding are still largely intact,
[00:10:19.240 --> 00:10:31.000]   and low-cost wins, duh, long-term investing wins over speculation, duh, investors who
[00:10:31.000 --> 00:10:38.040]   invest for the long-term become shareholders, and win, duh, and no one wants to compete
[00:10:38.040 --> 00:10:45.720]   with some price, and we'll talk a little bit about that later on, and so there we are,
[00:10:45.720 --> 00:10:52.920]   so it's been a great privilege to see it all happen, and what a privilege that is,
[00:10:52.920 --> 00:11:01.080]   I didn't want to be happy anyway, of course, but it's nice to see, I guess you could say,
[00:11:01.080 --> 00:11:09.320]   the ideals come true, and I'd love to put that next slide up, this is just a story of
[00:11:09.320 --> 00:11:14.360]   Daniel and I's growth from that low point when we were pulling ourselves together in
[00:11:14.360 --> 00:11:24.040]   1982, when our assets began, 1.4 billion on that chart, grew up to 5.6 billion in 1982,
[00:11:24.040 --> 00:11:33.640]   400 billion, it was 6.7% there in 1998 or so, and now, 1.4 trillion, a thousand times
[00:11:33.640 --> 00:11:44.360]   our initial assets, 1.4 billion more, one might say, just a few, almost two or else,
[00:11:44.360 --> 00:11:50.120]   to deal with, and this is an important point about that which I'll talk about, and the
[00:11:50.120 --> 00:11:59.400]   industry rivalry, with Fidelity, is the next chart, and you can see that chart sends quite
[00:11:59.400 --> 00:12:03.400]   a message, doesn't it, you can't miss it, you might as well go on to the next one, but
[00:12:03.400 --> 00:12:12.040]   we won't for a sec, this is their share of monetary compliance since 1998, and ours has
[00:12:12.040 --> 00:12:16.360]   been rising, these are the long term assets, I'll talk about most of what we've been doing
[00:12:16.360 --> 00:12:22.600]   now, it's long term assets, because the money market funds kind of cloud things, capital
[00:12:22.600 --> 00:12:26.360]   groups are a major factor in the business, but none of the capital is in the money market
[00:12:26.360 --> 00:12:31.160]   fund, and Merrill Lynch was led by their money market funds for a long time, they're not
[00:12:31.160 --> 00:12:38.760]   in leadership anymore, and Fidelity is a huge money market business, and the reality is,
[00:12:38.760 --> 00:12:43.560]   and we've seen this stuff, I mean I've seen it in the press, that Vanguard is now 75 billion
[00:12:43.560 --> 00:12:51.560]   dollars ahead of Fidelity, and the reality is that the number is 285 billion ahead, Fidelity
[00:12:51.560 --> 00:13:01.160]   is a billion 175, or a billion 390, a trillion 390, excuse me, a trillion 175, we're talking
[00:13:01.160 --> 00:13:07.960]   about zeros, so by that measure we're at 250 billion dollars ahead of Fidelity, if you look
[00:13:07.960 --> 00:13:17.560]   at long term assets charted here, Vanguard is at a trillion 225, and Fidelity is at 725
[00:13:17.560 --> 00:13:25.720]   billion dollars, a 500 billion dollar difference from its once industry leader, and it doesn't
[00:13:25.720 --> 00:13:31.960]   seem to be getting any better, in the last three years Vanguard has taken in 350 billion
[00:13:31.960 --> 00:13:39.960]   dollars in shareholder purchases, and Fidelity has lost 15 billion in shareholder purchases,
[00:13:39.960 --> 00:13:45.960]   so I'll talk about that in a little more detail in a second, but there is one respect in which
[00:13:45.960 --> 00:13:53.960]   Fidelity is still a champion, last year earnings of Vanguard's management company were zero,
[00:13:53.960 --> 00:14:03.160]   and Fidelity's earnings were 2.6 billion dollars, 2.6 billion dollars, so we're not competing
[00:14:03.160 --> 00:14:11.960]   too well, naturally, I don't want to give you all a hard advantage, right, but a little
[00:14:11.960 --> 00:14:16.760]   historical perspective might be interesting, if you go to this next chart here, and so
[00:14:16.760 --> 00:14:23.960]   we're in the 80s decade, and we're leaders in mutual funding, and you'll see in 1950,
[00:14:23.960 --> 00:14:27.960]   the year before I got into this business, I was a well-earned man, and we were a good
[00:14:27.960 --> 00:14:35.160]   sized firm, although that's 6.1 percent, we're up in an asset base of 146 million dollars,
[00:14:35.160 --> 00:14:41.560]   I think about that, 140 million dollars, 20 minutes of cash flow today I think, and by
[00:14:41.560 --> 00:14:49.560]   the way, Columbia, in serious, was then investors first, I served a big direct selling organization
[00:14:49.560 --> 00:14:55.960]   out of Minneapolis, and then it became American Express, and then it became American Wiles,
[00:14:55.960 --> 00:15:01.160]   a good resource, and at the same time, it evolved with name changes, but it was the
[00:15:01.160 --> 00:15:08.360]   second biggest firm the business had, up to 1960, and Columbia, I.E.I.E.S., was the biggest
[00:15:08.360 --> 00:15:17.560]   firm, and mass financials lost its lead, back to that, and so on down, 1970, still Columbia,
[00:15:17.560 --> 00:15:22.760]   so I.E.I.E.S., and then Fidelity comes in, I'll talk about that, and Vanguard still hasn't
[00:15:22.760 --> 00:15:27.960]   appeared in this chart, and that's what we'll talk about in the next one, somewhere here,
[00:15:27.960 --> 00:15:39.560]   lost in trouble, I guess I'll probably have to look here or something once I'm out of here,
[00:15:39.560 --> 00:15:46.360]   but there it is, right, we have 1990, Fidelity still in there, I have one more, 1988, actually
[00:15:46.360 --> 00:15:50.760]   Merrill was the last firm in this industry, and then of course there's mutual fund activities,
[00:15:50.760 --> 00:15:57.960]   the long, or the background, and I.E.I.E.S., Vanguard, 1998, and it gets into the top group,
[00:15:57.960 --> 00:16:05.560]   and we start moving up, 2000, and second, Fidelity, coming in 2000, same current date,
[00:16:05.560 --> 00:16:15.560]   and with industry assets up to 7.9 trillion, long-term assets, here we are at 15.7%, and
[00:16:15.560 --> 00:16:25.560]   we've been driven, and to that point, I think first, my investor trust, surveys have done this,
[00:16:25.560 --> 00:16:29.160]   I don't need to read the surveys, all I need to do is read the letters I get from shareholders,
[00:16:29.160 --> 00:16:34.360]   and read the newspapers, the trust, there's no company in this industry, I've measured that
[00:16:34.360 --> 00:16:41.560]   from independent sources, but at the same time, we're already at a plus, it's kind of a funny scale,
[00:16:41.560 --> 00:16:49.560]   we're at plus 50 to 60, and second firm's maybe plus 30, mutual fund act, Fidelity's minus
[00:16:49.560 --> 00:16:58.760]   two or three, I think, for trust, and the industry average is about minus 12%, minus 12% trust ratio,
[00:16:58.760 --> 00:17:03.160]   I won't get into that, but that's not good, and we're at the top of that list, I imagine,
[00:17:03.160 --> 00:17:10.760]   hopefully, other reasons include, not negative, but ordered, there's an interest in bonds,
[00:17:10.760 --> 00:17:18.760]   and it's amazing, I've always been interested in bonds, and to the point where, in 1972,
[00:17:18.760 --> 00:17:24.360]   when I was at Wellington, I went on to start a bond fund, I got these notes from my broker,
[00:17:24.360 --> 00:17:29.960]   you must be nuts, bonds are yesterday, stocks are tomorrow, I went on to start a bond fund,
[00:17:29.960 --> 00:17:34.360]   the first half convinced me not all the time, (audience laughs)
[00:17:34.360 --> 00:17:41.960]   the official investor actually had it covered, entitled, "Bonds are dead," and then I knew it was time,
[00:17:41.960 --> 00:17:46.360]   and I couldn't get it done, broker actually didn't support me, broker actually didn't manage it,
[00:17:46.360 --> 00:17:52.360]   I needed his support, and so I conveniently created a fund that was two-thirds in bonds,
[00:17:52.360 --> 00:17:55.960]   and a third income, producing stocks, and that would be the Wealthy Income Fund,
[00:17:55.960 --> 00:18:00.760]   so the fund would be acquired, and the Wealthy Income Fund would build up from there,
[00:18:00.760 --> 00:18:09.160]   so bonds go back a long way, service, no question, credit, I'm not a writer, I'm a shareholder,
[00:18:09.160 --> 00:18:13.160]   they're telling me what good service we have in Calgary, and I kind of think about it,
[00:18:13.160 --> 00:18:19.160]   the first bond situation began, so I was looking for more, and next, I guess I'd say, importantly,
[00:18:19.160 --> 00:18:25.960]   we deliver what we promise, which is not much, but we'll give you our fair share for whatever returns
[00:18:25.960 --> 00:18:31.960]   the bond stock market generally does provide. It's not a grand claim, but it's the only realistic claim
[00:18:31.960 --> 00:18:35.960]   in this business, and so that's been an important part of it.
[00:18:35.960 --> 00:18:42.360]   Another part of it, I don't know if any of you saw that, but one of the things we had going for us,
[00:18:42.360 --> 00:18:50.760]   and I realized this at the beginning, that there's no point in building a firm that's ever so big,
[00:18:50.760 --> 00:18:57.960]   that can't manage the assets it has, and I knew we would get big, because we had a man on our side,
[00:18:57.960 --> 00:19:08.360]   and it's not complicated, 4 minus 2 is 2, and we're okay, 4 minus 0.1, 0.2, 0.2,
[00:19:08.360 --> 00:19:14.360]   and if you get big, you can't manage the assets, and that's what happened, and I think the capital group,
[00:19:14.360 --> 00:19:19.560]   they're not bad, they're nice people, very nice people, but they've just gotten too big,
[00:19:19.560 --> 00:19:22.760]   and now they have this huge amount of money under their best supervision, which includes
[00:19:22.760 --> 00:19:26.360]   a very large consulting operation, and a wealth management operation,
[00:19:26.360 --> 00:19:30.360]   so being sized in a different kind of investment strategy, that's happened.
[00:19:30.360 --> 00:19:34.760]   It doesn't really matter how big you are, you can still implement your strategy,
[00:19:34.760 --> 00:19:43.960]   at the same kind of influence, at a trillion dollars, as you could at a hundred million dollars,
[00:19:43.960 --> 00:19:47.160]   or a million dollars, it would be better there than a million dollars.
[00:19:47.160 --> 00:19:52.760]   So that's another big asset, and of course, an excellent cost, and I feel bad about it,
[00:19:52.760 --> 00:20:00.360]   because I don't think most people realize how incredibly important a cost is in this equation,
[00:20:00.360 --> 00:20:05.560]   that we have, as compared to performance, so if you want to draw that next chart,
[00:20:05.560 --> 00:20:11.560]   oh, I'm sorry, I don't want to draw it myself, in fact, you're all set.
[00:20:11.560 --> 00:20:15.560]   This is called, should we worry?
[00:20:15.560 --> 00:20:21.960]   And just look at that, MIT, Macedonial, 1950 largest firm,
[00:20:21.960 --> 00:20:27.160]   I've been with the largest firm in this industry for 23 years, think about that.
[00:20:27.160 --> 00:20:35.160]   IDS/Columbia, direct marketing firm, was the largest firm in this industry for 27 years,
[00:20:35.160 --> 00:20:40.760]   Fidelity was the largest firm in this industry for 21 years,
[00:20:40.760 --> 00:20:45.560]   and now here we are in our first year of a blank year cycle,
[00:20:45.560 --> 00:20:51.560]   will it be 20 years, will it be 5, will it be 100, who knows, I don't know,
[00:20:51.560 --> 00:20:57.560]   but I do know, quote, Shakespeare, "If you're more polite, money's your last head, where's the crown?"
[00:20:57.560 --> 00:21:04.360]   You know, here you are, a party full, and there's certainly no room to go ahead with your first day,
[00:21:04.360 --> 00:21:12.360]   and no room for complacency, what do you think of, you know, dropping from a 15% market share to less than 1%,
[00:21:12.360 --> 00:21:18.760]   and what I don't read, I've got a very small portion of the industry now, 0.7,
[00:21:18.760 --> 00:21:23.560]   they certainly have their fair share of publicity, but they say causing that flash crash,
[00:21:23.560 --> 00:21:27.560]   you know, I think I gave the one firm that caused that flash crash, trying to get some serve,
[00:21:27.560 --> 00:21:29.560]   but they gave it a shot.
[00:21:29.560 --> 00:21:33.160]   [laughter]
[00:21:33.160 --> 00:21:37.560]   So why is the market that fragile, I don't think,
[00:21:37.560 --> 00:21:41.960]   and even if you have a well-managed firm producing really good performance,
[00:21:41.960 --> 00:21:45.160]   we've in recent years had a lot of market shares,
[00:21:45.160 --> 00:21:49.160]   I mean, hey, time we came to look at it, time we came to visit it,
[00:21:49.160 --> 00:21:54.360]   and Franklin, even though they merged with Templeton,
[00:21:54.360 --> 00:22:00.360]   has lost half its market share, and fell 20% so far,
[00:22:00.360 --> 00:22:03.160]   so there is no room for complacency.
[00:22:03.160 --> 00:22:07.160]   I want to just come back to Colossus Act, and talk about Colossus,
[00:22:07.160 --> 00:22:13.160]   as well as our overall performance picture,
[00:22:13.160 --> 00:22:19.160]   and we put out, you've probably seen it in the Vanguard,
[00:22:19.160 --> 00:22:27.160]   we have a little calculation that says how our funds do,
[00:22:27.160 --> 00:22:31.160]   after expenses, that's the way we show it,
[00:22:31.160 --> 00:22:37.160]   how we do it is by doing this chart, since way back in the 80s,
[00:22:37.160 --> 00:22:39.160]   a lot of people thought Colossus was a brilliant manager,
[00:22:39.160 --> 00:22:43.160]   but then I looked up the numbers for Colossus,
[00:22:43.160 --> 00:22:46.160]   and they were not going to look like so again,
[00:22:46.160 --> 00:22:48.160]   and we actually lost one manager,
[00:22:48.160 --> 00:22:54.160]   and he was a good amount of managers,
[00:22:54.160 --> 00:22:56.160]   and he had a great record,
[00:22:56.160 --> 00:22:58.160]   but he was working on a lot of funds,
[00:22:58.160 --> 00:23:00.160]   with a 15 basis point expense ratio,
[00:23:00.160 --> 00:23:04.160]   and he had a 1.15% expense ratio,
[00:23:04.160 --> 00:23:07.160]   and they said what happened to all your management ability,
[00:23:07.160 --> 00:23:10.160]   and he didn't last very long,
[00:23:10.160 --> 00:23:12.160]   but you couldn't have done the math,
[00:23:12.160 --> 00:23:14.160]   it's a lot of math,
[00:23:14.160 --> 00:23:16.160]   and so I've been doing this for a long time,
[00:23:16.160 --> 00:23:18.160]   and this has not given me a Vanguard at all,
[00:23:18.160 --> 00:23:21.160]   so what we see, what you see, and what we report,
[00:23:21.160 --> 00:23:24.160]   is our stock funds are in 61st percentile,
[00:23:24.160 --> 00:23:28.160]   bond funds 100, balance funds 89, money market 100,
[00:23:28.160 --> 00:23:31.160]   and overall 83%, very good records,
[00:23:31.160 --> 00:23:33.160]   and in terms of outperforming our peers,
[00:23:33.160 --> 00:23:35.160]   over the previous decade,
[00:23:35.160 --> 00:23:38.160]   and you take expenses out,
[00:23:38.160 --> 00:23:40.160]   you can have those numbers changed,
[00:23:40.160 --> 00:23:42.160]   the stock funds are not 61, they're 42,
[00:23:42.160 --> 00:23:46.160]   from somewhat above average, to somewhat below average,
[00:23:46.160 --> 00:23:49.160]   the comparison is not totally fair,
[00:23:49.160 --> 00:23:51.160]   it's probably about as fair as you can get,
[00:23:51.160 --> 00:23:53.160]   when you look at peer groups,
[00:23:53.160 --> 00:23:55.160]   no one's trying, no way to make it easy,
[00:23:55.160 --> 00:23:56.160]   or any easier than it is,
[00:23:56.160 --> 00:23:58.160]   no way to make it any harder,
[00:23:58.160 --> 00:24:00.160]   and the balance funds drop 10 points,
[00:24:00.160 --> 00:24:02.160]   and the money markets,
[00:24:02.160 --> 00:24:05.160]   the bond funds go from 100 percentile to 57,
[00:24:05.160 --> 00:24:08.160]   and you're telling me you've also got an advantage,
[00:24:08.160 --> 00:24:11.160]   the money market funds go from 100 to 40,
[00:24:11.160 --> 00:24:15.160]   and the overall goes from 82 to 51,
[00:24:15.160 --> 00:24:17.160]   way above average to average,
[00:24:17.160 --> 00:24:20.160]   is that bad to be 40 in the money market area,
[00:24:20.160 --> 00:24:23.160]   and only 57 in the bond area?
[00:24:23.160 --> 00:24:25.160]   The answer is no,
[00:24:25.160 --> 00:24:27.160]   and that is I don't mind being below average,
[00:24:27.160 --> 00:24:29.160]   before you adjust for expenses,
[00:24:29.160 --> 00:24:32.160]   because at least my approach to all this,
[00:24:32.160 --> 00:24:33.160]   when I was running the company,
[00:24:33.160 --> 00:24:36.160]   was don't take any extra risk,
[00:24:36.160 --> 00:24:39.160]   and to the contrary, be safe,
[00:24:39.160 --> 00:24:41.160]   and the munis hold 15 percent cash reserves,
[00:24:41.160 --> 00:24:43.160]   that costs you a return,
[00:24:43.160 --> 00:24:45.160]   so if that still happened before expenses,
[00:24:45.160 --> 00:24:47.160]   and above average return,
[00:24:47.160 --> 00:24:48.160]   how would it even work,
[00:24:48.160 --> 00:24:50.160]   because there's no free lunch after that,
[00:24:50.160 --> 00:24:53.160]   and so that's the way it looks,
[00:24:53.160 --> 00:24:55.160]   and that just shows you the whole cost,
[00:24:55.160 --> 00:24:56.160]   and all those reforms,
[00:24:56.160 --> 00:24:58.160]   and we forget a lot,
[00:24:58.160 --> 00:25:02.160]   and so I'm going to move on to chart number eight,
[00:25:02.160 --> 00:25:05.160]   which is all about our growth and efficiency,
[00:25:05.160 --> 00:25:06.160]   and one of the remarkable numbers,
[00:25:06.160 --> 00:25:08.160]   that we don't see much of,
[00:25:08.160 --> 00:25:10.160]   is there's our assets problem over there,
[00:25:10.160 --> 00:25:13.160]   the three million we're trading for,
[00:25:13.160 --> 00:25:15.160]   our expenses,
[00:25:15.160 --> 00:25:17.160]   and it's a 470 fold growth,
[00:25:17.160 --> 00:25:19.160]   our expenses,
[00:25:19.160 --> 00:25:21.160]   and we get a lot of credit for reducing expense ratios,
[00:25:21.160 --> 00:25:24.160]   but that's scratched my head a little bit,
[00:25:24.160 --> 00:25:27.160]   and I want to see our expenses grow up 400 fold,
[00:25:27.160 --> 00:25:34.160]   compared to a 470 fold increase in assets,
[00:25:34.160 --> 00:25:38.160]   and so the expense ratio comes down by a little over half,
[00:25:38.160 --> 00:25:40.160]   I want to say a few percent,
[00:25:40.160 --> 00:25:44.160]   and I think it's not so difficult,
[00:25:44.160 --> 00:25:46.160]   when you have all the economic scale,
[00:25:46.160 --> 00:25:48.160]   the expense ratio,
[00:25:48.160 --> 00:25:50.160]   I think we have a problem,
[00:25:50.160 --> 00:25:51.160]   and I was surprised,
[00:25:51.160 --> 00:25:52.160]   we're having another problem,
[00:25:52.160 --> 00:25:54.160]   and that's the basis point again,
[00:25:54.160 --> 00:25:57.160]   is 140 million dollars,
[00:25:57.160 --> 00:25:59.160]   so you say,
[00:25:59.160 --> 00:26:00.160]   this is a nice idea,
[00:26:00.160 --> 00:26:01.160]   you spend 140 million,
[00:26:01.160 --> 00:26:06.160]   and nobody will ever know the difference,
[00:26:06.160 --> 00:26:10.160]   our expense ratio is 23 to 24,
[00:26:10.160 --> 00:26:12.160]   but nobody will ever know the difference,
[00:26:12.160 --> 00:26:13.160]   how do they know that,
[00:26:13.160 --> 00:26:15.160]   it's not even a real number,
[00:26:15.160 --> 00:26:17.160]   you have to take all the funds and parse them out,
[00:26:17.160 --> 00:26:19.160]   and we manufacture that,
[00:26:19.160 --> 00:26:20.160]   in a good sense,
[00:26:20.160 --> 00:26:21.160]   we do it right,
[00:26:21.160 --> 00:26:23.160]   but it's not a number that appears in any funds report,
[00:26:23.160 --> 00:26:25.160]   or anything like that,
[00:26:25.160 --> 00:26:27.160]   so it's,
[00:26:27.160 --> 00:26:29.160]   in our advertising program,
[00:26:29.160 --> 00:26:31.160]   we talk about 50 million dollars,
[00:26:31.160 --> 00:26:34.160]   it's easy to adjust about a third of the basis point,
[00:26:34.160 --> 00:26:35.160]   but I'd say,
[00:26:35.160 --> 00:26:36.160]   I'd caution them,
[00:26:36.160 --> 00:26:37.160]   I'd say,
[00:26:37.160 --> 00:26:38.160]   stop,
[00:26:38.160 --> 00:26:39.160]   I'd caution the industry,
[00:26:39.160 --> 00:26:41.160]   stop thinking in basis points,
[00:26:41.160 --> 00:26:43.160]   and think in dollars,
[00:26:43.160 --> 00:26:44.160]   I know dollars are dollars,
[00:26:44.160 --> 00:26:45.160]   dollars are money,
[00:26:45.160 --> 00:26:48.160]   and the fact that we're large,
[00:26:48.160 --> 00:26:49.160]   and a basis point,
[00:26:49.160 --> 00:26:51.160]   or a third of a basis point,
[00:26:51.160 --> 00:26:53.160]   50 million dollars,
[00:26:53.160 --> 00:26:54.160]   is not something you'd say,
[00:26:54.160 --> 00:26:55.160]   well that's 50 million,
[00:26:55.160 --> 00:26:56.160]   so you can afford it,
