
[00:00:00.000 --> 00:00:04.740]   [intro music]
[00:09:37.040 --> 00:09:40.960]   Is the hyperactive hive mind supercharged?"
[00:09:40.960 --> 00:09:46.960]   But the pandemic started to teach us most of that is probably performative.
[00:09:46.960 --> 00:09:49.120]   Most of that is probably overhead.
[00:09:49.120 --> 00:09:53.680]   Tim Ferriss reduced what it required to run his company from 18-hour days to
[00:09:53.680 --> 00:09:55.840]   four hours a week, and it seemed to run just fine.
[00:09:55.840 --> 00:10:00.000]   And I think there's more and more people out there who are finally ready for that
[00:10:00.000 --> 00:10:02.160]   provocative question that he asked.
[00:10:02.160 --> 00:10:04.720]   They're looking at their own lives and saying, "Something like that might be
[00:10:04.720 --> 00:10:05.600]   right for me too."
[00:10:06.080 --> 00:10:09.920]   So that is why I wrote about the 4-Hour Workweek 15 years later, because I
[00:10:09.920 --> 00:10:11.520]   think Tim was ahead of his time.
[00:10:11.520 --> 00:10:15.360]   It was a big deal, a warning shot that that crowd took to that message.
[00:10:15.360 --> 00:10:17.280]   We ignored the warning shot.
[00:10:17.280 --> 00:10:22.880]   Now the rest of the salvo has arrived and we can no longer ignore that.
[00:10:22.880 --> 00:10:25.440]   We are all looking around and asking, "What would you say you do here?"
[00:10:25.440 --> 00:10:28.640]   And I don't think we have any more a good answer.
[00:10:28.960 --> 00:10:36.960]   A good answer.

