
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:02:01.000 --> 00:02:04.000]   What struck me about Chris's story and even in our correspondence
[00:02:04.000 --> 00:02:11.000]   is that he and his family are relatively remarkably mainstream.
[00:02:11.000 --> 00:02:13.000]   They're not as wacky as some of us.
[00:02:13.000 --> 00:02:14.000]   I'm a pretty wacky guy.
[00:02:14.000 --> 00:02:17.000]   If you've been listening for a while, you know that.
[00:02:17.000 --> 00:02:20.000]   And I'm pretty hardcore, and that's cool.
[00:02:20.000 --> 00:02:23.000]   And there are a lot of other people that are way more hardcore than I am.
[00:02:23.000 --> 00:02:30.000]   But sometimes the most hardcore or the most extreme people who have stories
[00:02:30.000 --> 00:02:32.000]   are relatively inaccessible.
[00:02:32.000 --> 00:02:36.000]   If you're trying to convince your spouse that you can pursue this financial independence thing
[00:02:36.000 --> 00:02:40.000]   and all you've got to do in order to get there is save 83% of your income,
[00:02:40.000 --> 00:02:44.000]   and that means you're just going to live on $3,867 a year,
[00:02:44.000 --> 00:02:47.000]   and in order to do that, you're going to move under a bridge during the summertime
[00:02:47.000 --> 00:02:50.000]   and you're going to move into your car in the wintertime.
[00:02:50.000 --> 00:02:54.000]   That might be a plan that tickles Joshua's fancy,
[00:02:54.000 --> 00:02:59.000]   but that may not be a plan that your spouse is willing to accept.
[00:02:59.000 --> 00:03:04.000]   So the question is, does that mean that all is lost, all hope is lost,
[00:03:04.000 --> 00:03:08.000]   and therefore we should just throw it all to the wind and spend everything,
[00:03:08.000 --> 00:03:10.000]   eat, drink, and be merry for tomorrow we die?
[00:03:10.000 --> 00:03:12.000]   Well, I don't think so.
[00:03:12.000 --> 00:03:16.000]   I love to bring on stories from relatively ordinary people
[00:03:16.000 --> 00:03:19.000]   who are pursuing financial independence or who have achieved financial independence
[00:03:19.000 --> 00:03:23.000]   and hear about the things that have worked and the things that haven't worked for them.
[00:03:23.000 --> 00:03:26.000]   So this is a really great interview on that topic.
[00:03:26.000 --> 00:03:28.000]   Chris is going to share a little bit about his background.
[00:03:28.000 --> 00:03:31.000]   There are specifically some real nuggets in today's interview.
[00:03:31.000 --> 00:03:36.000]   We're going to talk about his financial transition and transformation with he and his wife.
[00:03:36.000 --> 00:03:39.000]   We're going to talk about where they came from, relatively ordinary background,
[00:03:39.000 --> 00:03:43.000]   talk about some of the things that you can trace these themes that helped them,
[00:03:43.000 --> 00:03:47.000]   specifically how he and his wife have accumulated a bunch of college degrees
[00:03:47.000 --> 00:03:49.000]   with almost no money out of their pocket,
[00:03:49.000 --> 00:03:54.000]   talk about some strategies for paying for college in advantageous ways.
[00:03:54.000 --> 00:03:56.000]   We're also going to talk about some of the mistakes,
[00:03:56.000 --> 00:03:59.000]   probably one of the more interesting parts of the conversation.
[00:03:59.000 --> 00:04:03.000]   Chris and his wife got a really sucky financial advisor that gave them some bad advice,
[00:04:03.000 --> 00:04:08.000]   and he really was upset about that.
[00:04:08.000 --> 00:04:13.000]   I think it will be instructive for you to hear about, and I think it will be helpful.
[00:04:13.000 --> 00:04:16.000]   Since this is a business I come from,
[00:04:16.000 --> 00:04:21.000]   there's a lot of bad advice that's been given over the years, and we've got to do better.
[00:04:21.000 --> 00:04:25.000]   So I love to shine the light on the bad advice that's given
[00:04:25.000 --> 00:04:29.000]   so that people will be more educated and more confident and more competent
[00:04:29.000 --> 00:04:34.000]   and then will demand a higher level of quality from their financial advisors.
[00:04:34.000 --> 00:04:36.000]   So sit back, relax, enjoy the interview.
[00:04:36.000 --> 00:04:41.000]   There are some real nuggets here, and I hope that you benefit hugely from it.
[00:04:41.000 --> 00:04:43.000]   [intro]
[00:04:43.000 --> 00:04:45.000]   So Chris, welcome to the Radical Personal Finance Podcast.
[00:04:45.000 --> 00:04:48.000]   I appreciate you being with me today.
[00:04:48.000 --> 00:04:50.000]   Thanks. It's good to be here. I'm happy to talk to you.
[00:04:50.000 --> 00:04:56.000]   I'd like to start just by asking you to share your story around money specifically.
[00:04:56.000 --> 00:05:00.000]   Where did you come from, where are you going, and where are you at in your journey?
[00:05:00.000 --> 00:05:03.000]   Yeah, absolutely.
[00:05:03.000 --> 00:05:08.000]   Where we're going, I guess kind of what brought me here is we've recently started a blog
[00:05:08.000 --> 00:05:14.000]   about just our journey towards early financial independence and early retirement.
[00:05:14.000 --> 00:05:19.000]   I think the thing that makes us interesting is essentially that we're--
[00:05:19.000 --> 00:05:23.000]   like when you read other early retirement blogs, I think we're just extremely, extremely normal people.
[00:05:23.000 --> 00:05:25.000]   We have an extremely normal background.
[00:05:25.000 --> 00:05:29.000]   Neither of our parents have college degrees.
[00:05:29.000 --> 00:05:34.000]   We grew up--I'd say the combined total of our parents' house is about $120,000 in value.
[00:05:34.000 --> 00:05:37.000]   We're just small-town, normal people.
[00:05:37.000 --> 00:05:41.000]   Never had any financial background, never had any investing background,
[00:05:41.000 --> 00:05:44.000]   never had any tax planning background.
[00:05:44.000 --> 00:05:48.000]   And I think the value, like in our story, and the thing that makes it interesting is just that
[00:05:48.000 --> 00:05:52.000]   it's definitely something that anyone can achieve with just a little bit of thought
[00:05:52.000 --> 00:05:56.000]   and just a little bit of doing things different than what everybody else does.
[00:05:56.000 --> 00:05:59.000]   And so that's what I'd like to talk about.
[00:05:59.000 --> 00:06:03.000]   Where are you in terms of--so you're primarily working toward financial independence.
[00:06:03.000 --> 00:06:07.000]   I know from your blog that's your primary focus, early retirement, financial independence.
[00:06:07.000 --> 00:06:09.000]   Where are you on your journey?
[00:06:09.000 --> 00:06:12.000]   Are you close to declaring yourself financially independent?
[00:06:12.000 --> 00:06:14.000]   Are you still getting started on the process?
[00:06:14.000 --> 00:06:16.000]   Where are you?
[00:06:16.000 --> 00:06:19.000]   I'm 38. My wife's 36.
[00:06:19.000 --> 00:06:24.000]   Our goal, our plan is to--by the time I'm 40, so within two years--
[00:06:24.000 --> 00:06:27.000]   to be at least financially independent.
[00:06:27.000 --> 00:06:32.000]   We don't really know 100% do we want to actually retire in the traditional sense of not working at all.
[00:06:32.000 --> 00:06:34.000]   Do we want to work part-time?
[00:06:34.000 --> 00:06:39.000]   We're kind of figuring all of that out, and that's what a lot of our blog is about in our journey.
[00:06:39.000 --> 00:06:43.000]   That's always a concept for me.
[00:06:43.000 --> 00:06:50.000]   Me personally, I don't see much point in retiring and in the entire concept of not working.
[00:06:50.000 --> 00:06:52.000]   It doesn't make any sense to me.
[00:06:52.000 --> 00:06:57.000]   But it certainly has got to be a little bit different to make that from this perspective,
[00:06:57.000 --> 00:07:00.000]   where I don't yet have a choice in the matter,
[00:07:00.000 --> 00:07:04.000]   versus knowing that you don't have to continue doing what you're doing if you don't want to.
[00:07:04.000 --> 00:07:07.000]   So until I actually get to the point where it's an option,
[00:07:07.000 --> 00:07:13.000]   I'm not sure I'm going to place too much stock in my opinion about whether or not it's worth it or not.
[00:07:13.000 --> 00:07:15.000]   It's a little bit theoretical.
[00:07:15.000 --> 00:07:19.000]   So it'll be a neat feeling, I'm sure, once you get to the point where you know,
[00:07:19.000 --> 00:07:23.000]   "I don't have to do any further work if I don't want to."
[00:07:23.000 --> 00:07:32.000]   What started us on this is we were very anti-debt,
[00:07:32.000 --> 00:07:36.000]   and so we developed a pretty high savings rate from an early start point.
[00:07:36.000 --> 00:07:41.000]   We just found that we were making way more money than we felt like we needed.
[00:07:41.000 --> 00:07:43.000]   We're very much outdoors people.
[00:07:43.000 --> 00:07:46.000]   We love climbing, skiing, doing that kind of thing.
[00:07:46.000 --> 00:07:51.000]   We didn't want our lives to revolve around working all the time,
[00:07:51.000 --> 00:07:54.000]   and so we were just going to kind of wing it.
[00:07:54.000 --> 00:07:58.000]   I was just telling you I didn't even know how to start and stop my microphone on Skype.
[00:07:58.000 --> 00:08:02.000]   I'm not much of a tech person, so we weren't following all the early retirement blogs and everything.
[00:08:02.000 --> 00:08:05.000]   We were just figuring stuff out and living our lives,
[00:08:05.000 --> 00:08:07.000]   and our lives definitely didn't revolve around this.
[00:08:07.000 --> 00:08:12.000]   We were going to pull the trigger and just kind of wing it and move out west.
[00:08:12.000 --> 00:08:16.000]   We got a surprise when after being married for 10 years, we found out my wife was pregnant.
[00:08:16.000 --> 00:08:17.000]   Awesome.
[00:08:17.000 --> 00:08:19.000]   So, yes, we have a two-year-old daughter.
[00:08:19.000 --> 00:08:20.000]   Awesome.
[00:08:20.000 --> 00:08:23.000]   So that kind of set things back.
[00:08:23.000 --> 00:08:26.000]   We just kind of--we never lived our lives like everybody else,
[00:08:26.000 --> 00:08:29.000]   but all of a sudden we were--we found out, "Oh, my goodness.
[00:08:29.000 --> 00:08:30.000]   How are you going to pay for college?
[00:08:30.000 --> 00:08:32.000]   How are you going to do this and that with a kid?"
[00:08:32.000 --> 00:08:35.000]   We just kind of thought, "We can't do this."
[00:08:35.000 --> 00:08:40.000]   After a year of doing it, we realized now we really value our time even more,
[00:08:40.000 --> 00:08:41.000]   and now it became even more important.
[00:08:41.000 --> 00:08:45.000]   So that's why it became--the formal part of planning it and make sure we're doing this right,
[00:08:45.000 --> 00:08:47.000]   that's why that became such a goal for us.
[00:08:47.000 --> 00:08:51.000]   Did you have a mentor in your life personally, even though you weren't involved in the online community?
[00:08:51.000 --> 00:08:56.000]   Did you have a mentor, somebody that was inspiring you to save money?
[00:08:56.000 --> 00:08:57.000]   Yes, definitely.
[00:08:57.000 --> 00:09:00.000]   I mean my parents--my wife and I came from very different backgrounds,
[00:09:00.000 --> 00:09:05.000]   but my parents--my dad, he started a small business.
[00:09:05.000 --> 00:09:07.000]   My parents never made a lot of money,
[00:09:07.000 --> 00:09:12.000]   but they managed to put my brother and I through college, our undergraduate degrees,
[00:09:12.000 --> 00:09:16.000]   and we didn't pay--like we graduated, both of us, with no debt.
[00:09:16.000 --> 00:09:21.000]   And my parents started kind of--they had a small business,
[00:09:21.000 --> 00:09:23.000]   and they started scaling back by the time they were 60,
[00:09:23.000 --> 00:09:26.000]   and they retired a little bit early, like two or three years early,
[00:09:26.000 --> 00:09:29.000]   and was never making much income.
[00:09:29.000 --> 00:09:33.000]   And in fact, what kind of really set this whole idea off in my head--
[00:09:33.000 --> 00:09:35.000]   we moved back to our hometown when I was about 30,
[00:09:35.000 --> 00:09:37.000]   and so I was about three or four years into my career,
[00:09:37.000 --> 00:09:40.000]   and my salary was about $60,000.
[00:09:40.000 --> 00:09:41.000]   So again, we don't make huge money.
[00:09:41.000 --> 00:09:43.000]   We do well, but not huge money.
[00:09:43.000 --> 00:09:45.000]   And my dad and I just happened to be talking,
[00:09:45.000 --> 00:09:49.000]   and he mentioned that in their entire life they've never made more than $60,000.
[00:09:49.000 --> 00:09:53.000]   And I just thought, just intuitively, if they can do all this and never have done that,
[00:09:53.000 --> 00:09:55.000]   and we're only 30 and we're already making that,
[00:09:55.000 --> 00:09:58.000]   it just makes sense that we could do it.
[00:09:58.000 --> 00:10:01.000]   And for context, what region of the country are you living in?
[00:10:01.000 --> 00:10:04.000]   We're in like western Pennsylvania, New York, and Pittsburgh.
[00:10:04.000 --> 00:10:07.000]   So you're in the Northeast, and so not a high cost,
[00:10:07.000 --> 00:10:10.000]   but not necessarily a low cost of living place, right?
[00:10:10.000 --> 00:10:12.000]   No, very average.
[00:10:12.000 --> 00:10:18.000]   And what percentage of your income have you and your wife been able to save?
[00:10:18.000 --> 00:10:20.000]   This is the hard part trying to write our blog,
[00:10:20.000 --> 00:10:23.000]   is we're kind of doing revisionist history.
[00:10:23.000 --> 00:10:27.000]   All history is revisionist history, don't worry.
[00:10:27.000 --> 00:10:30.000]   We never had a written plan.
[00:10:30.000 --> 00:10:31.000]   We never actually had a budget.
[00:10:31.000 --> 00:10:34.000]   What we did, my wife finished school one year ahead of me,
[00:10:34.000 --> 00:10:37.000]   and she completely paid for her own schooling.
[00:10:37.000 --> 00:10:40.000]   And the first year she took out some loans,
[00:10:40.000 --> 00:10:44.000]   so she had like one year worth of student loans, and she bought a cheap used car.
[00:10:44.000 --> 00:10:48.000]   And we just kind of decided that when she got a job,
[00:10:48.000 --> 00:10:51.000]   she was making about $35,000, $36,000 to start.
[00:10:51.000 --> 00:10:55.000]   And so combined that was way more than we made when we were putting ourselves through school
[00:10:55.000 --> 00:10:58.000]   and working through school, and so she was supporting both of us.
[00:10:58.000 --> 00:11:01.000]   And the little bit of money I was making while going to grad school, I just paid off her debt.
[00:11:01.000 --> 00:11:05.000]   So within one year we were debt free, and we were like, "Wow, this worked awesome."
[00:11:05.000 --> 00:11:07.000]   And we were able to completely get out of debt.
[00:11:07.000 --> 00:11:10.000]   So when I started also making about $36,000 when I started,
[00:11:10.000 --> 00:11:13.000]   we just figured we'd just save my money because we wanted to buy a house.
[00:11:13.000 --> 00:11:16.000]   So we just started with like that 50% savings rate.
[00:11:16.000 --> 00:11:19.000]   And then throughout our lives, we just kind of always have lived off of her one salary
[00:11:19.000 --> 00:11:20.000]   and always have saved.
[00:11:20.000 --> 00:11:23.000]   I'd say roughly $50,000, but I mean certainly if big events came up,
[00:11:23.000 --> 00:11:25.000]   we would spend some of my money.
[00:11:25.000 --> 00:11:28.000]   And if some years we didn't want to spend, we would save some of her money.
[00:11:28.000 --> 00:11:30.000]   So it was never exact, but it was about 50%.
[00:11:30.000 --> 00:11:34.000]   And you graduated from graduate school at what age?
[00:11:34.000 --> 00:11:36.000]   25.
[00:11:36.000 --> 00:11:39.000]   Okay, and so you're working up to about 40.
[00:11:39.000 --> 00:11:44.000]   So if you're going back to kind of the math of early retirement at a 50% savings rate,
[00:11:44.000 --> 00:11:49.000]   you would expect somewhere between 15 to 20 years to be able to be financially independent
[00:11:49.000 --> 00:11:53.000]   under kind of the standard formulas that we use to do some of those projections.
[00:11:53.000 --> 00:12:01.000]   So it sounds like you're right on track as far as referencing again Jacob's early retirement chart.
[00:12:01.000 --> 00:12:05.000]   17 and a half years is what he would say at a 50% savings rate of how long
[00:12:05.000 --> 00:12:09.000]   based upon that very simple math which is so useful for early retirement folks.
[00:12:09.000 --> 00:12:12.000]   So it sounds like you're right on track for that with a 50% savings rate.
[00:12:12.000 --> 00:12:14.000]   Yeah, and it's really interesting.
[00:12:14.000 --> 00:12:16.000]   I actually cited in one of my posts.
[00:12:16.000 --> 00:12:19.000]   I linked to a--there's a Mystery Money Mustache blog post.
[00:12:19.000 --> 00:12:21.000]   It's something like the--
[00:12:21.000 --> 00:12:23.000]   The Shockingly Simple Math Behind Early Retirement.
[00:12:23.000 --> 00:12:24.000]   You read that.
[00:12:24.000 --> 00:12:30.000]   And I linked to that and, yeah, just because we never said, "Well, we're going to retire at this age.
[00:12:30.000 --> 00:12:32.000]   Let's do this." It just kind of worked out that way.
[00:12:32.000 --> 00:12:35.000]   I thought it was kind of interesting and kind of validates that.
[00:12:35.000 --> 00:12:41.000]   The other strategy and what I'm hoping to bring from today's show is some useful tips and strategies from just--
[00:12:41.000 --> 00:12:44.000]   you sound like a normal guy in a normal family.
[00:12:44.000 --> 00:12:49.000]   And I think sometimes this is so helpful because many of the people that I bring on the show will be inspiring,
[00:12:49.000 --> 00:12:52.000]   but they'll also be a little bit inaccessible.
[00:12:52.000 --> 00:12:59.000]   If somebody is making $50,000 and I bring someone on making $5 million a year, it's a little bit--it's inspiring,
[00:12:59.000 --> 00:13:01.000]   but it may not be very accessible.
[00:13:01.000 --> 00:13:09.000]   On the same hand, if I bring someone who's spending $5,000 a year and living in a kind of a non-mainstream lifestyle,
[00:13:09.000 --> 00:13:11.000]   that's also tough for some people to take.
[00:13:11.000 --> 00:13:17.000]   So you guys sound like relatively straightforward people.
[00:13:17.000 --> 00:13:22.000]   Would your neighbors know that you were weird early retirees?
[00:13:22.000 --> 00:13:23.000]   I would say no.
[00:13:23.000 --> 00:13:24.000]   No.
[00:13:24.000 --> 00:13:26.000]   I mean our lifestyle looks pretty much like everybody else's.
[00:13:26.000 --> 00:13:29.000]   We live in a newer housing development.
[00:13:29.000 --> 00:13:31.000]   We built our own house.
[00:13:31.000 --> 00:13:32.000]   We're a two-car family.
[00:13:32.000 --> 00:13:34.000]   We're pretty average normal people.
[00:13:34.000 --> 00:13:35.000]   Right.
[00:13:35.000 --> 00:13:44.000]   And what's so interesting is that one of the keys that I've found working with clients has been if you can use a mental trick,
[00:13:44.000 --> 00:13:49.000]   something like, "Well, we live fine on one wage, so let's just save the other," which is what you and your wife did,
[00:13:49.000 --> 00:13:50.000]   that is so valuable.
[00:13:50.000 --> 00:13:57.000]   My wife and I did that when we were married is that we just simply from the beginning we knew that we were hoping to have a family
[00:13:57.000 --> 00:14:03.000]   and we knew that when we were able to have kids that we didn't want both of us to be working outside of the house.
[00:14:03.000 --> 00:14:11.000]   So right from the beginning we just never spent any of the money that she made, and we never factored in.
[00:14:11.000 --> 00:14:15.000]   We never built a budget and a lifestyle that factored in her income at all.
[00:14:15.000 --> 00:14:20.000]   We just saved 100% of her income, and it was easy to do because we never got used to it.
[00:14:20.000 --> 00:14:28.000]   So then there was never that crisis moment that so many parents face when they have a child and they're trying to figure out,
[00:14:28.000 --> 00:14:30.000]   "How on earth do I afford to stay home?"
[00:14:30.000 --> 00:14:39.000]   Well, if you just never spend both incomes, you never have to deal with that question because you know from the beginning that you've never spent the money,
[00:14:39.000 --> 00:14:41.000]   so therefore it's not going to affect your lifestyle at all.
[00:14:41.000 --> 00:14:44.000]   So that's a powerful strategy I think that many people can apply.
[00:14:44.000 --> 00:14:51.000]   Absolutely, and just to kind of touch on that point a little bit more, one of the things that really inspired me to start my blog,
[00:14:51.000 --> 00:14:58.000]   as much as I'd like to help other people because you definitely just to be an inspiration that you can achieve financial independence early,
[00:14:58.000 --> 00:15:05.000]   whether you want to retire early or not, but I'd love to be able to figure out, and I don't quite know how to reach to younger people,
[00:15:05.000 --> 00:15:11.000]   but I work with a lot of students and I just see the students coming out now with this just crushing loan debt.
[00:15:11.000 --> 00:15:17.000]   Their experience is going to be different than ours, and it's going to be really hard to find a different experience.
[00:15:17.000 --> 00:15:22.000]   But if you start off and you live below your means from the beginning, as you grow your career and as things change,
[00:15:22.000 --> 00:15:25.000]   it's much easier to maintain something.
[00:15:25.000 --> 00:15:30.000]   I mean I guess just like it's easier to be average weight than it is to be 300 pounds and get down to average weight.
[00:15:30.000 --> 00:15:32.000]   Right, expectations.
[00:15:32.000 --> 00:15:38.000]   We adapt to whatever we consider to be normal, and this is what is so odd about living in the world that we live in.
[00:15:38.000 --> 00:15:44.000]   We live in the US-American context and probably much of the Western world,
[00:15:44.000 --> 00:15:49.000]   which would be probably my guess the majority of the people that are listening to this show.
[00:15:49.000 --> 00:15:52.000]   I know I have at least a few listeners.
[00:15:52.000 --> 00:15:55.000]   I have one listener in India and at least one, which is pretty cool.
[00:15:55.000 --> 00:16:04.000]   But in the Western context, it's pretty remarkable how our set point, like what we're used to, affects everything that we think.
[00:16:04.000 --> 00:16:12.000]   I'll give an example and then I'll set you up for talking about dirtbagging, which is where I'd like to go next.
[00:16:12.000 --> 00:16:20.000]   Recently, you made a comment on my show page where you bestowed on me an honorary dirtbag degree, right?
[00:16:20.000 --> 00:16:23.000]   Yeah, I thought that was a humor.
[00:16:23.000 --> 00:16:26.000]   I'll let you explain the concept of a dirtbag.
[00:16:26.000 --> 00:16:33.000]   What was so funny is basically this was after my adventure of traveling around the country and just living in the car for two weeks.
[00:16:33.000 --> 00:16:35.000]   It's kind of a fun adventure.
[00:16:35.000 --> 00:16:40.000]   What's funny is it's pretty wacky in today's world, but my father is 70-something years old.
[00:16:40.000 --> 00:16:42.000]   He's in his early 70s.
[00:16:42.000 --> 00:16:47.000]   What was normal, he grew up in Colorado and his parents were from California.
[00:16:47.000 --> 00:16:52.000]   From time to time, they would make the road trip from Colorado to California.
[00:16:52.000 --> 00:16:59.000]   What was normal when he was growing up is that they would drive until they were tired and then they would just pull the car off the side of the road.
[00:16:59.000 --> 00:17:03.000]   They would roll out a sleeping bag on the ground beside the car and they would sleep.
[00:17:03.000 --> 00:17:08.000]   Then in the morning, they would get up and they would get back in the car and they would continue their trip.
[00:17:08.000 --> 00:17:11.000]   That was a fairly normal way of traveling.
[00:17:11.000 --> 00:17:13.000]   Now, I'm sure the wealthy may not have traveled that way.
[00:17:13.000 --> 00:17:19.000]   They may have had more comfort, but his family, they weren't wealthy and they weren't not wealthy.
[00:17:19.000 --> 00:17:20.000]   They were just normal people.
[00:17:20.000 --> 00:17:28.000]   This was a normal way to take a road trip to pull over on the side of the road, lay down a sleeping bag, sleep, and then get back in the car and go.
[00:17:28.000 --> 00:17:35.000]   Well, today, to do that, many people would have concerns about my safety and how do I do this safely and how can I do this?
[00:17:35.000 --> 00:17:39.000]   That's completely abnormal to do something like that.
[00:17:39.000 --> 00:17:44.000]   Now, our normal set point, what we're accustomed to is I need to find a hotel, so I'm going to find a cheap roadside hotel.
[00:17:44.000 --> 00:17:54.000]   I'm fascinated how we can just simply change what's normal for us and then by simply choosing to live a different version of life,
[00:17:54.000 --> 00:18:00.000]   you can accumulate an amazing advantage that many people don't get to enjoy.
[00:18:00.000 --> 00:18:05.000]   It's largely just a mental game, isn't it?
[00:18:05.000 --> 00:18:06.000]   Yeah.
[00:18:06.000 --> 00:18:11.000]   I don't know that it's even a matter of tricking yourself into it.
[00:18:11.000 --> 00:18:12.000]   It's a game.
[00:18:12.000 --> 00:18:24.000]   Just using common sense, at least in our opinion, but if we're going to travel, say I live in Pennsylvania and I go to Colorado because I want to climb and be in the mountains,
[00:18:24.000 --> 00:18:33.000]   it doesn't really make sense for me to pay $200 a night for a four-star hotel that I'm going to lay down, put my head down, sleep there, get up, and go back to the outdoors.
[00:18:33.000 --> 00:18:40.000]   One of our favorite trips ever, we went climbing in Colorado and just in the front range outside of Boulder, Denver area.
[00:18:40.000 --> 00:18:47.000]   When you're doing that, you have to be down off the mountains by three, so you have to start usually in the dark with a headlamp by four in the morning.
[00:18:47.000 --> 00:18:52.000]   It makes no sense to drive from a hotel, so we would just sleep on the side of the road.
[00:18:52.000 --> 00:18:59.000]   You do your climb, you get up, you come down by one o'clock, and then Colorado has all these amazing little breweries and restaurants.
[00:18:59.000 --> 00:19:01.000]   We had a fairly standard vacation after that.
[00:19:01.000 --> 00:19:04.000]   We'd go eat and then we'd go to a Starbucks.
[00:19:04.000 --> 00:19:08.000]   This is the part where I guess people probably think we're weird, but we go in and we use their facilities.
[00:19:08.000 --> 00:19:12.000]   We brush our teeth in their thing and it makes the $5 coffee not seem so expensive.
[00:19:12.000 --> 00:19:15.000]   They use their free Wi-Fi and we plan the next day's climb.
[00:19:15.000 --> 00:19:19.000]   Then we would just drive out wherever we could get as close to the trailhead and find a place and pull off.
[00:19:19.000 --> 00:19:21.000]   That's where we'd sleep. That's just normal for us.
[00:19:21.000 --> 00:19:24.000]   Why do you have to be off the mountain by a certain time?
[00:19:24.000 --> 00:19:30.000]   Out west, typically one, two o'clock, there's usually thunderstorms come in, so you don't want to get stuck up on a ridge.
[00:19:30.000 --> 00:19:33.000]   You want to get up and down before the threat of that comes in.
[00:19:33.000 --> 00:19:35.000]   Got it. Interesting.
[00:19:35.000 --> 00:19:40.000]   What's so funny is that I look at a guy like – I'm not sure how you say his name.
[00:19:40.000 --> 00:19:44.000]   Is it Yvon Chouinard, the guy who founded Patagonia? Is that how you say his name?
[00:19:44.000 --> 00:19:45.000]   Yeah.
[00:19:45.000 --> 00:19:54.000]   I read one of his books one time and it's just so fascinating to me because he, in many ways, embodied what I think of as an ideal lifestyle.
[00:19:54.000 --> 00:19:57.000]   He comes from the dirtbag rock climbing lifestyle.
[00:19:57.000 --> 00:20:06.000]   Totally – didn't need a lot of money, decided to – found a need for an equipment.
