
[00:00:00.040 --> 00:00:09.680]  amental
[00:05:00.200 --> 00:05:00.200]   I'm your host Aaron and you are in the rabbit hole man
[00:05:00.200 --> 00:05:00.200]   I'm your host Aaron and you are in the rabbit hole man
[00:05:00.200 --> 00:05:00.200]   I'm your host Aaron and you are in the rabbit hole man
[00:05:00.200 --> 00:05:00.200]   I'm your host Aaron and you are in the rabbit hole man
[00:05:00.200 --> 00:05:00.200]   I'm your host Aaron and you are in the rabbit hole man
[00:05:00.200 --> 00:05:00.200]   I'm your host Aaron and you are in the rabbit hole man
[00:05:00.200 --> 00:05:00.200]   I'm your host Aaron and you are in the rabbit hole man
[00:05:00.200 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.220 --> 00:05:30.220]   I'm your host Aaron and you are in the rabbit hole man
[00:05:30.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:00.240]   I'm your host Aaron and you are in the rabbit hole man
[00:06:00.240 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.260 --> 00:06:30.260]   I'm your host Aaron and you are in the rabbit hole man
[00:06:30.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:00.280]   I'm your host Aaron and you are in the rabbit hole man
[00:07:00.280 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.300 --> 00:07:30.300]   I'm your host Aaron and you are in the rabbit hole man
[00:07:30.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:00.320]   I'm your host Aaron and you are in the rabbit hole man
[00:08:00.320 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.340 --> 00:08:30.340]   I'm your host Aaron and you are in the rabbit hole man
[00:08:30.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:00.360]   I'm your host Aaron and you are in the rabbit hole man
[00:09:00.360 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.380 --> 00:09:30.380]   I'm your host Aaron and you are in the rabbit hole man
[00:09:30.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:00.400]   I'm your host Aaron and you are in the rabbit hole man
[00:10:00.400 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.420 --> 00:10:30.420]   I'm your host Aaron and you are in the rabbit hole man
[00:10:30.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:00.440]   I'm your host Aaron and you are in the rabbit hole man
[00:11:00.440 --> 00:11:30.460]   I'm your host Aaron and you are in the rabbit hole man
[00:11:30.460 --> 00:11:30.460]   I'm your host Aaron and you are in the rabbit hole man
[00:11:30.460 --> 00:11:30.460]   I'm your host Aaron and you are in the rabbit hole man
[00:11:30.460 --> 00:11:30.460]   I'm your host Aaron and you are in the rabbit hole man
[00:11:30.460 --> 00:11:30.460]   I'm your host Aaron and you are in the rabbit hole man
[00:11:30.460 --> 00:11:30.460]   I'm your host Aaron and you are in the rabbit hole man
[00:11:30.460 --> 00:11:30.460]   I'm your host Aaron and you are in the rabbit hole man
[00:11:30.460 --> 00:11:30.460]   I'm your host Aaron and you are in the rabbit hole man
[00:11:30.460 --> 00:11:30.460]   I'm your host Aaron and you are in the rabbit hole man
[00:11:30.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:00.480]   I'm your host Aaron and you are in the rabbit hole man
[00:12:00.480 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.500 --> 00:12:30.500]   I'm your host Aaron and you are in the rabbit hole man
[00:12:30.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:00.520]   I'm your host Aaron and you are in the rabbit hole man
[00:13:00.520 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.540 --> 00:13:30.540]   I'm your host Aaron and you are in the rabbit hole man
[00:13:30.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
