
[00:00:00.000 --> 00:00:03.400]   [MUSIC PLAYING]
[00:04:30.640 --> 00:04:34.800]   Pi of 3 is 4, and so on, all the way through the digits of pi.
[00:04:34.800 --> 00:04:39.840]   And so the quantity d equals pi of 1, that's just the number 3.
[00:04:39.840 --> 00:04:42.600]   And if I ask you a question, is d even or odd,
[00:04:42.600 --> 00:04:44.800]   it's pretty straightforward to know how to answer it.
[00:04:44.800 --> 00:04:45.720]   d is 3.
[00:04:45.720 --> 00:04:47.080]   That's an odd number.
[00:04:47.080 --> 00:04:49.600]   And if I ask you, what is the probability that d is odd?
[00:04:49.600 --> 00:04:52.520]   Before we dive into definitions and think too hard about this,
[00:04:52.520 --> 00:04:54.960]   you have a clear, intuitive answer in your head.
[00:04:54.960 --> 00:04:55.840]   It's 3.
[00:04:55.840 --> 00:04:56.680]   It's odd.
[00:04:56.680 --> 00:04:58.600]   100% chance that it's odd.
[00:04:58.600 --> 00:05:00.360]   There's no chance that it's not odd.
[00:05:00.360 --> 00:05:02.920]   The difficulty comes in when we do something
[00:05:02.920 --> 00:05:08.400]   like consider the quantity pi of 4.65 times 10 to the 185th.
[00:05:08.400 --> 00:05:11.280]   So this is roughly, if I were to write a single digit of pi
[00:05:11.280 --> 00:05:15.760]   on every single tiny scrap of the universe, every single Planck volume,
[00:05:15.760 --> 00:05:18.240]   this is how many digits of pi I could write out.
[00:05:18.240 --> 00:05:20.960]   So no one will ever be able to write out pi this far,
[00:05:20.960 --> 00:05:23.640]   unlikely anybody will ever be able to calculate it this far.
[00:05:23.640 --> 00:05:25.640]   And we don't know what that number is.
[00:05:25.640 --> 00:05:29.080]   So the question I have for you is, which of the following
[00:05:29.080 --> 00:05:32.480]   would you say is a more correct way of thinking about it?
[00:05:32.480 --> 00:05:35.640]   To say that d is even with probability 0.5,
[00:05:35.640 --> 00:05:37.920]   there's a 50/50 shot that d is even.
[00:05:37.920 --> 00:05:41.680]   Or to say that d is either even with probability 1 or 0,
[00:05:41.680 --> 00:05:44.080]   but you just don't know which of those that is.
[00:05:44.080 --> 00:05:46.560]   And so this one is more of an opinion poll
[00:05:46.560 --> 00:05:48.600]   than it is a mathematics question.
[00:05:48.600 --> 00:05:51.320]   And one thing I'd like to note here is that so far as we can tell,
[00:05:51.320 --> 00:05:54.320]   there is no real pattern to the digits of pi.
[00:05:54.320 --> 00:05:58.360]   Every digit seems to occur with equal probability in the long run.
[00:05:58.360 --> 00:06:01.000]   It looks like a consensus is emerging here.
[00:06:01.000 --> 00:06:04.200]   People are agreeing on one of these two answers.
[00:06:04.200 --> 00:06:06.840]   And one of these is the minority response here.
[00:06:06.840 --> 00:06:09.640]   So let's go ahead and, thanks to everyone who answered,
[00:06:09.640 --> 00:06:12.520]   let's go ahead and reveal what those answers were.
[00:06:12.520 --> 00:06:15.040]   All right, it seems like the most popular choice here
[00:06:15.040 --> 00:06:17.960]   is d is even with probability 0.5.
[00:06:17.960 --> 00:06:21.480]   But there's a strong minority of about a third to about a quarter
[00:06:21.480 --> 00:06:25.920]   who say that actually, no, it's that d is either even with probability 1 or 0,
[00:06:25.920 --> 00:06:27.040]   but I don't know which.
[00:06:27.040 --> 00:06:31.280]   Interestingly, whenever I run this with a different group of students,
[00:06:31.280 --> 00:06:33.600]   I actually get slightly different answers.
[00:06:33.600 --> 00:06:37.480]   So I've sometimes seen people split basically 50/50 down the middle
[00:06:37.480 --> 00:06:38.240]   for both of these.
[00:06:38.240 --> 00:06:40.680]   Sometimes I see a result more like what we're seeing here,
[00:06:40.680 --> 00:06:42.640]   it's 2 to 1 for the first answer.
[00:06:42.640 --> 00:06:45.840]   Essentially, these two different answers come down
[00:06:45.840 --> 00:06:48.120]   to whether you want probability to mean, oh, I
[00:06:48.120 --> 00:06:50.760]   don't know what this value is, and I want
[00:06:50.760 --> 00:06:54.320]   to be able to represent my uncertainty about certain values.
[00:06:54.320 --> 00:06:57.000]   And then that gives you the first answer.
[00:06:57.000 --> 00:06:59.600]   Or whether you want probability to be this mathematically
[00:06:59.600 --> 00:07:01.800]   definable thing about frequencies.
[00:07:01.800 --> 00:07:05.680]   If you really think, OK, probability should represent the frequency
[00:07:05.680 --> 00:07:07.800]   with which events occur, then it doesn't make sense
[00:07:07.800 --> 00:07:10.640]   to say that d is even with probability 0.5.
[00:07:10.640 --> 00:07:13.600]   There's no sense of frequency in which we can generate pi many times
[00:07:13.600 --> 00:07:15.080]   and get different values.
[00:07:15.080 --> 00:07:18.440]   And so that second approach is the frequentist approach to probability,
[00:07:18.440 --> 00:07:21.280]   and the first approach is the Bayesian approach to probability.
[00:07:21.280 --> 00:07:23.840]   The first one is a little bit more popular these days.
[00:07:23.840 --> 00:07:26.080]   It's especially popular in machine learning
[00:07:26.080 --> 00:07:28.680]   and popular among practicing scientists,
[00:07:28.680 --> 00:07:30.880]   but the latter is actually more popular among people
[00:07:30.880 --> 00:07:33.640]   who do probability rigorous mathematics of probability.
[00:07:33.640 --> 00:07:35.840]   So in the end, it's something of a matter of taste.
[00:07:35.840 --> 00:07:38.560]   But the fact that there's a matter of taste at the very beginning
[00:07:38.560 --> 00:07:42.440]   when we define the concept that gives our field its name of probability
[00:07:42.440 --> 00:07:45.520]   theory should suggest some of the complexity and difficulty that
[00:07:45.520 --> 00:07:46.160]   comes in.
[00:07:46.160 --> 00:07:49.320]   But we are not going to be daunted by that complexity and that difficulty.
[00:07:49.320 --> 00:07:53.440]   We're going to proceed forward and just look at what happens
[00:07:53.440 --> 00:07:56.040]   without trying to interpret what probability is,
[00:07:56.040 --> 00:07:57.720]   just looking at turning the crank.
[00:07:57.720 --> 00:07:58.680]   What do we see?
[00:07:58.680 --> 00:08:01.280]   And we're going to have three basic takeaways.
[00:08:01.280 --> 00:08:04.920]   The first is that if we ignore all these questions about what
[00:08:04.920 --> 00:08:07.400]   does probability mean, mathematically, probability
[00:08:07.400 --> 00:08:09.440]   behaves just like mass, which is something
[00:08:09.440 --> 00:08:12.520]   that we don't think of as that paradoxical or that difficult.
[00:08:12.520 --> 00:08:14.680]   But then when it comes time to do machine learning,
[00:08:14.680 --> 00:08:18.360]   a related concept called the surprise shows up more often,
[00:08:18.360 --> 00:08:22.000]   the negative logarithm of the probability rather than the probability
[00:08:22.000 --> 00:08:22.600]   itself.
[00:08:22.600 --> 00:08:26.160]   And then finally, when we want to use probability distributions,
[00:08:26.160 --> 00:08:28.960]   when we want to use probabilities in machine learning,
[00:08:28.960 --> 00:08:33.920]   we most often end up using the Gaussian distribution or the bell curve.
[00:08:33.920 --> 00:08:37.080]   And Gaussians end up actually at the intersection
[00:08:37.080 --> 00:08:40.800]   of all three of the fields we've talked about of probability, linear algebra,
[00:08:40.800 --> 00:08:43.800]   and calculus, but especially at the intersection of probability
[00:08:43.800 --> 00:08:44.840]   and linear algebra.
[00:08:44.840 --> 00:08:47.600]   So we'll talk about Gaussians in detail.
[00:08:47.600 --> 00:08:49.440]   So first, what is probability?
[00:08:49.440 --> 00:08:51.480]   Probability is something like mass.
[00:08:51.480 --> 00:08:53.440]   We use the same mathematical tools that we
[00:08:53.440 --> 00:08:57.480]   would use to work with masses, with objects that have weight.
[00:08:57.480 --> 00:09:01.200]   So consider, to understand this analogy or this relationship,
[00:09:01.200 --> 00:09:04.080]   consider the distribution of mass on two pizzas.
[00:09:04.080 --> 00:09:08.960]   So one pizza is a cheese pizza, and the other pizza is a pepperoni pizza.
[00:09:08.960 --> 00:09:11.920]   If I wanted to tell you where is the mass on this pizza,
[00:09:11.920 --> 00:09:15.160]   well, there's a whole bunch of different points on this pizza.
[00:09:15.160 --> 00:09:18.800]   There's an x and a y-coordinate for every point on this pizza.
[00:09:18.800 --> 00:09:21.400]   At a given point, there really isn't any mass.
[00:09:21.400 --> 00:09:24.840]   If I ask you at the exact center of the pizza how much mass is there,
[00:09:24.840 --> 00:09:27.880]   the answer is basically 0 at a fixed exact point.
[00:09:27.880 --> 00:09:30.680]   If I want to know how much mass there is in a part of the pizza,
[00:09:30.680 --> 00:09:34.080]   what I need to do is I need to integrate over an area.
[00:09:34.080 --> 00:09:36.720]   I need to say, OK, there's a little bit of density here.
[00:09:36.720 --> 00:09:40.240]   There's a certain amount of grams per square centimeter in the center.
[00:09:40.240 --> 00:09:43.400]   There's a certain amount of grams per square centimeter at the edge,
[00:09:43.400 --> 00:09:44.760]   and I need to integrate those.
[00:09:44.760 --> 00:09:48.720]   So I would have some density function for the pizza, a pizza density function
[00:09:48.720 --> 00:09:50.960]   that says at this point, the density is equal to this.
[00:09:50.960 --> 00:09:53.240]   At another point, it's equal to this other value.
[00:09:53.240 --> 00:09:55.280]   And when we work with masses and densities,
[00:09:55.280 --> 00:09:58.280]   especially in a typical educational context,
[00:09:58.280 --> 00:10:01.200]   all the way up to the point where you're maybe in advanced physics
[00:10:01.200 --> 00:10:03.440]   or engineering class, you only work with things
[00:10:03.440 --> 00:10:05.320]   that have an even density function.
[00:10:05.320 --> 00:10:08.080]   So if I want to talk about the mass of this cheese pizza,
[00:10:08.080 --> 00:10:10.040]   it's really simple because it's flat.
[00:10:10.040 --> 00:10:12.960]   And so I don't really need to think explicitly
[00:10:12.960 --> 00:10:14.560]   that what I'm doing is an integral.
[00:10:14.560 --> 00:10:17.640]   I just take the area times some fixed value
[00:10:17.640 --> 00:10:20.640]   that we call the density of the pizza, and that gives me
[00:10:20.640 --> 00:10:22.200]   the mass in any given area.
[00:10:22.200 --> 00:10:25.360]   And so I can answer any questions about the mass of this cheese pizza,
[00:10:25.360 --> 00:10:27.720]   the center of mass, things like that, without having
[00:10:27.720 --> 00:10:29.240]   to think too hard about integrals.
[00:10:29.240 --> 00:10:32.520]   But if I have something like that pepperoni pizza on the right-hand side
[00:10:32.520 --> 00:10:34.720]   here, there's more mass in certain places.
[00:10:34.720 --> 00:10:37.120]   There's a couple of pepperonis overlapping in the middle,
[00:10:37.120 --> 00:10:39.040]   so there's a spike in the density there.
[00:10:39.040 --> 00:10:42.120]   Because if you look at any given point on that pizza right there,
[00:10:42.120 --> 00:10:43.000]   there's more stuff.
[00:10:43.000 --> 00:10:44.960]   There's several overlapping pepperonis.
[00:10:44.960 --> 00:10:47.920]   And then as we go to the edges there, towards the places
[00:10:47.920 --> 00:10:50.480]   where there's only cheese, things flatten back out again.
[00:10:50.480 --> 00:10:53.200]   And so if I want to know how much mass there is in any given point
[00:10:53.200 --> 00:10:56.160]   on this pepperoni pizza, I actually have to think about, OK,
[00:10:56.160 --> 00:11:00.240]   what is my pizza density function, and how much mass is there in this area?
[00:11:00.240 --> 00:11:03.440]   If I want to know the mass of a part that's, say, got a pepperoni on it,
[00:11:03.440 --> 00:11:06.120]   I need to integrate in the area of that pepperoni.
[00:11:06.120 --> 00:11:09.840]   So this is not that dissimilar to the distribution of dart throws
[00:11:09.840 --> 00:11:11.880]   in, let's say, two separate cases.
[00:11:11.880 --> 00:11:15.480]   One is somebody who's been blindfolded throwing darts at a dartboard.
[00:11:15.480 --> 00:11:18.080]   Their darts, let's say, end up everywhere.
[00:11:18.080 --> 00:11:21.960]   So they throw the darts many times, and we look at where the dart ends up.
[00:11:21.960 --> 00:11:25.000]   And there's lots of darts spread throughout the entire dartboard.
[00:11:25.000 --> 00:11:27.880]   But if a pro player throws darts at a board,
[00:11:27.880 --> 00:11:31.240]   and we collect those over time, maybe throughout a whole bunch of games,
[00:11:31.240 --> 00:11:33.720]   we'll see that really often they throw towards the center.
[00:11:33.720 --> 00:11:35.960]   So that's a very common place for the darts to end up.
[00:11:35.960 --> 00:11:38.340]   And then other times, they throw towards different spots.
[00:11:38.340 --> 00:11:39.880]   There's a ring in the dartboard.
[00:11:39.880 --> 00:11:41.880]   There's actually two separate rings of the dartboard
[00:11:41.880 --> 00:11:43.480]   that give different amounts of points.
[00:11:43.480 --> 00:11:46.320]   And sometimes in a game of darts, you really want to hit one of those.
[00:11:46.320 --> 00:11:49.800]   So pro player will have a very complicated distribution
[00:11:49.800 --> 00:11:52.720]   of dart throws, a complicated spread of dart throws.
[00:11:52.720 --> 00:11:55.880]   So if I have them throw darts at the board for a really long time,
[00:11:55.880 --> 00:11:59.200]   then I'll end up with a distribution of darts on that dartboard.
[00:11:59.200 --> 00:12:02.880]   I can imagine, what is the density of darts on this dartboard?
[00:12:02.880 --> 00:12:07.520]   So I think of that, basically, as the chance that any given dart ends up
[00:12:07.520 --> 00:12:09.040]   at any given spot.
[00:12:09.040 --> 00:12:12.760]   And much like there's no mass at any given point on a pizza,
[00:12:12.760 --> 00:12:15.760]   there is no probability at any given point on the dartboard.
[00:12:15.760 --> 00:12:19.480]   Any exact, specific, precise point that you say, oh,
[00:12:19.480 --> 00:12:22.800]   did a dart land here on the dartboard, the answer is 0.
[00:12:22.800 --> 00:12:26.160]   It's only when we integrate over an area that we can actually
[00:12:26.160 --> 00:12:29.720]   get an actual mass in the pizza case or an actual probability
[00:12:29.720 --> 00:12:30.840]   in the probability case.
[00:12:30.840 --> 00:12:33.480]   So what we're mapping here is a density of probability,
[00:12:33.480 --> 00:12:36.760]   how much probability per square centimeter is there.
[00:12:36.760 --> 00:12:39.520]   And when we integrate over squared centimeters, we get probability.
[00:12:39.520 --> 00:12:43.280]   Just as when we integrate a density of grams per square centimeters,
[00:12:43.280 --> 00:12:44.920]   we get grams in the end.
[00:12:44.920 --> 00:12:48.120]   And I think this distinction between probabilities, probability densities,
[00:12:48.120 --> 00:12:51.960]   probability masses, this is something that definitely confuses people.
[00:12:51.960 --> 00:12:54.360]   And I like, whenever I get confused by this, to think, OK,
[00:12:54.360 --> 00:12:56.720]   what if I were just thinking about mass?
[00:12:56.720 --> 00:12:57.640]   How would this look?
[00:12:57.640 --> 00:13:00.000]   So this probability density function that
[00:13:00.000 --> 00:13:03.440]   describes where things are more likely to end up
[00:13:03.440 --> 00:13:07.760]   is the core object that we think about in probability theory, the most
[00:13:07.760 --> 00:13:09.200]   common thing that we think about.
[00:13:09.200 --> 00:13:12.720]   So there's a lot of similarities between mass or density and probability.
[00:13:12.720 --> 00:13:17.240]   We have a density function in the former case that takes a position
[00:13:17.240 --> 00:13:19.560]   and returns a real number that is the density.
[00:13:19.560 --> 00:13:22.720]   And in order to get a final mass, we integrate over an object.
[00:13:22.720 --> 00:13:25.360]   So if I want to know the mass of an object, which might be, say,
[00:13:25.360 --> 00:13:27.840]   a slice of the pizza or an area in the pizza,
[00:13:27.840 --> 00:13:30.520]   I need to integrate the density over that object, which
[00:13:30.520 --> 00:13:32.080]   looks like the thing on the left.
[00:13:32.080 --> 00:13:35.880]   It's maybe an unfamiliar way to present a familiar idea of calculating
[00:13:35.880 --> 00:13:37.720]   or thinking about the mass of an object.
[00:13:37.720 --> 00:13:39.880]   That is transferred directly over to probability.
[00:13:39.880 --> 00:13:43.280]   We have a probability density function that takes in an outcome space
[00:13:43.280 --> 00:13:46.920]   now, rather than spatial coordinates, and returns a real value that
[00:13:46.920 --> 00:13:48.000]   is the probability.
[00:13:48.000 --> 00:13:51.040]   And just like density, actually, probability is non-negative.
[00:13:51.040 --> 00:13:54.520]   You can't have negative mass, and you can't have negative probability.
[00:13:54.520 --> 00:13:56.880]   And when you get the probability of an event,
[00:13:56.880 --> 00:13:59.480]   say the dart lands anywhere in the bullseye,
[00:13:59.480 --> 00:14:01.760]   or the dart lands anywhere in the inner ring,
[00:14:01.760 --> 00:14:05.160]   or the dart doesn't hit the 20-point region,
[00:14:05.160 --> 00:14:09.480]   then you need to integrate that probability density over that event.
[00:14:09.480 --> 00:14:12.120]   So even though there are similarities, and maybe formally
[00:14:12.120 --> 00:14:16.960]   at some galactic level of abstraction, they are the same thing,
[00:14:16.960 --> 00:14:20.600]   to study density and to study probability with one single tool.
[00:14:20.600 --> 00:14:22.480]   But there are some differences in emphasis.
[00:14:22.480 --> 00:14:24.800]   One is that the total probability is always 1.
[00:14:24.800 --> 00:14:27.360]   So if I integrate over the entire dartboard,
[00:14:27.360 --> 00:14:30.080]   the value will always be 1 if I'm integrating the probability.
[00:14:30.080 --> 00:14:33.200]   But a pizza need not weigh the same as another pizza.
[00:14:33.200 --> 00:14:34.720]   There isn't that restriction.
[00:14:34.720 --> 00:14:37.800]   And that becomes very important when we're working with probability.
[00:14:37.800 --> 00:14:40.960]   We also care quite a bit about the concept of independence
[00:14:40.960 --> 00:14:44.240]   in probability, which is to say that if I have some function that
[00:14:44.240 --> 00:14:47.880]   takes two arguments, so a probability of two events maybe,
[00:14:47.880 --> 00:14:51.160]   can I think of that as just the product of the probabilities
[00:14:51.160 --> 00:14:52.280]   of the individual events?
[00:14:52.280 --> 00:14:55.000]   Can I think of these things independently or separately
[00:14:55.000 --> 00:14:55.680]   from one another?
[00:14:55.680 --> 00:14:59.720]   Can I factor p of xy into p of x times p of y?
[00:14:59.720 --> 00:15:01.680]   That comes up all the time in probability,
[00:15:01.680 --> 00:15:04.400]   and very rarely in calculating masses.
[00:15:04.400 --> 00:15:07.800]   Then finally, we care about expectations in probability.
[00:15:07.800 --> 00:15:11.160]   The expectation of a function is to say, OK,
[00:15:11.160 --> 00:15:14.640]   what if I were to take the outputs of that random variable
[00:15:14.640 --> 00:15:16.320]   and I were to put them into a function?
[00:15:16.320 --> 00:15:19.160]   What would the value on average be?
[00:15:19.160 --> 00:15:21.760]   If I take, say, the outputs of a random variable,
[00:15:21.760 --> 00:15:24.640]   I pass them through a function, and I take the mean, 1 over n
[00:15:24.640 --> 00:15:28.480]   times the sum of the values, what should I expect that value to be?
[00:15:28.480 --> 00:15:30.400]   That is the expectation.
[00:15:30.400 --> 00:15:32.600]   So as an example, maybe we want to know
[00:15:32.600 --> 00:15:36.880]   what the average score of a pro player versus a blindfolded individual
[00:15:36.880 --> 00:15:37.880]   is going to be.
[00:15:37.880 --> 00:15:40.920]   So I take the position, that x and y value here,
[00:15:40.920 --> 00:15:44.160]   and then I pass that through the scoring function that says, OK,
[00:15:44.160 --> 00:15:46.000]   what is the score that you get for landing
[00:15:46.000 --> 00:15:47.160]   in that particular spot?
[00:15:47.160 --> 00:15:50.200]   And then we could calculate an average score, again,
[00:15:50.200 --> 00:15:51.920]   by means of an integral.
[00:15:51.920 --> 00:15:55.600]   So this may be heartening to say, oh, masses
[00:15:55.600 --> 00:15:58.760]   are actually something that's pretty easy, relatively straightforward.
[00:15:58.760 --> 00:16:01.480]   So probability should be easy and relatively straightforward.
[00:16:01.480 --> 00:16:03.480]   But the trouble is that actually when you really
[00:16:03.480 --> 00:16:05.600]   start to work with it, the math of distributions
[00:16:05.600 --> 00:16:06.760]   is really gnarly.
[00:16:06.760 --> 00:16:10.200]   This math of distributions is also known as measure theory.
[00:16:10.200 --> 00:16:13.160]   And it's something that even people who do PhDs in statistics
[00:16:13.160 --> 00:16:17.680]   struggle with and find maybe to be an impediment more than a help
[00:16:17.680 --> 00:16:19.800]   to their understanding of probability.
[00:16:19.800 --> 00:16:21.800]   So that's a link there to Andrew Gelman's blog
[00:16:21.800 --> 00:16:24.000]   in a discussion of whether measure theory should even
[00:16:24.000 --> 00:16:25.920]   be taught to stats PhDs.
[00:16:25.920 --> 00:16:29.120]   And one of the fundamental reasons why is that integrals are hard
[00:16:29.120 --> 00:16:31.640]   and derivatives are easy, relatively.
[00:16:31.640 --> 00:16:33.840]   So when I want to calculate an integral of something,
[00:16:33.840 --> 00:16:37.720]   calculating it can be basically infinitely difficult,
[00:16:37.720 --> 00:16:40.680]   whereas derivatives can be done automatically by computers,
[00:16:40.680 --> 00:16:42.400]   as we saw during the calculus section.
[00:16:42.400 --> 00:16:45.400]   And then finally, we have to watch out for paradoxes.
[00:16:45.400 --> 00:16:48.320]   So there's a famous Banach-Tarski paradox,
[00:16:48.320 --> 00:16:50.360]   which is pictured on the right-hand side here,
[00:16:50.360 --> 00:16:53.840]   which is that if you're not careful with defining what it means to measure
[00:16:53.840 --> 00:16:57.680]   something and get its size, then with a just basically intuitive
[00:16:57.680 --> 00:16:59.560]   definition, you might end up with a circle
[00:16:59.560 --> 00:17:01.880]   that you can then break apart into pieces, where
[00:17:01.880 --> 00:17:03.800]   when you combine those pieces back together,
[00:17:03.800 --> 00:17:05.560]   the measure of the total has doubled.
[00:17:05.560 --> 00:17:09.560]   You've got two copies of the original when you combined it back together.
[00:17:09.560 --> 00:17:11.960]   So that's a really gnarly paradox, and people
[00:17:11.960 --> 00:17:15.160]   work really hard in measure theory to avoid things like that.
[00:17:15.160 --> 00:17:17.440]   And this is all separate from those philosophical issues
[00:17:17.440 --> 00:17:19.320]   that I identified at the beginning.
[00:17:19.320 --> 00:17:21.720]   What does it really mean to talk about probability?
[00:17:21.720 --> 00:17:25.080]   Even once you've solved that, you have to solve these more mathematical
[00:17:25.080 --> 00:17:26.320]   paradoxes here.
[00:17:26.320 --> 00:17:27.280]   This is bad news.
[00:17:27.280 --> 00:17:29.480]   It means that it's actually really hard to get
[00:17:29.480 --> 00:17:33.360]   a fully, completely rigorous mathematical accounting of what
