
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:06:03.900 --> 00:06:06.980]   And I'm like, of course, of course,
[00:06:06.980 --> 00:06:11.980]   because what so many parents, even in our pilot studies,
[00:06:12.140 --> 00:06:17.140]   what a lot of parents discovered was that the chart pages
[00:06:17.140 --> 00:06:23.400]   are absolutely awesome for parents who are trying to get
[00:06:23.400 --> 00:06:29.440]   a big picture view of all of the things,
[00:06:29.440 --> 00:06:34.340]   all of the pieces of information, all of the skills
[00:06:34.340 --> 00:06:39.340]   that we as parents are trying to load into our kids.
[00:06:39.860 --> 00:06:43.740]   Strand by strand, these charts give parents
[00:06:43.740 --> 00:06:47.820]   a really good picture of what is coming
[00:06:47.820 --> 00:06:52.820]   and what that information looks like as it builds.
[00:06:52.820 --> 00:06:59.100]   And so I can see lots of challenge parents wanting the book
[00:06:59.100 --> 00:07:04.180]   just because all the charts, hey, I've had people say,
[00:07:04.180 --> 00:07:07.340]   I want this book because all those charts that I need
[00:07:07.340 --> 00:07:11.980]   are in one place and I don't have to go looking for it.
[00:07:11.980 --> 00:07:15.980]   - I have already tabbed this book with some of the charts
[00:07:15.980 --> 00:07:20.500]   that I think would be helpful for my students
[00:07:20.500 --> 00:07:22.820]   this academic year, right?
[00:07:22.820 --> 00:07:26.320]   We talked last time about wrestling with something
[00:07:26.320 --> 00:07:28.980]   and just kind of digging your heels in
[00:07:28.980 --> 00:07:32.260]   and stubbornly dominating that wrestling match
[00:07:32.260 --> 00:07:34.700]   and making sure that you don't give up.
[00:07:35.540 --> 00:07:39.940]   One of my daughters still struggles with Latin verbs
[00:07:39.940 --> 00:07:43.740]   and lo and behold, you have a beautiful chart
[00:07:43.740 --> 00:07:46.940]   that explains why you need to understand
[00:07:46.940 --> 00:07:49.540]   the four principle parts of a Latin verb
[00:07:49.540 --> 00:07:52.740]   and what the differences between the tenses
[00:07:52.740 --> 00:07:54.500]   and the conjugations are.
[00:07:54.500 --> 00:07:58.700]   And it sums up pages upon pages upon pages
[00:07:58.700 --> 00:08:02.500]   of the Henley book and just a couple of charts
[00:08:02.500 --> 00:08:06.260]   in Scribblers that she can flip through and reference it
[00:08:06.260 --> 00:08:10.720]   as she continues her wrestling match in her weekly studies.
[00:08:10.720 --> 00:08:13.340]   So had I not picked this up,
[00:08:13.340 --> 00:08:15.140]   she would have still been wrestling,
[00:08:15.140 --> 00:08:17.860]   but her wrestling match would have been more exhausting
[00:08:17.860 --> 00:08:21.260]   and I don't know if she would have lost hope
[00:08:21.260 --> 00:08:25.640]   and questioned whether she should just do just enough.
[00:08:25.640 --> 00:08:26.860]   Does that make sense?
[00:08:26.860 --> 00:08:28.340]   - It does make sense.
[00:08:28.340 --> 00:08:33.340]   I know that for me, sometimes as a grownup,
[00:08:33.340 --> 00:08:36.300]   I just want to know all the things.
[00:08:36.300 --> 00:08:39.300]   Okay, so tell me, as grownups,
[00:08:39.300 --> 00:08:42.180]   we need to see the big picture.
[00:08:42.180 --> 00:08:44.940]   Like I need to see all of the pieces
[00:08:44.940 --> 00:08:47.400]   and where I'm going with all of the pieces.
[00:08:47.400 --> 00:08:50.260]   And so I think for us as parents,
[00:08:50.260 --> 00:08:54.860]   the charts are very reassuring because we can see,
[00:08:54.860 --> 00:08:57.820]   okay, so this is the whole piece of pie.
[00:08:57.820 --> 00:09:01.060]   I'm not asking my child necessarily
[00:09:01.060 --> 00:09:03.100]   to see the whole piece of pie,
[00:09:03.100 --> 00:09:06.100]   certainly not to chew up the whole piece of pie,
[00:09:06.100 --> 00:09:09.260]   but as the parent in charge, I need to see it.
[00:09:09.260 --> 00:09:11.180]   I think as our children grow,
[00:09:11.180 --> 00:09:15.760]   so challenge students probably have more of that view
[00:09:15.760 --> 00:09:18.260]   of the chart that parents have
[00:09:18.260 --> 00:09:19.940]   than the view that little kids have.
[00:09:19.940 --> 00:09:22.180]   So I think for our challenge students,
[00:09:22.180 --> 00:09:27.060]   it is really helpful to see the big picture of it.
[00:09:27.060 --> 00:09:30.300]   And I always taught, when we were developing Scribblers,
[00:09:30.300 --> 00:09:35.300]   I told people the activities are for the kids.
[00:09:35.300 --> 00:09:39.860]   The charts are for the parents and it's twofold.
[00:09:39.860 --> 00:09:44.860]   The charts help the parents reclaim the education
[00:09:44.860 --> 00:09:47.300]   that we missed, right?
[00:09:47.300 --> 00:09:50.820]   So these are the pieces that you really need.
[00:09:50.820 --> 00:09:55.820]   But the charts also give the parents the vision
[00:09:56.140 --> 00:10:01.140]   of where all of these pegs of information
[00:10:01.140 --> 00:10:03.680]   are taking our children.
[00:10:03.680 --> 00:10:08.600]   The chart is the culmination of all the pegs
[00:10:08.600 --> 00:10:12.860]   and all the skills that we pour into our children
[00:10:12.860 --> 00:10:14.240]   as they grow.
[00:10:14.240 --> 00:10:16.540]   - Yeah, I love the idea.
[00:10:16.540 --> 00:10:18.040]   First of all, where was this
[00:10:18.040 --> 00:10:20.100]   when my kids were Scribblers age?
[00:10:20.100 --> 00:10:21.300]   - I know. - Right?
[00:10:21.300 --> 00:10:24.000]   - We were all just trying to figure out what we didn't have.
[00:10:24.000 --> 00:10:25.720]   That's where it was. - I know.
[00:10:25.720 --> 00:10:30.720]   But it's wonderful in that the layout of the recipe
[00:10:30.720 --> 00:10:34.340]   tells you your serving suggestion,
[00:10:34.340 --> 00:10:37.460]   which is basically, is this an activity I can do in the car?
[00:10:37.460 --> 00:10:39.780]   Is this an activity I do in the backyard?
[00:10:39.780 --> 00:10:42.680]   Is this, where am I gonna do this, right?
[00:10:42.680 --> 00:10:46.420]   And then you get all of your ingredients together
[00:10:46.420 --> 00:10:47.500]   and you follow the steps.
[00:10:47.500 --> 00:10:52.500]   It's beautifully designed in an approachable way.
[00:10:53.380 --> 00:10:56.860]   So that way you can do it with your littlest learners
[00:10:56.860 --> 00:10:59.620]   who may not understand what the chart is
[00:10:59.620 --> 00:11:01.720]   and they're not expected to.
[00:11:01.720 --> 00:11:04.200]   - Most of the activities don't even suggest
[00:11:04.200 --> 00:11:07.800]   that you show your littlest learners the chart at all.
[00:11:07.800 --> 00:11:10.960]   - No, it's more of a, oh mom,
[00:11:10.960 --> 00:11:13.400]   I don't remember what a polyhedron is.
[00:11:13.400 --> 00:11:16.120]   Can I, oh, let me take a look at this chart.
[00:11:16.120 --> 00:11:17.320]   That's what it is.
[00:11:17.320 --> 00:11:20.800]   And I can use that word while playing with my toddler
[00:11:20.800 --> 00:11:23.120]   or playing with my younger child.
[00:11:23.120 --> 00:11:26.280]   But I don't have to hold them accountable
[00:11:26.280 --> 00:11:30.460]   to remembering or understanding or mastering that knowledge.
[00:11:30.460 --> 00:11:34.360]   I'm just sprinkling those big chewy words
[00:11:34.360 --> 00:11:37.840]   into their vocabulary so that it's not scary
[00:11:37.840 --> 00:11:39.960]   when I need to hold them accountable.
[00:11:39.960 --> 00:11:42.120]   But I can remember what I learned
[00:11:42.120 --> 00:11:45.660]   when I was being held accountable to that knowledge.
[00:11:45.660 --> 00:11:50.020]   And that chart's beautiful to keep me in check
[00:11:50.020 --> 00:11:52.520]   because there are some things I learned in school
[00:11:52.520 --> 00:11:54.880]   I have not used since.
[00:11:54.880 --> 00:11:57.000]   But that doesn't mean that I should shy away
[00:11:57.000 --> 00:12:01.040]   from introducing that information to my own children.
[00:12:01.040 --> 00:12:05.240]   But then as my kids got older and into the challenge years,
[00:12:05.240 --> 00:12:07.920]   I did have to start holding them accountable
[00:12:07.920 --> 00:12:10.420]   to the understanding of the information
[00:12:10.420 --> 00:12:13.420]   so they can use those charts just as much as I do.
[00:12:13.420 --> 00:12:16.480]   - I love it.
[00:12:16.480 --> 00:12:19.600]   I love what you've said because it does give families
[00:12:19.600 --> 00:12:24.420]   the understanding of what is the recipe for
[00:12:24.420 --> 00:12:26.880]   and what is the chart for.
[00:12:26.880 --> 00:12:30.160]   There is, I know you have your scribblers
[00:12:30.160 --> 00:12:31.900]   in front of you too.
[00:12:31.900 --> 00:12:37.760]   There's a literature spread on page 90
[00:12:37.760 --> 00:12:41.280]   that's called the Plays the Thing.
[00:12:41.280 --> 00:12:44.340]   And okay, so if you open it up,
[00:12:44.340 --> 00:12:48.020]   all of the recipes are on the left-hand side of the spread
[00:12:48.020 --> 00:12:50.240]   and all the charts are on the right.
[00:12:50.240 --> 00:12:54.200]   Well, the chart, which is for parents,
[00:12:54.200 --> 00:12:57.760]   is all about the parts of a drama.
[00:12:57.760 --> 00:13:01.600]   Drama is one of the three genres of literature
[00:13:01.600 --> 00:13:04.520]   along with poetry and prose.
[00:13:04.520 --> 00:13:08.120]   And so this gives all the parts of the drama.
[00:13:08.120 --> 00:13:12.060]   So it gives actors, script, act, scene, dialogue,
[00:13:12.060 --> 00:13:15.760]   stage, set, theater, costumes, props,
[00:13:15.760 --> 00:13:18.940]   with definitions of what all of those things are.
[00:13:18.940 --> 00:13:23.940]   So you get the big 50 cent word, the dialogue, okay?
[00:13:23.940 --> 00:13:28.860]   And then, but what does that have to do with my kids?
[00:13:28.860 --> 00:13:32.720]   Well, like you said, you are bringing them along
[00:13:32.720 --> 00:13:37.400]   toward understanding of what a play is
[00:13:37.400 --> 00:13:41.120]   by letting them experience it.
[00:13:41.120 --> 00:13:46.120]   So the activity tells you to read a story
[00:13:46.120 --> 00:13:51.360]   and we suggest The Frog Prince from Old World Echoes,
[00:13:51.360 --> 00:13:54.040]   but you could read any favorite story
[00:13:54.040 --> 00:13:55.920]   from your own book or a library book.
[00:13:55.920 --> 00:13:58.720]   And then what you're gonna do with your children
[00:13:58.720 --> 00:14:03.140]   is explore how the story might be presented as a drama.
[00:14:03.140 --> 00:14:07.680]   So you discuss the characters by asking them questions.
[00:14:07.680 --> 00:14:11.120]   So you ask your kids, what does that character look like?
[00:14:11.120 --> 00:14:12.360]   What do they wear?
[00:14:12.360 --> 00:14:14.500]   What's their attitude like?
[00:14:14.500 --> 00:14:17.240]   So, and then you're just asking your children questions.
[00:14:17.240 --> 00:14:20.420]   So how would you know that they were rich?
[00:14:20.420 --> 00:14:24.060]   How would that characteristic manifest itself
[00:14:24.060 --> 00:14:28.200]   in costumes or clothing or facial expressions?
[00:14:28.200 --> 00:14:33.200]   You know, if it was a hwani princess,
[00:14:33.200 --> 00:14:37.040]   or if she was a shy princess,
[00:14:37.040 --> 00:14:38.660]   how would you show that?
[00:14:38.660 --> 00:14:42.120]   You ask your children, 'cause they know those things.
[00:14:42.120 --> 00:14:43.980]   What do you think that they would be?
[00:14:43.980 --> 00:14:47.780]   Then you discuss the plot by asking more questions.
[00:14:47.780 --> 00:14:50.640]   So what does the princess do first?
[00:14:50.640 --> 00:14:52.740]   And when does she meet the frog?
[00:14:52.740 --> 00:14:54.920]   And what does the frog ask?
[00:14:54.920 --> 00:14:56.240]   And what happens next?
[00:14:56.240 --> 00:14:59.320]   And then with your child, you doing the writing,
[00:14:59.320 --> 00:15:02.860]   if you have a pre-writing or a slow writer,
[00:15:02.860 --> 00:15:06.520]   you make a list of all the things that happened
[00:15:06.520 --> 00:15:09.200]   in the story in order.
[00:15:09.200 --> 00:15:12.820]   Then, depending on the age or abilities of your children,
[00:15:12.820 --> 00:15:16.120]   you create a play that retells the story.
[00:15:16.120 --> 00:15:18.160]   You can write the story down or not.
[00:15:18.160 --> 00:15:20.780]   You can make costumes or not.
[00:15:20.780 --> 00:15:24.200]   You can perform it for an audience or not.
[00:15:24.200 --> 00:15:27.800]   See how open-ended all of this is?
[00:15:27.800 --> 00:15:29.920]   But then you ask them, after you do that,
[00:15:29.920 --> 00:15:33.360]   you sit back and you ask some thinking questions.
[00:15:33.360 --> 00:15:36.640]   It's all about conversation with your children.
[00:15:36.640 --> 00:15:39.480]   So are there lessons to be learned?
[00:15:39.480 --> 00:15:42.060]   Do you think the princess learned anything?
[00:15:42.060 --> 00:15:46.060]   Could we learn anything by studying what happened to her?
[00:15:46.060 --> 00:15:50.020]   What kind of lessons did the frog learn from his actions?
[00:15:50.020 --> 00:15:53.240]   What do we learn from the king's actions?
[00:15:53.240 --> 00:15:56.320]   You could even ask, would you like to be like the princess?
[00:15:56.320 --> 00:15:59.420]   Would you like to be like the frog?
[00:15:59.420 --> 00:16:02.340]   And the cool thing about scribblers is
[00:16:02.340 --> 00:16:05.960]   you can look at this recipe and you think, that was fun.
[00:16:05.960 --> 00:16:08.580]   And now my children know a new word.
[00:16:08.580 --> 00:16:13.580]   They know costumes, they know dialogue, they know scene.
[00:16:13.580 --> 00:16:16.440]   I wrote it down and told them that it was the script.
[00:16:16.440 --> 00:16:20.060]   So they've learned some new words and we had a fun time,
[00:16:20.060 --> 00:16:21.740]   but what did that really do?
[00:16:21.740 --> 00:16:26.460]   Well, the cool thing is that this will give you the yield.
[00:16:26.460 --> 00:16:29.760]   The recipe tells you what you and your children
[00:16:29.760 --> 00:16:31.080]   are getting out of this.
[00:16:31.080 --> 00:16:34.560]   And for this activity, what the yield is,
[00:16:34.560 --> 00:16:38.560]   a deeper understanding of narrative skills.
[00:16:38.560 --> 00:16:41.520]   So look, you thought you were playing with your kids,
[00:16:41.520 --> 00:16:43.680]   but you are giving them a deeper understanding
[00:16:43.680 --> 00:16:48.180]   of narrative skills by engaging in a different way
[00:16:48.180 --> 00:16:50.340]   of telling a story.
[00:16:50.340 --> 00:16:54.520]   So what you did with your children after you read the story,
[00:16:54.520 --> 00:16:56.400]   and then you ask what happened first
[00:16:56.400 --> 00:17:00.040]   and what happened next, deconstructing the story
[00:17:00.040 --> 00:17:04.000]   in order to put it together in a different form,
[00:17:04.000 --> 00:17:08.480]   in the form of a play, gives the children the opportunity
[00:17:08.480 --> 00:17:13.100]   to see the lessons that character development
[00:17:13.100 --> 00:17:15.280]   of a story might offer.
[00:17:15.280 --> 00:17:18.540]   The lessons sometimes, you know as parents,
[00:17:18.540 --> 00:17:20.180]   we always are looking to teach a lesson
[00:17:20.180 --> 00:17:23.080]   and our kids sometimes know that.
[00:17:23.080 --> 00:17:24.220]   I just wanna hear the story,
[00:17:24.220 --> 00:17:25.840]   I don't want it to teach me anything.
[00:17:25.840 --> 00:17:28.120]   I had, my kids said that to me.
[00:17:28.120 --> 00:17:33.120]   But listen, y'all, the lessons are sometimes more winsome
[00:17:33.120 --> 00:17:37.080]   when children discover them on their own.
[00:17:37.080 --> 00:17:39.480]   As you're just asking them questions,
[00:17:39.480 --> 00:17:42.040]   not about themselves and what they would do,
[00:17:42.040 --> 00:17:43.460]   when you're asking them questions
[00:17:43.460 --> 00:17:45.580]   about what did the character do,
[00:17:45.580 --> 00:17:47.920]   and then what happened to the character,
[00:17:47.920 --> 00:17:50.440]   and what did the character learn,
[00:17:50.440 --> 00:17:52.040]   the lessons are more winsome
[00:17:52.040 --> 00:17:54.620]   when they come upon them themselves.
[00:17:56.040 --> 00:17:59.600]   And so, look, what's the big deal about that?
[00:17:59.600 --> 00:18:03.860]   Well, it helped us as parents feel good
[00:18:03.860 --> 00:18:07.080]   about what we know about a play,
[00:18:07.080 --> 00:18:08.960]   'cause we could study that chart.
[00:18:08.960 --> 00:18:11.880]   It helped us have a great conversation
[00:18:11.880 --> 00:18:15.460]   and a fun time with our kids.
[00:18:15.460 --> 00:18:19.640]   It helped them learn to tell and retell a story
[00:18:19.640 --> 00:18:21.640]   and look at different parts of it
[00:18:21.640 --> 00:18:26.200]   and think about other people's reactions
[00:18:26.200 --> 00:18:28.420]   and other people's actions.
[00:18:28.420 --> 00:18:33.000]   But at the bottom of the recipe is one of my favorite parts.
[00:18:33.000 --> 00:18:35.640]   It's called Tips and Hints.
[00:18:35.640 --> 00:18:38.720]   And this recipe's tips and hints say,
[00:18:38.720 --> 00:18:43.720]   do we ever judge someone by the way they present themselves,
[00:18:43.720 --> 00:18:48.200]   their clothing, their facial expressions, or their words?
[00:18:48.200 --> 00:18:52.600]   Do we make assumptions about others based on expectations
[00:18:52.600 --> 00:18:55.040]   from past experiences?
[00:18:55.040 --> 00:18:58.480]   How does God judge us?
[00:18:58.480 --> 00:19:01.560]   How should we evaluate one another?
[00:19:01.560 --> 00:19:05.520]   Paul offers us some insights in Galatians 2.6.
[00:19:05.520 --> 00:19:10.180]   As many parents through the years have maintained,
[00:19:10.180 --> 00:19:13.320]   actions speak louder than words.
[00:19:13.320 --> 00:19:15.840]   So the tips and hints gives us,
[00:19:17.020 --> 00:19:19.800]   a lot of times, a spiritual application
[00:19:19.800 --> 00:19:23.340]   or a deeper thinking for us as parents
[00:19:23.340 --> 00:19:25.860]   to see where can this, how can this help me
[00:19:25.860 --> 00:19:29.940]   train my child's character?
[00:19:29.940 --> 00:19:34.100]   How can it help me turn them to what God wants them to be,
[00:19:34.100 --> 00:19:37.140]   as well as teach them about drama?
[00:19:37.140 --> 00:19:40.340]   And that's a fun thing.
[00:19:40.340 --> 00:19:43.420]   That's a cool thing for scribblers to do.
[00:19:43.420 --> 00:19:48.420]   I think it was a big undertaking
[00:19:48.420 --> 00:19:53.620]   for one piece of, or one resource to do,
[00:19:53.620 --> 00:19:57.460]   but that's what it tries to do.
[00:19:57.460 --> 00:20:01.280]   It tries to help parents engage their kids
[00:20:01.280 --> 00:20:06.280]   in fun activities that have meaning.
[00:20:06.280 --> 00:20:09.380]   - Yeah, you know, and looking at this,
[00:20:09.380 --> 00:20:12.280]   I could absolutely see my 17-year-old
[00:20:12.280 --> 00:20:15.980]   and my 13-year-old and then my husband and myself
[00:20:15.980 --> 00:20:20.020]   doing this for anything, doing it with a children's story,
[00:20:20.020 --> 00:20:24.480]   doing it with Shakespeare, doing it for some book
[00:20:24.480 --> 00:20:26.720]   that we've read on a larger scale
[00:20:26.720 --> 00:20:31.460]   and thinking more deeply about the ethical problems
[00:20:31.460 --> 00:20:33.660]   that they will see in the world.
[00:20:33.660 --> 00:20:36.820]   What choices did they make that you don't agree with?
[00:20:36.820 --> 00:20:39.280]   Why don't you agree with those choices?
[00:20:39.280 --> 00:20:42.420]   And we are a playful family.
[00:20:42.420 --> 00:20:45.500]   So yeah, we could get caught up in some costumes
[00:20:45.500 --> 00:20:48.700]   in the living room and do some silly voices
[00:20:48.700 --> 00:20:49.660]   and things like that.
[00:20:49.660 --> 00:20:52.240]   And I think it expands.
[00:20:52.240 --> 00:20:57.120]   It helps that mother of a preschooler
[00:20:57.120 --> 00:20:59.980]   or father of a preschooler who's looking
[00:20:59.980 --> 00:21:03.540]   at their young learner and thinking,
[00:21:03.540 --> 00:21:05.140]   "What do I do with you?"
[00:21:06.140 --> 00:21:10.660]   You're clumsy, you're slow,
[00:21:10.660 --> 00:21:14.300]   you don't understand many of the concepts of the world.
[00:21:14.300 --> 00:21:17.280]   And I want to teach you these things,
[00:21:17.280 --> 00:21:19.440]   but how do I get there?
[00:21:19.440 --> 00:21:22.340]   And so you open up your scribblers,
[00:21:22.340 --> 00:21:24.700]   the recipes from lifelong learners,
[00:21:24.700 --> 00:21:28.220]   you can find a recipe, see what the yield is,
[00:21:28.220 --> 00:21:31.580]   which is really, that's what I look at.
[00:21:31.580 --> 00:21:33.160]   One of the first things I look at,
[00:21:33.160 --> 00:21:36.200]   'cause I want to see what am I running towards
[00:21:36.200 --> 00:21:38.240]   when we do this activity, right?
[00:21:38.240 --> 00:21:39.800]   What am I trying to accomplish?
[00:21:39.800 --> 00:21:41.000]   Or what's the point?
[00:21:41.000 --> 00:21:42.780]   I have a lot of friends that are like,
[00:21:42.780 --> 00:21:45.060]   "What's the point of this activity?
[00:21:45.060 --> 00:21:47.940]   "This feels like it's just a time waster."
[00:21:47.940 --> 00:21:50.880]   So I love that you incorporated the yield
[00:21:50.880 --> 00:21:54.440]   for each of these recipes so that I can get my heart set
[00:21:54.440 --> 00:21:56.880]   and understand what we're running towards
[00:21:56.880 --> 00:22:01.880]   and then start playing with your kids and be comforted.
[00:22:02.160 --> 00:22:06.520]   And the fact that play is still learning
[00:22:06.520 --> 00:22:10.440]   because you're still educating your children,
[00:22:10.440 --> 00:22:14.780]   even though they're not taking a test or a pop quiz,
[00:22:14.780 --> 00:22:17.540]   maybe they're not even doing book work,
[00:22:17.540 --> 00:22:19.520]   but they're still learning something.
[00:22:19.520 --> 00:22:23.200]   And it's something that can both be academic in nature
[00:22:23.200 --> 00:22:26.560]   because they're gonna use that information moving forward,
[00:22:26.560 --> 00:22:29.520]   but it's also heart learning,
[00:22:29.520 --> 00:22:31.360]   thinking about right from wrong,
[00:22:31.360 --> 00:22:35.560]   thinking about who did something
[00:22:35.560 --> 00:22:37.600]   that could have been done better.
[00:22:37.600 --> 00:22:39.560]   And that's education as well.
