
[00:00:00.040 --> 00:00:09.420]   Goes
[00:07:01.200 --> 00:07:01.200]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:01.200 --> 00:07:01.200]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:01.200 --> 00:07:01.200]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:01.200 --> 00:07:01.200]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:01.220 --> 00:07:31.220]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:31.220 --> 00:07:31.220]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:31.220 --> 00:07:31.220]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:31.220 --> 00:07:31.220]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:31.220 --> 00:07:31.220]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:31.220 --> 00:07:31.220]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:31.220 --> 00:07:31.220]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:07:31.260 --> 00:08:01.240]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:01.240 --> 00:08:01.240]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:01.240 --> 00:08:01.240]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:01.240 --> 00:08:01.240]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:01.240 --> 00:08:01.240]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:01.240 --> 00:08:01.240]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:01.240 --> 00:08:01.240]  , I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:01.260 --> 00:08:31.260]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:31.260 --> 00:08:31.260]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:31.260 --> 00:08:31.260]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:31.260 --> 00:08:31.260]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:31.260 --> 00:08:31.260]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:31.260 --> 00:08:31.260]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:31.260 --> 00:08:31.260]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:08:31.300 --> 00:09:01.280]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:01.280 --> 00:09:01.280]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:01.280 --> 00:09:01.280]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:01.280 --> 00:09:01.280]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:01.280 --> 00:09:01.280]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:01.280 --> 00:09:01.280]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:01.300 --> 00:09:31.300]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:31.300 --> 00:09:31.300]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:31.300 --> 00:09:31.300]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:31.300 --> 00:09:31.300]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:31.300 --> 00:09:31.300]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:31.300 --> 00:09:31.300]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:31.300 --> 00:09:31.300]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:09:31.340 --> 00:10:01.320]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:01.320 --> 00:10:01.320]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:01.320 --> 00:10:01.320]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:01.320 --> 00:10:01.320]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:01.320 --> 00:10:01.320]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:01.320 --> 00:10:01.320]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:01.340 --> 00:10:31.340]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:31.340 --> 00:10:31.340]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:31.340 --> 00:10:31.340]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:31.340 --> 00:10:31.340]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:31.340 --> 00:10:31.340]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:31.340 --> 00:10:31.340]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:31.340 --> 00:10:31.340]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:10:31.380 --> 00:11:01.360]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:01.360 --> 00:11:01.360]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:01.360 --> 00:11:01.360]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:01.360 --> 00:11:01.360]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:01.360 --> 00:11:01.360]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:01.360 --> 00:11:01.360]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:01.360 --> 00:11:01.360]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:01.380 --> 00:11:31.380]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:31.380 --> 00:11:31.380]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:31.380 --> 00:11:31.380]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:31.380 --> 00:11:31.380]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:31.380 --> 00:11:31.380]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:31.380 --> 00:11:31.380]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:31.380 --> 00:11:31.380]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:11:31.400 --> 00:12:01.400]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:01.400 --> 00:12:01.400]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:01.400 --> 00:12:01.400]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:01.400 --> 00:12:01.400]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:01.400 --> 00:12:01.400]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:01.400 --> 00:12:01.400]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:01.400 --> 00:12:01.400]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:01.400 --> 00:12:31.420]  , I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:31.420 --> 00:12:31.420]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:31.420 --> 00:12:31.420]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:31.420 --> 00:12:31.420]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:31.420 --> 00:12:31.420]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:31.420 --> 00:12:31.420]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:12:31.440 --> 00:13:01.440]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:01.440 --> 00:13:01.440]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:01.440 --> 00:13:01.440]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:01.440 --> 00:13:01.440]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:01.440 --> 00:13:01.440]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:01.440 --> 00:13:01.440]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:01.440 --> 00:13:01.440]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:01.440 --> 00:13:31.460]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:31.460 --> 00:13:31.460]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:31.460 --> 00:13:31.460]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:31.460 --> 00:13:31.460]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:31.460 --> 00:13:31.460]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:31.460 --> 00:13:31.460]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:31.460 --> 00:13:31.460]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:13:31.480 --> 00:14:01.480]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:01.480 --> 00:14:01.480]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:01.480 --> 00:14:01.480]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:01.480 --> 00:14:01.480]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:01.480 --> 00:14:01.480]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:01.480 --> 00:14:01.480]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:01.480 --> 00:14:01.480]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:31.500 --> 00:14:31.500]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:31.500 --> 00:14:31.500]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:31.500 --> 00:14:31.500]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:31.500 --> 00:14:31.500]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:31.500 --> 00:14:31.500]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:14:31.500 --> 00:14:31.500]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:01.520 --> 00:15:01.520]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:01.520 --> 00:15:01.520]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:01.520 --> 00:15:01.520]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:01.520 --> 00:15:01.520]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:01.520 --> 00:15:01.520]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:01.520 --> 00:15:01.520]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:01.520 --> 00:15:01.520]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:01.540 --> 00:15:31.540]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:31.540 --> 00:15:31.540]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:31.540 --> 00:15:31.540]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:31.540 --> 00:15:31.540]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:31.540 --> 00:15:31.540]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:31.540 --> 00:15:31.540]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:31.540 --> 00:15:31.540]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:15:31.540 --> 00:16:01.560]  , and I went to Italy and I studied wine in Italy, or I took a sabbatical and I went and I volunteered with this not-for-profit,
[00:16:01.560 --> 00:16:01.560]   I'm sure once I do find a new job, it probably won't be in this state, but no plans to stay here long term.
[00:16:01.560 --> 00:16:01.560]   I'm sure once I do find a new job, it probably won't be in this state, or I took a sabbatical and I went and I studied wine in Italy,
[00:16:01.560 --> 00:16:01.560]   I'm sure once I do find a new job, it probably won't be in this state, or I took a sabbatical and I studied wine in Italy,
[00:16:01.580 --> 00:16:31.580]   I'm sure once I do find a new job, it probably won't be in this state, or I took a sabbatical and I studied wine in Italy,
[00:16:31.580 --> 00:16:31.580]   I'm sure once I do find a new job, it probably won't be in this state, or I took a sabbatical and I studied wine in Italy,
[00:16:31.580 --> 00:16:31.580]   I'm sure once I do find a new job, it probably won't be in this state, or I took a sabbatical and I studied wine in Italy,
[00:16:31.580 --> 00:16:31.580]   I'm sure once I do find a new job, it probably won't be in this state, or I took a sabbatical and I studied wine in Italy,
[00:16:31.580 --> 00:16:31.580]   I'm sure once I do find a new job, it probably won't be in this state, or I took a sabbatical and I studied wine in Italy,
[00:16:31.580 --> 00:16:31.580]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:01.600 --> 00:17:01.600]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:01.600 --> 00:17:01.600]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:01.600 --> 00:17:01.600]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:01.600 --> 00:17:01.600]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:01.600 --> 00:17:01.600]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:01.600 --> 00:17:01.600]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:31.620 --> 00:17:31.620]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:31.620 --> 00:17:31.620]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:31.620 --> 00:17:31.620]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:31.620 --> 00:17:31.620]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:31.620 --> 00:17:31.620]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:31.620 --> 00:17:31.620]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:31.620 --> 00:17:31.620]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:17:31.660 --> 00:18:01.640]  ,
[00:18:01.640 --> 00:18:01.640]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:01.640 --> 00:18:01.640]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:01.640 --> 00:18:01.640]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:01.640 --> 00:18:01.640]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:01.640 --> 00:18:01.640]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:01.640 --> 00:18:01.640]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:01.640 --> 00:18:01.640]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:01.660 --> 00:18:31.660]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:31.660 --> 00:18:31.660]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:31.660 --> 00:18:31.660]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:31.660 --> 00:18:31.660]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:31.660 --> 00:18:31.660]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:31.660 --> 00:18:31.660]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:31.660 --> 00:18:31.660]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:18:31.680 --> 00:19:01.680]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:01.680 --> 00:19:01.680]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:01.680 --> 00:19:01.680]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:01.680 --> 00:19:01.680]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:01.680 --> 00:19:01.680]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:01.680 --> 00:19:01.680]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:01.680 --> 00:19:01.680]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:01.700 --> 00:19:31.700]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:31.700 --> 00:19:31.700]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:31.700 --> 00:19:31.700]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:31.700 --> 00:19:31.700]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:31.700 --> 00:19:31.700]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:31.700 --> 00:19:31.700]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:19:31.720 --> 00:20:01.720]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:01.720 --> 00:20:01.720]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:01.720 --> 00:20:01.720]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:01.720 --> 00:20:01.720]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:01.720 --> 00:20:01.720]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:01.720 --> 00:20:01.720]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:01.720 --> 00:20:01.720]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:31.740 --> 00:20:31.740]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:31.740 --> 00:20:31.740]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:31.740 --> 00:20:31.740]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:31.740 --> 00:20:31.740]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:31.740 --> 00:20:31.740]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:20:31.740 --> 00:20:31.740]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:01.760 --> 00:21:01.760]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:01.760 --> 00:21:01.760]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:01.760 --> 00:21:01.760]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:01.760 --> 00:21:01.760]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:01.760 --> 00:21:01.760]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:01.760 --> 00:21:31.780]  ,
[00:21:31.780 --> 00:21:31.780]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:31.780 --> 00:21:31.780]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:31.780 --> 00:21:31.780]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:31.780 --> 00:21:31.780]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:31.780 --> 00:21:31.780]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:21:31.780 --> 00:21:31.780]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
