
[00:00:00.040 --> 00:00:09.420]   lihat
[00:04:26.240 --> 00:04:26.240]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:26.240 --> 00:04:26.240]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:26.240 --> 00:04:26.240]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:26.280 --> 00:04:56.260]  ,
[00:04:56.260 --> 00:04:56.260]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:56.260 --> 00:04:56.260]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:56.260 --> 00:04:56.260]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:56.260 --> 00:04:56.260]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:56.260 --> 00:04:56.260]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:56.260 --> 00:04:56.260]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:56.260 --> 00:04:56.260]   I don't know what the word to use in productive. I want to be a good steward with my
[00:04:56.280 --> 00:05:26.280]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:26.280 --> 00:05:26.280]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:26.280 --> 00:05:26.280]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:26.280 --> 00:05:26.280]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:26.280 --> 00:05:26.280]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:26.280 --> 00:05:26.280]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:26.280 --> 00:05:26.280]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:26.280 --> 00:05:26.280]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:26.280 --> 00:05:26.280]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:26.280 --> 00:05:56.300]  ,
[00:05:56.300 --> 00:05:56.300]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:56.300 --> 00:05:56.300]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:56.300 --> 00:05:56.300]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:56.300 --> 00:05:56.300]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:56.300 --> 00:05:56.300]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:56.300 --> 00:05:56.300]   I don't know what the word to use in productive. I want to be a good steward with my
[00:05:56.320 --> 00:06:26.320]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:26.320 --> 00:06:26.320]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:26.320 --> 00:06:26.320]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:26.320 --> 00:06:26.320]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:26.320 --> 00:06:26.320]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:26.320 --> 00:06:26.320]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:26.320 --> 00:06:26.320]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:26.320 --> 00:06:26.320]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:26.320 --> 00:06:26.320]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:26.320 --> 00:06:56.340]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:56.340 --> 00:06:56.340]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:56.340 --> 00:06:56.340]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:56.340 --> 00:06:56.340]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:56.340 --> 00:06:56.340]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:56.340 --> 00:06:56.340]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:56.340 --> 00:06:56.340]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:56.340 --> 00:06:56.340]   I don't know what the word to use in productive. I want to be a good steward with my
[00:06:56.360 --> 00:07:26.360]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:26.360 --> 00:07:26.360]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:26.360 --> 00:07:26.360]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:26.360 --> 00:07:26.360]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:26.360 --> 00:07:26.360]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:26.360 --> 00:07:26.360]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:26.360 --> 00:07:26.360]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:26.360 --> 00:07:26.360]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:26.360 --> 00:07:26.360]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:26.360 --> 00:07:56.380]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:56.380 --> 00:07:56.380]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:56.380 --> 00:07:56.380]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:56.380 --> 00:07:56.380]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:56.380 --> 00:07:56.380]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:56.380 --> 00:07:56.380]   I don't know what the word to use in productive. I want to be a good steward with my
[00:07:56.400 --> 00:08:26.400]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:26.400 --> 00:08:26.400]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:26.400 --> 00:08:26.400]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:26.400 --> 00:08:26.400]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:26.400 --> 00:08:26.400]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:26.400 --> 00:08:26.400]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:26.400 --> 00:08:26.400]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:26.400 --> 00:08:26.400]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:26.400 --> 00:08:26.400]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:26.400 --> 00:08:56.420]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:56.420 --> 00:08:56.420]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:56.420 --> 00:08:56.420]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:56.420 --> 00:08:56.420]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:56.420 --> 00:08:56.420]   I don't know what the word to use in productive. I want to be a good steward with my
[00:08:56.440 --> 00:09:26.440]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:26.440 --> 00:09:26.440]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:26.440 --> 00:09:26.440]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:26.440 --> 00:09:26.440]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:26.440 --> 00:09:26.440]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:26.440 --> 00:09:26.440]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:26.440 --> 00:09:26.440]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:26.440 --> 00:09:26.440]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:26.440 --> 00:09:26.440]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:26.480 --> 00:09:56.460]  ,
[00:09:56.460 --> 00:09:56.460]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:56.460 --> 00:09:56.460]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:56.460 --> 00:09:56.460]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:56.460 --> 00:09:56.460]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:56.460 --> 00:09:56.460]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:56.460 --> 00:09:56.460]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:56.460 --> 00:09:56.460]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:56.460 --> 00:09:56.460]   I don't know what the word to use in productive. I want to be a good steward with my
[00:09:56.480 --> 00:10:26.480]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:26.480 --> 00:10:26.480]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:26.480 --> 00:10:26.480]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:26.480 --> 00:10:26.480]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:26.480 --> 00:10:26.480]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:26.480 --> 00:10:26.480]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:26.480 --> 00:10:26.480]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:26.480 --> 00:10:26.480]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:26.480 --> 00:10:26.480]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:26.480 --> 00:10:56.500]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:56.500 --> 00:10:56.500]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:56.500 --> 00:10:56.500]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:56.500 --> 00:10:56.500]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:56.500 --> 00:10:56.500]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:56.500 --> 00:10:56.500]   I don't know what the word to use in productive. I want to be a good steward with my
[00:10:56.520 --> 00:11:26.520]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:26.520 --> 00:11:26.520]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:26.520 --> 00:11:26.520]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:26.520 --> 00:11:26.520]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:26.520 --> 00:11:26.520]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:26.520 --> 00:11:26.520]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:26.520 --> 00:11:26.520]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:26.520 --> 00:11:26.520]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:26.520 --> 00:11:26.520]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:26.560 --> 00:11:56.540]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:56.540 --> 00:11:56.540]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:56.540 --> 00:11:56.540]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:56.540 --> 00:11:56.540]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:56.540 --> 00:11:56.540]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:56.540 --> 00:11:56.540]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:56.540 --> 00:11:56.540]   I don't know what the word to use in productive. I want to be a good steward with my
[00:11:56.560 --> 00:12:26.560]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:26.560 --> 00:12:26.560]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:26.560 --> 00:12:26.560]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:26.560 --> 00:12:26.560]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:26.560 --> 00:12:26.560]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:26.560 --> 00:12:26.560]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:26.560 --> 00:12:26.560]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:26.560 --> 00:12:26.560]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:26.560 --> 00:12:26.560]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:26.600 --> 00:12:56.580]  , I don't know what the word to use in productive. I want to be a good steward with my
[00:12:56.580 --> 00:12:56.580]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:56.580 --> 00:12:56.580]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:56.580 --> 00:12:56.580]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:56.580 --> 00:12:56.580]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:56.580 --> 00:12:56.580]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:56.580 --> 00:12:56.580]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:56.580 --> 00:12:56.580]   I don't know what the word to use in productive. I want to be a good steward with my
[00:12:56.600 --> 00:13:26.600]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:26.600 --> 00:13:26.600]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:26.600 --> 00:13:26.600]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:26.600 --> 00:13:26.600]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:26.600 --> 00:13:26.600]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:26.600 --> 00:13:26.600]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:26.600 --> 00:13:26.600]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:26.600 --> 00:13:26.600]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:26.600 --> 00:13:26.600]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:26.640 --> 00:13:56.620]  ,
[00:13:56.620 --> 00:13:56.620]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:56.620 --> 00:13:56.620]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:56.620 --> 00:13:56.620]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:56.620 --> 00:13:56.620]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:56.620 --> 00:13:56.620]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:56.620 --> 00:13:56.620]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:56.620 --> 00:13:56.620]   I don't know what the word to use in productive. I want to be a good steward with my
[00:13:56.640 --> 00:14:26.640]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:26.640 --> 00:14:26.640]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:26.640 --> 00:14:26.640]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:26.640 --> 00:14:26.640]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:26.640 --> 00:14:26.640]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:26.640 --> 00:14:26.640]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:26.640 --> 00:14:26.640]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:26.640 --> 00:14:26.640]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:26.640 --> 00:14:26.640]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:26.680 --> 00:14:56.660]  ,
[00:14:56.660 --> 00:14:56.660]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:56.660 --> 00:14:56.660]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:56.660 --> 00:14:56.660]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:56.660 --> 00:14:56.660]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:56.660 --> 00:14:56.660]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:56.660 --> 00:14:56.660]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:56.660 --> 00:14:56.660]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:56.660 --> 00:14:56.660]   I don't know what the word to use in productive. I want to be a good steward with my
[00:14:56.680 --> 00:15:26.680]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:26.680 --> 00:15:26.680]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:26.680 --> 00:15:26.680]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:26.680 --> 00:15:26.680]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:26.680 --> 00:15:26.680]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:26.680 --> 00:15:26.680]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:26.680 --> 00:15:26.680]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:26.680 --> 00:15:26.680]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:26.680 --> 00:15:26.680]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:26.720 --> 00:15:56.700]  ,
[00:15:56.700 --> 00:15:56.700]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:56.700 --> 00:15:56.700]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:56.700 --> 00:15:56.700]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:56.700 --> 00:15:56.700]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:56.700 --> 00:15:56.700]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:56.700 --> 00:15:56.700]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:56.700 --> 00:15:56.700]   I don't know what the word to use in productive. I want to be a good steward with my
[00:15:56.720 --> 00:16:26.720]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:26.720 --> 00:16:26.720]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:26.720 --> 00:16:26.720]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:26.720 --> 00:16:26.720]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:26.720 --> 00:16:26.720]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:26.720 --> 00:16:26.720]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:26.720 --> 00:16:26.720]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:26.720 --> 00:16:26.720]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:26.720 --> 00:16:26.720]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:26.760 --> 00:16:56.740]  , I don't know what the word to use in productive. I want to be a good steward with my
[00:16:56.740 --> 00:16:56.740]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:56.740 --> 00:16:56.740]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:56.740 --> 00:16:56.740]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:56.740 --> 00:16:56.740]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:56.740 --> 00:16:56.740]   I don't know what the word to use in productive. I want to be a good steward with my
[00:16:56.740 --> 00:16:56.740]   I don't know what the word to use in productive. I want to be a good steward with my my
[00:16:56.760 --> 00:17:26.760]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:26.760 --> 00:17:26.760]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:26.760 --> 00:17:26.760]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:26.760 --> 00:17:26.760]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:26.760 --> 00:17:26.760]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:26.760 --> 00:17:26.760]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:26.760 --> 00:17:26.760]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:26.760 --> 00:17:26.760]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:26.760 --> 00:17:26.760]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:26.800 --> 00:17:56.780]  ,
[00:17:56.780 --> 00:17:56.780]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:56.780 --> 00:17:56.780]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:56.780 --> 00:17:56.780]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:56.780 --> 00:17:56.780]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:56.780 --> 00:17:56.780]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:56.780 --> 00:17:56.780]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:56.780 --> 00:17:56.780]   I don't know what the word to use in productive. I want to be a good steward with my
[00:17:56.800 --> 00:18:26.800]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:26.800 --> 00:18:26.800]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:26.800 --> 00:18:26.800]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:26.800 --> 00:18:26.800]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:26.800 --> 00:18:26.800]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:26.800 --> 00:18:26.800]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:26.800 --> 00:18:26.800]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:26.800 --> 00:18:26.800]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:26.800 --> 00:18:26.800]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:26.840 --> 00:18:56.820]  , I don't know what the word to use in productive. I want to be a good steward with my
[00:18:56.820 --> 00:18:56.820]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:56.820 --> 00:18:56.820]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:56.820 --> 00:18:56.820]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:56.820 --> 00:18:56.820]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:56.820 --> 00:18:56.820]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:56.820 --> 00:18:56.820]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:56.820 --> 00:18:56.820]   I don't know what the word to use in productive. I want to be a good steward with my
[00:18:56.840 --> 00:19:26.840]   I don't know what the word to use in productive. I want to be a good steward with my
[00:19:26.840 --> 00:19:26.840]   I don't know what the word to use in productive. I want to be a good steward with my
[00:19:26.840 --> 00:19:26.840]   I don't know what the word to use in productive. I want to be a good steward with my
[00:19:26.840 --> 00:19:26.840]   I don't know what the word to use in productive. I want to be a good steward with my
[00:19:26.840 --> 00:19:26.840]   I don't know what the word to use in productive. I want to be a good steward with my
[00:19:26.840 --> 00:19:26.840]   I don't know what the word to use in productive. I want to be a good steward with my
[00:19:26.840 --> 00:19:26.840]   I don't know what the word to use in productive. I want to be a good steward with my
[00:19:26.840 --> 00:19:26.840]   I don't know what the word to use in productive. I want to be a good steward with my
[00:19:26.840 --> 00:19:26.840]   I don't know what the word to use in productive. I want to be a good steward with my
[00:19:26.880 --> 00:19:56.860]  , but just assume that to be the case.
[00:19:56.860 --> 00:19:56.860]   I don't know what percentage actually has to live there to do that job. I don't know. You'd have to analyze it. In some industries, the answer would be a lot. But for every one of those people, I think there's at least one or probably five others that could actually move to another jurisdiction and could do much, much better. Especially in today's world, there are a lot of places you can go. You can do a lot of things in one jurisdiction, but you can do a lot of things in another jurisdiction.
[00:19:56.880 --> 00:20:26.880]   You can do a lot of things in one jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:26.880 --> 00:20:26.880]   You can do a lot of things in one jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:26.880 --> 00:20:26.880]   You can do a lot of things in one jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:26.880 --> 00:20:26.880]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:26.880 --> 00:20:26.880]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:26.880 --> 00:20:26.880]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:26.880 --> 00:20:26.880]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:26.880 --> 00:20:56.900]  , but you can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:56.900 --> 00:20:56.900]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:56.900 --> 00:20:56.900]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:56.900 --> 00:20:56.900]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:56.900 --> 00:20:56.900]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:20:56.920 --> 00:21:26.920]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:26.920 --> 00:21:26.920]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
