
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:01:32.600 --> 00:01:36.580]   is good for retirees in the long term.
[00:01:36.580 --> 00:01:38.860]   Interest rates have gone back up.
[00:01:38.860 --> 00:01:41.740]   Now we can get, finally, 4%.
[00:01:41.740 --> 00:01:44.660]   So is now a good time to make that move
[00:01:44.660 --> 00:01:48.380]   of selling out of the thing that you watched go way up
[00:01:48.380 --> 00:01:49.620]   over the last couple of years
[00:01:49.620 --> 00:01:52.100]   because interest rates dropped below 1%
[00:01:52.100 --> 00:01:55.920]   and now have gone back to more normal levels.
[00:01:55.920 --> 00:02:00.460]   I would not do that.
[00:02:00.460 --> 00:02:05.100]   I understand the idea of a CD ladder.
[00:02:05.100 --> 00:02:09.940]   I just don't think that I would do something like that.
[00:02:09.940 --> 00:02:12.020]   I mean, I would just take the dividends and interest
[00:02:12.020 --> 00:02:15.240]   from the portfolio and sell off the asset class
[00:02:15.240 --> 00:02:18.300]   that gets me back to my 50/50 every year
[00:02:18.300 --> 00:02:19.740]   and I'd just stay the course.
[00:02:19.740 --> 00:02:21.380]   That would be my answer.
[00:02:21.380 --> 00:02:22.200]   - Darwin.
[00:02:22.200 --> 00:02:27.740]   - In my book, there was a chapter called Better Than Bonds
[00:02:27.740 --> 00:02:30.580]   that didn't work all that well for a long period of time
[00:02:30.580 --> 00:02:33.960]   and it was CDs that had easy early withdrawal penalties.
[00:02:33.960 --> 00:02:36.540]   Now I still earned more than total bond,
[00:02:36.540 --> 00:02:39.240]   but I never exercised that put,
[00:02:39.240 --> 00:02:43.540]   the right to sell it back to the bank at a very low penalty.
[00:02:43.540 --> 00:02:44.980]   And guess what happened this year?
[00:02:44.980 --> 00:02:47.140]   It worked like magic.
[00:02:47.140 --> 00:02:50.420]   Now banks and credit unions typically lag market rates.
[00:02:50.420 --> 00:02:53.660]   So during the 40-year bull market when rates were falling,
[00:02:53.660 --> 00:02:57.660]   the banks and credit unions had great rates.
[00:02:57.660 --> 00:02:59.060]   Now it's the other way around.
[00:02:59.060 --> 00:03:00.100]   They're lagging.
[00:03:00.100 --> 00:03:02.740]   So I would argue treasury bills,
[00:03:02.740 --> 00:03:05.300]   treasury bonds are playing incredible rates.
[00:03:05.300 --> 00:03:08.620]   And I just did a back of the envelope calculation
[00:03:08.620 --> 00:03:11.260]   that I shared with Christine and Mike
[00:03:11.260 --> 00:03:15.340]   that you could build something close to a tips ladder
[00:03:15.340 --> 00:03:17.180]   that would give a guarantee,
[00:03:17.180 --> 00:03:21.620]   virtually guarantee 4.23% real
[00:03:21.620 --> 00:03:25.380]   after inflation withdrawal rate over 30 years.
[00:03:25.380 --> 00:03:29.680]   So indexing for stocks, incredibly important.
[00:03:29.680 --> 00:03:32.800]   And I own a lot of the total bond index fund,
[00:03:32.800 --> 00:03:36.140]   but fixed income, high credit quality,
[00:03:36.140 --> 00:03:38.820]   there are some better alternatives out there.
[00:03:38.820 --> 00:03:41.220]   - Yeah.
[00:03:41.220 --> 00:03:44.640]   Okay, I just want to talk about one thing
[00:03:44.640 --> 00:03:47.340]   and that's the difference between philosophy and strategy.
[00:03:47.340 --> 00:03:49.600]   And those of you who have heard some of my lectures
[00:03:49.600 --> 00:03:51.780]   before have heard this.
[00:03:51.780 --> 00:03:52.940]   We are all bogleheads.
[00:03:52.940 --> 00:03:54.940]   We all have the philosophy of low fee,
[00:03:54.940 --> 00:03:57.060]   stay the course, be diversified,
[00:03:57.060 --> 00:03:59.380]   all the things you've heard today.
[00:03:59.380 --> 00:04:00.900]   And so we all believe that, we're all here.
[00:04:00.900 --> 00:04:02.920]   If I was gonna ask you how many of you believe that,
[00:04:02.920 --> 00:04:04.800]   everybody in this room would raise their hand.
[00:04:04.800 --> 00:04:08.060]   If I then said, how many of you are implementing that
[00:04:08.060 --> 00:04:10.420]   in your portfolio, you'd all raise your hands.
[00:04:10.420 --> 00:04:12.700]   If I said, how many of you in this room
[00:04:12.700 --> 00:04:15.660]   have the exact same portfolio as another person,
[00:04:15.660 --> 00:04:16.900]   no one would raise their hand
[00:04:16.900 --> 00:04:20.340]   because what works for you, works for you.
[00:04:20.340 --> 00:04:21.940]   It could be a CD ladder.
[00:04:21.940 --> 00:04:23.260]   It could be the total bond market.
[00:04:23.260 --> 00:04:25.020]   It could be a couple of different bond funds.
[00:04:25.020 --> 00:04:26.740]   So what we're gonna be discussing up here
[00:04:26.740 --> 00:04:28.860]   and make it very clear,
[00:04:28.860 --> 00:04:31.820]   this is not, you should do it this way.
[00:04:31.820 --> 00:04:33.260]   You should have a CD ladder.
[00:04:33.260 --> 00:04:34.460]   You shouldn't have a CD ladder.
[00:04:34.460 --> 00:04:35.660]   You should have treasuries.
[00:04:35.660 --> 00:04:37.260]   You shouldn't have treasuries.
[00:04:37.260 --> 00:04:40.820]   It is, that is individual to you.
[00:04:40.820 --> 00:04:42.700]   It is a strategy that you're using
[00:04:42.700 --> 00:04:44.800]   and it's all good because it works for you.
[00:04:44.800 --> 00:04:47.460]   So whatever works for you is good.
[00:04:47.460 --> 00:04:48.900]   It's all under the same philosophy.
[00:04:48.900 --> 00:04:52.760]   So I wanted to just separate the philosophy discussions
[00:04:52.760 --> 00:04:54.340]   from the strategy discussions.
[00:04:54.340 --> 00:04:58.540]   - All right, we're gonna spend all our time
[00:04:58.540 --> 00:04:59.380]   on this question.
[00:04:59.380 --> 00:05:01.100]   (audience laughing)
[00:05:01.100 --> 00:05:02.420]   - Just wanna make a quick comment
[00:05:02.420 --> 00:05:05.340]   to kind of generalize my thoughts
[00:05:05.340 --> 00:05:08.000]   on retirement decumulation, which I work on a lot.
[00:05:09.020 --> 00:05:12.060]   I like the idea of using portfolio withdrawals.
[00:05:12.060 --> 00:05:14.140]   So my cash flow needs from my portfolio
[00:05:14.140 --> 00:05:16.860]   is kind of the yardstick to determine
[00:05:16.860 --> 00:05:20.060]   how much I would drop into each asset class.
[00:05:20.060 --> 00:05:23.140]   So in my kind of model bucket portfolios,
[00:05:23.140 --> 00:05:25.280]   and I know Alan doesn't love this bucket strategy,
[00:05:25.280 --> 00:05:27.060]   but I hear from a lot of retirees
[00:05:27.060 --> 00:05:30.020]   who say that it really works for them
[00:05:30.020 --> 00:05:31.700]   and mentally works for them.
[00:05:31.700 --> 00:05:34.360]   The idea is that you use your portfolio withdrawals
[00:05:34.360 --> 00:05:35.860]   as the measuring stick.
[00:05:35.860 --> 00:05:40.780]   So I think about like two years worth of portfolio
[00:05:40.780 --> 00:05:43.380]   withdrawals in liquidity, like cash,
[00:05:43.380 --> 00:05:46.660]   not messing around, CDs, whatever, guaranteed.
[00:05:46.660 --> 00:05:49.500]   And then another, say, five to eight years
[00:05:49.500 --> 00:05:52.660]   in fixed income, short term, intermediate term,
[00:05:52.660 --> 00:05:56.180]   and some tips, and then anything beyond that
[00:05:56.180 --> 00:05:59.260]   going into a globally diversified equity portfolio.
[00:05:59.260 --> 00:06:00.540]   That's how I do it.
[00:06:00.540 --> 00:06:02.280]   I'm not retired, but that's how I think
[00:06:02.280 --> 00:06:04.560]   about retirement decumulation.
[00:06:05.780 --> 00:06:08.100]   - Mike, you wanna go after this one?
[00:06:08.100 --> 00:06:09.820]   You know, who owns a TSPG fund?
[00:06:09.820 --> 00:06:11.140]   Raise your hand.
[00:06:11.140 --> 00:06:13.020]   Yeah, 16 years I've owned it,
[00:06:13.020 --> 00:06:15.220]   and finally this year is its day in the sun.
[00:06:15.220 --> 00:06:17.060]   All right, next question.
[00:06:17.060 --> 00:06:19.660]   - Yeah, my question really is buckets of money.
[00:06:19.660 --> 00:06:23.500]   I'm retired, I have a cash fund that's getting depleted,
[00:06:23.500 --> 00:06:25.140]   right, and most of the market is down
[00:06:25.140 --> 00:06:26.660]   and most of the asset classes.
[00:06:26.660 --> 00:06:31.660]   At what point do you start replenishing your cash fund
[00:06:31.660 --> 00:06:33.940]   and in what priority order?
[00:06:34.940 --> 00:06:37.000]   You know, so you can have the cash.
[00:06:37.000 --> 00:06:40.500]   - Great question.
[00:06:40.500 --> 00:06:42.540]   So the way I think about it is
[00:06:42.540 --> 00:06:46.180]   that you build kind of next line reserves.
[00:06:46.180 --> 00:06:48.200]   So you have maybe a couple of years' worth
[00:06:48.200 --> 00:06:51.060]   of portfolio withdrawals and true cash investments,
[00:06:51.060 --> 00:06:53.380]   and then within that fixed income portion,
[00:06:53.380 --> 00:06:55.460]   which I was talking about accounting
[00:06:55.460 --> 00:06:57.300]   for roughly five to eight years' worth
[00:06:57.300 --> 00:07:00.580]   of portfolio withdrawals, you kind of stair-step
[00:07:00.580 --> 00:07:03.500]   that portion of the portfolio by risk level.
[00:07:03.500 --> 00:07:06.060]   So next in line would be short-term bonds,
[00:07:06.060 --> 00:07:08.580]   which have had losses this year,
[00:07:08.580 --> 00:07:13.180]   but certainly not in line with intermediate-term bonds.
[00:07:13.180 --> 00:07:14.700]   They've held up much better.
[00:07:14.700 --> 00:07:17.340]   So if I needed additional funds,
[00:07:17.340 --> 00:07:20.140]   my cash reserves were depleted,
[00:07:20.140 --> 00:07:21.460]   that's where I would turn.
[00:07:21.460 --> 00:07:23.260]   I don't think I would preemptively
[00:07:23.260 --> 00:07:27.620]   start rating short-term bonds.
[00:07:27.620 --> 00:07:30.020]   I would wait and see what happens there.
[00:07:30.020 --> 00:07:34.100]   I would only shift more funds into cash at this point
[00:07:34.100 --> 00:07:38.580]   if those liquid reserves were already gone or almost gone.
[00:07:38.580 --> 00:07:42.900]   - Yeah, the whole point of having that cash
[00:07:42.900 --> 00:07:44.500]   is to be able to write out years like this.
[00:07:44.500 --> 00:07:46.900]   You knew it was possible that stocks and bonds
[00:07:46.900 --> 00:07:48.220]   could both go down at the same time.
[00:07:48.220 --> 00:07:50.260]   That's why you have cash in your portfolio,
[00:07:50.260 --> 00:07:52.060]   'cause that's what you're gonna take it out of this year
[00:07:52.060 --> 00:07:54.820]   and maybe next year, and hopefully by then,
[00:07:54.820 --> 00:07:57.740]   one of those asset classes has recovered somewhat.
[00:07:57.740 --> 00:07:59.540]   All right, let's take our next question.
[00:07:59.540 --> 00:08:00.860]   - Thanks for being here.
[00:08:00.860 --> 00:08:03.540]   I had the opportunity to sell a condo last year at a profit.
[00:08:03.540 --> 00:08:05.340]   I don't have any housing expenses
[00:08:05.340 --> 00:08:06.540]   probably for the next 30 years,
[00:08:06.540 --> 00:08:08.180]   'cause my spouse is a clergy person,
[00:08:08.180 --> 00:08:09.620]   so we live in a parsonage.
[00:08:09.620 --> 00:08:10.500]   So I'm curious to know,
[00:08:10.500 --> 00:08:12.860]   we talked about lump kind of investment.
[00:08:12.860 --> 00:08:14.100]   What are some recommendations
[00:08:14.100 --> 00:08:16.780]   or things I should keep in mind to use that profit
[00:08:16.780 --> 00:08:18.580]   if I'm not looking to tap into it
[00:08:18.580 --> 00:08:21.460]   for a retirement home for 30 years?
[00:08:21.460 --> 00:08:23.940]   - You're not planning on using the money for 30 years?
[00:08:23.940 --> 00:08:25.140]   - Yeah.
[00:08:25.140 --> 00:08:27.740]   - And it's money you got from selling your house recently?
[00:08:27.740 --> 00:08:28.580]   - Yeah.
[00:08:28.580 --> 00:08:29.940]   - Mike, you wanna take that?
[00:08:29.940 --> 00:08:33.460]   (audience laughing)
[00:08:33.460 --> 00:08:35.340]   - To me, this just feels like it's any other chunk
[00:08:35.340 --> 00:08:36.740]   of the retirement portfolio.
[00:08:36.740 --> 00:08:40.340]   The money doesn't quite care where it came from, right?
[00:08:40.340 --> 00:08:42.140]   And so now all we know
[00:08:42.140 --> 00:08:43.940]   is we're gonna be spending it 30 years from now.
[00:08:43.940 --> 00:08:46.940]   So base it on that and the other things
[00:08:46.940 --> 00:08:48.820]   that determine your personal risk tolerance.
[00:08:48.820 --> 00:08:50.420]   That's what it feels like to me.
[00:08:50.420 --> 00:08:53.700]   - And the single lump, what we were talking about earlier,
[00:08:53.700 --> 00:08:56.140]   that's like better than trying to put it in
[00:08:56.140 --> 00:08:57.700]   over several different months?
[00:08:57.700 --> 00:08:59.820]   - Ah, sounds like your question's more lump sum
[00:08:59.820 --> 00:09:01.140]   versus dollar cost average.
[00:09:01.140 --> 00:09:01.980]   Is that right?
[00:09:01.980 --> 00:09:02.820]   All right.
[00:09:02.820 --> 00:09:06.460]   - Thank you.
[00:09:06.460 --> 00:09:09.500]   I have a comment about lump sum versus dollar cost average.
[00:09:09.500 --> 00:09:10.340]   Okay.
[00:09:10.340 --> 00:09:15.340]   Lump sum, you rip the Band-Aid off all at once.
[00:09:15.340 --> 00:09:16.740]   It's painful.
[00:09:16.740 --> 00:09:18.300]   And you know you're gonna be wrong.
[00:09:18.300 --> 00:09:19.500]   Doesn't matter what day you pick,
[00:09:19.500 --> 00:09:20.780]   the next day the market's going down.
[00:09:20.780 --> 00:09:21.620]   You know that.
[00:09:21.620 --> 00:09:23.740]   (audience laughing)
[00:09:23.740 --> 00:09:25.300]   Could spend your life trying to figure it out.
[00:09:25.300 --> 00:09:30.020]   But lump sum hurts really bad one time.
[00:09:30.020 --> 00:09:33.220]   Dollar cost averaging hurts really bad
[00:09:33.220 --> 00:09:35.780]   many, many, many times.
[00:09:35.780 --> 00:09:37.180]   And here's the problem with it.
[00:09:37.180 --> 00:09:39.300]   I find, okay, unless it's an automated thing
[00:09:39.300 --> 00:09:40.460]   as Christine was talking about,
[00:09:40.460 --> 00:09:42.260]   where it's automated, you don't think about it,
[00:09:42.260 --> 00:09:43.180]   it comes out of your paycheck.
[00:09:43.180 --> 00:09:44.020]   That's great.
[00:09:44.020 --> 00:09:45.100]   That's great dollar cost averaging.
[00:09:45.100 --> 00:09:47.940]   But when you have to physically go in
[00:09:47.940 --> 00:09:51.300]   and make a trade every month or every quarter
[00:09:51.300 --> 00:09:53.260]   to do your dollar cost averaging,
[00:09:53.260 --> 00:09:55.700]   a lot of times it never gets done.
[00:09:55.700 --> 00:10:00.580]   'Cause you gotta rip the Band-Aid off every single time.
[00:10:00.580 --> 00:10:01.780]   And it hurts.
[00:10:01.780 --> 00:10:04.580]   And it's hard to do dollar cost averaging
[00:10:04.580 --> 00:10:06.100]   when you have to do it yourself.
[00:10:06.100 --> 00:10:08.420]   So another reason to do lump sum
[00:10:08.420 --> 00:10:10.460]   besides the data that Christine,
[00:10:10.460 --> 00:10:15.300]   just jump off into the cold water,
[00:10:15.300 --> 00:10:18.620]   take your shock, and then it's in there.
[00:10:18.620 --> 00:10:20.220]   And you don't have to worry about it after that.
[00:10:20.220 --> 00:10:21.340]   I try to get people to do that.
[00:10:21.340 --> 00:10:22.580]   It's very hard to do it.
[00:10:22.580 --> 00:10:25.420]   But I think that's really the best way to do it.
[00:10:25.420 --> 00:10:26.260]   - Thank you.
[00:10:26.260 --> 00:10:30.100]   - Lump sum, mathematically superior.
[00:10:30.100 --> 00:10:33.180]   Dollar cost averaging, emotionally superior.
[00:10:33.180 --> 00:10:35.220]   If you're going to dollar cost average,
[00:10:35.220 --> 00:10:38.700]   you can only do this with mutual funds, not ETFs.
[00:10:38.700 --> 00:10:40.580]   But do it on an automated basis.
[00:10:40.580 --> 00:10:45.260]   You can have Vanguard invest $10,000
[00:10:45.260 --> 00:10:49.540]   in Vanguard Total Stock Index Fund, VTSAX, not VTI,
[00:10:49.540 --> 00:10:51.740]   for 18 months and then stop.
[00:10:51.740 --> 00:10:54.060]   Because when people have to do it,
[00:10:54.060 --> 00:10:55.940]   either life gets in the way,
[00:10:55.940 --> 00:10:57.740]   or North Korea launches a nuke,
[00:10:57.740 --> 00:11:01.260]   or there's a tweet, we always come up with excuses.
[00:11:01.260 --> 00:11:04.700]   - Yeah, lump sum investing
[00:11:04.700 --> 00:11:08.120]   is definitely my favorite way of doing it as well.
[00:11:08.120 --> 00:11:10.580]   I've said dollar cost averaging is for wimps.
[00:11:10.580 --> 00:11:12.840]   And there's a lot of truth to that.
[00:11:12.840 --> 00:11:15.420]   But the truth is I lump sum invest every month.
[00:11:15.420 --> 00:11:16.980]   I have a certain amount of money to invest.
[00:11:16.980 --> 00:11:18.780]   Some months it's more, some months it's less.
[00:11:18.780 --> 00:11:20.180]   'Cause I have variable income.
[00:11:20.180 --> 00:11:22.060]   But you know what?
[00:11:22.060 --> 00:11:24.820]   Over the 20 or 30 years that I'm accumulating,
[00:11:24.820 --> 00:11:27.140]   it works out because sometimes you're buying high
[00:11:27.140 --> 00:11:28.140]   and sometimes you're buying low.
[00:11:28.140 --> 00:11:30.100]   But I'm always lump sum investing
[00:11:30.100 --> 00:11:32.820]   'cause I invest the entire amount I have to invest
[00:11:32.820 --> 00:11:34.140]   at that particular time.
[00:11:34.140 --> 00:11:36.020]   And that includes the times when I sell a house
[00:11:36.020 --> 00:11:37.580]   and get a lump sum of money.
[00:11:37.580 --> 00:11:38.420]   Next question.
[00:11:38.420 --> 00:11:44.500]   - Hi, I have a friend who's been in a long-term relationship
[00:11:44.500 --> 00:11:46.780]   with her financial advisor.
[00:11:46.780 --> 00:11:49.380]   And he's been unfaithful to her.
[00:11:49.380 --> 00:11:52.220]   He's been cheating on her with a woman,
[00:11:52.220 --> 00:11:55.020]   with another woman named Ms. Profit.
[00:11:55.020 --> 00:12:01.080]   How can I convince, or how can my friend rather?
[00:12:01.080 --> 00:12:04.720]   (laughing)
[00:12:04.720 --> 00:12:12.140]   How can my friend break up with her unfaithful advisor?
[00:12:12.140 --> 00:12:13.620]   - Okay, all right.
[00:12:13.620 --> 00:12:15.840]   How to fire a financial advisor.
[00:12:16.840 --> 00:12:18.920]   Christine, you wanna start with that one?
[00:12:18.920 --> 00:12:25.840]   - You know, how to fire an advisor.
[00:12:25.840 --> 00:12:29.280]   I think, you know, it is, I will say,
[00:12:29.280 --> 00:12:32.680]   I've worked with friends about different business models
[00:12:32.680 --> 00:12:33.880]   for financial advice.
[00:12:33.880 --> 00:12:38.880]   It's very hard to get people away from that all-in-one,
[00:12:38.880 --> 00:12:42.880]   mainly the invisible hand that comes into their account
[00:12:42.880 --> 00:12:46.680]   and takes a percentage of their assets every year.
[00:12:46.680 --> 00:12:51.680]   It's just sort of this mental game
[00:12:51.680 --> 00:12:55.720]   that makes it very easy for people to put up with
[00:12:55.720 --> 00:12:57.760]   kind of a bad relationship.
[00:12:57.760 --> 00:13:00.680]   And so I do think, you know, it's a learning process.
[00:13:00.680 --> 00:13:02.160]   I've worked with friends.
[00:13:02.160 --> 00:13:05.400]   In fact, I had a friend who I spent a lot of time
[00:13:05.400 --> 00:13:08.280]   talking to about how to find a financial advisor.
[00:13:08.280 --> 00:13:10.800]   I said, I think you wanna go hourly, blah, blah, blah.
[00:13:10.800 --> 00:13:14.400]   And he went with some other business model.
[00:13:14.400 --> 00:13:17.440]   I think it was actually a commission-based broker.
[00:13:17.440 --> 00:13:19.000]   And then a couple of years later,
[00:13:19.000 --> 00:13:21.060]   we're having the same conversation.
[00:13:21.060 --> 00:13:23.520]   He wasn't happy with the way things were working.
[00:13:23.520 --> 00:13:26.800]   So I just feel like it's an educational process.
[00:13:26.800 --> 00:13:28.740]   You can walk them through the numbers
[00:13:28.740 --> 00:13:32.580]   about how much that advisor is subtracting
[00:13:32.580 --> 00:13:35.480]   from their portfolio and not adding value,
[00:13:35.480 --> 00:13:38.400]   and talk about, well, if you do need advice,
[00:13:38.400 --> 00:13:41.480]   maybe kind of a surgical business model
[00:13:41.480 --> 00:13:44.320]   where you're paying for hourly advice
[00:13:44.320 --> 00:13:46.300]   is the better way to go.
[00:13:46.300 --> 00:13:52.280]   - Yeah, I have the worst client retention in the business
[00:13:52.280 --> 00:13:55.520]   in that I do a one-time plan with the goal of being fired.
[00:13:55.520 --> 00:14:00.600]   But the client has to fire their advisor.
[00:14:00.600 --> 00:14:03.480]   And if they're enjoying it, I'm a little worried about them
[00:14:03.480 --> 00:14:05.440]   because they're real people.
[00:14:05.440 --> 00:14:08.200]   So, you know, what I tell clients,
[00:14:08.200 --> 00:14:10.320]   you don't try to convince your advisor
[00:14:10.320 --> 00:14:11.540]   that they're doing the wrong thing.
[00:14:11.540 --> 00:14:14.160]   Just say, I've decided to go a different direction.
[00:14:14.160 --> 00:14:16.360]   Thank you for all the help you've given me,
[00:14:16.360 --> 00:14:17.520]   and leave it at that.
[00:14:17.520 --> 00:14:21.440]   - Yeah, that's exactly, 100% agree with Alan.
[00:14:21.440 --> 00:14:22.960]   The key words are, you know,
[00:14:22.960 --> 00:14:24.200]   I appreciate everything you did for me.
[00:14:24.200 --> 00:14:26.320]   I've decided to go a different direction.
[00:14:26.320 --> 00:14:27.680]   Those key words.
[00:14:27.680 --> 00:14:31.360]   And I've been an advisor for 35 years.
[00:14:31.360 --> 00:14:32.900]   I've heard these words.
[00:14:32.900 --> 00:14:34.880]   (audience laughing)
[00:14:34.880 --> 00:14:37.080]   But that's when I was a broker, not anymore.
[00:14:37.080 --> 00:14:41.320]   - Okay, but yeah, but here's, are you asking about,
[00:14:41.320 --> 00:14:46.320]   you're trying to convince your friend to fire their advisor?
[00:14:46.320 --> 00:14:47.920]   Is that what this question is?
[00:14:47.920 --> 00:14:50.280]   - Yeah, basically.
[00:14:50.280 --> 00:14:53.400]   - Okay, but they're not ready yet to do it, correct?
[00:14:53.400 --> 00:14:54.840]   Is that what you're saying?
[00:14:54.840 --> 00:14:55.680]   - Yes.
[00:14:55.680 --> 00:14:57.080]   - Okay, so here's the problem.
[00:14:57.080 --> 00:14:59.520]   They haven't heard it enough times.
[00:14:59.520 --> 00:15:00.880]   This needs to be repeated.
[00:15:00.880 --> 00:15:03.240]   This message needs to be repeated over,
[00:15:03.240 --> 00:15:05.600]   and over, and over again.
[00:15:05.600 --> 00:15:08.720]   At least 100 times
[00:15:08.720 --> 00:15:11.520]   before they understand what you're saying.
[00:15:11.520 --> 00:15:14.120]   And if they're not ready to fire their advisor yet,
[00:15:14.120 --> 00:15:17.100]   then they haven't heard it 100 times yet.
[00:15:17.100 --> 00:15:19.480]   Now, they're not gonna hear it 100 times from you,
[00:15:19.480 --> 00:15:21.280]   but different places out there.
[00:15:21.280 --> 00:15:23.080]   In the media, they hear about it.
[00:15:23.080 --> 00:15:24.840]   They hear, they read something about it.
[00:15:24.840 --> 00:15:25.900]   They see it somewhere else.
[00:15:25.900 --> 00:15:27.460]   Somebody else tells them.
[00:15:27.460 --> 00:15:28.960]   You don't become a bogal head,
[00:15:28.960 --> 00:15:31.740]   well, most people don't become a bogal head overnight.
[00:15:31.740 --> 00:15:34.680]   The light bulb goes on.
[00:15:34.680 --> 00:15:36.600]   Well, you would be amazed how many times
[00:15:36.600 --> 00:15:38.680]   it's been sitting in front of you,
[00:15:38.680 --> 00:15:42.320]   and for how long it's been sitting in front of you
[00:15:42.320 --> 00:15:43.600]   before you realize,
[00:15:43.600 --> 00:15:46.340]   where have I been?
[00:15:46.340 --> 00:15:50.820]   Okay, but it took about 100 different impressions on you
[00:15:50.820 --> 00:15:53.160]   from various places before you finally did it.
[00:15:53.160 --> 00:15:55.400]   And that's what's going on with your friend,
[00:15:55.400 --> 00:15:58.000]   is that it's not that you're doing anything wrong
[00:15:58.000 --> 00:15:58.920]   'cause you're not.
[00:15:58.920 --> 00:16:01.960]   They just haven't been exposed long enough
[00:16:01.960 --> 00:16:03.040]   by enough people.
[00:16:03.040 --> 00:16:05.360]   And eventually, at some point, they're gonna take notice.
[00:16:05.360 --> 00:16:09.040]   They're actually gonna look at it and say,
[00:16:09.040 --> 00:16:10.520]   what are you actually talking about?
[00:16:10.520 --> 00:16:11.480]   And look at it.
[00:16:11.480 --> 00:16:13.800]   But she or he is just not there yet.
[00:16:13.800 --> 00:16:18.020]   - I think I've helped literally thousands of doctors
[00:16:18.020 --> 00:16:19.780]   fire their financial advisors.
[00:16:19.780 --> 00:16:22.420]   The course I put together is called
[00:16:22.420 --> 00:16:23.760]   How to Fire Your Financial Advisor.
[00:16:23.760 --> 00:16:28.000]   But the point I make to them, though,
[00:16:28.000 --> 00:16:29.920]   is it's way easier to fire them
[00:16:29.920 --> 00:16:32.320]   once you have a plan of what's gonna happen
[00:16:32.320 --> 00:16:34.040]   after you fire them.
[00:16:34.040 --> 00:16:36.720]   So whether you are moving to a better advisor
[00:16:36.720 --> 00:16:39.280]   that gives better advice at a better price,
[00:16:39.280 --> 00:16:41.440]   or whether you are moving to a do-it-yourself model,
[00:16:41.440 --> 00:16:44.320]   there's no rush to fire that advisor.
[00:16:44.320 --> 00:16:45.800]   You're gonna pay a little bit more in fees
[00:16:45.800 --> 00:16:46.960]   over the next two or three months
[00:16:46.960 --> 00:16:49.760]   while you educate yourself and put a plan together.
[00:16:49.760 --> 00:16:53.480]   But get that all in place so you know what you're moving to.
[00:16:53.480 --> 00:16:54.360]   And then it's really easy.
[00:16:54.360 --> 00:16:56.600]   It's just a formality of, oh yeah, I gotta let 'em know
[00:16:56.600 --> 00:16:58.300]   I'm not gonna use 'em anymore.
[00:16:58.300 --> 00:17:00.040]   I've already got the plan and what I'm going to do
[00:17:00.040 --> 00:17:03.340]   is I move from one place to another.
[00:17:03.340 --> 00:17:05.960]   So I think that's the key, is know where you're going.
[00:17:05.960 --> 00:17:07.680]   The actual conversation's pretty short
[00:17:07.680 --> 00:17:08.720]   as they've eliminated-- - Like, oh,
