
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:02:42.340 --> 00:02:46.580]   I had, I guess I had two in school
[00:02:46.580 --> 00:02:50.160]   and I had one that was younger.
[00:02:50.160 --> 00:02:54.100]   And so we were homeschooling and Sarah,
[00:02:54.100 --> 00:02:56.600]   our oldest was doing actually,
[00:02:56.600 --> 00:03:00.920]   she was doing a traditional homeschool curriculum
[00:03:00.920 --> 00:03:04.400]   and we moved and our builder,
[00:03:04.400 --> 00:03:09.400]   his wife was starting a Cece community in our town
[00:03:09.400 --> 00:03:12.180]   and she invited me to join them.
[00:03:12.180 --> 00:03:14.540]   It was the first Cece community in Virginia
[00:03:14.540 --> 00:03:16.220]   and it was incredible. - Oh my gosh!
[00:03:16.220 --> 00:03:20.420]   - And you know, Duran and the Stockton's,
[00:03:20.420 --> 00:03:24.940]   Kelly Stockton and so she invited me to join them
[00:03:24.940 --> 00:03:26.720]   and I was like, oh, I can't,
[00:03:26.720 --> 00:03:29.280]   I just paid all this money for this curriculum
[00:03:29.280 --> 00:03:33.920]   and you know, I can't do that plus this.
[00:03:33.920 --> 00:03:38.920]   And so I just finished out the year with Sarah at home
[00:03:38.920 --> 00:03:43.340]   and then that summer I went to a practicum
[00:03:43.340 --> 00:03:46.840]   and Lee was there and so I heard her
[00:03:46.840 --> 00:03:49.880]   and I got to introduce to the program
[00:03:49.880 --> 00:03:54.260]   and was so excited and we joined for the following fall.
[00:03:54.260 --> 00:03:57.500]   - That is so cool, that is so cool.
[00:03:57.500 --> 00:04:02.500]   I was also hooked after I went to a practicum
[00:04:02.500 --> 00:04:05.020]   and did not really know how in the world
[00:04:05.020 --> 00:04:08.340]   I would find the ability to pay for that program
[00:04:08.340 --> 00:04:11.500]   but it looked really wonderful.
[00:04:11.500 --> 00:04:15.380]   So when you guys started your homeschool journey,
[00:04:15.380 --> 00:04:20.380]   even before you found Cece, did you have goals
[00:04:20.380 --> 00:04:23.460]   for your homeschool, like for education
[00:04:23.460 --> 00:04:26.460]   or did you have a family mission or anything
[00:04:26.460 --> 00:04:28.460]   when you started homeschooling?
[00:04:28.460 --> 00:04:32.780]   - I don't know that we had anything formal
[00:04:32.780 --> 00:04:37.780]   but I know that my husband and I both did not want
[00:04:37.780 --> 00:04:41.220]   to put our children in public school.
[00:04:41.220 --> 00:04:43.940]   We did not want the government to have them
[00:04:43.940 --> 00:04:48.940]   that many hours a day and we wanted to be the ones
[00:04:48.940 --> 00:04:55.180]   to instill the biblical worldview, the God that I use
[00:04:55.180 --> 00:05:00.140]   and I was blessed also to be able to stay home
[00:05:00.140 --> 00:05:03.500]   with my children from birth so I wasn't ready
[00:05:03.500 --> 00:05:06.500]   to give them up. (laughs)
[00:05:06.500 --> 00:05:10.940]   So that was really, you know, I guess the main reason
[00:05:10.940 --> 00:05:13.260]   that we started homeschooling.
[00:05:13.260 --> 00:05:17.820]   - Yeah, I remember telling people I started homeschooling
[00:05:17.820 --> 00:05:21.400]   because I was too jealous to want somebody else
[00:05:21.400 --> 00:05:23.340]   to have the light bulb moments.
[00:05:23.340 --> 00:05:25.540]   - That is true, yes. (laughs)
[00:05:25.540 --> 00:05:29.880]   - It was fun to learn things or to watch them learn things
[00:05:29.880 --> 00:05:33.420]   and be excited and I kind of wanted to keep that.
[00:05:33.420 --> 00:05:35.520]   Yeah, I love what you said though
[00:05:35.520 --> 00:05:38.580]   about the biblical worldview being really important
[00:05:38.580 --> 00:05:41.860]   to your family and recognizing that probably
[00:05:41.860 --> 00:05:46.500]   a government-oriented, funded, guided school
[00:05:46.500 --> 00:05:50.660]   was not gonna pass on the values that you wanted.
[00:05:50.660 --> 00:05:54.380]   Yeah, so you and I started homeschooling
[00:05:54.380 --> 00:05:58.740]   in relatively the early years.
[00:05:58.740 --> 00:06:02.260]   Before there was a lot of support, frankly, out there,
[00:06:02.260 --> 00:06:06.400]   what were your early years of homeschooling like?
[00:06:06.400 --> 00:06:08.680]   Where did you find support?
[00:06:08.680 --> 00:06:16.000]   - Well, I would say that definitely the CC community,
[00:06:16.000 --> 00:06:20.620]   you know, you found like-minded people and moms
[00:06:20.620 --> 00:06:23.420]   that you could commiserate with, right?
[00:06:23.420 --> 00:06:27.860]   And I started in CC my first year, I was a tutor
[00:06:27.860 --> 00:06:31.780]   and so I had, you know, they had their practicums
[00:06:31.780 --> 00:06:34.680]   and three-day trainings, that kind of thing.
[00:06:35.540 --> 00:06:38.960]   And then really quickly, I think the following year,
[00:06:38.960 --> 00:06:42.960]   I became a state manager, or I became a director,
[00:06:42.960 --> 00:06:45.740]   then a state manager, so it was a really quick,
[00:06:45.740 --> 00:06:48.240]   you know, kind of going up the rungs.
[00:06:48.240 --> 00:06:50.740]   'Cause like you said, we were just starting out
[00:06:50.740 --> 00:06:53.160]   and there was a lot of need for leadership.
[00:06:53.160 --> 00:06:56.820]   But I would say that, you know, the support
[00:06:56.820 --> 00:07:00.140]   was within the community and the moms there.
[00:07:00.140 --> 00:07:03.380]   CC offered as much support as they could.
[00:07:03.380 --> 00:07:05.780]   It's gotten a ton, I mean, there's a lot more.
[00:07:05.780 --> 00:07:08.700]   And then, too, you know, our husbands, right?
[00:07:08.700 --> 00:07:10.920]   I mean, our husbands were really supportive.
[00:07:10.920 --> 00:07:14.140]   They couldn't be there on a day-to-day basis to help,
[00:07:14.140 --> 00:07:16.540]   but they, you know, were supportive.
[00:07:16.540 --> 00:07:19.940]   And their role as the head of the home
[00:07:19.940 --> 00:07:23.540]   and, you know, that kind of thing, so.
[00:07:23.540 --> 00:07:24.380]   - Yeah.
[00:07:24.380 --> 00:07:25.540]   - That's what I would say.
[00:07:25.540 --> 00:07:28.140]   - Was your family, how did your family feel
[00:07:28.140 --> 00:07:30.620]   about like your mom and dad and aunts and uncles
[00:07:30.620 --> 00:07:32.480]   and extended family, how did they feel
[00:07:32.480 --> 00:07:34.300]   about homeschooling when you told them
[00:07:34.300 --> 00:07:36.660]   that's what you were gonna do?
[00:07:36.660 --> 00:07:38.780]   - Actually, my parents were very supportive.
[00:07:38.780 --> 00:07:41.660]   My mom has been a teacher forever.
[00:07:41.660 --> 00:07:44.120]   And she's still teaching.
[00:07:44.120 --> 00:07:46.980]   And, you know, I don't even know how many years later,
[00:07:46.980 --> 00:07:49.120]   probably 50 years later.
[00:07:49.120 --> 00:07:52.540]   But, and over the years, she actually,
[00:07:52.540 --> 00:07:56.000]   even she taught in a Christian school for a long time.
[00:07:56.000 --> 00:07:57.900]   And then over the years, there's been times
[00:07:57.900 --> 00:08:01.520]   where she has not been working in a school setting
[00:08:01.520 --> 00:08:04.100]   and she has helped to homeschool my children
[00:08:04.100 --> 00:08:06.660]   and other children that, you know,
[00:08:06.660 --> 00:08:09.620]   were in our, you know, community kind of thing like.
[00:08:09.620 --> 00:08:13.700]   And so they've been, they were very supportive.
[00:08:13.700 --> 00:08:14.580]   - That is so great.
[00:08:14.580 --> 00:08:17.420]   I've heard lots, and I know that you have too,
[00:08:17.420 --> 00:08:21.140]   as you've served as a leader in Classical Conversations,
[00:08:21.140 --> 00:08:25.240]   we hear lots of stories of families who are not supportive,
[00:08:25.240 --> 00:08:29.660]   who are super suspicious, sometimes even spouses
[00:08:29.660 --> 00:08:34.500]   who are not initially excited about homeschooling.
[00:08:34.500 --> 00:08:38.380]   I can remember my own mom and dad and even my sister
[00:08:38.380 --> 00:08:41.100]   thinking that we were doing this weird thing,
[00:08:41.100 --> 00:08:44.340]   this counter cultural weird thing
[00:08:44.340 --> 00:08:47.760]   to their grandchildren and nieces.
[00:08:47.760 --> 00:08:52.460]   But there were great moments of repentance
[00:08:52.460 --> 00:08:55.680]   a couple of years in where they each individually came
[00:08:55.680 --> 00:08:58.980]   and said, yeah, we were so wrong.
[00:08:58.980 --> 00:09:03.740]   The results that they saw helped them to go back
[00:09:03.740 --> 00:09:06.340]   and take a second look at what we were doing.
[00:09:06.340 --> 00:09:09.540]   And they really became supporters
[00:09:09.540 --> 00:09:12.980]   of our homeschool endeavors as well.
[00:09:12.980 --> 00:09:17.980]   So why is community so important?
[00:09:17.980 --> 00:09:19.660]   You've mentioned a couple of things,
[00:09:19.660 --> 00:09:24.660]   but I wanna just really synthesize all those answers.
[00:09:25.500 --> 00:09:30.500]   As homeschoolers in the world that we live in now even,
[00:09:30.500 --> 00:09:34.020]   why is community so important?
[00:09:34.020 --> 00:09:39.680]   - Well, I think God calls us to live in community, right?
[00:09:39.680 --> 00:09:45.780]   And it's important because, number one,
[00:09:45.780 --> 00:09:47.820]   if you have two, if one falls down,
[00:09:47.820 --> 00:09:52.260]   the other lifts them up, and if one is cold,
[00:09:52.260 --> 00:09:53.440]   the other keeps them warm.
[00:09:53.440 --> 00:09:57.420]   And so I think God really meant for us to be in community
[00:09:57.420 --> 00:10:00.480]   and that it's for encouragement
[00:10:00.480 --> 00:10:05.400]   and we can share each other's burdens
[00:10:05.400 --> 00:10:07.020]   and pray for each other.
[00:10:07.020 --> 00:10:09.420]   And it's also to sharpen us, right?
[00:10:09.420 --> 00:10:13.600]   To challenge us when we need to be challenged
[00:10:13.600 --> 00:10:16.820]   and hold us accountable when we need to be held accountable.
[00:10:16.820 --> 00:10:19.660]   And so I think it's a wonderful thing
[00:10:19.660 --> 00:10:24.000]   that God has made us to be in community.
[00:10:24.000 --> 00:10:24.880]   - I do too.
[00:10:24.880 --> 00:10:27.700]   Community is awesome.
[00:10:27.700 --> 00:10:31.580]   And that's why I, that's one of the reasons
[00:10:31.580 --> 00:10:34.760]   that I absolutely fell in love with Classical Conversations,
[00:10:34.760 --> 00:10:38.220]   that classical Christian community.
[00:10:38.220 --> 00:10:41.360]   And it's the community that keeps us going.
[00:10:41.360 --> 00:10:43.040]   I've said for years and years,
[00:10:43.040 --> 00:10:45.520]   and pride comes all over the countries,
[00:10:45.520 --> 00:10:49.600]   that as long as we don't all have a bad day
[00:10:49.600 --> 00:10:53.140]   on the same day, we can all keep going.
[00:10:53.140 --> 00:10:56.400]   And that's the power of community.
[00:10:56.400 --> 00:11:00.820]   When you and your husband began homeschooling,
[00:11:00.820 --> 00:11:02.700]   did you know what you were doing?
[00:11:02.700 --> 00:11:04.040]   (laughing)
[00:11:04.040 --> 00:11:04.880]   - No.
[00:11:04.880 --> 00:11:05.700]   (laughing)
[00:11:05.700 --> 00:11:08.040]   Do any of us know what we were doing?
[00:11:08.040 --> 00:11:10.880]   - No, and sometimes I think if we did know,
[00:11:10.880 --> 00:11:12.000]   we might be afraid.
[00:11:12.000 --> 00:11:12.840]   - That is true.
[00:11:12.840 --> 00:11:13.680]   - Very, very afraid.
[00:11:13.680 --> 00:11:14.500]   - That is true.
[00:11:14.500 --> 00:11:15.340]   (laughing)
[00:11:15.340 --> 00:11:18.840]   - So how did you, but you kept at this for 18 years,
[00:11:18.840 --> 00:11:21.940]   so you must have learned what to do.
[00:11:21.940 --> 00:11:25.280]   How did you learn to homeschool?
[00:11:25.280 --> 00:11:27.280]   I mean, did you read about it in books?
[00:11:27.280 --> 00:11:28.900]   Did you go to conferences?
[00:11:28.900 --> 00:11:32.200]   Did you have friends who became mentors?
[00:11:32.200 --> 00:11:35.160]   How did you learn how to homeschool?
[00:11:35.160 --> 00:11:36.880]   - Well, I would say at the beginning,
[00:11:36.880 --> 00:11:39.560]   it was, I really didn't know anyone.
[00:11:39.560 --> 00:11:42.400]   Or if I did, it was very few people who homeschooled.
[00:11:42.400 --> 00:11:44.240]   Like there was no one in my church that was homeschooling.
[00:11:44.240 --> 00:11:46.820]   We were kind of thought of as kind of a little odd,
[00:11:46.820 --> 00:11:48.660]   you know, because we were old.
[00:11:48.660 --> 00:11:51.120]   We didn't have a lot of young families in our church anyway.
[00:11:51.120 --> 00:11:54.280]   But yeah, so I didn't really know.
[00:11:54.280 --> 00:11:58.480]   And my oldest daughter, Sarah, had been,
[00:11:58.480 --> 00:12:00.180]   our church had a Christian school.
[00:12:00.180 --> 00:12:03.120]   And so she was there for kindergarten and first grade.
[00:12:03.120 --> 00:12:04.620]   And they did a BECA.
[00:12:04.620 --> 00:12:06.800]   And so I just got online
[00:12:06.800 --> 00:12:09.680]   and got the BECA homeschooling curriculum.
[00:12:09.680 --> 00:12:11.660]   And that's what I did.
[00:12:11.660 --> 00:12:13.800]   - Yeah, and just look what you found.
[00:12:13.800 --> 00:12:15.880]   - So yeah, so I basically did that.
[00:12:15.880 --> 00:12:18.740]   And I started, you know, I would read,
[00:12:18.740 --> 00:12:20.440]   I would, you know, research.
[00:12:20.440 --> 00:12:24.620]   And I ended up at the ATAB Heave Conference
[00:12:24.620 --> 00:12:25.620]   in here in Virginia.
[00:12:25.620 --> 00:12:29.740]   And, you know, went to all kinds of seminars
[00:12:29.740 --> 00:12:31.700]   and, you know, visited all the vendors
[00:12:31.700 --> 00:12:32.860]   and kind of saw what I liked.
[00:12:32.860 --> 00:12:37.060]   And I just did different things.
[00:12:37.060 --> 00:12:41.340]   And then, but as I, as you know, as you get more children,
[00:12:41.340 --> 00:12:44.640]   you can't, you know, doing a traditional curriculum,
[00:12:44.640 --> 00:12:47.940]   especially, you can't teach everything
[00:12:47.940 --> 00:12:50.180]   to all of them in one day.
[00:12:50.180 --> 00:12:51.460]   It just was too much.
[00:12:51.460 --> 00:12:55.100]   And it was about that time, I guess,
[00:12:55.100 --> 00:12:57.140]   that when we had moved
[00:12:57.140 --> 00:13:00.820]   and I was introduced to classical conversations,
[00:13:00.820 --> 00:13:04.580]   I was, I had just put Sarah, my oldest,
[00:13:04.580 --> 00:13:08.740]   I had just started some like video homeschooling with her,
[00:13:08.740 --> 00:13:10.260]   with Rebecca, because I was like,
[00:13:10.260 --> 00:13:13.660]   I can't do her and my, you know, my next child,
[00:13:13.660 --> 00:13:15.580]   Jonathan and the third one.
[00:13:15.580 --> 00:13:19.280]   And so I had kind of was putting her, you know,
[00:13:19.280 --> 00:13:21.540]   in front of a computer, which I didn't really like,
[00:13:21.540 --> 00:13:23.820]   but I felt like I didn't have a lot of choice.
[00:13:23.820 --> 00:13:26.780]   And then was introduced to classical conversations
[00:13:26.780 --> 00:13:30.120]   and went to a practicum and saw how I could homeschool
[00:13:30.120 --> 00:13:33.720]   all my children with the same thing at different levels
[00:13:33.720 --> 00:13:37.300]   and very appealing as well as the classical model.
[00:13:37.300 --> 00:13:41.500]   And so that's when we started with classical conversations.
[00:13:41.500 --> 00:13:44.740]   - Yeah, that is great.
[00:13:44.740 --> 00:13:49.740]   I can imagine how frustrating it was to think,
[00:13:49.740 --> 00:13:54.540]   gosh, I'm doing this with Sarah, but now I have this one.
[00:13:54.540 --> 00:13:55.620]   Now I have this one.
[00:13:55.620 --> 00:13:58.820]   And if I add any more, what in the world?
[00:13:58.820 --> 00:14:02.260]   So I think that's cool that what you found refreshing
[00:14:02.260 --> 00:14:07.260]   about CC was help to homeschool all of your kids together
[00:14:07.260 --> 00:14:11.380]   so that it really was family learning.
[00:14:11.380 --> 00:14:12.740]   - It was, yeah.
[00:14:12.740 --> 00:14:15.320]   And even the little ones that weren't in school
[00:14:15.320 --> 00:14:17.140]   picked up a ton.
[00:14:17.140 --> 00:14:18.580]   - Oh my gosh, right?
[00:14:18.580 --> 00:14:22.080]   I can remember when my youngest, we were memorizing,
[00:14:22.080 --> 00:14:26.080]   we were gonna memorize this long passage from Philippians
[00:14:26.080 --> 00:14:29.140]   with our older daughter, who was four,
[00:14:29.140 --> 00:14:33.180]   she was four, almost five, and her little sister
[00:14:33.180 --> 00:14:35.560]   was just sitting on the couch with us at night.
[00:14:35.560 --> 00:14:38.700]   I mean, she was just, she just was like the lump
[00:14:38.700 --> 00:14:40.100]   that was sitting there.
[00:14:40.100 --> 00:14:41.980]   She was just along for the ride.
[00:14:41.980 --> 00:14:43.940]   We weren't trying to get her to memorize.
[00:14:43.940 --> 00:14:46.700]   And one night when I said, okay, let's start,
[00:14:46.700 --> 00:14:49.740]   I thank my God.
[00:14:49.740 --> 00:14:53.040]   And she started saying the verse with us
[00:14:53.040 --> 00:14:56.040]   'cause I didn't say, you know, Stephanie, let's do this.
[00:14:56.040 --> 00:14:57.580]   I just said, let's start.
[00:14:57.580 --> 00:15:00.100]   And she started rattling it off.
[00:15:00.100 --> 00:15:02.420]   And I thought, oh my goodness,
[00:15:02.420 --> 00:15:05.140]   there is something to this repetition thing.
[00:15:05.140 --> 00:15:05.980]   - That's right, that's right.
[00:15:05.980 --> 00:15:10.980]   I love it that you found a way to learn as a family,
[00:15:10.980 --> 00:15:15.300]   which becomes, the more that we understand
[00:15:15.300 --> 00:15:20.300]   about building a family culture and being lifelong learners,
[00:15:20.300 --> 00:15:23.700]   the more appealing learning as a family becomes.
[00:15:23.700 --> 00:15:25.860]   So that resonates with me too.
[00:15:25.860 --> 00:15:27.900]   Let me ask you this question, Melissa.
[00:15:27.900 --> 00:15:29.500]   Are you still learning?
[00:15:29.500 --> 00:15:33.140]   Are you still learning at the homeschool?
[00:15:33.140 --> 00:15:34.540]   - Definitely.
[00:15:34.540 --> 00:15:37.580]   I am not homeschooling anymore,
[00:15:37.580 --> 00:15:40.560]   but I definitely am always learning.
[00:15:40.560 --> 00:15:43.540]   And that's one thing I see with my kids too.
[00:15:43.540 --> 00:15:48.540]   I think I see a love of learning which I really value
[00:15:48.540 --> 00:15:50.660]   because you don't see that,
[00:15:50.660 --> 00:15:53.460]   I don't think in our culture very much.
[00:15:53.460 --> 00:15:56.140]   And, you know, just to see that they love to learn
[00:15:56.140 --> 00:15:58.100]   and they're still learning, you know.
[00:15:58.100 --> 00:16:00.000]   - I love that too.
[00:16:00.000 --> 00:16:03.020]   And I often tell people that that is one
[00:16:03.020 --> 00:16:08.020]   of the happiest byproducts to me of homeschooling
[00:16:08.020 --> 00:16:10.820]   and especially homeschooling classically,
[00:16:10.820 --> 00:16:15.820]   that my girls really do, A, know how to learn, right?
[00:16:15.820 --> 00:16:20.020]   'Cause those classical tools are just awesome
[00:16:20.020 --> 00:16:23.240]   and they become just your knee-jerk response
[00:16:23.240 --> 00:16:26.680]   to whatever you need to learn in whatever area of your life,
[00:16:26.680 --> 00:16:31.100]   not just academics, but they also really love to learn.
[00:16:31.100 --> 00:16:31.940]   - Yes, yes.
[00:16:31.940 --> 00:16:33.740]   - And that's just beautiful to me.
[00:16:33.740 --> 00:16:35.260]   - It is beautiful.
[00:16:35.260 --> 00:16:37.260]   - And we've talked about the fact
[00:16:37.260 --> 00:16:40.100]   that the classical education is really,
[00:16:40.100 --> 00:16:45.100]   'cause I suspect that if Sarah had stayed watching videos
[00:16:45.100 --> 00:16:48.420]   for her education all day,
[00:16:48.420 --> 00:16:51.140]   that she might not have loved learning so much.
[00:16:51.140 --> 00:16:52.640]   - Oh, I guarantee you.
[00:16:52.640 --> 00:16:53.940]   (laughing)
[00:16:53.940 --> 00:16:56.820]   - So I really think that classical education
[00:16:56.820 --> 00:16:58.460]   is onto something.
[00:16:58.460 --> 00:17:00.940]   Let me ask, and I know we both have admitted
[00:17:00.940 --> 00:17:02.340]   that we didn't know a whole lot
[00:17:02.340 --> 00:17:05.260]   about classical education when we started.
[00:17:05.260 --> 00:17:08.380]   I mean, I had read "The Well-Trained Mind"
[00:17:08.380 --> 00:17:09.220]   and I kept getting--
[00:17:09.220 --> 00:17:10.060]   - That's off to you.
[00:17:10.060 --> 00:17:12.640]   I'd read little pieces of it here in the yard,
[00:17:12.640 --> 00:17:14.500]   but I don't think I got through the whole thing.
[00:17:14.500 --> 00:17:16.540]   (laughing)
[00:17:16.540 --> 00:17:18.240]   - Okay, I couldn't afford to buy it.
[00:17:18.240 --> 00:17:19.420]   It was a really fat book.
[00:17:19.420 --> 00:17:20.260]   - Yeah, it was.
[00:17:20.260 --> 00:17:21.700]   - And so I would check it out from the library
[00:17:21.700 --> 00:17:23.780]   and I'd read some chapters and I would think,
[00:17:23.780 --> 00:17:25.540]   yeah, that's really good, but I just can't.
[00:17:25.540 --> 00:17:27.100]   And so I would turn it back in
[00:17:27.100 --> 00:17:28.500]   and then I would be convicted
[00:17:28.500 --> 00:17:29.900]   and I would check it out again
[00:17:29.900 --> 00:17:32.200]   and I'd read some more and then I would turn it back in.
[00:17:32.200 --> 00:17:35.020]   And I really, and I thought, this is it.
[00:17:35.020 --> 00:17:39.140]   I mean, so I didn't know to call it classical education.
[00:17:39.140 --> 00:17:42.720]   And I just, there's something about the classical model
[00:17:42.720 --> 00:17:44.620]   that resonated with my soul.
[00:17:44.620 --> 00:17:48.340]   And I knew I want my children to be curious.
[00:17:48.340 --> 00:17:50.100]   I want them to be learners.
[00:17:50.100 --> 00:17:51.880]   I think that memorizing,
[00:17:51.880 --> 00:17:53.460]   I knew from being a kindergarten teacher,
[00:17:53.460 --> 00:17:57.940]   memorizing is super easy for them and it's very natural.
[00:17:57.940 --> 00:17:59.620]   I want us to dig deep.
[00:17:59.620 --> 00:18:01.640]   I want us to do it as a family.
[00:18:01.640 --> 00:18:05.260]   And so I tried doing that at my home by myself
[00:18:05.260 --> 00:18:10.180]   before we found CC and it goes really, really well
[00:18:10.180 --> 00:18:11.980]   for about two or three months.
[00:18:11.980 --> 00:18:15.960]   And then it gets hard to keep pulling all those resources
[00:18:15.960 --> 00:18:20.220]   and to evaluate what is it that we should be learning
[00:18:20.220 --> 00:18:23.440]   and is this gonna end up being anything
[00:18:23.440 --> 00:18:25.000]   at the end of all things?
[00:18:25.000 --> 00:18:26.780]   Will it tie together?
[00:18:26.780 --> 00:18:29.200]   And so I worried about that.
[00:18:30.200 --> 00:18:32.400]   And that's one of the things that really drew me
[00:18:32.400 --> 00:18:34.640]   and my husband to classical conversations
[00:18:34.640 --> 00:18:37.080]   is that there was a plan.
[00:18:37.080 --> 00:18:38.920]   There was a purpose.
[00:18:38.920 --> 00:18:41.440]   It was going somewhere.
[00:18:41.440 --> 00:18:44.120]   I wanna ask you, what did it look like
[00:18:44.120 --> 00:18:49.120]   to educate classically at your house when you started out?
[00:18:49.120 --> 00:18:51.680]   - Oh, that's many years ago, Lisa.
[00:18:51.680 --> 00:18:52.800]   (laughing)
[00:18:52.800 --> 00:18:54.480]   If I can remember correctly.
[00:18:54.480 --> 00:18:57.000]   (laughing)
[00:18:57.000 --> 00:19:01.040]   You know, it was just around the kitchen table
[00:19:01.040 --> 00:19:06.040]   or on the couch, reading books and wrote memory,
[00:19:06.040 --> 00:19:11.460]   those kinds of things.
[00:19:11.460 --> 00:19:13.480]   My kids, and I'm sure yours too,
[00:19:13.480 --> 00:19:16.080]   especially when they're little, they love the songs.
[00:19:16.080 --> 00:19:22.320]   So doing lots of singing and just hands on kind of things.
[00:19:25.840 --> 00:19:29.560]   And I remember, I was kind of like you
[00:19:29.560 --> 00:19:31.560]   before I found classical conversations,
[00:19:31.560 --> 00:19:32.960]   like I was a little bit nervous.
[00:19:32.960 --> 00:19:35.320]   Like, how am I gonna make sure my kids know
[00:19:35.320 --> 00:19:36.440]   what they need to know?
[00:19:36.440 --> 00:19:39.240]   And are they gonna be not prepared?
[00:19:39.240 --> 00:19:40.600]   Like people are gonna be able to say,
[00:19:40.600 --> 00:19:41.480]   oh, they were homeschooled.
[00:19:41.480 --> 00:19:44.560]   So they don't know what public school or whatever.
[00:19:44.560 --> 00:19:45.720]   - Right, exactly.
[00:19:45.720 --> 00:19:49.640]   - But one thing that always stuck with me
[00:19:49.640 --> 00:19:52.760]   and I still say this, my oldest daughter, Sarah
[00:19:52.760 --> 00:19:55.480]   is homeschooling her little ones,
[00:19:55.480 --> 00:19:58.020]   her kids with classical conversations.
[00:19:58.020 --> 00:20:00.000]   But I remember saying this too.
[00:20:00.000 --> 00:20:01.320]   I've said this to lots of people.
[00:20:01.320 --> 00:20:04.560]   I remember Andrew Poodle was saying once that,
[00:20:04.560 --> 00:20:09.260]   with the memorization and the classical model
[00:20:09.260 --> 00:20:12.120]   that history and science,
[00:20:12.120 --> 00:20:15.520]   no one knows everything about history and science.
