
[00:00:00.000 --> 00:00:05.480]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:02:32.300 --> 00:02:35.300]   And what I've learned is that if I get one or two comments or emails,
[00:02:35.300 --> 00:02:39.300]   there's probably at least a couple dozen more people that think that that just haven't sent it to me.
[00:02:39.300 --> 00:02:44.300]   My purpose in yesterday's show on the 4% rule was not to kind of just take it away.
[00:02:44.300 --> 00:02:51.300]   I think it's a very, very useful concept, but rather to bring a little bit of background to it.
[00:02:51.300 --> 00:02:56.300]   So if yesterday's show was too technical for you or if you didn't quite understand,
[00:02:56.300 --> 00:03:01.300]   check out the comment and the reply that I made in the comments if you're interested to the listener.
[00:03:01.300 --> 00:03:04.300]   I think it was Fabian made the comment.
[00:03:04.300 --> 00:03:09.300]   And you'll see my reply to him about how the 4% rule is an incredibly useful rule,
[00:03:09.300 --> 00:03:12.300]   but yet there are other associated challenges with it.
[00:03:12.300 --> 00:03:16.300]   If yesterday's show was too deep or you didn't quite get it, don't worry about it.
[00:03:16.300 --> 00:03:25.300]   I'm going to bring you, as time goes forward, many more shows to try to give you the strategies that you need to be able to implement it in your life.
[00:03:25.300 --> 00:03:31.300]   But today, let's get out of the swamp of deep dive technical academic planning and let's talk about saving money.
[00:03:31.300 --> 00:03:38.300]   Today's show, in the first part of the show, we talk a little bit about Josh's experience and a little bit about his history.
[00:03:38.300 --> 00:03:44.300]   And then we talk about saving money, focusing on things like groceries, things like that, some of the tactics and tools that he's developed.
[00:03:44.300 --> 00:03:53.300]   And then in the latter part of the show, we talk very specifically about some tools and techniques for saving money on hotel stays and on travel.
[00:03:53.300 --> 00:03:58.300]   So the content is fairly light. You should be able to grasp it without having to take detailed notes.
[00:03:58.300 --> 00:03:59.300]   I hope you enjoy it.
[00:03:59.300 --> 00:04:05.300]   So Josh, welcome to the Radical Personal Finance Podcast. I appreciate you being with me today.
[00:04:05.300 --> 00:04:07.300]   Josh, thank you so much.
[00:04:07.300 --> 00:04:14.300]   So I've been looking forward to this. I know that we originally met at – let's see. It was podcast movement, I guess, and we talked a little bit.
[00:04:14.300 --> 00:04:23.300]   And I was intrigued by your story and what I've been wanting to bring to the show is some more tangible kind of quick tips type of information.
[00:04:23.300 --> 00:04:36.300]   I tend to focus a lot on the big picture, and I really want my show to have a lot of variety between tips and very practical things, very big picture things, just to really be different and bring those tips.
[00:04:36.300 --> 00:04:47.300]   So what I'm hoping to do today is talk about some of the very practical tools and techniques that you've learned over the years of different ways to specifically reduce expenses.
[00:04:47.300 --> 00:04:55.300]   But before we get there, tell us your story. What is Savings Angel and how on earth did you wind up doing this for a living?
[00:04:55.300 --> 00:05:03.300]   Yeah, because I went to school for groceries and always – as a little boy, I was just obsessed with how to cut my grocery bill in half.
[00:05:03.300 --> 00:05:04.300]   Right.
[00:05:04.300 --> 00:05:09.300]   No, you're right. It's one of those things that I absolutely had no interest in whatsoever.
[00:05:09.300 --> 00:05:17.300]   And I've worked in internet development. I've worked as a journalist. I went to school for family therapy.
[00:05:17.300 --> 00:05:26.300]   But I, like a lot of other people, was working in marketing at the time, and I had an independent contractor position with another company.
[00:05:26.300 --> 00:05:33.300]   And my income was starting to get unstable because a lot of what I was doing was based on commission.
[00:05:33.300 --> 00:05:38.300]   And if anyone's ever been in that position, it's really stressful.
[00:05:38.300 --> 00:05:44.300]   And you start to get really conservative on where your money is going.
[00:05:44.300 --> 00:05:53.300]   And I just remember having a talk with my wife and kind of getting worried about the future, the immediate future.
[00:05:53.300 --> 00:05:59.300]   And we said, "Well, maybe we should pay more attention to how we're spending our money."
[00:05:59.300 --> 00:06:01.300]   And we've always been pretty good at that.
[00:06:01.300 --> 00:06:06.300]   But I started reading books on the subject. I read The Richest Man in Babylon, for example.
[00:06:06.300 --> 00:06:15.300]   And it just got me really interested in this concept of stewardship because, again, I believe in order to create wealth, you have to have three things.
[00:06:15.300 --> 00:06:20.300]   I mean you have to be able to – you have to be willing to do what other people are not willing to do work-wise.
[00:06:20.300 --> 00:06:22.300]   I mean you have to get out there and hustle.
[00:06:22.300 --> 00:06:28.300]   You have to get out there and be ambitious and really drive your own success.
[00:06:28.300 --> 00:06:33.300]   And I believe you also need to – the second thing is you also need to have the philosophies of wealth.
[00:06:33.300 --> 00:06:40.300]   There are certain things that rich people teach their kids and those that don't have that wealth just don't know.
[00:06:40.300 --> 00:06:44.300]   And so I feel like I had those two down but that third one was the stewardship.
[00:06:44.300 --> 00:06:49.300]   And stewardship is kind of what I really started getting really interested in.
[00:06:49.300 --> 00:06:52.300]   And so we did a spending plan. We did our budget.
[00:06:52.300 --> 00:06:59.300]   And I got to this line item, Josh, and it was for just groceries and consumables.
[00:06:59.300 --> 00:07:05.300]   It was like Walmart and Meijer and just – and you'd ask me, "Well, what did you get for that?
[00:07:05.300 --> 00:07:08.300]   I mean you spent $700, $800.
[00:07:08.300 --> 00:07:10.300]   What do you have to show for that?"
[00:07:10.300 --> 00:07:15.300]   And I'd say, "I don't know. Let's go look in my refrigerator, I guess."
[00:07:15.300 --> 00:07:19.300]   And I just felt like we were just shopping so irresponsibly.
[00:07:19.300 --> 00:07:22.300]   And so these other areas, we were doing all right.
[00:07:22.300 --> 00:07:28.300]   So that led to just studying all the experts I could.
[00:07:28.300 --> 00:07:29.300]   I became obsessed with this.
[00:07:29.300 --> 00:07:36.300]   I don't know why but I thought I've heard of people that are able to cut their grocery bill in half and save a lot of money.
[00:07:36.300 --> 00:07:38.300]   I want to find out what they're doing.
[00:07:38.300 --> 00:07:43.300]   And there's two main ways that you can really save a lot of money.
[00:07:43.300 --> 00:07:47.300]   I'm talking about taking an $800 bill down to $300 a month.
[00:07:47.300 --> 00:07:49.300]   You can absolutely do it.
[00:07:49.300 --> 00:07:52.300]   So the number one way is you can go agrarian.
[00:07:52.300 --> 00:07:55.300]   I mean you can go and you can grow most of your food and that is a way.
[00:07:55.300 --> 00:08:00.300]   It takes a lot of time and I've not ever had too much success with it.
[00:08:00.300 --> 00:08:06.300]   And I don't know that that's entirely realistic for the majority of Americans who are working as hard as we are.
[00:08:06.300 --> 00:08:13.300]   I mean that's one thing that we see over and over again is just Americans are becoming more and more stressed for time.
[00:08:13.300 --> 00:08:16.300]   So the next way you can do this, so that's one way.
[00:08:16.300 --> 00:08:18.300]   And that will work for some people.
[00:08:18.300 --> 00:08:27.300]   Now the second way is that you can do this but you need to use coupons and you need to use manufacturer discounts.
[00:08:27.300 --> 00:08:30.300]   Now before you go, "I hate coupons."
[00:08:30.300 --> 00:08:32.300]   Look, I hate coupons too.
[00:08:32.300 --> 00:08:34.300]   But here's how this works, okay?
[00:08:34.300 --> 00:08:39.300]   You don't want to use coupons just for the sake of using coupons because that's only going to save you a little bit of money.
[00:08:39.300 --> 00:08:47.300]   But what you want to do is you want to make sure that you are only using coupons for the products that you can get really good sales on.
[00:08:47.300 --> 00:08:49.300]   So you're stacking discounts.
[00:08:49.300 --> 00:08:52.300]   And when you do that, well, I'll give you an example.
[00:08:52.300 --> 00:08:58.300]   Cheerios was on sale, buy one get one, at my local grocery chain and that made them $2 a box.
[00:08:58.300 --> 00:09:00.300]   Cereal is normally pretty expensive.
[00:09:00.300 --> 00:09:09.300]   Then on a Cheerios partner website that we had in our coupon database at our site, I found $2 coupons.
[00:09:09.300 --> 00:09:16.300]   And so if the Cheerios are on sale for $2 and you apply a $2 coupon, well guess how much you're paying for your Cheerios?
[00:09:16.300 --> 00:09:17.300]   Sounds like about nothing.
[00:09:17.300 --> 00:09:18.300]   Yeah, nothing.
[00:09:18.300 --> 00:09:24.300]   So you get free Cheerios and you can get free groceries pretty much every week.
[00:09:24.300 --> 00:09:32.300]   And so the idea then is that once I found that, figured this out, I'm like, "Oh my gosh, this is huge."
[00:09:32.300 --> 00:09:36.300]   And it was a lot of work at first because it is.
[00:09:36.300 --> 00:09:38.300]   And so I thought, "You know what? There's got to be a better way to do this."
[00:09:38.300 --> 00:09:45.300]   So we created a system that would tell you exactly what those matches were and that's what became Savings Angel.
[00:09:45.300 --> 00:09:51.300]   It turned into a membership-based website and we've done over $5 million in sales over the past seven years.
[00:09:51.300 --> 00:09:52.300]   That's fantastic.
[00:09:52.300 --> 00:09:53.300]   Yeah.
[00:09:53.300 --> 00:10:03.300]   So I've read a number of these coupon sites and I know that you've got a lot of competition in your niche.
[00:10:03.300 --> 00:10:14.300]   And it does seem to be doable and I can see the value in hiring some of the research done.
[00:10:14.300 --> 00:10:16.300]   I think that seems like a major value add.
[00:10:16.300 --> 00:10:17.300]   I don't know.
[00:10:17.300 --> 00:10:18.300]   How much is your membership site?
[00:10:18.300 --> 00:10:19.300]   I don't even know.
[00:10:19.300 --> 00:10:21.300]   It's $20.
[00:10:21.300 --> 00:10:22.300]   Right.
[00:10:22.300 --> 00:10:31.300]   So if you can pay someone $20 a month and that person can give you a list of here's where you need to go and here are your specific written instructions for this week and it can save you $200 a month, that's a good investment in my world.
[00:10:31.300 --> 00:10:34.300]   Oh, yeah, and more like $400.
[00:10:34.300 --> 00:10:39.300]   And the reason there's a cost associated with this, I do have a large staff.
[00:10:39.300 --> 00:10:42.300]   We've had as many as over 50 employees at one time.
[00:10:42.300 --> 00:10:45.300]   So it's just -- it is a very laborious process.
[00:10:45.300 --> 00:10:51.300]   The information that you get is -- our target audience is the busiest of the busy families out there.
[00:10:51.300 --> 00:10:59.300]   So if you're not busy and you want to take time and research blogs and do your own research, you can do that.
[00:10:59.300 --> 00:11:04.300]   And, again, that's another option if you're like, no way am I going to spend $20 to save $400.
[00:11:04.300 --> 00:11:05.300]   That's fine.
[00:11:05.300 --> 00:11:07.300]   There are a lot of people out there like that.
[00:11:07.300 --> 00:11:08.300]   Do it yourself.
[00:11:08.300 --> 00:11:11.300]   And that's great and we certainly do a lot of free stuff as well for people.
[00:11:11.300 --> 00:11:15.300]   But if you really want to take it to the next level, then that's kind of what we focus on.
[00:11:15.300 --> 00:11:16.300]   Yeah.
[00:11:16.300 --> 00:11:17.300]   It's worth it.
[00:11:17.300 --> 00:11:25.300]   I remember probably the one that I spent the most time kind of reading was I read Brad Wilson, bradsdeals.com.
[00:11:25.300 --> 00:11:26.300]   I read his book.
[00:11:26.300 --> 00:11:27.300]   Let's see what it's called.
[00:11:27.300 --> 00:11:29.300]   Do Less -- Spend Less, Do More.
[00:11:29.300 --> 00:11:30.300]   Have you read that book?
[00:11:30.300 --> 00:11:31.300]   I haven't, no.
[00:11:31.300 --> 00:11:32.300]   But I'm familiar with Brad's deals.
[00:11:32.300 --> 00:11:33.300]   He did a good job.
[00:11:33.300 --> 00:11:39.300]   I'm not so into like the consumer stuff that he does his deals on, so I don't spend much time on his site.
[00:11:39.300 --> 00:11:46.300]   But in his book, he did a good job of really synthesizing information, especially I liked his information on how to buy cars
[00:11:46.300 --> 00:11:54.300]   and how to get kind of backdoor access to some of the car buying programs to be able to use the member discounts on various things.
[00:11:54.300 --> 00:12:00.300]   And I was just struck by -- this information is sitting here -- bought the book immediately just because I figured $20 for this,
[00:12:00.300 --> 00:12:04.300]   man, this can save me and my listeners thousands as time goes on.
[00:12:04.300 --> 00:12:09.300]   And so I think that's a really great value-add service that you're providing for people.
[00:12:09.300 --> 00:12:11.300]   Here's my question.
[00:12:11.300 --> 00:12:19.300]   So my objection to -- or my challenge that I've seen with the coupon sites from my wife and I,
[00:12:19.300 --> 00:12:28.300]   and this is something that we actually struggle a little bit with, we need help with, because we work hard to spend wisely,
[00:12:28.300 --> 00:12:34.300]   but the problem is we don't eat much of the food that it seems that the coupons offer deals on.
[00:12:34.300 --> 00:12:42.300]   And this is the major challenge that we have, is that we try not to eat anything that has ingredients that we can't pronounce,
[00:12:42.300 --> 00:12:48.300]   so that throws out most of the interior of the grocery store and you're left with pretty much the exterior.
[00:12:48.300 --> 00:12:50.300]   And I don't know how to save money on that stuff.
[00:12:50.300 --> 00:12:58.300]   So is it -- so I have a perception that the couponing and kind of that is mainly appropriate for people who are purchasing processed foods
[00:12:58.300 --> 00:13:00.300]   and packaged foods and packaged items.
[00:13:00.300 --> 00:13:05.300]   And I know there's still some consumer goods, toilet paper, whatever the other consumer goods are,
[00:13:05.300 --> 00:13:07.300]   but I have this perception that that's who it's appropriate for.
[00:13:07.300 --> 00:13:09.300]   Am I wrong?
[00:13:09.300 --> 00:13:14.300]   Well, right now if we were to do a search -- and there's a free coupon database at our site, for example,
[00:13:14.300 --> 00:13:21.300]   and if I were to do a search right now, I would tell you that there are well over 100 different coupons for organic products.
[00:13:21.300 --> 00:13:26.300]   So if that is -- if a product is -- let's say it is packaged, but it's an organic product.
[00:13:26.300 --> 00:13:29.300]   Let's say it's a frozen dinner that you want for lunch or whatever.
[00:13:29.300 --> 00:13:33.300]   And, again, it's very kind of minimally processed.
[00:13:33.300 --> 00:13:37.300]   It's got more healthy and whole ingredients in that.
[00:13:37.300 --> 00:13:43.300]   There are tons of coupons for products like that and becoming more so, especially over the past two to three years.
[00:13:43.300 --> 00:13:52.300]   We've seen a real interest in larger manufacturers scooping up these smaller organic food manufacturers,
[00:13:52.300 --> 00:13:53.300]   and so there's more available.
[00:13:53.300 --> 00:13:59.300]   Now, if you want products like healthy produce, that's -- and let me tell you, Josh, you know,
[00:13:59.300 --> 00:14:03.300]   when I first started with this, I was actually a little bit heavier.
[00:14:03.300 --> 00:14:10.300]   And when I first started, I said, "Oh, my gosh, I can get Sara Lee pies for $0.30 this week."
[00:14:10.300 --> 00:14:13.300]   You know, it's like a $6 pie for $0.30.
[00:14:13.300 --> 00:14:23.300]   And so what are you going to do when it's like -- you're almost like a kid who has been given the car keys and you're like, "Yeah, you bet I'm going to get that Sara Lee pie."
[00:14:23.300 --> 00:14:31.300]   And as a result, my weight went up, and we got to a point where I said, "I'm going to -- we have to change this.
[00:14:31.300 --> 00:14:32.300]   This is not going to work."
[00:14:32.300 --> 00:14:37.300]   I was a 5'9" man, and I was up to 230 pounds, which is -- that's obese.
[00:14:37.300 --> 00:14:46.300]   And so I started the couponing diet, and by following the couponing diet, what I did is I said, "You know, this doesn't make any sense.
[00:14:46.300 --> 00:14:51.300]   Just because I can buy this stuff doesn't mean that I should buy this stuff or I have to buy this stuff."
[00:14:51.300 --> 00:14:56.300]   And so what I did is I got very meticulous as far as what I was choosing to buy.
[00:14:56.300 --> 00:15:09.300]   So rather than like say the 80% off stuff, I'd say, "Well, I don't need to buy that, but look, I can get all these bags of veggies for 50% off this week, and that's a great deal."
[00:15:09.300 --> 00:15:24.300]   And so we've really focused on eating a lot more produce, a lot more -- and let me tell you, so frozen produce, that's one of the -- I've gotten bags of frozen produce for as little as a nickel a piece and just loaded up my freezer.
[00:15:24.300 --> 00:15:27.300]   I remember one time, it was just amazing.
[00:15:27.300 --> 00:15:33.300]   I mean you open up my freezer and I mean there were just like three shelves, nothing but frozen produce.
[00:15:33.300 --> 00:15:38.300]   And so I made a point to make sure that I was eating frozen -- or I was eating vegetables.
[00:15:38.300 --> 00:15:43.300]   I'd prepare my own vegetables every meal.
[00:15:43.300 --> 00:15:46.300]   Yeah, and there's an argument to be made.
[00:15:46.300 --> 00:15:48.300]   I know some people say, "Well, I only eat fresh."
[00:15:48.300 --> 00:15:55.300]   Great, you can -- if you want to eat fresh and you can get locally produced organic produce, go for it.
[00:15:55.300 --> 00:15:57.300]   That's absolutely in my opinion the best.
[00:15:57.300 --> 00:16:07.300]   But if you think that just strolling your grocery store's produce section is the healthiest option, a lot of experts would disagree with that.
[00:16:07.300 --> 00:16:24.300]   And they would say that if you're picking up a tomato and that tomato was picked on the other side of the planet and it was sprayed with ethylene gases and it was picked very, very early in its season, well, it didn't get its full spectrum of nutrients.
[00:16:24.300 --> 00:16:31.300]   And so then it's artificially ripened and it's put in the store and you buy it and it really just has nothing in it for you.
[00:16:31.300 --> 00:16:49.300]   So you would be better to get something either canned or frozen because typically if I'm going to -- if I'm a grower, I'm going to wait until -- if I can, I'm going to wait until those produce items are fully ripe.
[00:16:49.300 --> 00:16:54.300]   I'm going to flash freeze them and keep them frozen, and those tend to be healthier.
[00:16:54.300 --> 00:16:56.300]   I've done a lot of research on this.
[00:16:56.300 --> 00:17:11.300]   And so I actually -- and what's really nice too is that you have less problems with spoilage too, and that's a real issue, particularly with my advice, which is that when you get a great deal, that you should stock up.
[00:17:11.300 --> 00:17:18.300]   And if you stock up too much on produce, you can, again, run into a problem where you're ending up throwing away stuff, and that's not a good deal for anybody.
[00:17:18.300 --> 00:17:32.300]   So, yeah, so you can absolutely take your additional savings that you get from your paper products, your cleaning supplies, a lot of your -- those type of products that you're not necessarily personally ingesting and eating, but you can use and you can save money.
[00:17:32.300 --> 00:17:41.300]   You can save so much money on toilet paper and those sorts of things and just apply those savings to the areas that you like.
[00:17:41.300 --> 00:17:44.300]   Now, you can absolutely get coupons for fresh produce too.
[00:17:44.300 --> 00:17:59.300]   Every single week, there's at least one coupon that I know of every single week that is minimum -- it's 20% off a produce item, and that's on top of whatever the store happens to be discounting it at.
[00:17:59.300 --> 00:18:02.300]   Is that for all stores or is that for a specific chain of stores?
[00:18:02.300 --> 00:18:04.300]   Pretty much every store now.
[00:18:04.300 --> 00:18:19.300]   That's through a company called Saving Star, and so you buy the product and then you submit a photo or you link your card to that -- to Saving Star, like your store card, and then the savings are pretty much automatic and you get your 20% back.
[00:18:19.300 --> 00:18:20.300]   Interesting.
[00:18:20.300 --> 00:18:21.300]   Yeah, yeah.
[00:18:21.300 --> 00:18:26.300]   So there are lots of opportunities for savings, and like I said, there's lots of opportunities for free stuff too.
[00:18:26.300 --> 00:18:33.300]   So if you like free, like Walgreens and Rite Aid and CVS, I love the drugstores.
[00:18:33.300 --> 00:18:36.300]   They give away free groceries like every week.
[00:18:36.300 --> 00:18:37.300]   Really?
[00:18:37.300 --> 00:18:38.300]   Yeah.
[00:18:38.300 --> 00:18:40.300]   Is this a loss?
[00:18:40.300 --> 00:18:44.300]   So why do the grocery stores and the coupons and the manufacturers' coupons and all these different people do this?
[00:18:44.300 --> 00:18:46.300]   Is this a loss leader to get you in the store?
[00:18:46.300 --> 00:18:47.300]   Yeah.
[00:18:47.300 --> 00:18:58.300]   Yeah, so, well, what you have is you have some collusion of discounts, of course, that we're taking advantage of that aren't available to everybody because they just don't know.
[00:18:58.300 --> 00:19:13.300]   You might be buying your milk at Meijer or you might be buying your milk at Walmart this week, and little did you know that if you went to CVS -- I mean this week while we're recording this, Josh, milk is over $5 a gallon at Walmart.
[00:19:13.300 --> 00:19:17.300]   But at CVS this week, you can get it for $2.79, and some weeks I get it for $1.79.
[00:19:17.300 --> 00:19:18.300]   Really?
[00:19:18.300 --> 00:19:20.300]   So why would I go to Walmart?
[00:19:20.300 --> 00:19:25.300]   And so it's not so much about – I don't want to train people to become these frugal misers.
[00:19:25.300 --> 00:19:27.300]   I don't really like that so much.
[00:19:27.300 --> 00:19:30.300]   I don't like that image, and that doesn't really fit for me.
[00:19:30.300 --> 00:19:36.300]   But I do like having knowledge of everything so that I can make conscious decisions.
[00:19:36.300 --> 00:19:42.300]   And another objection, Josh, is that I'll hear commonly is people say, "Well, it's just not worth my time.
[00:19:42.300 --> 00:19:45.300]   I can't get excited about a $0.50 coupon."
[00:19:45.300 --> 00:19:53.300]   And the reality is that if you spend a little bit of time in research, just like before you'd buy a car, you would obviously do your research.
[00:19:53.300 --> 00:19:58.300]   Hopefully before you go on vacation, you're going to do a little research so that you could have the best experience.
[00:19:58.300 --> 00:20:03.300]   We're talking about a $700, $800 line item on your budget.
[00:20:03.300 --> 00:20:06.300]   For heaven's sake, people, this is a big-ticket item.
[00:20:06.300 --> 00:20:08.300]   Do a little bit of research at home.
[00:20:08.300 --> 00:20:09.300]   Guess what?
[00:20:09.300 --> 00:20:16.300]   You're going to end up saving $50 an hour or more for your time, and for most people, that's worth it.
[00:20:16.300 --> 00:20:24.300]   I'll give you the financial formula that I always use just for – in my own calculation is I use the financial independence formula.
[00:20:24.300 --> 00:20:31.300]   And so let's assume that by exercising – well, I mean what do you think?
[00:20:31.300 --> 00:20:35.300]   Do I need to spend an extra hour or two hours a week to save a couple hundred bucks a month?
[00:20:35.300 --> 00:20:43.300]   Like how much time would you think I need to save to save – I need to invest in learning skills and changing my behavior in order to save $200 a month on my grocery bill?
[00:20:43.300 --> 00:20:50.300]   Yeah, so at the very least, we kind of look at how much time do you have – are you willing to invest?
[00:20:50.300 --> 00:20:54.300]   I'd say the first 30 minutes are your most valuable.
[00:20:54.300 --> 00:20:58.300]   And so you will make the most money for that first 30 minutes.
[00:20:58.300 --> 00:21:06.300]   And that's where I could easily say you'd earn $60, $70 an hour because you're identifying where the major discounts are.
[00:21:06.300 --> 00:21:10.300]   You're going to use the coupons that are associated with those discounts.
[00:21:10.300 --> 00:21:13.300]   You're going to save a lot of money on those items.
[00:21:13.300 --> 00:21:14.300]   But here's the thing.
[00:21:14.300 --> 00:21:26.300]   If you just discovered how to get Cheerios for free and you took a minute and a half, two minutes, three minutes maybe, and you printed off – you were able to – let's say you have three computers in the home.
[00:21:26.300 --> 00:21:33.300]   And so you printed off two – let's see, six – a total of six coupons that gave you a total of $4 savings.
[00:21:33.300 --> 00:21:36.300]   Let's say you normally buy your Cheerios at $4 a box.
[00:21:36.300 --> 00:21:39.300]   So now you're buying $24 worth of Cheerios.
[00:21:39.300 --> 00:21:40.300]   You got them for free.
[00:21:40.300 --> 00:21:47.300]   You just saved $24 for let's say a total of five minutes, maybe 10 minutes.
[00:21:47.300 --> 00:21:50.300]   So $24 for 10 minutes worth of work.
[00:21:50.300 --> 00:21:57.300]   So you're going to identify the stuff that you're most excited about and how we rank things at Savings Ingenuity.
[00:21:57.300 --> 00:22:06.300]   It's really hard to find this and we're one of the only sites that do this is we rank all of the deals in order of the best deal, absolute best deals to the worst deal.
[00:22:06.300 --> 00:22:12.300]   So at the very least, even if you just cherry-picked all the best deals, like if you figured out, oh, well, here's the free stuff.
[00:22:12.300 --> 00:22:14.300]   I just want to go get the free stuff.
[00:22:14.300 --> 00:22:19.300]   Like CVS is giving away bags of Epsom salt for free.
[00:22:19.300 --> 00:22:23.300]   You know, just it's weird stuff that you do want to have in the house.
[00:22:23.300 --> 00:22:26.300]   You may not necessarily need that week, but you want to have it for the future.
[00:22:26.300 --> 00:22:31.300]   You don't need six boxes of Cheerios right away, but over the next six months, you will.
[00:22:31.300 --> 00:22:35.300]   And so that is how this really starts to add up.
[00:22:35.300 --> 00:22:39.300]   Now, as you continue to go, then it's kind of the law of diminishing returns.
[00:22:39.300 --> 00:22:42.300]   So I'd say the first hour is generally very, very good.
[00:22:42.300 --> 00:22:46.300]   Everything beyond that, I think you'd start to lose value.
[00:22:46.300 --> 00:22:58.300]   So the extreme couponers, for example, if you've ever seen that dumb TV show, the first – what you don't know is they're spending 20, 25 hours a week in order to do that.
[00:22:58.300 --> 00:23:03.300]   And at the end of the 20, 25 hours, they get $600 or something like that.
[00:23:03.300 --> 00:23:05.300]   And I don't know.
[00:23:05.300 --> 00:23:10.300]   You start to look at the per hour rate, and it's not as great after a while.
[00:23:10.300 --> 00:23:14.300]   Well, where I was going actually, and I'm glad you took the time to explain that.
[00:23:14.300 --> 00:23:15.300]   That's a good answer.
[00:23:15.300 --> 00:23:20.300]   I'll give you kind of how I think about it, which is completely a different way of framing the discussion.
[00:23:20.300 --> 00:23:34.300]   I use the financial independence formula of how much can I cut off my expenses by – so if I can substitute skill instead of spending money, that reduces the amount of money that I need in order to maintain my lifestyle.
[00:23:34.300 --> 00:23:38.300]   So let's assume that I'm currently spending $600 a month on groceries.
[00:23:38.300 --> 00:23:50.300]   And if I can apply some level of skill and knowledge and ability to reduce that bill by $200 a month, then I take that and I multiply that $200 a month.
[00:23:50.300 --> 00:23:53.300]   For a monthly expense, I just multiply it times 300.
[00:23:53.300 --> 00:23:56.300]   And just for the listening audience, that's a simple rule of thumb.
[00:23:56.300 --> 00:24:08.300]   It's not perfect, but it's a useful rule of thumb based upon the 4% rule that we've talked about many times on the show of how much capital would I need invested in order to provide a cash flow of $200 per month.
[00:24:08.300 --> 00:24:14.300]   So I take $200 a month, and I just multiply it times 300, and that gives me $60,000.
[00:24:14.300 --> 00:24:27.300]   So if I want to be financially independent and I want to be independent into perpetuity, then I need $60,000 of capital invested to give me $200 of cash flow to then buy my groceries.
[00:24:27.300 --> 00:24:37.300]   So now I look at my savings rate and I say, "How long does it take me to be able to effectively successfully save the $60,000?"
[00:24:37.300 --> 00:25:00.300]   And remember that needs to be net of tax, so let's say – and I don't know, but maybe I need to earn – depending on what state you're in, what your tax rate is, things like that – but maybe I need to earn $75,000, $80,000, or $90,000 pre-tax gross in order to pay my employment taxes, pay my income taxes, pay all of the costs in order to save the $60,000.
[00:25:00.300 --> 00:25:13.300]   And so the question would be, "Is it easier and more effective for me to spend some time developing the skill to reduce my bill by $200, or is it easier and more effective for me just to simply save the extra $60,000?"
[00:25:13.300 --> 00:25:36.300]   For most people, I would dare say, and most people in middle-class Western societies, it's going to be a much better investment of time to learn how to substitute some skill to save the $200 and be able to get the same on less than it is to work to be able to accumulate the extra $60,000 to cover those expenses.
[00:25:36.300 --> 00:25:47.300]   Wow. I love those numbers, Josh. I love that. I absolutely love that. And I'm going to steal that and use that, because that is huge.
[00:25:47.300 --> 00:26:01.300]   Steal it and use it all over, because this is the key that I see to financial independence, is people oftentimes – we look at savings on a very small scale, and we look at savings and we say, "Well, what does $200 matter?"
