
[00:00:00.000 --> 00:00:04.000]   (music)
[00:06:07.000 --> 00:06:27.000]   So, justification is experienced once for all as the launching pad into the joy of the Holy Spirit, and that launch is by faith, which itself includes an element of joy, namely treasuring Christ.
[00:06:27.000 --> 00:06:35.000]   Third, in sanctification, joy is tasted throughout this life.
[00:06:35.000 --> 00:06:45.000]   So, you can see the difference between propitiation, justification, and glorification, because in each of those I speak of something happening once for all.
[00:06:45.000 --> 00:06:59.000]   Propitiation is not a process. Justification is not a process. Glorification could be seen as a process, an eternal process of ever-increasing joy from fullness to fullness.
[00:06:59.000 --> 00:07:11.000]   But when we are raised from the dead at Christ's return, we don't enter into a process from defect to betterment.
[00:07:11.000 --> 00:07:18.000]   We're not always getting out of defects a thousand years after we were raised from the dead.
[00:07:18.000 --> 00:07:29.000]   But sanctification, beginning from the launching pad of justification, is a process of increasing holiness, goodness, righteousness, love.
[00:07:29.000 --> 00:07:40.000]   And right at the heart of that progressive experience is the essential reality of joy in Christ.
[00:07:40.000 --> 00:07:59.000]   And I call it an essential reality in the process because it is joy in God that severs the root of sin, which is what sanctification is, and makes it possible to grow in holiness.
[00:07:59.000 --> 00:08:12.000]   Joy is not ancillary to sanctification. It's not an add-on to sanctification. It's an essential weapon by which we put sin to death.
[00:08:12.000 --> 00:08:20.000]   Hebrews 12, 2 says that Christ endured the cross, which is the most loving act that's ever been done in the history of the universe.
[00:08:20.000 --> 00:08:36.000]   Christ endured the cross for the joy that was set before him. In other words, Christ had tasted the fullness of the joy that lay on the other side of suffering.
[00:08:36.000 --> 00:08:52.000]   And this taste assured him that the joy that he anticipated was worth anything to get it, including the suffering of the cross, for us to take us with him into that joy.
[00:08:52.000 --> 00:09:01.000]   Now, that's exactly the way the book of Hebrews argues that we should be willing to suffer in the cause of compassion and love.
[00:09:01.000 --> 00:09:13.000]   Paul, in fact, in another place puts it like this, 2 Corinthians 8, 2, "Their abundance of joy overflowed in a wealth of generosity."
[00:09:13.000 --> 00:09:25.000]   That's what sanctification looks like. Joy liberating us from the lies of sin and overflowing in love to people.
[00:09:25.000 --> 00:09:35.000]   So, number four, finally, glorification. In glorification, joy is perfected once for all.
[00:09:35.000 --> 00:09:41.000]   Romans 8, 17 says, "If we suffer with Christ, we will be glorified with him."
[00:09:41.000 --> 00:10:01.000]   Glorification is the final perfected condition when all suffering is behind us. Our joy will be perfected because it will be the very joy of God himself in us.
[00:10:01.000 --> 00:10:09.000]   Jesus says, "Enter into the joy of your master," meaning me, the Son of God.
[00:10:09.000 --> 00:10:21.000]   It will be perfected because Psalm 1611 says, "In his presence is fullness of joy, at his right hand are pleasures forevermore."
[00:10:21.000 --> 00:10:27.000]   So, full and forever is what I mean by perfected.
[00:10:27.000 --> 00:10:35.000]   There will be no more restraints from a fallen, imperfect body and mind.
[00:10:35.000 --> 00:10:53.000]   We will be given all the physical and emotional and mental and spiritual capacities to experience the immeasurable voltage of ecstasy that comes from seeing and savoring God.
[00:10:53.000 --> 00:11:15.000]   And lest you think that the emphasis on the perfection of our own joy somehow displaces or distracts from or diminishes the glory of God himself as central in the new world, remember this.
[00:11:15.000 --> 00:11:22.000]   God is most glorified in us when we are most satisfied in him.
[00:11:22.000 --> 00:11:30.000]   Our satisfaction is not self-centered. It is God-centered.
[00:11:30.000 --> 00:11:32.000]   Our joy is in God.
[00:11:32.000 --> 00:11:42.000]   And therefore, our joy reflects the value of God and the beauty of God and the greatness of God.
[00:11:42.000 --> 00:11:53.000]   That great end is where propitiation and justification and sanctification and glorification are all leading.
[00:11:53.000 --> 00:11:59.000]   The immeasurable voltage of our God-centered joy. I love that. Thank you, Pastor Judd.
[00:11:59.000 --> 00:12:03.000]   And thank you for listening. Today you can ask a question of your own.
[00:12:03.000 --> 00:12:09.000]   You can search through or browse all 1,600 of our past episodes or subscribe to the podcast.
[00:12:09.000 --> 00:12:15.000]   You can do all of that at DesiringGod.org/AskPastorJohn.
[00:12:15.000 --> 00:12:19.000]   I am your host Tony Reinke. We'll see you back here on Wednesday.
[00:12:19.000 --> 00:12:21.000]   (end)
[00:12:21.000 --> 00:12:23.000]   (music)
[00:12:23.000 --> 00:12:25.000]   (music)
[00:12:25.000 --> 00:12:35.000]   [BLANK_AUDIO]

