
[00:00:00.000 --> 00:00:06.120]   Welcome back everyone.
[00:11:18.920 --> 00:11:21.080]   a causal inference method,
[00:11:21.080 --> 00:11:23.960]   and I still have a smiley under improved models.
[00:11:23.960 --> 00:11:26.720]   I have not substantiated that for you next,
[00:11:26.720 --> 00:11:28.760]   but that is the next task under
[00:11:28.760 --> 00:11:31.860]   the heading of interchange intervention training.
[00:11:31.860 --> 00:11:35.360]   Let's turn to that now, IIT.
[00:11:35.360 --> 00:11:38.360]   The method is quite simple and builds
[00:11:38.360 --> 00:11:42.120]   directly on causal abstraction with interchange interventions.
[00:11:42.120 --> 00:11:44.840]   Here's a summary diagram of
[00:11:44.840 --> 00:11:48.120]   interchange intervention using our addition example,
[00:11:48.120 --> 00:11:50.800]   with the one twist that you'll notice that
[00:11:50.800 --> 00:11:55.140]   my intervention now for L3 has led to an incorrect result.
[00:11:55.140 --> 00:11:58.720]   We wanted 14 and we got four.
[00:11:58.720 --> 00:12:01.360]   We have in some sense shown that
[00:12:01.360 --> 00:12:03.520]   our hypothesized alignment between
[00:12:03.520 --> 00:12:05.640]   these variables is not correct.
[00:12:05.640 --> 00:12:09.680]   But I think you can also see in here an opportunity to do better.
[00:12:09.680 --> 00:12:12.680]   We can correct this misalignment if we want to.
[00:12:12.680 --> 00:12:15.080]   After all, we know what the label
[00:12:15.080 --> 00:12:18.160]   should have been and we know what it was.
[00:12:18.160 --> 00:12:21.280]   That gives us a gradient signal that we can
[00:12:21.280 --> 00:12:24.920]   use to update the parameters of this model and make it
[00:12:24.920 --> 00:12:29.860]   more conform to our underlying causal model under this alignment.
[00:12:29.860 --> 00:12:31.360]   Let's see how that would play out.
[00:12:31.360 --> 00:12:33.840]   We get our error signal and that flows back as
[00:12:33.840 --> 00:12:38.080]   usual to the hidden states L1, L2, and L3.
[00:12:38.080 --> 00:12:43.080]   For L1, the gradients flow back as usual to the input states.
[00:12:43.080 --> 00:12:45.480]   The same thing is true for L2.
[00:12:45.480 --> 00:12:48.780]   But for L3, we have a more complicated update.
[00:12:48.780 --> 00:12:52.800]   We have literally copied over the full computation graph in
[00:12:52.800 --> 00:12:56.720]   the PyTorch sense including all the gradient information.
[00:12:56.720 --> 00:13:00.560]   What we get for L3 is a double update coming from
[00:13:00.560 --> 00:13:03.800]   our current example as well as the source example,
[00:13:03.800 --> 00:13:06.520]   which also processed that representation.
[00:13:06.520 --> 00:13:08.260]   We get a double update.
[00:13:08.260 --> 00:13:11.360]   The result of repeatedly performing
[00:13:11.360 --> 00:13:14.160]   these IIT updates on these models using
[00:13:14.160 --> 00:13:17.340]   the causal model for the labels as we've done here,
[00:13:17.340 --> 00:13:21.000]   is that we push the model to modularize information
[00:13:21.000 --> 00:13:25.000]   about S1 in this case in the L3 variable.
[00:13:25.000 --> 00:13:29.200]   The importance of alignments falls away and the emphasis
[00:13:29.200 --> 00:13:31.120]   here is on actually pushing models,
[00:13:31.120 --> 00:13:33.360]   improving them by making them
[00:13:33.360 --> 00:13:35.440]   have the causal structure that we have
[00:13:35.440 --> 00:13:38.600]   hypothesized in the hopes that they will then perform in
[00:13:38.600 --> 00:13:43.640]   more systematic ways and be better at the tasks we've set for them.
[00:13:43.640 --> 00:13:46.960]   Findings from IIT.
[00:13:46.960 --> 00:13:51.440]   We showed that IIT achieve state-of-the-art results on
[00:13:51.440 --> 00:13:54.560]   that MNIST pointer value retrieval task that I mentioned before,
[00:13:54.560 --> 00:13:55.760]   as well as ReScan,
[00:13:55.760 --> 00:13:58.660]   which is a grounded language understanding benchmark.
[00:13:58.660 --> 00:14:04.000]   We also showed that IIT can be used as a distillation objective,
[00:14:04.000 --> 00:14:06.640]   where essentially what we do is distill
[00:14:06.640 --> 00:14:08.720]   teacher models into student models,
[00:14:08.720 --> 00:14:12.280]   forcing them not only to conform in their input-output behavior,
[00:14:12.280 --> 00:14:14.680]   but also conform at the level of
[00:14:14.680 --> 00:14:17.060]   their internal representations under
[00:14:17.060 --> 00:14:19.900]   the counterfactuals that we create for IIT.
[00:14:19.900 --> 00:14:21.840]   This is exciting to me because I think it's
[00:14:21.840 --> 00:14:25.560]   a powerful distillation method and it also shows you that
[00:14:25.560 --> 00:14:29.480]   the causal model that we use for IIT can be quite abstract.
[00:14:29.480 --> 00:14:32.780]   In this case, it's just a high-level constraint on what we
[00:14:32.780 --> 00:14:36.600]   want the teacher and student models to look like.
[00:14:36.600 --> 00:14:39.760]   We also showed that IIT can be used to induce
[00:14:39.760 --> 00:14:42.280]   internal representations of characters in
[00:14:42.280 --> 00:14:45.760]   language models that are based in subword tokenization.
[00:14:45.760 --> 00:14:47.760]   We showed that this helps with a variety
[00:14:47.760 --> 00:14:50.060]   of character level games and tasks.
[00:14:50.060 --> 00:14:52.860]   This is IIT being used to strike a balance.
[00:14:52.860 --> 00:14:56.240]   Subword models seem to be our best language models,
[00:14:56.240 --> 00:15:00.000]   but we have tasks that require knowledge of characters.
[00:15:00.000 --> 00:15:02.640]   What we do with IIT is imbue these models with
[00:15:02.640 --> 00:15:06.560]   knowledge of characters in their internal states.
[00:15:06.560 --> 00:15:09.760]   Finally, we recently used IIT to create
[00:15:09.760 --> 00:15:13.280]   concept level methods for explaining model behavior.
[00:15:13.280 --> 00:15:16.160]   That's a technique that we call causal proxy models,
[00:15:16.160 --> 00:15:20.960]   and it essentially leverages the core insight of IIT.
[00:15:20.960 --> 00:15:24.840]   Again, we have this course notebook, IIT equality.
[00:15:24.840 --> 00:15:27.960]   It covers abstraction analyses and then also shows
[00:15:27.960 --> 00:15:31.920]   you how to train models in this IIT mode.
[00:15:31.920 --> 00:15:34.320]   We can return to our scorecard.
[00:15:34.320 --> 00:15:36.640]   Now I have smileys across the board,
[00:15:36.640 --> 00:15:39.840]   and I claim that I have justified all of those smileys.
[00:15:39.840 --> 00:15:43.280]   I feel that this does point to intervention-based methods as
[00:15:43.280 --> 00:15:45.200]   the best bet we have for
[00:15:45.200 --> 00:15:49.840]   deeply understanding how NLP models work.
[00:15:49.840 --> 00:15:59.840]   [BLANK_AUDIO]

