
[00:00:00.000 --> 00:00:03.080]   (projector whirring)
[00:13:14.300 --> 00:13:15.860]   It's not real. - It's hard to, yes.
[00:13:15.860 --> 00:13:18.020]   It's not like there's a dollar for dollar,
[00:13:18.020 --> 00:13:20.100]   this is why the stock market grows over time
[00:13:20.100 --> 00:13:21.700]   and your wealth compounds, right?
[00:13:21.700 --> 00:13:23.940]   You hope that you have more money at the end of it
[00:13:23.940 --> 00:13:25.460]   than you put in.
[00:13:25.460 --> 00:13:27.940]   But yes, I'm willing to say
[00:13:27.940 --> 00:13:29.460]   I'm team Josh and team Michael here.
[00:13:29.460 --> 00:13:30.660]   They're both right.
[00:13:30.660 --> 00:13:32.060]   - I highlighted one line
[00:13:32.060 --> 00:13:34.420]   that I thought was a super hot take from that article.
[00:13:34.420 --> 00:13:35.740]   It says, "Buy and hold is painted
[00:13:35.740 --> 00:13:37.940]   "as the informed, responsible, pro-American thing
[00:13:37.940 --> 00:13:39.320]   "to do with a portfolio,
[00:13:39.320 --> 00:13:41.120]   "but in terms of financial stability,
[00:13:41.120 --> 00:13:44.360]   "it can actually be very destructive behavior."
[00:13:44.360 --> 00:13:45.520]   Isn't that a hot take?
[00:13:45.520 --> 00:13:46.360]   It sounds like a hot take to me.
[00:13:46.360 --> 00:13:47.900]   - A little bit, yeah, we'll take it.
[00:13:47.900 --> 00:13:48.860]   All right, let's do another one.
[00:13:48.860 --> 00:13:50.220]   - Okay.
[00:13:50.220 --> 00:13:52.360]   Up next, we have a question from Ben.
[00:13:53.300 --> 00:13:55.500]   "Question about changing risk tolerance.
[00:13:55.500 --> 00:13:58.640]   "I've been invested fairly conservatively for my age,
[00:13:58.640 --> 00:14:02.040]   "age 40, at about 50/50 bonds and stocks.
[00:14:02.040 --> 00:14:03.520]   "I've been through a few bear markets
[00:14:03.520 --> 00:14:06.720]   "as I started saving seriously just before the GFC
[00:14:06.720 --> 00:14:08.360]   "and feel more comfortable hanging on
[00:14:08.360 --> 00:14:10.440]   "through awful markets like we're in.
[00:14:10.440 --> 00:14:12.920]   "I stressed out during the GFC,
[00:14:12.920 --> 00:14:14.960]   "but held on and my stomach is getting stronger
[00:14:14.960 --> 00:14:16.620]   "each time I go through a downturn.
[00:14:16.620 --> 00:14:18.600]   "My question is, if I'm more comfortable
[00:14:18.600 --> 00:14:21.520]   "hanging in there with a relatively conservative portfolio,
[00:14:21.520 --> 00:14:23.100]   "is this a good opportunity to rebalance
[00:14:23.100 --> 00:14:24.360]   "and dial it up a bit?
[00:14:24.360 --> 00:14:25.940]   "Maybe more of a growth portfolio
[00:14:25.940 --> 00:14:28.520]   "of 75/25 stocks to bonds?
[00:14:28.520 --> 00:14:30.700]   "This is all long-term blue hair retirement money,
[00:14:30.700 --> 00:14:33.020]   "mainly index funds, diversified, et cetera.
[00:14:33.020 --> 00:14:34.560]   "Job is stable and all that.
[00:14:34.560 --> 00:14:35.540]   "Thanks a ton.
[00:14:35.540 --> 00:14:37.660]   "Also for our super young people,
[00:14:37.660 --> 00:14:40.140]   "GFC is global financial crisis."
[00:14:40.140 --> 00:14:41.140]   - Yeah, that's pretty crazy
[00:14:41.140 --> 00:14:42.460]   that someone might not know that.
[00:14:42.460 --> 00:14:45.220]   I'm sorry, but it's fair.
[00:14:45.220 --> 00:14:46.140]   We're old, Duncan.
[00:14:46.140 --> 00:14:48.140]   All right, so this is essentially an over-rebalance, right?
[00:14:48.140 --> 00:14:49.500]   I actually think a bear market is a better time
[00:14:49.500 --> 00:14:50.480]   to do this than a bull market
[00:14:50.480 --> 00:14:51.540]   if you're gonna take more risk,
[00:14:51.540 --> 00:14:52.500]   but you have to still be careful
[00:14:52.500 --> 00:14:53.540]   'cause you don't know if there's another leg
[00:14:53.540 --> 00:14:54.380]   coming down at some point.
[00:14:54.380 --> 00:14:55.540]   But asset allocation is definitely
[00:14:55.540 --> 00:14:57.300]   one of the most important decisions
[00:14:57.300 --> 00:14:58.820]   that you have to make as an investor.
[00:14:58.820 --> 00:15:00.260]   And this is something we spend a lot of time
[00:15:00.260 --> 00:15:01.180]   with clients on.
[00:15:01.180 --> 00:15:03.800]   So I wanted to bring one of our financial advisors on here
[00:15:03.800 --> 00:15:04.640]   to give some guidance
[00:15:04.640 --> 00:15:05.780]   on how they handle these type of situations
[00:15:05.780 --> 00:15:08.540]   'cause not all portfolios are set it and forget it.
[00:15:08.540 --> 00:15:10.100]   There are times when you can switch,
[00:15:10.100 --> 00:15:11.340]   whether it's your risk profile
[00:15:11.340 --> 00:15:13.160]   or your circumstances or money changing.
[00:15:13.160 --> 00:15:15.340]   So Alex Palumbo, actually one of the first advisors
[00:15:15.340 --> 00:15:18.480]   we brought into Ritholtz Wealth back in what, 2016, Alex?
[00:15:18.480 --> 00:15:20.900]   - January 17th, 2016.
[00:15:20.900 --> 00:15:21.740]   But who's counting?
[00:15:21.740 --> 00:15:23.620]   - Same day as Bill Sweet.
[00:15:23.620 --> 00:15:24.460]   - Okay.
[00:15:24.460 --> 00:15:25.300]   So I was a few months before you guys.
[00:15:25.300 --> 00:15:26.140]   - Shut up, Bill.
[00:15:26.140 --> 00:15:26.960]   - He's an OG.
[00:15:26.960 --> 00:15:27.800]   He's been here for a while.
[00:15:27.800 --> 00:15:29.620]   - Can I shut up, Bill, real quick?
[00:15:29.620 --> 00:15:30.460]   - If you want.
[00:15:30.460 --> 00:15:33.500]   - So I want a controversial hot take here.
[00:15:33.500 --> 00:15:37.100]   Bill and I actually came up with this exact show idea
[00:15:37.100 --> 00:15:39.780]   four years ago and we got shut down.
[00:15:39.780 --> 00:15:41.420]   So then you copied us.
[00:15:41.420 --> 00:15:42.500]   So right now we're in the process
[00:15:42.500 --> 00:15:44.140]   of filing a class action lawsuit.
[00:15:44.140 --> 00:15:44.980]   I wanted to let you know,
[00:15:44.980 --> 00:15:47.220]   and my attorney's gonna reach out to you after the show.
[00:15:47.220 --> 00:15:48.140]   I just wanted to give you a heads up on that.
[00:15:48.140 --> 00:15:49.740]   - Okay, remove his feet, John.
[00:15:49.740 --> 00:15:50.580]   That's how you get him out of here.
[00:15:50.580 --> 00:15:51.900]   - Yeah, see you later, Alex.
[00:15:51.900 --> 00:15:53.300]   Nice talking to you.
[00:15:53.300 --> 00:15:55.100]   Okay, so Alex, a client's come to you and says,
[00:15:55.100 --> 00:15:58.380]   "Listen, I think I've been a little too defensive.
[00:15:58.380 --> 00:16:00.300]   "My risk profile, I can handle it.
[00:16:00.300 --> 00:16:01.900]   "I want to dial up my risk."
[00:16:01.900 --> 00:16:03.340]   How do you approach that conversation?
[00:16:03.340 --> 00:16:05.420]   How do you, and then if you agree with that and say,
[00:16:05.420 --> 00:16:06.560]   "Okay, we're gonna come to an understanding.
[00:16:06.560 --> 00:16:09.100]   "You're gonna go from 50/50 to 75/25 or 60/40,
[00:16:09.100 --> 00:16:10.260]   "whatever it is."
[00:16:10.260 --> 00:16:11.660]   How do you handle that transition,
[00:16:11.660 --> 00:16:13.620]   assuming it makes sense for their plan?
[00:16:13.620 --> 00:16:17.060]   - Right, so I think you hit the nail on the head here.
[00:16:17.060 --> 00:16:21.100]   It definitely, you prefer to hear this from a client
[00:16:21.100 --> 00:16:22.300]   when stocks are going down
[00:16:22.300 --> 00:16:23.740]   versus when stocks are going up, right?
[00:16:23.740 --> 00:16:26.440]   That's just like better investor behavior.
[00:16:26.440 --> 00:16:29.660]   But to this particular listener's question,
[00:16:29.660 --> 00:16:31.220]   he said he feels more comfortable hanging on
[00:16:31.220 --> 00:16:33.160]   through awful markets like we're in.
[00:16:33.160 --> 00:16:34.100]   Of course you do, right?
[00:16:34.100 --> 00:16:37.100]   You're in 50% bonds and that's really not the only time,
[00:16:37.100 --> 00:16:38.460]   but that's the main time
[00:16:38.460 --> 00:16:40.700]   that bonds actually show their benefit.
[00:16:40.700 --> 00:16:42.860]   We know that equities will 100% perform better
[00:16:42.860 --> 00:16:43.980]   in the long term.
[00:16:43.980 --> 00:16:47.540]   So objectively, of course, this is a good time.
[00:16:47.540 --> 00:16:50.460]   The one thing that I would take some caution in
[00:16:50.460 --> 00:16:52.500]   for this particular client, if it were a client,
[00:16:52.500 --> 00:16:55.340]   is that this person is 40 right now.
[00:16:55.340 --> 00:16:58.020]   Their dollar amount in terms of their investable portfolio
[00:16:58.020 --> 00:17:01.180]   is going to increase exponentially, not linearly.
[00:17:01.180 --> 00:17:05.420]   So like, yeah, you have 100, 200, 500K, 50K right now.
[00:17:05.420 --> 00:17:06.260]   By the time you're 50,
[00:17:06.260 --> 00:17:08.500]   you should have two to three X times the assets.
[00:17:08.500 --> 00:17:11.300]   And in that concept, the drawdowns are more magnified,
[00:17:11.300 --> 00:17:13.260]   especially from a dollar perspective.
[00:17:13.260 --> 00:17:15.460]   So yes, this is objectively a good time.
[00:17:15.460 --> 00:17:17.880]   - I do think that's an important point as you age.
[00:17:17.880 --> 00:17:20.200]   Even if your portfolio is a little more defensive,
[00:17:20.200 --> 00:17:21.280]   because you have more money,
[00:17:21.280 --> 00:17:23.860]   it could take a smaller drawdown percentage terms,
[00:17:23.860 --> 00:17:25.600]   and in money terms, it's gonna hurt a lot more, right?
[00:17:25.600 --> 00:17:26.440]   I think that is something
[00:17:26.440 --> 00:17:27.780]   that a lot of people don't think through,
[00:17:27.780 --> 00:17:29.580]   the differences between percentages and dollars.
[00:17:29.580 --> 00:17:32.180]   That can make things way more painful.
[00:17:32.180 --> 00:17:34.540]   - You cannot believe the amount of conversations I have
[00:17:34.540 --> 00:17:37.500]   with retired clients with, you know, five, $10 million.
[00:17:37.500 --> 00:17:40.340]   They're like, "Do you see how much money I lost?"
[00:17:40.340 --> 00:17:42.300]   And it's no fault to them.
[00:17:42.300 --> 00:17:45.700]   And I'm like, you have to try to focus on the percentages.
[00:17:45.700 --> 00:17:48.260]   If only from a behavioral and psychological perspective,
[00:17:48.260 --> 00:17:49.340]   it's so much easier to be like,
[00:17:49.340 --> 00:17:50.900]   "Hey, I'm up 15% last year.
[00:17:50.900 --> 00:17:52.420]   "I'm down 8% this year."
[00:17:52.420 --> 00:17:53.900]   Once you start looking at the dollar amounts,
[00:17:53.900 --> 00:17:56.780]   if you're down 10% with $10 million,
[00:17:56.780 --> 00:17:59.500]   you are on paper just lost a million dollars.
[00:17:59.500 --> 00:18:00.940]   And if you have no income coming in,
[00:18:00.940 --> 00:18:03.020]   it's really painful to deal with.
[00:18:03.020 --> 00:18:06.540]   The last thing I'll mention to this particular listener
[00:18:06.540 --> 00:18:09.020]   and commenter and questionnaire,
[00:18:09.020 --> 00:18:11.420]   is that working with an advisor helps with this a lot.
[00:18:11.420 --> 00:18:12.900]   I've seen this time and time again,
[00:18:12.900 --> 00:18:15.660]   is that if you're managing your own assets,
[00:18:15.660 --> 00:18:18.660]   going from 50/50 to 60/40 seems like a big leap.
[00:18:18.660 --> 00:18:21.700]   But if you have an elite or competent team behind you,
[00:18:21.700 --> 00:18:23.780]   who's managing the portfolios for you,
[00:18:23.780 --> 00:18:25.980]   who can add context to your situation
[00:18:25.980 --> 00:18:28.300]   and show you the ramifications of increasing risk
[00:18:28.300 --> 00:18:30.220]   over the short, intermediate, long-term,
[00:18:30.220 --> 00:18:32.860]   it's much easier to deal with a more risky
[00:18:32.860 --> 00:18:36.420]   slash more volatile slash more equity-heavy portfolio.
[00:18:36.420 --> 00:18:37.260]   - Yeah, I agree.
[00:18:37.260 --> 00:18:38.980]   And by the way- - Plug for Red Hole 12.
[00:18:38.980 --> 00:18:41.420]   - Yeah, and you saying that you came up
[00:18:41.420 --> 00:18:42.660]   with the idea for Portfolio Rescue
[00:18:42.660 --> 00:18:45.260]   is kind of like the Winklevi twins
[00:18:45.260 --> 00:18:46.540]   saying they can't get up with Facebook.
[00:18:46.540 --> 00:18:47.940]   I mean, come on, right, Duncan?
[00:18:47.940 --> 00:18:49.300]   He's trying to- - Yeah.
[00:18:49.300 --> 00:18:51.860]   Yeah, or Grantham saying he called the spare market
[00:18:51.860 --> 00:18:53.420]   back like eight years ago. - I kinda wish that
[00:18:53.420 --> 00:18:55.100]   the Winklevoss did come up with Facebook.
[00:18:55.100 --> 00:18:56.020]   I mean, did you watch the movie?
[00:18:56.020 --> 00:18:57.620]   It was pretty clear that Zuckerberg stole it,
[00:18:57.620 --> 00:18:59.700]   but I don't want our whole thing to get shut down.
[00:18:59.700 --> 00:19:01.860]   - All right, let's do another one.
[00:19:01.860 --> 00:19:02.700]   - Okay.
[00:19:02.700 --> 00:19:06.460]   - This is the not to brag of the year so far, by the way.
[00:19:06.460 --> 00:19:08.620]   - Yeah, no, this one actually had me thinking
[00:19:08.620 --> 00:19:11.500]   that we need to add a button, a not to brag sound effect,
[00:19:11.500 --> 00:19:13.460]   and so we might actually do that.
[00:19:13.460 --> 00:19:16.060]   So this one is, "My wife and I received,"
[00:19:16.060 --> 00:19:17.340]   I've never heard of anything like this,
[00:19:17.340 --> 00:19:19.700]   but let us know in the chat if you've heard of this.
[00:19:19.700 --> 00:19:22.100]   "My wife and I received an unexpected wedding gift
[00:19:22.100 --> 00:19:25.440]   "of $200,000 in Microsoft stock.
[00:19:25.440 --> 00:19:27.600]   "As a general rule, I don't own individual stocks,
[00:19:27.600 --> 00:19:29.640]   "and the bogel in me wants to transform this
[00:19:29.640 --> 00:19:31.340]   "into a diversified index.
[00:19:31.340 --> 00:19:34.000]   "However, I don't want to create a large tax event
[00:19:34.000 --> 00:19:35.440]   "just to hold equities.
[00:19:35.440 --> 00:19:37.860]   "My thought is to slowly diversify over time,
[00:19:37.860 --> 00:19:40.660]   "sell 5% per month, considering that Microsoft
[00:19:40.660 --> 00:19:42.900]   "is a relatively stable blue chip.
[00:19:42.900 --> 00:19:45.960]   "Is it better to rip the Band-Aid off all at once?
[00:19:45.960 --> 00:19:48.600]   "Is there another creative solution that I'm not considering?
[00:19:48.600 --> 00:19:49.940]   "To further complicate the issue,
[00:19:49.940 --> 00:19:53.000]   "about 40% of this might be used as a down payment
[00:19:53.000 --> 00:19:55.220]   "for a house in the next few years."
[00:19:55.220 --> 00:19:56.060]   - All right, this is from Adrian.
[00:19:56.060 --> 00:19:58.740]   - Good job, I mean, you really lucked out with that.
[00:19:58.740 --> 00:19:59.580]   - This is from Adrian.
[00:19:59.580 --> 00:20:01.180]   "Who the hell did you invite to your wedding
[00:20:01.180 --> 00:20:02.220]   "that gave you $200,000?"
[00:20:02.220 --> 00:20:03.120]   Alex.
[00:20:03.120 --> 00:20:05.540]   Alex is gonna get married in what, two weeks, Alex?
[00:20:05.540 --> 00:20:06.620]   - 15 days, but who's counting?
[00:20:06.620 --> 00:20:07.460]   - 15 days.
[00:20:07.460 --> 00:20:11.740]   I'm gonna give you $75 in VTI stock for your wedding, okay?
[00:20:11.740 --> 00:20:13.460]   I know it's not Twitter, K and Microsoft, but.
[00:20:13.460 --> 00:20:16.060]   - That's more than what you've given me so far, so.
[00:20:16.060 --> 00:20:19.100]   - I think I got like a ladle and some steak knives
[00:20:19.100 --> 00:20:20.940]   from Bed Bath & Beyond for my wedding.
[00:20:20.940 --> 00:20:21.760]   This is awesome.
[00:20:21.760 --> 00:20:23.420]   Now, great problem to have.
[00:20:23.420 --> 00:20:24.660]   Not a bad way to start out as a new layabouts.
[00:20:24.660 --> 00:20:26.700]   Alex, I know that you've had a lot of clients come to you
[00:20:26.700 --> 00:20:28.220]   with concentrated stock positions,
[00:20:28.220 --> 00:20:29.620]   whether they work for a company,
[00:20:29.620 --> 00:20:31.940]   they have Amazon shares or Google shares, whatever it is,
[00:20:31.940 --> 00:20:33.300]   or maybe we've had clients in the past
[00:20:33.300 --> 00:20:35.540]   who have invested in IPOs very early on
[00:20:35.540 --> 00:20:37.580]   and have huge capital gains,
[00:20:37.580 --> 00:20:39.060]   unrealized capital gains in these stocks,
[00:20:39.060 --> 00:20:40.380]   and they come to us and they say,
[00:20:40.380 --> 00:20:41.660]   "I know I needed to diversify
[00:20:41.660 --> 00:20:43.880]   "'cause I have 80 or 90% of my wealth in this one stock.
[00:20:43.880 --> 00:20:44.720]   "How do I do it?"
[00:20:44.720 --> 00:20:46.860]   So how do you typically structure these sales
[00:20:46.860 --> 00:20:48.620]   when you have a concentrated position to deal with
[00:20:48.620 --> 00:20:50.420]   from a tax perspective?
[00:20:50.420 --> 00:20:52.220]   - Yeah, this actually was a really great question.
[00:20:52.220 --> 00:20:54.500]   There's a lot of nuance here, and I have a ton to say.
[00:20:54.500 --> 00:20:56.660]   Shocker to you, Ben, I'm sure.
[00:20:56.660 --> 00:20:58.420]   I will say, I don't think this was that much of a brag,
[00:20:58.420 --> 00:21:01.220]   but wait until the next question, spoiler alert,
[00:21:01.220 --> 00:21:02.620]   for the big time brag.
[00:21:02.620 --> 00:21:06.040]   But to answer this, this is a really good question.
[00:21:06.040 --> 00:21:07.780]   So first of all, right off the bat,
[00:21:07.780 --> 00:21:10.500]   5% per month does sound like a reasonable strategy, right?
[00:21:10.500 --> 00:21:11.900]   Just like baseline.
[00:21:11.900 --> 00:21:14.460]   Here's the two things that really stood out to me
[00:21:14.460 --> 00:21:17.740]   in terms of concepts to consider.
[00:21:17.740 --> 00:21:18.980]   If you do this over two years,
[00:21:18.980 --> 00:21:19.860]   you're pretty much attempting
[00:21:19.860 --> 00:21:21.860]   to spread out your tax liability, right?
[00:21:21.860 --> 00:21:24.700]   However, if the stock is valued at $200,000,
[00:21:24.700 --> 00:21:27.300]   you just got married, you listened to Portfolio Rescue,
[00:21:27.300 --> 00:21:29.620]   assuming you're doing okay for yourself,
[00:21:29.620 --> 00:21:33.260]   you're most likely always gonna be in that 15% tax bracket
[00:21:33.260 --> 00:21:34.660]   in terms of the capital gains, right?
[00:21:34.660 --> 00:21:36.940]   So like, if you can sell some now
[00:21:36.940 --> 00:21:39.640]   within that 0% tax bracket, that's great.
[00:21:39.640 --> 00:21:40.960]   But I would take an educated guess
[00:21:40.960 --> 00:21:42.800]   that this married couple probably doesn't make
[00:21:42.800 --> 00:21:44.340]   that little of earned income
[00:21:44.340 --> 00:21:46.580]   to be at that 0% capital gains rate.
[00:21:46.580 --> 00:21:47.820]   - Well, here, how does this,
[00:21:47.820 --> 00:21:49.460]   so how does this complicate matters?
[00:21:49.460 --> 00:21:50.780]   Because they said 40% of it,
[00:21:50.780 --> 00:21:51.800]   they wanna use for a down payment.
[00:21:51.800 --> 00:21:54.860]   So does having a goal attached to it make you think,
[00:21:54.860 --> 00:21:56.940]   do you at least rip the bandaid off for that 40%
[00:21:56.940 --> 00:21:59.300]   and just sort of get that into something
[00:21:59.300 --> 00:22:00.260]   and then slowly with the rest?
[00:22:00.260 --> 00:22:01.340]   Does that make sense at all,
[00:22:01.340 --> 00:22:03.060]   where you're kind of doing a hybrid approach
[00:22:03.060 --> 00:22:05.100]   to dollar cost averaging out of this?
[00:22:05.100 --> 00:22:07.460]   - Yes, and I was, yes, of course it does.
[00:22:07.460 --> 00:22:09.620]   That, everything I was about to say
[00:22:09.620 --> 00:22:11.660]   gets thrown out the window when you wanna use this
[00:22:11.660 --> 00:22:14.440]   for a new home within the next few months.
[00:22:14.440 --> 00:22:16.260]   However, from working with clients,
[00:22:16.260 --> 00:22:18.320]   when you might wanna buy a home in a few months,
[00:22:18.320 --> 00:22:19.160]   that tends to be like,
[00:22:19.160 --> 00:22:21.940]   I'm not gonna buy a home for a few years.
[00:22:21.940 --> 00:22:24.320]   You don't want this money invested in an individual equity
[00:22:24.320 --> 00:22:26.140]   if you're gonna buy a home
[00:22:26.140 --> 00:22:29.360]   within the next three to nine months for obvious reasons.
[00:22:29.360 --> 00:22:32.000]   But the one thing I'll say regarding the taxes,
[00:22:32.000 --> 00:22:33.060]   these people are probably not gonna be
[00:22:33.060 --> 00:22:34.920]   in the 20% capital gains rate.
[00:22:34.920 --> 00:22:38.940]   So you're probably always gonna pay 15% capital gains tax
[00:22:38.940 --> 00:22:40.460]   on these sales.
[00:22:40.460 --> 00:22:43.220]   So you don't wanna let the tail wag the dog
[00:22:43.220 --> 00:22:45.580]   in the sense where it is good to space it out
[00:22:45.580 --> 00:22:47.380]   because you will have to pay taxes on this.
[00:22:47.380 --> 00:22:48.700]   That's a slight benefit.
[00:22:48.700 --> 00:22:50.740]   But one thing that's important to consider
[00:22:50.740 --> 00:22:52.660]   is over the next 20 months,
[00:22:52.660 --> 00:22:55.220]   if you sell like 5% of this stock over the next,
[00:22:55.220 --> 00:22:56.900]   5% over the next 20 months,
[00:22:56.900 --> 00:23:00.640]   there's almost 100% chance that that stock is gonna move
[00:23:00.640 --> 00:23:05.640]   much more than 5% differently than the index, right?
[00:23:05.640 --> 00:23:10.540]   And so you don't wanna let the proverbial tax tail
[00:23:10.540 --> 00:23:12.500]   walk the dog, that's what Bill always says.
[00:23:12.500 --> 00:23:15.100]   So keep that in mind is that Microsoft for better or worse
[00:23:15.100 --> 00:23:16.300]   is gonna perform much differently
[00:23:16.300 --> 00:23:18.420]   than the overall index most likely.
[00:23:18.420 --> 00:23:19.580]   And you're probably always gonna pay
[00:23:19.580 --> 00:23:21.220]   15% capital gains as well.
[00:23:21.220 --> 00:23:22.380]   Last thing I'll mention, Ben,
[00:23:22.380 --> 00:23:24.340]   'cause I know you don't like when I ramble
[00:23:24.340 --> 00:23:26.660]   is one thing I like doing for clients is like,
[00:23:26.660 --> 00:23:30.740]   don't sell in October, November, and December
[00:23:30.740 --> 00:23:31.700]   because you're like,
[00:23:31.700 --> 00:23:33.740]   let's say you sell something December 31st,
[00:23:33.740 --> 00:23:35.700]   you're guaranteed to pay capital gains on that
[00:23:35.700 --> 00:23:39.780]   unless you already have losses to offset this year.
[00:23:39.780 --> 00:23:40.740]   What I do a lot of the time,
[00:23:40.740 --> 00:23:42.540]   let's say we get a new client in like October
[00:23:42.540 --> 00:23:44.900]   and their portfolio isn't extremely risky
[00:23:44.900 --> 00:23:46.740]   or there's not a lot of nonsense going on.
[00:23:46.740 --> 00:23:49.880]   We'll wait until January 1st to recognize gains.
[00:23:49.880 --> 00:23:52.860]   That gives us 12 months to tax loss harvest on the portfolio.
[00:23:52.860 --> 00:23:55.200]   - You have a budget that you can work against basically
[00:23:55.200 --> 00:23:56.420]   for the rest of the year.
[00:23:56.420 --> 00:23:57.260]   - Exactly.
[00:23:57.260 --> 00:24:00.060]   So like sell 10% in July, August, September,
[00:24:00.060 --> 00:24:02.620]   stop and see if you can harvest losses from there.
[00:24:02.620 --> 00:24:03.860]   Now you might be thinking, Duncan,
[00:24:03.860 --> 00:24:05.100]   this is gonna be very difficult
[00:24:05.100 --> 00:24:06.820]   for your average retail investor.
[00:24:06.820 --> 00:24:08.300]   That's exactly why you work
[00:24:08.300 --> 00:24:10.100]   with a comprehensive financial planning firm
[00:24:10.100 --> 00:24:11.440]   who can execute all this for you.
[00:24:11.440 --> 00:24:13.620]   But in all serious, another RWM plug,
[00:24:13.620 --> 00:24:14.980]   there's a lot of nuance to this question
[00:24:14.980 --> 00:24:18.060]   that from like the layman eyes, you might not consider,
[00:24:18.060 --> 00:24:19.100]   but there's a lot going on here.
[00:24:19.100 --> 00:24:20.360]   And if you do it correctly,
[00:24:20.360 --> 00:24:22.260]   you can probably save yourself a lot of money
[00:24:22.260 --> 00:24:24.020]   and be more informed in your decision-making.
[00:24:24.020 --> 00:24:25.460]   - Just an awesome wedding gift though.
[00:24:25.460 --> 00:24:27.760]   I will say whoever did this for them,
[00:24:27.760 --> 00:24:29.740]   kudos to you, Bill Gates or whoever did this.
[00:24:29.740 --> 00:24:32.100]   - Ben, I'm holding you to that $75 in VTI
[00:24:32.100 --> 00:24:33.140]   'cause that was just said,
[00:24:33.140 --> 00:24:34.740]   but that's more than you've given me so far.
[00:24:34.740 --> 00:24:36.140]   So I'm holding you to that.
[00:24:36.140 --> 00:24:36.980]   Thank you.
[00:24:36.980 --> 00:24:37.860]   - I'm still waiting for my invite to the wedding
[00:24:37.860 --> 00:24:40.060]   and then you'll get your 75 bucks in VTI.
[00:24:40.060 --> 00:24:41.740]   - All right, this is very fair.
[00:24:41.740 --> 00:24:42.580]   - Sounds fair.
[00:24:42.580 --> 00:24:43.620]   - All right, one more, Duncan.
[00:24:43.620 --> 00:24:44.980]   - Okay.
[00:24:44.980 --> 00:24:47.080]   So up next, we have a question from Alex
[00:24:47.080 --> 00:24:50.080]   and this is a two pager, so hang in there.
[00:24:50.080 --> 00:24:50.920]   My wife and I--
[00:24:50.920 --> 00:24:52.840]   - So this is one of the better,
[00:24:52.840 --> 00:24:54.720]   sometimes people give us emails
[00:24:54.720 --> 00:24:55.960]   and there may be some spelling errors
[00:24:55.960 --> 00:24:57.720]   and I'm not averse to do that myself.
[00:24:57.720 --> 00:25:00.840]   And there may be some people that shorten things.
[00:25:00.840 --> 00:25:04.200]   This is a very well-written email.
[00:25:04.200 --> 00:25:05.040]   - Yeah, it was.
[00:25:05.040 --> 00:25:08.400]   And they also have, they have a certain way with words.
[00:25:08.400 --> 00:25:09.240]   - Yes.
[00:25:09.240 --> 00:25:10.400]   - As people will see.
[00:25:10.400 --> 00:25:11.700]   My wife and I are in the process
[00:25:11.700 --> 00:25:13.520]   of getting our financial lives together
[00:25:13.520 --> 00:25:15.220]   and I have been going through the process
[00:25:15.220 --> 00:25:17.360]   of talking to financial advisors.
[00:25:17.360 --> 00:25:19.360]   I've come out the other side of this process
[00:25:19.360 --> 00:25:23.800]   wondering what the value of a financial advisor is.
[00:25:23.800 --> 00:25:25.680]   My wife and I have been extremely blessed
[00:25:25.680 --> 00:25:27.400]   over the past couple of years
[00:25:27.400 --> 00:25:30.680]   and we both find ourselves in a sexy ass tax bracket
[00:25:30.680 --> 00:25:32.520]   and are fortunate enough to be able
[00:25:32.520 --> 00:25:35.580]   to put a significant amount of money to work
[00:25:35.580 --> 00:25:37.880]   now and for the foreseeable future.
[00:25:37.880 --> 00:25:41.040]   We are fairly young, I'm 33 and she's 27.
[00:25:41.040 --> 00:25:42.520]   Don't have kids, no debt,
[00:25:42.520 --> 00:25:45.120]   and we're both maxing out our 401ks.
[00:25:45.120 --> 00:25:47.680]   At this point, we are not worth much,
[00:25:47.680 --> 00:25:48.940]   but over the last couple of years,
[00:25:48.940 --> 00:25:50.200]   we've seen our incomes grow
[00:25:50.200 --> 00:25:53.560]   and haven't had time to amass enough wealth
[00:25:53.560 --> 00:25:56.480]   to get wealth managers with white wigs and soft rumps
[00:25:56.480 --> 00:25:58.200]   to have any interest in working with us.
[00:25:58.200 --> 00:26:00.560]   I gotta say, I don't even know what that means,
[00:26:00.560 --> 00:26:02.840]   but I don't fault them for this.
[00:26:02.840 --> 00:26:03.860]   - But it's provocative.
[00:26:03.860 --> 00:26:06.360]   - Yeah, no, I mean, it sounds like shots fired.
[00:26:06.360 --> 00:26:07.440]   I don't fault them for this,
[00:26:07.440 --> 00:26:09.800]   but recognize it as the reality of the situation.
[00:26:09.800 --> 00:26:11.120]   I enjoy learning about the market
[00:26:11.120 --> 00:26:13.200]   and feel like if we continually put our money
[00:26:13.200 --> 00:26:16.400]   in an S&P 500 index, we might see the same
[00:26:16.400 --> 00:26:18.720]   or similar performance as we would see
[00:26:18.720 --> 00:26:20.360]   with any financial advisor.
[00:26:20.360 --> 00:26:23.680]   Part of me wants it to be more complicated than that,
[00:26:23.680 --> 00:26:25.080]   but as I've listened to you guys
[00:26:25.080 --> 00:26:27.760]   and your peers in the market over the past few years,
[00:26:27.760 --> 00:26:30.300]   I can't escape the impression
[00:26:30.300 --> 00:26:31.800]   that if you were to put your money in the market
[00:26:31.800 --> 00:26:33.460]   continuously and keep it there,
[00:26:33.460 --> 00:26:35.320]   you'd be hard-pressed to make it grow better
[00:26:35.320 --> 00:26:36.720]   with less stress.
