
[00:00:00.000 --> 00:00:02.520]   [silence]
[00:06:27.400 --> 00:06:30.040]   that part of the critical role of ketamine
[00:06:30.040 --> 00:06:31.600]   in providing relief from depression
[00:06:31.600 --> 00:06:33.460]   is to activate the opioid system.
[00:06:33.460 --> 00:06:35.600]   But what this study does is it really points to the fact
[00:06:35.600 --> 00:06:37.320]   that when we say ketamine treatment,
[00:06:37.320 --> 00:06:40.000]   or we talk about somebody taking ketamine recreationally,
[00:06:40.000 --> 00:06:42.000]   for that matter, we have to pay attention
[00:06:42.000 --> 00:06:43.740]   to what's happening while they are under the influence
[00:06:43.740 --> 00:06:45.280]   of the drug.
[00:06:45.280 --> 00:06:47.000]   We also have to pay attention to what's happening
[00:06:47.000 --> 00:06:49.280]   in the days and weeks after they're under the influence
[00:06:49.280 --> 00:06:50.120]   of the drug.
[00:06:50.120 --> 00:06:53.040]   And perhaps most importantly, this calls to mind
[00:06:53.040 --> 00:06:55.520]   a really important idea, which is that whether or not
[00:06:55.520 --> 00:06:57.140]   you're talking about ketamine induced relief
[00:06:57.140 --> 00:07:00.360]   from depression, or psilocybin induced relief
[00:07:00.360 --> 00:07:03.440]   for depression, or MDMA induced relief for PTSD,
[00:07:03.440 --> 00:07:05.400]   a topic that I covered on a previous episode
[00:07:05.400 --> 00:07:08.640]   of this podcast, we have to step back
[00:07:08.640 --> 00:07:11.680]   and look at the idea that the effects of the drug
[00:07:11.680 --> 00:07:14.560]   that people experience, whatever those may be,
[00:07:14.560 --> 00:07:15.940]   because obviously it's going to depend
[00:07:15.940 --> 00:07:18.500]   on what particular drug they took,
[00:07:18.500 --> 00:07:22.000]   those immediate effects may not actually be related
[00:07:22.000 --> 00:07:23.800]   to the long-term clinical benefit
[00:07:23.800 --> 00:07:25.760]   of those particular drugs.
[00:07:25.760 --> 00:07:28.040]   Now, I realize that many people might not like that idea.
[00:07:28.040 --> 00:07:29.640]   And frankly, I don't actually think
[00:07:29.640 --> 00:07:30.600]   that's the way that it works.
[00:07:30.600 --> 00:07:32.920]   I don't think it's going to be an either or situation.
[00:07:32.920 --> 00:07:37.120]   However, because drugs like ketamine, psilocybin, MDMA
[00:07:37.120 --> 00:07:40.320]   have such profound effects on people's psychic states
[00:07:40.320 --> 00:07:42.040]   when they are under the influence of them.
[00:07:42.040 --> 00:07:45.600]   And because at least in the proper clinical setting and use,
[00:07:45.600 --> 00:07:47.840]   they do seem to provide impressive relief
[00:07:47.840 --> 00:07:50.500]   from a lot of these psychiatric challenges
[00:07:50.500 --> 00:07:52.720]   like depression and PTSD.
[00:07:52.720 --> 00:07:55.360]   People naturally correlate those two things.
[00:07:55.360 --> 00:07:56.480]   They couple those two things.
[00:07:56.480 --> 00:07:59.160]   In fact, they collapse those two things
[00:07:59.160 --> 00:08:02.240]   and presume that their experience of what they saw,
[00:08:02.240 --> 00:08:03.640]   what they heard, how they felt
[00:08:03.640 --> 00:08:05.680]   while they were under the influence of the drug
[00:08:05.680 --> 00:08:08.900]   was actually the stimulus that created the relief
[00:08:08.900 --> 00:08:11.920]   from their clinical condition like depression.
[00:08:11.920 --> 00:08:14.720]   But what these data on combined treatment
[00:08:14.720 --> 00:08:16.320]   with ketamine and naltrexone
[00:08:16.320 --> 00:08:19.480]   to block the mu opioid receptor really show us
[00:08:19.480 --> 00:08:22.640]   is that that may not actually be the way that it works.
[00:08:22.640 --> 00:08:25.520]   It may be that the effects of a drug like ketamine
[00:08:25.520 --> 00:08:27.800]   that one experiences, while interesting,
[00:08:27.800 --> 00:08:31.120]   perhaps even profound, perhaps great insight comes to one
[00:08:31.120 --> 00:08:34.900]   when they do that therapy in the proper context,
[00:08:34.900 --> 00:08:38.160]   it is not clear at all that it is that experience
[00:08:38.160 --> 00:08:39.560]   and the effects of those drugs
[00:08:39.560 --> 00:08:41.600]   in those immediate minutes and hours
[00:08:41.600 --> 00:08:45.480]   that's actually what's causing the relief from depression.
[00:08:45.480 --> 00:08:48.400]   Now, again, I don't think it's an either or.
[00:08:48.400 --> 00:08:50.840]   I like to view the whole situation more or less
[00:08:50.840 --> 00:08:52.760]   as a sort of wave front
[00:08:52.760 --> 00:08:55.900]   that the experience that one has subjectively
[00:08:55.900 --> 00:08:57.600]   while they are under the influence of a drug
[00:08:57.600 --> 00:09:01.400]   like ketamine or psilocybin or MDMA sets off a series.
[00:09:01.400 --> 00:09:05.100]   And in fact, multiple series, is that a word?
[00:09:05.100 --> 00:09:08.660]   Multiple types of processes in the brain,
[00:09:08.660 --> 00:09:11.500]   some of which rely on things like NMDA receptor,
[00:09:11.500 --> 00:09:14.300]   BDNF, et cetera, type neuroplasticity,
[00:09:14.300 --> 00:09:17.380]   others which rely on the opioid receptor pathway.
[00:09:17.380 --> 00:09:20.260]   And that each of these have different time courses
[00:09:20.260 --> 00:09:22.800]   such that some provide immediate relief
[00:09:22.800 --> 00:09:24.460]   in the days and hours after treatment,
[00:09:24.460 --> 00:09:26.540]   some in the weeks after treatment,
[00:09:26.540 --> 00:09:29.260]   and some more durable, long-lasting changes
[00:09:29.260 --> 00:09:32.680]   that can occur over months or maybe even years.
[00:09:32.680 --> 00:09:35.260]   [upbeat music]
[00:09:35.260 --> 00:09:38.600]   [MUSIC PLAYING]
[00:09:38.600 --> 00:09:41.180]   (upbeat music)

