
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:08:16.500 --> 00:08:17.940]   whether it's Joseph's coat
[00:08:17.940 --> 00:08:20.360]   or whether it's the creation of the world,
[00:08:20.360 --> 00:08:21.680]   which is one of them.
[00:08:21.680 --> 00:08:25.040]   We can get lost in, of course we're thankful for the Lord
[00:08:25.040 --> 00:08:27.100]   and we're thankful for the world,
[00:08:27.100 --> 00:08:30.060]   but what are we thankful about this world?
[00:08:30.060 --> 00:08:32.780]   And when they were younger, it was very simple.
[00:08:32.780 --> 00:08:36.100]   It would be things like what do you look outside today
[00:08:36.100 --> 00:08:37.820]   and are thankful for?
[00:08:37.820 --> 00:08:39.640]   But as the children aged
[00:08:39.640 --> 00:08:43.620]   and as their spiritual understanding was bigger,
[00:08:43.620 --> 00:08:46.460]   some of their prayers were really meaningful to my heart
[00:08:46.460 --> 00:08:48.020]   when I would listen.
[00:08:48.020 --> 00:08:48.860]   - That's neat.
[00:08:48.860 --> 00:08:52.100]   I love it that you brought up the fact
[00:08:52.100 --> 00:08:57.100]   that we as grownups can have our hearts softened
[00:08:58.420 --> 00:09:02.880]   and our gaze directed by the prayers of our children.
[00:09:02.880 --> 00:09:10.420]   And it's really true that each of our children is a soul.
[00:09:10.420 --> 00:09:13.180]   Each of our children is a soul
[00:09:13.180 --> 00:09:15.500]   that has been created by the Lord
[00:09:15.500 --> 00:09:18.020]   and they have a different perspective
[00:09:18.020 --> 00:09:22.100]   and they can sometimes help us to see truths
[00:09:22.100 --> 00:09:27.100]   that maybe our personalities are not as quick to recognize
[00:09:27.100 --> 00:09:29.380]   as quick to recognize.
[00:09:29.380 --> 00:09:31.140]   I think that's beautiful.
[00:09:31.140 --> 00:09:35.180]   So if you were, 'cause we're talking
[00:09:35.180 --> 00:09:40.180]   about the scribblers habits of praying together,
[00:09:40.180 --> 00:09:43.900]   playing together, exploring together and so on.
[00:09:43.900 --> 00:09:47.620]   We're talking about those habits and using those habits
[00:09:47.620 --> 00:09:52.060]   as a way to simplify our celebration of Christmas.
[00:09:52.060 --> 00:09:57.060]   If you were gonna pray about celebrating Christmas,
[00:09:57.620 --> 00:09:59.480]   'cause like we've got listeners who are thinking,
[00:09:59.480 --> 00:10:02.260]   well, that's really cool, but how would I do that?
[00:10:02.260 --> 00:10:05.740]   So help us think, Karen, if you were gonna pray
[00:10:05.740 --> 00:10:10.620]   about celebrating Christmas, what would you pray?
[00:10:10.620 --> 00:10:15.620]   - I think for myself, I can get not tied up necessarily
[00:10:15.620 --> 00:10:21.460]   in the material aspects of Christmas,
[00:10:21.460 --> 00:10:23.700]   but the creating of memories of Christmas
[00:10:23.700 --> 00:10:28.140]   can become a very heavy load and making sure
[00:10:28.140 --> 00:10:31.300]   it's just like last year or exactly what my kids expected
[00:10:31.300 --> 00:10:32.880]   or that I thought through all the things
[00:10:32.880 --> 00:10:35.040]   that there's a sense in which a lot
[00:10:35.040 --> 00:10:38.180]   of the Christmas traditions which are so beautiful
[00:10:38.180 --> 00:10:40.180]   can become bondage.
[00:10:40.180 --> 00:10:44.540]   And so I often pray during this time,
[00:10:44.540 --> 00:10:47.020]   especially now that I don't have kids at home,
[00:10:47.020 --> 00:10:50.580]   that I don't put too much importance
[00:10:50.580 --> 00:10:54.500]   on the traditions and the celebration,
[00:10:54.500 --> 00:10:58.020]   but instead I keep going back to the meaning for this season
[00:10:58.020 --> 00:11:01.040]   and that I put my importance and my efforts
[00:11:01.040 --> 00:11:03.980]   on things that would glorify the Lord.
[00:11:03.980 --> 00:11:08.980]   And I think sometimes Pinterest does not glorify the Lord.
[00:11:08.980 --> 00:11:12.140]   That's where I want to head.
[00:11:12.140 --> 00:11:14.780]   I want it to look like a little Hallmark commercial.
[00:11:14.780 --> 00:11:19.080]   - That is so not restful for most of us, isn't it?
[00:11:19.080 --> 00:11:20.380]   - Right.
[00:11:20.380 --> 00:11:22.980]   I remember one year, my kids were teenagers
[00:11:22.980 --> 00:11:25.520]   and we were gonna go traveling
[00:11:25.520 --> 00:11:30.520]   and we had a Christmas tree that the kids put up
[00:11:30.520 --> 00:11:34.220]   and they were real grumbly.
[00:11:34.220 --> 00:11:35.540]   It was just a year that we were,
[00:11:35.540 --> 00:11:37.140]   they did not want to travel.
[00:11:37.140 --> 00:11:38.380]   They wanted to stay home for Christmas,
[00:11:38.380 --> 00:11:40.180]   but we were going to see grandparents
[00:11:40.180 --> 00:11:43.700]   and we had a naked tree standing in our living room
[00:11:43.700 --> 00:11:45.180]   for about three days.
[00:11:45.180 --> 00:11:47.640]   And then I had a meltdown and just said,
[00:11:47.640 --> 00:11:50.300]   "We have to get the," and I made a huge, huge deal of it.
[00:11:50.300 --> 00:11:54.740]   It really was not at all godly in my response to this.
[00:11:54.740 --> 00:11:57.060]   And I remember afterwards that they grudgingly
[00:11:57.060 --> 00:11:58.980]   put all the lights on and put all the ornaments on.
[00:11:58.980 --> 00:12:00.340]   And I remember afterwards thinking,
[00:12:00.340 --> 00:12:02.380]   "Wouldn't it have been better for me to make a memory
[00:12:02.380 --> 00:12:05.920]   "of remember the year that we had a naked Christmas tree,
[00:12:05.920 --> 00:12:07.400]   "but were peaceful."
[00:12:07.400 --> 00:12:09.440]   - Oh, wow.
[00:12:09.440 --> 00:12:13.120]   - And that was, I go back to that very often in my heart
[00:12:13.120 --> 00:12:14.600]   and say, "You know what?
[00:12:14.600 --> 00:12:18.500]   "My view of what a perfect Christmas day is
[00:12:18.500 --> 00:12:21.680]   "or a Christmas tradition is needs to totally be bathed
[00:12:21.680 --> 00:12:26.060]   "in prayer and given to the Lord as a worship."
[00:12:26.060 --> 00:12:27.940]   And I think it would have been more worshipful
[00:12:27.940 --> 00:12:30.820]   to the Lord to have a naked Christmas tree that year.
[00:12:30.820 --> 00:12:31.740]   - You know what?
[00:12:31.740 --> 00:12:34.620]   That is so, so wise.
[00:12:34.620 --> 00:12:35.980]   I think you're really right.
[00:12:35.980 --> 00:12:40.980]   We, as moms, and dads too to some extent,
[00:12:40.980 --> 00:12:46.780]   get so focused on creating these perfect vignette experiences
[00:12:46.780 --> 00:12:51.780]   for our children, thinking that's what they're gonna remember.
[00:12:51.780 --> 00:12:54.880]   - Absolutely.
[00:12:54.880 --> 00:12:57.520]   - But you know what I have discovered?
[00:12:57.520 --> 00:13:02.520]   My kids sometimes do not remember the hallmark moment,
[00:13:02.520 --> 00:13:07.920]   the picture, because what they remember is the feeling
[00:13:07.920 --> 00:13:12.920]   or the stress that went into producing that moment.
[00:13:13.060 --> 00:13:18.060]   And they remember the oddest, to me, the oddest things
[00:13:18.060 --> 00:13:23.320]   because they were not, many times the stuff
[00:13:23.320 --> 00:13:27.900]   that my kids remember, I didn't spend any effort
[00:13:27.900 --> 00:13:29.620]   that I noticed on.
[00:13:29.620 --> 00:13:32.420]   I did not orchestrate that at all.
[00:13:32.420 --> 00:13:36.980]   This moment that they remember or this event
[00:13:36.980 --> 00:13:41.200]   that they remember or this feeling that they remember
[00:13:41.200 --> 00:13:44.820]   was organic, it came from, like what you have said,
[00:13:44.820 --> 00:13:47.540]   when we were all happy together, when there was peace
[00:13:47.540 --> 00:13:52.020]   in our home, or when we just embraced some funny,
[00:13:52.020 --> 00:13:57.020]   semi-tragic thing, I mean tragic in my perfectionistic mind.
[00:13:57.020 --> 00:14:00.540]   You know, we just embraced the silly.
[00:14:00.540 --> 00:14:04.740]   The year that the lights on our Christmas tree died,
[00:14:04.740 --> 00:14:09.740]   one strand at a time just infuriated me.
[00:14:09.920 --> 00:14:12.020]   But eventually we just had to laugh.
[00:14:12.020 --> 00:14:14.460]   And that is a memory that our family has.
[00:14:14.460 --> 00:14:19.460]   And really, the memory is how crazy it made Mama
[00:14:19.460 --> 00:14:22.740]   and then that she was able finally to laugh at it.
[00:14:22.740 --> 00:14:24.780]   That's a better memory.
[00:14:24.780 --> 00:14:29.780]   I like your idea about praying for our attitudes
[00:14:29.780 --> 00:14:34.500]   and praying for our celebrations and pursuing,
[00:14:34.500 --> 00:14:37.540]   I guess what you're saying, Karen, is that we are pursuing
[00:14:37.540 --> 00:14:40.800]   the traditions or pursuing the memories
[00:14:40.800 --> 00:14:42.480]   for the right reasons.
[00:14:42.480 --> 00:14:47.460]   - Yes, because if it were my two year old's birthday
[00:14:47.460 --> 00:14:49.720]   that I was celebrating, I would be focused
[00:14:49.720 --> 00:14:50.800]   on my two year old.
[00:14:50.800 --> 00:14:53.300]   And since it's Christ's birthday that I'm celebrating,
[00:14:53.300 --> 00:14:56.760]   I need to really work on being focused on Christ
[00:14:56.760 --> 00:14:58.380]   and not on my family.
[00:14:58.380 --> 00:14:59.460]   And that is hard.
[00:14:59.460 --> 00:15:03.260]   - Oh wow, I'm writing that down.
[00:15:03.260 --> 00:15:08.260]   - Focusing on Christ's birthday, not our family
[00:15:08.260 --> 00:15:14.180]   or our family moments or memories or, that is great.
[00:15:14.180 --> 00:15:15.680]   And you know what, I think that's something
[00:15:15.680 --> 00:15:17.100]   that we're all gonna have to pray about.
[00:15:17.100 --> 00:15:21.140]   'Cause that does not, first, it's sad,
[00:15:21.140 --> 00:15:23.260]   but that's not maybe natural.
[00:15:23.260 --> 00:15:24.640]   That's not the first thing.
[00:15:24.640 --> 00:15:29.640]   And when we live in the world where Christmas is so glitzy
[00:15:31.420 --> 00:15:36.420]   and jolly and loud and stuff oriented,
[00:15:36.420 --> 00:15:43.100]   it is difficult to keep things simple.
[00:15:43.100 --> 00:15:48.980]   Well, I would love for us to read one of the most famous
[00:15:48.980 --> 00:15:53.260]   Christmas prayers.
[00:15:53.260 --> 00:15:58.260]   It's in Luke and it's commonly known as the Magnificat.
[00:15:59.420 --> 00:16:03.280]   It's the prayer that Mary prayed
[00:16:03.280 --> 00:16:07.820]   after the angel Gabriel visited her.
[00:16:07.820 --> 00:16:12.820]   And in Latin, it means my soul magnifies the Lord.
[00:16:12.820 --> 00:16:17.820]   All right, so we're gonna start in verse 26.
[00:16:17.820 --> 00:16:20.840]   So it's Luke chapter one.
[00:16:20.840 --> 00:16:26.340]   We're gonna start in verse 26, which is before her prayer,
[00:16:26.340 --> 00:16:29.860]   but it kind of sets up the prayer, okay?
[00:16:29.860 --> 00:16:34.860]   So here we go, Luke chapter one, verse 26.
[00:16:34.860 --> 00:16:41.460]   And in the sixth month, the angel Gabriel was sent from God
[00:16:41.460 --> 00:16:46.940]   unto a city of Galilee named Nazareth
[00:16:46.940 --> 00:16:51.900]   to a virgin espoused to a man whose name was Joseph
[00:16:51.900 --> 00:16:56.260]   of the house of David and the virgin's name was Mary.
[00:16:56.260 --> 00:16:59.780]   And the angel came into her and said,
[00:16:59.780 --> 00:17:03.860]   "Hail, thou that art highly favored,
[00:17:03.860 --> 00:17:08.860]   "the Lord is with thee, blessed art thou among women."
[00:17:08.860 --> 00:17:15.300]   And when she saw him, she was troubled at his saying
[00:17:15.300 --> 00:17:19.300]   and cast in her mind what manner of salutation
[00:17:19.300 --> 00:17:20.900]   this should be.
[00:17:20.900 --> 00:17:24.220]   And the angel said unto her, "Fear not, Mary,
[00:17:24.220 --> 00:17:28.320]   "for thou hast found favor with God.
[00:17:28.320 --> 00:17:33.080]   "And behold, thou shalt conceive in thy womb
[00:17:33.080 --> 00:17:38.080]   "and bring forth a son and shalt call his name Jesus.
[00:17:38.080 --> 00:17:44.140]   "He shall be great and shall be called
[00:17:44.140 --> 00:17:47.420]   "the son of the highest and the Lord God
[00:17:47.420 --> 00:17:52.420]   "shall give unto him the throne of his father David.
[00:17:53.020 --> 00:17:57.580]   "And he shall reign over the house of Jacob forever
[00:17:57.580 --> 00:18:01.760]   "and of his kingdom there shall be no end."
[00:18:01.760 --> 00:18:06.200]   Then said Mary unto the angel,
[00:18:06.200 --> 00:18:11.200]   "How shall this be seeing I know not a man?"
[00:18:11.200 --> 00:18:15.380]   And the angel answered her and said unto her,
[00:18:15.380 --> 00:18:18.440]   "The Holy Ghost shall come upon thee
[00:18:18.440 --> 00:18:22.260]   "and the power of the highest shall overshadow thee.
[00:18:22.260 --> 00:18:27.260]   "Therefore also that holy thing which shall be born of thee
[00:18:27.260 --> 00:18:31.540]   "shall be called the son of God.
[00:18:31.540 --> 00:18:33.740]   "And behold thy cousin Elizabeth,
[00:18:33.740 --> 00:18:37.220]   "she hath also conceived a son in her old age
[00:18:37.220 --> 00:18:40.060]   "and this is the sixth month with her
[00:18:40.060 --> 00:18:41.560]   "who was called barren.
[00:18:41.560 --> 00:18:46.560]   "For with God nothing shall be impossible."
[00:18:47.580 --> 00:18:52.580]   And Mary said, "Behold the handmaiden of the Lord,
[00:18:52.580 --> 00:18:56.260]   "be it unto me according to thy word."
[00:18:56.260 --> 00:18:59.100]   And the angel departed from her.
[00:18:59.100 --> 00:19:02.020]   And Mary rose in those days
[00:19:02.020 --> 00:19:03.980]   and went into the hill country with haste
[00:19:03.980 --> 00:19:08.340]   into a city of Judah and entered into the house of Zacharias
[00:19:08.340 --> 00:19:12.300]   who saluted and saluted Elizabeth.
[00:19:12.300 --> 00:19:14.380]   And it came to pass that when Elizabeth
[00:19:14.380 --> 00:19:17.020]   heard the salutation of Mary,
[00:19:17.020 --> 00:19:18.940]   the babe leaped in her womb
[00:19:18.940 --> 00:19:21.940]   and Elizabeth was filled with the Holy Ghost.
[00:19:21.940 --> 00:19:24.600]   And she spake out in a loud voice and said,
[00:19:24.600 --> 00:19:26.820]   "Blessed art thou among women
[00:19:26.820 --> 00:19:31.240]   "and blessed is the fruit of thy womb.
[00:19:31.240 --> 00:19:32.760]   "And whence is this to me
[00:19:32.760 --> 00:19:36.340]   "that the mother of my Lord should come to me?
[00:19:36.340 --> 00:19:39.700]   "For lo, as soon as the voice of thy salutation
[00:19:39.700 --> 00:19:41.880]   "sounded in mine ears,
[00:19:41.880 --> 00:19:45.920]   "the babe leaped in my womb for joy.
[00:19:45.920 --> 00:19:48.740]   "And blessed is she that believed
[00:19:48.740 --> 00:19:51.740]   "for there shall be performance of those things
[00:19:51.740 --> 00:19:55.620]   "which were told her from the Lord."
[00:19:55.620 --> 00:19:58.660]   Now here's the Magnificat starting in verse 46.
[00:19:58.660 --> 00:20:03.660]   And Mary said, "My soul doth magnify the Lord
[00:20:03.660 --> 00:20:09.820]   "and my spirit hath rejoiced in God my Savior
[00:20:09.820 --> 00:20:14.600]   "for he hath regarded the lowest state of his handmaiden
[00:20:14.600 --> 00:20:19.080]   "for behold from henceforth all generations
[00:20:19.080 --> 00:20:21.200]   "shall call me blessed.
[00:20:21.200 --> 00:20:26.200]   "For he that is mighty hath done to me great things
[00:20:26.200 --> 00:20:29.660]   "and holy is his name.
[00:20:29.660 --> 00:20:32.960]   "And his mercy is on them that fear him
[00:20:32.960 --> 00:20:35.160]   "from generation to generation.
[00:20:35.160 --> 00:20:38.540]   "He hath showed strength with his arm.
[00:20:38.540 --> 00:20:40.920]   "He hath scattered the proud
[00:20:40.920 --> 00:20:43.640]   "in the imagination of their hearts.
[00:20:43.640 --> 00:20:46.560]   "He hath put down the mighty from their seats
[00:20:46.560 --> 00:20:49.940]   "and exalted them of low degree.
[00:20:49.940 --> 00:20:54.020]   "He hath filled the hungry with good things
[00:20:54.020 --> 00:20:57.320]   "and the rich he hath sent away empty.
[00:20:57.320 --> 00:21:00.160]   "He hath helped his servant Israel
[00:21:00.160 --> 00:21:03.300]   "in remembrance of his mercy.
[00:21:03.300 --> 00:21:07.220]   "And he spake to our fathers to Abraham
[00:21:07.220 --> 00:21:10.720]   "and to his seed forever."
[00:21:10.720 --> 00:21:15.620]   So that's Mary's reaction to the angel coming
[00:21:15.620 --> 00:21:19.840]   to tell her this most unexpected
[00:21:19.840 --> 00:21:23.200]   and frankly outlandish tale, okay?
[00:21:23.200 --> 00:21:24.680]   So let me ask you, Karen,
[00:21:24.680 --> 00:21:29.680]   do you think that you would have reacted like Mary?
[00:21:29.680 --> 00:21:32.720]   - Don't we all wish we would have?
[00:21:32.720 --> 00:21:34.020]   - Yes, yes.
[00:21:34.020 --> 00:21:35.900]   I was hoping that you would be honest and say,
[00:21:35.900 --> 00:21:37.220]   well, I wish I did.
[00:21:37.220 --> 00:21:38.480]   I wish I would have.
[00:21:38.480 --> 00:21:41.340]   I can't imagine how she was able to.
[00:21:41.340 --> 00:21:44.180]   - And as young as she was, we know,
[00:21:44.180 --> 00:21:46.760]   I think of, there's a part of me that thinks
[00:21:46.760 --> 00:21:50.140]   of what an amazing person Mary's mother must have been
[00:21:50.140 --> 00:21:54.680]   to have raised this young lady to accept God's will
[00:21:54.680 --> 00:21:59.680]   that is so outside her comfort zone and so amazing.
[00:21:59.680 --> 00:22:04.760]   And well, it's basically a miracle
[00:22:04.760 --> 00:22:07.320]   and she just steps into the miracle
[00:22:07.320 --> 00:22:10.800]   and says, glorify it, magnify the Lord with my body.
[00:22:10.800 --> 00:22:15.120]   - Right, it's amazing to me.
[00:22:15.120 --> 00:22:20.120]   Absolutely amazing to me that she had that maturity.
[00:22:20.120 --> 00:22:22.680]   So you gave us a little bit,
[00:22:22.680 --> 00:22:24.960]   you think that she was able to react that way
[00:22:24.960 --> 00:22:27.000]   because of the teaching of her mother.
[00:22:27.000 --> 00:22:30.360]   Anything else?
[00:22:30.360 --> 00:22:34.840]   - I know that there was certainly a culture
[00:22:34.840 --> 00:22:38.200]   that so many of the young women were named Mary
