
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:02:24.680 --> 00:02:34.680]   There are all kinds of little habits that we can systematically identify and focus on to integrate and implement into our life that will make a huge difference.
[00:02:34.680 --> 00:02:38.680]   Let me give you a few that are things that I think about.
[00:02:38.680 --> 00:02:40.680]   I'm good at some of these and again not good at others.
[00:02:40.680 --> 00:02:43.680]   You figure out what they are for yours.
[00:02:43.680 --> 00:02:46.680]   I was thinking about the little habit of flossing your teeth.
[00:02:46.680 --> 00:02:50.680]   From time to time, I have a little bit of sensitivity in my gums.
[00:02:50.680 --> 00:02:58.680]   I hate it when that happens because it always reminds me of, "Wait a second. Am I doing a good job of flossing my teeth?"
[00:02:58.680 --> 00:03:06.680]   Something as simple as brushing and flossing my teeth a couple of times a day can make a big difference and it has made a big difference in my dental health.
[00:03:06.680 --> 00:03:12.680]   That difference in my dental health will make a big difference in number one, my quality of life.
[00:03:12.680 --> 00:03:19.680]   I don't know about you all but dealing with tooth pain and tooth problems is no fun.
[00:03:19.680 --> 00:03:21.680]   I assume most of you would agree with me on that.
[00:03:21.680 --> 00:03:25.680]   It will also help others of my goals.
[00:03:25.680 --> 00:03:35.680]   It's hard to be a media savvy person if I've got a broken down mouth full of empty mouth with half my teeth missing because they all got pulled.
[00:03:35.680 --> 00:03:38.680]   It will make a big difference in my financial life.
[00:03:38.680 --> 00:03:44.680]   Cavities are expensive and cavities can develop into other things that are worse.
[00:03:44.680 --> 00:03:51.680]   All of it comes down to regular simple dental care, brushing my teeth and flossing them.
[00:03:51.680 --> 00:03:59.680]   As Jim Rohn used to say, "There are many things that are easy to do but the problem is they're also easy not to do."
[00:03:59.680 --> 00:04:08.680]   As I was thinking about the chain of circumstances that can flow from a little habit like ignoring the brushing and flossing of my teeth,
[00:04:08.680 --> 00:04:14.680]   I realized that has a huge impact.
[00:04:14.680 --> 00:04:16.680]   That's something that I need to give attention to.
[00:04:16.680 --> 00:04:28.680]   Now the cool thing is at least with that one for me, most habits you can look at them and say, "Is there a smart way that I can do this that's going to make it easier?"
[00:04:28.680 --> 00:04:34.680]   So for example, when I identified that one, I thought, "What could I do to make things a little bit simpler?"
[00:04:34.680 --> 00:04:43.680]   Well, many of you probably heard a little trick where some of the people that write books about habits talk about just set a goal of flossing one tooth and it's so easy you're going to do it and you're going to wind up flossing more.
[00:04:43.680 --> 00:04:45.680]   Go ahead and do that if you want.
[00:04:45.680 --> 00:04:47.680]   I don't do that.
[00:04:47.680 --> 00:04:54.680]   What I focused on was making sure that I had those little one-handed flossers in my car.
[00:04:54.680 --> 00:05:03.680]   That way, whenever I get in the car and I want to drive somewhere and much of the time I'm driving alone and maybe it's a little rude to floss my teeth with someone in the car with me,
[00:05:03.680 --> 00:05:09.680]   but I'll confess I've done it, I just grab a little flosser and kind of floss my teeth real quick.
[00:05:09.680 --> 00:05:18.680]   So I've taken something that I'm used to doing driving and I've added multiple benefits to it and I can just help make sure my teeth are in good shape.
[00:05:18.680 --> 00:05:20.680]   Now that works for me.
[00:05:20.680 --> 00:05:26.680]   Apply it to your own situation however you want, but it's just a very little habit that can make a big difference.
[00:05:26.680 --> 00:05:39.680]   Most of my goals and most of your goals are going to have some simple things that if you just do these simple things on a consistent basis, they're going to move you substantially towards your goals.
[00:05:39.680 --> 00:05:47.680]   For example, one of my goals is to have a passionate marriage with my wife that's filled with love.
[00:05:47.680 --> 00:05:49.680]   That's one of my goals.
[00:05:49.680 --> 00:05:51.680]   Now that's not a smart goal.
[00:05:51.680 --> 00:05:52.680]   It's not specific.
[00:05:52.680 --> 00:05:53.680]   It's not measurable.
[00:05:53.680 --> 00:05:55.680]   I don't have a metric for that.
[00:05:55.680 --> 00:05:56.680]   I've never been able to figure one out.
[00:05:56.680 --> 00:06:10.680]   But I look constantly and say, "What are some of the simple things that I can do that will help maintain and build a consistent marriage, a consistently passionate marriage?"
[00:06:10.680 --> 00:06:18.680]   So one habit that I've been working hard on over the last few months is a simple habit of daily tea time with my wife.
[00:06:18.680 --> 00:06:23.680]   Now in this phase, I work from home, but that has pros and cons.
[00:06:23.680 --> 00:06:30.680]   It's nice to be close, but it's also a challenge because what happens is when I'm in work mode, I'm not really connecting with my wife.
[00:06:30.680 --> 00:06:32.680]   And so she was feeling a little bit ignored.
[00:06:32.680 --> 00:06:38.680]   She was feeling like, "Well, I try to respect you when you're trying to work, but then I don't really know how to deal with that."
[00:06:38.680 --> 00:06:48.680]   And so putting in place a simple habit of making sure we get the kids to bed early, as early as possible, 7, 7:30, and then immediately we sit down and we have tea together.
[00:06:48.680 --> 00:06:51.680]   Nothing on, no podcasts on, no TV on, none of that stuff.
[00:06:51.680 --> 00:06:53.680]   We sit down and have tea.
[00:06:53.680 --> 00:07:08.680]   And then trying to make sure that we consistently do that on a daily basis with very few exceptions, that habit over time has reaped great benefits so far and I believe will continue to reap great benefits.
[00:07:08.680 --> 00:07:16.680]   Because what often happens in relationships is that people in the relationship don't actually connect regularly on a deeper level.
[00:07:16.680 --> 00:07:31.680]   And so the simple habit of kids are in bed, immediately I start the tea while I'm doing the dishes, start the tea water, sit down, boom, there's a triggering event, kids are in bed, sit down, drink tea, talk, communicate, share.
[00:07:31.680 --> 00:07:34.680]   That helps to build.
[00:07:34.680 --> 00:07:37.680]   Now, there are other habits as well.
[00:07:37.680 --> 00:07:40.680]   Other things, for example, the amount of hugs that you give your spouse.
[00:07:40.680 --> 00:07:50.680]   This has been a weakness for me. I'm not necessarily a huggy person, but I realized, "Hey, I need to do more hugging, more simple, consistent, non-sexual hugs."
[00:07:50.680 --> 00:07:53.680]   So I'm working to build that habit.
[00:07:53.680 --> 00:07:56.680]   For some time I tracked it and said, "Okay, here, I'm gonna track that."
[00:07:56.680 --> 00:08:00.680]   But just a simple little habit, often taking time to hug my wife.
[00:08:00.680 --> 00:08:09.680]   Another habit I've shared on the show, never, with the exception of if we're on a long road trip, we never play anything in the car.
[00:08:09.680 --> 00:08:14.680]   No music, no podcast, no audio books, unless we're on a long road trip and we've talked for a little while already.
[00:08:14.680 --> 00:08:17.680]   Anytime we're in the car, that's talk time.
[00:08:17.680 --> 00:08:21.680]   And by having a silent car, it naturally fills up with conversation.
[00:08:21.680 --> 00:08:26.680]   And even if it doesn't fill up with conversation, we can sit companionably and hold hands.
[00:08:26.680 --> 00:08:31.680]   Or having the habit of opening the car door, little things like that.
[00:08:31.680 --> 00:08:36.680]   Those old-fashioned chivalrous gestures of pulling out a chair.
[00:08:36.680 --> 00:08:43.680]   Just putting them in place as a habit, identifying them, practicing them, and then implementing them over time, they make a huge difference.
[00:08:43.680 --> 00:08:52.680]   I don't mean to belabor the point on building a marriage that's filled with romance and passion, but it's something that's common to many of us.
[00:08:52.680 --> 00:09:00.680]   Some of you put in place a habit of date night or a habit of once a quarter taking a three-day weekend away.
[00:09:00.680 --> 00:09:04.680]   Or once a year taking a side for a couple of nights for a special retreat.
[00:09:04.680 --> 00:09:14.680]   Whatever it is that you want to apply to your situation, I'm not setting any rules on you, but I'd encourage you figure out what are the little habits that you can put in place.
[00:09:14.680 --> 00:09:23.680]   Not all of you who are listening are going to be able to this year establish once a quarter we go away for a three-day weekend.
[00:09:23.680 --> 00:09:27.680]   But all of you listening could establish your version of a tea time.
[00:09:27.680 --> 00:09:32.680]   Simple to do, but also simple not to do.
[00:09:32.680 --> 00:09:39.680]   Profound cumulative effect over time, but easy to ignore.
[00:09:39.680 --> 00:09:50.680]   Every goal that you have has something small that could either help you or derail you.
[00:09:50.680 --> 00:09:55.680]   Every single one.
[00:09:55.680 --> 00:10:01.680]   Flipping on the TV when you walk in the house derails you.
[00:10:01.680 --> 00:10:06.680]   Walking in and spending time immediately on conversation helps you.
[00:10:06.680 --> 00:10:15.680]   Buying something to eat at the gas station or at the stopping for fast food derails you financially and derails your waistline.
[00:10:15.680 --> 00:10:19.680]   Having healthy snacks in the car so that you don't have to do that helps you financially.
[00:10:19.680 --> 00:10:24.680]   Now, filter this through whatever your situation looks like.
[00:10:24.680 --> 00:10:30.680]   My challenge to you today is there a simple small habit that you could establish in your life?
[00:10:30.680 --> 00:10:44.680]   The simpler the better, the easier the better, but could you identify something that you're doing or that you could do that is hurting you or that is helping you or that could help you or that could hurt you?
[00:10:44.680 --> 00:10:49.680]   Think those things through and over time I think you'll see more and more.
[00:10:49.680 --> 00:10:57.680]   There are so many different things that impact our lives and once you start looking for them you'll see more and more and more of them.
[00:10:57.680 --> 00:11:01.680]   I've just shared a few that are meaningful to me.
[00:11:01.680 --> 00:11:09.680]   That's it for today's show. I wish you a wonderful day and I wish you happy happening. Talk with you soon.
[00:11:10.680 --> 00:11:16.680]   Hey parents, join the LA Kings on Saturday, November 25th for an unforgettable kids day presented by Pear Deck.
[00:11:16.680 --> 00:11:19.680]   Family fun, giveaways and exciting Kings hockey awaits.
[00:11:19.680 --> 00:11:25.680]   Get your tickets now at lakings.com/promotions and create lasting memories with your little ones.

