
[00:00:00.000 --> 00:00:02.660]   (beeping)
[00:03:01.820 --> 00:03:03.600]   This is basically the 1970s scenario.
[00:03:03.600 --> 00:03:06.440]   Stagflation is when you have high inflation
[00:03:06.440 --> 00:03:08.760]   mixed with growth that doesn't go so much
[00:03:08.760 --> 00:03:09.840]   in the U.S. economy, right?
[00:03:09.840 --> 00:03:12.360]   So you have sort of a sputtering growth
[00:03:12.360 --> 00:03:13.200]   that doesn't do that much.
[00:03:13.200 --> 00:03:15.360]   You have low growth and you have high inflation, right?
[00:03:15.360 --> 00:03:17.880]   Because most of the time, when you have high inflation,
[00:03:17.880 --> 00:03:18.840]   you have high economic growth.
[00:03:18.840 --> 00:03:20.000]   That's what's happening right now.
[00:03:20.000 --> 00:03:21.720]   A lot of people don't feel that way,
[00:03:21.720 --> 00:03:24.400]   but nominal growth last year in the U.S. economy
[00:03:24.400 --> 00:03:26.920]   before inflation was like 11%, right?
[00:03:26.920 --> 00:03:28.640]   So we had a booming economy,
[00:03:28.640 --> 00:03:30.100]   but we also had high inflation.
[00:03:30.100 --> 00:03:31.920]   Now, the worry is, okay,
[00:03:31.920 --> 00:03:33.360]   that inflation is gonna get so high,
[00:03:33.360 --> 00:03:35.160]   it's gonna impact growth and spending
[00:03:35.160 --> 00:03:37.480]   and growth is gonna come down,
[00:03:37.480 --> 00:03:38.760]   but inflation is still gonna be there.
[00:03:38.760 --> 00:03:40.700]   So again, this is the 1970s, so this is a scenario.
[00:03:40.700 --> 00:03:44.480]   So honestly, the '70s are the only scenario we have here
[00:03:44.480 --> 00:03:46.440]   for an example.
[00:03:46.440 --> 00:03:47.640]   And I wanna show some differences.
[00:03:47.640 --> 00:03:49.440]   First of all, let's look at the inflation in the '70s, John.
[00:03:49.440 --> 00:03:51.280]   That's the first chart.
[00:03:51.280 --> 00:03:52.800]   Throughout the '70s, the average inflation rate
[00:03:52.800 --> 00:03:55.360]   was a little over 7%.
[00:03:55.360 --> 00:03:57.540]   It had also started the decade.
[00:03:57.540 --> 00:04:00.200]   It was already rising in the 1960s at like 5% or 6%.
[00:04:00.200 --> 00:04:02.000]   So it was already pretty high going in.
[00:04:02.000 --> 00:04:03.160]   Now let's look at the 10-year Treasury.
[00:04:03.160 --> 00:04:05.680]   This is the biggest difference between now and then.
[00:04:05.680 --> 00:04:09.980]   The 10-year Treasury averaged almost 8% in the 1970s.
[00:04:09.980 --> 00:04:13.960]   It got as low as five and about as high as 11.
[00:04:13.960 --> 00:04:17.540]   So rates were much, much higher back then than they are now.
[00:04:17.540 --> 00:04:19.560]   Let's look at the Fed funds rate next.
[00:04:19.560 --> 00:04:22.280]   This is the federal funds short-term interest rate.
[00:04:22.280 --> 00:04:25.600]   You see it got as low as 2.25% in the early '70s,
[00:04:25.600 --> 00:04:28.100]   got as high as 17.6% by the end
[00:04:28.100 --> 00:04:30.680]   as they were trying to stave off inflation.
[00:04:30.680 --> 00:04:33.180]   So interest rates were much higher.
[00:04:33.180 --> 00:04:34.480]   Inflation is about what it is right now,
[00:04:34.480 --> 00:04:35.720]   but it was like that for a decade,
[00:04:35.720 --> 00:04:36.640]   whereas we've been using it,
[00:04:36.640 --> 00:04:38.360]   we've been experiencing it for about a year.
[00:04:38.360 --> 00:04:39.800]   So the question is, how do we prepare for it?
[00:04:39.800 --> 00:04:41.880]   If we're thinking about your portfolio,
[00:04:41.880 --> 00:04:45.360]   the easy answer for back then was commodities.
[00:04:45.360 --> 00:04:47.560]   I think that the GSCI index,
[00:04:47.560 --> 00:04:49.880]   which is like the Goldman Sachs Commodity Index,
[00:04:49.880 --> 00:04:51.600]   was up like 20% per year.
[00:04:51.600 --> 00:04:54.620]   Oil was up more than 800% in the '70s.
[00:04:54.620 --> 00:04:57.160]   Gold actually rose more than 1,000%.
[00:04:57.160 --> 00:04:59.720]   Now, I think that has just as much to do with the fact
[00:04:59.720 --> 00:05:03.000]   that Nixon broke that link of turning gold into cash,
[00:05:03.000 --> 00:05:05.400]   that he took that convertibility off the table
[00:05:05.400 --> 00:05:06.240]   in the early 1970s.
[00:05:06.240 --> 00:05:08.280]   I think that has much to do with gold rising
[00:05:08.280 --> 00:05:09.360]   as did the commodities boom,
[00:05:09.360 --> 00:05:10.520]   but that certainly has something to do with it.
[00:05:10.520 --> 00:05:13.280]   So if you look at energy stocks since 2021,
[00:05:13.280 --> 00:05:14.800]   they're up 115%.
[00:05:14.800 --> 00:05:18.080]   So commodities, energy, if we had a stagflation,
[00:05:18.080 --> 00:05:20.420]   that would seem to make sense.
[00:05:21.560 --> 00:05:23.000]   Now, let's look at the earnings real quick
[00:05:23.000 --> 00:05:23.840]   from the '70s, too.
[00:05:23.840 --> 00:05:27.640]   So this is S&P 500 earnings in the 1970s.
[00:05:27.640 --> 00:05:32.040]   Up 160%, it was actually the second biggest decade ever
[00:05:32.040 --> 00:05:34.320]   for earnings, so it was up 9.9% per year.
[00:05:34.320 --> 00:05:36.300]   So corporations did fantastic
[00:05:36.300 --> 00:05:39.240]   because guess what inflation means higher earnings, right?
[00:05:39.240 --> 00:05:41.320]   Obviously, on a nominal basis, when you take out the real,
[00:05:41.320 --> 00:05:44.320]   it's not quite as good because inflation was 7%.
[00:05:44.320 --> 00:05:45.160]   Well, let's look at the returns.
[00:05:45.160 --> 00:05:46.700]   The craziest thing about the '70s,
[00:05:46.700 --> 00:05:48.200]   so I looked at stocks, bonds, and cash.
[00:05:48.200 --> 00:05:50.740]   S&P 500, 10-year treasuries,
[00:05:50.740 --> 00:05:52.240]   and then cash is like three-month T-bills,
[00:05:52.240 --> 00:05:55.160]   which is basically, think about it as a money market account
[00:05:55.160 --> 00:05:57.200]   or a savings account, short-term treasuries.
[00:05:57.200 --> 00:05:59.480]   Stocks were up 6% per year.
[00:05:59.480 --> 00:06:01.280]   This is on a nominal basis before inflation.
[00:06:01.280 --> 00:06:03.240]   Bonds were up 5.4%.
[00:06:03.240 --> 00:06:06.040]   Cash was up 6.3% per year in the '70s.
[00:06:06.040 --> 00:06:08.240]   So holding your money in a savings account
[00:06:08.240 --> 00:06:09.560]   would have given you a better return
[00:06:09.560 --> 00:06:12.400]   than stocks or bonds in the 1970s.
[00:06:12.400 --> 00:06:15.040]   Obviously, that's because rates were much higher back then,
[00:06:15.040 --> 00:06:16.840]   what you were earning on cash,
[00:06:16.840 --> 00:06:18.800]   and short-term T-bills was much higher.
[00:06:18.800 --> 00:06:19.640]   We don't have that now,
[00:06:19.640 --> 00:06:21.700]   but that's the hardest part now,
[00:06:21.700 --> 00:06:23.100]   is that back then you had the high inflation,
[00:06:23.100 --> 00:06:25.220]   but at least you had higher interest rates to help you
[00:06:25.220 --> 00:06:26.180]   and safe assets.
[00:06:26.180 --> 00:06:27.660]   We don't have that today.
[00:06:27.660 --> 00:06:28.940]   Bond rates are still, they've been coming up,
[00:06:28.940 --> 00:06:30.580]   but they're still like 2%, right?
[00:06:30.580 --> 00:06:32.180]   So you don't have that cushion.
[00:06:32.180 --> 00:06:33.380]   That's the biggest difference.
[00:06:33.380 --> 00:06:36.140]   Let's show the value versus inflation one here, John.
[00:06:36.140 --> 00:06:40.780]   So what I did here is I looked at the outperformance
[00:06:40.780 --> 00:06:43.020]   of value versus growth stocks by decade.
[00:06:43.020 --> 00:06:44.660]   And then on the bottom there, you can see,
[00:06:44.660 --> 00:06:45.900]   I plotted inflation.
[00:06:45.900 --> 00:06:47.440]   This might be a little confusing to people,
[00:06:47.440 --> 00:06:49.980]   but the idea is going from left to right.
[00:06:49.980 --> 00:06:51.720]   The higher the value is up until the right,
[00:06:51.720 --> 00:06:53.280]   that means when inflation is high
[00:06:53.280 --> 00:06:55.580]   and value is doing well, value stocks.
[00:06:55.580 --> 00:06:58.400]   And alternatively, the other way,
[00:06:58.400 --> 00:07:00.680]   when inflation is lower in deflation
[00:07:00.680 --> 00:07:02.760]   and value is underperforming growth.
[00:07:02.760 --> 00:07:05.520]   So the 2010s are a prime example.
[00:07:05.520 --> 00:07:07.800]   Inflation was really, really low
[00:07:07.800 --> 00:07:11.280]   and growth outperformed value by a wide margin.
[00:07:11.280 --> 00:07:12.900]   You can see the one at the very top there,
[00:07:12.900 --> 00:07:15.840]   in the 1970s and 1940s, are the two best decades
[00:07:15.840 --> 00:07:18.120]   for value stocks, outperforming growth stocks.
[00:07:18.120 --> 00:07:20.880]   Guess what those two decades have in common?
[00:07:20.880 --> 00:07:22.560]   It was the two highest inflation decades
[00:07:22.560 --> 00:07:24.860]   we've had on record, right?
[00:07:24.860 --> 00:07:27.880]   So if you look at just value and growth this year alone,
[00:07:27.880 --> 00:07:31.080]   now again, we're two and a half or three,
[00:07:31.080 --> 00:07:33.540]   two and a half, three months into the year.
[00:07:33.540 --> 00:07:36.040]   The Vanguard value fund is up 1% this year.
[00:07:36.040 --> 00:07:38.480]   The Vanguard growth fund is down 12%.
[00:07:38.480 --> 00:07:40.680]   Vanguard small cap value is down 2%.
[00:07:40.680 --> 00:07:44.000]   The Vanguard small cap growth fund is down 13%.
[00:07:44.000 --> 00:07:48.760]   So my takeaway from all this is that diversification
[00:07:48.760 --> 00:07:50.840]   probably matters more than ever
[00:07:50.840 --> 00:07:51.920]   when you have these changing
[00:07:51.920 --> 00:07:54.040]   economic environments like this, right?
[00:07:54.040 --> 00:07:55.280]   In the 2010s, everyone just said,
[00:07:55.280 --> 00:07:57.000]   "Why don't I just own all tech stocks?
[00:07:57.000 --> 00:07:58.520]   "And that's gonna make my life easy."
[00:07:58.520 --> 00:07:59.740]   Tech stocks are getting crushed now
[00:07:59.740 --> 00:08:01.280]   because growth is not doing as well,
[00:08:01.280 --> 00:08:03.820]   'cause inflation is higher, that favors value stocks.
[00:08:03.820 --> 00:08:06.480]   So if we did have a period where growth came in a little bit
[00:08:06.480 --> 00:08:09.120]   but inflation stayed high, you would expect
[00:08:09.120 --> 00:08:12.360]   that much broader diversification would help you
[00:08:12.360 --> 00:08:14.400]   than being narrowly focused on any one sector.
[00:08:14.400 --> 00:08:16.320]   And then obviously, if you had all your money in commodities
[00:08:16.320 --> 00:08:18.640]   and inflation continues to stay high, you'd probably do okay.
[00:08:18.640 --> 00:08:19.480]   But that's the idea.
[00:08:19.480 --> 00:08:22.640]   I think diversification now matters more than it ever has.
[00:08:22.640 --> 00:08:23.760]   - Yeah, it's a huge shift, too,
[00:08:23.760 --> 00:08:26.160]   to go from just caring about revenue growth
[00:08:26.160 --> 00:08:29.440]   and things like that to commodities, right?
[00:08:29.440 --> 00:08:33.360]   How do you gauge something like that?
[00:08:33.360 --> 00:08:35.200]   - It is bizarre because we've gone from this shift
[00:08:35.200 --> 00:08:37.380]   from digital is the only thing that matters
[00:08:37.380 --> 00:08:39.280]   and software and metaverse to,
[00:08:39.280 --> 00:08:41.800]   oh, I forgot, real world stuff actually matters.
[00:08:41.800 --> 00:08:44.880]   Commodities, these real inputs, and then supply chains
[00:08:44.880 --> 00:08:46.280]   and all the stuff that moving stuff around,
[00:08:46.280 --> 00:08:47.240]   that stuff still matters.
[00:08:47.240 --> 00:08:48.740]   The physical world still matters.
[00:08:48.740 --> 00:08:50.640]   And I think that this last 18 months or so
[00:08:50.640 --> 00:08:52.120]   has been a pretty good reminder of that.
[00:08:52.120 --> 00:08:53.280]   - Yeah, definitely.
[00:08:53.280 --> 00:08:57.480]   - But I saw stagflation, it's a scary-sounding word, right?
[00:08:57.480 --> 00:08:58.720]   You hear that. - Very scary, yeah.
[00:08:58.720 --> 00:09:00.680]   - It doesn't, like global warming,
[00:09:00.680 --> 00:09:03.960]   actually, that's like the worst PR campaign of all time
[00:09:03.960 --> 00:09:05.440]   'cause it sounds nice.
[00:09:05.440 --> 00:09:06.280]   - Yeah. - Like stagflation is--
[00:09:06.280 --> 00:09:07.880]   - Should have been called climate catastrophe
[00:09:07.880 --> 00:09:09.120]   or something like that. - Yeah, something bad.
[00:09:09.120 --> 00:09:11.840]   But yeah, stagflation does not sound good
[00:09:11.840 --> 00:09:12.720]   and it's not great either.
[00:09:12.720 --> 00:09:14.240]   So, all right, let's do the next one.
[00:09:14.240 --> 00:09:15.080]   - Okay.
[00:09:15.080 --> 00:09:18.720]   Up next we have, how do you find a balance
[00:09:18.720 --> 00:09:21.520]   between having a spiderweb of accounts for every purpose,
[00:09:21.520 --> 00:09:24.280]   house, down payment, fund, savings, living,
[00:09:24.280 --> 00:09:26.540]   giving, emergency fund, et cetera,
[00:09:26.540 --> 00:09:28.720]   and having everything go into one checking account
[00:09:28.720 --> 00:09:32.720]   with monthly ACHs to the final destinations?
[00:09:32.720 --> 00:09:34.640]   Is there a specific system that you suggest
[00:09:34.640 --> 00:09:37.400]   to start with when it comes to automating your finances?
[00:09:37.400 --> 00:09:38.240]   I could use this one.
[00:09:38.240 --> 00:09:40.560]   I feel like I have, like, way too many accounts.
[00:09:40.560 --> 00:09:42.320]   - All right, yeah, I think that's a problem for everyone
[00:09:42.320 --> 00:09:43.920]   because there are so many,
[00:09:43.920 --> 00:09:45.480]   it's so much easier to have accounts these days
[00:09:45.480 --> 00:09:47.840]   'cause there's all these different investing platforms
[00:09:47.840 --> 00:09:50.400]   and things to do, so people tend to dabble.
[00:09:50.400 --> 00:09:53.080]   John, put up the little chart here of my system
[00:09:53.080 --> 00:09:54.080]   that I created a couple years ago.
[00:09:54.080 --> 00:09:56.840]   I showed this in a blog post a while ago.
[00:09:56.840 --> 00:09:59.040]   The easiest, I do use my checking account as the hub.
[00:09:59.040 --> 00:10:00.800]   The only thing that comes off the top is 401(k)
[00:10:00.800 --> 00:10:03.240]   and my wife had a 403(b) plan.
[00:10:03.240 --> 00:10:05.040]   That would go off right before you even see it
[00:10:05.040 --> 00:10:06.240]   and that makes it easier, I think.
[00:10:06.240 --> 00:10:08.440]   But the other stuff, it's all automated
[00:10:08.440 --> 00:10:10.440]   and the checking account acts as the big hub
[00:10:10.440 --> 00:10:13.280]   and that's where all the different stuff comes out of.
[00:10:13.280 --> 00:10:15.680]   I don't know if it really matters all that much.
[00:10:15.680 --> 00:10:17.800]   It depends how much you can automate.
[00:10:17.800 --> 00:10:20.280]   And the great thing about these different accounts these days
[00:10:20.280 --> 00:10:23.560]   is that you have the ability to set this stuff on autopilot.
[00:10:23.560 --> 00:10:26.400]   But I think the places that you start
[00:10:26.400 --> 00:10:28.960]   are things like taking your credit card balance
[00:10:28.960 --> 00:10:30.280]   and paying it off in full each month.
[00:10:30.280 --> 00:10:32.560]   You can set that in an automatic checkbox.
[00:10:32.560 --> 00:10:33.720]   I'm gonna pay it off in full each month
[00:10:33.720 --> 00:10:37.240]   so you're not paying interest and extra stuff on there.
[00:10:37.240 --> 00:10:39.760]   I think the bill pay automatically is easy
[00:10:39.760 --> 00:10:40.760]   so that's either through the bank
[00:10:40.760 --> 00:10:42.120]   or recurring payments at the companies.
[00:10:42.120 --> 00:10:44.160]   So hopefully you can do that for your mortgage or rent,
[00:10:44.160 --> 00:10:46.000]   your utilities, subscriptions, car payments,
[00:10:46.000 --> 00:10:47.520]   insurance, phone, cable, all that stuff.
[00:10:47.520 --> 00:10:49.080]   For me, that's all on autopilot.
[00:10:49.080 --> 00:10:50.480]   I never wanna think about it.
[00:10:50.480 --> 00:10:52.960]   It's great because that means you don't pay interest
[00:10:52.960 --> 00:10:54.840]   to credit cards, which is really high
[00:10:54.840 --> 00:10:57.640]   and can just punch you in the face.
[00:10:57.640 --> 00:10:59.520]   You don't have to deal with late payments
[00:10:59.520 --> 00:11:00.640]   and overdrafts and all this stuff.
[00:11:00.640 --> 00:11:03.320]   - Yeah, talk about interest rates that never change.
[00:11:03.320 --> 00:11:06.600]   Like 29.9% APR on a credit card.
[00:11:06.600 --> 00:11:09.240]   - Yes, I saw a news story the other day saying,
[00:11:09.240 --> 00:11:10.080]   the Fed's raising rates,
[00:11:10.080 --> 00:11:11.200]   this is gonna impact your credit cards.
[00:11:11.200 --> 00:11:12.040]   It's like, guess what?
[00:11:12.040 --> 00:11:13.760]   Rates came down, credit card rates never came down.
[00:11:13.760 --> 00:11:15.360]   Those ones are set in stone basically.
[00:11:15.360 --> 00:11:16.400]   Yeah, they don't.
[00:11:16.400 --> 00:11:19.000]   The other thing, I have automated charitable contributions.
[00:11:19.000 --> 00:11:20.560]   We're gonna talk about those a little bit later today,
[00:11:20.560 --> 00:11:22.520]   I know, but I mentioned this on the compounded friends
[00:11:22.520 --> 00:11:24.820]   a few months ago, but charities love it
[00:11:24.820 --> 00:11:27.000]   when you have this set up on autopilot
[00:11:27.000 --> 00:11:29.480]   so they can plan their budgets out a little better.
[00:11:29.480 --> 00:11:32.320]   I also think that one of the things you can do automatically
[00:11:32.320 --> 00:11:34.240]   is save for infrequent purchases
[00:11:34.240 --> 00:11:36.280]   that you know will happen on occasion, right?
[00:11:36.280 --> 00:11:37.760]   So things like car repairs,
[00:11:37.760 --> 00:11:38.960]   you know they're gonna happen at some point,
[00:11:38.960 --> 00:11:41.240]   you don't know when, you don't really know the magnitude.
[00:11:41.240 --> 00:11:43.960]   So you can set up an automatic deposit
[00:11:43.960 --> 00:11:46.840]   from your checking account to go into online savings
[00:11:46.840 --> 00:11:49.600]   that for 50 bucks a month to cover a car payment,
[00:11:49.600 --> 00:11:52.960]   that car repair payments, you know it's gonna happen.
[00:11:52.960 --> 00:11:55.080]   I think a lot of it just depends
[00:11:55.080 --> 00:11:57.160]   like how psychologically important it is
[00:11:57.160 --> 00:11:58.320]   for you to have that one hub
[00:11:58.320 --> 00:11:59.600]   versus having a bunch of different accounts
[00:11:59.600 --> 00:12:01.960]   and putting them together using something like Mint.
[00:12:01.960 --> 00:12:05.400]   I just think that the automation thing is key
[00:12:05.400 --> 00:12:07.200]   because having to worry about all that
[00:12:07.200 --> 00:12:08.640]   and write a check for everything
[00:12:08.640 --> 00:12:10.520]   or track down and pay each bill each month,
[00:12:10.520 --> 00:12:13.420]   it's gonna be easy to forget and miss some of those.
[00:12:13.420 --> 00:12:15.240]   So something that's simple for us is,
[00:12:15.240 --> 00:12:17.880]   I mentioned this before, I think my wife had like a $50
[00:12:17.880 --> 00:12:20.400]   coming right out of her paycheck to a Disney fund.
[00:12:20.400 --> 00:12:22.120]   She set it up like three years in advance
[00:12:22.120 --> 00:12:23.500]   'cause she knew where we were going.
[00:12:23.500 --> 00:12:26.440]   I do think the great thing about a 401k or a 403,
[00:12:26.440 --> 00:12:27.880]   like a workplace retirement account
[00:12:27.880 --> 00:12:30.240]   is that it never hits your account in the first place.
[00:12:30.240 --> 00:12:31.840]   You never have to see that money hitting your account
[00:12:31.840 --> 00:12:33.360]   and then see it go back out.
[00:12:33.360 --> 00:12:35.120]   I think for some people that like loss aversion
[00:12:35.120 --> 00:12:37.320]   type of thing, seeing the money leave is harder.
[00:12:37.320 --> 00:12:39.900]   So the fact that you never see it, I think that makes sense.
[00:12:39.900 --> 00:12:43.440]   But the other thing is I treat savings like a bill payment.
[00:12:43.440 --> 00:12:46.240]   So if it's the 529 for my kids
[00:12:46.240 --> 00:12:49.500]   or for some people it's an HSA or the 401k,
[00:12:49.500 --> 00:12:51.000]   I think if you treat that like a bill payment
[00:12:51.000 --> 00:12:52.120]   and assume it's just not gonna be there,
[00:12:52.120 --> 00:12:53.520]   that helps you figure out your spending
[00:12:53.520 --> 00:12:54.800]   on the backend a little easier
[00:12:54.800 --> 00:12:56.640]   and you just kind of let that stuff go and don't touch it.
[00:12:56.640 --> 00:12:58.200]   And as long as it's automatic,
[00:12:58.200 --> 00:13:00.000]   it makes it easier to not worry about it.
[00:13:00.000 --> 00:13:01.040]   And you think, okay, this is a bill
[00:13:01.040 --> 00:13:01.880]   that's gonna be paid each month.
[00:13:01.880 --> 00:13:03.480]   I'm not having to worry about it.
[00:13:03.480 --> 00:13:05.280]   - At what point do you think Disney will allow people
[00:13:05.280 --> 00:13:10.280]   to pull money out before taxes on their paychecks?
[00:13:10.280 --> 00:13:12.920]   - I can't believe they haven't gotten to the point
[00:13:12.920 --> 00:13:14.520]   where people are fighting back yet.
[00:13:14.520 --> 00:13:16.480]   It's still the busiest place on earth.
[00:13:16.480 --> 00:13:19.920]   And yeah, their inflation has got to be doubled
[00:13:19.920 --> 00:13:22.560]   the average for the country, easily.
[00:13:22.560 --> 00:13:25.240]   - Yeah, seems like it based on animal spirits.
[00:13:25.240 --> 00:13:26.160]   You guys discussed that.
[00:13:26.160 --> 00:13:28.360]   - And one more thing, I think once you do automate
[00:13:28.360 --> 00:13:29.880]   all this stuff, it probably makes sense
[00:13:29.880 --> 00:13:31.620]   to at least check it like once a year
[00:13:31.620 --> 00:13:33.120]   because you could have subscriptions you're paying
[00:13:33.120 --> 00:13:37.080]   for magazines or gyms or streaming services
[00:13:37.080 --> 00:13:38.080]   that you don't use anymore.
[00:13:38.080 --> 00:13:40.280]   So I think it makes, and for them, that's perfect.
[00:13:40.280 --> 00:13:41.120]   That's recurring revenue.
[00:13:41.120 --> 00:13:42.160]   That's what they hope for, right?
[00:13:42.160 --> 00:13:44.700]   I have a Planet Fitness gym by me
[00:13:44.700 --> 00:13:45.540]   and it's 10 bucks a month.
[00:13:45.540 --> 00:13:47.600]   And I always think, how in the hell
[00:13:47.600 --> 00:13:48.680]   does this business model work?
[00:13:48.680 --> 00:13:50.640]   And oh yeah, it works because people sign up for it.
[00:13:50.640 --> 00:13:52.560]   It's automatically taken from their checking account.
[00:13:52.560 --> 00:13:54.600]   And then a lot of them just never go.
[00:13:54.600 --> 00:13:56.020]   And it just takes that out all the time.
[00:13:56.020 --> 00:13:58.360]   So it makes sense to at least review this stuff,
[00:13:58.360 --> 00:13:59.820]   I'd say, on an annual basis.
[00:13:59.820 --> 00:14:02.480]   - Cool, good advice.
[00:14:02.480 --> 00:14:03.720]   - All right, let's do another one.
[00:14:03.720 --> 00:14:07.160]   - Okay, question three is, as a single 34-year-old male
[00:14:07.160 --> 00:14:09.560]   with about $500,000 in net worth,
[00:14:09.560 --> 00:14:12.360]   should I be looking into establishing a living trust?
[00:14:12.360 --> 00:14:13.440]   I have no idea what this means,
[00:14:13.440 --> 00:14:15.160]   so I'm looking forward to this one.
