
[00:00:00.000 --> 00:00:06.080]   Welcome back everyone.
[00:05:27.480 --> 00:05:29.000]   training instances to pairs of
[00:05:29.000 --> 00:05:31.400]   sentences that come from the same document,
[00:05:31.400 --> 00:05:34.360]   which you would think would give us a clear intuition about
[00:05:34.360 --> 00:05:38.080]   something like discourse coherence for those instances.
[00:05:38.080 --> 00:05:41.320]   We can also compare that against full sentences in which we
[00:05:41.320 --> 00:05:43.880]   present examples even though they
[00:05:43.880 --> 00:05:46.480]   might span document boundaries.
[00:05:46.480 --> 00:05:49.760]   We have less of a guarantee of discourse coherence.
[00:05:49.760 --> 00:05:53.160]   Although doc sentences comes out a little bit ahead in
[00:05:53.160 --> 00:05:55.800]   this benchmark that they have set up across squad,
[00:05:55.800 --> 00:05:58.800]   Multi-NLI, SST2, and race,
[00:05:58.800 --> 00:06:01.720]   they chose full sentences on the grounds that there is
[00:06:01.720 --> 00:06:04.960]   more at play here than just accuracy.
[00:06:04.960 --> 00:06:06.880]   We should also think about
[00:06:06.880 --> 00:06:09.200]   the efficiency of the training regime.
[00:06:09.200 --> 00:06:11.760]   Since full sentences makes it much easier to
[00:06:11.760 --> 00:06:14.320]   create efficient batches of examples,
[00:06:14.320 --> 00:06:16.120]   they opted for that instead.
[00:06:16.120 --> 00:06:19.360]   That's also very welcome to my mind because it's showing,
[00:06:19.360 --> 00:06:21.000]   again, that there's more at stake in
[00:06:21.000 --> 00:06:23.640]   this new era than just accuracy.
[00:06:23.640 --> 00:06:26.880]   We should also consider our resources.
[00:06:26.880 --> 00:06:29.760]   This table summarizes
[00:06:29.760 --> 00:06:32.120]   their evidence for the larger batch sizes.
[00:06:32.120 --> 00:06:34.680]   They're using various metrics here, perplexity,
[00:06:34.680 --> 00:06:36.680]   which is a pseudo perplexity given
[00:06:36.680 --> 00:06:39.600]   that BERT uses bidirectional context.
[00:06:39.600 --> 00:06:43.320]   They're also benchmarking against Multi-NLI and SST2.
[00:06:43.320 --> 00:06:45.560]   What they find is that clearly,
[00:06:45.560 --> 00:06:47.040]   there's a win for having
[00:06:47.040 --> 00:06:51.640]   this very large batch size at 2,000 examples.
[00:06:51.640 --> 00:06:55.240]   Then finally, just the raw amount of data that
[00:06:55.240 --> 00:06:56.640]   these models are trained on is
[00:06:56.640 --> 00:06:58.080]   interesting and also the amount
[00:06:58.080 --> 00:06:59.680]   of training time that they get.
[00:06:59.680 --> 00:07:01.640]   What they found is that they got
[00:07:01.640 --> 00:07:04.240]   the best results for Roberta by training
[00:07:04.240 --> 00:07:06.400]   for as long as they could possibly afford
[00:07:06.400 --> 00:07:10.200]   to on as much data as they could include.
[00:07:10.200 --> 00:07:12.240]   You can see the amount of data going up to
[00:07:12.240 --> 00:07:14.680]   160 gigabytes here versus
[00:07:14.680 --> 00:07:16.800]   the largest BERT model at 13,
[00:07:16.800 --> 00:07:18.560]   a substantial increase.
[00:07:18.560 --> 00:07:21.640]   The step size going all the way up to 500,000,
[00:07:21.640 --> 00:07:23.280]   whereas for BERT, it was a million.
[00:07:23.280 --> 00:07:26.040]   But remember, overall, there are many more examples
[00:07:26.040 --> 00:07:27.600]   being presented as a result of
[00:07:27.600 --> 00:07:32.240]   the batch size being so much larger for the Roberta models.
[00:07:32.240 --> 00:07:34.880]   Again, another familiar lesson
[00:07:34.880 --> 00:07:36.280]   from the deep learning era,
[00:07:36.280 --> 00:07:39.880]   more is better in terms of data and training time,
[00:07:39.880 --> 00:07:42.120]   especially when our goal is to create
[00:07:42.120 --> 00:07:44.520]   these pre-trained artifacts
[00:07:44.520 --> 00:07:47.280]   that are useful for fine-tuning.
[00:07:47.280 --> 00:07:50.120]   To round this out, I thought I'd mention that
[00:07:50.120 --> 00:07:52.280]   the Roberta team released two models,
[00:07:52.280 --> 00:07:54.600]   BASE and LARGE, which are directly
[00:07:54.600 --> 00:07:57.520]   comparable to the corresponding BERT artifacts.
[00:07:57.520 --> 00:08:00.280]   The BASE model has 12 layers,
[00:08:00.280 --> 00:08:02.320]   dimensionality of 768,
[00:08:02.320 --> 00:08:05.480]   and a feed-forward layer of 3072 for a total of
[00:08:05.480 --> 00:08:07.960]   125 million parameters which is
[00:08:07.960 --> 00:08:10.080]   more or less the same as BERT BASE.
[00:08:10.080 --> 00:08:12.240]   Then correspondingly, BERT LARGE has
[00:08:12.240 --> 00:08:15.680]   all the same basic settings as BERT BASE,
[00:08:15.680 --> 00:08:17.360]   and correspondingly, essentially,
[00:08:17.360 --> 00:08:21.680]   the same number of parameters at 355 million.
[00:08:21.680 --> 00:08:24.600]   As I said at the start of this screencast,
[00:08:24.600 --> 00:08:26.760]   Roberta was thorough, but even that is only
[00:08:26.760 --> 00:08:28.440]   a very partial exploration of
[00:08:28.440 --> 00:08:31.360]   the full design space suggested by the BERT model.
[00:08:31.360 --> 00:08:33.320]   For many more results,
[00:08:33.320 --> 00:08:34.960]   I highly recommend this paper,
[00:08:34.960 --> 00:08:37.720]   a primer in BERTology from Rogers et al.
[00:08:37.720 --> 00:08:40.280]   It's a little bit of an old paper at this point,
[00:08:40.280 --> 00:08:42.240]   so lots has happened since it was released,
[00:08:42.240 --> 00:08:45.000]   but nonetheless, it's very thorough and contains
[00:08:45.000 --> 00:08:47.680]   lots of insights about how best to set up
[00:08:47.680 --> 00:08:51.040]   these BERT style models for doing various things in NLP.
[00:08:51.040 --> 00:08:53.200]   So highly recommended as a companion
[00:08:53.200 --> 00:08:55.760]   to this little screencast.
[00:08:55.760 --> 00:09:05.760]   [BLANK_AUDIO]

