
[00:00:00.000 --> 00:00:03.000]   ♪ Bless him in the mornings ♪
[00:03:23.000 --> 00:03:27.000]   or agent, you really are, no one is usually paying you much
[00:03:27.000 --> 00:03:29.000]   to just show up at some point.
[00:03:29.000 --> 00:03:31.000]   If they were, I never found them.
[00:03:31.000 --> 00:03:33.000]   I always had to produce to get paid.
[00:03:33.000 --> 00:03:35.000]   It's like, is this too good to be true?
[00:03:35.000 --> 00:03:37.000]   Well, no, the catch is it's hard.
[00:03:37.000 --> 00:03:38.000]   And that's, you know, we'll get into that,
[00:03:38.000 --> 00:03:41.000]   and you touched on it pretty well in that recent episode.
[00:03:41.000 --> 00:03:44.000]   So I looked at different options.
[00:03:44.000 --> 00:03:49.000]   I interviewed with what then was called American Express Financial Advisors.
[00:03:49.000 --> 00:03:52.000]   One thing that appealed to me is they said after a few years,
[00:03:52.000 --> 00:03:54.000]   you can basically have your own kind of franchise.
[00:03:54.000 --> 00:03:57.000]   And they had obviously a brand name that people knew.
[00:03:57.000 --> 00:04:02.000]   And I was living in Denver at the time, serving at a small Air Force base.
[00:04:02.000 --> 00:04:06.000]   I was a personnel guy for an Army intelligence unit on an Air Force base.
[00:04:06.000 --> 00:04:08.000]   So I got to live in Denver.
[00:04:08.000 --> 00:04:11.000]   So that's not a bad gig for an Army officer.
[00:04:11.000 --> 00:04:14.000]   Especially someone looking to transition to the civilian world.
[00:04:14.000 --> 00:04:18.000]   So I went to West Point in a service academy grad's networking group
[00:04:18.000 --> 00:04:21.000]   almost every Tuesday morning.
[00:04:21.000 --> 00:04:26.000]   So anyways, I heard about them I think from a fellow West Point grad.
[00:04:26.000 --> 00:04:27.000]   And that appealed to me.
[00:04:27.000 --> 00:04:30.000]   So I interviewed, and they said, yeah, we'll hire you.
[00:04:30.000 --> 00:04:31.000]   Of course I thought that was a big deal.
[00:04:31.000 --> 00:04:36.000]   And as you all know, it's to some degree if you can talk and chew gum,
[00:04:36.000 --> 00:04:40.000]   at least back then, you could probably get an offer.
[00:04:40.000 --> 00:04:41.000]   Chewing gum was optional.
[00:04:41.000 --> 00:04:42.000]   You just had to be able to talk.
[00:04:42.000 --> 00:04:44.000]   Exactly.
[00:04:44.000 --> 00:04:47.000]   And so I was about to accept.
[00:04:47.000 --> 00:04:52.000]   And my wife wisely said, hey, shouldn't you at least talk to one other company?
[00:04:52.000 --> 00:04:56.000]   And she doesn't have a huge interest in what I do all the time.
[00:04:56.000 --> 00:05:00.000]   But man, when she weighs in, it's gold like that was.
[00:05:00.000 --> 00:05:02.000]   So I said, yeah, it's probably a good idea.
[00:05:02.000 --> 00:05:08.000]   So I was telling this story to another guy.
[00:05:08.000 --> 00:05:10.000]   And he said, you know, I think Edward Jones or A.G. Edwards, one of those,
[00:05:10.000 --> 00:05:13.000]   they do this give your own office right away.
[00:05:13.000 --> 00:05:15.000]   So I looked it up, and sure enough, Edward Jones did.
[00:05:15.000 --> 00:05:18.000]   So that was even better than waiting two or three years.
[00:05:18.000 --> 00:05:22.000]   So anyhow, I got hired by them and ended up moving back to the Dallas-Fort Worth area
[00:05:22.000 --> 00:05:27.000]   where I'm from and got into it in the spring of 2002, so 14 years ago now.
[00:05:27.000 --> 00:05:29.000]   So you started with Edward Jones in Dallas.
[00:05:29.000 --> 00:05:31.000]   Yes, you bet.
[00:05:31.000 --> 00:05:32.000]   Okay.
[00:05:32.000 --> 00:05:35.000]   So I want to probe on that because I'm always fascinated with the Edward Jones model.
[00:05:35.000 --> 00:05:39.000]   They cut their teeth on kind of serving the small-town rural community.
[00:05:39.000 --> 00:05:41.000]   Is that accurate?
[00:05:41.000 --> 00:05:43.000]   Yeah, very much how they grew.
[00:05:43.000 --> 00:05:45.000]   That was the business model for sure.
[00:05:45.000 --> 00:05:47.000]   And then they moved into the large metro areas.
[00:05:47.000 --> 00:05:56.000]   But they had, as I understood it, they had started serving that underserved demographic out in the country.
[00:05:56.000 --> 00:06:00.000]   Yeah, it was very much what we call the blue ocean strategy back in the –
[00:06:00.000 --> 00:06:06.000]   I think it was the story that I remember from being there and inculcated in the culture and the stories.
[00:06:06.000 --> 00:06:11.000]   In the early '80s, they only had about 300 brokers as they would have called them, and their advisors.
[00:06:11.000 --> 00:06:17.000]   And there was a managing partner that came in and said that was a big debate I think internally.
[00:06:17.000 --> 00:06:20.000]   It was do we try this in at least the suburbs of the big cities.
[00:06:20.000 --> 00:06:27.000]   But in Texas, which is a big place, I want to say the first two offices or two of the ones that have been around the longest were in places called Greenville,
[00:06:27.000 --> 00:06:34.000]   which is about an hour east of Dallas, and then Big Spring out in west Texas, so not very big places.
[00:06:34.000 --> 00:06:39.000]   And so I was in a suburb of Dallas actually where I grew up or where I went to high school and middle school.
[00:06:39.000 --> 00:06:46.000]   And yeah, it was an interesting thing because when I started, I was like a lot of West Point types.
[00:06:46.000 --> 00:06:50.000]   Like you are very analytical, detailed.
[00:06:50.000 --> 00:07:02.000]   I think the nature of being new at something, you want to over probably do your preparation in some ways compared to what this business kind of calls for in terms of getting out there in front of people and kind of ask them to meet with you.
[00:07:02.000 --> 00:07:09.000]   And you did a good job describing when you're new, you don't know anything, especially when you're – I was 26, 27.
[00:07:09.000 --> 00:07:15.000]   And I knew that was – I knew what I didn't know to some degree, but it's still a challenge.
[00:07:15.000 --> 00:07:22.000]   So I knocked on doors and talked to a lot of people and it worked better than I thought it would, and I think that's one lesson I take from that.
[00:07:22.000 --> 00:07:32.000]   I hear in other venues in other forums is if you just take action and make – towards something, you can always adjust course and shift fire so to speak.
[00:07:32.000 --> 00:07:38.000]   But just go somewhere and then you will figure out if you're going in the right direction hopefully.
[00:07:38.000 --> 00:07:55.000]   So I spent three years doing – building kind of the core of my practice there, tried to do a good job, always looking out for the long-term interest of my clients even when that – when it was not necessarily lucrative in the short run.
[00:07:55.000 --> 00:08:02.000]   But I could kind of tell from talking to some mentors and just sort of common sense that that would be a good thing in the long run anyways.
[00:08:02.000 --> 00:08:04.000]   Plus it was the right thing to do.
[00:08:04.000 --> 00:08:10.000]   So that worked well and about three years in, I – actually it started probably from the day one.
[00:08:10.000 --> 00:08:19.000]   I would be knocking on doors, meeting people and sure enough I would come across other advisors or managers or people who had been in the business or recruiters for other firms.
[00:08:19.000 --> 00:08:23.000]   So I started to get curious and just kind of talk to them and it's like, huh, that's interesting.
[00:08:23.000 --> 00:08:25.000]   There's other ways to do this business.
[00:08:25.000 --> 00:08:31.000]   I was fully sold that the firm I was with was the best there was and it did a great job for me.
[00:08:31.000 --> 00:08:34.000]   But I was – didn't want to be overly closed-minded.
[00:08:34.000 --> 00:08:38.000]   So I would make some contacts with people in the industry, just kind of network and learn more.
[00:08:38.000 --> 00:08:56.000]   So I continued to do that and one of the things that was a bit limiting from my perspective at the time was Edward Jones didn't have any what we would call advisory platforms or fee-based where you charge under assets under management instead of more of a commission-based, transaction-based compensation.
[00:08:56.000 --> 00:09:00.000]   So this was in 2005.
[00:09:00.000 --> 00:09:09.000]   So I ended up leaving to go to Morgan Stanley in the middle of 2005 largely because of that kind of lack of capability.
[00:09:09.000 --> 00:09:13.000]   Now, why did you want the ability to charge fees as an advisor?
[00:09:13.000 --> 00:09:15.000]   Well, a couple of different reasons.
[00:09:15.000 --> 00:09:22.000]   One, it just seemed simpler to me from being on the same side of the table as the client.
[00:09:22.000 --> 00:09:34.000]   There's definitely a case to be made where purely cost-wise, a commission-based model, if you have a longer holding period, you can do the math and say it's definitely – it can be cheaper for the client.
[00:09:34.000 --> 00:09:42.000]   But in terms of where the incentives and we all know people respond to incentives whether they want to admit it or not.
[00:09:42.000 --> 00:09:45.000]   It's just human nature over time.
[00:09:45.000 --> 00:09:55.000]   Being able to – as I tell clients now, look, I get paid to help you take care of the money, not to move it around or to go get new money from you or other people.
[00:09:55.000 --> 00:10:12.000]   So in the hypothetical commission-based world, if you stay in that, the only ways – only times you get compensated are when there's a transaction and that's either moving around somebody's existing stuff, which there are always times – certainly there are times you need to move things around.
[00:10:12.000 --> 00:10:23.000]   So it's not that that doesn't happen. It's just there's all kinds of – as you well know, there's all kinds of ways to get paid and ways to justify transaction business.
[00:10:23.000 --> 00:10:27.000]   So it's kind of a tricky place to be as an advisor who's trying to do the right thing.
[00:10:27.000 --> 00:10:31.000]   It can be done. I know a lot of people who do it well and serve their clients extremely well.
[00:10:31.000 --> 00:10:35.000]   So I don't think it makes you bad to be in that kind of model.
[00:10:35.000 --> 00:10:37.000]   But it just was a little trickier.
[00:10:37.000 --> 00:10:52.000]   And then the – bringing a new client. So if you're getting paid when people invest money with you and you've got a new client and you kind of allocate their investments according to the plan you've put together, then sort of the natural inclination is to find the next one, especially when you're new.
[00:10:52.000 --> 00:10:55.000]   And you need to do that regardless of your compensation model.
[00:10:55.000 --> 00:11:00.000]   But – so that was a big part of it, just being on the same side of the table as the client even more.
[00:11:00.000 --> 00:11:05.000]   And then the other thing is just it's a better business model in my opinion.
[00:11:05.000 --> 00:11:15.000]   It's – at some point you can continue to increase the quality of the relationships you have and deepen those relationships versus having to go find new ones.
[00:11:15.000 --> 00:11:19.000]   Now – and when you do that, you naturally get more referrals and so the business grows.
[00:11:19.000 --> 00:11:21.000]   But it's just more predictable.
[00:11:21.000 --> 00:11:33.000]   It allows you to hire staff or get other resources because barring market crashes like we saw not too long ago, your revenue is going to be fairly stable, whereas the transaction-based model might be more feast or famine.
[00:11:33.000 --> 00:11:38.000]   So part of it is just it's a solid business model and then I looked at also the data.
[00:11:38.000 --> 00:11:42.000]   I mean I'm a little bit older than you, but I looked at the data looking down the road.
[00:11:42.000 --> 00:11:46.000]   In fact, I did this when I was about probably where you are now age-wise.
[00:11:46.000 --> 00:11:53.000]   If I was to ever want to retire someday and sell my practice, advisory, fee-based, recurring revenue was more profitable.
[00:11:53.000 --> 00:11:56.000]   So that was part of it.
[00:11:56.000 --> 00:11:58.000]   But also just more of the simplicity.
[00:11:58.000 --> 00:11:59.000]   You talk about cost.
[00:11:59.000 --> 00:12:00.000]   Well, the client wants this.
[00:12:00.000 --> 00:12:02.000]   This is what we charge and this is why.
[00:12:02.000 --> 00:12:09.000]   And then it doesn't really come up again very, very rarely, whereas a transaction, ideally you're kind of mentioning it every time because it's going to come up.
[00:12:09.000 --> 00:12:11.000]   It's going to be charged every time.
[00:12:11.000 --> 00:12:12.000]   Aaron Powell: Absolutely.
[00:12:12.000 --> 00:12:14.000]   So you went to Morgan Stanley 2005.
[00:12:14.000 --> 00:12:25.000]   Yeah, so that was very successful. I was able to retain a lot of my relationships and sort of their – the clients that came with me brought their accounts over.
[00:12:25.000 --> 00:12:34.000]   I kind of just made that transition over the next several years just in time for the market to have a slight dip of about 55 percent from the draw.
[00:12:34.000 --> 00:12:36.000]   A moderate correction.
[00:12:36.000 --> 00:12:37.000]   Yeah, yeah.
[00:12:37.000 --> 00:12:43.000]   So markets can – past performance is no guarantee of future results to say the least.
[00:12:43.000 --> 00:12:52.000]   So that was kind of interesting because I thought, oh, wow, these – over the long run, it's probably good for me to be – having more asset-based compensation because over time you expect markets to go up more than down.
[00:12:52.000 --> 00:12:55.000]   But it also can go the other way, which is sort of the point.
[00:12:55.000 --> 00:12:58.000]   I was – my income was at risk.
[00:12:58.000 --> 00:13:08.000]   One of the greatest compliments I think I've had a client pay me was sometime later she said something like – we were talking about the 2008, kind of the fall of '08.
[00:13:08.000 --> 00:13:17.000]   She said, "I think you were more worried about it than – about our accounts than we were," something to that effect because you have that pressure and you want to do the right thing for people.
[00:13:17.000 --> 00:13:26.000]   But that was the first go-around I've seen that, and I don't know that I'll do much better next time, but at least I'll have – I'll be able to say I've seen it.
[00:13:26.000 --> 00:13:28.000]   I've been there, done that.
[00:13:28.000 --> 00:13:30.000]   That was kind of an interesting time.
[00:13:30.000 --> 00:13:33.000]   So anyways, I spent that time kind of converting to more recurring revenue.
[00:13:33.000 --> 00:13:40.000]   Morgan Stanley is a great place, great name, not as great maybe after '08, '09 with things that kind of all those firms went through.
[00:13:40.000 --> 00:13:46.000]   But a lot of resources – when you say, hey, I'm going to Morgan Stanley, most people have heard of it.
[00:13:46.000 --> 00:13:52.000]   But I kind of always knew even before I made that change I had the idea of independence in the back of my head.
[00:13:52.000 --> 00:13:59.000]   And the – in terms of my arrangement with Morgan Stanley when I moved there was basically I had a five-year deal.
[00:13:59.000 --> 00:14:06.000]   I thought, well, if I don't like it – and I've been there with the Army commitment, so I can stand on my head for five years if I need to.
[00:14:06.000 --> 00:14:08.000]   I don't want to make my clients move very often either.
[00:14:08.000 --> 00:14:20.000]   It's a painful – or can be a painful or at least an annoying process for them to move their accounts and new account numbers, new statements, new online stuff, new instructions, moving money in or taking money out.
[00:14:20.000 --> 00:14:24.000]   But after four years of that five years, I was kind of ready.
[00:14:24.000 --> 00:14:36.000]   The market had recovered off the bottom in 2009, and I was kind of ready to do my own thing and have the flexibility and freedom of kind of crafting the practice the way I wanted to.
[00:14:36.000 --> 00:14:42.000]   And at a larger firm, that's just harder to do, a lot harder to say the least.
[00:14:42.000 --> 00:14:52.000]   So in 2009, I made the move to an independent – what you would call an independent broker-dealer, basically a firm that looks and smells a lot like those other two.
[00:14:52.000 --> 00:14:54.000]   It's just I own the practice.
[00:14:54.000 --> 00:14:56.000]   You don't really have a boss, so to speak.
[00:14:56.000 --> 00:14:59.000]   You have compliance requirements for sure, the same – similar requirements.
[00:14:59.000 --> 00:15:01.000]   But you own the practice.
[00:15:01.000 --> 00:15:03.000]   You decide if and when to hire people.
[00:15:03.000 --> 00:15:16.000]   You decide if and when to get office space, what color your logo is, what you call yourself, those sorts of things within the sandbox of the compliance world that, as I'm sure we'll talk about, continues to shrink.
[00:15:16.000 --> 00:15:18.000]   But it's been phenomenal.
[00:15:18.000 --> 00:15:19.000]   I've enjoyed it.
[00:15:19.000 --> 00:15:24.000]   It's just been – I kind of – September 3rd is the day of my anniversary.
[00:15:24.000 --> 00:15:26.000]   I kind of think of that as my – that's my July 4th.
[00:15:26.000 --> 00:15:28.000]   It's my independence day, so to speak.
[00:15:28.000 --> 00:15:33.000]   So it's been great for me and my family, and I think I kind of get fired up about that.
[00:15:33.000 --> 00:15:37.000]   So that's why I started this other project to kind of talk more about it.
[00:15:37.000 --> 00:15:39.000]   So we'll talk about that in a second.
[00:15:39.000 --> 00:15:45.000]   Describe to me the nature of your firm, the type of clients you work with, the number of clients, that type.
[00:15:45.000 --> 00:15:48.000]   Just what demographic do you serve with your firm?
[00:15:48.000 --> 00:15:57.000]   I think my best clients, I would describe them as people who have done a good job saving and they've already figured out that you should spend less than you have coming in.
[00:15:57.000 --> 00:15:59.000]   So I'm not doing real hardcore budget coaching.
[00:15:59.000 --> 00:16:04.000]   They've got that down and they've probably had it down for many years.
[00:16:04.000 --> 00:16:14.000]   In our business, it's often the shortest route to build a business is to work with people near retirement or maybe early in retirement who have already accumulated a lot of what they're going to accumulate.
[00:16:14.000 --> 00:16:18.000]   So I work with a lot of people who have worked for someone else, not all business owners.
[00:16:18.000 --> 00:16:20.000]   I know a lot of my colleagues, that's the focus.
[00:16:20.000 --> 00:16:30.000]   But I have a lot of former employees or employees that have very relatively straightforward financial planning needs, retirement planning, insurance protection, college planning.
[00:16:30.000 --> 00:16:38.000]   So they've accumulated some money but not always millions, maybe at least one but not always.
[00:16:38.000 --> 00:16:52.000]   And between that, their investments and social security from maybe two spouses in a lot of cases, they can get what they need and be relatively comfortable sometime after they turn 60 in a lot of cases.
[00:16:52.000 --> 00:17:09.000]   So it's not that they don't want to follow their investments but a lot of my best clients, they've kind of developed the trust over time after 10 or 12 or 14 years that we've done the hard work of describing to Sean what we want to happen.
[00:17:09.000 --> 00:17:17.000]   And we trust him to guide us and we'll ask questions and as things change, we'll make sure we're adjusting fire.
[00:17:17.000 --> 00:17:20.000]   But it's always about what are they trying to accomplish.
[00:17:20.000 --> 00:17:24.000]   So in the industry, we might call that the mass affluent.
[00:17:24.000 --> 00:17:34.000]   So it's – I don't do a lot of the hourly consulting or XY, Generation Y, millennial-type consulting just yet.
[00:17:34.000 --> 00:17:43.000]   But sort of the baby boomer, retiree who has got enough money but not so much that they're still worried about their number one goal is not running out of money.
[00:17:43.000 --> 00:17:46.000]   So I was just going to categorize it.
[00:17:46.000 --> 00:18:10.000]   You're working with the mass affluent, ages 40 to 70, a lot of married couples who have anywhere from half or three-quarters of a million dollars up to two, three, four million dollars, retired executives, retired school teacher, put a lot of money in a 401(k), a couple – some blue-collar business owners, this kind of just mass affluent approach, right?
[00:18:10.000 --> 00:18:14.000]   Yeah, exactly, and from your background, that's a pretty plain vanilla.
[00:18:14.000 --> 00:18:15.000]   There's lots of us that do that, right?
[00:18:15.000 --> 00:18:21.000]   So the good news is there's lots of us – that is the good news I think because there's a lot of help out there.
[00:18:21.000 --> 00:18:24.000]   It's just sorting out who's who and finding that fit.
[00:18:24.000 --> 00:18:27.000]   But yeah, it's – as I like to say, it's not rocket surgery.
[00:18:27.000 --> 00:18:34.000]   Right, right. Yeah, it's a great – I mean that was exactly the third – the years three through six of my financial advisor work.
[00:18:34.000 --> 00:18:37.000]   That was the target. That was exactly the business model.
[00:18:37.000 --> 00:18:42.000]   There's a high – and the way I saw it is that was the – those were the people that I could effectively serve.
[00:18:42.000 --> 00:18:45.000]   You get to a point in time of an amount of wealth.
[00:18:45.000 --> 00:18:46.000]   I don't know what the number is.
[00:18:46.000 --> 00:18:48.000]   Is it five million?
[00:18:48.000 --> 00:18:49.000]   Probably.
[00:18:49.000 --> 00:18:50.000]   Is it 10 million?
[00:18:50.000 --> 00:18:51.000]   Most definitely.
[00:18:51.000 --> 00:18:52.000]   Is it 30?
[00:18:52.000 --> 00:18:53.000]   Absolutely.
[00:18:54.000 --> 00:19:04.000]   … at which the amount of client service, the sophistication of the need, all of these things get to a point where you need to have a firm that's oriented in that direction.
[00:19:04.000 --> 00:19:05.000]   Exactly.
[00:19:05.000 --> 00:19:06.000]   You get to a point.
[00:19:06.000 --> 00:19:20.000]   I mean if you're working with a client who has $300,000, unless that client is quite young and they're aggressive savers, it's going to be difficult for somebody to practically be able to retire on small amounts of money.
[00:19:20.000 --> 00:19:26.000]   And so you need a certain level of wealth for the type of practice that you're running or that I was pursuing.
[00:19:26.000 --> 00:19:36.000]   You need a certain level of wealth that you can actually make meaningful impacts and influences in the client's life in excess of the cost, in excess of your fees.
[00:19:36.000 --> 00:19:45.000]   But you need to – you can't have clients – you can't effectively serve somebody who has the expectations and the needs of someone with $30 million in the bank.
[00:19:45.000 --> 00:19:48.000]   They need a different type of practice structure.
[00:19:48.000 --> 00:19:54.000]   So I always – I felt like that – what I just described was a place that I enjoyed working with those people.
[00:19:54.000 --> 00:19:56.000]   There was enough diversity.
[00:19:56.000 --> 00:20:02.000]   I could really be a subject matter expert in the areas that were impactful to that and enjoy a good working relationship with that type of client.
[00:20:02.000 --> 00:20:08.000]   Yeah, and a lot of them, as you I'm sure experienced, they appreciate your help in most cases, right?
[00:20:08.000 --> 00:20:09.000]   Right, right.
[00:20:09.000 --> 00:20:17.000]   So they're not being – there's plenty of competition for the folks with a million and a half in their accounts that – but a lot of them are regular folk.
[00:20:17.000 --> 00:20:21.000]   Millionaire next door and I love that interview you did with your former boss.
[00:20:21.000 --> 00:20:34.000]   He might have grown out of that but sort of the – they don't picture themselves as wealthy and they appreciate it and they value your input, which is nice to have in a job.
[00:20:34.000 --> 00:20:42.000]   But in the situation, the financial planning situation that this type of mass affluent client faces is – it's challenging.
[00:20:42.000 --> 00:20:43.000]   It's complex.
[00:20:43.000 --> 00:20:49.000]   When you're digging through all of the different things that influence them, it is challenging and complex for a layperson to figure out.
[00:20:49.000 --> 00:21:05.000]   I believe a good advisor can add a tremendous amount of value in this area with social security consulting and just all the different areas of financial planning.
[00:21:05.000 --> 00:21:11.000]   But it doesn't require highly intense specialized knowledge like doing billion-dollar estates does when you have to basically spend three years working on one financial plan if you're trying to do an estate plan.
[00:21:11.000 --> 00:21:12.000]   Exactly.
[00:21:12.000 --> 00:21:18.000]   We can effectively tool up through some credentialization and five, ten years of study.
[00:21:18.000 --> 00:21:30.000]   We can effectively tool up to be able to really effectively serve that client with experience, and that weeds out the vast majority of brand-new financial advisors from our competition.
[00:21:30.000 --> 00:21:37.000]   Because a brand-new – someone who just got their license, they can't effectively do that type of planning without bringing in a whole team.
[00:21:37.000 --> 00:21:44.000]   So I think it's a really beautiful type of practice model that has a lot of value for the client and a lot of value for the advisor.
[00:21:44.000 --> 00:21:46.000]   Yeah, it really is fun.
[00:21:46.000 --> 00:21:53.000]   I mean I get fired up about retirement income planning and like you said, I mean I have a lot fewer letters behind my name.
[00:21:53.000 --> 00:21:55.000]   I've got CFP and that's the main one.
[00:21:55.000 --> 00:22:02.000]   But doing a retirement income plan for me because I've done it a bunch, it's a blast.
[00:22:02.000 --> 00:22:07.000]   And when you can show someone, "Here's where we're going to pull your income from," or "Here's what I recommend anyways.
[00:22:07.000 --> 00:22:10.000]   Here's how social security fits into that.
[00:22:10.000 --> 00:22:14.000]   Here are some claiming strategies," and they go, "Okay, good."
[00:22:14.000 --> 00:22:17.000]   They feel kind of that sense of relief and it's great.
[00:22:17.000 --> 00:22:18.000]   People have that relief.
[00:22:18.000 --> 00:22:20.000]   They've saved some money but it's like now what?
[00:22:20.000 --> 00:22:24.000]   I've got this pile of money but how do I turn it into income as one example?
[00:22:24.000 --> 00:22:26.000]   And that's a common planning need.
[00:22:26.000 --> 00:22:34.000]   And to you and me who have done it a bunch, it's not complicated but that curse of knowledge is pretty real.
[00:22:34.000 --> 00:22:35.000]   I'm like, "Oh, yeah.
[00:22:35.000 --> 00:22:37.000]   This is obvious," and they're like blown away.
[00:22:37.000 --> 00:22:38.000]   Right.
[00:22:38.000 --> 00:22:41.000]   It's not – you can't get it from Money Magazine.
[00:22:41.000 --> 00:22:52.000]   You need somebody who is able to look at it and the impact is so huge because this is the type of client who wants that confidence that, hey, it's 65 years old.
[00:22:52.000 --> 00:22:58.000]   I can leave my corporate job and I'm going to be okay or I can get rid of this business and I can get the RV and travel.
