
[00:00:00.400 --> 00:00:15.920]   - Thanks a lot, everyone.
[00:09:54.560 --> 00:10:10.200]   So, okay, the next attempt. In draft, all this feedback has been incorporated, and the MCP spec is kind of like fixing its issues, and the draft version of the specification models all of OAuth pretty cleanly and pretty nicely.
[00:10:10.200 --> 00:10:19.520]   The OAuth authorization server is a totally separate entity, and this is really beneficial for all of you building MCP servers because your job gets a whole lot easier.
[00:10:19.520 --> 00:10:28.320]   All you have to do is verify the tokens that come in over HTTP and hand off all the other responsibility to the OAuth server.
[00:10:28.320 --> 00:10:39.160]   So, we're back to a pretty good place with respect to OAuth and MCP, and in particular how we authorize connections between MCP clients and MCP servers.
[00:10:39.160 --> 00:10:48.840]   So, let's talk about the future. If this is all we do with OAuth, we're not even scratching the surface of what we need in order to fully secure AI and AI interactions.
[00:10:48.840 --> 00:10:56.960]   So, what else are we going to need? We're going to burn through this here pretty quick. The first is agent-to-agent communication.
[00:10:56.960 --> 00:11:06.640]   So, what we've seen with OAuth so far as it's applied to MCP, like I said, that's referred to as the authorization code flow, and it's particularly relevant for when we want to do end-user delegation.
[00:11:06.640 --> 00:11:19.760]   But there's a whole bunch of other flows in OAuth that are relevant, in particular client credentials, and this applies when we want agents to communicate with other agents or other MCP servers on their own behalf, not on behalf of a user.
[00:11:19.760 --> 00:11:28.480]   So, this is one thing to pay attention to. The next, this kind of begs the question, agent identity. What should we do about this?
[00:11:28.480 --> 00:11:45.440]   Well, if anyone's ever done OAuth development, you're probably familiar with this type of flow, is you want to build an application, you want to integrate with an API, you go to some developer portal, create a new application, get a client ID in secret, and then somehow configure your application with those credentials.
[00:11:45.440 --> 00:11:57.160]   So, this is a bunch of friction. This obviously won't apply well to MCP, which is trying to be a standard protocol, and you want to bring tools and agents together that may not be aware of each other.
[00:11:57.160 --> 00:12:08.160]   You can't do this if you presuppose some sort of registration process. So, what does MCP do? Well, it picks up what is known as dynamic client registration.
[00:12:08.160 --> 00:12:15.880]   So, what this does is allows applications and agents to request credentials at runtime rather than, like, ahead of time in manual registration.
[00:12:15.880 --> 00:12:23.880]   So, an agent says, hey, like, this is who I am. Give me a client ID in secret. The server does it, and the agent goes about the rest of its OAuth flow.
[00:12:23.880 --> 00:12:36.600]   Now, this specification has been around for about 10 years, and in practice has seen, like, no meaningful adoption, and one of the implications behind this is it, like, makes all agents anonymous,
[00:12:36.600 --> 00:12:45.600]   because the registration request itself is uncredentialed. This makes it hard to build trust in agents. It's probably not super viable, in my opinion.
[00:12:45.600 --> 00:12:55.320]   So, what should we be looking at instead? Well, there's many cases where we just want to use public clients that we don't really care about verifying their identity.
[00:12:55.320 --> 00:13:04.320]   In this case, there's an emerging specification called pushed client registration, which introduces this kind of, like, well-known string to identify a, like, public client.
[00:13:04.320 --> 00:13:10.800]   We can just use this well-known string, and we skip the whole registration song and dance and then the need to store the resulting state.
[00:13:10.800 --> 00:13:18.440]   So, this is, but a lot more simpler. It also has the capability to carry certain client metadata in the request, if that's necessary.
[00:13:18.440 --> 00:13:24.360]   So, this is something we should look in for cases where public clients apply.
[00:13:24.360 --> 00:13:28.320]   But what about clients that we actually want to authenticate and verify their identity?
[00:13:28.320 --> 00:13:36.120]   Well, my proposal here is that we should start looking at using URLs in PKI for identity.
[00:13:36.120 --> 00:13:40.760]   This lets us reuse the existing identifiers that people already associate with the apps they're using,
[00:13:40.760 --> 00:13:43.600]   and can repurpose them into the agent world.
[00:13:43.600 --> 00:13:51.080]   This looks like, in practice, we'd have a URL, such as, you know, agent.com, to be used as a client identity in OAuth flows.
[00:13:51.080 --> 00:14:01.000]   And then, through the magic of cryptography and key sets, we can authenticate these agents by having them sign jot assertions or HTTP message signatures
[00:14:01.000 --> 00:14:04.160]   that we can then verify with the corresponding public keys.
[00:14:04.160 --> 00:14:10.720]   All right. This dovetails into agent attestation.
[00:14:10.720 --> 00:14:17.000]   We've connected our agents to the resources that we're using, but then that agent turns around and sends all that information up to an LLM.
[00:14:17.000 --> 00:14:20.040]   This seems like something we should probably have some awareness of and control over.
[00:14:20.040 --> 00:14:27.880]   So, in kind of protected environments, we can sort of get by, like treating the LLM as just another API, which often it is.
[00:14:27.880 --> 00:14:40.200]   And this is a technique we could apply, but it has limited capabilities when we look at, like, edge deployed agents, such as on the desktop or mobile devices where we don't really control their software environment.
[00:14:40.200 --> 00:14:57.200]   So, there's a bunch of interesting work going on in the IET app now with respect to, like, remote attestation and supply chain security where we can start to attest to the state of the device and the software running on it and know what LLMs our data is going to wind up in, and then incorporate that into OAuth authorization flows.
[00:14:57.200 --> 00:15:16.040]   Next up transactional authorization. What we've done to date in OAuth is introduce scopes. This is a whole lot better than passwords, which OAuth kind of replaced back in the day, in the sense that now we can do more fine-grained permissions, such as, like, read versus write access.
[00:15:16.040 --> 00:15:24.040]   But in practice, these end up being a little bit too coarse-grained for a lot of use cases, and oftentimes a little bit longer lived than we might like.
[00:15:24.040 --> 00:15:35.040]   In agent interactions, we're going to have to be increasingly transactional. So, imagine use cases where you want agents to do financial transactions or commercial transactions.
[00:15:35.040 --> 00:15:47.040]   We're going to want to authorize things on a transaction basis, potentially with specific amounts or financial budgets. So, we're going to have to look at moving to more dynamic access in this respect.
[00:15:47.040 --> 00:16:00.040]   There's a proposal that's actually like a specification at this point called rich authorization requests, which is worth looking into, and something that we can take inspiration from or either adopt directly for these use cases.
[00:16:00.040 --> 00:16:15.040]   Next up, we have chain of custody. This is particularly interesting to me. What we talk about with MCP really covers the first leg of this. On the left-hand side, we have authorized connections between agents and MCP servers.
[00:16:15.040 --> 00:16:27.040]   But what happens on the right side is completely unspecified in terms of, like, the security profile. So, how do we protect an MCP server that calls another API within the same domain in particular?
[00:16:27.040 --> 00:16:37.040]   There's a technique called OAuth token exchange that I recommend everyone look into. A special case of this is MCP servers to third-party APIs.
[00:16:37.040 --> 00:16:48.040]   In this case, we should look into identity chaining across domains and its corresponding specification, the identity assertion grant, which lets us do cross-domain authorization in the backend.
[00:16:48.040 --> 00:16:55.040]   Somewhat outside the scope of OAuth is other internal infrastructure that people should be aware of as they look to deploy these agents.
[00:16:55.040 --> 00:17:03.040]   And then the culmination of this is really agent-to-agent flows, where I don't know how much of this is happening in practice today, but people see the promise of it.
[00:17:03.040 --> 00:17:11.040]   Imagine big graphs of agents talking to other agents on other servers. We're going to need end-to-end visibility as the authorization flows along these graphs.
[00:17:11.040 --> 00:17:21.040]   Finally, async interaction. I think one of the key things to look at here is, like, OAuth typically assumes a user is sitting in front of a browser and relatively static.
[00:17:21.040 --> 00:17:31.040]   But as we kick off flows, users might walk away and agents do work in the background. They're going to need a way to reach out to the user and say, hey, I need a bit more access than I've been permissioned.
[00:17:31.040 --> 00:17:39.040]   How do we think about bringing more real-time interactions via channels like SMS or push notifications rather than just browser-based flows?
[00:17:39.040 --> 00:17:46.040]   And then a hot topic. Today, there's a bunch of interesting work going on in the voice track at the conference.
[00:17:46.040 --> 00:17:54.040]   As AI starts to interact with us via voice and video or completely in the background, how do we think about security in those respects?
[00:17:54.040 --> 00:18:08.040]   This is really the frontier of security and interaction, but there's a lot of prior art in various real-time communities around SIP, XMPP, WebRTC that I think is very interesting for us to all look at.
[00:18:08.040 --> 00:18:17.040]   So, there's a lot here. Let's go build this stuff. It's all important for us to achieve a safe and secure AI future.
[00:18:17.040 --> 00:18:28.040]   This is what we're building at Keycard. We're building an identity access management platform that lets you connect your co-pilots, custom agents, and third-party agents to all your apps, services, and infrastructure,
[00:18:28.040 --> 00:18:32.040]   all using standards-compliant protocols, A-to-A, MCP, and OAuth.
[00:18:32.040 --> 00:18:37.040]   If building this stuff is interesting to you, we are hiring, hiring, so get in touch with me.
[00:18:37.040 --> 00:18:42.040]   And if it's not interesting to you, but you know you want to secure your agents, get in touch with us, too.
[00:18:42.040 --> 00:18:47.040]   We're looking for partners that are building so that we can work with you to secure your agents.
[00:18:47.040 --> 00:18:54.040]   The website is keycard.ai, and I will be around the rest of the conference. Thanks.
[00:18:54.040 --> 00:18:58.380]   We'll see you next time.

