
[00:00:00.000 --> 00:00:04.800]   (music)
[00:04:58.200 --> 00:05:01.800]   and then not have tomorrow and wonder what happened to you.
[00:05:01.800 --> 00:05:14.500]   And the simplest strategy that I can give is to say, "Pray earnestly for these affections the way the psalmist does and the way Paul does.
[00:05:14.500 --> 00:05:16.700]   Incline my heart to your testimonies.
[00:05:16.700 --> 00:05:19.000]   Open my eyes to see wonders.
[00:05:19.000 --> 00:05:20.800]   Satisfy me in the morning.
[00:05:20.800 --> 00:05:22.700]   Create in me a clean heart.
[00:05:22.700 --> 00:05:25.800]   Renew a right and willing spirit.
[00:05:25.800 --> 00:05:29.000]   Restore the joy of my salvation."
[00:05:29.000 --> 00:05:36.400]   It's amazing to me that the psalmist prays that way, because he's praying like Mark and Chris would want to pray, I think.
[00:05:36.400 --> 00:05:39.000]   And Paul does the same for his churches.
[00:05:39.000 --> 00:05:47.500]   He says to the Ephesians in chapter 1, "I remember you in my prayers,
[00:05:47.500 --> 00:05:52.900]   asking that the eyes of your hearts would be open so that you know the hope you've been called to,
[00:05:52.900 --> 00:05:57.200]   and know the riches of your inheritance, and know the power that's at work in you."
[00:05:57.200 --> 00:06:00.200]   And he doesn't mean know like the devil knows.
[00:06:00.200 --> 00:06:02.800]   I mean, the devil knows these things and hates them.
[00:06:02.800 --> 00:06:09.200]   He means know like you know honey is sweet when you taste it, and you know velvet is smooth when you touch it,
[00:06:09.200 --> 00:06:16.900]   and you know that the new-cut grass out in the front is sweet when you smell it.
[00:06:16.900 --> 00:06:20.700]   That's the kind of knowing Paul is praying for here.
[00:06:20.700 --> 00:06:23.800]   I do this virtually every day.
[00:06:23.800 --> 00:06:27.400]   I just want these brothers to know that I'm with them in the fight.
[00:06:27.400 --> 00:06:35.200]   I pray every day for my affections not to die and to be quickened and made lively.
[00:06:35.200 --> 00:06:40.700]   And the phrase that's right at the top of my prayer list is, "Hallowed be your name."
[00:06:40.700 --> 00:06:45.900]   And if you stop and think about the word "hallowed," "sanctified," that is, what you're praying for is,
[00:06:45.900 --> 00:06:56.000]   "God, help me with my whole being to set your name in a place of great sacredness, and great purity, and great love, and great honor.
[00:06:56.000 --> 00:07:03.200]   Help me to see and savor the worth of your name with all my heart and soul and mind and strength."
[00:07:03.200 --> 00:07:09.000]   So that's right at the top of my prayer list every day, and it's a prayer from my heart.
[00:07:09.000 --> 00:07:12.400]   So take the Word of God praying.
[00:07:12.400 --> 00:07:13.400]   That's the key.
[00:07:13.400 --> 00:07:17.400]   Ephesians 6, what, verse 17, I think.
[00:07:17.400 --> 00:07:21.400]   "Take the sword of the Spirit, praying at all times."
[00:07:21.400 --> 00:07:23.200]   Take the sword praying.
[00:07:23.200 --> 00:07:25.700]   Take the sword praying.
[00:07:25.700 --> 00:07:27.700]   Never take the sword by itself.
[00:07:27.700 --> 00:07:29.100]   Never pray by itself.
[00:07:29.100 --> 00:07:39.600]   Always take the Word of God and pray it into reality in your life, and then bank on one aspect of that sword, namely the promise of God.
[00:07:39.600 --> 00:07:44.900]   "I will put the fear of me in your hearts, and you will not turn from me."
[00:07:44.900 --> 00:07:56.400]   So I would say to Mark and Chris and the hundreds of people who share this struggle, God will complete the work that He's begun in us.
[00:07:56.400 --> 00:07:57.000]   Yes, He will.
[00:07:57.000 --> 00:07:58.300]   Thank you, Pastor John.
[00:07:58.300 --> 00:08:07.000]   For more on fighting for joy in God, there's a series of messages from a 2005 regional conference, which you can find at DesiringGod.org by searching for the titles "How to Fight for Joy."
[00:08:07.000 --> 00:08:10.200]   There you will find three sessions and one question and answer session as well.
[00:08:10.200 --> 00:08:16.700]   Again, those can be found online at DesiringGod.org under the title "How to Fight for Joy," all available free of charge.
[00:08:16.700 --> 00:08:17.500]   I'm your host Tony Reinke.
[00:08:17.500 --> 00:08:18.200]   Thanks for listening.
[00:08:18.400 --> 00:08:18.900]   [End of Audio]
[00:08:19.100 --> 00:08:19.600]   [End of Audio]
[00:08:19.600 --> 00:08:20.100]   [End of Audio]
[00:08:21.100 --> 00:08:21.600]   [End of Audio]
[00:08:22.600 --> 00:08:23.100]   [End of Audio]
[00:08:24.100 --> 00:08:24.600]   [End of Audio]
[00:08:24.600 --> 00:08:34.600]   [BLANK_AUDIO]

