
[00:00:00.000 --> 00:00:05.480]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:03:48.640 --> 00:04:02.640]   So I bring you today this interview with Alan Moore. This was actually recorded in Dallas, Texas a week ago, a week or two ago when I flew out there for the T3 Technology Tools for Today conference for financial advisors.
[00:04:02.640 --> 00:04:07.640]   So I pulled Alan aside and we sat down and we had this conversation. I think you're really going to enjoy it.
[00:04:07.640 --> 00:04:12.640]   This really might be a real resource. I know many of you are looking for financial advisors or interested.
[00:04:12.640 --> 00:04:19.640]   XY Planning Network, as you'll hear, has a search function where you can go and you can search and browse through financial advisors.
[00:04:19.640 --> 00:04:24.640]   Feel free to check that out. I don't currently have any kind of business relationship with XY.
[00:04:24.640 --> 00:04:28.640]   I don't have – I'm not a member anymore simply because I closed my firm.
[00:04:28.640 --> 00:04:33.640]   But I do really want to support and see their model grow in value.
[00:04:33.640 --> 00:04:36.640]   So feel free to check that out if that's something that would be of help to you.
[00:04:36.640 --> 00:04:43.640]   I also know many of you in the audience are interested in becoming advisors and this might be a model that will work for you.
[00:04:43.640 --> 00:04:47.640]   So if you're interested in that, go to their website and check them out as well.
[00:04:47.640 --> 00:04:54.640]   Again, no special links. I think it's xyplanning.com or xy – look in the show notes and there will be the web address for you.
[00:04:54.640 --> 00:04:58.640]   That will be a useful resource for you. So with that, enjoy.
[00:04:58.640 --> 00:05:03.640]   So we're here. What's this conference called?
[00:05:03.640 --> 00:05:06.640]   T3, Technology Tools for Today.
[00:05:06.640 --> 00:05:12.640]   So we're here at the Technology Tools for Today conference with Alan Moore.
[00:05:12.640 --> 00:05:19.640]   And Alan, I've been wanting to have you on the show here for a while, partly to talk with you about your personal story.
[00:05:19.640 --> 00:05:25.640]   But also you have a unique insight into kind of the overview of the financial planning industry.
[00:05:25.640 --> 00:05:28.640]   So let's kick off with your personal story.
[00:05:28.640 --> 00:05:36.640]   How did you wind up going from young, didn't care about the financial planning industry to a leader in the industry?
[00:05:36.640 --> 00:05:44.640]   Oh, isn't it funny how you find your way and sometimes decisions that you had no idea would lead to where they do.
[00:05:44.640 --> 00:05:46.640]   And sometimes you just make decisions on a whim.
[00:05:46.640 --> 00:05:51.640]   So I was actually a pre-pharmacy major. I was going to be a pharmacist when I went to college.
[00:05:51.640 --> 00:06:03.640]   So got in to college, started to take the classes and ended up having to drop out of chemistry one whenever we got to naming compounds because I was so baffled by what was going on.
[00:06:03.640 --> 00:06:08.640]   And come to find out you have to take like six years of chemistry to become a pharmacist.
[00:06:08.640 --> 00:06:10.640]   So I was like, all right, well, apparently I need a new major.
[00:06:10.640 --> 00:06:17.640]   And ended up discovering another major called consumer economics, which is really kind of economics for the household.
[00:06:17.640 --> 00:06:21.640]   And then I saw that we had this budgeting class. I was like, that sounds like fun.
[00:06:21.640 --> 00:06:26.640]   So it was an elective. So I took this intro to financial planning class, which I thought was how to budget.
[00:06:26.640 --> 00:06:32.640]   And my own personal finances come to find out it was the intro to becoming a financial planner.
[00:06:32.640 --> 00:06:34.640]   And so it was like the first CFP course.
[00:06:34.640 --> 00:06:36.640]   Did the college have a financial planning program?
[00:06:36.640 --> 00:06:38.640]   They did. They had an entire degree program.
[00:06:38.640 --> 00:06:43.640]   And I didn't know that's where I was. I just wasn't paying attention, I guess.
[00:06:43.640 --> 00:06:51.640]   And just fell in love with it. And so I ended up getting my undergraduate degree and then my master's in family financial planning from the University of Georgia.
[00:06:51.640 --> 00:06:52.640]   Interesting.
[00:06:52.640 --> 00:06:57.640]   And so I went through, got my degrees, and then decided I wanted to become a practitioner.
[00:06:57.640 --> 00:07:08.640]   And ended up kind of getting launched and worked for a couple of different fee-only registered investment advisory firms, working with clients as a financial planner.
[00:07:08.640 --> 00:07:15.640]   And then after about a year and a half of working for other firms, I ended up launching my own firm, Serenity Financial Consulting.
[00:07:15.640 --> 00:07:20.640]   That was back in 2012. And kind of the rest is history. We can go into detail.
[00:07:20.640 --> 00:07:23.640]   But that was kind of how I became a financial planner and kind of ended up launching my own firm.
[00:07:23.640 --> 00:07:26.640]   How far out of college were you when you launched Serenity?
[00:07:26.640 --> 00:07:30.640]   About 18 months. So I had been out of my master's program for about 18 months.
[00:07:30.640 --> 00:07:32.640]   So how old are you now?
[00:07:32.640 --> 00:07:35.640]   I'm 27. So I was 25 when I launched my firm.
[00:07:35.640 --> 00:07:42.640]   Okay. So you're one of the young guys. We don't see a lot of young people with their own firms in the financial planning industry.
[00:07:42.640 --> 00:07:48.640]   No, we really don't. I mean, and part of that, there's actually more CFPs over the age of 70 than under 30.
[00:07:48.640 --> 00:07:52.640]   So we actually have a real aging population of advisors anyway.
[00:07:52.640 --> 00:07:57.640]   I mean, the average age is like 56, but it's very skewed to the older age.
[00:07:57.640 --> 00:08:03.640]   So there's not a lot of younger financial advisors in general, much less younger firm owners.
[00:08:03.640 --> 00:08:08.640]   For obvious reasons. I mean, people want to get experience or they want to build up money before they launch their own firm.
[00:08:08.640 --> 00:08:12.640]   So there's a lot of barriers of entry that kind of stop people from going out on their own.
[00:08:12.640 --> 00:08:14.640]   But yeah, you don't see it very often these days.
[00:08:14.640 --> 00:08:18.640]   So what type of firm was Serenity Financial?
[00:08:18.640 --> 00:08:22.640]   So when I first launched, I provided financial planning on an hourly basis.
[00:08:22.640 --> 00:08:26.640]   I didn't do any ongoing work. I just did hourly financial planning advice.
[00:08:26.640 --> 00:08:31.640]   So basically, I just got paid for my time. And I also provided some investment management services.
[00:08:31.640 --> 00:08:33.640]   And I focused on working with younger clients.
[00:08:33.640 --> 00:08:40.640]   And at the time, I didn't really have a narrower client base beyond just I wanted to work with people that were my age.
[00:08:40.640 --> 00:08:46.640]   I wanted to work with people in their 20s, 30s, because I was really interested in the type of issues that they had.
[00:08:46.640 --> 00:08:52.640]   I wanted to talk student loans and mortgages and having kids and buying houses and moving and starting businesses.
[00:08:52.640 --> 00:09:00.640]   That's what really excited me. I wasn't as excited to talk retirement planning or complex income tax stuff for retirement or Social Security.
[00:09:00.640 --> 00:09:01.640]   That just wasn't my thing.
[00:09:01.640 --> 00:09:06.640]   And so I went out and really marketed myself as the advisor for young clients.
[00:09:06.640 --> 00:09:13.640]   And I did the hourly work. And then that kind of grew over time to where I had clients saying, "Hey, I'd really like to work with you on an ongoing basis."
[00:09:13.640 --> 00:09:19.640]   So my service model kind of evolved over time into where I was working on a retainer basis with clients.
[00:09:19.640 --> 00:09:23.640]   And when you started, what were you charging for an hourly rate?
[00:09:23.640 --> 00:09:28.640]   So I charged $180 an hour when I first launched, which was a totally made-up number.
[00:09:28.640 --> 00:09:32.640]   I know the struggle of trying to figure out how much are you worth.
[00:09:32.640 --> 00:09:39.640]   And it finally dawned on me one time that I wasn't being paid for my time.
[00:09:39.640 --> 00:09:42.640]   I was being paid for the time that I saved clients.
[00:09:42.640 --> 00:09:46.640]   So anything that I was going to tell them, they could technically go find on Google.
[00:09:46.640 --> 00:09:51.640]   They were just going to spend tens and hundreds of hours trying to find the answer.
[00:09:51.640 --> 00:10:00.640]   So even though I was charging for my time and basing it on an hourly rate, the value I was giving was really based on the time that they were saving and the expertise.
[00:10:00.640 --> 00:10:03.640]   So I basically just made up a number.
[00:10:03.640 --> 00:10:07.640]   And the number came out because I wanted to be able to bill in 15-minute increments.
[00:10:07.640 --> 00:10:12.640]   And you can't divide $175 easily by four.
[00:10:12.640 --> 00:10:15.640]   So I was like, "I guess I'll just start at $180." And I did.
[00:10:15.640 --> 00:10:17.640]   And it worked.
[00:10:17.640 --> 00:10:22.640]   And after about six months, I moved up to $200 an hour, and that's where I'm at now.
[00:10:22.640 --> 00:10:24.640]   Did you like that hourly model?
[00:10:24.640 --> 00:10:26.640]   I really didn't, to be honest.
[00:10:26.640 --> 00:10:32.640]   It accomplished the goal that I had, which was I wanted to make financial planning accessible to the next generation of clients.
[00:10:32.640 --> 00:10:37.640]   I didn't want to say, "Hey, I'm sorry. You don't have a million dollars yet, so I can't work with you because you don't have enough assets."
[00:10:37.640 --> 00:10:44.640]   I wanted to have a model that I was profitable while working with younger clients and that it was a great service that I could provide.
[00:10:44.640 --> 00:10:47.640]   There are some challenges with working hourly.
[00:10:47.640 --> 00:10:50.640]   And my accountant charges me hourly.
[00:10:50.640 --> 00:10:54.640]   And so every time I go to call him, I think, "Is this a $200 an hour question?"
[00:10:54.640 --> 00:10:56.640]   And the answer is usually no.
[00:10:56.640 --> 00:10:57.640]   So I don't call him.
[00:10:57.640 --> 00:10:58.640]   And then I don't call him again.
[00:10:58.640 --> 00:11:02.640]   And this happens time and time again until finally I'm in crisis mode.
[00:11:02.640 --> 00:11:06.640]   And I finally call him, and I'm like, "Okay, I need two or three hours because I have all these questions."
[00:11:06.640 --> 00:11:10.640]   And it ends up just putting me in a really bad spot.
[00:11:10.640 --> 00:11:16.640]   And so I didn't enjoy hourly mode or hourly billing because it really -- everything was in crisis mode.
[00:11:16.640 --> 00:11:23.640]   And I found that it was just a very reactive relationship, which is why I ultimately ended up moving to more of a retainer subscription-style service
[00:11:23.640 --> 00:11:31.640]   because I found that it allowed me to be much more preemptive with clients and kind of stay ahead of the curve instead of constantly feeling like I was chasing clients down.
[00:11:31.640 --> 00:11:39.640]   That's one of the things that I've struggled with is when I was thinking about different practice models and trying to figure out, okay, how do you set things up?
[00:11:39.640 --> 00:11:42.640]   Everyone likes the concept of the hourly planner.
[00:11:42.640 --> 00:11:50.640]   If you listen to mainstream -- well, even not mainstream, mainstream or niche advice, oftentimes someone will say, "Well, go consult an hourly financial planner,"
[00:11:50.640 --> 00:11:53.640]   because the idea is, well, it removes all the conflicts of interest.
[00:11:53.640 --> 00:12:04.640]   But the times that I have billed hourly fees, I had exactly the same scenario that you had where I just simply had to sit down and say, "Listen, ignore the clock,"
[00:12:04.640 --> 00:12:11.640]   because what happens, in my experience, is there's a planner you need some time to understand what's actually going on.
[00:12:11.640 --> 00:12:15.640]   And you can't exactly -- financial planning is not a checklist.
[00:12:15.640 --> 00:12:20.640]   There are checklists involved, but a lot of times you've got to figure out what's actually going on here.
[00:12:20.640 --> 00:12:24.640]   Why do you -- what's the behavior behind it?
[00:12:24.640 --> 00:12:25.640]   What's the history?
[00:12:25.640 --> 00:12:26.640]   What's the situation?
[00:12:26.640 --> 00:12:28.640]   And that stuff takes time.
[00:12:28.640 --> 00:12:32.640]   Half of the skill of financial planning is the practical knowledge.
[00:12:32.640 --> 00:12:37.640]   But the other half, and I would say probably a lot more, is the skill of affecting the client.
[00:12:37.640 --> 00:12:45.640]   It's kind of a strange mix of psychology and coaching, and that takes time to work out.
[00:12:45.640 --> 00:12:54.640]   And I've never -- it's so hard to get good results with the hourly model, and I think it's not in most clients' best interest.
[00:12:54.640 --> 00:13:03.640]   If there's -- where I came, and some time ago I was in the process of launching a firm, which I have since pulled the paperwork,
[00:13:03.640 --> 00:13:09.640]   but I was establishing a registered investment advisory firm, and I wrote my own ADV, and I actually didn't use a template.
[00:13:09.640 --> 00:13:17.640]   I just wrote it from scratch, kind of with some templates as comparison, and it forced me to walk through what I was doing.
[00:13:17.640 --> 00:13:22.640]   And for those who don't know, there's a form when you start what's called a registered investment advisory firm.
[00:13:22.640 --> 00:13:24.640]   We call it a form ADV.
[00:13:24.640 --> 00:13:26.640]   It stands for like an advisory disclosure.
[00:13:26.640 --> 00:13:28.640]   It's a standardized form.
[00:13:28.640 --> 00:13:32.640]   But it costs -- it forces you to lay out your model.
[00:13:32.640 --> 00:13:39.640]   And one of the things I laid out in that model was I said, "I do believe there's a place for hourly planning if there is a specific,
[00:13:39.640 --> 00:13:42.640]   clearly defined planning need."
[00:13:42.640 --> 00:13:46.640]   But for just general financial planning, that's not the case.
[00:13:46.640 --> 00:13:52.640]   One of the real challenges is that when we look at what's the value that a financial planner brings,
[00:13:52.640 --> 00:13:59.640]   what's the service and the real value that they bring their clients, and truth be told, more often than not,
[00:13:59.640 --> 00:14:06.640]   the value of hiring a financial advisor is because they help clients do nothing.
[00:14:06.640 --> 00:14:13.640]   It's really hard to pay someone by the hour to do nothing, and yet that's what we really provide.
[00:14:13.640 --> 00:14:17.640]   There's this great artist, Carl Richards, author of "The Behavior Gap."
[00:14:17.640 --> 00:14:23.640]   He has a weekly column in the New York Times, and he has this beautiful drawing that on the left side it says, "Me,"
[00:14:23.640 --> 00:14:25.640]   and in the middle is a big pillar, and it says, "My advisor."
[00:14:25.640 --> 00:14:28.640]   And on the other side of the pillar it says, "Stupid."
[00:14:28.640 --> 00:14:30.640]   It's my advisors between me and stupid.
[00:14:30.640 --> 00:14:36.640]   And ultimately, I help clients by keeping them from making a big move at the bottom of the market and getting out of the market,
[00:14:36.640 --> 00:14:43.640]   from making decisions emotionally, making a bad purchase on a home or something like that,
[00:14:43.640 --> 00:14:46.640]   or just investing in a bad business.
[00:14:46.640 --> 00:14:51.640]   I help them do nothing, and so when you tell me, "Okay, pay me by the hour to help you do nothing," it's a really tough sell.
[00:14:51.640 --> 00:14:56.640]   And so that's why I like being on retainer, or I call it a monthly subscription service.
[00:14:56.640 --> 00:15:00.640]   They pay me by the month, but it's basically a retainer where I'm on call when they need me,
[00:15:00.640 --> 00:15:02.640]   and so they know they're paying for expertise.
[00:15:02.640 --> 00:15:05.640]   They're not necessarily just paying for time, because that's the other part of this,
[00:15:05.640 --> 00:15:10.640]   is that it took me -- I got my undergrad, my master's, I studied for my CFP, I have some other designations.
[00:15:10.640 --> 00:15:15.640]   I have spent years gathering knowledge, and so when somebody asks me a question,
[00:15:15.640 --> 00:15:18.640]   I can respond in five minutes with an answer.
[00:15:18.640 --> 00:15:23.640]   But is that five minutes really representative of the expertise that it took to answer that question?
[00:15:23.640 --> 00:15:28.640]   And so that's why I'm a much bigger proponent of more of a subscription-based model.
[00:15:28.640 --> 00:15:33.640]   There's that famous story -- I don't know if it's true or if it's just an urban legend -- about Picasso,
[00:15:33.640 --> 00:15:39.640]   and a woman asks Picasso to draw a picture, so he grabs a pencil and in five minutes hands her this beautiful pencil sketch,
[00:15:39.640 --> 00:15:45.640]   and she asks the price, and he names some astronomical figure, and she says, "But it took you five minutes,"
[00:15:45.640 --> 00:15:50.640]   and his point was, "No, it took years and years and years and years to do it."
[00:15:50.640 --> 00:15:52.640]   And it's the same thing with financial advice.
[00:15:52.640 --> 00:15:56.640]   So the monthly subscription model, did you come up with that idea?
[00:15:56.640 --> 00:15:58.640]   Were you copying others?
[00:15:58.640 --> 00:16:01.640]   No, I did not come up with it, and I'm actually not sure who to credit with it.
[00:16:01.640 --> 00:16:04.640]   We've seen a couple different companies that have tried it.
[00:16:04.640 --> 00:16:10.640]   Annual subscriptions were really popular for a while, and they got kind of turned into quarterly and became monthly.
[00:16:10.640 --> 00:16:12.640]   So I certainly didn't invent it.
[00:16:12.640 --> 00:16:16.640]   I more just took it and applied it to my client base.
[00:16:16.640 --> 00:16:20.640]   How did you structure -- how do you structure with Serenity?
[00:16:20.640 --> 00:16:24.640]   How do you structure fees and try to figure out a way that's right for the client,
[00:16:24.640 --> 00:16:27.640]   but that also results in your being able to run a viable business?
[00:16:27.640 --> 00:16:28.640]   Absolutely.
[00:16:28.640 --> 00:16:31.640]   So the way that I charge clients is I charge an upfront planning fee,
[00:16:31.640 --> 00:16:38.640]   and that upfront fee is representative of the fact that we do a lot of work upfront that we don't necessarily have to do in subsequent years.
[00:16:38.640 --> 00:16:42.640]   So there is some upfront work, but I'm also looking for buy-in from my clients.
[00:16:42.640 --> 00:16:48.640]   I found that if I don't charge an upfront fee, then sometimes clients aren't quite as proactive in getting me documents
[00:16:48.640 --> 00:16:50.640]   and answering questions and stuff that I have.
[00:16:50.640 --> 00:16:56.640]   So I charge an upfront fee of typically $1,000, and then anywhere from $100 to $200 a month,
[00:16:56.640 --> 00:16:58.640]   depending on the complexity of the client situation.
[00:16:58.640 --> 00:17:02.640]   So if it's a new grad coming out with just some basic student loan issues, debt,
[00:17:02.640 --> 00:17:05.640]   we're talking cash flow, debt management, maybe they're $100 a month.
[00:17:05.640 --> 00:17:10.640]   If they are a client couple that has some rental real estate that we're doing analysis on and monitoring
[00:17:10.640 --> 00:17:14.640]   and a lot of investments and things like that, then we're charging $200 a month.
[00:17:14.640 --> 00:17:17.640]   But usually it ends up being right there in between.
[00:17:17.640 --> 00:17:25.640]   Do you have a model for how frequently you try to connect with clients or an organized way that you try to work on things?
[00:17:25.640 --> 00:17:32.640]   I try to meet with clients quarterly, but one of the pieces that's different from my model is that I do meet with clients virtually.
[00:17:32.640 --> 00:17:37.640]   So I'm not asking them to come into my office four times a year because it's just so difficult.
[00:17:37.640 --> 00:17:39.640]   It's so time-consuming.
[00:17:39.640 --> 00:17:42.640]   So we can just hop on Skype, we can hop on the phone, and at least just touch base.
[00:17:42.640 --> 00:17:47.640]   Even if it's 20, 30 minutes just to chat, I want to at least hear from them, hear what's going on.
[00:17:47.640 --> 00:17:52.640]   But I'm usually emailing them every month or two, or they're emailing me and letting me know things are going on.
[00:17:52.640 --> 00:17:58.640]   I'm usually the first call when they find out they're pregnant or when they finally find that dream home and they're finally ready to buy
[00:17:58.640 --> 00:18:01.640]   or they get a new job offer or they find out they got fired.
[00:18:01.640 --> 00:18:06.640]   I'm usually that first call, and so we're interacting and chatting throughout the year.
[00:18:06.640 --> 00:18:12.640]   So I want to switch because the way that I connected with you, and this is only the second time that we've met in person,
[00:18:12.640 --> 00:18:19.640]   but the way that I connected was when I was considering leaving the firm I was with and starting my own firm.
[00:18:19.640 --> 00:18:27.640]   And I had come up with the idea, and I'm sure it wasn't original, I'm sure it was just me reading some article somewhere and building on it,
[00:18:27.640 --> 00:18:31.640]   but I had come up with the idea of charging a monthly model.
[00:18:31.640 --> 00:18:39.640]   Because when I looked at it and I say, "Okay, look, there are certain things that you can actually do in the technical science of financial planning."
[00:18:39.640 --> 00:18:46.640]   Things like monitoring the investment portfolio, figuring out what's an appropriate amount of insurance, figuring out an appropriate asset allocation.
[00:18:46.640 --> 00:18:50.640]   But that stuff is pretty cut and tried.
[00:18:50.640 --> 00:18:56.640]   You and I can both sit down, we can do a fact-finding appointment, we can find out goals, objectives in a current situation.
[00:18:56.640 --> 00:19:04.640]   You can create a financial plan, it can be five pages or it can be 150 pages depending on how many fancy charts you put in it.
[00:19:04.640 --> 00:19:07.640]   And then there's an action list at the end, do this, this, this, this.
[00:19:07.640 --> 00:19:15.640]   My problem is the science of financial planning doesn't seem to cover a lot of the stuff that actually makes a difference in the client's life.
[00:19:15.640 --> 00:19:18.640]   It doesn't cover the fact of are you building your career?
[00:19:18.640 --> 00:19:22.640]   It doesn't cover the fact of are you planning ahead and saving for the vacation?
[00:19:22.640 --> 00:19:29.640]   It doesn't cover usually even debt management beyond just the advice to pay off your debt.
[00:19:29.640 --> 00:19:32.640]   And so I looked at it and I said, "How could we design something?"
[00:19:32.640 --> 00:19:38.640]   And the only thing I could do was basically bring together the idea of coaching with the idea of formal financial advice.
[00:19:38.640 --> 00:19:40.640]   And I came up with a monthly model.
[00:19:40.640 --> 00:19:43.640]   And then how I met you was right about that same time.
[00:19:43.640 --> 00:19:45.640]   When did you last launch XY?
[00:19:45.640 --> 00:19:47.640]   We launched in April of 2014.
[00:19:47.640 --> 00:19:55.640]   Okay, so that would have been I left my firm in July of 2014, but I made the decision in January.
[00:19:55.640 --> 00:19:58.640]   So from January to June, it was the end of June I left.
[00:19:58.640 --> 00:20:02.640]   So from January to June 2014, I was trying to figure things out.
[00:20:02.640 --> 00:20:05.640]   And I designed this model as kind of like a transition plan for me.
[00:20:05.640 --> 00:20:12.640]   And then I found out about XY Planning Network, and it was like, "Wow, someone else has this idea.
[00:20:12.640 --> 00:20:15.640]   Here are some other people doing it. I don't have to be all alone."
[00:20:15.640 --> 00:20:19.640]   So tell me the story of XY Planning Network.
[00:20:19.640 --> 00:20:23.640]   So, you know, as we were kind of talking about earlier, I launched my firm at 25 years old.
[00:20:23.640 --> 00:20:29.640]   And I looked around and there was just no--there really weren't a lot of--there really weren't any advisors that were younger,
[00:20:29.640 --> 00:20:35.640]   that were really passionate about working with younger clients and doing so without it being all about insurance sales.
[00:20:35.640 --> 00:20:40.640]   And so I was really passionate about doing it on a fee-only basis and not selling insurance, not selling investments,
[00:20:40.640 --> 00:20:41.640]   not trying to hawk annuities.
[00:20:41.640 --> 00:20:43.640]   Like I wanted to do it the right way.
[00:20:43.640 --> 00:20:46.640]   And I looked around the marketplace and there just really weren't very many other people.
[00:20:46.640 --> 00:20:48.640]   And so, you know, I had to figure it out on my own.
[00:20:48.640 --> 00:20:51.640]   I had to figure out compliance, which if you're not a financial advisor, you know,
[00:20:51.640 --> 00:20:54.640]   the regulation and compliance that we fall under is insane.
[00:20:54.640 --> 00:20:57.640]   And so it's amazing what all we have to do there.
[00:20:57.640 --> 00:20:59.640]   And so, you know, I had to figure out marketing.
[00:20:59.640 --> 00:21:02.640]   I had to figure out how does a young planner go out and find clients.
[00:21:02.640 --> 00:21:05.640]   How do you work with younger clients because no one seemed to be able to answer that question.
[00:21:05.640 --> 00:21:07.640]   What's the fee model?
[00:21:07.640 --> 00:21:11.640]   You know, that's why I started hourly and ended up on a monthly retainer because I was kind of the guinea pig.
[00:21:11.640 --> 00:21:17.640]   And so I ended up getting call after call after call of other advisors saying, "Hey, I really want to do what you're doing.
[00:21:17.640 --> 00:21:19.640]   I really want to work with younger clients.
[00:21:19.640 --> 00:21:21.640]   You know, how did you do compliance?
[00:21:21.640 --> 00:21:22.640]   How did you market?
[00:21:22.640 --> 00:21:24.640]   What technology did you use?
[00:21:24.640 --> 00:21:25.640]   You know, do you have an office space?"
[00:21:25.640 --> 00:21:30.640]   And so my co-founder, Michael Kitsis, who is probably the most, I would say,
[00:21:30.640 --> 00:21:35.640]   the most well-known blogger, content creator in the independent advisor space,
[00:21:35.640 --> 00:21:37.640]   said he was getting all these same questions too.
[00:21:37.640 --> 00:21:40.640]   And so we teamed up and ended up launching the XY Planning Network.
[00:21:40.640 --> 00:21:44.640]   And the entire, you know, we kind of have, I like to say we serve two masters.
[00:21:44.640 --> 00:21:47.640]   We have advisors that we serve, but we also serve consumers.
[00:21:47.640 --> 00:21:50.640]   And so from an advisor standpoint, we help advisors start and run their firm.
[00:21:50.640 --> 00:21:51.640]   So we give them business coaching.
[00:21:51.640 --> 00:21:54.640]   We give them compliance resources, technology, marketing.
[00:21:54.640 --> 00:21:58.640]   So we provide everything that they need to be able to start and run their firm.
[00:21:58.640 --> 00:22:04.640]   But from a consumer standpoint, I want to help connect consumers with great advisors.
[00:22:04.640 --> 00:22:09.640]   And the way that we do that is we require all of our advisors to sign a fiduciary oath
[00:22:09.640 --> 00:22:13.640]   whenever they join the XY Planning Network, saying that they will always work in their client's best interest.
[00:22:13.640 --> 00:22:19.640]   There's no question about whether or not they are fiduciaries, whether or not they are serving their client's best needs.
[00:22:19.640 --> 00:22:21.640]   And all of our advisors are fee only.
[00:22:21.640 --> 00:22:22.640]   They're all CFPs.
[00:22:22.640 --> 00:22:23.640]   They all work virtually.
[00:22:23.640 --> 00:22:25.640]   They all use this monthly subscription model.
[00:22:25.640 --> 00:22:31.640]   So it's really what we believe is what makes an advisor ideal to work with Generation X, Generation Y clients,
[00:22:31.640 --> 00:22:39.640]   so that when a consumer is looking for an advisor, they know they can trust the list of advisors that we have out there
[00:22:39.640 --> 00:22:42.640]   in terms of being able to find one that's going to be a really good fit for them.
[00:22:42.640 --> 00:22:45.640]   Why the focus on Gen X, Gen Y?
[00:22:45.640 --> 00:22:53.640]   Because they've ultimately been completely ignored by the traditional fee only advisors.
[00:22:53.640 --> 00:22:56.640]   I mean, if you look at the typical fee only advisor, they have very high asset minimums.
[00:22:56.640 --> 00:22:59.640]   They really only work with people that have accumulated money.
[00:22:59.640 --> 00:23:02.640]   But also, I'm 27 years old.
[00:23:02.640 --> 00:23:03.640]   I want to work.
[00:23:03.640 --> 00:23:05.640]   I want to help clients that are in similar life stages to me.
[00:23:05.640 --> 00:23:08.640]   I've got a five and a half month old baby.
[00:23:08.640 --> 00:23:09.640]   I bought a house.
[00:23:09.640 --> 00:23:11.640]   We're starting a business.
[00:23:11.640 --> 00:23:14.640]   I want to help people that are going through those life stages with me.
[00:23:14.640 --> 00:23:17.640]   I don't just want to talk to folks that are retiring.
[00:23:17.640 --> 00:23:20.640]   Those aren't the clients that really excite me.
[00:23:20.640 --> 00:23:24.640]   Why do you put such a big focus on fee only and explain what that means?
