
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:02:13.000 --> 00:02:16.000]   Sometimes everything's not all perfect and rosy,
[00:02:16.000 --> 00:02:19.000]   such that we're all financially independent
[00:02:19.000 --> 00:02:22.000]   in two and a half years by working 10 hours a week
[00:02:22.000 --> 00:02:25.000]   and surfing 50 hours a week.
[00:02:25.000 --> 00:02:27.000]   It's not quite always that way.
[00:02:27.000 --> 00:02:31.000]   And I really enjoy listening to just conversations
[00:02:31.000 --> 00:02:33.000]   like the one today.
[00:02:33.000 --> 00:02:35.000]   Jeff has some benefits and some things that he's learned
[00:02:35.000 --> 00:02:38.000]   from integrating sustainability and financial planning,
[00:02:38.000 --> 00:02:40.000]   and I hope you enjoy and benefit from that.
[00:02:40.000 --> 00:02:43.000]   But also just enjoy this conversation
[00:02:43.000 --> 00:02:46.000]   between two people with similar interests.
[00:02:46.000 --> 00:02:48.000]   And I hope that it encourages you
[00:02:48.000 --> 00:02:51.000]   on your path toward your financial goals and dreams.
[00:02:51.000 --> 00:02:53.000]   If you'd like to get in touch with me,
[00:02:53.000 --> 00:02:55.000]   you can reach me at joshua@radicalpersonalfinance.com.
[00:02:55.000 --> 00:02:57.000]   Thank you so much for listening.
[00:02:57.000 --> 00:02:59.000]   Here's the interview.
[00:02:59.000 --> 00:03:02.000]   So Jeff, welcome to the Radical Personal Finance Podcast.
[00:03:02.000 --> 00:03:04.000]   I appreciate you being with me today.
[00:03:04.000 --> 00:03:06.000]   Thanks for having me on today, Josh.
[00:03:06.000 --> 00:03:08.000]   So you're a listener to the show,
[00:03:08.000 --> 00:03:10.000]   and I know you reached out to me
[00:03:10.000 --> 00:03:12.000]   and then we had a chance to meet there at FinCon.
[00:03:12.000 --> 00:03:14.000]   Which was fun.
[00:03:14.000 --> 00:03:16.000]   And you're involved with finance,
[00:03:16.000 --> 00:03:18.000]   with your own personal finances,
[00:03:18.000 --> 00:03:21.000]   and kind of basically tying the connection
[00:03:21.000 --> 00:03:24.000]   between finance and a lot of,
[00:03:24.000 --> 00:03:27.000]   basically, green improvements and green living.
[00:03:27.000 --> 00:03:30.000]   I mean, your blog is called the Sustainable Life Blog.
[00:03:30.000 --> 00:03:33.000]   So share with us a little bit about your story
[00:03:33.000 --> 00:03:35.000]   and how it all came together
[00:03:35.000 --> 00:03:39.000]   where you started to connect your personal finance journey
[00:03:39.000 --> 00:03:42.000]   and your interest in sustainability.
[00:03:42.000 --> 00:03:44.000]   Sure.
[00:03:44.000 --> 00:03:47.000]   It kind of started, I guess, when I got to college.
[00:03:47.000 --> 00:03:50.000]   I went to the University of Colorado,
[00:03:50.000 --> 00:03:52.000]   which is fairly well known
[00:03:52.000 --> 00:03:55.000]   as one of the more liberal universities in the country.
[00:03:55.000 --> 00:03:59.000]   And I had grown up in your traditional suburban environment
[00:03:59.000 --> 00:04:03.000]   where you needed a car to get basically anywhere you wanted to go,
[00:04:03.000 --> 00:04:08.000]   and you were kind of forced into this commuting lifestyle.
[00:04:08.000 --> 00:04:12.000]   And when I got to university, I didn't have a car.
[00:04:12.000 --> 00:04:14.000]   I sold it when I got to university
[00:04:14.000 --> 00:04:18.000]   and put it aside to pay tuition a couple years later.
[00:04:18.000 --> 00:04:24.000]   And at first I was really unsure of how I was going to live, basically.
[00:04:24.000 --> 00:04:27.000]   And, you know, Boulder had a great bus system
[00:04:27.000 --> 00:04:30.000]   and public transit, good bike trails.
[00:04:30.000 --> 00:04:33.000]   And it took me about six months to realize
[00:04:33.000 --> 00:04:36.000]   that I didn't need a car to live
[00:04:36.000 --> 00:04:38.000]   and I didn't want a car.
[00:04:38.000 --> 00:04:42.000]   And I wanted to kind of build my life around the fact
[00:04:42.000 --> 00:04:46.000]   that I wouldn't need one going forward,
[00:04:46.000 --> 00:04:49.000]   basically by choosing a spot to live
[00:04:49.000 --> 00:04:53.000]   that would be close to wherever I ended up getting a job.
[00:04:53.000 --> 00:04:57.000]   So that was kind of early on, and that really stuck with me.
[00:04:57.000 --> 00:05:03.000]   And then I got--my wife and I bought a house in 2012
[00:05:03.000 --> 00:05:07.000]   that was built in the mid-1920s
[00:05:07.000 --> 00:05:12.000]   and just was very old and not updated.
[00:05:12.000 --> 00:05:15.000]   And we--I'll never forget this--
[00:05:15.000 --> 00:05:17.000]   we went in there to look at this house,
[00:05:17.000 --> 00:05:20.000]   and it's in a good neighborhood within walking distance
[00:05:20.000 --> 00:05:22.000]   to downtown where I live in Cheyenne,
[00:05:22.000 --> 00:05:25.000]   and I can bike to work and bike to the grocery store
[00:05:25.000 --> 00:05:28.000]   and bike to most of the other places I need to go,
[00:05:28.000 --> 00:05:31.000]   which was high on my list as well.
[00:05:31.000 --> 00:05:34.000]   And we walked in there, and it was probably
[00:05:34.000 --> 00:05:37.000]   40 to 50 degrees outside,
[00:05:37.000 --> 00:05:40.000]   and the woman that we bought it from
[00:05:40.000 --> 00:05:43.000]   kept the inside temperature somewhere in the 80s.
[00:05:43.000 --> 00:05:45.000]   It was ridiculously hot in there.
[00:05:45.000 --> 00:05:48.000]   - Wow. - And she was 92 years old,
[00:05:48.000 --> 00:05:51.000]   so she had to be living on a fixed income.
[00:05:51.000 --> 00:05:55.000]   And I found out after we ended up buying this place
[00:05:55.000 --> 00:05:59.000]   that there was absolutely no insulation in the house at all.
[00:05:59.000 --> 00:06:03.000]   So I don't know how much our heating bills were.
[00:06:03.000 --> 00:06:06.000]   I didn't ask, and I kind of regret doing that,
[00:06:06.000 --> 00:06:12.000]   but I know that my wife and I have had a couple months
[00:06:12.000 --> 00:06:16.000]   where our heating bill has gotten above $100,
[00:06:16.000 --> 00:06:20.000]   and that was after spending a lot of money
[00:06:20.000 --> 00:06:24.000]   to replace our windows, get new insulation,
[00:06:24.000 --> 00:06:27.000]   and do some technology upgrades
[00:06:27.000 --> 00:06:30.000]   that I think help us save quite a bit of money,
[00:06:30.000 --> 00:06:33.000]   like replacing most of our lights with LEDs
[00:06:33.000 --> 00:06:37.000]   and getting a NAST programmable thermostat.
[00:06:37.000 --> 00:06:39.000]   - Mm-hmm.
[00:06:39.000 --> 00:06:44.000]   Why was she selling and moving?
[00:06:44.000 --> 00:06:49.000]   - She moved around pretty well for 92 years old,
[00:06:49.000 --> 00:06:53.000]   but she--I mean, it's a 2,000-square-foot house,
[00:06:53.000 --> 00:06:56.000]   and she just couldn't take care of it all herself.
[00:06:56.000 --> 00:06:58.000]   We found out later from the neighbors
[00:06:58.000 --> 00:07:02.000]   that she had been wanting to move to an old folks' home,
[00:07:02.000 --> 00:07:05.000]   and since her dad built this house,
[00:07:05.000 --> 00:07:08.000]   her children didn't want her to move to the old folks' home,
[00:07:08.000 --> 00:07:13.000]   but I guess at 92, she finally got her wish
[00:07:13.000 --> 00:07:15.000]   and was able to move in there.
[00:07:15.000 --> 00:07:17.000]   - Hmm, good for her.
[00:07:17.000 --> 00:07:19.000]   So you've been renovating the house.
[00:07:19.000 --> 00:07:22.000]   Has it saved you money? Is it an affordable way to live?
[00:07:22.000 --> 00:07:25.000]   Or has it been costing you more than it saved you?
[00:07:25.000 --> 00:07:29.000]   - Oh, I think it's been saving us a ton of money.
[00:07:29.000 --> 00:07:33.000]   We--I mentioned getting insulation in the place,
[00:07:33.000 --> 00:07:35.000]   and that was one of the first things we did,
[00:07:35.000 --> 00:07:40.000]   so we called up our local utility,
[00:07:40.000 --> 00:07:43.000]   and I asked about, you know, a lot of the utilities
[00:07:43.000 --> 00:07:46.000]   are looking to lower their expenses,
[00:07:46.000 --> 00:07:48.000]   capital construction costs,
[00:07:48.000 --> 00:07:51.000]   and lower residents' energy demand
[00:07:51.000 --> 00:07:53.000]   so they don't have to build new power plants
[00:07:53.000 --> 00:07:55.000]   as soon as they would have normally,
[00:07:55.000 --> 00:07:58.000]   so they--almost every local utility
[00:07:58.000 --> 00:08:01.000]   that I've ever dealt with has been interested
[00:08:01.000 --> 00:08:05.000]   in helping you reduce your demand for heat and electricity,
[00:08:05.000 --> 00:08:07.000]   so we called them,
[00:08:07.000 --> 00:08:11.000]   and they sent somebody out to do a free energy audit,
[00:08:11.000 --> 00:08:13.000]   and after the guy completed his audit,
[00:08:13.000 --> 00:08:16.000]   he gave us a bunch of tips of things we could do ourselves,
[00:08:16.000 --> 00:08:19.000]   like change out the light bulbs for LEDs,
[00:08:19.000 --> 00:08:24.000]   and he recommended that we insulate, obviously,
[00:08:24.000 --> 00:08:26.000]   the attic and all the walls,
[00:08:26.000 --> 00:08:31.000]   and told us that the utility was willing to kick up--
[00:08:31.000 --> 00:08:35.000]   they ended up paying for about 75% of the total cost,
[00:08:35.000 --> 00:08:40.000]   and I think they offered us, like, 700--
[00:08:40.000 --> 00:08:45.000]   the first $750 of what it would cost to insulate the walls,
[00:08:45.000 --> 00:08:49.000]   and then the first, like, $1,000 or so
[00:08:49.000 --> 00:08:52.000]   for what it would cost to insulate the attic,
[00:08:52.000 --> 00:08:57.000]   and so we--the guy who did the insulation
[00:08:57.000 --> 00:09:02.000]   would have charged us about $3,500 for what he did for us,
[00:09:02.000 --> 00:09:05.000]   and we ended up paying $1,200 or $1,300
[00:09:05.000 --> 00:09:07.000]   after all the utility rebates kicked in,
[00:09:07.000 --> 00:09:12.000]   and it saved us a ton of money in heating expenses.
[00:09:12.000 --> 00:09:14.000]   - Do you have any ability to figure out, like,
[00:09:14.000 --> 00:09:17.000]   did you go through one winter with it--
[00:09:17.000 --> 00:09:19.000]   go through one winter without it being insulated
[00:09:19.000 --> 00:09:21.000]   where you could track your number?
[00:09:21.000 --> 00:09:23.000]   Were you able to figure out how much it saved you?
[00:09:23.000 --> 00:09:25.000]   - No, unfortunately not.
[00:09:25.000 --> 00:09:27.000]   I could only estimate,
[00:09:27.000 --> 00:09:31.000]   but I think that had we not insulated it,
[00:09:31.000 --> 00:09:33.000]   our heating bills probably in the winter
[00:09:33.000 --> 00:09:36.000]   would have been $200 to $250
[00:09:36.000 --> 00:09:40.000]   depending on how cold it was that month--per month,
[00:09:40.000 --> 00:09:43.000]   and now with the insulation, we've kind of--
[00:09:43.000 --> 00:09:47.000]   I think our highest bill has been about $115.
[00:09:47.000 --> 00:09:50.000]   - Hmm. Do you have more improvements planned?
[00:09:50.000 --> 00:09:52.000]   - Yeah, we do.
[00:09:52.000 --> 00:09:56.000]   We have a pretty well-lit--
[00:09:56.000 --> 00:09:58.000]   with natural light upstairs,
[00:09:58.000 --> 00:10:03.000]   and there is 23 windows on the first floor of our house,
[00:10:03.000 --> 00:10:08.000]   and I think we replaced 16 of them at one point,
[00:10:08.000 --> 00:10:13.000]   so we're gonna do the other eight windows
[00:10:13.000 --> 00:10:15.000]   probably next summer,
[00:10:15.000 --> 00:10:18.000]   and that should be it
[00:10:18.000 --> 00:10:22.000]   for the major energy-saving upgrades at the moment,
[00:10:22.000 --> 00:10:26.000]   and then I'm thinking about doing a radiant heating system
[00:10:26.000 --> 00:10:29.000]   like Mr. Money Mustache mentioned on his blog,
[00:10:29.000 --> 00:10:31.000]   but I've got to do a little bit more research
[00:10:31.000 --> 00:10:34.000]   into how that will work in our application.
[00:10:34.000 --> 00:10:36.000]   - Can you switch to wood heat?
[00:10:36.000 --> 00:10:38.000]   Can you put in, like, a rocket mass heater
[00:10:38.000 --> 00:10:40.000]   or something like that and renovate the house
[00:10:40.000 --> 00:10:42.000]   and maybe put, like, a glass house on the south?
[00:10:42.000 --> 00:10:45.000]   Have you looked into some of those design ideas?
[00:10:45.000 --> 00:10:47.000]   - I've thought about that.
[00:10:47.000 --> 00:10:51.000]   I was kind of hoping to save the south side of our house
[00:10:51.000 --> 00:10:55.000]   for a little greenhouse and use--
[00:10:55.000 --> 00:10:57.000]   and I saved all the old windows when they took them out,
[00:10:57.000 --> 00:11:00.000]   and I was gonna try and build a little greenhouse
[00:11:00.000 --> 00:11:02.000]   with a couple of salvaged 2x4s
[00:11:02.000 --> 00:11:05.000]   and all the old windows that I saved
[00:11:05.000 --> 00:11:07.000]   when they replaced ours.
[00:11:07.000 --> 00:11:10.000]   - Yeah, I mean, it seems-- I always look at--
[00:11:10.000 --> 00:11:12.000]   I'm not an expert. I'm just a total layperson,
[00:11:12.000 --> 00:11:15.000]   but I look at the heating versus cooling problem,
[00:11:15.000 --> 00:11:18.000]   and it seems so easy to solve the heating problem
[00:11:18.000 --> 00:11:20.000]   cheaply and easily to me,
[00:11:20.000 --> 00:11:22.000]   whenever having lived up there,
[00:11:22.000 --> 00:11:24.000]   but, like, the technology seems so simple.
[00:11:24.000 --> 00:11:26.000]   I look at--I don't know if you're familiar.
[00:11:26.000 --> 00:11:28.000]   I had him on the show, this guy named Stephen Harris.
[00:11:28.000 --> 00:11:30.000]   He has all these little, like, solar heaters
[00:11:30.000 --> 00:11:32.000]   that he designed.
[00:11:32.000 --> 00:11:34.000]   He sells a book on it,
[00:11:34.000 --> 00:11:35.000]   and you basically just build these things
[00:11:35.000 --> 00:11:37.000]   and stick them in a window,
[00:11:37.000 --> 00:11:39.000]   and they're basically a black box,
[00:11:39.000 --> 00:11:41.000]   and they work like a solar heater.
[00:11:41.000 --> 00:11:43.000]   Insulation seems so easy.
[00:11:43.000 --> 00:11:46.000]   There's so many technologies with wood heat,
[00:11:46.000 --> 00:11:48.000]   and it just--it's easy to grow--
[00:11:48.000 --> 00:11:50.000]   easy here. Listen to me.
[00:11:50.000 --> 00:11:52.000]   It's not that complicated to set up a wood lot
[00:11:52.000 --> 00:11:54.000]   in the back of your property and, you know,
[00:11:54.000 --> 00:11:56.000]   coppice your trees, and you can grow--
[00:11:56.000 --> 00:11:58.000]   I mean, there's some amazing things you see,
[00:11:58.000 --> 00:12:00.000]   and I look at cooling, and it's exactly the opposite to me.
[00:12:00.000 --> 00:12:03.000]   It seems so difficult compared to the heating,
[00:12:03.000 --> 00:12:05.000]   and so I always get a little jealous of you guys
[00:12:05.000 --> 00:12:09.000]   trying to solve your energy efficiency problems up north.
[00:12:09.000 --> 00:12:11.000]   - Yeah, we most certainly don't have
[00:12:11.000 --> 00:12:13.000]   the cooling problem here
[00:12:13.000 --> 00:12:15.000]   that I'm sure you have down in Florida.
[00:12:15.000 --> 00:12:17.000]   - Yeah. Are you trying to do all the work yourself,
[00:12:17.000 --> 00:12:19.000]   or what are you learning as you go through this process?
[00:12:19.000 --> 00:12:21.000]   - Um, the insulation,
[00:12:21.000 --> 00:12:23.000]   they didn't want us to do ourselves
[00:12:23.000 --> 00:12:26.000]   because the utility had a deal worked out
[00:12:26.000 --> 00:12:28.000]   with the guy in town.
[00:12:28.000 --> 00:12:31.000]   I've done--I did some of the windows myself,
[00:12:31.000 --> 00:12:34.000]   and some of them I--we hired out,
[00:12:34.000 --> 00:12:38.000]   and then I mentioned the radiant floor heat.
[00:12:38.000 --> 00:12:41.000]   If that gets done, I will do that myself,
[00:12:41.000 --> 00:12:44.000]   and my wife and I have just learned
[00:12:44.000 --> 00:12:46.000]   an incredible amount in the process.
[00:12:46.000 --> 00:12:50.000]   I--in addition to the radiant heat
[00:12:50.000 --> 00:12:52.000]   and the insulation, when we moved in,
[00:12:52.000 --> 00:12:55.000]   we found the original wiring,
[00:12:55.000 --> 00:12:58.000]   which is called knob and tube wiring,
[00:12:58.000 --> 00:13:02.000]   and it was--it was before kind of the big revolution
[00:13:02.000 --> 00:13:05.000]   in electrical wiring that happened in the late '50s.
[00:13:05.000 --> 00:13:06.000]   - Mm-hmm.
[00:13:06.000 --> 00:13:12.000]   - And so this was basically a series of single wires
[00:13:12.000 --> 00:13:13.000]   that you just ran,
[00:13:13.000 --> 00:13:15.000]   and when you needed to turn a corner,
[00:13:15.000 --> 00:13:17.000]   you'd put a little porcelain knob on it
[00:13:17.000 --> 00:13:19.000]   and then wrap the wire around the knob
[00:13:19.000 --> 00:13:22.000]   and go whatever direction you need to go,
[00:13:22.000 --> 00:13:25.000]   and those were all not grounded,
[00:13:25.000 --> 00:13:28.000]   and they obviously were not up to any current code,
[00:13:28.000 --> 00:13:31.000]   but since they were existing, they were fine,
[00:13:31.000 --> 00:13:33.000]   and I replaced all those.
[00:13:33.000 --> 00:13:38.000]   That took me about a month and a half of work in the attic,
[00:13:38.000 --> 00:13:40.000]   and when I talked to an electrician,
[00:13:40.000 --> 00:13:44.000]   he said that he's done similar jobs to what I did,
[00:13:44.000 --> 00:13:47.000]   and he's charged about $12,000 or $15,000
[00:13:47.000 --> 00:13:51.000]   to do what I did.
[00:13:51.000 --> 00:13:55.000]   - Why do you blog?
[00:13:55.000 --> 00:14:00.000]   - I blog because I want to show people
[00:14:00.000 --> 00:14:04.000]   or teach people that saving money
[00:14:04.000 --> 00:14:09.000]   and doing right by the environment are not--
[00:14:09.000 --> 00:14:11.000]   are not--they're not difficult to do,
[00:14:11.000 --> 00:14:17.000]   and usually they kind of complement each other.
[00:14:17.000 --> 00:14:23.000]   - Is one of those a bigger deal to you than the other,
[00:14:23.000 --> 00:14:25.000]   saving versus the environment?
[00:14:25.000 --> 00:14:30.000]   Is there--like, is one of those a bigger draw for you?
[00:14:30.000 --> 00:14:32.000]   - I would say that when I started,
[00:14:32.000 --> 00:14:35.000]   the environment was probably a bigger draw for me,
[00:14:35.000 --> 00:14:38.000]   but now that I've learned more about finance
[00:14:38.000 --> 00:14:42.000]   and realized that it kind of is at the core
[00:14:42.000 --> 00:14:44.000]   of everything you do, you know,
[00:14:44.000 --> 00:14:47.000]   once you turn, like, 14 and start earning your own money,
[00:14:47.000 --> 00:14:50.000]   it frees you up to--it either traps you
[00:14:50.000 --> 00:14:54.000]   into, you know, making certain choices that you wouldn't make
[00:14:54.000 --> 00:14:56.000]   if you didn't, you know, have a lot of debt
[00:14:56.000 --> 00:14:58.000]   and need to pay it off and need the money,
[00:14:58.000 --> 00:15:01.000]   or it can free you up in terms of, you know,
[00:15:01.000 --> 00:15:03.000]   you don't need a lot of money,
[00:15:03.000 --> 00:15:07.000]   so you can spend your time doing whatever you want
[00:15:07.000 --> 00:15:12.000]   as opposed to what, you know, your debt is forcing you to do.
[00:15:12.000 --> 00:15:15.000]   So I've kind of gotten more interested
[00:15:15.000 --> 00:15:19.000]   in the finance side over the last five years,
[00:15:19.000 --> 00:15:23.000]   where I probably started out a little bit more interested
[00:15:23.000 --> 00:15:25.000]   in the environmental side.
[00:15:25.000 --> 00:15:29.000]   - Have you had any--like, have your opinions shifted
[00:15:29.000 --> 00:15:32.000]   over time as you've learned more about
[00:15:32.000 --> 00:15:34.000]   and tried to actually apply some of your ideas
[00:15:34.000 --> 00:15:37.000]   as far as any--have you changed your viewpoints on anything?
[00:15:37.000 --> 00:15:39.000]   - Some of the things I have,
[00:15:39.000 --> 00:15:44.000]   I still think that it's a lot easier
[00:15:44.000 --> 00:15:46.000]   than a lot of people make it out to be,
[00:15:46.000 --> 00:15:50.000]   and I know a lot of--you know, like Mr. Money Mustache says,
[00:15:50.000 --> 00:15:52.000]   "Well, it's simple to save a lot of money.
[00:15:52.000 --> 00:15:56.000]   "Just, you know, sell your car and ride your bike everywhere."
[00:15:56.000 --> 00:15:59.000]   And when you suggest that to people,
[00:15:59.000 --> 00:16:02.000]   they're like--they start making excuses, basically.
[00:16:02.000 --> 00:16:05.000]   They're like, "Well, I can't ride a bike.
[00:16:05.000 --> 00:16:07.000]   "I live too far from work."
[00:16:07.000 --> 00:16:09.000]   It's like, "Well, then why don't you move?"
[00:16:09.000 --> 00:16:12.000]   "Well, I don't want to move. You know, I like my house."
[00:16:12.000 --> 00:16:16.000]   I mean, those are--nobody is forcing them
[00:16:16.000 --> 00:16:19.000]   to drive a long way to their office,
[00:16:19.000 --> 00:16:22.000]   and no one is forcing them to live where they do.
[00:16:22.000 --> 00:16:24.000]   Those are both choices they make,
[00:16:24.000 --> 00:16:28.000]   but, you know, the choice of where you live
[00:16:28.000 --> 00:16:31.000]   versus where you work is one that you make,
[00:16:31.000 --> 00:16:35.000]   and that affects other options that you have.
[00:16:35.000 --> 00:16:39.000]   Like, you know, if you live 35 miles away from your office,
[00:16:39.000 --> 00:16:43.000]   I will agree that biking is a little bit difficult.
[00:16:43.000 --> 00:16:50.000]   - I've never--I would agree.
[00:16:50.000 --> 00:16:53.000]   I was thinking about--I'm going to go back to the blog,
[00:16:53.000 --> 00:16:57.000]   and I'm interested because your blog seems very personal,
[00:16:57.000 --> 00:17:00.000]   but it seems like it's almost a record
[00:17:00.000 --> 00:17:04.000]   of essentially kind of some of the things that you've done.
[00:17:04.000 --> 00:17:07.000]   Has it been beneficial for you to go through the process
[00:17:07.000 --> 00:17:09.000]   of sitting down and writing out your thoughts?
[00:17:09.000 --> 00:17:11.000]   Have you noticed clearer thinking
[00:17:11.000 --> 00:17:13.000]   or anything like that over the years?
[00:17:13.000 --> 00:17:15.000]   - Oh, absolutely.
[00:17:15.000 --> 00:17:19.000]   I--you know, I started my website in 2009,
[00:17:19.000 --> 00:17:23.000]   and all told, I had about $55,000 worth of debt,
[00:17:23.000 --> 00:17:27.000]   which is why I started it, to keep myself accountable.
[00:17:27.000 --> 00:17:31.000]   But I found out that if I can kind of, you know,
[00:17:31.000 --> 00:17:35.000]   do a little research and sit down and write, you know,
[00:17:35.000 --> 00:17:39.000]   say--I wrote about getting our energy audit,
[00:17:39.000 --> 00:17:42.000]   and I kind of sat down, and I thought to myself,
[00:17:42.000 --> 00:17:45.000]   "Well, what do I think this guy's going to come in here and do?"
[00:17:45.000 --> 00:17:47.000]   And, you know, I listed off the obvious ones,
[00:17:47.000 --> 00:17:50.000]   like he was going to check the attic for insulation,
[00:17:50.000 --> 00:17:52.000]   and he was going to look at the lights
[00:17:52.000 --> 00:17:56.000]   and suggest sealing, you know, small gaps in the old windows
[00:17:56.000 --> 00:17:58.000]   if there were any and things like that.
[00:17:58.000 --> 00:18:03.000]   But after I kind of sat down with that for a while,
[00:18:03.000 --> 00:18:08.000]   I was thinking mostly in terms of the saving energy
[00:18:08.000 --> 00:18:12.000]   and kind of going green side of that thing.
[00:18:12.000 --> 00:18:16.000]   But, I mean, the--you could call them investments, I guess.
[00:18:16.000 --> 00:18:18.000]   The investments that we made in our house
[00:18:18.000 --> 00:18:20.000]   in terms of buying new windows
[00:18:20.000 --> 00:18:25.000]   and adding insulation, basically, to our house
[00:18:25.000 --> 00:18:30.000]   will continue to save us money for years and years and years.
[00:18:30.000 --> 00:18:36.000]   I mean, we are probably saving somewhere between $400 and $600 per year,
[00:18:36.000 --> 00:18:38.000]   I guess, just in heating costs alone,
[00:18:38.000 --> 00:18:44.000]   and that's natural gas prices at fairly low levels--
[00:18:44.000 --> 00:18:46.000]   Right. --compared to recent years.
[00:18:46.000 --> 00:18:49.000]   Do you make any money on your blog?
[00:18:49.000 --> 00:18:52.000]   I make a little bit, mostly enough,
[00:18:52.000 --> 00:18:55.000]   to kind of keep the lights on, so to speak.
[00:18:55.000 --> 00:19:02.000]   And I do--I travel to FinCon with the earnings from the blog,
[00:19:02.000 --> 00:19:06.000]   but I used to make--in 2011, I did pretty well,
[00:19:06.000 --> 00:19:09.000]   but there's been a lot of changes since then,
[00:19:09.000 --> 00:19:11.000]   and I haven't been doing as well.
[00:19:11.000 --> 00:19:16.000]   And that doesn't really bother me all that much,
[00:19:16.000 --> 00:19:18.000]   as long as it'll cover its expenses.
[00:19:18.000 --> 00:19:21.000]   It's a nice hobby, and it's a nice outlet.
[00:19:21.000 --> 00:19:24.000]   Yeah, and I would think--I mean, I never--
[00:19:24.000 --> 00:19:26.000]   I feel like a bit of a hypocrite,
[00:19:26.000 --> 00:19:27.000]   because I often suggest that--
[00:19:27.000 --> 00:19:30.000]   like, I love people to start financial blogs,
[00:19:30.000 --> 00:19:35.000]   and the reason, I think, is because it gives you an incentive
[00:19:35.000 --> 00:19:38.000]   to sit down and to make a plan and think,
