
[00:00:00.520 --> 00:00:03.400]   - Scientists think they found the Fountain of Youth.
[00:04:16.560 --> 00:04:22.720]   And around 40-45, we start to develop all these diseases that you see at the top of the screen.
[00:04:22.720 --> 00:04:29.920]   And they are not related to changes into "C" or "T" or a particular mutation.
[00:04:29.920 --> 00:04:31.360]   So, how does this happen?
[00:04:31.360 --> 00:04:35.040]   How do these diseases appear?
[00:04:35.040 --> 00:04:39.600]   And what can we do about reversing these diseases?
[00:04:39.600 --> 00:04:44.240]   So, let's go down to the cell level.
[00:04:44.240 --> 00:04:50.560]   Here you have two types of cells: a very young cell, a healthy cell,
[00:04:50.560 --> 00:04:54.240]   and an old and unhealthy cell.
[00:04:54.240 --> 00:05:02.480]   The healthy cell is very resilient in the presence of risk factors.
[00:05:03.280 --> 00:05:11.920]   It has a very strong buffer capacity, we call that, that can deal with these stresses.
[00:05:11.920 --> 00:05:18.880]   However, the old and unhealthy cell, in addition to the fact that it has been exposed,
[00:05:18.880 --> 00:05:25.440]   because of time, to more factors, excuse me, it has less buffer capacity.
[00:05:25.440 --> 00:05:30.320]   It's less resilient to these factors that damage the cell.
[00:05:30.320 --> 00:05:40.800]   And the question that I want to present today has to deal with this buffer capacity.
[00:05:40.800 --> 00:05:43.200]   And what is buffer capacity?
[00:05:43.200 --> 00:05:45.600]   Let's see if I can explain this well.
[00:05:45.600 --> 00:05:51.440]   So, with time, as time passes, there are more risk factors.
[00:05:52.320 --> 00:05:54.640]   During normal aging, there is more stress.
[00:05:54.640 --> 00:05:59.920]   And the buffering capacity, the resilience of these cells goes down.
[00:05:59.920 --> 00:06:07.360]   And when these two arrows, these two curves mix, disease appears.
[00:06:08.160 --> 00:06:16.800]   And the question is, can we increase buffer capacity so that then the disease appears later,
[00:06:16.800 --> 00:06:18.160]   or it never appears?
[00:06:18.800 --> 00:06:25.760]   can we increase the cell resilience to deal with the disease that appears with aging?
[00:06:25.760 --> 00:06:29.760]   When we are young, we really don't think about aging.
[00:06:29.760 --> 00:06:36.560]   When we are old, a big percentage of our days is just thinking how bad I feel and what can I do.
[00:06:36.560 --> 00:06:41.920]   So, can we increase this buffer capacity so that the disease doesn't appear,
[00:06:41.920 --> 00:06:44.640]   it takes longer to appear or we can even reverse it.
[00:06:44.640 --> 00:06:47.040]   And how can this be done?
[00:06:47.040 --> 00:06:52.160]   Just pause for a moment.
[00:06:52.160 --> 00:06:53.600]   What is aging?
[00:06:53.600 --> 00:06:57.120]   What makes that cell fragile, unhealthy?
[00:06:57.120 --> 00:06:58.800]   Many things.
[00:06:58.800 --> 00:07:01.200]   Our metabolism changes with age.
[00:07:01.200 --> 00:07:04.560]   Our energy levels drop.
[00:07:04.560 --> 00:07:10.240]   Our mitochondria don't produce that ATP that is needed for the cell to work properly.
[00:07:11.600 --> 00:07:14.240]   Stem cells in our body die.
[00:07:14.240 --> 00:07:16.000]   Many things happen while we age.
[00:07:16.000 --> 00:07:22.400]   But I'd like to pause the idea that among all these things that happen during aging,
[00:07:22.400 --> 00:07:28.720]   there is one very important thing that could help to increase this buffer capacity.
[00:07:28.720 --> 00:07:32.960]   And this has to do with what we call the epigenome.
[00:07:32.960 --> 00:07:41.280]   Epi comes from the Greek above, above our genome, above the instructions that we receive.
[00:07:41.280 --> 00:07:53.680]   And if we look at the cell and the genome, the DNA of any cell, is very big.
[00:07:53.680 --> 00:07:57.680]   It will take approximately six feet if we were to extend it here.
[00:07:58.960 --> 00:08:00.960]   But we need to pack it inside the cell.
[00:08:00.960 --> 00:08:09.760]   And it has a special conformation, bounded by the specific proteins, which, in a very basic way,
[00:08:09.760 --> 00:08:16.560]   we can divide it in a conformation that is open for business, that we call open chromatin,
[00:08:16.560 --> 00:08:19.840]   or close for business, close chromatin.
[00:08:19.840 --> 00:08:27.680]   And just this, changing the conformation of the chromatin, may have a huge effect
[00:08:27.680 --> 00:08:31.840]   in the health of the cell and the organism.
[00:08:34.000 --> 00:08:36.800]   in the time when the disease appears.
[00:08:36.800 --> 00:08:44.480]   And the first and most important experiment to demonstrate this was done by Dr. Sinya Yamanaka,
[00:08:44.480 --> 00:08:48.560]   where what he did was a very simple experiment.
[00:08:48.560 --> 00:08:56.320]   he took four genes, added it to an adult cell, a cell that is fragile, that is unhealthy,
[00:08:56.320 --> 00:09:01.760]   and made that cell an embryonic-like cell again.
[00:09:03.440 --> 00:09:08.160]   And he did this by changing this conformation of the chromatin.
[00:09:08.160 --> 00:09:15.920]   Now, can this help us, this experiment for which he was awarded the Nobel Prize,
[00:09:15.920 --> 00:09:20.160]   can this help us deal with the problem I am trying to convey today?
[00:09:20.160 --> 00:09:27.040]   Reverse disease, bring back time, and make the cell more resilient and healthy again.
[00:09:27.040 --> 00:09:32.640]   So, through a few years of studies, the message is this,
[00:09:32.640 --> 00:09:39.280]   that there is a correlation between the conformation of the chromatin, aging and disease.
[00:09:39.280 --> 00:09:44.800]   When the epigenome, when the chromatin is close, we call this heterochromatin,
[00:09:44.800 --> 00:09:50.880]   the cell is young, is healthy. When the chromatin is open, it leads to
[00:09:50.880 --> 00:09:57.760]   the increase, the loss of buffer capacity, and therefore, disease and aging.
[00:09:57.760 --> 00:10:00.560]   And the question is, can we reverse that?
[00:10:01.520 --> 00:10:08.160]   Can we, this correlation, can we do something to alter the conformation of this chromatin and demonstrate
[00:10:08.160 --> 00:10:14.640]   that just by bringing an open chromatin to a closed chromatin, we can rejuvenate a cell?
[00:10:14.640 --> 00:10:21.920]   And how do we do that? We took advantage of the initial
[00:10:22.160 --> 00:10:30.800]   medical ideas and studies of Sinia Yamanaka, and using again, this mouse model that I indicated before.
[00:10:30.800 --> 00:10:38.800]   This animal that has a mutation, that has a C into a T, that leads to an accelerated aging.
[00:10:38.800 --> 00:10:45.440]   You can see the animal here, it doesn't have hair, it's small, it's not going to live for too long.
[00:10:45.440 --> 00:10:53.440]   And what we did, we took these four factors, the so-called Yamanaka factors, and put it inside this mouse,
[00:10:53.440 --> 00:10:59.200]   this mouse, this old mouse. We're not fixing the mutation. Remember, at the beginning, there is
[00:10:59.200 --> 00:11:06.240]   technologies by which we can fix the mutation. What we're doing here is just altering the chromatin,
[00:11:06.240 --> 00:11:11.920]   the mutation is still there in this mouse. The cause of the problem, that letter is still there,
[00:11:11.920 --> 00:11:20.080]   not fixed. But we're altering the chromatin. And we do this not continuously, we just do short pulses
[00:11:20.080 --> 00:11:26.000]   of the Yamanaka factors. We put just during the weekend, we put these factors, not during the entire
[00:11:26.000 --> 00:11:33.280]   week, to this mouse. And what happens is that we get a very different mouse, a healthy mouse that is able
[00:11:33.280 --> 00:11:40.480]   to live longer. And remember, we have not fixed the mutation. The T is still there.
[00:11:41.520 --> 00:11:47.440]   So, just by this small change in the chromatin, we can rejuvenate a mouse.
[00:11:47.440 --> 00:11:55.520]   And here is just an example of what I'm telling you. We can either, with very precise
[00:11:55.520 --> 00:12:05.360]   tools that we have developed, correct a specific mutation at the top, a C to a T, or without knowing
[00:12:05.360 --> 00:12:11.280]   the mutation, just that we know that this mouse has a problem, we just alter
[00:12:11.280 --> 00:12:18.000]   the status of the chromatin, and we practically get the same phenotype. We get rejuvenation on this
[00:12:18.000 --> 00:12:26.080]   mouse. Either genome correction or epigenome buffering, increasing the capacity, the buffering
[00:12:26.080 --> 00:12:33.200]   capacity of this mouse. So, we have gone from the initial point to a later point where the mouse
[00:12:33.200 --> 00:12:40.960]   mouse will live longer and will have a healthier life. Now, anyone could tell me, "Yes, you are telling
[00:12:40.960 --> 00:12:48.880]   me just about one case, this particular mouse that has this mutation. Does it work for something else,
[00:12:48.880 --> 00:12:57.280]   for other diseases?" And the answer is yes. Let me tell you just one more example and a few others in a summary.
[00:12:57.280 --> 00:13:03.520]   Here, we have another mutation. These mice have a mutation in a gene called leptin,
[00:13:03.520 --> 00:13:12.800]   which makes these mice eat all the time. And as such, they get fat, they change their metabolism,
[00:13:12.800 --> 00:13:20.000]   they get older faster, etc. If we just give a short pulse of these Yamanaka factors, we get this mouse.
[00:13:20.000 --> 00:13:26.800]   mouse. The mouse still keeps eating because it has the mutation. We haven't corrected it. But the mouse
[00:13:26.800 --> 00:13:35.440]   now has less fat in the liver and can respond to glucose like a normal young and healthy mouse.
[00:13:35.440 --> 00:13:42.640]   And if we extend now, and I don't have time to go through this, to many other diseases that we have
[00:13:42.640 --> 00:13:50.960]   tests in the lab, kidney disease, skin disease, liver disease, muscle disease, etc., the same thing happens.
[00:13:50.960 --> 00:13:58.400]   We can bring back this buffer capacity and make the cell younger and the mouse younger.
[00:13:58.400 --> 00:14:07.920]   There is a sentence there that says, "A diseased agnostic approach." When you have a problem,
[00:14:07.920 --> 00:14:13.840]   you have a disease, you go to the doctor and it gives you a medicine. But if you have another
[00:14:13.840 --> 00:14:20.320]   disease, it gives you another medicine. If we have a mouse with a mutation, we try to correct that
[00:14:20.320 --> 00:14:26.400]   mutation. Another mouse with another disease, we correct that mutation. But what I'm telling with
[00:14:26.400 --> 00:14:34.400]   this slide is that independently of the disease, just by this small switch of changing the chromatin,
[00:14:35.040 --> 00:14:44.800]   we can increase the capacity of resilience of this mouse so that the disease takes longer or is even
[00:14:44.800 --> 00:14:54.960]   reversed. I think this is a very profound message that is not very precise. We are not touching the genome,
[00:14:54.960 --> 00:15:04.080]   we are touching the epigenome. But without this precision, we can revert disease. Now, the key question is,
[00:15:04.080 --> 00:15:10.640]   this is great, I told you, can we rejuvenate an organism at the beginning? It seems that based on
[00:15:10.640 --> 00:15:18.000]   this and other experiments, in rodents, in the lab, the answer is yes. We take mice with different
[00:15:18.000 --> 00:15:26.400]   pathologies, we pass them through these short pulses of Yamanaka factors, and they are better. The disease
[00:15:26.400 --> 00:15:34.880]   takes longer to appear to live longer. But even though in science this animal is the one that we know more
[00:15:34.880 --> 00:15:44.880]   about health and disease much more than humans, our interest is healthy people. Would this work in humans?
[00:15:45.840 --> 00:15:57.920]   And this is our mission in ALDOS. Try to, by this cellular rejuvenation programming, increase the buffer capacity of a human cell
[00:15:59.040 --> 00:16:09.600]   so that disease is reversed or can take longer to appear. We have done this in isolated human cells in the petri dish.
[00:16:10.400 --> 00:16:15.760]   But the next step is to move to a human being, an entire organism like the mouse.
[00:16:15.760 --> 00:16:23.680]   And this has to be done so that there is, with all the safety and all the precautions,
[00:16:23.680 --> 00:16:29.680]   so that we do not harm when this experiment is done. These mice are healthy, they are fine,
[00:16:29.680 --> 00:16:38.160]   there is nothing wrong with them, but we need to really be very cautious when touching a human cell.
[00:16:38.160 --> 00:16:49.280]   So, rather than delivering these factors inside, in vivo, of a human being, what if we do it ex vivo?
[00:16:49.280 --> 00:17:01.360]   And here is an example. Organ transplant. We know that organ donation saves thousands and thousands of lives every year in our planet.
[00:17:01.360 --> 00:17:09.840]   But nonetheless, there are many thousands of organs that are discarded because of their quality,
[00:17:09.840 --> 00:17:13.840]   because they are all. The doctor, when the organ comes,
[00:17:15.360 --> 00:17:21.200]   look at the organ and says, "This organ is not good enough, doesn't have enough quality to be
[00:17:21.200 --> 00:17:28.960]   transplanted," and it just gets discarded. What if instead of going directly into a human being,
[00:17:28.960 --> 00:17:36.800]   we try to rejuvenate this organ that is discarded? And see if the doctor now will say, "Now this organ
[00:17:36.800 --> 00:17:43.840]   is ready to be transplanted," whatever conditions and quality required by this doctor. And we are making
[00:17:43.840 --> 00:17:54.160]   progress into this area. You can see here, when we transplanted, in this case it is still in rodents,
[00:17:54.160 --> 00:18:02.640]   an old kidney into a young rat, and we compared this with the transplantation of a young kidney,
[00:18:02.640 --> 00:18:11.200]   the life of the horse is very different. You see these two, the green and the blue lines. So, the blue
[00:18:12.880 --> 00:18:22.880]   line is with no treatment. The green line is after a short pulse of these factors that is given ex vivo to
[00:18:22.880 --> 00:18:29.280]   this organ before it is transplanted, and that leads to an increase in the survival of the horse.
[00:18:29.280 --> 00:18:36.880]   So that's one way to start approaching, of moving this technology that we are developing in the lab in
[00:18:36.880 --> 00:18:48.880]   mice into humans. But at the same time, there is one thing that I would like to stress. It's not that
[00:18:48.880 --> 00:18:57.360]   all the cells of our organism go bad with time, otherwise we will be dead. There are just a few cells, and with
[00:18:57.360 --> 00:19:05.840]   time there are more and more of these fragile, unhealthy cells that don't have enough buffer capacity. And you can see this in this diagram.
[00:19:05.840 --> 00:19:13.440]   The blue dots indicate that with time we have more and more of these non-functional cells.
[00:19:13.440 --> 00:19:22.080]   But what we don't want to touch is what is working. We don't want to deliver these factors to cells that are
[00:19:22.080 --> 00:19:29.360]   healthy and that are functional. How do we deliver these factors just to those cells that are not working, to these
[00:19:29.840 --> 00:19:37.600]   blue cells. So you see here the two situations. In a young tissue you almost don't have any of these
[00:19:37.600 --> 00:19:46.880]   fragile, unhealthy cells. And how can we deliver the factors just in the age situation to the unhealthy
[00:19:46.880 --> 00:19:51.280]   cells, but we don't touch, we don't want to touch the healthy cells. And this is what we have been doing. There is a specific genes and markers that target and identify the unhealthy cells.
[00:19:51.280 --> 00:20:08.880]   And with these markers we can guide our Yamanaka factors just to the unhealthy cell. And we obtain the same phenotype.
[00:20:08.880 --> 00:20:16.480]   phenotype you can see here an increase in life span, just targeting the unhealthy cell. Increasing the buffering capacity
[00:20:16.480 --> 00:20:25.040]   of the unhealthy cell. And the last slide that I want to show you is, for instance, an organ like the skin. If we bring
[00:20:25.040 --> 00:20:34.320]   these factors to the unhealthy cells of the skin, you see phenotypes like this. For instance, an old mouse like us,
[00:20:34.320 --> 00:20:45.280]   with time, will get gray hair. If we just bring the factors to the unhealthy cells of the skin that produce
[00:20:45.280 --> 00:20:54.800]   this deterioration of function, now you see that the gray hair doesn't appear. Or if we do
[00:20:54.800 --> 00:21:06.400]   a wound in the skin of an animal, of a non-animal, and this in us, after a certain age, the wound takes a long time
[00:21:06.400 --> 00:21:13.360]   to close, or even it doesn't close. You can see at the top, the non-treated, in red, there is a wound there
[00:21:13.360 --> 00:21:24.480]   that doesn't heal, while the treated one, even in a very, very old mouse, it just makes a perfect skin. So, summary of what I have
[00:21:24.480 --> 00:21:35.360]   told you today is this, that there is what we call precision medicine, by which we can fix some of
[00:21:35.360 --> 00:21:43.200]   these mutations, errors that our parents transmit into the book of our life. But that's less than one
[00:21:43.200 --> 00:21:52.480]   percent of the diseases. The majority of diseases correlate with age, passing of the time, and they don't have
[00:21:52.480 --> 00:22:00.080]   anything to do with particular mutations. And without touching the genome, without this precision medicine,
[00:22:00.080 --> 00:22:10.080]   just modifying the conformational structure of the chromatin, we can bring a disease and agey
[00:22:10.080 --> 00:22:18.000]   cell into a cell that is more resilient and more functional. And certainly, this type of experiment
[00:22:18.000 --> 00:22:25.600]   the message is that it opens up the question of, can we rejuvenate a human being, and can
[00:22:25.600 --> 00:22:28.880]   we reverse disease in humans? Thank you for your attention.
[00:22:28.880 --> 00:22:45.680]   Juan Carlos, thank you for the presentation. I want to, I don't, I don't know if you can overstate
[00:22:45.680 --> 00:22:53.680]   the significance of the discovery you have made. And it's funny to me how it's not popular,
[00:22:54.400 --> 00:23:02.000]   knowledge at this point, because of the results that you and other scientists have collected,
[00:23:02.000 --> 00:23:10.160]   and the impact it will have to literally restore cellular health and de-age an organism. And
[00:23:10.160 --> 00:23:17.280]   the Yamanaka factors, or four proteins, just for a layman's conversation, there are four proteins. That's
[00:23:17.280 --> 00:23:24.880]   what a factor is, it's a protein that causes a change in the epigenome and unwinds parts of the DNA.
[00:23:24.880 --> 00:23:30.160]   And as a result, new genes get turned on, other genes get turned off, and the cell kind of revitalizes,
[00:23:30.160 --> 00:23:46.880]   it becomes young again. You discovered that you can actually, and they did this all the way, and made the cells go back all the way to being stem cells. But what you discovered was the ability to partially restore youthfulness in the cells through partial reprogramming.
[00:23:46.880 --> 00:23:52.880]   And that's a dose factor, you put a smaller amount of the Yamanaka factors on the cells, what, how do you control
[00:23:52.880 --> 00:23:59.280]   it? And then I want to ask a question about if you put too much, does it then, because I know there's been tests
[00:23:59.280 --> 00:24:02.800]   in mice where you end up with cancer, because then the cells start multiplying too quickly. So maybe you can
[00:24:02.800 --> 00:24:07.920]   tell us a little bit about what it means to do partial reprogramming with the Yamanaka. What does partial mean?
[00:24:07.920 --> 00:24:14.720]   It's a very important question. Thank you. Let's see if I can clarify this. What Dr.
[00:24:14.720 --> 00:24:22.640]   Sinha Yamanaka did is something that no one in science in general could believe, that you can bring
[00:24:23.200 --> 00:24:35.520]   an adult cell to start life again, become an embryo cell, embryo-like cell. And embryonic stem cell can
[00:24:35.520 --> 00:24:43.520]   be whatever. We have more than 250 cell types in our body. Our skin cell is different than our eye cell,
[00:24:43.520 --> 00:24:48.880]   it's different than our brain cell, because different genes are turned on and off in each of those cells.
[00:24:48.880 --> 00:24:52.880]   They have the same DNA, but they have a different epigenome. Different genes are turned on and off.
[00:24:52.880 --> 00:24:55.840]   Perfectly explained. Thank you. So, and what Sinha…
[00:24:55.840 --> 00:25:03.520]   I think it's so important for people to get that, yeah. What Sinha did was just to delete all that
[00:25:03.520 --> 00:25:11.360]   information, the identity of a skin cell, of a heart cell, and bring it back to the very beginning, to the
[00:25:11.360 --> 00:25:19.440]   very first time when we are born, to these types of cells. Now, when he was put in these factors,
[00:25:19.440 --> 00:25:26.320]   it's his factors, the Yamanaka factor, for a long time. Four proteins. Four proteins, puts them on the cell,
[00:25:26.320 --> 00:25:32.000]   this happens. Now, we don't want this. Imagine if we were to put this in the heart.
[00:25:33.200 --> 00:25:40.160]   The key cell in the heart is called cardiomyocyte, and what it does is beat. So, if we remove the
[00:25:40.160 --> 00:25:47.600]   identity of that cell, it's not anymore a cardiomyocyte, and go back to an embryonic cell,
[00:25:47.600 --> 00:25:56.000]   the heart is not going to beat. If we do that in the liver, the hepatocyte is not going to do its
[00:25:56.000 --> 00:26:02.560]   function. So, doing this, going back in time to really the earliest stages,
[00:26:02.560 --> 00:26:10.000]   it will not do good to our bodies. And then cancer arises.
[00:26:10.000 --> 00:26:16.320]   And then if you bring and lose the identity of a particular cell, then you are open for that cell
[00:26:16.320 --> 00:26:23.360]   to become something else, like a cancer cell, or a skin cell is transformed into a hepatocyte.
[00:26:23.360 --> 00:26:28.400]   Many wrong things could happen. We want to maintain the identity of these cells.
[00:26:28.400 --> 00:26:35.120]   And the small switch here that we did, as you are asking me, is rather than having
[00:26:35.120 --> 00:26:44.480]   the factors for a long time, we just gave a short pulse. What that it's doing is altering
[00:26:44.480 --> 00:26:49.680]   the chromatin, but for a very short time, it's a small shock, and then the chromatin gets close
[00:26:50.560 --> 00:26:59.680]   and maintains its identity. The cardiomyocyte is a cardiomyocyte, has not gone back to a different
[00:26:59.680 --> 00:27:07.760]   cell type, but its function is much better. So, the idea is just a short pulse of these proteins,
[00:27:07.760 --> 00:27:13.680]   which by the way, these are the proteins that Sinia Yamanaka discovered, but I'm convinced that there will
[00:27:13.680 --> 00:27:18.720]   be many other proteins in our organism. That's the next thing I wanted to ask you.
[00:27:18.720 --> 00:27:25.440]   So, it sounds like the search is on in various startups at Altos Labs for other proteins that can
[00:27:25.440 --> 00:27:33.200]   do this, but perhaps not proteins, but smaller molecules, peptides or small molecules, where
[00:27:33.200 --> 00:27:41.120]   theoretically you could take a pill, and it would do the same thing. Is that a reality?
[00:27:41.120 --> 00:27:51.440]   So, I think that one of the biggest inventions that we humans have made is the place we are here today,
[00:27:51.440 --> 00:27:59.600]   the university. The curiosity, the knowledge to advance in things that we don't understand,
[00:27:59.600 --> 00:28:09.280]   and discovering what other proteins, what other factors could do the same thing, belongs to that
[00:28:09.280 --> 00:28:16.480]   domain of the curiosity and trying to increase our knowledge. But many times, we need to try to apply
[00:28:16.480 --> 00:28:23.440]   this knowledge. And you're asking me, how are you going to deliver whatever factors you discover
[00:28:23.440 --> 00:28:30.080]   into a human being? You can do this in the lab with many other ways, but ideally, you would like to just
[00:28:30.080 --> 00:28:38.480]   put that into a pill. And so, here is where the other important thing comes, and that's industry.
[00:28:40.480 --> 00:28:49.840]   By mixing the best of academia, this curiosity, this trying to understand how we can close and open the
[00:28:49.840 --> 00:28:58.640]   chromatin with many other factors, with the experience, the drive, and the focus of industry, can we answer
[00:28:58.640 --> 00:29:05.760]   the question that you are asking? Can we put these factors or any other factors that alter the chromatin
[00:29:06.320 --> 00:29:14.640]   into a pill? This is precisely our endeavor, try to make this safe and available to the human being.
[00:29:14.640 --> 00:29:25.120]   Can I ask you a more, maybe a more basic question? If this buffer capacity is essentially the insulation
[00:29:25.120 --> 00:29:32.480]   that we are born with that then decays, so young cell, good buffer capacity, old cell, no buffer capacity,
[00:29:32.480 --> 00:29:39.520]   in very simple terms, based on your slide. What is the scientific community's understanding
[00:29:39.520 --> 00:29:48.240]   about how to minimize the rate of change and the decay by things that people in this room can control?
[00:29:48.240 --> 00:29:53.840]   Where we live, the things that we're exposed to, our food supply. Do any of those things,
[00:29:54.480 --> 00:30:01.440]   to your understanding, have an impact that's measurable and achievable by us today while we wait for
[00:30:01.440 --> 00:30:05.280]   Altos and others to deliver a more chemical manipulation of this?
[00:30:05.280 --> 00:30:12.640]   Huge impact. Incredible question and really huge impact. Just think of exercise. We have compared
[00:30:12.640 --> 00:30:21.920]   what are the changes in the cell between exercise and the short pulses of Yamanaka factors. And you couldn't
[00:30:21.920 --> 00:30:31.040]   believe the similarities in the changes in gene expression that exercise does and how overlap
[00:30:31.040 --> 00:30:39.120]   these changes happen when we do the Yamanaka, the short pulses of Yamanaka factors. So things like
[00:30:39.120 --> 00:30:43.040]   exercise could increase. But exercise, what kind of exercise? How much? How often?
[00:30:44.320 --> 00:30:48.400]   Well, you want to know the answer too? What? Don't laugh. Actually, you know what? Don't answer
[00:30:48.400 --> 00:30:51.280]   the question. You can tell us afterwards. They don't care. No, it's fine.
[00:30:51.280 --> 00:31:04.080]   Exercise. Things that your mother will tell you. It less exercise. When I say stress, I mean it. Stress
[00:31:04.080 --> 00:31:12.560]   to the cell that is going to alter the epigenome. So until we really understand how these changes in chromatin
[00:31:12.560 --> 00:31:19.840]   can happen. All these things that we do sometimes in our lives really improve the buffer capacity.
[00:31:19.840 --> 00:31:23.120]   And has that been published or studied in a way that's digestible
[00:31:23.120 --> 00:31:29.200]   for layman's? Meaning like whether it's intermittent fasting or whether it's the quantity of food or
[00:31:29.200 --> 00:31:34.320]   whether it's, you know, specific forms of exercise over another. Has that been well studied enough that
[00:31:35.040 --> 00:31:39.040]   we can understand? At a minimum, we can even just link to all of this so that you guys can get this
[00:31:39.040 --> 00:31:45.840]   information. But is it out there? This is, I would say, the last 10 years have been an incredible
[00:31:47.120 --> 00:31:57.840]   jump into this study. So far, most of them have been done in animal models in the lab. And we are starting
[00:31:57.840 --> 00:32:08.080]   to translate these to humans. For instance, I just finished. It's not, I think I can say that. Tomorrow,
[00:32:08.080 --> 00:32:15.360]   there will be just one of these molecules that diabetic people take, metformin, to lower down their
[00:32:15.360 --> 00:32:23.360]   glucose. They can reprogram the cells so that all the cognitive functions are not just rodents, and
[00:32:23.360 --> 00:32:32.080]   this is the key thing. But of monkeys, which are 99 percent, their book of life is very 99,9 percent
[00:32:32.080 --> 00:32:39.520]   similar to us. Right. They can reprogram these cells and the cognitive abilities of monkeys and their life
[00:32:39.520 --> 00:32:48.640]   span is increased. So this is coming. This is not something that is just this small mouse in the lab
[00:32:48.640 --> 00:32:56.320]   where we know a lot about their health and disease. But I feel the next decade, probably many of these
