
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:04:35.280 --> 00:04:37.080]   So that, the number in itself,
[00:04:37.080 --> 00:04:39.860]   is one that's worth thinking about.
[00:04:39.860 --> 00:04:43.520]   But also, you know, you would say that,
[00:04:43.520 --> 00:04:45.440]   you know, what does this represent?
[00:04:45.440 --> 00:04:49.640]   And I think it represents fiscal irresponsibility.
[00:04:49.640 --> 00:04:52.640]   For most of American history,
[00:04:52.640 --> 00:04:54.940]   we were a fiscally responsible country,
[00:04:54.940 --> 00:04:58.320]   but in our political system, you know,
[00:04:58.320 --> 00:05:00.240]   there might have been always a spending party
[00:05:00.240 --> 00:05:01.920]   and another party that was conservative
[00:05:01.920 --> 00:05:03.680]   and said we have to pay for things.
[00:05:03.680 --> 00:05:07.640]   But it seems to me what bothers me most now,
[00:05:07.640 --> 00:05:09.720]   and this is an election year,
[00:05:09.720 --> 00:05:11.540]   but nobody talks about this.
[00:05:13.480 --> 00:05:15.200]   You don't hear the candidates saying,
[00:05:15.200 --> 00:05:16.440]   you know, nobody asks them,
[00:05:16.440 --> 00:05:18.100]   what are we gonna do about this,
[00:05:18.100 --> 00:05:22.480]   having a, you know, trillion plus deficits every year.
[00:05:22.480 --> 00:05:25.620]   And in the background, of course,
[00:05:25.620 --> 00:05:27.000]   it's even worse than it seems
[00:05:27.000 --> 00:05:30.480]   because if you can calculate what Social Security
[00:05:30.480 --> 00:05:32.840]   and Medicare are gonna cost down the road,
[00:05:32.840 --> 00:05:35.520]   and, you know, some of those deficits
[00:05:35.520 --> 00:05:38.600]   dwarf even the, you know, trillion or two deficits
[00:05:38.600 --> 00:05:42.240]   we've been running annually at the federal level.
[00:05:42.240 --> 00:05:44.040]   And so why is it that, you know,
[00:05:44.040 --> 00:05:45.680]   with all this going on,
[00:05:45.680 --> 00:05:47.400]   it doesn't seem to be a major issue.
[00:05:47.400 --> 00:05:49.080]   Neither party talks about it.
[00:05:49.080 --> 00:05:52.940]   And I think it's got implications going forward
[00:05:52.940 --> 00:05:54.840]   for the investment world,
[00:05:54.840 --> 00:05:58.400]   and so we should all be thinking about that a little bit.
[00:05:58.400 --> 00:05:59.840]   - How do you think it plays out?
[00:05:59.840 --> 00:06:01.680]   It's not gonna play out in an election year
[00:06:01.680 --> 00:06:03.000]   or the next five or six weeks.
[00:06:03.000 --> 00:06:03.840]   - No.
[00:06:03.840 --> 00:06:04.880]   - But it's gonna play out after that, I think,
[00:06:04.880 --> 00:06:05.720]   and how do you think that happens?
[00:06:05.720 --> 00:06:08.160]   - Yeah, well, I, you know, what's going on?
[00:06:08.160 --> 00:06:10.880]   This is as old as the hills.
[00:06:10.880 --> 00:06:13.160]   I mean, Alexander Hamilton talked about this
[00:06:13.160 --> 00:06:16.160]   because in the 1790s, we had a,
[00:06:16.160 --> 00:06:17.800]   when the government was first formed,
[00:06:17.800 --> 00:06:22.200]   we had a national debt of $70 million left over
[00:06:22.200 --> 00:06:24.240]   from the American Revolution.
[00:06:24.240 --> 00:06:28.560]   And, you know, we didn't do anything about it in the 1780s,
[00:06:28.560 --> 00:06:31.000]   and so the new government on the Constitution
[00:06:31.000 --> 00:06:32.720]   had to do something about it.
[00:06:32.720 --> 00:06:36.080]   And so Hamilton basically funded the debt,
[00:06:36.080 --> 00:06:38.080]   created the Treasury bond market,
[00:06:38.080 --> 00:06:40.760]   and, you know, founded the first national bank,
[00:06:40.760 --> 00:06:41.640]   central bank.
[00:06:41.640 --> 00:06:46.040]   But he said at the time that everybody was pressuring him
[00:06:46.040 --> 00:06:47.480]   to get us out of debt.
[00:06:47.480 --> 00:06:50.840]   We wanna be out of debt as a country.
[00:06:50.840 --> 00:06:53.080]   And Hamilton would say there are two ways to do that.
[00:06:53.080 --> 00:06:57.320]   You know, we can raise taxes,
[00:06:57.320 --> 00:06:59.200]   and immediately the congressman said,
[00:06:59.200 --> 00:07:02.040]   "No, no, we can't do that, we can't do that."
[00:07:02.040 --> 00:07:06.440]   Or the other way, Hamilton said, is we can reduce spending.
[00:07:06.440 --> 00:07:09.400]   And they said, "Well, we can't do that, we can't do that."
[00:07:09.400 --> 00:07:12.200]   And, but Mr. Hamilton,
[00:07:12.200 --> 00:07:15.160]   we charge you with getting us out of debt.
[00:07:15.160 --> 00:07:16.560]   And Hamilton then said,
[00:07:16.560 --> 00:07:20.200]   this makes life very complicated for a finance minister
[00:07:20.200 --> 00:07:23.360]   because people have these inconsistent views.
[00:07:23.360 --> 00:07:25.360]   And it seems to me that's where we are now.
[00:07:25.360 --> 00:07:28.160]   And many of us would say if somebody proposed,
[00:07:28.160 --> 00:07:29.280]   you know, one of the candidates
[00:07:29.280 --> 00:07:31.720]   would propose much higher taxes this year,
[00:07:31.720 --> 00:07:32.640]   we'd say, "I don't like that,
[00:07:32.640 --> 00:07:34.480]   "I'm not gonna vote for that person."
[00:07:34.520 --> 00:07:36.920]   Or if they talked about reducing spending,
[00:07:36.920 --> 00:07:40.680]   you know, cutting Social Security, cutting Medicare,
[00:07:40.680 --> 00:07:43.280]   we would say, "No, no, I can't vote for that candidate,
[00:07:43.280 --> 00:07:46.320]   "but I'm very disturbed at the growing debt we have."
[00:07:46.320 --> 00:07:50.320]   So we haven't changed much in 200 and some years,
[00:07:50.320 --> 00:07:54.840]   but I think it's really a problem for our country,
[00:07:54.840 --> 00:07:57.080]   and we should all be thinking about it a lot more
[00:07:57.080 --> 00:08:00.920]   and thinking how can we become more fiscally responsible?
[00:08:00.920 --> 00:08:05.000]   - Well, that's, you know, the collective action aspect of it,
[00:08:05.000 --> 00:08:07.360]   but what are you doing about it as an investor?
[00:08:07.360 --> 00:08:12.480]   - Well, my guess is that the,
[00:08:12.480 --> 00:08:14.200]   unless something is done about it,
[00:08:14.200 --> 00:08:16.880]   and I don't see any signs of that right now,
[00:08:16.880 --> 00:08:20.840]   that it means that we will have more inflation in the future
[00:08:20.840 --> 00:08:25.440]   because what inflation is, is the tax,
[00:08:25.440 --> 00:08:27.760]   it's a form of taxation.
[00:08:27.760 --> 00:08:30.200]   And if we won't pay real taxes,
[00:08:30.200 --> 00:08:35.200]   and we won't cut back on our government spending,
[00:08:35.200 --> 00:08:37.520]   because nobody wants to pay higher real taxes,
[00:08:37.520 --> 00:08:40.000]   and nobody wants to have lower government spending,
[00:08:40.000 --> 00:08:41.920]   the only way the books are gonna balance
[00:08:41.920 --> 00:08:46.360]   is if we, inflation reduces the real value of the debt
[00:08:46.360 --> 00:08:48.720]   and makes it possible for the government to come through.
[00:08:48.720 --> 00:08:50.680]   And you know, one of the first things you learn
[00:08:50.680 --> 00:08:53.680]   in EC1 or EC10, whatever the course is,
[00:08:53.680 --> 00:08:58.680]   is that inflation is bad for creditors,
[00:08:58.680 --> 00:09:01.200]   people who lend money,
[00:09:01.200 --> 00:09:04.480]   because they get lower value money back when it's paid,
[00:09:04.480 --> 00:09:06.320]   but it's really good for debtors,
[00:09:06.320 --> 00:09:12.640]   because the debtor can pay back in lower value money.
[00:09:12.640 --> 00:09:14.680]   And then you ask yourself,
[00:09:14.680 --> 00:09:17.960]   who is the biggest debtor in the world?
[00:09:17.960 --> 00:09:20.640]   And the answer is the government
[00:09:20.640 --> 00:09:22.880]   of the United States of America.
[00:09:22.880 --> 00:09:27.880]   So our government actually has a vested interest
[00:09:27.880 --> 00:09:29.880]   in inflation, I would say.
[00:09:29.880 --> 00:09:32.720]   And I think that's something to keep in mind
[00:09:32.720 --> 00:09:34.760]   as you're making your investment decisions.
[00:09:34.760 --> 00:09:36.400]   Been a lot of talk about tips
[00:09:36.400 --> 00:09:39.520]   and things like that at this conference.
[00:09:39.520 --> 00:09:42.400]   And my own view, Bill told me once,
[00:09:42.400 --> 00:09:45.680]   he thought all the old people should invest in tips.
[00:09:45.680 --> 00:09:49.080]   But my view is that a little bit of tips
[00:09:49.080 --> 00:09:52.360]   might belong in almost everyone's portfolio.
[00:09:52.360 --> 00:09:55.480]   And when Consuelo Mack,
[00:09:55.480 --> 00:09:57.120]   I don't know if you know Consuelo Mack
[00:09:57.120 --> 00:09:59.880]   has a TV show called WealthTrack,
[00:09:59.880 --> 00:10:01.280]   and I've been on it a few times.
[00:10:01.280 --> 00:10:04.000]   And at the end of it, she used to ask everyone,
[00:10:04.000 --> 00:10:07.760]   what's your favorite recommended investment?
[00:10:07.760 --> 00:10:10.240]   And I said the same thing all the time.
[00:10:10.240 --> 00:10:12.200]   I thought I was being safe and concerned.
[00:10:12.200 --> 00:10:14.600]   Maybe everybody should have a little bit of tips
[00:10:14.600 --> 00:10:16.320]   in their portfolio.
[00:10:16.320 --> 00:10:18.160]   - I guess I wouldn't disagree with that.
[00:10:18.160 --> 00:10:21.960]   Okay, we're gonna turn the clock back now 13 years
[00:10:21.960 --> 00:10:25.320]   to the year 2011, which was a bit of a scary year.
[00:10:25.320 --> 00:10:29.080]   And you were interviewed for the Wall Street Journal
[00:10:29.080 --> 00:10:31.560]   by Jim Browning, D.S. Browning.
[00:10:31.560 --> 00:10:32.760]   I don't know how he got the name Jim,
[00:10:32.760 --> 00:10:34.520]   but that's what everybody calls him.
[00:10:34.520 --> 00:10:36.920]   And this was a bad week in the stock market
[00:10:36.920 --> 00:10:39.080]   in September of 2011.
[00:10:39.080 --> 00:10:42.400]   And he wanted your very, very long-term perspective.
[00:10:42.400 --> 00:10:47.400]   And so you said that you wanted to take a long-term approach
[00:10:47.400 --> 00:10:49.200]   and you showed him this graph,
[00:10:49.200 --> 00:10:52.080]   which got published in the journal article.
[00:10:52.080 --> 00:10:53.960]   And it's a nice sort of rolling graph
[00:10:53.960 --> 00:10:58.640]   of 10-year returns of the stock market.
[00:10:58.640 --> 00:11:01.280]   And so right at the far right aspect of that
[00:11:01.280 --> 00:11:04.200]   was returns had been near zero.
[00:11:04.200 --> 00:11:07.600]   In fact, as Paul Merriman mentioned a couple times,
[00:11:07.600 --> 00:11:09.160]   and I'm fond of quoting as well,
[00:11:09.160 --> 00:11:11.880]   between 2000 and 2009, that decade,
[00:11:11.880 --> 00:11:16.320]   U.S. stocks lost about 20% in real terms.
[00:11:16.320 --> 00:11:19.640]   And you thought that augured well for the stock market.
[00:11:19.640 --> 00:11:24.080]   You thought that stocks would be a good place to invest.
[00:11:24.080 --> 00:11:26.240]   And of course, you were right.
[00:11:26.240 --> 00:11:30.360]   And so I decided to look and see if there was any value
[00:11:30.360 --> 00:11:32.680]   in looking at 10-year stock returns.
[00:11:32.680 --> 00:11:34.520]   And this is sort of a dirty graph.
[00:11:34.520 --> 00:11:35.960]   It sort of slopes down into the right,
[00:11:35.960 --> 00:11:37.440]   but it's a very dirty graph.
[00:11:37.440 --> 00:11:39.720]   So I lengthened that to 15 years,
[00:11:39.720 --> 00:11:43.960]   and then 20 years, and then finally 30 years.
[00:11:43.960 --> 00:11:46.600]   And boy, at 30 years, it sure looks really pretty
[00:11:46.600 --> 00:11:48.640]   off on the left side, okay?
[00:11:48.640 --> 00:11:51.920]   All you have to do is wait for 30-year real returns
[00:11:51.920 --> 00:11:55.120]   of near 0% or 1% or 2%,
[00:11:55.120 --> 00:11:57.840]   and you have it made in the shade.
[00:11:57.840 --> 00:11:59.280]   Now, the problem with that is there aren't
[00:11:59.280 --> 00:12:04.200]   that many independent 30-year returns.
[00:12:04.200 --> 00:12:06.240]   In fact, when you're looking at the far left side
[00:12:06.240 --> 00:12:08.720]   of that graph, you're only really talking about,
[00:12:08.720 --> 00:12:12.800]   I think, 1830-something and 1938 or something like that.
[00:12:12.800 --> 00:12:14.880]   So really, you have to wait 100 years
[00:12:14.880 --> 00:12:17.560]   to execute this strategy.
[00:12:17.560 --> 00:12:19.600]   And the problem becomes immediately apparent
[00:12:19.600 --> 00:12:22.040]   when you just take rolling 30-year stock returns.
[00:12:22.040 --> 00:12:24.520]   You see that in the past century,
[00:12:24.520 --> 00:12:26.240]   there's been only one period of time,
[00:12:26.240 --> 00:12:29.200]   almost 100 years ago, when we saw real returns,
[00:12:29.200 --> 00:12:31.080]   30-year returns of near zero.
[00:12:31.080 --> 00:12:36.080]   And even if you held your threshold for buying at 5%,
[00:12:36.080 --> 00:12:39.680]   that you really were only going to have
[00:12:39.680 --> 00:12:42.680]   one or two opportunities, buying opportunities.
[00:12:42.680 --> 00:12:46.440]   So how do you use rolling returns
[00:12:46.440 --> 00:12:48.400]   and realized returns of stocks?
[00:12:48.400 --> 00:12:50.600]   How valuable do you think they are?
[00:12:50.600 --> 00:12:53.120]   - Well, if you want to go back
[00:12:53.120 --> 00:12:54.880]   to the Wall Street Journal chart,
[00:12:54.880 --> 00:12:59.080]   that was, one thing I did in my checkered career
[00:12:59.080 --> 00:13:02.200]   was to actually extend our knowledge
[00:13:02.200 --> 00:13:05.840]   of the U.S. stock market back to almost the beginning.
[00:13:05.840 --> 00:13:07.280]   And the only way you could do that
[00:13:07.280 --> 00:13:09.240]   was by looking at old newspapers,
[00:13:09.240 --> 00:13:11.880]   because the newspapers starting in the 1790s
[00:13:11.880 --> 00:13:16.880]   began to report the stocks then were usually bank stocks,
[00:13:16.880 --> 00:13:19.800]   local bank stocks, and the Bank of the United States.
[00:13:19.800 --> 00:13:23.080]   And then you had three kinds of government bonds
[00:13:23.080 --> 00:13:24.440]   that Hamilton had issued.
[00:13:24.440 --> 00:13:26.160]   And they were reported.
[00:13:26.160 --> 00:13:28.880]   I mean, I think one of the great things about our country
[00:13:28.880 --> 00:13:33.080]   is it had somewhat modern finances right from the beginning.
[00:13:33.080 --> 00:13:36.080]   And that's the debt I think we should all remember
[00:13:36.080 --> 00:13:38.880]   that we owe to Alexander Hamilton.
[00:13:38.880 --> 00:13:41.560]   Because he had this idea that,
[00:13:41.560 --> 00:13:43.240]   he knew his financial history.
[00:13:43.240 --> 00:13:44.600]   If you read about Hamilton,
[00:13:44.600 --> 00:13:47.600]   he would talk about Dutch finance and British finance,
[00:13:47.600 --> 00:13:50.120]   the Italians, and what was going on.
[00:13:50.120 --> 00:13:51.960]   And he thought the U.S. ought to be equipped
[00:13:51.960 --> 00:13:53.760]   with modern financial arrangements.
[00:13:53.760 --> 00:13:55.520]   We were probably the third country in the world
[00:13:55.520 --> 00:13:57.160]   after the Dutch and the British
[00:13:57.160 --> 00:14:00.240]   to have modern financials system.
[00:14:00.240 --> 00:14:03.640]   And we had it right from the beginning of the country.
[00:14:03.640 --> 00:14:06.200]   So you could actually go back and get,
[00:14:06.200 --> 00:14:10.760]   this is from 1801 to 19, to 2010 or something like that.
[00:14:10.760 --> 00:14:13.360]   And so we got the stock market data,
[00:14:13.360 --> 00:14:15.160]   made some assumptions for the earlier,
[00:14:15.160 --> 00:14:17.200]   before we made the 1870 on it, it was easy.
[00:14:17.200 --> 00:14:19.560]   The previous work had been done.
[00:14:19.560 --> 00:14:21.800]   But going back to the beginning of the country.
[00:14:21.800 --> 00:14:24.480]   And what I noticed was that there's this kind of pattern,
[00:14:24.480 --> 00:14:26.640]   up and down, up and down.
[00:14:26.640 --> 00:14:31.440]   And so in the year 2000, actually 1999,
[00:14:31.440 --> 00:14:33.520]   when everybody was worried about the dot-com bubble,
[00:14:33.520 --> 00:14:34.800]   I was asked to give some talk.
[00:14:34.800 --> 00:14:36.400]   And I brought out this chart.
[00:14:36.400 --> 00:14:40.640]   And it was only up to 1999 then.
[00:14:40.640 --> 00:14:44.560]   But I said the 10-year moving average real returns,
[00:14:44.560 --> 00:14:45.440]   that's what this shows,
[00:14:45.440 --> 00:14:47.680]   10-year moving average real returns,
[00:14:47.680 --> 00:14:50.840]   they've fluctuated a lot through U.S. history.
[00:14:50.840 --> 00:14:54.240]   It looks like there's, roughly speaking,
[00:14:54.240 --> 00:14:58.880]   on average there's 10 years up and 10 years down.
[00:14:58.880 --> 00:15:02.280]   And usually when you got to some very high level,
[00:15:02.280 --> 00:15:05.600]   the range of this at the maximum,
[00:15:05.600 --> 00:15:10.600]   you can see like in 1929 or late 1950s or '60s,
[00:15:10.600 --> 00:15:16.440]   and then again in 1999, when you're up at that level,
[00:15:16.440 --> 00:15:20.440]   maybe 16, 17, 18%, usually what happens
[00:15:20.440 --> 00:15:22.040]   when you're at one of those peaks,
[00:15:22.040 --> 00:15:24.000]   the next 10 years aren't so good.
[00:15:24.000 --> 00:15:28.640]   So what I did in 2000 when I first did this,
[00:15:28.640 --> 00:15:30.200]   and this is what Jim Browning knew about
[00:15:30.200 --> 00:15:32.240]   and why he wrote the article,
[00:15:32.240 --> 00:15:35.280]   is I said, let me assume that the returns
[00:15:35.280 --> 00:15:40.080]   for the next 10 years, that is 2000 to 2009,
[00:15:40.080 --> 00:15:43.720]   will just be 0%, we're talking about
[00:15:43.720 --> 00:15:46.640]   real stock market returns every year, 0%.
[00:15:46.640 --> 00:15:50.380]   And I got the red chart there, the red line.
[00:15:50.380 --> 00:15:53.520]   And it turns out that over the next 10 years,
[00:15:53.520 --> 00:15:55.360]   the blue line is what actually happened
[00:15:55.360 --> 00:15:57.320]   and the red was almost the same as the blue.
[00:15:57.320 --> 00:16:00.160]   So hey, I'm a pretty smart guy, right?
[00:16:00.160 --> 00:16:02.000]   (laughing)
[00:16:02.000 --> 00:16:05.200]   And so Browning thought about that
[00:16:05.200 --> 00:16:09.120]   and he said, well, what's, in 2010, 2011,
[00:16:09.120 --> 00:16:12.400]   I talked to a lot of investment groups in New York
[00:16:12.400 --> 00:16:16.800]   and they want to know what's gonna happen next.
[00:16:16.800 --> 00:16:20.340]   And I said, well, when things are that bad for 10 years,
[00:16:20.340 --> 00:16:23.480]   usually the next 10 years are better.
[00:16:23.480 --> 00:16:26.040]   So then the Wall Street Journal asked me
[00:16:26.040 --> 00:16:29.760]   to calculate what might happen in the next 10 years.
[00:16:29.760 --> 00:16:31.600]   So I made another simple assumption
[00:16:31.600 --> 00:16:34.680]   that let's just suppose the average return
[00:16:34.680 --> 00:16:37.120]   that is throughout US history
[00:16:37.120 --> 00:16:38.980]   is what we'll get in the next 10 years.
[00:16:38.980 --> 00:16:41.800]   And I got, at that time, my forecast
[00:16:41.800 --> 00:16:43.720]   of what the market would do in the next 10 years.
[00:16:43.720 --> 00:16:45.280]   It's actually done a lot better than that
[00:16:45.280 --> 00:16:46.860]   because it's done above average.
[00:16:46.860 --> 00:16:48.560]   But when I made this statement,
[00:16:48.560 --> 00:16:50.480]   it said the next 10 years will be better,
[00:16:50.480 --> 00:16:51.760]   everyone was pessimistic.
[00:16:51.760 --> 00:16:53.440]   Well, no, we don't think you're right.
[00:16:53.440 --> 00:16:57.320]   They really got burned in 2007 to 2009
[00:16:57.320 --> 00:17:00.360]   and they were very skeptical in 2011
[00:17:00.360 --> 00:17:03.120]   that the stock market was gonna do well.
[00:17:03.120 --> 00:17:06.360]   Well, I turned out to have been not optimistic enough.
[00:17:06.360 --> 00:17:08.800]   So, and basically, that's where this comes from.
[00:17:08.800 --> 00:17:10.720]   But you can sort of get an average,
[00:17:10.720 --> 00:17:13.640]   I mean, the range is from a return
[00:17:13.640 --> 00:17:16.880]   of about 16, 17, 18% a year
[00:17:16.880 --> 00:17:20.160]   at the various peaks you see in this 200-year chart.
[00:17:20.160 --> 00:17:23.600]   And the low is down around zero, usually.
[00:17:24.520 --> 00:17:29.520]   And so I think that my guess is to answer the question
[00:17:29.520 --> 00:17:33.480]   is that this pattern will continue.
[00:17:33.480 --> 00:17:36.000]   We're actually much higher now than my forecast,
[00:17:36.000 --> 00:17:37.760]   that red line.
[00:17:37.760 --> 00:17:39.240]   I haven't really updated my,
[00:17:39.240 --> 00:17:41.800]   but I think we're in the last 10 years
[00:17:41.800 --> 00:17:43.120]   of moving average return.
[00:17:43.120 --> 00:17:48.120]   Real return would be something like 15 or 16 or 17%.
[00:17:48.120 --> 00:17:52.960]   So if the past is any guide to the future,
[00:17:54.080 --> 00:17:57.080]   I don't think you should expect really great stock returns,
[00:17:57.080 --> 00:17:59.640]   let's say for the next decade or so.
[00:17:59.640 --> 00:18:00.480]   - Yeah.
[00:18:00.480 --> 00:18:03.480]   Those of us who've been coming to this conference
[00:18:03.480 --> 00:18:06.800]   for a little while know that Jack would go through
[00:18:06.800 --> 00:18:09.080]   an orthogonal episode exercise,
[00:18:09.080 --> 00:18:11.600]   an exercise that was a little different,
[00:18:11.600 --> 00:18:13.640]   but it would arrive at exactly the same conclusion.
[00:18:13.640 --> 00:18:17.600]   He would do a Gordon equation type of exercise
[00:18:17.600 --> 00:18:19.560]   where he would add the dividend yield
[00:18:19.560 --> 00:18:20.800]   and then the dividend growth.
[00:18:20.800 --> 00:18:23.640]   And then he would add in a mean reversion term,
[00:18:23.640 --> 00:18:25.200]   which was basically based
[00:18:25.200 --> 00:18:28.120]   on the cape cyclically adjusted earnings.
[00:18:28.120 --> 00:18:31.000]   And so he came to this conference,
[00:18:31.000 --> 00:18:34.560]   one of the very first ones in 2002,
[00:18:34.560 --> 00:18:36.680]   and basically said, we're looking at zero returns,
[00:18:36.680 --> 00:18:38.720]   nominal returns over the next 10 years.
[00:18:38.720 --> 00:18:42.800]   And in 2011, 2012, he came and was much as optimistic
[00:18:42.800 --> 00:18:47.200]   as you are for, basically amounts to the same reason.
[00:18:47.200 --> 00:18:50.600]   One of my very favorite stories even predates that.
[00:18:50.600 --> 00:18:52.040]   It was in the year 2000.
[00:18:52.040 --> 00:18:55.760]   And I had the pleasure of following him
[00:18:55.760 --> 00:18:58.240]   around New York for a day,
[00:18:58.240 --> 00:19:00.920]   which included a dinner in which I made sure
[00:19:00.920 --> 00:19:04.160]   he had had his second martini before I asked him,
[00:19:04.160 --> 00:19:07.320]   had he changed his asset allocation at all?
[00:19:07.320 --> 00:19:09.800]   Because he had written that you should never, ever do that.
[00:19:09.800 --> 00:19:12.600]   And he sort of looked conspiratorially over his shoulder.
[00:19:12.600 --> 00:19:14.840]   And he said, well, I've sold about five
[00:19:14.840 --> 00:19:16.280]   or 10% of my stocks.
[00:19:16.280 --> 00:19:19.200]   So even he was not--
[00:19:19.200 --> 00:19:20.640]   - He's a market timer.
[00:19:20.640 --> 00:19:22.840]   - Exactly, exactly.
