
[00:00:00.000 --> 00:00:04.000]   (music)
[00:03:53.000 --> 00:04:04.000]   And watch now how Paul moves from a call to one-mindedness to a call for humility and service.
[00:04:04.000 --> 00:04:06.000]   Here's the way it goes.
[00:04:06.000 --> 00:04:18.000]   "Complete my joy by being of the same mind, having the same love, being in full accord and of one mind."
[00:04:18.000 --> 00:04:21.000]   And now here's how he fleshes it out. Next verse.
[00:04:21.000 --> 00:04:31.000]   "Do nothing from selfish ambition or conceit, but in humility count others more significant than yourselves.
[00:04:31.000 --> 00:04:38.000]   Let each of you look not only to his own interests, but also to the interests of others."
[00:04:38.000 --> 00:04:48.000]   We can't control unity of belief, but we can give ourselves to serve each other in love.
[00:04:48.000 --> 00:05:00.000]   You can't force unity of belief because beliefs are not mere actions of the will, but deep delights of the heart.
[00:05:00.000 --> 00:05:07.000]   So the only way ultimately to pursue unity of belief is to speak the truth in love.
[00:05:07.000 --> 00:05:14.000]   Unity not based on truth is just not biblical unity.
[00:05:14.000 --> 00:05:23.000]   And speaking that truth must happen in love if we hope to make any progress in unity.
[00:05:23.000 --> 00:05:34.000]   So what I think all that means for each of us is that we search the scriptures, try to discern what we see to be true,
[00:05:34.000 --> 00:05:39.000]   and then we give ourselves to the communities of faith that share that truth.
[00:05:39.000 --> 00:05:51.000]   And we seek in love and service to maintain the unity of those communities in lowliness and humility and kindness and meekness and gentleness and forbearance and forgiveness.
[00:05:51.000 --> 00:06:03.000]   And we do our best to love those in other communities so that the world will see our love, not just our disagreements.
[00:06:03.000 --> 00:06:10.000]   Now, the reason I'm a Baptist is first very simply because I grew up in a Baptist home.
[00:06:10.000 --> 00:06:12.000]   Let's just be honest.
[00:06:12.000 --> 00:06:21.000]   But then with every stage of my education, first Wheaton, then Fuller Seminary, then the University of Munich in Germany,
[00:06:21.000 --> 00:06:28.000]   where I was the only Baptist that I knew of in the entire theological faculty there at the University of Munich.
[00:06:28.000 --> 00:06:37.000]   At every stage, the challenges to my Baptist commitments became more and more intense.
[00:06:37.000 --> 00:06:49.000]   So I had to test my inherited convictions by scriptures over and over again during those 10 years, especially of higher education.
[00:06:49.000 --> 00:07:01.000]   And to this day, I have not been able to be persuaded that baptizing infants is warranted by the New Testament.
[00:07:01.000 --> 00:07:03.000]   That's the main reason that I'm a Baptist.
[00:07:03.000 --> 00:07:07.000]   I don't believe in infant baptism.
[00:07:07.000 --> 00:07:16.000]   Now, this is probably not the place to go into any exegetical defense of that, but I'm willing to if we want to do it in another podcast.
[00:07:16.000 --> 00:07:30.000]   The point here should probably simply be that for me to be a gospel-believing, Bible-guided Christian is foremost.
[00:07:30.000 --> 00:07:43.000]   Second in priority is to embrace the gospel-embodying, gospel-protecting, Bible-rooted, joy-sustaining, God-glorifying doctrines of grace.
[00:07:43.000 --> 00:07:58.000]   And only third, I would say, are my Baptist convictions, and that enables me then to have a good bit of fellowship outside my own denominational connections.
[00:07:58.000 --> 00:08:17.000]   And I hope that through my writings and speaking, the truth of Scripture is being promulgated in the world in such a way that more and more people are brought closer and closer to the central truths and therefore to each other.
[00:08:17.000 --> 00:08:19.000]   Excellent priority as well.
[00:08:19.000 --> 00:08:26.000]   I, for one, am glad that you're a Baptist and a Reformed Baptist at that, and a pioneer for so many of us who have followed you along this path.
[00:08:26.000 --> 00:08:28.000]   Thank you, Pastor John.
[00:08:28.000 --> 00:08:31.000]   And we'll keep infant baptism, that question, for another time.
[00:08:31.000 --> 00:08:36.000]   If you have a question, you can email it in to us at askpastorjohn@desiringgod.org.
[00:08:36.000 --> 00:08:44.000]   You can also find our audio feeds and our episode archive all through our online home at desiringgod.org/askpastorjohn.
[00:08:44.000 --> 00:08:47.000]   And you can send us an email from that homepage as well.
[00:08:47.000 --> 00:08:50.000]   Friday, we're going to talk about revival.
[00:08:50.000 --> 00:08:52.000]   What is revival?
[00:08:52.000 --> 00:08:53.000]   How does it start?
[00:08:53.000 --> 00:08:55.000]   What does it look like today?
[00:08:55.000 --> 00:08:59.000]   And how similar is it to personal revival?
[00:08:59.000 --> 00:09:01.000]   Looking forward to all of those questions.
[00:09:01.000 --> 00:09:02.000]   I'm your host, Tony Renke.
[00:09:02.000 --> 00:09:03.000]   We'll see you on Friday.
[00:09:03.000 --> 00:09:04.000]   [End of Audio]
[00:09:04.000 --> 00:09:14.000]   [BLANK_AUDIO]

