
[00:00:00.000 --> 00:00:05.800]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:14:23.000 --> 00:14:47.000]   Or you might take other classes. I took an elective when I was in college of scuba diving one semester. And so, we had a 1 hour, well, that being more, but we would go to class one night a week for scuba diving class. And as long as I pass the class and got my scuba certification, then I got 1 credit hour as an elective for scuba diving. I did a salsa dancing class, etc. And that was just one night a week and I got 1 credit hour.
[00:14:47.000 --> 00:15:10.000]   And the way a degree works is that the college sits down and they lay out the different categories of classes that you need. And so, you need a certain number of general education credits, you need a certain number of math credits, a certain number of humanities credits, etc. And the specific areas of study vary depending on what your degree is going to be in.
[00:15:10.000 --> 00:15:39.000]   And so, my degree, my undergraduate degree is international business. And so, I had a certain number of general education credits, probably it was something like 60 credits. And then I had a certain number of business concentration credits or general business credits, that was probably something like 45 hours of credits or 45 credits. And then I had my international business specialty. So, I probably had something like 10 or 12 or 15 credit hours that were required to be within my specialty of international business.
[00:15:39.000 --> 00:16:01.000]   That's how a college degree works. Now, universities will give you credit for CLEP exams, but they will generally have a cap on how many exams they will accept. So, a common cap that you'll see of many, what I'm going to call normal colleges would be, we'll give you 30 credit hours, which potentially could be an entire year.
[00:16:01.000 --> 00:16:26.000]   So, my wife's story here would be a good example. She went to a traditional college where we met and it wasn't anything normal. It was a traditional private Christian university. And when she came in, though, she had passed enough AP exams. She had done AP Spanish and AP English and AP Calculus and AP History, etc. That she was granted probably something close to 30 credit hours towards her degree.
[00:16:26.000 --> 00:16:44.000]   And so, her entire, she only spent a total of six semesters in school, three years. And during that time, she was able to study abroad and do a major and do a minor because she came into college with basically a year of college already done through AP exams.
[00:16:44.000 --> 00:17:07.000]   But that's about the maximum number of credits that she would have been able to transfer into that university. That university would accept up to 30 credits from outside sources, but they wanted most of your education to be delivered there on campus. And the more prestigious a school is, often the tighter their requirements are.
[00:17:07.000 --> 00:17:35.000]   So, let's say you're going to go to Yale University. Well, you can't go to your local community college for two years and then go to Yale for two years and graduate because Yale wants to know if you're going to transfer in, we're not going to allow in more than, say, 10 transfer credits or something really, really small. And I've heard of, although I can't name the names, I've heard of schools that will allow in zero transfer credits. They want all of your classes to be taken there at that university if you're going to be granted credit and a degree from that institution.
[00:17:35.000 --> 00:18:00.000]   The key here for quizzing out is to note this. Not all universities have this same requirement. Some universities will allow you to transfer in 30, 60, 90, sometimes as much as 100 or 110 credits into their university. And they'll grant credit based upon lots more exams.
[00:18:00.000 --> 00:18:05.000]   Now, there aren't a lot of these, but there are some of these.
[00:18:06.000 --> 00:18:33.000]   Now for a limited time at Del Amo Motorsports. Get financing as low as 1.99% for 36 months on Select 2023 Can-Am Maverick X3. Considering the Mavericks taking home trophies everywhere from King of the Hammers to Uncle Ned's Backcountry Rally, you're not going to find a better deal on front row seats to a championship winner. Don't lose out on your chance to get a Maverick X3. Visit Del Amo Motorsports in Redondo Beach and get yours.
[00:18:33.000 --> 00:18:36.000]   Offer in soon. See dealer for details.
[00:18:37.000 --> 00:18:56.000]   And if you go to these institutions and you transfer in a lot of credits, you can get a degree from this institution very, very quickly. In some cases, a few of these schools will only require you to actually take about two or three classes that are from their school in order to graduate.
[00:18:56.000 --> 00:19:07.000]   But there is a catch. And the catch is that you still have to bring in enough credits that map to the outline of their 120 credit hours and how they're laid out.
[00:19:07.000 --> 00:19:19.000]   And so if you had a highly specialized degree, that's going to require, say, 30 hours or 40 hours of degree-focused studies. How are you going to find quizzes for all of that?
[00:19:19.000 --> 00:19:30.000]   A good example here would be something like an accounting degree. You're going to take 40 hours of accounting. How are you going to do that? There aren't quizzes out there you can take for all of them. You may be able to find one or two, very entry-level, Accounting 101.
[00:19:30.000 --> 00:19:35.000]   But how are you going to do auditing and tax, etc., without taking those courses at the college?
[00:19:35.000 --> 00:19:48.000]   But sometimes you can do something like a liberal studies degree. And it is a bachelor's degree, but it's a very generalized degree or perhaps a humanities degree where there's lots of these available.
[00:19:48.000 --> 00:19:55.000]   So some of these institutions will give you credit for lots of coursework that's done at different places.
[00:19:55.000 --> 00:20:01.000]   And a little bit later in the show, I'll go through an example degree plan for some of these schools.
[00:20:01.000 --> 00:20:05.000]   Now, there are kind of the big three or four, and here's what they are.
[00:20:05.000 --> 00:20:14.000]   The first one is a university called Thomas Edison State University. That's a government school in, is that one in New Jersey? It's up in the Northeast somewhere.
[00:20:14.000 --> 00:20:20.000]   Then there's Excelsior University, there's Charter Oak State College, and then there are a couple others.
[00:20:20.000 --> 00:20:25.000]   There's Western Governors University, is often brought into this, although this can fill the second category.
[00:20:25.000 --> 00:20:32.000]   There's University of Maine at Presque Isle is a fairly recent one. And there are some other ones as well that can be brought in.
[00:20:32.000 --> 00:20:38.000]   And so these schools are accredited colleges, they're regionally accredited. They'll check the box to say I have a college degree.
[00:20:38.000 --> 00:20:46.000]   But you can take lots of quizzes and tests in order to prove your competence. And if you can bring in enough credits, you can get your degree that way.
[00:20:46.000 --> 00:20:54.000]   So that's the first big category is simply you can get a degree by quizzing out by taking exams at lots of providers.
[00:20:54.000 --> 00:20:59.000]   Now, related to this is what we can call a competency-based education program.
[00:20:59.000 --> 00:21:07.000]   And again, I like Ryan at the Nine Month College Grad channel. I like how he divides this into two different categories.
[00:21:07.000 --> 00:21:12.000]   Because it's useful to think about what is competency-based education.
[00:21:12.000 --> 00:21:22.000]   This is a word that is increasingly coming into use. There's more and more schools that are signing up to provide this model.
[00:21:22.000 --> 00:21:29.000]   But let's talk about it. So I'm reading here an article from National School Board Association, NSBA.org.
[00:21:29.000 --> 00:21:35.000]   And here's their article published February 1, 2021, titled Competency-Based Education.
[00:21:35.000 --> 00:21:42.000]   Mastery of academic concepts model can spur academic achievement. Subhead.
[00:21:42.000 --> 00:21:56.000]   States are piloting competency-based education programs, offering an education model tailored to each student by shifting the focus from time-based credits to academic mastery.
[00:21:56.000 --> 00:22:06.000]   Stagnant academic achievement in the U.S. is well documented and the learning loss from COVID-19 is expected to increase the differences in academic achievement between middle class and low income students.
[00:22:06.000 --> 00:22:11.000]   The question today is not whether innovation and education is needed, but how best to achieve it.
[00:22:11.000 --> 00:22:20.000]   NSBA recently announced its Public School Transformation Now campaign, which is working toward meaningful improvement and changes in learning in public schools.
[00:22:20.000 --> 00:22:28.000]   The campaign is focused on the future of learning, including exploring instructional models that can better prepare students with 21st century skills.
[00:22:28.000 --> 00:22:39.000]   Blah, blah, blah. To achieve a shift to personalized learning, states can consider reforming traditional seat time requirements and developing a competency-based education.
[00:22:39.000 --> 00:22:55.000]   The traditional system, which awards academic credit based on a minimum amount of instructional time in a subject area, emphasizes time rather than mastery, which stands in fundamental opposition to personalized learning at its core.
[00:22:55.000 --> 00:23:12.000]   On the other hand, CBE is "a structure that allows students to progress as they demonstrate mastery of academic content regardless of time, place, or pace of learning," according to the U.S. Department of Education.
[00:23:12.000 --> 00:23:20.000]   How does CBE work? Competency-based education is a learning system based on students' individual needs.
[00:23:20.000 --> 00:23:29.000]   According to Aurora Institute, assessments in CBE are "meaningful, positive, and empowering."
[00:23:29.000 --> 00:23:51.000]   Now, of course, there NSBA is talking about government schools at the K-12 level generally, but this same exact concept exists in the collegiate world.
[00:23:51.000 --> 00:24:06.000]   Competency-based education is how I completed my master's degree. My undergraduate degree was based upon time in seat. My master's degree was completed based upon proving competency in financial planning.
[00:24:06.000 --> 00:24:19.000]   The way it worked, very simply, I have a master's of science in financial services from the American College in Bryn Mawr, Pennsylvania. American College is a specialized college that basically exclusively teaches financial planning.
[00:24:19.000 --> 00:24:30.000]   They manage a number of credentials, like the Chartered Life Underwriter, Chartered Financial Consultant, etc., a bunch of other stuff. And also, they teach the education requirements for things like the CFP exam.
[00:24:30.000 --> 00:24:43.000]   They also offer true master's degrees, like I have, a master's of science in financial services, as well as doctoral degrees, or at least they used to. I assume they still do, but they have doctoral degrees in financial planning.
[00:24:43.000 --> 00:24:47.000]   So it's a very specialized college that works in the field of financial planning.
[00:24:47.000 --> 00:25:01.000]   So the way it worked is I would sign up for a class and they would send me a box. I would open up the box. The box would have a textbook in it. It would have some CDs in it, in those days, and it would have some other things.
[00:25:01.000 --> 00:25:09.000]   Sometimes it would have a binder with a bunch of articles in it, etc. But basically, it would have a textbook in it and information on how to schedule an exam.
[00:25:09.000 --> 00:25:17.000]   And I would take the textbook, I would read the textbook, or whatever other materials they included, and I would go and I would sign up for the exam.
[00:25:17.000 --> 00:25:24.000]   And if I passed the exam, I passed the class. And if I failed the exam, I failed the class. And I would retake the exam until I passed it.
[00:25:24.000 --> 00:25:40.000]   And so this is how it worked. And the exam was not easy. It was time-consuming, a very long exam, but it was very doable. I had to know my stuff, but it wasn't insane. I didn't have to do all kinds of hardcore requirements.
[00:25:40.000 --> 00:25:50.000]   It was just a multiple-choice exam where I needed to know my stuff. And it didn't matter whether I actually cracked open the textbook and read it or not. The question was, can you pass the exam?
[00:25:50.000 --> 00:25:57.000]   Now clearly, if I read the textbook, it was easy to pass the exam. If I didn't read the textbook, well, some were easy and some were not.
[00:25:57.000 --> 00:26:04.000]   And then at the end of the degree, then they had their capstone courses. So I went to Pennsylvania for a week or two, can't remember.
[00:26:04.000 --> 00:26:14.000]   And we did a couple of intense classes there. It was like the capstone courses. But we did them over the course of a week or two and finished them up really fast.
[00:26:14.000 --> 00:26:26.000]   So remember, back to 45 hours of instruction, three hours a week. Guess what? If you want to have a 45-hour class, you can also do it in just one week, even in person, and get the same number of seat time hours in.
[00:26:26.000 --> 00:26:31.000]   So competency-based education is basically your ability to pass exams. Here's the cool thing.
[00:26:31.000 --> 00:26:40.000]   There are colleges that specialize in competency-based education that allow you to simply take their classes, and whenever you want to, you can take the exam.
[00:26:40.000 --> 00:26:52.000]   And as soon as you can pass the exam, you pass the class. And so your competence and knowledge with the exam or with the class will drive whether or not you can pass the exam.
[00:26:52.000 --> 00:27:02.000]   Some exams that you know well, you might just click "Sign Up and Enroll in the Course," click "Do Final Exam," and click "Take the Final Exam," and if you pass it, you're done.
[00:27:02.000 --> 00:27:15.000]   There is nothing more required. Some classes, you might need to spend many weeks or months taking the class, listening to all the lectures, understanding the material, practicing, memorizing, etc., until you can take the exam.
[00:27:15.000 --> 00:27:22.000]   But competency-based education allows you to get a degree as quickly as you can get it done.
[00:27:22.000 --> 00:27:30.000]   We'll talk about cost with some examples, but both of these options can be fairly inexpensive.
[00:27:30.000 --> 00:27:39.000]   The reason they can be expensive is just simply your costs are not based upon supporting a large institution and all of its costs.
[00:27:39.000 --> 00:27:46.000]   They're simply based upon taking the exam. Now, there are costs for the exam. So a CLEP exam or an AP exam is something around $100.
[00:27:46.000 --> 00:27:54.000]   You might also have costs for making a preparation booklet, buying an exam guide or something for $40 or $50.
[00:27:54.000 --> 00:28:06.000]   But $150 to get three credit hours of class is usually a lot cheaper than all of your other options, and it may be a lot more efficient in terms of your time.
[00:28:06.000 --> 00:28:13.000]   If you have $150 to get three credit hours, that means your total cost per credit hour is $50.
[00:28:13.000 --> 00:28:26.000]   And if you could do that over the course of your entire college degree for 120 credit hours, you would wind up with a total cost of $6,000 for the degree, if your average cost per credit hour were $50.
[00:28:26.000 --> 00:28:33.000]   It can be done cheaper than this, but we're not talking free. We're talking inexpensive.
[00:28:33.000 --> 00:28:45.000]   But $6,000 for a degree is a whole lot cheaper than, you know, commonly you might pay $6,000 for a semester. And it's a lot less expensive and a lot faster.
[00:28:45.000 --> 00:29:03.000]   When you are looking at a competency-based education program, there is an additional benefit that can come on the price side.
[00:29:03.000 --> 00:29:05.000]   That there are schools that will allow you to pay based upon a calendar time rather than based upon the number of classes that you can take.
[00:29:05.000 --> 00:29:09.000]   And they don't cap you on the number of classes that you can take.
[00:29:09.000 --> 00:29:13.000]   So a really good example here is Western Governors University.
[00:29:13.000 --> 00:29:22.000]   Western Governors University is a government college. It is out in the western states. It's an official government college, accredited, etc.
[00:29:22.000 --> 00:29:27.000]   But their model is a model that is different than many traditional models.
[00:29:27.000 --> 00:29:30.000]   First of all, all of their degrees are online.
[00:29:30.000 --> 00:29:39.000]   And when you're paying your tuition, you pay your tuition based upon an amount of time rather than per class.
[00:29:39.000 --> 00:29:44.000]   So you're not charged per class, you're simply charged based upon a calendar term.
[00:29:44.000 --> 00:29:46.000]   Let me read to you from their website.
[00:29:46.000 --> 00:29:48.000]   WGU's pricing structure.
[00:29:48.000 --> 00:29:51.000]   Most universities charge tuition by credit hour.
[00:29:51.000 --> 00:29:54.000]   If you take more courses, you pay more money.
[00:29:54.000 --> 00:29:56.000]   But not Western Governors University.
[00:29:56.000 --> 00:29:58.000]   We offer flat rate tuition.
[00:29:58.000 --> 00:30:04.000]   That means that whether you complete eight courses in a term or 20, your tuition won't change.
[00:30:04.000 --> 00:30:08.000]   Our pricing structure boasts, one, flat rate tuition.
[00:30:08.000 --> 00:30:12.000]   Tuition is paid by six month term, not by credit.
[00:30:12.000 --> 00:30:16.000]   You pay one low price for as many courses you complete in a term.
[00:30:16.000 --> 00:30:18.000]   Two, better savings.
[00:30:18.000 --> 00:30:20.000]   Our programs are competency based.
[00:30:20.000 --> 00:30:24.000]   That means you can complete most courses as fast as you master the material.
[00:30:24.000 --> 00:30:27.000]   The more courses you finish in a term, the more money you can save.
[00:30:27.000 --> 00:30:29.000]   Three, low overhead.
[00:30:29.000 --> 00:30:35.000]   Because WGU is designed without classrooms, quads, or sports arenas, we are able to keep our operation costs low.
[00:30:35.000 --> 00:30:38.000]   We pass that savings directly to our students.
[00:30:38.000 --> 00:30:41.000]   We pay less. So do you.
[00:30:41.000 --> 00:30:48.000]   If you're curious about the numbers, for the School of Business, their tuition is $3,575.
[00:30:48.000 --> 00:30:50.000]   Flat rate for six months.
[00:30:50.000 --> 00:30:56.000]   So for one term of six months, your cost is $3,575.
[00:30:56.000 --> 00:31:03.000]   The cost per credit hour depends upon how many classes you can finish during that six months.
[00:31:03.000 --> 00:31:10.000]   So if you could finish all 120 credit hours in six months, then your total cost for a degree would be $3,500.
[00:31:10.000 --> 00:31:21.000]   If you need a year to do all 120 credit hours, then your total cost for your degree would be $7,000.
[00:31:21.000 --> 00:31:23.000]   And it just goes on from there.
[00:31:23.000 --> 00:31:32.000]   Now, obviously, when Western Governor does their comparisons, they're assuming that you're going to go through on a normal four-year degree program.
[00:31:32.000 --> 00:31:34.000]   But I think that assumption is ridiculous.
[00:31:34.000 --> 00:31:41.000]   And the reason it's ridiculous is quite simply that college, the normal way we conceive of college,
[00:31:41.000 --> 00:31:48.000]   very little time in a college student's life is spent actually in study mode.
[00:31:48.000 --> 00:31:56.000]   If you're in a very rigorous college and you're taking a lot of credit hours, yes, there is a lot of time studying.
[00:31:56.000 --> 00:32:04.000]   You're getting a math degree or an engineering degree or something like that where you need to do three or four hours of homework for every hour of class.
[00:32:04.000 --> 00:32:05.000]   That's fine.
[00:32:05.000 --> 00:32:12.000]   But for most degrees, right, a business degree, I mean, I never did an hour of homework to an hour of class ever.
[00:32:12.000 --> 00:32:13.000]   Should I have?
[00:32:13.000 --> 00:32:14.000]   Probably.
[00:32:14.000 --> 00:32:15.000]   But let's start with that.
[00:32:15.000 --> 00:32:18.000]   So let's calculate the time requirements.
[00:32:18.000 --> 00:32:25.000]   A full-time load in a traditional college is considered to be somewhere between 12 and 18 credit hours.
[00:32:25.000 --> 00:32:33.000]   And so as little as 12 credit hours, let's say you had a good student that was doing two hours of homework for every hour of class.
[00:32:33.000 --> 00:32:41.000]   That would be ridiculous for any kind of degree, again, except in math or physics or something like that.
[00:32:41.000 --> 00:32:48.000]   No one does that in the business school or in the school of education or in the school of graphic design or anything like that.
[00:32:48.000 --> 00:32:49.000]   Nonsense.
[00:32:49.000 --> 00:32:58.000]   But if you did 12 credit hours and you did two hours of homework, you would have a total of 36 hours a week that you're engaged in actual academics.
[00:32:58.000 --> 00:33:02.000]   The rest of it is everything else that's associated with college.
[00:33:02.000 --> 00:33:04.000]   Now, what about a maximum full time?
[00:33:04.000 --> 00:33:06.000]   Well, 18 credit hours.
[00:33:06.000 --> 00:33:08.000]   Easily you can take 18 credit hours.
[00:33:08.000 --> 00:33:12.000]   And you can easily do that and do very well.
