
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:02:48.000 --> 00:02:54.000]   that is not necessarily admired in modern society.
[00:02:54.000 --> 00:02:57.000]   You want to make somebody shut up when you're next to them on the plane.
[00:02:57.000 --> 00:02:58.000]   There are a few answers that you can use.
[00:02:58.000 --> 00:03:01.000]   But if you ever want to really make someone shut up quickly and they say,
[00:03:01.000 --> 00:03:04.000]   "Oh, what do you do for a living?" Just say, "Oh, I sell life insurance."
[00:03:04.000 --> 00:03:10.000]   And the mask comes down, the earphones go on, and the conversation ends.
[00:03:10.000 --> 00:03:13.000]   Now, what's interesting is that early in my career,
[00:03:13.000 --> 00:03:16.000]   I had that inferiority complex about it.
[00:03:16.000 --> 00:03:18.000]   I don't know why I did it. It's immaturity.
[00:03:18.000 --> 00:03:21.000]   But now actually, though, I see it very differently.
[00:03:21.000 --> 00:03:23.000]   Now I would be proud to say I sell life insurance,
[00:03:23.000 --> 00:03:26.000]   but that was due to a change in me.
[00:03:26.000 --> 00:03:31.000]   But when I had that inferiority complex and when I was dealing with those issues,
[00:03:31.000 --> 00:03:36.000]   then I would often like to jump over and study the things that at least for me
[00:03:36.000 --> 00:03:40.000]   were appealing and attractive and seductive and sexy,
[00:03:40.000 --> 00:03:44.000]   things like asset protection planning and complex investment management.
[00:03:44.000 --> 00:03:47.000]   I don't know. I needed to – I was still working out my self-esteem issues
[00:03:47.000 --> 00:03:49.000]   and my self-worth and all of that.
[00:03:49.000 --> 00:03:52.000]   So I needed some help with these things and thankfully,
[00:03:52.000 --> 00:03:57.000]   I'm in a much better place now as a little bit more of a mature adult.
[00:03:57.000 --> 00:04:00.000]   But I've still always been interested in this area of asset protection planning.
[00:04:00.000 --> 00:04:05.000]   It's one of those things that can just pique the interest where you can start
[00:04:05.000 --> 00:04:10.000]   to look at it and say, "Oh, wow. How could I pile up assets so that no matter
[00:04:10.000 --> 00:04:14.000]   what happened, I was still rich?"
[00:04:14.000 --> 00:04:18.000]   So I have an interest in this and I'm going to share with you some ideas
[00:04:18.000 --> 00:04:23.000]   in hopes to save you some time because I bumbled down a lot of wrong alleys
[00:04:23.000 --> 00:04:26.000]   in my interest in this area.
[00:04:26.000 --> 00:04:30.000]   Frankly, it's a very difficult area of planning to actually work in
[00:04:30.000 --> 00:04:38.000]   because you have to balance two seemingly opposing things, paranoia and reality.
[00:04:38.000 --> 00:04:41.000]   Frankly, you need both.
[00:04:41.000 --> 00:04:45.000]   You need a healthy sense of paranoia to think in advance about things
[00:04:45.000 --> 00:04:48.000]   that might happen and how do I plan for them.
[00:04:48.000 --> 00:04:52.000]   But you also need to have a firm grasp on reality to properly think about
[00:04:52.000 --> 00:04:56.000]   what would be the costs involved of doing something or what –
[00:04:56.000 --> 00:05:03.000]   is it even worth it or is this thing that I am considering planning for even likely
[00:05:03.000 --> 00:05:05.000]   or is it worth the money?
[00:05:05.000 --> 00:05:13.000]   It's so easy to get lured into the more esoteric and exotic aspects of planning.
[00:05:13.000 --> 00:05:18.000]   You can talk about offshore private placement, universal life insurance policies
[00:05:18.000 --> 00:05:23.000]   and man, I could sit there and have you just panting and drooling if I started
[00:05:23.000 --> 00:05:27.000]   giving you a sales pitch on how to set up an offshore private placement,
[00:05:27.000 --> 00:05:31.000]   universal life insurance policy to protect all of your wealth and have all of your money tax-free
[00:05:31.000 --> 00:05:36.000]   and completely protected from the claims of creditors and outside the domain of US tax law.
[00:05:36.000 --> 00:05:42.000]   We could talk about the Illinois Land Trust or setting up a Nevada LLC or setting up
[00:05:42.000 --> 00:05:48.000]   a Delaware Corporation and putting all your assets in there or inter vivos trusts.
[00:05:48.000 --> 00:05:58.000]   You can make all of these things sound incredibly alluring is the only idea that I have,
[00:05:58.000 --> 00:06:03.000]   somehow secret or you can look at them and recognize them for what they are,
[00:06:03.000 --> 00:06:08.000]   just some marketing and salesmanship put on top of some simple ideas.
[00:06:08.000 --> 00:06:15.000]   Those are frankly just products and every single one of the ideas or the plans
[00:06:15.000 --> 00:06:17.000]   has advantages and disadvantages.
[00:06:17.000 --> 00:06:21.000]   Because there's so much salesmanship in this area, it's hard to sort through and figure out,
[00:06:21.000 --> 00:06:24.000]   wait a second, what's actually reality here?
[00:06:24.000 --> 00:06:26.000]   What's actually true?
[00:06:26.000 --> 00:06:31.000]   And most importantly, what is actually practical?
[00:06:31.000 --> 00:06:37.000]   What's useful for me in my situation?
[00:06:37.000 --> 00:06:44.000]   So let's start with a simple definition and let's talk about what is asset protection planning.
[00:06:44.000 --> 00:06:55.000]   Well, for me, the definition I like to think of is simply protecting my assets from likely risks that they face.
[00:06:55.000 --> 00:07:02.000]   And I like to think of that in a comprehensive way, protecting my assets from likely risks that they face.
[00:07:02.000 --> 00:07:06.000]   Now, you'll immediately notice that's extremely broad and open-ended.
[00:07:06.000 --> 00:07:12.000]   And for me, it's helpful to think about that because my assets are manifold.
[00:07:12.000 --> 00:07:18.000]   For me, this goes everything from how do I make sure that I protect the cash that's sitting in my checking account
[00:07:18.000 --> 00:07:24.000]   from the fraudulent use of a debit card or a credit card by a criminal?
[00:07:24.000 --> 00:07:31.000]   Or how do I protect the cash that's sitting in a checking or savings account from a bank closure?
[00:07:31.000 --> 00:07:39.000]   So that would involve – the first one would simply involve keeping a PIN number private.
[00:07:39.000 --> 00:07:45.000]   Something as simple as covering over my hand any time I'm using an ATM.
[00:07:45.000 --> 00:07:48.000]   Simple thing to do, part of asset protection planning for me.
[00:07:48.000 --> 00:07:52.000]   Or understanding the FDIC rules and the limitations.
[00:07:52.000 --> 00:08:00.000]   It would also involve saying, well, do I have appropriate insurances on my house in case my house burns down because my house is a valuable asset for me?
[00:08:00.000 --> 00:08:04.000]   It also involves saying, am I going to the gym to work out?
[00:08:04.000 --> 00:08:08.000]   Am I eating well to take care of my physical health?
[00:08:08.000 --> 00:08:15.000]   It involves saying, am I taking care of my children to make sure that they're not kidnapped?
[00:08:15.000 --> 00:08:19.000]   Some places in the world, that's a very real thing that you have to be aware of.
[00:08:19.000 --> 00:08:24.000]   Thankfully, where I live, it's less so but it's still important.
[00:08:24.000 --> 00:08:27.000]   It can happen in some parts of the world.
[00:08:27.000 --> 00:08:32.000]   I just had a friend of mine who came back from some work that he was doing, some missions work in Colombia.
[00:08:32.000 --> 00:08:39.000]   He was describing to me the situation of the people that he was working there with.
[00:08:39.000 --> 00:08:43.000]   He was primarily working with an Indian tribe there in Colombia.
[00:08:43.000 --> 00:08:55.000]   He described how one of the challenges that that Indian tribe is facing is that Spanish Colombians, criminals, are coming into that Indian tribe.
[00:08:55.000 --> 00:09:03.000]   They're stealing their children and taking them away and killing the children and selling the children's organs on the black market as organ donors.
[00:09:03.000 --> 00:09:14.000]   It's to the point where he – one of the people on his ministry team was walking through the hills and this person was a Colombian national speaking Spanish.
[00:09:14.000 --> 00:09:21.000]   For a moment in time, this person didn't have one of the local Indian translators traveling with them.
[00:09:21.000 --> 00:09:37.000]   The person was held up at gunpoint by the local Indians who thought that the person on his ministry team was one of these Colombian criminals who was there scoping things out and trying to steal and murder and sell the organs of the child.
[00:09:37.000 --> 00:09:46.000]   Thankfully, there was another member of the ministry team that was an Indian translator and that person was able to explain the situation and defuse the situation.
[00:09:46.000 --> 00:09:56.000]   But talk about something that – talk about something that I don't have to face generally on a daily basis.
[00:09:56.000 --> 00:10:04.000]   But what about the concept of my children being taken from me by child protective services?
[00:10:04.000 --> 00:10:11.000]   Look at the news article that emerged in the United States last week of the couple in Maryland that let their two kids play at a park.
[00:10:11.000 --> 00:10:17.000]   The police come by and they practically kidnap the children and don't inform the parents of their location.
[00:10:17.000 --> 00:10:23.000]   They coerce the children into the police car and take them over and then they have to deal with child protective services.
[00:10:23.000 --> 00:10:32.000]   The child protective services won't release the children back to the parents who are responsible for them until they sign all these papers.
[00:10:32.000 --> 00:10:36.000]   So that's an important part of asset protection planning.
[00:10:36.000 --> 00:10:42.000]   Thinking about and protecting your children from the state walking in and stealing them from you.
[00:10:42.000 --> 00:10:44.000]   Got to be careful.
[00:10:44.000 --> 00:10:51.000]   A little different than a criminal stealing their child and killing them for their organs, but still something you need to be wise.
[00:10:51.000 --> 00:10:54.000]   You need to be careful.
[00:10:54.000 --> 00:11:03.000]   But it's also the more traditional aspects of how do I protect my – the money that's in my accounts.
[00:11:03.000 --> 00:11:17.000]   Now, what actually comes under asset protection planning when we talk about it in terms of an area of financial planning is actually primarily better known as what I would say litigation planning.
[00:11:17.000 --> 00:11:21.000]   Or probably even better than that, pre-litigation planning.
[00:11:21.000 --> 00:11:29.000]   Because generally, at least when you talk to an attorney, you're thinking to yourself, "Well, what if I'm sued?
[00:11:29.000 --> 00:11:33.000]   What if I'm found liable for a certain act?
[00:11:33.000 --> 00:11:35.000]   And then I'm sued.
[00:11:35.000 --> 00:11:42.000]   How do I make sure and protect my assets from losing a legal court case against me?"
[00:11:42.000 --> 00:11:48.000]   That's the primary area of thought that most people are thinking of when they're referring to this area of financial planning.
[00:11:48.000 --> 00:11:55.000]   And there could be many reasons why you could be sued and have litigation come against you in a court of law.
[00:11:55.000 --> 00:12:02.000]   You could owe money to creditors on business loans or personal loans or for a real estate development project that you were involved in.
[00:12:02.000 --> 00:12:05.000]   You might have made a personal guarantee on a debt.
[00:12:05.000 --> 00:12:08.000]   You may have cosigned a debt with a child or for a friend.
[00:12:08.000 --> 00:12:13.000]   You might be subject to alimony payments or child support payments in your arrears.
[00:12:13.000 --> 00:12:20.000]   You might have medical bills that have come into your situation because of a medical accident.
[00:12:20.000 --> 00:12:23.000]   You might have legal bills that you can't afford to pay or owe taxes.
[00:12:23.000 --> 00:12:25.000]   There might have been some kind of accident.
[00:12:25.000 --> 00:12:29.000]   You may be subject to a professional malpractice suit.
[00:12:29.000 --> 00:12:39.000]   There may have been a simple auto accident or somebody slipped and fell on your front porch and sues you for their medical liability.
[00:12:39.000 --> 00:12:44.000]   Maybe you own some rental property and one of your tenants is injured.
[00:12:44.000 --> 00:12:50.000]   I had a client of mine that I worked with one time that it was a horrible story, but one of his tenants burned down the house.
[00:12:50.000 --> 00:12:57.000]   And evidently – I can't remember if it was a man or a woman, but his tenant was smoking in bed and lit the house on fire and the tenant died.
[00:12:57.000 --> 00:13:12.000]   Not only is that terrible from a perspective of just caring for a person and the death of a person, but it also comes with legal liability.
[00:13:12.000 --> 00:13:16.000]   What if there's some kind of sporting accident?
[00:13:16.000 --> 00:13:19.000]   You're out – this happened sometime here in South Florida.
[00:13:19.000 --> 00:13:20.000]   You have a boating accident.
[00:13:20.000 --> 00:13:31.000]   You're out driving a boat and there's a skier down on the water or a diver, a scuba diver that's poorly flagged and from time to time, we'll find an accident of a boating accident.
[00:13:31.000 --> 00:13:37.000]   Some – I was going to say negligent, but that would be saying liability.
[00:13:37.000 --> 00:13:39.000]   It could just be a simple accident.
[00:13:39.000 --> 00:13:43.000]   A driver of a boat drives over somebody and kills them.
[00:13:43.000 --> 00:13:57.000]   There could also be – you could also go in contradiction of some environmental regulation or you might face some civil rights violation or some labor law violation or you might be found guilty of a criminal act.
[00:13:57.000 --> 00:14:06.000]   You might have found guilty of sexual harassment or slander or libel or something like that and it comes with a monetary judgment against you.
[00:14:06.000 --> 00:14:10.000]   And then even worse, you might be liable for the actions of somebody else, a business partner.
[00:14:10.000 --> 00:14:21.000]   This is one of the reasons why when we're talking about business law and entity law, there's such a major challenge with business entity types such as just a simple partnership.
[00:14:21.000 --> 00:14:34.000]   Because if I go into business with you and we're just – have a simple partnership, you can go out and borrow a million dollars and sign the name of our partnership to that agreement.
[00:14:34.000 --> 00:14:41.000]   And I'm legally liable for that debt even though I may not have known anything about it.
[00:14:41.000 --> 00:14:47.000]   You might go out and commit some horrible thing for which you're liable.
[00:14:47.000 --> 00:14:55.000]   You may go in – go on a mass murder spree with company equipment and now the company is held liable and I'm held liable for your acts.
[00:14:55.000 --> 00:14:59.000]   So it's a real challenge.
[00:14:59.000 --> 00:15:01.000]   It's a real challenge.
[00:15:01.000 --> 00:15:07.000]   Your business might release some kind of toxic chemical and now you're found liable for it.
[00:15:07.000 --> 00:15:13.000]   Now, that's the – those are the types of things that most people think about.
[00:15:13.000 --> 00:15:18.000]   And that's primarily what you're discussing when it comes to asset protection planning.
[00:15:18.000 --> 00:15:21.000]   You're thinking about what happens in case of litigation.
[00:15:21.000 --> 00:15:26.000]   But for today, I want you to always remember that this is a bigger subject than just that.
[00:15:26.000 --> 00:15:36.000]   There is no perfect asset protection strategy because assets face many, many risks.
[00:15:36.000 --> 00:15:41.000]   Some of these risks can be protected from and some of them can't.
[00:15:41.000 --> 00:15:43.000]   Here would be some examples.
[00:15:43.000 --> 00:15:52.000]   One of the simplest asset protection strategies that you can use is to keep your money within the context of a pension account.
[00:15:52.000 --> 00:15:56.000]   Something like a 401(k) can be a defined contribution pension.
[00:15:56.000 --> 00:15:58.000]   It can be a defined benefit pension.
[00:15:58.000 --> 00:16:00.000]   It can be IRA, Roth IRA depending on your state.
[00:16:00.000 --> 00:16:11.000]   In the state of Florida, individually owned retirement accounts have the same protection as corporate employer retirement and pension plans.
[00:16:11.000 --> 00:16:13.000]   But that's not the same in necessarily every state.
[00:16:13.000 --> 00:16:20.000]   So I might have about the best – I might have a million dollars in an IRA or a million dollars in a 401(k).
[00:16:20.000 --> 00:16:32.000]   And from the perspective of bankruptcy law or from the perspective of having an asset that's subject to the claims of creditors, that asset might be very well protected.
[00:16:32.000 --> 00:16:36.000]   But what about the risk of fluctuation of the investments?
[00:16:36.000 --> 00:16:40.000]   I've got it. That's part of asset protection planning.
[00:16:40.000 --> 00:16:42.000]   So you say, well, I'll just move it all to cash.
[00:16:42.000 --> 00:16:46.000]   What about the risk of the debasement and devaluation of a currency?
[00:16:46.000 --> 00:16:54.000]   Our monetary system in the United States is set up such that there is a continual inflation rate.
[00:16:54.000 --> 00:16:55.000]   That's the target.
[00:16:55.000 --> 00:16:59.000]   So that means that you're continually using – excuse me.
[00:16:59.000 --> 00:17:03.000]   You're continually losing the value of your money due to inflation.
[00:17:03.000 --> 00:17:13.000]   So how do you protect your assets from the Federal Reserve and their continual devaluation of the currency?
[00:17:13.000 --> 00:17:26.000]   Or let's say that you work it out and you say, OK, I've found a magical investment that protects me perfectly from litigation risk because I'm using a pension account.
[00:17:26.000 --> 00:17:35.000]   It also protects me perfectly from market risk because I'm using a type of asset that's not going to be subject to the ups and downs of a general investment market.
[00:17:35.000 --> 00:17:41.000]   And I've figured out an asset that magically protects me from the devaluation of the currency.
[00:17:41.000 --> 00:17:47.000]   But then the US legislature changes the law.
[00:17:47.000 --> 00:17:59.000]   And now all of a sudden the rules change on pension accounts and you are now subject to having your account nationalized, which has happened in some countries.
[00:17:59.000 --> 00:18:02.000]   Thankfully, not so much in the United States, at least not yet.
[00:18:02.000 --> 00:18:09.000]   And I think the risk at the moment is not flashing a red light, but it's happened.
[00:18:09.000 --> 00:18:14.000]   So that's all part of the asset protection strategy.
[00:18:14.000 --> 00:18:22.000]   So obviously if you give in to that level of paranoia, then you almost can't do anything.
[00:18:22.000 --> 00:18:26.000]   But then if you can't do anything, then what do you do with the assets?
[00:18:26.000 --> 00:18:35.000]   That's always the challenge, and that's why you have to keep paranoia and reality firmly – almost like twin rails on a railroad track.
[00:18:35.000 --> 00:18:38.000]   You need them both.
[00:18:38.000 --> 00:18:39.000]   What about another example?
[00:18:39.000 --> 00:18:49.000]   Let's say – so one of the nice things about the state of Florida is we have generous exemption for our homesteaded properties from the claims of creditors.
[00:18:49.000 --> 00:18:55.000]   This is one of the ways that Florida competes with other states to attract wealthy residents.
[00:18:55.000 --> 00:19:03.000]   We don't have any state income tax, and we have an unlimited protection – homestead protection exemption from the claims of creditors.
[00:19:03.000 --> 00:19:17.000]   So if you come to Florida and you buy a $100 million property to live in, right here on Palm Beach, and you pay $100 million for one of these beautiful Palm Beach mansions, and then you lose everything else, the state of Florida says you're not going to lose that mansion.
[00:19:17.000 --> 00:19:22.000]   But as is known free and clear, can't be claimed.
[00:19:22.000 --> 00:19:28.000]   But what if the environmentalists are right?
[00:19:28.000 --> 00:19:33.000]   And you face a – I don't like the word environmentalists because I'm an environmentalist.
[00:19:33.000 --> 00:19:38.000]   I prefer to think of myself more as a conservationist than an environmentalist.
[00:19:38.000 --> 00:19:46.000]   But let's say what if the global warming people are right, and so seawaters rise in the state of Florida by four feet?
[00:19:46.000 --> 00:19:52.000]   What value does your property that was on the Florida coastline have?
[00:19:52.000 --> 00:19:54.000]   Not much.
[00:19:54.000 --> 00:19:56.000]   It's underwater.
[00:19:56.000 --> 00:20:01.000]   So the rising seawaters doom the value of your real estate even though you own it free and clear.
[00:20:01.000 --> 00:20:03.000]   Well, what about this?
[00:20:03.000 --> 00:20:07.000]   Social security is generally an exempt income source.
[00:20:07.000 --> 00:20:16.000]   If you are receiving social security payments, social security payments with proper account management are protected from the claims of creditors no matter what.
[00:20:16.000 --> 00:20:21.000]   So you know that your income from the social security administration is protected.
[00:20:21.000 --> 00:20:26.000]   But the value of that money is not necessarily guaranteed.
[00:20:26.000 --> 00:20:27.000]   What does it buy you?
[00:20:27.000 --> 00:20:37.000]   Nor is there an ironclad guarantee that future generations of taxpayers will continue to be willing to fund you.
[00:20:37.000 --> 00:20:41.000]   Now, that's certainly not an event that's on the next decade.
[00:20:41.000 --> 00:20:45.000]   But is it 50 years out?
[00:20:45.000 --> 00:20:47.000]   I don't know.
[00:20:47.000 --> 00:20:55.000]   Or back to my Florida house example, owning a house in Florida free and clear doesn't necessarily protect you from a violent mob.
[00:20:55.000 --> 00:21:00.000]   Look at what happened – was it last year or this year in Ferguson, Missouri?
[00:21:00.000 --> 00:21:05.000]   You have violent mobs wandering around and torching businesses.
[00:21:05.000 --> 00:21:07.000]   What if that's your business?
[00:21:07.000 --> 00:21:09.000]   How do you protect from that?
[00:21:09.000 --> 00:21:12.000]   And you're never protected from criminal activities.
[00:21:12.000 --> 00:21:22.000]   You can't go and rob a bank in Georgia and then wander across the state line and buy a house in Florida real quick on Palm Beach and just do that and think, "OK, I'm good to go."
[00:21:22.000 --> 00:21:23.000]   It doesn't happen.
[00:21:23.000 --> 00:21:34.000]   You can't just take the money from robbing a bank in Georgia and dump it into an annuity, which has useful protection features, and think you're good to go.
[00:21:34.000 --> 00:21:35.000]   You're not.
[00:21:35.000 --> 00:21:41.000]   Frankly, one of the areas of law that really concerns me is the whole topic of asset forfeiture.
[00:21:41.000 --> 00:21:45.000]   There's been such a – I don't know.
[00:21:45.000 --> 00:21:48.000]   This is one of those areas – yesterday we were talking about worldview.
[00:21:48.000 --> 00:21:55.000]   This is one of those areas that's very confusing to me to think through, and I haven't committed the – I haven't fully thought this area through.
[00:21:55.000 --> 00:22:00.000]   It's just – it's not a high priority for me, and that's why I haven't – I mean I've got so many things to do that I haven't thought it through.
[00:22:00.000 --> 00:22:13.000]   But I've realized like I'm not sure how I feel about the approach of the idea of local police departments simply being able to steal the assets of criminals.
[00:22:13.000 --> 00:22:17.000]   The idea is, well, if these assets are stolen in the first place, the police should steal them back.
[00:22:17.000 --> 00:22:28.000]   But I tell you, I sure don't feel good sometimes seeing some of the police boats that the Palm Beach County Sheriff's Office has when they are stolen from a criminal.
[00:22:28.000 --> 00:22:35.000]   And there are enough stories out there, and I haven't been able to search through all the stories to know all the facts.
[00:22:35.000 --> 00:22:37.000]   It's very difficult for me to trust just a story.
[00:22:37.000 --> 00:22:43.000]   But there are enough stories of some questionable transfers that really bother me.
[00:22:43.000 --> 00:22:46.000]   So again, we'll leave that for another day.
[00:22:46.000 --> 00:22:58.000]   But the point is that – and by the way, one of the things that's concerning to me about it is that you can be subject to asset forfeiture to both criminal activities and civil activities.
[00:22:58.000 --> 00:23:07.000]   And it seems from my cursory observations – and feel free if you know of a good source or a good perspective on this.
[00:23:07.000 --> 00:23:09.000]   I'd be happy to read it if you send it to me.
[00:23:09.000 --> 00:23:16.000]   But it just seems like the wall between civil liability and criminal liability has largely been eroded.
[00:23:16.000 --> 00:23:19.000]   Again, I'm not an expert, so I'll quit with that.
[00:23:19.000 --> 00:23:21.000]   But it concerns me.
[00:23:21.000 --> 00:23:27.000]   I think criminals should be given an opportunity and mandate to make restitution for their crimes.
[00:23:27.000 --> 00:23:30.000]   But how does that happen?
[00:23:30.000 --> 00:23:32.000]   You should get the idea.
[00:23:32.000 --> 00:23:34.000]   And let me get off of that subject and just continue on.
[00:23:34.000 --> 00:23:42.000]   The idea is that – I guess the last example I'll give is that you might have your assets held completely privately, completely anonymously.
[00:23:42.000 --> 00:23:46.000]   So this might – we'll talk about it in the future.
[00:23:46.000 --> 00:23:57.000]   This privacy might allow you to not report it and you can just simply lie on the statements when the court is saying, "What assets do you have? This happens."
[00:23:57.000 --> 00:23:59.000]   Believe it or not, people lie.
[00:23:59.000 --> 00:24:05.000]   So you might have all your assets held completely privately and anonymously and then all of a sudden lose them due to theft or fire.
[00:24:05.000 --> 00:24:07.000]   Well, then how do you prove that you own them?
[00:24:07.000 --> 00:24:12.000]   How do you make an insurance claim if the assets are held completely privately and anonymously?
[00:24:12.000 --> 00:24:20.000]   So you need to think through what risks you're actually concerned with and then we'll focus on those risks.
[00:24:20.000 --> 00:24:29.000]   When you look at asset protection planning – and now that I've given you that introduction, let's talk about it in the concept of liability planning.
[00:24:29.000 --> 00:24:49.000]   Asset protection planning and the concept of liability planning is essentially all about creating a plausible story that's backed up by the facts that you can tell a judge or a jury which will ultimately end in the fact that your assets are protected by law.
[00:24:49.000 --> 00:24:55.000]   Having that solid story is the basis of planning.
[00:24:55.000 --> 00:25:12.000]   In essence, you're writing a script and in order for your asset planning protection strategy to be strong, that script has to be written hopefully years and years and years in advance of the actual event that causes you to be in litigation.
[00:25:12.000 --> 00:25:15.000]   Let me give an example.
[00:25:15.000 --> 00:25:19.000]   The most famous example that's often tossed around here is the idea of OJ Simpson.
[00:25:19.000 --> 00:25:23.000]   Now, this one is tough for me because I'll show my age with you.
[00:25:23.000 --> 00:25:26.000]   I have zero connection to the OJ Simpson case.
[00:25:26.000 --> 00:25:29.000]   This is one of those that people often want to talk about.
[00:25:29.000 --> 00:25:30.000]   "How about OJ Simpson?"
[00:25:30.000 --> 00:25:33.000]   Everyone has their opinion like, "I don't want to think about it."
[00:25:33.000 --> 00:25:34.000]   I wasn't there.
[00:25:34.000 --> 00:25:36.000]   I didn't pay any attention to this.
[00:25:36.000 --> 00:25:39.000]   This is before my time.
[00:25:39.000 --> 00:25:47.000]   But people are all – this is one of those things that for the vast majority of people, they have very strong knowledge and opinion of it.
[00:25:47.000 --> 00:25:53.000]   As far as I'm concerned, maybe it's just one of those things that I haven't researched but the court says he's innocent.
[00:25:53.000 --> 00:25:54.000]   He must be innocent.
[00:25:54.000 --> 00:26:02.000]   I have no other choice to do that until maybe someday I'll get sucked into researching the case and get exposed.
[00:26:02.000 --> 00:26:04.000]   I'm aware of a little bit of the controversy.
[00:26:04.000 --> 00:26:08.000]   But my point is I don't have much of a connection but a lot of people do.
[00:26:08.000 --> 00:26:20.000]   One of the things that's so amazing to people is that OJ Simpson came through that and he continued to receive his NFL pension to the tune of – I went and double-checked the numbers just before mentioning it.
[00:26:20.000 --> 00:26:22.000]   To the tune of about $25,000 a month.
[00:26:22.000 --> 00:26:28.000]   That was what some of the USA Today said on one of the news stories that I read.
[00:26:28.000 --> 00:26:30.000]   So here he is.
[00:26:30.000 --> 00:26:31.000]   He goes through.
[00:26:31.000 --> 00:26:33.000]   He's found in civil court.
[00:26:33.000 --> 00:26:34.000]   He's found completely liable.
[00:26:34.000 --> 00:26:49.000]   And he's ordered to pay $33.5 million to the Goldman and Brown families that sued him in civil court after he was declared to be innocent in criminal court.
[00:26:49.000 --> 00:26:51.000]   They sued him in civil court.
