
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:02:26.000 --> 00:02:28.000]   And I've had people share their stories.
[00:02:28.000 --> 00:02:30.000]   And I've had people share their stories.
[00:02:30.000 --> 00:02:32.000]   And I've had people share their stories.
[00:02:32.000 --> 00:02:34.000]   And I've had people share their stories.
[00:02:34.000 --> 00:02:36.000]   And I've had people share their stories.
[00:02:36.000 --> 00:02:38.000]   And I've had people share their stories.
[00:02:38.000 --> 00:02:40.000]   And I've had people share their stories.
[00:02:40.000 --> 00:02:42.000]   And I've had people share their stories.
[00:02:42.000 --> 00:02:44.000]   And I've had people share their stories.
[00:02:44.000 --> 00:02:46.000]   And I've had people share their stories.
[00:02:46.000 --> 00:02:48.000]   And I've had people share their stories.
[00:02:48.000 --> 00:02:50.000]   And I've had people share their stories.
[00:02:50.000 --> 00:02:52.000]   And I've had people share their stories.
[00:02:52.000 --> 00:02:54.000]   And I've had people share their stories.
[00:02:54.000 --> 00:02:56.000]   And I've had people share their stories.
[00:02:56.000 --> 00:02:58.000]   And I've had people share their stories.
[00:02:58.000 --> 00:03:00.000]   And I've had people share their stories.
[00:03:00.000 --> 00:03:02.000]   And I've had people share their stories.
[00:03:02.000 --> 00:03:04.000]   And I've had people share their stories.
[00:03:04.000 --> 00:03:06.000]   And I've had people share their stories.
[00:03:06.000 --> 00:03:08.000]   And I've had people share their stories.
[00:03:08.000 --> 00:03:10.000]   And I've had people share their stories.
[00:03:10.000 --> 00:03:12.000]   And I've had people share their stories.
[00:03:12.000 --> 00:03:14.000]   And I've had people share their stories.
[00:03:14.000 --> 00:03:16.000]   And we had to play tag for a little while
[00:03:16.000 --> 00:03:18.000]   because Michael is crazy busy.
[00:03:18.000 --> 00:03:21.000]   He's on the road constantly speaking all over the place.
[00:03:21.000 --> 00:03:23.000]   It's pretty amazing the schedule he keeps.
[00:03:23.000 --> 00:03:25.000]   But finally we were able to connect.
[00:03:25.000 --> 00:03:29.000]   And so I'm thrilled to bring you this discussion.
[00:03:29.000 --> 00:03:33.000]   And you need to hear this discussion today
[00:03:33.000 --> 00:03:36.000]   if you've ever engaged a financial advisor
[00:03:36.000 --> 00:03:40.000]   or if you've never--or if you plan to engage a financial advisor.
[00:03:40.000 --> 00:03:42.000]   I'll tell you straight up.
[00:03:42.000 --> 00:03:49.000]   I do not see how most people in our society--
[00:03:49.000 --> 00:03:51.000]   most is probably a little bit strong.
[00:03:51.000 --> 00:03:55.000]   I see how some people in our society can handle their own financial planning.
[00:03:55.000 --> 00:03:56.000]   I really do.
[00:03:56.000 --> 00:03:59.000]   I think that in the world of do-it-yourself
[00:03:59.000 --> 00:04:02.000]   that there are some of you who are listening to this show
[00:04:02.000 --> 00:04:04.000]   who can do your own financial planning.
[00:04:04.000 --> 00:04:06.000]   And I'm trying to equip you with this show,
[00:04:06.000 --> 00:04:08.000]   trying to equip you with the technical knowledge,
[00:04:08.000 --> 00:04:11.000]   the detailed financial planning knowledge.
[00:04:11.000 --> 00:04:14.000]   And I'm also trying to equip you with the philosophy
[00:04:14.000 --> 00:04:16.000]   and the insights that you need.
[00:04:16.000 --> 00:04:18.000]   So that's why we're going on the one end
[00:04:18.000 --> 00:04:21.000]   to talking with people who have retired and what it's like
[00:04:21.000 --> 00:04:23.000]   and people who are working towards that
[00:04:23.000 --> 00:04:27.000]   and talking about the stuff like how do you actually arrange your budget
[00:04:27.000 --> 00:04:29.000]   in such a way to be able to retire.
[00:04:29.000 --> 00:04:31.000]   But then we're flipping around and we're going to go through--
[00:04:31.000 --> 00:04:33.000]   I've been going through the detailed literature.
[00:04:33.000 --> 00:04:36.000]   So I'm going to talk through some of the formal academic papers
[00:04:36.000 --> 00:04:38.000]   on financial planning.
[00:04:38.000 --> 00:04:41.000]   I mean the scope of this subject is massive.
[00:04:41.000 --> 00:04:46.000]   But I don't want to be misunderstood about the fact of--
[00:04:46.000 --> 00:04:48.000]   about the value of a financial advisor.
[00:04:48.000 --> 00:04:51.000]   And if you go online, many times you'll read articles
[00:04:51.000 --> 00:04:54.000]   where it seems as though people are just extremely critical
[00:04:54.000 --> 00:04:56.000]   of the value of the financial advisor.
[00:04:56.000 --> 00:04:58.000]   And I'll tell you my personal opinion straight up.
[00:04:58.000 --> 00:05:03.000]   A, I don't understand why anybody wouldn't want to hire a financial advisor
[00:05:03.000 --> 00:05:06.000]   simply because of the savings of time.
[00:05:06.000 --> 00:05:08.000]   If you remember back to the show I did where somebody said,
[00:05:08.000 --> 00:05:13.000]   "Joshua, I'm interested in should I get a financial planning designation
[00:05:13.000 --> 00:05:18.000]   purely in order to do my own planning because I'm interested in learning
[00:05:18.000 --> 00:05:20.000]   about financial planning.
[00:05:20.000 --> 00:05:22.000]   Should I get an industry designation?"
[00:05:22.000 --> 00:05:25.000]   And my thought was doing that would be like saying,
[00:05:25.000 --> 00:05:28.000]   "I'm going to go get a medical degree so that I can diagnose
[00:05:28.000 --> 00:05:30.000]   my eight-year-old child's sickness properly."
[00:05:30.000 --> 00:05:33.000]   Like it just doesn't make sense as an efficient use of time.
[00:05:33.000 --> 00:05:36.000]   And yet I understand the desire to do that.
[00:05:36.000 --> 00:05:41.000]   But you're far better off, I think, just hiring an advisor for $500 or $1,000
[00:05:41.000 --> 00:05:44.000]   to save you hours and hours and hours of time.
[00:05:44.000 --> 00:05:47.000]   But the problem is sometimes you don't know what you don't know.
[00:05:47.000 --> 00:05:50.000]   And so it's very difficult for me to say without looking at somebody's
[00:05:50.000 --> 00:05:53.000]   individual situation, "Oh, here's all the things that you missed
[00:05:53.000 --> 00:05:55.000]   that you could have gotten."
[00:05:55.000 --> 00:05:59.000]   So it's very difficult for me to understand why anybody would not want to have
[00:05:59.000 --> 00:06:03.000]   a financial advisor from the perspective of I were their advisor just because
[00:06:03.000 --> 00:06:07.000]   I know who I am and I know how I think and I feel very strongly about the value
[00:06:07.000 --> 00:06:08.000]   that I could bring.
[00:06:08.000 --> 00:06:12.000]   But when I look at the industry as it stands, I understand why people would
[00:06:12.000 --> 00:06:16.000]   think that way because the term "financial advisor" can mean a world
[00:06:16.000 --> 00:06:18.000]   of different things.
[00:06:18.000 --> 00:06:20.000]   So today we're going to talk through that.
[00:06:20.000 --> 00:06:22.000]   And Michael and I are going to share with you some of the history
[00:06:22.000 --> 00:06:24.000]   of the financial planning profession.
[00:06:24.000 --> 00:06:27.000]   We're going to talk about where things stand currently and where things
[00:06:27.000 --> 00:06:28.000]   are going in the future.
[00:06:28.000 --> 00:06:30.000]   And Michael was the best person.
[00:06:30.000 --> 00:06:33.000]   I'm going to bring a lot of financial advisors on this show as time goes
[00:06:33.000 --> 00:06:34.000]   forward.
[00:06:34.000 --> 00:06:37.000]   I'm going to try to keep you very current on where things are because even
[00:06:37.000 --> 00:06:42.000]   though this show is designated as, in my mind, I'm specifically speaking
[00:06:42.000 --> 00:06:44.000]   not to a financial advisor audience.
[00:06:44.000 --> 00:06:46.000]   I'm speaking to a layperson audience.
[00:06:46.000 --> 00:06:51.000]   I'm speaking to you who is interested to--you have above average interest
[00:06:51.000 --> 00:06:56.000]   in your finances and building and maintaining your wealth.
[00:06:56.000 --> 00:06:59.000]   But in order to do that, you need to know what's kind of going on in the
[00:06:59.000 --> 00:07:00.000]   industry.
[00:07:00.000 --> 00:07:03.000]   So financial advisors are not my target audience, but I'm going to keep you
[00:07:03.000 --> 00:07:05.000]   abreast of what's going on in the industry, and there's a lot of change
[00:07:05.000 --> 00:07:07.000]   happening right now.
[00:07:07.000 --> 00:07:08.000]   So Michael is a leader.
[00:07:08.000 --> 00:07:12.000]   I'll bring other people on in the future as well that I think will really
[00:07:12.000 --> 00:07:15.000]   benefit you and will continue to stay current on everything that's going
[00:07:15.000 --> 00:07:16.000]   on in the industry.
[00:07:16.000 --> 00:07:19.000]   Michael Kitsis is a fascinating guy.
[00:07:19.000 --> 00:07:24.000]   He is one of the most knowledgeable, respected, again, thought leaders in
[00:07:24.000 --> 00:07:26.000]   the financial planning business.
[00:07:26.000 --> 00:07:30.000]   He has an undergraduate degree, Bachelor of Science in psychology,
[00:07:30.000 --> 00:07:33.000]   actually, nothing related to financial planning.
[00:07:33.000 --> 00:07:37.000]   He didn't come from that specific background, but he started as a
[00:07:37.000 --> 00:07:43.000]   psychology major with a theater minor, and I believe he started his life
[00:07:43.000 --> 00:07:45.000]   as a financial advisor.
[00:07:45.000 --> 00:07:48.000]   I think he mentioned in the interview he started as a life insurance agent
[00:07:48.000 --> 00:07:50.000]   with a large national life insurance company.
[00:07:50.000 --> 00:07:56.000]   Since then, he went on to grow, and he has accomplished numerous other
[00:07:56.000 --> 00:08:00.000]   advancements in his knowledge and his credentials.
[00:08:00.000 --> 00:08:03.000]   He has a Master's in science and financial services from the American
[00:08:03.000 --> 00:08:06.000]   College of Financial Services in Bryn Mawr, Pennsylvania.
[00:08:06.000 --> 00:08:11.000]   He also has a Master's in taxation degree with honors from the University
[00:08:11.000 --> 00:08:13.000]   of Tulsa in Tulsa, Oklahoma.
[00:08:13.000 --> 00:08:18.000]   In addition to those two formal academic degrees, college degrees, he
[00:08:18.000 --> 00:08:22.000]   additionally has a large number of other industry designations, including
[00:08:22.000 --> 00:08:27.000]   a certified financial planner designation from the CFP board, a
[00:08:27.000 --> 00:08:30.000]   chartered life underwriter designation from the American College,
[00:08:30.000 --> 00:08:33.000]   chartered financial consultant designation from the American College,
[00:08:33.000 --> 00:08:37.000]   registered health underwriter and registered employee benefits consultant
[00:08:37.000 --> 00:08:40.000]   from the American College, chartered advisor of senior living from the
[00:08:40.000 --> 00:08:45.000]   American College, and a certified wealth preservation planner designation
[00:08:45.000 --> 00:08:48.000]   from the Wealth Preservation Institute.
[00:08:48.000 --> 00:08:51.000]   Additionally, he has a graduate certificate in customized asset management
[00:08:51.000 --> 00:08:55.000]   and a graduate certificate in estate planning.
[00:08:55.000 --> 00:09:00.000]   Michael has worked in a traditional commission model financial practice
[00:09:00.000 --> 00:09:03.000]   in the life insurance business, has also worked in a blended fee and
[00:09:03.000 --> 00:09:07.000]   commission practice, and currently serves as the director of research for
[00:09:07.000 --> 00:09:10.000]   the Pinnacle Advisory Group, which is a private wealth management firm
[00:09:10.000 --> 00:09:13.000]   located in Columbia, Maryland.
[00:09:13.000 --> 00:09:16.000]   He contributes to various industry organizations.
[00:09:16.000 --> 00:09:23.000]   He is an editor of the Practitioner Editor for the Journal of Financial Planning.
[00:09:23.000 --> 00:09:27.000]   He also publishes on his blog at Kitsis.com.
[00:09:27.000 --> 00:09:31.000]   He publishes the Nerd's Eye View, and then he also publishes the Kitsis
[00:09:31.000 --> 00:09:35.000]   Report, where he talks about and leads financial planners through in-depth,
[00:09:35.000 --> 00:09:40.000]   comprehensive, continuing education credits that are available for their CFP
[00:09:40.000 --> 00:09:42.000]   curriculum.
[00:09:42.000 --> 00:09:44.000]   The great thing about Michael, however, is he doesn't hold any punches.
[00:09:44.000 --> 00:09:48.000]   He knows what he's talking about, and he doesn't hold back any information.
[00:09:48.000 --> 00:09:53.000]   So with that, sit back, relax, and enjoy seeing the curtain pulled back
[00:09:53.000 --> 00:09:56.000]   on the financial planning industry.
[00:09:56.000 --> 00:09:58.000]   [SFX]
[00:09:58.000 --> 00:10:01.000]   So, Michael, welcome to the Radical Personal Finance Podcast.
[00:10:01.000 --> 00:10:02.000]   I appreciate your being here.
[00:10:02.000 --> 00:10:04.000]   Thank you. Good to be here.
[00:10:04.000 --> 00:10:06.000]   So I've been wanting to do this for a while.
[00:10:06.000 --> 00:10:09.000]   We were supposed to do this a couple months ago at FinCon, but you flaked
[00:10:09.000 --> 00:10:11.000]   out on me. I'll forgive you.
[00:10:11.000 --> 00:10:16.000]   Yes, I do not. No one wants a schedule that looks like mine.
[00:10:16.000 --> 00:10:19.000]   Let's put it that way.
[00:10:19.000 --> 00:10:23.000]   I'm always careful with what you wish for.
[00:10:23.000 --> 00:10:27.000]   I certainly don't want business to be slower, but business is a little crazy
[00:10:27.000 --> 00:10:30.000]   these days. It's good to have things going well.
[00:10:30.000 --> 00:10:32.000]   Right. You are a busy man.
[00:10:32.000 --> 00:10:35.000]   I am a busy man. That is true. But I'm glad to be here.
[00:10:35.000 --> 00:10:37.000]   I appreciate it.
[00:10:37.000 --> 00:10:39.000]   I'm glad to be here.
[00:10:39.000 --> 00:10:44.000]   What I'd like to start today is I want to give people some insight into the
[00:10:44.000 --> 00:10:46.000]   financial advisor space.
[00:10:46.000 --> 00:10:48.000]   I come from it. You come from it.
[00:10:48.000 --> 00:10:51.000]   Both of us have a good bit of experience.
[00:10:51.000 --> 00:10:53.000]   We've done a bit of studying.
[00:10:53.000 --> 00:10:58.000]   I think you and I may be a good team to talk through, in a very straightforward
[00:10:58.000 --> 00:11:02.000]   way, the advantages and the disadvantages of various financial advisors,
[00:11:02.000 --> 00:11:05.000]   various financial advisor practices, et cetera.
[00:11:05.000 --> 00:11:09.000]   That's what I'm excited to do is to give people, a layperson, a peek behind
[00:11:09.000 --> 00:11:12.000]   the curtain as far as what it's actually like to run a financial advisory
[00:11:12.000 --> 00:11:14.000]   practice.
[00:11:14.000 --> 00:11:19.000]   In order to start, I think we need some historical context because a lot of
[00:11:19.000 --> 00:11:24.000]   times people have a very short memory of where we've come from as far as an
[00:11:24.000 --> 00:11:29.000]   industry and where we're going.
[00:11:29.000 --> 00:11:35.000]   The first question would be, give us a historical outline of the business of
[00:11:35.000 --> 00:11:39.000]   dispensing and providing financial advice.
[00:11:39.000 --> 00:11:45.000]   The business of dispensing and financial advice, frankly, has gone through a
[00:11:45.000 --> 00:11:47.000]   couple of phases.
[00:11:47.000 --> 00:11:53.000]   The earliest versions that we have of financial advice is basically investment
[00:11:53.000 --> 00:11:55.000]   advice.
[00:11:55.000 --> 00:11:59.000]   The laws that we still have around advice are all buried in the roots of
[00:11:59.000 --> 00:12:01.000]   investment advice.
[00:12:01.000 --> 00:12:05.000]   If you really want to go all the way back, the roots of investment advice in
[00:12:05.000 --> 00:12:11.000]   our country are basically trust companies in Boston in the 1600s and 1700s
[00:12:11.000 --> 00:12:16.000]   where literally if you were a merchant in the New World and you were going to
[00:12:16.000 --> 00:12:20.000]   take your merchant ship out to sea for six months or a year at a time to take
[00:12:20.000 --> 00:12:24.000]   your goods across the ocean and back again, you needed someone at home who
[00:12:24.000 --> 00:12:28.000]   would watch over your financial affairs and make sure that your family fortune
[00:12:28.000 --> 00:12:32.000]   didn't tumble down to the ground while you were gone at sea for a year who knew
[00:12:32.000 --> 00:12:34.000]   if you were coming back.
[00:12:34.000 --> 00:12:40.000]   That's the early origins of trust companies and banks that would manage money
[00:12:40.000 --> 00:12:46.000]   and the origins of a lot of the laws that we still have in place today.
[00:12:46.000 --> 00:12:50.000]   The legal term is being a fiduciary, but the idea is if you're going to manage
[00:12:50.000 --> 00:12:55.000]   this person's money and financial affairs while they're off to sea for a year,
[00:12:55.000 --> 00:12:57.000]   you're not selling them stuff.
[00:12:57.000 --> 00:13:00.000]   You're actually running it as though you were them and you should be doing
[00:13:00.000 --> 00:13:04.000]   everything as though it's in their interest because you're literally acting
[00:13:04.000 --> 00:13:06.000]   in their stead while they're not there.
[00:13:06.000 --> 00:13:08.000]   And this would go back to even a biblical concept of stewardship.
[00:13:08.000 --> 00:13:16.000]   So if you get into Christian teachings on management, everything goes back to
[00:13:16.000 --> 00:13:18.000]   the concept of stewardship.
[00:13:18.000 --> 00:13:21.000]   The ruler goes away on a trip and he appoints a steward over his affairs
[00:13:21.000 --> 00:13:25.000]   while he's gone, and when he returns he holds that steward accountable for the
[00:13:25.000 --> 00:13:27.000]   results of their actions.
[00:13:27.000 --> 00:13:28.000]   Absolutely.
[00:13:28.000 --> 00:13:34.000]   And so that idea of someone to be a steward for your financial affairs generally
[00:13:34.000 --> 00:13:41.000]   around the management of assets was what much of financial advice--I'm putting
[00:13:41.000 --> 00:13:45.000]   it in air quotes so no one can see it--but financial advice, sort of this
[00:13:45.000 --> 00:13:51.000]   steward of investments was kind of the central process right up through the
[00:13:51.000 --> 00:13:52.000]   1920s.
[00:13:52.000 --> 00:13:58.000]   And then the '20s had a bit of controversy around this because the lines got
[00:13:58.000 --> 00:14:04.000]   blurry between stewards of investment management and stockbrokers, like
[00:14:04.000 --> 00:14:09.000]   literally good old-school brokers of stocks whose job was to sell the stocks
[00:14:09.000 --> 00:14:14.000]   that their investment banks had to sell and trying to peddle it out to anybody
[00:14:14.000 --> 00:14:16.000]   who would be a buyer.
[00:14:16.000 --> 00:14:21.000]   And the lines got so blurry that a lot of people were--looked like stewards of
[00:14:21.000 --> 00:14:25.000]   investment advice and management but were really peddling stocks for sale,
[00:14:25.000 --> 00:14:28.000]   which of course didn't go very well when the Great Depression showed up and
[00:14:28.000 --> 00:14:32.000]   the stock market fell by almost 90% from top to bottom.
[00:14:32.000 --> 00:14:38.000]   And so in the aftermath of that, we kind of redrew these bright lines in
[00:14:38.000 --> 00:14:43.000]   ultimately culminating in what's still kind of the dominating law today, what
[00:14:43.000 --> 00:14:47.000]   was called the Investment Advisors Act of 1940, which was meant to draw this
[00:14:47.000 --> 00:14:52.000]   clear line between investment advisors who were stewards for people's money and
[00:14:52.000 --> 00:14:56.000]   were subject to the appropriate legal standards of acting in someone's
[00:14:56.000 --> 00:15:01.000]   interest because you're stewarding their money, and then everyone else was a
[00:15:01.000 --> 00:15:05.000]   broker responsible for the sale of financial products, i.e. stocks at the
[00:15:05.000 --> 00:15:06.000]   time.
[00:15:06.000 --> 00:15:09.000]   And so we kind of redrew the lines there.
[00:15:09.000 --> 00:15:14.000]   And that kind of continued forward for several decades.
[00:15:14.000 --> 00:15:19.000]   So investment managers generally either stayed in trust companies or did things
[00:15:19.000 --> 00:15:23.000]   like created mutual funds, and most mutual funds on the back end is basically
[00:15:23.000 --> 00:15:27.000]   an investment advisor that's responsible for running that money.
[00:15:27.000 --> 00:15:33.000]   And most individual folks who were working in financial services were
[00:15:33.000 --> 00:15:36.000]   primarily responsible for the sale of financial products.
[00:15:36.000 --> 00:15:40.000]   They would sell life insurance, they would sell health insurance for a period
[00:15:40.000 --> 00:15:45.000]   of time, they would sell disability income insurance, they would sell stocks
[00:15:45.000 --> 00:15:49.000]   and bonds, and then eventually mutual funds as the mutual fund industry rose.
[00:15:49.000 --> 00:15:52.000]   And so they were sellers of financial products.
[00:15:52.000 --> 00:15:58.000]   And so by the time you get to the 1960s and the 1970s, you have kind of good
[00:15:58.000 --> 00:16:02.000]   old stockbrokers in the truest sense of the word and insurance agents.
[00:16:02.000 --> 00:16:08.000]   Right. And this would be the era where pursuit of happiness, it would probably
[00:16:08.000 --> 00:16:10.000]   be one of the more well-known businesses.
[00:16:10.000 --> 00:16:15.000]   Yeah. You're probably even a little bit early even still.
[00:16:15.000 --> 00:16:20.000]   Pursuit of happiness was kind of really early 1980s as the industry started
[00:16:20.000 --> 00:16:22.000]   to shift a little bit more.
[00:16:22.000 --> 00:16:31.000]   Here you are, frankly, in kind of the golden era of the salesperson as a
[00:16:31.000 --> 00:16:36.000]   rising professional, but still very much focused on the sale of products.
[00:16:36.000 --> 00:16:41.000]   Right. And what started to emerge out of this time was a subset of people
[00:16:41.000 --> 00:16:45.000]   who were responsible for selling products that said, you know, I'd really
[00:16:45.000 --> 00:16:49.000]   like to do more than just these particular products that I've got in my quiver.
[00:16:49.000 --> 00:16:51.000]   I'd like to actually start giving people advice.
[00:16:51.000 --> 00:16:55.000]   And so we saw the birth of what's now called financial planning.
[00:16:55.000 --> 00:17:01.000]   And, you know, we kind of officially date this back to a gathering of what
[00:17:01.000 --> 00:17:06.000]   were basically life insurance agents in 1969 who gathered together in a hotel
[00:17:06.000 --> 00:17:12.000]   in Chicago and said, we should create this program of more comprehensive
[00:17:12.000 --> 00:17:15.000]   financial advice and actually make a designation out of it.
[00:17:15.000 --> 00:17:19.000]   And what they made was ultimately called the CFP, the Certified Financial
[00:17:19.000 --> 00:17:24.000]   Planner marks. The first class went through the curriculum in 1973.
[00:17:24.000 --> 00:17:29.000]   And that was kind of the birth of financial planning as a separate sort
[00:17:29.000 --> 00:17:33.000]   of movement unto itself, this idea that you would actually give people
[00:17:33.000 --> 00:17:36.000]   advice about more than just the product you had to sell.
[00:17:36.000 --> 00:17:42.000]   And so financial planning started to started to grow when we go through
[00:17:42.000 --> 00:17:44.000]   the early stages there.
[00:17:44.000 --> 00:17:49.000]   You know, the reality for sort of the rest of the 70s and most of the 1980s
[00:17:49.000 --> 00:17:55.000]   was we saw this rise of financial planning, but delivery of financial
[00:17:55.000 --> 00:18:00.000]   planning was still basically I gave you a bunch of advice, the culmination
[00:18:00.000 --> 00:18:03.000]   of which was you should do the product I'm trying to sell you.
[00:18:03.000 --> 00:18:09.000]   Right. And the plans are designed ultimately to deliver the advice that
[00:18:09.000 --> 00:18:11.000]   leads to the sale of the product.
[00:18:11.000 --> 00:18:15.000]   Yes. And kind of literally you weren't going to get paid for the advice
[00:18:15.000 --> 00:18:17.000]   until someone did the product.
[00:18:17.000 --> 00:18:21.000]   Right now, you know, kind of two things happened out of that at the same
[00:18:21.000 --> 00:18:24.000]   time. On the one hand, the industry actually discovered, you know, when
[00:18:24.000 --> 00:18:27.000]   you go through a process that deep of understanding someone's needs and
[00:18:27.000 --> 00:18:31.000]   financial situation and frankly, you just listen to them a little about
[00:18:31.000 --> 00:18:34.000]   what they're trying to go through at the end of that process.
[00:18:34.000 --> 00:18:37.000]   They're often much more interested in buying the solution anyways, even
[00:18:37.000 --> 00:18:40.000]   if like it was actually right for them in the first place.
[00:18:40.000 --> 00:18:43.000]   If as a salesperson, I just come to you and say, hey, I got this thing
[00:18:43.000 --> 00:18:44.000]   for you. It's going to be great.
[00:18:44.000 --> 00:18:46.000]   Trust me, no one really wants to buy it.
[00:18:46.000 --> 00:18:50.000]   When we go through an in-depth analytical process that culminates in
[00:18:50.000 --> 00:18:53.000]   demonstrating how this really is the right solution for you to help you
[00:18:53.000 --> 00:18:56.000]   move forward, you buy the thing.
[00:18:56.000 --> 00:18:58.000]   Right. It's actually to demonstrate to you that it is the right thing.
[00:18:58.000 --> 00:19:01.000]   You know, the fact that I get paid for the solution at the end doesn't
[00:19:01.000 --> 00:19:04.000]   necessarily mean it wasn't actually the best thing for you.
[00:19:04.000 --> 00:19:09.000]   Although that's obviously kind of a danger for abuse.
[00:19:09.000 --> 00:19:11.000]   And, you know, I think we'll come back to that soon.
[00:19:11.000 --> 00:19:17.000]   So we kind of saw the rise of financial planning as a means to
[00:19:17.000 --> 00:19:21.000]   ultimately implement and sell a product where often it was just a better
[00:19:21.000 --> 00:19:24.000]   way to understand what product you really needed and then to sell it to
[00:19:24.000 --> 00:19:28.000]   you. And the caveat that sometimes it was more about just getting the
[00:19:28.000 --> 00:19:31.000]   product sold. And basically, no matter what you said, your fact pattern,
[00:19:31.000 --> 00:19:35.000]   your situation was, the recommendation was always going to be the same
[00:19:35.000 --> 00:19:39.000]   product. It was my product. It was just like a really long sales gimmick.
[00:19:39.000 --> 00:19:44.000]   Right. And the industry kind of came out this simultaneously from two
[00:19:44.000 --> 00:19:49.000]   directions at once. So there were advisors from the insurance side of
[00:19:49.000 --> 00:19:53.000]   the industry who found that this was a great way to qualify and then sell
[00:19:53.000 --> 00:19:57.000]   insurance. And there were people that were coming through in the rise of
[00:19:57.000 --> 00:20:02.000]   the investment industry, in particularly the mutual fund industry, who
[00:20:02.000 --> 00:20:06.000]   were getting pushed this direction as well. And that's driven by primarily,
[00:20:06.000 --> 00:20:11.000]   I think, by a regulatory change that we made in 1975, where for the
[00:20:11.000 --> 00:20:18.000]   first time we deregulated the commissions for buying stocks. They had
[00:20:18.000 --> 00:20:21.000]   always been fixed and basically were set by the stock exchange and
