
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:06:14.440 --> 00:06:18.080]   and some communities get kind of elaborate,
[00:06:18.080 --> 00:06:21.080]   and I understand, like I had,
[00:06:21.080 --> 00:06:24.600]   especially one of my daughters was way into
[00:06:24.600 --> 00:06:28.960]   pretending to be different characters,
[00:06:28.960 --> 00:06:30.780]   and she would really get into it.
[00:06:30.780 --> 00:06:35.780]   So she wanted costumes and props and all of that.
[00:06:35.780 --> 00:06:39.800]   Is that part of Faces of History?
[00:06:39.800 --> 00:06:42.480]   - It can be, but yes.
[00:06:42.480 --> 00:06:45.020]   When we are presenting, a lot of times the students
[00:06:45.020 --> 00:06:50.020]   like to dress up as their character and bring a prop.
[00:06:50.020 --> 00:06:55.120]   Sometimes they might even do a tri-fold board to help.
[00:06:55.120 --> 00:06:58.600]   It depends on the way that they choose to present,
[00:06:58.600 --> 00:07:02.040]   because different communities present their characters
[00:07:02.040 --> 00:07:02.880]   in different ways.
[00:07:02.880 --> 00:07:07.880]   Sometimes it is on stage, in front of an entire group.
[00:07:07.880 --> 00:07:12.280]   Sometimes it may be a wax museum,
[00:07:12.280 --> 00:07:15.840]   where people come around to different characters
[00:07:15.840 --> 00:07:17.760]   at different times.
[00:07:17.760 --> 00:07:20.040]   So depending on how the community
[00:07:20.040 --> 00:07:21.680]   is celebrating Faces of History
[00:07:21.680 --> 00:07:25.440]   will depend on how much the student may want to do,
[00:07:25.440 --> 00:07:30.120]   whether an elaborate prop is not for everybody,
[00:07:30.120 --> 00:07:33.340]   but it can be nice and it can be fun.
[00:07:33.340 --> 00:07:36.000]   I know my daughter, she and her character
[00:07:36.000 --> 00:07:38.800]   based on the costume that she found
[00:07:38.800 --> 00:07:42.200]   before we ever even started.
[00:07:42.200 --> 00:07:43.320]   - Yes.
[00:07:43.320 --> 00:07:44.880]   You know what, and that is,
[00:07:44.880 --> 00:07:46.600]   thank you for being honest about that,
[00:07:46.600 --> 00:07:51.240]   'cause sometimes you do let the props drive the choice,
[00:07:51.240 --> 00:07:53.680]   and that can be fine.
[00:07:53.680 --> 00:07:58.680]   I mean, usually do children,
[00:07:58.680 --> 00:08:02.160]   do the students themselves choose?
[00:08:02.160 --> 00:08:08.120]   Well, I know that that's part of what parents
[00:08:08.120 --> 00:08:11.120]   might help their kids to do.
[00:08:11.120 --> 00:08:16.120]   When do families usually start working on Faces of History?
[00:08:16.120 --> 00:08:19.120]   - Well, the Faces of History project
[00:08:19.120 --> 00:08:20.880]   is at the end of the year,
[00:08:20.880 --> 00:08:23.700]   usually between weeks 19 and 21
[00:08:23.700 --> 00:08:26.520]   is when you really buckle down
[00:08:26.520 --> 00:08:29.540]   and start working on Faces of History.
[00:08:29.540 --> 00:08:34.600]   However, a lot of times, starting now,
[00:08:34.600 --> 00:08:36.440]   over the break, the winter break,
[00:08:36.440 --> 00:08:40.200]   or even beginning, now that we're getting back
[00:08:40.200 --> 00:08:42.840]   into the groove of essentials,
[00:08:42.840 --> 00:08:44.580]   they will pick their character
[00:08:44.580 --> 00:08:46.520]   and then begin getting to know that character
[00:08:46.520 --> 00:08:49.680]   through books and through their research.
[00:08:49.680 --> 00:08:52.940]   So that's when it begins, when you start it,
[00:08:52.940 --> 00:08:55.160]   but nobody's late if they have not
[00:08:55.160 --> 00:08:57.320]   even picked a character yet at this point.
[00:08:57.320 --> 00:09:02.320]   - Yes, that is what I wanted to drill down to.
[00:09:02.320 --> 00:09:05.120]   What if we haven't started late?
[00:09:05.120 --> 00:09:08.640]   Are we just totally behind the eight ball?
[00:09:08.640 --> 00:09:10.840]   Is it too late for us?
[00:09:10.840 --> 00:09:14.520]   That's very encouraging, Courtney.
[00:09:14.520 --> 00:09:19.520]   So maybe what parents do now
[00:09:19.520 --> 00:09:24.640]   is start asking their children
[00:09:24.640 --> 00:09:27.040]   if there's somebody they're interested in.
[00:09:27.040 --> 00:09:30.720]   How do kids choose their subjects?
[00:09:30.720 --> 00:09:35.720]   - Well, a lot of times, communities will focus
[00:09:35.840 --> 00:09:39.360]   on the particular cycle that you're in and foundations.
[00:09:39.360 --> 00:09:43.400]   So they may find something from the cycle
[00:09:43.400 --> 00:09:45.640]   of somebody that they have studied
[00:09:45.640 --> 00:09:49.320]   or somebody from that time period.
[00:09:49.320 --> 00:09:54.320]   So like with cycle three, it's a US history focus
[00:09:54.320 --> 00:09:57.480]   and geography focus.
[00:09:57.480 --> 00:10:02.480]   And so they might discover somebody from the United States
[00:10:02.800 --> 00:10:06.120]   that they would like to learn more about.
[00:10:06.120 --> 00:10:08.320]   They also might would pick from someone
[00:10:08.320 --> 00:10:13.440]   in the great artists or a composer that we study,
[00:10:13.440 --> 00:10:18.080]   maybe a famous inventor that does something
[00:10:18.080 --> 00:10:22.280]   with the science focus that we have for that year,
[00:10:22.280 --> 00:10:23.880]   for that cycle.
[00:10:23.880 --> 00:10:28.560]   But really, it's about who the child is interested
[00:10:28.560 --> 00:10:31.520]   in learning more about, because we know
[00:10:31.520 --> 00:10:33.360]   that if a child is interested,
[00:10:33.360 --> 00:10:38.360]   then they are going to enjoy the whole process a lot more.
[00:10:38.360 --> 00:10:43.800]   They're gonna enjoy learning more about this person
[00:10:43.800 --> 00:10:46.440]   and dressing up if they choose to do that.
[00:10:46.440 --> 00:10:49.520]   It's just gonna make things easier for parents
[00:10:49.520 --> 00:10:54.200]   when the child is interested.
[00:10:54.200 --> 00:10:56.640]   But the parent has the final say.
[00:10:56.640 --> 00:10:58.240]   They are the teacher of their child
[00:10:58.240 --> 00:11:01.920]   and they have the final say as to who the child will
[00:11:01.920 --> 00:11:05.760]   choose to research or not.
[00:11:05.760 --> 00:11:10.520]   - I like it that you remind us that as parents,
[00:11:10.520 --> 00:11:12.920]   we are the teacher at home.
[00:11:12.920 --> 00:11:17.600]   And so no matter what suggestions the tutor might offer
[00:11:17.600 --> 00:11:21.440]   in community or what other families are doing,
[00:11:21.440 --> 00:11:25.280]   that the parent does have the final say.
[00:11:25.280 --> 00:11:30.280]   So what are some of the considerations for us as parents
[00:11:30.280 --> 00:11:37.680]   to keep in mind when we are helping our children
[00:11:37.680 --> 00:11:42.480]   choose the object of their research?
[00:11:42.480 --> 00:11:44.400]   - This is a great question.
[00:11:44.400 --> 00:11:49.400]   One of the things that is important for faces of history
[00:11:49.400 --> 00:11:53.080]   and for students to be successful, really,
[00:11:53.080 --> 00:11:58.080]   is that you wanna choose sources that are at
[00:11:58.080 --> 00:12:01.120]   or below their reading level, if possible.
[00:12:01.120 --> 00:12:05.960]   So sometimes it's not easy to find a source
[00:12:05.960 --> 00:12:08.480]   that would fall into that category
[00:12:08.480 --> 00:12:12.680]   or someone that your student has chosen.
[00:12:12.680 --> 00:12:15.440]   So you may have to kind of guide them
[00:12:15.440 --> 00:12:18.120]   based on the sources that you're able to find.
[00:12:18.120 --> 00:12:22.120]   That's one thing I think that's important
[00:12:22.120 --> 00:12:23.360]   to think through.
[00:12:23.360 --> 00:12:28.360]   And then also, as an adult, we know that sometimes
[00:12:28.360 --> 00:12:33.320]   things in our histories, in people's histories,
[00:12:33.320 --> 00:12:37.520]   are not always something that we want to look into.
[00:12:37.520 --> 00:12:40.040]   And so you wanna be able to guide,
[00:12:40.040 --> 00:12:43.640]   okay, well, this is somebody that reflects
[00:12:43.640 --> 00:12:45.600]   what I want them to learn at this time.
[00:12:45.600 --> 00:12:49.680]   And maybe even has the characteristics
[00:12:49.680 --> 00:12:52.960]   or shows the values or virtues that I would like
[00:12:52.960 --> 00:12:57.240]   for them to take from taking a deep dive
[00:12:57.240 --> 00:13:00.760]   into someone's history.
[00:13:00.760 --> 00:13:04.640]   - That is really insightful.
[00:13:04.640 --> 00:13:06.680]   I really appreciate you doing that.
[00:13:06.680 --> 00:13:11.680]   It's so easy for our kids to see a flashy representation
[00:13:11.680 --> 00:13:17.120]   of a character, whether it's in a book
[00:13:19.440 --> 00:13:21.720]   or a story that somebody else has told
[00:13:21.720 --> 00:13:25.920]   or a Disney movie or something that they see on television
[00:13:25.920 --> 00:13:29.320]   that you know might not be representing the whole story
[00:13:29.320 --> 00:13:33.680]   and that there may, when you do a deeper dive,
[00:13:33.680 --> 00:13:38.680]   as you say, into the research, some things may surface
[00:13:38.680 --> 00:13:42.600]   that cause more consternation or concern
[00:13:42.600 --> 00:13:45.840]   for the student than you want to deal with.
[00:13:45.840 --> 00:13:47.880]   I think that's really smart.
[00:13:47.880 --> 00:13:50.520]   And I do love the wisdom.
[00:13:50.520 --> 00:13:53.960]   There is so much wisdom in parents thinking
[00:13:53.960 --> 00:13:56.880]   through your child's choice.
[00:13:56.880 --> 00:14:01.880]   Am I gonna be able to find information about this person,
[00:14:01.880 --> 00:14:06.440]   like you said, on the child's level?
[00:14:06.440 --> 00:14:10.720]   And I do understand that parents could do some
[00:14:10.720 --> 00:14:14.800]   of the reading on the child's behalf and condense it.
[00:14:14.800 --> 00:14:18.400]   - But by and large, what you're teaching the child to do,
[00:14:18.400 --> 00:14:21.720]   right, is their own research.
[00:14:21.720 --> 00:14:25.520]   - Yes, and parents can help so much.
[00:14:25.520 --> 00:14:29.000]   I know there have been times that my own students
[00:14:29.000 --> 00:14:34.000]   have chosen a character and we just either did not have
[00:14:34.000 --> 00:14:39.560]   the time to read every book that they were using
[00:14:39.560 --> 00:14:44.400]   or we chose a little bit of a larger book.
[00:14:44.400 --> 00:14:48.720]   Sometimes you choose a character that they're only mentioned
[00:14:48.720 --> 00:14:53.720]   a little bit in the actual research.
[00:14:53.720 --> 00:14:58.640]   And so I have just made copies or pointed out the chapter,
[00:14:58.640 --> 00:15:02.240]   said this works really well with your topic.
[00:15:02.240 --> 00:15:05.160]   Let's condense the information for you.
[00:15:05.160 --> 00:15:07.240]   So it is possible to do that.
[00:15:07.240 --> 00:15:10.480]   And that's where parents are there to help.
[00:15:10.480 --> 00:15:14.080]   We can't help them too much, as they say.
[00:15:14.080 --> 00:15:14.920]   - Right.
[00:15:14.920 --> 00:15:19.440]   - Yeah, especially because, all right,
[00:15:19.440 --> 00:15:20.720]   let's put the framework on it.
[00:15:20.720 --> 00:15:22.840]   These are essentials students.
[00:15:22.840 --> 00:15:27.200]   So how old, generally, what's the guideline?
[00:15:27.200 --> 00:15:29.680]   What's the guideline, Courtney, for the age
[00:15:29.680 --> 00:15:32.320]   of the students who are participating?
[00:15:32.320 --> 00:15:36.640]   - These students are ages nine to 11 or 12.
[00:15:36.640 --> 00:15:39.920]   So that's kind of like fourth through sixth grade-ish,
[00:15:41.040 --> 00:15:45.080]   which are not, it's not nice and verbal here.
[00:15:45.080 --> 00:15:46.840]   - Right, exactly.
[00:15:46.840 --> 00:15:50.360]   So parents, remember that your children are not used
[00:15:50.360 --> 00:15:52.480]   to doing research papers,
[00:15:52.480 --> 00:15:55.800]   like you're thinking about, probably.
[00:15:55.800 --> 00:16:00.800]   And so the fun part of this is going to the library,
[00:16:00.800 --> 00:16:09.080]   looking for books about this character that they've chosen.
[00:16:10.440 --> 00:16:14.440]   And you, as the parent, know that, here's the truth,
[00:16:14.440 --> 00:16:18.920]   there's probably not a dozen whole books
[00:16:18.920 --> 00:16:21.000]   on the character that you have chosen,
[00:16:21.000 --> 00:16:23.920]   or likely there won't be in your library.
[00:16:23.920 --> 00:16:28.240]   So this is a cool opportunity for parents to say,
[00:16:28.240 --> 00:16:33.240]   well, you know, there's not a whole book on Dolley Madison.
[00:16:33.240 --> 00:16:39.040]   But if we looked in a book about American history,
[00:16:39.040 --> 00:16:43.840]   and they, and let me show you, we could look in the index,
[00:16:43.840 --> 00:16:46.600]   and if we find her name, we know that there's something
[00:16:46.600 --> 00:16:48.520]   about her in this book.
[00:16:48.520 --> 00:16:52.480]   So it's a great beginning to help students
[00:16:52.480 --> 00:16:56.160]   go really down to the nitty-gritty level,
[00:16:56.160 --> 00:17:00.800]   but then also to back out and look at a book
[00:17:00.800 --> 00:17:05.240]   or a resource that might be broader than they think
[00:17:05.240 --> 00:17:08.080]   is going to be helpful, and show them how
[00:17:08.080 --> 00:17:11.400]   there might be mentions of characters in a book
[00:17:11.400 --> 00:17:13.960]   about another subject even.
[00:17:13.960 --> 00:17:16.200]   - Yes, absolutely.
[00:17:16.200 --> 00:17:20.360]   It also gives us a chance as a community to help each other,
[00:17:20.360 --> 00:17:24.880]   because I may not have a book about my son's voice,
[00:17:24.880 --> 00:17:28.780]   but my friend might, and I might have something
[00:17:28.780 --> 00:17:32.520]   that they are using, and so we share.
[00:17:32.520 --> 00:17:36.560]   That helps that if we cannot find it at the library,
[00:17:36.560 --> 00:17:38.920]   we don't have to necessarily purchase a book
[00:17:38.920 --> 00:17:42.420]   unless we really need it for our library at home.
[00:17:42.420 --> 00:17:47.320]   So then we can work together within community.
[00:17:47.320 --> 00:17:50.960]   Also, we do a lot, in my home, we use
[00:17:50.960 --> 00:17:53.760]   the classical acts and facts timeline cards,
[00:17:53.760 --> 00:17:58.760]   or the science cards, or the ones for art and music,
[00:17:58.760 --> 00:18:05.680]   and those are great places to find information
[00:18:05.680 --> 00:18:08.200]   about your character.
[00:18:08.200 --> 00:18:10.200]   - And see, that might be one of those things
[00:18:10.200 --> 00:18:12.920]   that your kids don't think of right away.
[00:18:12.920 --> 00:18:18.400]   They are so one-track sometimes, they just want,
[00:18:18.400 --> 00:18:20.960]   they think they've got to go and find one book
[00:18:20.960 --> 00:18:22.800]   that has this person's name on it,
[00:18:22.800 --> 00:18:26.480]   and they forget that they have learned or heard
[00:18:26.480 --> 00:18:29.200]   about this person, like you said,
[00:18:29.200 --> 00:18:31.480]   in their classical acts and facts cards,
[00:18:31.480 --> 00:18:34.760]   or maybe in a scientist card, and so we are,
[00:18:34.760 --> 00:18:37.020]   as parents, one of the things that we can help
[00:18:37.020 --> 00:18:40.880]   our students do is learn how to think through
[00:18:40.880 --> 00:18:44.700]   their research materials and their options.
[00:18:44.700 --> 00:18:47.960]   So let me ask you this, Courtney, what are some good,
[00:18:47.960 --> 00:18:51.140]   if I'm a beginning parent and I've never done
[00:18:51.140 --> 00:18:55.780]   Faces of History before, and I mean, to me,
[00:18:55.780 --> 00:18:58.480]   I look at it and it looks like an elephant, okay?
[00:18:58.480 --> 00:19:00.080]   I don't know how to eat an elephant,
[00:19:00.080 --> 00:19:02.180]   I'm not sure how to get started,
[00:19:02.180 --> 00:19:07.180]   what are some good mile posts that I as a parent
[00:19:07.180 --> 00:19:12.200]   can have in mind that will help us stay on track
[00:19:12.200 --> 00:19:13.540]   with this project?
[00:19:13.540 --> 00:19:18.160]   - Yeah, so we eat an elephant one bite at a time, right?
[00:19:18.160 --> 00:19:21.380]   And that was, and isn't that what we are taught?
[00:19:21.380 --> 00:19:26.380]   And so in, actually in the Learning Center on CC Connected,
[00:19:26.380 --> 00:19:29.680]   there is a Faces of History parent packet
[00:19:29.680 --> 00:19:33.140]   that gives a timeline for parents and students
[00:19:33.140 --> 00:19:38.080]   to walk through to know how, what we should be doing when.
[00:19:38.080 --> 00:19:42.520]   And so really right now, a milestone is let's pick
[00:19:42.520 --> 00:19:47.100]   our character and maybe find one good source
[00:19:47.100 --> 00:19:49.040]   that your student could read or that you could
[00:19:49.040 --> 00:19:50.420]   be reading together.
[00:19:50.420 --> 00:19:57.120]   When you get closer to doing Unit 8 within your community,
[00:19:57.480 --> 00:20:00.680]   which is usually between Weeks 19 and 21,
[00:20:00.680 --> 00:20:06.960]   then you should have, we use three sources is the goal.
[00:20:06.960 --> 00:20:10.760]   And so you wanna gather the sources
[00:20:10.760 --> 00:20:14.700]   and that's a good one before you start.
[00:20:14.700 --> 00:20:18.960]   And then follow the steps that you want to earn
[00:20:18.960 --> 00:20:23.960]   in Units 6 and 7 to put this together as the paper.
[00:20:24.720 --> 00:20:28.000]   So the paper itself, the five paragraph essay
[00:20:28.000 --> 00:20:30.960]   is the first thing that needs to be done
[00:20:30.960 --> 00:20:34.120]   before thinking about the presentation.
[00:20:34.120 --> 00:20:38.280]   So once we get that five paragraph essay completed,
[00:20:38.280 --> 00:20:43.280]   then you go back to the essay and actually it is suggested
[00:20:43.280 --> 00:20:49.160]   to write a keyword outline from your paper for the presentation.
[00:20:50.880 --> 00:20:55.880]   So if they're going to present from the outline,
[00:20:55.880 --> 00:20:57.960]   that's one way to do that.
[00:20:57.960 --> 00:21:02.480]   But find your character, pick some sources,
[00:21:02.480 --> 00:21:05.680]   begin to get to know your character through those sources.
[00:21:05.680 --> 00:21:10.680]   And then there's, you write, follow the Unit 8,
[00:21:10.680 --> 00:21:15.440]   the Unit 6 and Unit 7 and 8 outlines as to what you do.
[00:21:15.440 --> 00:21:18.540]   So you break that down with three topics
[00:21:18.540 --> 00:21:23.540]   and then an intro and conclusion for that paper.
[00:21:23.540 --> 00:21:26.760]   - Boy, see, that sounds like I can feel
[00:21:26.760 --> 00:21:30.160]   my blood pressure going down as a new parent.
[00:21:30.160 --> 00:21:34.280]   I think, okay, those are steps that I could follow.
[00:21:34.280 --> 00:21:36.440]   I understand what those words mean
[00:21:36.440 --> 00:21:41.440]   and I can help my child work the program, work the outline.
[00:21:41.440 --> 00:21:42.660]   That's really good.
[00:21:42.660 --> 00:21:47.660]   That is in itself encouraging, I think,
[00:21:48.240 --> 00:21:49.320]   to parents.
[00:21:49.320 --> 00:21:51.760]   Okay, here's what I want to know.
[00:21:51.760 --> 00:21:56.760]   I want to know what is my student learning
[00:21:56.760 --> 00:21:58.720]   by doing this project?
[00:21:58.720 --> 00:22:02.480]   Because if it's going to be hard
[00:22:02.480 --> 00:22:04.980]   or if my student's going to balk at it,
[00:22:04.980 --> 00:22:08.380]   or if my student's going to be really excited,
[00:22:08.380 --> 00:22:12.220]   I want to know what is going to come of this?
[00:22:12.220 --> 00:22:13.780]   What is my student going to learn?
[00:22:13.780 --> 00:22:16.820]   What skills are being strengthened?
[00:22:18.020 --> 00:22:19.320]   - Oh, this is a great question
[00:22:19.320 --> 00:22:21.220]   because don't we get those questions,
[00:22:21.220 --> 00:22:24.820]   why do I need to know this so many times as a parent?
[00:22:24.820 --> 00:22:26.240]   Or I do. - Yes.
[00:22:26.240 --> 00:22:30.460]   - Anyway, so the five paragraph essay,
[00:22:30.460 --> 00:22:33.740]   any kind of research will follow them
[00:22:33.740 --> 00:22:36.500]   throughout their entire academic career.
[00:22:36.500 --> 00:22:41.380]   And this is the ground words,
[00:22:41.380 --> 00:22:46.140]   the skeleton of any research paper that they will do.
[00:22:46.140 --> 00:22:50.020]   And so they're learning that skill, first of all.
[00:22:50.020 --> 00:22:53.260]   They're also honing their skill of presentation.
[00:22:53.260 --> 00:22:55.940]   We work on that in foundations.
[00:22:55.940 --> 00:22:59.740]   They really get to shine in that time
[00:22:59.740 --> 00:23:03.820]   during essentials with their presentation skills.
[00:23:03.820 --> 00:23:06.820]   But even beyond that, Lisa,
[00:23:06.820 --> 00:23:11.220]   they are working on the skills of invention,
[00:23:11.220 --> 00:23:14.780]   where they're walking through and discovering
[00:23:15.780 --> 00:23:18.060]   who their character is
[00:23:18.060 --> 00:23:23.060]   and how their character affected those around them.
[00:23:23.060 --> 00:23:26.740]   And they learn more about the history
[00:23:26.740 --> 00:23:29.460]   of all the things that are going around
[00:23:29.460 --> 00:23:31.620]   are happening during that time.
[00:23:31.620 --> 00:23:34.040]   And they are working and learning
[00:23:34.040 --> 00:23:36.500]   and utilizing their skills of rhetoric.
[00:23:36.500 --> 00:23:39.860]   Even at nine years old, they're learning to arrange
[00:23:39.860 --> 00:23:42.540]   and they are choosing the best way to present.
[00:23:42.540 --> 00:23:44.460]   And so that's the skill of elocution.
[00:23:44.460 --> 00:23:49.460]   And delivery used in really leaning into that storytelling
[00:23:49.460 --> 00:23:54.900]   that they are so good at at this age.
