
[00:00:00.000 --> 00:00:05.480]   Welcome back everyone.
[00:08:36.780 --> 00:08:43.600]   It is a fallen world, and our relationships are fallen and viruses are fallen.
[00:08:43.600 --> 00:08:52.740]   But God did not leave the world and its brokenness without grace, special grace for every need
[00:08:52.740 --> 00:08:56.940]   that His people have, including the need of loneliness.
[00:08:56.940 --> 00:09:02.780]   Jesus purchased that grace for sinners with His own lonely suffering.
[00:09:02.780 --> 00:09:04.260]   He knows our frame.
[00:09:04.260 --> 00:09:10.580]   He has tasted it, worse than we know, and He will not leave us as orphans.
[00:09:10.580 --> 00:09:12.500]   He will come to us.
[00:09:12.500 --> 00:09:19.420]   Whether the coronavirus isolates us or takes our life, He will not leave us alone.
[00:09:19.420 --> 00:09:22.180]   This is a precious and sure promise.
[00:09:22.180 --> 00:09:23.180]   Amen.
[00:09:23.180 --> 00:09:24.180]   Amen.
[00:09:24.180 --> 00:09:25.180]   Amen.
[00:09:25.180 --> 00:09:29.300]   Those are really good words here, refocusing our attention on Christ and to His vicarious
[00:09:29.300 --> 00:09:31.700]   loneliness that He endured on our behalf.
[00:09:31.700 --> 00:09:34.820]   Thank you for that potent perspective, Pastor John.
[00:09:34.820 --> 00:09:39.820]   Well, here at DG, once a week or so, we're producing special resources related to this
[00:09:39.820 --> 00:09:43.840]   pandemic, including this and other APJ episodes and a few articles.
[00:09:43.840 --> 00:09:49.340]   You can find all of them online at DesiringGod.org/coronavirus, that's DesiringGod.org/coronavirus.
[00:09:49.340 --> 00:09:53.060]   I'm your host, Tony Rehnke.
[00:09:53.060 --> 00:09:55.980]   Thanks for listening to the podcast, and we will see you next time.
[00:09:55.980 --> 00:10:05.600]   [BLANK_AUDIO]

