
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:05:59.620 --> 00:06:02.120]   ultradian rhythms are these 90 minute cycles
[00:06:02.120 --> 00:06:05.160]   that we go through from the time that we are born
[00:06:05.160 --> 00:06:06.160]   until the time we die.
[00:06:06.160 --> 00:06:10.020]   Indeed, even during sleep, we are experiencing
[00:06:10.020 --> 00:06:13.300]   and more or less governed by these ultradian rhythms.
[00:06:13.300 --> 00:06:16.180]   This question and this answer is not so much about sleep,
[00:06:16.180 --> 00:06:18.000]   but just know that when you go to sleep at night
[00:06:18.000 --> 00:06:19.560]   until you wake up in the morning,
[00:06:19.560 --> 00:06:22.040]   every 90 minutes or so, your patterns of sleep,
[00:06:22.040 --> 00:06:25.720]   that is the percentage or ratio rather of slow wave sleep
[00:06:25.720 --> 00:06:27.660]   to light sleep to rapid eye movement sleep,
[00:06:27.660 --> 00:06:32.360]   changes in a way such that each 90 minute cycle
[00:06:32.360 --> 00:06:33.560]   gates the next cycle.
[00:06:33.560 --> 00:06:36.380]   It sort of flips the on switch for the next 90 minute cycle,
[00:06:36.380 --> 00:06:38.060]   then that 90 minute cycle ends,
[00:06:38.060 --> 00:06:39.380]   flips the on switch for the next one
[00:06:39.380 --> 00:06:40.640]   and so on and so forth.
[00:06:40.640 --> 00:06:42.480]   I mentioned all that because during the daytime,
[00:06:42.480 --> 00:06:44.600]   the same thing is true,
[00:06:44.600 --> 00:06:45.880]   but most people don't know
[00:06:45.880 --> 00:06:49.040]   when the 90 minute ultradian cycles begin.
[00:06:49.040 --> 00:06:50.040]   Because if you think about it,
[00:06:50.040 --> 00:06:53.840]   you could wake up on the basis of an alarm clock
[00:06:53.840 --> 00:06:55.120]   or noise in the room,
[00:06:55.120 --> 00:06:57.380]   or simply because you naturally wake up
[00:06:57.380 --> 00:07:00.280]   in the middle of an ultradian 90 minute cycle.
[00:07:00.280 --> 00:07:02.080]   So does that mean, for instance,
[00:07:02.080 --> 00:07:05.640]   that if you wake up 60 minutes into an ultradian cycle,
[00:07:05.640 --> 00:07:08.880]   that the next 30 minutes of your waking, right?
[00:07:08.880 --> 00:07:11.160]   Because that 60 minutes needs to continue to 90
[00:07:11.160 --> 00:07:12.500]   to complete an ultradian cycle,
[00:07:12.500 --> 00:07:15.760]   that the next 30 minutes after waking
[00:07:15.760 --> 00:07:18.440]   are related to the ultradian cycle
[00:07:18.440 --> 00:07:21.120]   that you were still in during sleep,
[00:07:21.120 --> 00:07:23.880]   or does it start a new ultradian cycle?
[00:07:23.880 --> 00:07:25.440]   And the answer is the former,
[00:07:25.440 --> 00:07:27.380]   that ultradian cycle continues
[00:07:27.380 --> 00:07:29.560]   even if you wake up in the middle of it.
[00:07:29.560 --> 00:07:32.360]   And so a lot of people who want to leverage ultradian cycles
[00:07:32.360 --> 00:07:33.320]   for learning will say,
[00:07:33.320 --> 00:07:34.660]   well, how do I know when to start one?
[00:07:34.660 --> 00:07:36.520]   Does it start when I hit my stopwatch?
[00:07:36.520 --> 00:07:38.800]   Can I just set a clock and work for 90 minutes?
[00:07:38.800 --> 00:07:40.600]   And the short answer is no.
[00:07:40.600 --> 00:07:41.940]   And that might seem unfortunate,
[00:07:41.940 --> 00:07:45.280]   but the good news is that you can figure out
[00:07:45.280 --> 00:07:49.800]   when your first proper ultradian cycle of the day begins
[00:07:49.800 --> 00:07:51.440]   simply by asking yourself,
[00:07:51.440 --> 00:07:54.680]   when are you most alert after waking?
[00:07:54.680 --> 00:07:57.240]   That is, if you were say to wake up at 7 a.m.
[00:07:57.240 --> 00:07:59.960]   and let's say that's the end of an ultradian cycle,
[00:07:59.960 --> 00:08:02.680]   or perhaps you're in the middle of an ultradian cycle,
[00:08:02.680 --> 00:08:04.200]   doesn't matter.
[00:08:04.200 --> 00:08:05.540]   What you need to watch for
[00:08:05.540 --> 00:08:07.220]   or pay attention to for a day or so
[00:08:07.220 --> 00:08:09.080]   is when you start to experience
[00:08:09.080 --> 00:08:13.160]   your greatest state of mental alertness in the morning.
[00:08:13.160 --> 00:08:15.080]   And here we can discard with all the issues
[00:08:15.080 --> 00:08:17.140]   and variables around caffeine or no caffeine,
[00:08:17.140 --> 00:08:19.200]   hydrating or no hydrating.
[00:08:19.200 --> 00:08:22.720]   Exercise is one variable that we'll consider in a moment,
[00:08:22.720 --> 00:08:24.720]   but here's the deal.
[00:08:24.720 --> 00:08:27.720]   These ultradian cycles are actually triggered
[00:08:27.720 --> 00:08:32.480]   by fluctuations in the so-called glucocorticoid system,
[00:08:32.480 --> 00:08:35.280]   the system that regulates cortisol release.
[00:08:35.280 --> 00:08:38.520]   And as some of you have probably heard me say before,
[00:08:38.520 --> 00:08:40.460]   cortisol, even though it's often discussed
[00:08:40.460 --> 00:08:41.560]   as a terrible thing,
[00:08:41.560 --> 00:08:44.520]   it's chronic stress, cortisol, cortisol, et cetera,
[00:08:44.520 --> 00:08:46.360]   cortisol is essential for health.
[00:08:46.360 --> 00:08:50.160]   And every day we get a rise in cortisol in the morning
[00:08:50.160 --> 00:08:52.360]   that is associated with enhanced immune function,
[00:08:52.360 --> 00:08:55.360]   enhanced alertness, enhanced ability to focus,
[00:08:55.360 --> 00:08:56.240]   so on and so forth.
[00:08:56.240 --> 00:08:59.080]   In fact, the protocol that I'm always beating the drum about
[00:08:59.080 --> 00:09:01.080]   that people should get sunlight in their eyes
[00:09:01.080 --> 00:09:02.400]   as close to waking as possible,
[00:09:02.400 --> 00:09:05.580]   that actually enhances or increases the peak level
[00:09:05.580 --> 00:09:08.600]   of cortisol that's experienced early in the day.
[00:09:08.600 --> 00:09:09.700]   And that sets in motion
[00:09:09.700 --> 00:09:11.360]   a number of these ultradian cycles.
[00:09:11.360 --> 00:09:13.280]   So for instance, if you wake up at 7 AM
[00:09:13.280 --> 00:09:15.800]   and you find that for the first hour after waking,
[00:09:15.800 --> 00:09:18.080]   you tend to be a little bit groggy
[00:09:18.080 --> 00:09:20.360]   or you happen to be groggy on a given day,
[00:09:20.360 --> 00:09:22.720]   but then you notice that your attention alertness
[00:09:22.720 --> 00:09:27.320]   starts to peak somewhere around 9.30 AM or 10 AM,
[00:09:27.320 --> 00:09:31.340]   you can be pretty sure that that first ultradian cycle
[00:09:31.340 --> 00:09:34.020]   for learning is going to be optimal
[00:09:34.020 --> 00:09:36.780]   to start at about 9.30 or 10 AM.
[00:09:36.780 --> 00:09:40.520]   How can I say about if it's indeed a 90 minute cycle?
[00:09:40.520 --> 00:09:43.880]   Well, this is really where the underlying neurobiology
[00:09:43.880 --> 00:09:45.380]   in these ultradian cycles converge
[00:09:45.380 --> 00:09:47.060]   to give you a specific protocol.
[00:09:47.060 --> 00:09:49.400]   The changes in cortisol that occur throughout the day
[00:09:49.400 --> 00:09:51.380]   involve, yes, a big peak early in the day,
[00:09:51.380 --> 00:09:53.340]   if you're getting your sunlight and caffeine
[00:09:53.340 --> 00:09:55.860]   and maybe even some exercise early in the day,
[00:09:55.860 --> 00:09:58.040]   but typically that peak comes early
[00:09:58.040 --> 00:10:01.120]   and then across the day, the baseline jitters a little bit.
[00:10:01.120 --> 00:10:03.240]   It comes down, but it bounces around a little bit.
[00:10:03.240 --> 00:10:04.420]   It's not a flat line
[00:10:04.420 --> 00:10:07.320]   if we were to measure your glucocorticoid levels.
[00:10:07.320 --> 00:10:10.360]   Each one of those little bumps corresponds to a shift
[00:10:10.360 --> 00:10:12.240]   in these ultradian cycles.
[00:10:12.240 --> 00:10:16.280]   So if you find that you are most alert at 9.30
[00:10:16.280 --> 00:10:18.320]   or starting to become alert at 9.30
[00:10:18.320 --> 00:10:20.260]   and then typically you have a peak of focus
[00:10:20.260 --> 00:10:22.380]   and concentration around 10 AM,
[00:10:22.380 --> 00:10:25.160]   that is really valuable to know
[00:10:25.160 --> 00:10:27.920]   because the way that the molecules
[00:10:27.920 --> 00:10:29.800]   that control neuroplasticity,
[00:10:29.800 --> 00:10:32.760]   that is the changes in neurons and other cell types
[00:10:32.760 --> 00:10:35.700]   in the brain that allow your nervous system to learn
[00:10:35.700 --> 00:10:38.600]   and literally for new connections to form between neurons,
[00:10:38.600 --> 00:10:40.760]   which is basically the basis of learning,
[00:10:40.760 --> 00:10:44.600]   those fluctuate according to these ultradian cycles.
[00:10:44.600 --> 00:10:45.660]   What does this mean?
[00:10:45.660 --> 00:10:50.140]   This means if your peak and alertness and focus and energy
[00:10:50.140 --> 00:10:51.820]   could even be experienced as physical energy
[00:10:51.820 --> 00:10:53.900]   occurs at about 9.30 AM,
[00:10:53.900 --> 00:10:56.580]   I would start your first ultradian cycle for learning
[00:10:56.580 --> 00:10:58.020]   somewhere around there.
[00:10:58.020 --> 00:10:59.960]   Certainly 9.30 AM would be ideal,
[00:10:59.960 --> 00:11:01.740]   but 10 AM would be fine as well.
[00:11:01.740 --> 00:11:04.220]   And then you have about one hour
[00:11:04.220 --> 00:11:06.260]   to get the maximum amount of learning in
[00:11:06.260 --> 00:11:08.000]   even within that ultradian cycle.
[00:11:08.000 --> 00:11:09.620]   This is where there's a lot of confusion out there.
[00:11:09.620 --> 00:11:12.040]   People think, oh, ultradian cycles are 90 minutes.
[00:11:12.040 --> 00:11:15.500]   Therefore we should be in our peak level of focus
[00:11:15.500 --> 00:11:16.760]   throughout that 90 minutes.
[00:11:16.760 --> 00:11:19.280]   In reality, most people take about 10 or 15 minutes
[00:11:19.280 --> 00:11:22.120]   to break into a really deep trench of focus.
[00:11:22.120 --> 00:11:24.580]   And then periodically throughout the next hour,
[00:11:24.580 --> 00:11:26.620]   they'll pop out of that focus
[00:11:26.620 --> 00:11:28.460]   and have to deliberately refocus.
[00:11:28.460 --> 00:11:30.120]   This is why, if possible,
[00:11:30.120 --> 00:11:31.720]   you want to turn off wifi connections
[00:11:31.720 --> 00:11:33.900]   and put your phone in the other room or turn it off.
[00:11:33.900 --> 00:11:35.500]   If you do need your phone or wifi,
[00:11:35.500 --> 00:11:37.980]   just be aware of how distracting those things can be
[00:11:37.980 --> 00:11:40.520]   to getting into a deep trench of focus.
[00:11:40.520 --> 00:11:42.360]   But the point is this,
[00:11:42.360 --> 00:11:44.680]   these 90 minute cycles occur periodically
[00:11:44.680 --> 00:11:45.640]   throughout the day,
[00:11:45.640 --> 00:11:48.300]   but there is going to be one period early in the day.
[00:11:48.300 --> 00:11:49.620]   And here I'm referring to this period
[00:11:49.620 --> 00:11:51.620]   as starting at about 9.30 or 10 AM.
[00:11:51.620 --> 00:11:55.540]   And then likely another one in the mid to late afternoon
[00:11:55.540 --> 00:11:59.340]   that are going to be ideal for focused learning.
[00:11:59.340 --> 00:12:02.780]   And that focused learning about should ideally
[00:12:02.780 --> 00:12:04.780]   have you set your clock,
[00:12:04.780 --> 00:12:07.720]   a stopwatch or something to measure 90 minutes.
[00:12:07.720 --> 00:12:10.180]   But do assume that there's going to be
[00:12:10.180 --> 00:12:11.400]   some jitter at the front end
[00:12:11.400 --> 00:12:13.140]   where you're not going to be able to focus
[00:12:13.140 --> 00:12:14.180]   as deeply as you would like.
[00:12:14.180 --> 00:12:16.900]   Then you'll get about an hour of deep focus.
[00:12:16.900 --> 00:12:18.380]   And then you really start to transition
[00:12:18.380 --> 00:12:20.540]   out of these ultradian cycles.
[00:12:20.540 --> 00:12:23.280]   How do you know when the afternoon ultradian cycle occurs?
[00:12:23.280 --> 00:12:25.560]   Well, just as in the morning it occurs
[00:12:25.560 --> 00:12:28.620]   because there's a brief but significant increase
[00:12:28.620 --> 00:12:32.600]   in the glucocorticoid system in the mid to late afternoon.
[00:12:32.600 --> 00:12:34.580]   I wish I could tell you it's going to be 2 PM
[00:12:34.580 --> 00:12:37.740]   or it's going to be 3 PM.
[00:12:37.740 --> 00:12:39.700]   That's really going to depend on the individual
[00:12:39.700 --> 00:12:40.820]   when you ingest caffeine,
[00:12:40.820 --> 00:12:42.860]   some of the other demands of your day.
[00:12:42.860 --> 00:12:45.020]   But you can learn to recognize
[00:12:45.020 --> 00:12:49.060]   when these two periods for optimized learning will occur.
[00:12:49.060 --> 00:12:50.780]   And here are the key principles.
[00:12:50.780 --> 00:12:52.780]   Watch for a day or two, meaning pay attention
[00:12:52.780 --> 00:12:54.840]   to when you have your peak levels of physical
[00:12:54.840 --> 00:12:56.460]   and mental energy in the morning.
[00:12:56.460 --> 00:12:58.220]   That is between waking and noon.
[00:12:58.220 --> 00:13:02.680]   And then again, between noon and about 6 or 7 PM.
[00:13:02.680 --> 00:13:04.600]   Although I'm sure that there are some late shifted folks
[00:13:04.600 --> 00:13:06.180]   that will experience their peak and focus
[00:13:06.180 --> 00:13:07.700]   somewhere around 6 or 7 PM,
[00:13:07.700 --> 00:13:09.740]   especially if they're waking up around 10 or 11 AM
[00:13:09.740 --> 00:13:12.340]   as I know some people out there are.
[00:13:12.340 --> 00:13:15.280]   Once you know where those peaks and focus occur
[00:13:15.280 --> 00:13:20.060]   on your schedule, set a stopwatch for one ultradian cycle
[00:13:20.060 --> 00:13:21.580]   in the early part of the day.
[00:13:21.580 --> 00:13:23.300]   In this example, I was saying 9.30,
[00:13:23.300 --> 00:13:26.060]   but if you can't hop on it until 10, that's fine.
[00:13:26.060 --> 00:13:28.980]   Set it for 90 minutes, consider that block wholly,
[00:13:28.980 --> 00:13:30.980]   meaning rule out all other distractions,
[00:13:30.980 --> 00:13:33.060]   but assume that within that 90 minute block,
[00:13:33.060 --> 00:13:35.580]   you were only going to be able to focus intensely
[00:13:35.580 --> 00:13:37.620]   for about one hour.
[00:13:37.620 --> 00:13:40.820]   And just know that the molecules that control neuroplasticity
[00:13:40.820 --> 00:13:42.700]   and these things have names and yes,
[00:13:42.700 --> 00:13:44.700]   brain derived neurotrophic factor or BDNF
[00:13:44.700 --> 00:13:46.360]   is sort of the most famous of those,
[00:13:46.360 --> 00:13:47.660]   but there are others as well.
[00:13:47.660 --> 00:13:50.880]   In fact, the very receptors that control synaptic strength,
[00:13:50.880 --> 00:13:52.420]   the connections between neurons,
[00:13:52.420 --> 00:13:54.980]   some of the neurotransmitters and neuromodulators involved
[00:13:54.980 --> 00:13:57.840]   in synaptic plasticity, they undergo regulation
[00:13:57.840 --> 00:14:01.780]   by these ultradian or changes in glucocorticoid.
[00:14:01.780 --> 00:14:04.940]   And then try and capture a second
[00:14:04.940 --> 00:14:07.520]   ultradian learning block in the afternoon.
[00:14:07.520 --> 00:14:09.720]   Again, just knowing that the first 10 or 15 minutes,
[00:14:09.720 --> 00:14:12.500]   consider it mental warmup, and then you get about an hour,
[00:14:12.500 --> 00:14:13.780]   it's not exactly 60 minutes,
[00:14:13.780 --> 00:14:15.640]   but about an hour to maximize learning.
[00:14:15.640 --> 00:14:17.100]   So if you're trying to learn something,
[00:14:17.100 --> 00:14:19.300]   really capture it during that phase as well.
[00:14:19.300 --> 00:14:23.020]   Now, is there a third opportunity or a fourth opportunity?
[00:14:23.020 --> 00:14:25.620]   This relates to Jackson's question directly.
[00:14:25.620 --> 00:14:27.900]   And the short answer is not really.
[00:14:27.900 --> 00:14:30.240]   Unless you're somebody who requires very little sleep,
[00:14:30.240 --> 00:14:33.380]   within the 12 or 16 hours that one tends to be awake
[00:14:33.380 --> 00:14:35.940]   during the day or 18 hours that one tends to be awake,
[00:14:35.940 --> 00:14:38.020]   there are really only two of these major peaks
[00:14:38.020 --> 00:14:39.540]   in the glucocorticoid system
[00:14:39.540 --> 00:14:41.700]   that trigger the onset of these circadian cycles.
[00:14:41.700 --> 00:14:45.520]   Again, there's sort of a ramping up and a ramping down
[00:14:45.520 --> 00:14:47.280]   of glucocorticoids throughout the day.
[00:14:47.280 --> 00:14:49.860]   But the real key here is to learn when you tend
[00:14:49.860 --> 00:14:52.740]   to be most focused based on your regular sleep wake cycle,
[00:14:52.740 --> 00:14:54.660]   caffeine intake, exercise, et cetera.
[00:14:54.660 --> 00:14:57.020]   And again, that's going to vary from person to person.
[00:14:57.020 --> 00:14:58.780]   And you really only have two opportunities
[00:14:58.780 --> 00:15:01.080]   or two ultradian cycles to capture
[00:15:01.080 --> 00:15:03.520]   in order to get the maximum focus,
[00:15:03.520 --> 00:15:06.620]   challenging work done, AKA learning.
[00:15:06.620 --> 00:15:08.300]   So for somebody that wants to learn
[00:15:08.300 --> 00:15:11.220]   an immense amount of material or who has the opportunity
[00:15:11.220 --> 00:15:15.100]   to capture another ultradian cycle,
[00:15:15.100 --> 00:15:17.140]   the other time where that tends to occur
[00:15:17.140 --> 00:15:18.720]   is also early days.
[00:15:18.720 --> 00:15:22.580]   So some people by waking up early and using stimulants
[00:15:22.580 --> 00:15:23.840]   like caffeine and hydration
[00:15:23.840 --> 00:15:26.080]   or some brief high intensity exercise
[00:15:26.080 --> 00:15:28.260]   can trigger that cortisol pulse
[00:15:28.260 --> 00:15:29.700]   to shift a little bit earlier
[00:15:29.700 --> 00:15:31.860]   so that they can capture a morning work block
[00:15:31.860 --> 00:15:35.460]   that occurs somewhere, let's say between six and 7.30 AM.
[00:15:35.460 --> 00:15:37.500]   So let's think about our typical person,
[00:15:37.500 --> 00:15:41.020]   at least in my example, that's waking up around 7.00 AM.
[00:15:41.020 --> 00:15:42.180]   And then I said,
[00:15:42.180 --> 00:15:45.500]   has their first ultradian work cycle really flip on
[00:15:45.500 --> 00:15:48.540]   'cause that bump in cortisol around 9.30 or 10.00 AM?
[00:15:48.540 --> 00:15:51.120]   If that person were say to set their alarm clock
