
[00:00:00.000 --> 00:00:03.000]   ♪ Blessing in the mornin' ♪
[00:03:44.000 --> 00:03:46.000]   but it's not in any way uncommon
[00:03:46.000 --> 00:03:49.000]   to have children spend $10,000 to $20,000 per year
[00:03:49.000 --> 00:03:53.000]   for just kind of a middle-of-the-road private school tuition payment
[00:03:53.000 --> 00:03:55.000]   for their children's education.
[00:03:55.000 --> 00:03:58.000]   But when I look at it, I always ask myself the question,
[00:03:58.000 --> 00:04:00.000]   what kind of results are we getting for this money?
[00:04:00.000 --> 00:04:03.000]   Are we getting a good return on investment?
[00:04:03.000 --> 00:04:07.000]   And I confess to you that many times my answer is no.
[00:04:07.000 --> 00:04:10.000]   We don't get very much of a return on an investment.
[00:04:10.000 --> 00:04:15.000]   If you go and you look at kind of the middle-of-the-road private school in your town,
[00:04:15.000 --> 00:04:19.000]   and you compare the educational outcomes of the students of that school
[00:04:19.000 --> 00:04:23.000]   with the educational outcomes of the students in the local government school,
[00:04:23.000 --> 00:04:24.000]   there might be a difference,
[00:04:24.000 --> 00:04:29.000]   but it's not nearly as impressive of a difference as you often wish for.
[00:04:29.000 --> 00:04:31.000]   And so I look at a lot of the money and I think,
[00:04:31.000 --> 00:04:35.000]   is there a way that we can get better results for this money?
[00:04:35.000 --> 00:04:39.000]   Is there a way that we can get more of a return on our investment?
[00:04:39.000 --> 00:04:44.000]   And I'm convinced that most of the time the answer is yes.
[00:04:44.000 --> 00:04:47.000]   So I, like you, care a lot about the education of my children,
[00:04:47.000 --> 00:04:51.000]   and I invest heavily into the education of my children.
[00:04:51.000 --> 00:04:58.000]   But I'm trying to use my thoughtful analytical brain and my good research ability, etc.,
[00:04:58.000 --> 00:05:01.000]   to get better results for less money.
[00:05:01.000 --> 00:05:06.000]   And thus that's where this particular topic comes from and why I want to share it with you.
[00:05:06.000 --> 00:05:12.000]   Because I guarantee you this, there is not a foreign language school program--
[00:05:12.000 --> 00:05:18.000]   excuse me, a foreign language program in any school where you or I live
[00:05:18.000 --> 00:05:24.000]   that has gotten the kind of high-quality results that I've been able to get in my home over the last year.
[00:05:24.000 --> 00:05:28.000]   And so I want to tell you what I've done, why I've done it,
[00:05:28.000 --> 00:05:32.000]   and give you some tools to do things for yourself.
[00:05:32.000 --> 00:05:39.000]   Now, you know that foreign language acquisition is not the whole of an education.
[00:05:39.000 --> 00:05:41.000]   This is just simply one part.
[00:05:41.000 --> 00:05:44.000]   I consider this to be an important part of education.
[00:05:44.000 --> 00:05:54.000]   And let me take a moment and share with you why I consider this to be an important part of a good, high-quality education.
[00:05:54.000 --> 00:06:02.000]   It's not that people don't understand that acquiring a second language can't be something that's useful.
[00:06:02.000 --> 00:06:04.000]   Most people say, "Yeah, that's a good idea."
[00:06:04.000 --> 00:06:10.000]   And in fact, in most of the school systems around us, just to get your high school diploma,
[00:06:10.000 --> 00:06:15.000]   you usually need to have at least two years of some kind of foreign language study.
[00:06:15.000 --> 00:06:17.000]   So people understand that it's important.
[00:06:17.000 --> 00:06:25.000]   But those of us who are natives of the English-speaking world, we are spoiled by the dominance, the global dominance of English.
[00:06:25.000 --> 00:06:31.000]   And so we often don't give it as much thought as people from other parts of the world do.
[00:06:31.000 --> 00:06:36.000]   I've not met a wealthy man from a non-English-speaking part of the world
[00:06:36.000 --> 00:06:41.000]   who hasn't sat down as a basic requirement of success that his children learn English.
[00:06:41.000 --> 00:06:46.000]   All around the world, it's understood that English is necessary for future success.
[00:06:46.000 --> 00:06:50.000]   But in the English-speaking world, we're not quite so tuned into it.
[00:06:50.000 --> 00:06:53.000]   So why is foreign language education so important?
[00:06:53.000 --> 00:07:04.000]   At its core, I consider that foreign language education is important because it helps to expand the brain of the person.
[00:07:04.000 --> 00:07:09.000]   It makes the brain more plastic, more malleable, and it allows them to look at the world in multiple ways.
[00:07:09.000 --> 00:07:17.000]   I personally use for myself foreign language acquisition just simply part of a discipline of systematically getting smarter.
[00:07:17.000 --> 00:07:21.000]   I believe that the brain is a muscle, just like other parts of our body,
[00:07:21.000 --> 00:07:26.000]   and as such, it needs to be consistently exercised, consistently worked out.
[00:07:26.000 --> 00:07:36.000]   While the good proper academic research is harder to nail down than perhaps those of us who do this kind of stuff might like,
[00:07:36.000 --> 00:07:42.000]   just the anecdotal observational evidence is pretty strong that when you use your brain, you can make it get stronger.
[00:07:42.000 --> 00:07:47.000]   And I think that you should get smarter every single day, just like we should get stronger every single day.
[00:07:47.000 --> 00:07:49.000]   We should get smarter every single day.
[00:07:49.000 --> 00:07:54.000]   And so we should consistently do things that make our brains smarter.
[00:07:54.000 --> 00:08:04.000]   Our brain is a language organism, and as such, language acquisition and moving among languages is something that helps it to be smarter.
[00:08:04.000 --> 00:08:12.000]   And so I want to also give my children the gift of being able to thrive in a world of many different cultures,
[00:08:12.000 --> 00:08:17.000]   to be able to thrive in a world that is bigger than just simply the English-speaking world.
[00:08:17.000 --> 00:08:26.000]   I have noticed over the years that those who only speak English have a, there's a large amount of the world that they can live in,
[00:08:26.000 --> 00:08:29.000]   but it's a very homogenous system.
[00:08:29.000 --> 00:08:41.000]   And they, because of their lack of a second language, they're kind of limited to the handful of native English-speaking countries where they can be most comfortable.
[00:08:41.000 --> 00:08:51.000]   But if you give just one foreign language to that person, all of a sudden, they build the ability to go quickly and comfortably among different cultures.
[00:08:51.000 --> 00:09:02.000]   Even if it's not the culture that they're actually, that they speak the language, just by having the confidence in multiple cultural settings, multiple languages,
[00:09:02.000 --> 00:09:09.000]   makes a big, big difference in their skills in the world.
[00:09:09.000 --> 00:09:15.000]   And then of course we know that I consider that, well, I consider that languages are just simply part of a talent stack.
[00:09:15.000 --> 00:09:20.000]   That if you look at the talent stack that we're trying to give to our children to say,
[00:09:20.000 --> 00:09:27.000]   "Here are some unique abilities, some unique skills that will be useful to you in different parts of life,"
[00:09:27.000 --> 00:09:30.000]   languages are kind of a cheat code.
[00:09:30.000 --> 00:09:37.000]   Because you can take a talent stack of one set of talents, let's say a talent such as being a skilled speaker,
[00:09:37.000 --> 00:09:42.000]   and all of a sudden, if you can just simply do that in two or three languages, it massively opens up the opportunities,
[00:09:42.000 --> 00:09:50.000]   and it makes you much more interesting, it makes you stand out, it helps to make it much more likely that you're going to have good employment opportunities,
[00:09:50.000 --> 00:09:53.000]   that you'll be able to see the world in a different way, et cetera.
[00:09:53.000 --> 00:10:02.000]   So I think if you think about the opportunity to have a child who is monolingual versus a child who is bilingual or multilingual,
[00:10:02.000 --> 00:10:05.000]   it just seems like a powerful, powerful benefit.
[00:10:05.000 --> 00:10:07.000]   But why don't we often do it?
[00:10:07.000 --> 00:10:13.000]   Well, because it's often hard to do, it's time-consuming, and we just don't get great results.
[00:10:13.000 --> 00:10:22.000]   If you look at the actual results that most formalized school systems get with language teaching, the results are atrocious.
[00:10:22.000 --> 00:10:25.000]   They will study for years and get very, very poor results.
[00:10:25.000 --> 00:10:31.000]   And most of the people who go through the classes won't stick with the language, they don't enjoy it, and they get very poor results.
[00:10:31.000 --> 00:10:34.000]   And so I've had an interest to see, can we change that?
[00:10:34.000 --> 00:10:36.000]   And I did change that.
[00:10:36.000 --> 00:10:39.000]   The first language that I taught my children was Spanish.
[00:10:39.000 --> 00:10:44.000]   And let me explain to you why I've chosen the languages that I've chosen to teach them thus far.
[00:10:44.000 --> 00:10:49.000]   The simple and obvious one was Spanish, because both my wife and I spoke Spanish.
[00:10:49.000 --> 00:10:56.000]   And so it was closer to us and more feasible for me to teach my children Spanish, because we both already spoke basic Spanish.
[00:10:56.000 --> 00:11:04.000]   In addition, of course, Spanish is an exceedingly useful language for those of us who are in North America.
[00:11:04.000 --> 00:11:16.000]   It is predicted that by the middle of this century, the United States will be the second largest, second most populous Spanish-speaking country in the world, second only to Mexico.
[00:11:16.000 --> 00:11:23.000]   If you look at the population growth of Spanish-speaking persons in the United States, it is absolutely massive.
[00:11:23.000 --> 00:11:30.000]   And so it is expected that right now the United States is the fifth most populous Spanish-speaking nation,
[00:11:30.000 --> 00:11:36.000]   but by the middle of the century it's expected the United States will be the second most populous Spanish-speaking nation.
[00:11:36.000 --> 00:11:44.000]   And so in the United States, we're quickly turning into a world in which being bilingual is something that's quite useful.
[00:11:44.000 --> 00:11:47.000]   And so that's obvious.
[00:11:47.000 --> 00:11:51.000]   In addition, of course, Spanish is a very widely, globally spoken language.
[00:11:51.000 --> 00:11:56.000]   And so it's often not a leading cultural language, it's often not a leading...
[00:11:56.000 --> 00:12:09.000]   It's not a language of science, it's not a language of literature, it's a useful language in terms of the ability to travel in Central and South America, etc.
[00:12:09.000 --> 00:12:12.000]   And so we chose to speak with Spanish first.
[00:12:12.000 --> 00:12:16.000]   Then, when I looked at it, I decided to go with French next.
[00:12:16.000 --> 00:12:23.000]   And the reason that I chose French was that French... there's obviously a very close connection between Spanish and French.
[00:12:23.000 --> 00:12:34.000]   And so once you've learned one Romance language, picking up another Romance language is of much lower difficulty than picking up a totally unrelated language.
[00:12:34.000 --> 00:12:37.000]   Romance languages would be languages that have come from Latin.
[00:12:37.000 --> 00:12:43.000]   The most popular ones are, of course, Spanish, French, Italian, Portuguese, and Romanian.
[00:12:43.000 --> 00:12:49.000]   Those are usually the list of five that is considered to be the Romance languages.
[00:12:49.000 --> 00:12:53.000]   And so if you speak Spanish, you already have quite a lot.
[00:12:53.000 --> 00:13:05.000]   In French, for English speakers, French is a pretty easy language to learn because English has a very, very high concentration of French words in it.
[00:13:05.000 --> 00:13:11.000]   Something like... it's estimated that about 40% of the English vocabulary comes directly from French.
[00:13:11.000 --> 00:13:14.000]   And when you start learning French, you see this everywhere.
[00:13:14.000 --> 00:13:20.000]   That so many of the words come directly from French, we've just adjusted the pronunciations.
[00:13:20.000 --> 00:13:23.000]   We don't pronounce them in a French way, we pronounce them in an English way.
[00:13:23.000 --> 00:13:29.000]   So English is best understood to be a Germanic language with a Latin vocabulary.
[00:13:29.000 --> 00:13:47.000]   And more than any other language in the world, if you learn French, then you're going to have a very, very strong overlay of cognates of words that are just gimmies, freebies, because you understand them perfectly between the two languages.
[00:13:47.000 --> 00:13:52.000]   And I look for this as part of the benefits of learning a second language.
[00:13:52.000 --> 00:14:03.000]   So if you look, for example, in terms of a child's academic skills, people who speak a second language often have a much higher understanding of English.
[00:14:03.000 --> 00:14:11.000]   The highest verbal scores on the SAT and other standardized tests often come from those who have studied another language.
[00:14:11.000 --> 00:14:14.000]   And Latin is perhaps the most effective language.
[00:14:14.000 --> 00:14:18.000]   Those who've studied Latin do very, very well in their English scores.
[00:14:18.000 --> 00:14:24.000]   I think there's a place for that, but I'm not too enthusiastic about studying Latin just because it's a dead language.
[00:14:24.000 --> 00:14:30.000]   And notwithstanding the academic arguments about, "Oh, it's the great thing to do," I don't have much interest in Latin.
[00:14:30.000 --> 00:14:37.000]   But when I looked at things like the SAT verbal score results, just right below those who've studied Latin as those who've studied French.
[00:14:37.000 --> 00:14:46.000]   And so I don't see the point of studying Latin if you can just simply study a living language and pick up most of the benefits from the study of Latin.
[00:14:46.000 --> 00:14:55.000]   So studying French will help your English in a dramatic way in terms of your vocabulary and your ability with the language.
[00:14:55.000 --> 00:15:01.000]   And so there's a lot of overlap between Spanish and French and English, and so they're kind of a gimme, right?
[00:15:01.000 --> 00:15:03.000]   You get one and it's just a little bit more to get the next.
[00:15:03.000 --> 00:15:07.000]   That's why I chose French for the next language.
[00:15:07.000 --> 00:15:11.000]   So what are the results that I've achieved in the last year?
[00:15:11.000 --> 00:15:16.000]   And I tracked this to see what we could do in a year.
[00:15:16.000 --> 00:15:25.000]   The results that I have achieved have varied dramatically based upon the age and the ability of my different children.
[00:15:25.000 --> 00:15:31.000]   And so I'll begin with the most impressive results, which are those of my eight-year-old.
[00:15:31.000 --> 00:15:41.000]   One year ago, at the beginning of 2021, he spoke no French and had been exposed to no French until I started this progress.
[00:15:41.000 --> 00:15:59.000]   Today, one year later, and I measured this right at the end of the calendar year, he is able to read at his grade level in French and is reading for enjoyment without distinguishing between French books versus English books versus Spanish books.
[00:15:59.000 --> 00:16:04.000]   What I say distinguishing, I mean, of course he understands the language, but it doesn't show a strong preference.
[00:16:04.000 --> 00:16:07.000]   I don't have to try to get him to read a book in French.
[00:16:07.000 --> 00:16:11.000]   He enjoys the books in French equally as much as he enjoys the other books.
[00:16:11.000 --> 00:16:17.000]   And so he's reading material, best examples would be Le Club de Cinq by Enid Blyton.
[00:16:17.000 --> 00:16:21.000]   He really enjoys those, and I've been able to get all of those in French.
[00:16:21.000 --> 00:16:27.000]   Other books, he enjoys La Cabane Magique, the Magic Treehouse books in French.
[00:16:27.000 --> 00:16:38.000]   He enjoys Roald Dahl books in French, Charlie and the Chocolate Factory, Charlie and the Glass Elevator, enjoys those books in French.
[00:16:38.000 --> 00:16:41.000]   He also enjoys reading encyclopedias in French.
[00:16:41.000 --> 00:16:51.000]   I've purchased a number of encyclopedias, things like how it's made, different mechanical things, books on airplanes, books on trains, planes, trains, automobiles, etc.
[00:16:51.000 --> 00:16:54.000]   He enjoys reading all of those in French.
[00:16:54.000 --> 00:16:57.000]   And I work hard to get my hands on books.
[00:16:57.000 --> 00:17:01.000]   He's been enjoying the Geronimo Stilton books in French.
[00:17:01.000 --> 00:17:08.000]   Anything I can get my hands on that is an interesting story for children, he enjoys reading in French.
[00:17:08.000 --> 00:17:12.000]   We haven't yet tried things like Jules Verne.
[00:17:12.000 --> 00:17:16.000]   That's been my kind of goal, is to go ahead and get him started on Jules Verne.
[00:17:16.000 --> 00:17:24.000]   But I've intentionally waited just a little bit, because I feel like it's not a matter of the language being too difficult,
[00:17:24.000 --> 00:17:35.000]   just simply a matter of the subject matter being a couple of years, and Verne's writing style, because it's so detailed, being just a little bit beyond where he's at intellectually.
[00:17:35.000 --> 00:17:39.000]   And so that's been a great metric to see.
[00:17:39.000 --> 00:17:46.000]   So in terms of the four language modalities, we've been able to go from nothing to reading comfortably at grade level in French.
[00:17:46.000 --> 00:17:53.000]   When I say grade level, I go on Amazon, for example, and when I'm looking at a book, I look and it says, "Oh, this is for 8 to 12 year olds."
[00:17:53.000 --> 00:17:56.000]   And so I get it, and he's able to enjoy it.
[00:17:56.000 --> 00:18:05.000]   And so I don't have a great list of all of the books that are assigned for 8 year olds, 9 year olds, and 10 year olds in the French education system.
[00:18:05.000 --> 00:18:08.000]   I haven't been able to come up with such a list yet.
[00:18:08.000 --> 00:18:19.000]   But just going with those basic indicators, he's basically reading in French like a French 8 year old is able to read, at least as best I can determine.
[00:18:19.000 --> 00:18:21.000]   So that's reading.
[00:18:21.000 --> 00:18:23.000]   What about listening to spoken French?
[00:18:23.000 --> 00:18:32.000]   Well, we have very limited opportunities to listen to spoken French, and so he does enjoy listening to French audio books when I can find a good French audio book.
[00:18:32.000 --> 00:18:41.000]   It's difficult for me to screen the materials, to find the really high quality stuff, and to get good audio recordings of French audio books.
[00:18:41.000 --> 00:18:46.000]   But with the ones that I have tried, he's able to enjoy them without the crutch of reading the words.
[00:18:46.000 --> 00:18:54.000]   He's able to follow the plot and enjoy the story and listen for pleasure and amusement with all of the normal expressions of delight, right?
[00:18:54.000 --> 00:18:59.000]   The normal following along with the story, laughing, enjoying it, understanding the plot, what's going on.
[00:18:59.000 --> 00:19:04.000]   I've never tried to engage in any kind of measurement of comprehension.
[00:19:04.000 --> 00:19:10.000]   I don't know whether he's comprehending 90%, 80%, 95%, 70%.
[00:19:10.000 --> 00:19:11.000]   I don't know, and I don't care.
[00:19:11.000 --> 00:19:16.000]   I don't think that testing comprehension helps in any way from my studies.
[00:19:16.000 --> 00:19:21.000]   But he's able to enjoy, and I see evidence of him enjoying spoken French.
[00:19:21.000 --> 00:19:25.000]   What we don't have is we don't have colloquial French.
[00:19:25.000 --> 00:19:28.000]   We don't have colloquial conversational French.
[00:19:28.000 --> 00:19:34.000]   And so I've been able to find no materials that I thought were useful for that purpose.
[00:19:34.000 --> 00:19:38.000]   I haven't been able to find a--I haven't really looked.
[00:19:38.000 --> 00:19:45.000]   It hasn't been important to me to look for, but I haven't looked for movies in French that were age appropriate, etc.
[00:19:45.000 --> 00:19:47.000]   And so he doesn't have any exposure to that.
[00:19:47.000 --> 00:19:52.000]   And of course, we're not in France, so we don't have a good opportunity to play with other children.
[00:19:52.000 --> 00:19:53.000]   That all will come in time.
[00:19:53.000 --> 00:19:58.000]   It's not a concern to me, which I'll get to in a moment, but--so I don't have any evidence of that.
[00:19:58.000 --> 00:20:03.000]   What about ability to produce the language, either in speaking or in writing?
[00:20:03.000 --> 00:20:09.000]   Again, I consider this to be not an important metric in the beginning years of language acquisition.
[00:20:09.000 --> 00:20:12.000]   And so it's not a big deal to me.
[00:20:12.000 --> 00:20:14.000]   I have a little bit of evidence that he's able to produce the language.
[00:20:14.000 --> 00:20:16.000]   He'll from time to time say something in French.
[00:20:16.000 --> 00:20:24.000]   He'll compose something, but I have had no opportunities for him to be in a context where he's had the chance to produce a lot of language.
[00:20:24.000 --> 00:20:30.000]   And so at some point, I will create those opportunities, but I haven't chosen to go and artificially create them.
[00:20:30.000 --> 00:20:38.000]   And then with creating verbal--excuse me--spoken--written French, no--I've made no efforts to require him to write in French at all.
[00:20:38.000 --> 00:20:41.000]   So I have no evidence of his skills whatsoever.
[00:20:41.000 --> 00:20:43.000]   So that's what we've achieved in a year.
[00:20:43.000 --> 00:20:47.000]   I think it's pretty fantastic in terms of the results for my 8-year-old.
[00:20:47.000 --> 00:20:53.000]   But, of course, there's more to do in the coming years, but I'm very, very pleased with that.
[00:20:53.000 --> 00:20:55.000]   What about the younger children?
[00:20:55.000 --> 00:21:04.000]   Well, the younger children have made virtually no progress because of the fact that I've had minimal ability to expose them to the language.
[00:21:04.000 --> 00:21:09.000]   And so with the others, I am still reading to them, but I am still at the translation stage.
[00:21:09.000 --> 00:21:13.000]   So I read to them a little bit here and there, but I'm still translating.
[00:21:13.000 --> 00:21:16.000]   I read in French, translate to English, read in French, translate to English.
[00:21:16.000 --> 00:21:24.000]   And I'm sure that they are acquiring vocabulary little by little, but I don't have any evidence of how much they understand.
[00:21:24.000 --> 00:21:27.000]   I do know that if I stop translating, then they don't usually enjoy that.
[00:21:27.000 --> 00:21:30.000]   They ask me to go back to translating, and so I haven't pushed it.
[00:21:30.000 --> 00:21:37.000]   And I also know that I have struggled over the course of the year to find enough materials.
[00:21:37.000 --> 00:21:46.000]   And so we went months and months with doing nothing with French until I was able to go to France over the summer and get more books and find books that would actually work for us.
[00:21:46.000 --> 00:21:50.000]   So we're making progress, but it's very, very slow.
[00:21:50.000 --> 00:21:52.000]   And I only have one child who is reading.
[00:21:52.000 --> 00:21:59.000]   My 6-year-old has demonstrated lots and lots of resistance to reading in English, in any language.
[00:21:59.000 --> 00:22:02.000]   And so because of that, I only have one child who is reading.
[00:22:02.000 --> 00:22:15.000]   And so it's been fascinating to see this just night and day difference between a reader and a non-reader in terms of ease with which the reader has been able to pick up the language versus the non-reader still struggling.
[00:22:15.000 --> 00:22:17.000]   So we'll see.
[00:22:17.000 --> 00:22:20.000]   I keep pressing on, and I'm not going to stop.
[00:22:20.000 --> 00:22:27.000]   But it's been, when I say the most impressive results, it's one of my four children who is able to read.
[00:22:27.000 --> 00:22:35.000]   So over the coming years, I expect the 6-year-old to pick up the pace much more quickly once she's able to read.
[00:22:35.000 --> 00:22:38.000]   But it hasn't happened yet.
[00:22:38.000 --> 00:22:44.000]   So let me tell you what I have specifically done and what has worked well.
[00:22:44.000 --> 00:22:59.000]   To begin with, I started by brainwashing my children, meaning that I have tried very hard to not set low expectations but to set higher expectations, especially in the subject of something like language acquisition.
[00:22:59.000 --> 00:23:03.000]   I think that expectation is everything.
[00:23:03.000 --> 00:23:10.000]   We know that people, everyone in the world is able to acquire multiple languages, many languages they want to acquire.
[00:23:10.000 --> 00:23:17.000]   There is zero evidence that there are people who can't be bilingual or can't be multilingual.
[00:23:17.000 --> 00:23:26.000]   And there's abundant evidence from people who are raised in contexts where multilingualism is important that they're able to acquire as many languages as are necessary.
[00:23:26.000 --> 00:23:30.000]   And we know that it's just a function of time and exposure to the language.
[00:23:30.000 --> 00:23:43.000]   And so the biggest handicap that most of us who are from English-speaking places face is that bilingualism or multilingualism is not valued in our cultures.
[00:23:43.000 --> 00:23:51.000]   It's not valued in the United States. It's not valued in the UK. It's a little bit valued in Canada, but in practice, not much.
[00:23:51.000 --> 00:23:56.000]   And that's very different than if you're in a culturally intermixed place.
[00:23:56.000 --> 00:24:02.000]   If you're a Swiss, then you understand that it's perfectly normal that you're going to speak three to four languages.
[00:24:02.000 --> 00:24:07.000]   You are going to study in school three to four languages. Everyone around you speaks three to four languages.
[00:24:07.000 --> 00:24:09.000]   And that's an expected thing.
[00:24:09.000 --> 00:24:17.000]   And so the Swiss have an orientation that's different than those of us in the native English-speaking world do.
[00:24:17.000 --> 00:24:21.000]   So what I've tried to do is I've tried to keep those negative influences out of my children.
[00:24:21.000 --> 00:24:23.000]   And I've tried to reset the reality.
[00:24:23.000 --> 00:24:31.000]   And it's my opinion and observation that there's actually no reason why you can't speak ten languages very well.
[00:24:31.000 --> 00:24:37.000]   There are lots and lots of polyglots today who speak a dozen languages with very high degrees of fluency.
[00:24:37.000 --> 00:24:40.000]   Some who quite literally speak dozens.
[00:24:40.000 --> 00:24:51.000]   And so in the modern world, because of our ability to have access to the globe's best and brightest minds showing their best results, we're able to use that as a set point.
[00:24:51.000 --> 00:24:59.000]   I remember a few years ago, for example, this wonderful Russian girl named Bella who was quite famous as a polyglot and appeared on all these different shows.
[00:24:59.000 --> 00:25:01.000]   And I showed my children a picture of Bella.
[00:25:01.000 --> 00:25:05.000]   He was this little four or five year old girl speaking six or seven languages, reading in all of them.
[00:25:05.000 --> 00:25:08.000]   And I showed them that, look, this is available.
[00:25:08.000 --> 00:25:14.000]   I found other children who were quite multilingual and I showed them the input of just simply looking.
[00:25:14.000 --> 00:25:15.000]   This is expected.
[00:25:15.000 --> 00:25:22.000]   And of course, when I talk about languages, I have chosen to set the expectation of, oh, this is just something that we do.
