
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:02:21.000 --> 00:02:23.000]   and I'm happy to bring all kinds of people on the show
[00:02:23.000 --> 00:02:25.000]   if you can suggest them.
[00:02:25.000 --> 00:02:28.000]   So this is one example of that happening.
[00:02:28.000 --> 00:02:31.000]   Steve has been fascinated with financial markets
[00:02:31.000 --> 00:02:34.000]   for a very long time, and he's been trading his own accounts
[00:02:34.000 --> 00:02:36.000]   for a very long time, and he's working hard
[00:02:36.000 --> 00:02:38.000]   on his own financial independence plan.
[00:02:38.000 --> 00:02:41.000]   As you'll hear in today's interview, he's almost there.
[00:02:41.000 --> 00:02:44.000]   What's interesting about Steve, though, is with the exception
[00:02:44.000 --> 00:02:48.000]   of his current project, which is called New Trader University,
[00:02:48.000 --> 00:02:50.000]   which we will talk about in today's show,
[00:02:50.000 --> 00:02:54.000]   he's primarily been investing in trading for his own accounts,
[00:02:54.000 --> 00:02:56.000]   and he's learned a lot of things the hard way.
[00:02:56.000 --> 00:02:59.000]   He's not working managing a mutual fund portfolio.
[00:02:59.000 --> 00:03:02.000]   He is not an advisor on any publicly traded funds.
[00:03:02.000 --> 00:03:04.000]   He's not establishing publicly traded funds.
[00:03:04.000 --> 00:03:07.000]   He's not involved in the formal side of the business.
[00:03:07.000 --> 00:03:10.000]   Primarily, he's been involved in running his own accounts,
[00:03:10.000 --> 00:03:12.000]   and then as he has learned over the years,
[00:03:12.000 --> 00:03:14.000]   he's gone on to write some books about investing
[00:03:14.000 --> 00:03:18.000]   and also to build out a website and a course about investing,
[00:03:18.000 --> 00:03:20.000]   and you'll hear the details of that in today's show.
[00:03:20.000 --> 00:03:22.000]   What I try to do with this interview,
[00:03:22.000 --> 00:03:25.000]   and I hope you like it, is just simply get past
[00:03:25.000 --> 00:03:29.000]   the normal professional side of things
[00:03:29.000 --> 00:03:31.000]   and try to find out a little bit about Steve
[00:03:31.000 --> 00:03:33.000]   and his actual experience.
[00:03:33.000 --> 00:03:36.000]   I know many of you are interested in trading.
[00:03:36.000 --> 00:03:39.000]   I'm interested in trading, and yet it's a bit daunting
[00:03:39.000 --> 00:03:40.000]   to figure out how to get started,
[00:03:40.000 --> 00:03:43.000]   so that's what I really tried to probe at in today's interview.
[00:03:43.000 --> 00:03:45.000]   Hope you like it. Here we go.
[00:03:45.000 --> 00:03:48.000]   Steve, welcome to the Radical Personal Finance Podcast.
[00:03:48.000 --> 00:03:50.000]   I appreciate you being with me today.
[00:03:50.000 --> 00:03:52.000]   Hi. Hey, how are you doing, Josh?
[00:03:52.000 --> 00:03:55.000]   I've been looking forward to this since a couple of listeners
[00:03:55.000 --> 00:03:59.000]   recommended you and your site, New Trader U,
[00:03:59.000 --> 00:04:02.000]   New Trader University, as being a good fit for the show.
[00:04:02.000 --> 00:04:04.000]   So what I'd love to do is,
[00:04:04.000 --> 00:04:06.000]   why don't you kick it off with a little bit about your background
[00:04:06.000 --> 00:04:09.000]   and how you got into the world of stock trading.
[00:04:09.000 --> 00:04:12.000]   Yeah, I've been fascinated with the stock market
[00:04:12.000 --> 00:04:16.000]   and the financial markets as far back as I can remember.
[00:04:16.000 --> 00:04:19.000]   I can't remember not looking at stock ticker prices
[00:04:19.000 --> 00:04:22.000]   in newspapers even before the internet existed.
[00:04:22.000 --> 00:04:26.000]   And I was fascinated with numbers and compound returns
[00:04:26.000 --> 00:04:29.000]   and interest and business and entrepreneurship,
[00:04:29.000 --> 00:04:32.000]   and it's just always been something I've always done
[00:04:32.000 --> 00:04:37.000]   and working on building capital for the last 20 years now.
[00:04:37.000 --> 00:04:40.000]   And it's just always been something I like.
[00:04:40.000 --> 00:04:42.000]   Other men love sports and ESPN.
[00:04:42.000 --> 00:04:45.000]   It's always been financial news networks
[00:04:45.000 --> 00:04:47.000]   and the stock market for me.
[00:04:47.000 --> 00:04:53.000]   Is your interest particularly tied to your own personal financial goals
[00:04:53.000 --> 00:04:56.000]   or is it more about the art of it,
[00:04:56.000 --> 00:04:58.000]   the expression of kind of the challenge,
[00:04:58.000 --> 00:05:01.000]   or is it tied to, "Hey, I want to be rich so I can accomplish these certain things"?
[00:05:01.000 --> 00:05:03.000]   I think it's all of the above.
[00:05:03.000 --> 00:05:05.000]   It's a game that I enjoy doing.
[00:05:05.000 --> 00:05:09.000]   I'd probably do it as a game just for the sake of it.
[00:05:09.000 --> 00:05:13.000]   And I also love the financial benefits of having phenomenal returns
[00:05:13.000 --> 00:05:18.000]   and great trades and large amounts of capital to manage.
[00:05:18.000 --> 00:05:20.000]   I enjoy all of those things.
[00:05:20.000 --> 00:05:22.000]   How long have you been trading?
[00:05:22.000 --> 00:05:28.000]   I've been actively in the market since the early '90s.
[00:05:28.000 --> 00:05:33.000]   About '92 is when I actually started with an investment account.
[00:05:33.000 --> 00:05:36.000]   And just with your own money?
[00:05:36.000 --> 00:05:38.000]   Are you trading other people's money for them?
[00:05:38.000 --> 00:05:41.000]   I've only traded my own money and family's money,
[00:05:41.000 --> 00:05:44.000]   and after just dealing with managing family's money,
[00:05:44.000 --> 00:05:47.000]   I'm perfectly happy trading my own account.
[00:05:47.000 --> 00:05:49.000]   Understood.
[00:05:49.000 --> 00:05:52.000]   Do you ascribe to a particular style?
[00:05:52.000 --> 00:05:55.000]   Is there a specific strategy that you use that would help the audience
[00:05:55.000 --> 00:05:58.000]   to relate to your approach to investing?
[00:05:58.000 --> 00:06:02.000]   Yeah, my background's really in trend following,
[00:06:02.000 --> 00:06:05.000]   all the way back to some of the legends of our industry
[00:06:05.000 --> 00:06:09.000]   was Jesse Livermore, Ed Sakoda, William J. O'Neill.
[00:06:09.000 --> 00:06:11.000]   It's really the trend following approach,
[00:06:11.000 --> 00:06:16.000]   where we capture long-term trends and trade in the direction.
[00:06:16.000 --> 00:06:19.000]   It's more a reactive technical analysis as opposed to
[00:06:19.000 --> 00:06:21.000]   fundamental analysis or investing.
[00:06:21.000 --> 00:06:25.000]   What would you say is the average length of your trading windows?
[00:06:25.000 --> 00:06:28.000]   Do you have any idea on how long you stay in a position?
[00:06:28.000 --> 00:06:32.000]   Yeah, in a good, normal, healthy market,
[00:06:32.000 --> 00:06:36.000]   I can hold positions for months at a time, for over a month.
[00:06:36.000 --> 00:06:38.000]   Probably recently it's probably been great trades
[00:06:38.000 --> 00:06:41.000]   for about three or four weeks in duration.
[00:06:41.000 --> 00:06:45.000]   And I'm interested to know, and I hope you don't mind my asking,
[00:06:45.000 --> 00:06:51.000]   at the moment, do you make all of your income from trading your own account?
[00:06:51.000 --> 00:06:54.000]   No, I primarily trade for capital appreciation of my account.
[00:06:54.000 --> 00:06:57.000]   I do have different businesses, I do have a website,
[00:06:57.000 --> 00:06:59.000]   I do have books I've published.
[00:06:59.000 --> 00:07:02.000]   I have multiple streams of income.
[00:07:02.000 --> 00:07:06.000]   I try not to spend my capital unless I have to, for daily expenses.
[00:07:06.000 --> 00:07:09.000]   Okay, so that leads into my gotcha question.
[00:07:09.000 --> 00:07:11.000]   I hope you're ready for it.
[00:07:11.000 --> 00:07:13.000]   If you're so good at trading stocks,
[00:07:13.000 --> 00:07:17.000]   why on earth do you spend any time doing all these other things,
[00:07:17.000 --> 00:07:20.000]   like writing and maintaining a website and all of that?
[00:07:20.000 --> 00:07:22.000]   That's what's so funny.
[00:07:22.000 --> 00:07:24.000]   I didn't want to actually blog.
[00:07:24.000 --> 00:07:26.000]   One of my friends who made websites made me the blog and said,
[00:07:26.000 --> 00:07:28.000]   "Here, do this. You're good at this. You like doing it.
[00:07:28.000 --> 00:07:30.000]   You talk about it all the time. Why not blog?"
[00:07:30.000 --> 00:07:32.000]   So instead of driving everybody crazy around me,
[00:07:32.000 --> 00:07:35.000]   I expressed myself through blogging, which I actually enjoyed.
[00:07:35.000 --> 00:07:37.000]   And actually, it helps me learn myself.
[00:07:37.000 --> 00:07:39.000]   And then the website evolved from there.
[00:07:39.000 --> 00:07:43.000]   I used to be a top book reviewer on Amazon for trading books.
[00:07:43.000 --> 00:07:47.000]   For me, it was a way to log what I learned in a book report format on Amazon.
[00:07:47.000 --> 00:07:52.000]   So I ended up being top couple hundred in the country at one time for Amazon Reviewers.
[00:07:52.000 --> 00:07:55.000]   So some other people approached me about publishing books about it
[00:07:55.000 --> 00:07:57.000]   since I had all these top reviews on all these trading books.
[00:07:57.000 --> 00:07:59.000]   So I thought, "Well, that'd be good."
[00:07:59.000 --> 00:08:01.000]   And actually, the books I've written, I've had my best trading years
[00:08:01.000 --> 00:08:03.000]   right after writing a book about it
[00:08:03.000 --> 00:08:06.000]   because the best way I think I learn is through teaching
[00:08:06.000 --> 00:08:09.000]   and getting my own thoughts clear.
[00:08:09.000 --> 00:08:14.000]   Interesting, because that's one of the things that I've often--
[00:08:14.000 --> 00:08:17.000]   it's often been recommended to me, and then I've also recommended other people,
[00:08:17.000 --> 00:08:20.000]   is to establish yourself as an expert in your industry
[00:08:20.000 --> 00:08:25.000]   by reading widely and then posting reviews and posting your own content.
[00:08:25.000 --> 00:08:29.000]   And it's interesting to hear someone who followed that formula
[00:08:29.000 --> 00:08:31.000]   and to hear how it worked out for you.
[00:08:31.000 --> 00:08:33.000]   Yeah, it's sort of accidental, almost.
[00:08:33.000 --> 00:08:36.000]   It's sort of like people ask me to do it, and I did it begrudgingly,
[00:08:36.000 --> 00:08:38.000]   and then I actually enjoyed it.
[00:08:38.000 --> 00:08:40.000]   And it worked out good for me. It worked out well.
[00:08:40.000 --> 00:08:44.000]   So your learning process to become a trader, where did you start?
[00:08:44.000 --> 00:08:48.000]   And what were some of the dead ends that you turned down?
[00:08:48.000 --> 00:08:54.000]   And what were some of the good decisions that really led to your becoming a competent trader?
[00:08:54.000 --> 00:08:58.000]   I had the unfortunate of in the '90s just being lucky.
[00:08:58.000 --> 00:09:00.000]   I just went all into tech. It made sense to me.
[00:09:00.000 --> 00:09:06.000]   I had all these high-aggressive tech mutual funds that I just bought and held for years
[00:09:06.000 --> 00:09:09.000]   and had some crazy returns in the '90s.
[00:09:09.000 --> 00:09:14.000]   By the time I was about 27 years old, I had enough in my investment account
[00:09:14.000 --> 00:09:17.000]   to pay off my house when I was 27 years old.
[00:09:17.000 --> 00:09:21.000]   So I thought, you know, this is amazing, this is simple,
[00:09:21.000 --> 00:09:25.000]   but I didn't understand all the dynamics of cutting losses and limiting drawdowns
[00:09:25.000 --> 00:09:29.000]   and risk exposure and ended up giving back half of that account.
[00:09:29.000 --> 00:09:32.000]   From 2001, 2002, into the crash after the Internet bubble.
[00:09:32.000 --> 00:09:37.000]   So I still had half of my capital left, so I had to learn to rebuild and grow it again.
[00:09:37.000 --> 00:09:39.000]   And that really helped me learn.
[00:09:39.000 --> 00:09:43.000]   From 2003 on, I've just had some nice, steady returns.
[00:09:43.000 --> 00:09:45.000]   It's been great.
[00:09:45.000 --> 00:09:49.000]   My biggest accomplishment, though, I learned was in 2008, I went to cash.
[00:09:49.000 --> 00:09:53.000]   I did not take the 50% drawdown in 2008, 2009.
[00:09:53.000 --> 00:09:55.000]   I went to cash in my major investment accounts,
[00:09:55.000 --> 00:10:01.000]   and then I actually day traded for a year and a half instead of longer-term trend following,
[00:10:01.000 --> 00:10:03.000]   which I actually stopped doing that, too.
[00:10:03.000 --> 00:10:06.000]   But it was a good way to predict capital at the time.
[00:10:06.000 --> 00:10:11.000]   Do you feel like you made your decisions in 2008 competently,
[00:10:11.000 --> 00:10:15.000]   or did you just get a stroke of blind luck?
[00:10:15.000 --> 00:10:22.000]   No, I knew from 2003, I knew if I could get back to where I started in my capital,
[00:10:22.000 --> 00:10:26.000]   which would take a 100% return after a 50% drawdown,
[00:10:26.000 --> 00:10:29.000]   if I could get back there, I would not give it up again.
[00:10:29.000 --> 00:10:32.000]   I would not give it up, you know, expose myself to risk.
[00:10:32.000 --> 00:10:36.000]   And I spent years, you know, those years, 2000, 2005, 2006,
[00:10:36.000 --> 00:10:40.000]   really studying risk management, position sizing, and trading,
[00:10:40.000 --> 00:10:43.000]   getting more away from investing and more into trading,
[00:10:43.000 --> 00:10:46.000]   being more of an active trader and being able to be defensive about it.
[00:10:46.000 --> 00:10:49.000]   And that, yeah, it was all planned.
[00:10:49.000 --> 00:10:50.000]   How old are you now?
[00:10:50.000 --> 00:10:52.000]   I am currently 42.
[00:10:52.000 --> 00:10:56.000]   Do you have a systematic way of tracking your returns?
[00:10:56.000 --> 00:10:57.000]   Yes.
[00:10:57.000 --> 00:11:01.000]   Are you willing to share what your annualized rates of return have been?
[00:11:01.000 --> 00:11:08.000]   Well, you know, it's not consistent as I would like,
[00:11:08.000 --> 00:11:12.000]   but, you know, I had in the '90s, I averaged for the entire decade
[00:11:12.000 --> 00:11:18.000]   around 25%, 26% for the entire '90s, even after the drawdown.
[00:11:18.000 --> 00:11:25.000]   And then from 2003 to--oh, the 2008, I averaged over 20% for all those years.
[00:11:25.000 --> 00:11:32.000]   Then I had a single-digit year in 2000--oh, the 2009 single-digit year.
[00:11:32.000 --> 00:11:35.000]   Then I've run around 12% to 20% since then.
[00:11:35.000 --> 00:11:38.000]   And I had 150% a year in an aggressive trading account.
[00:11:38.000 --> 00:11:41.000]   It gets complicated because there's so many different systems
[00:11:41.000 --> 00:11:43.000]   and different accounts and there's tax-deferred, non-tax-deferred,
[00:11:43.000 --> 00:11:44.000]   so it gets hard.
[00:11:44.000 --> 00:11:46.000]   It'd have to be, like, published on a spreadsheet, really.
[00:11:46.000 --> 00:11:47.000]   Of course.
[00:11:47.000 --> 00:11:49.000]   Any negative years?
[00:11:49.000 --> 00:11:55.000]   2001 and 2002 were two negative years.
[00:11:55.000 --> 00:11:57.000]   Right, the tech--oh, and you got caught up in the tech,
[00:11:57.000 --> 00:11:59.000]   and then you've matured since then.
[00:11:59.000 --> 00:12:03.000]   Yeah, I have a much more steady flow--steady equity curve now.
[00:12:03.000 --> 00:12:06.000]   Do you have any sense of how many hours per week you spend
[00:12:06.000 --> 00:12:09.000]   actively trading and studying your trades?
[00:12:09.000 --> 00:12:15.000]   Yeah, active trading--mostly I trade in the morning and at the close.
[00:12:15.000 --> 00:12:16.000]   I don't really trade much intraday.
[00:12:16.000 --> 00:12:18.000]   I mean, every now and then there'll be a signal intraday.
[00:12:18.000 --> 00:12:19.000]   They'll have to step in and do it.
[00:12:19.000 --> 00:12:24.000]   But I limit most--probably 95% of my trading is either the open or the close.
[00:12:24.000 --> 00:12:29.000]   So I probably actually actively trade maybe 30, 45 minutes every couple of days.
[00:12:29.000 --> 00:12:35.000]   But the homework part is at least 3 or 4 hours a day every day.
[00:12:35.000 --> 00:12:36.000]   Okay.
[00:12:36.000 --> 00:12:41.000]   And then--so what I'm moving at is I have an interest in trading,
[00:12:41.000 --> 00:12:43.000]   and a lot of people do.
[00:12:43.000 --> 00:12:51.000]   And there's this constant question about whether it's possible or advisable
[00:12:51.000 --> 00:12:57.000]   for any individual to try to compete in the public markets today.
[00:12:57.000 --> 00:13:01.000]   Trading has--I would assume has changed substantially over the last couple decades
[00:13:01.000 --> 00:13:04.000]   in some ways, but then in other ways it hasn't.
[00:13:04.000 --> 00:13:08.000]   And so you, as far as from the perspective of kind of being the lone person
[00:13:08.000 --> 00:13:11.000]   out trading their account, you're a bit of an anachronism
[00:13:11.000 --> 00:13:15.000]   in terms of from what people used to think was possible.
[00:13:15.000 --> 00:13:20.000]   And so there's a lot of suspicion around--at least for me,
[00:13:20.000 --> 00:13:23.000]   there's a lot of suspicion around is it even possible for people still
[00:13:23.000 --> 00:13:28.000]   just to trade their own individual account and do well, or is it worth the time?
[00:13:28.000 --> 00:13:30.000]   What would be your response to that?
[00:13:30.000 --> 00:13:31.000]   I'm interested.
[00:13:31.000 --> 00:13:34.000]   Yeah, I think--I try to be the source for new traders.
[00:13:34.000 --> 00:13:36.000]   I don't go in saying you're going to be a millionaire.
[00:13:36.000 --> 00:13:38.000]   I go in saying I'm going to help you survive your first year of trading
[00:13:38.000 --> 00:13:41.000]   because there's so much sharks out there that's going to take money for nothing
[00:13:41.000 --> 00:13:44.000]   and don't teach risk management or psychology or anything.
[00:13:44.000 --> 00:13:48.000]   But I think if you're not really passionate about trading or investing
[00:13:48.000 --> 00:13:53.000]   or growing your own capital yourself, then you should put it in more safer index funds
[00:13:53.000 --> 00:13:57.000]   and really be more of a long-term trend-following investor more than a trader.
[00:13:57.000 --> 00:13:59.000]   I do think it takes a level of passion.
[00:13:59.000 --> 00:14:03.000]   It's a big difference in watching a football game and playing in the football game.
[00:14:03.000 --> 00:14:05.000]   Some people just want to watch.
[00:14:05.000 --> 00:14:09.000]   How would you know if you had that passion?
[00:14:09.000 --> 00:14:11.000]   I think it's something you're drawn to.
[00:14:11.000 --> 00:14:13.000]   It's sort of like for me it was a taste.
[00:14:13.000 --> 00:14:16.000]   I got a taste of what could be done when I was young,
[00:14:16.000 --> 00:14:22.000]   how much capital I could make in trading and investing versus selling my time for money.
[00:14:22.000 --> 00:14:26.000]   That was a taste that I just never could get rid of to this day to have months
[00:14:26.000 --> 00:14:31.000]   where I'm making a month what I used to make in a year when I started my first job
[00:14:31.000 --> 00:14:35.000]   and it's just something I can't walk away from, something I have to continue to pursue.
[00:14:35.000 --> 00:14:37.000]   So it's kind of a selfish question.
[00:14:37.000 --> 00:14:43.000]   The reason I ask is in the past I come from the background of being a financial planner,
[00:14:43.000 --> 00:14:45.000]   not so much a portfolio management.
[00:14:45.000 --> 00:14:47.000]   I've never been involved actively in managing portfolios,
[00:14:47.000 --> 00:14:50.000]   but primarily just on the planning side of things.
[00:14:50.000 --> 00:14:55.000]   And the interesting challenge that I've faced is over the last year I've become uncomfortable
[00:14:55.000 --> 00:15:00.000]   with just some of the ethical positions of some of the major U.S. corporations
[00:15:00.000 --> 00:15:05.000]   and various industries and haven't wanted to profit from their overall--
[00:15:05.000 --> 00:15:09.000]   I haven't really wanted to profit from their business models.
[00:15:09.000 --> 00:15:14.000]   So I've made the decision in the recent past and I've sold all of my mutual funds,
[00:15:14.000 --> 00:15:16.000]   which was formerly just simply my approach to investing,
[00:15:16.000 --> 00:15:18.000]   because I didn't have control over it.
[00:15:18.000 --> 00:15:24.000]   Now I'm in the position of being forced to reallocate my capital differently.
[00:15:24.000 --> 00:15:27.000]   And I'm willing to invest in publicly traded companies,
[00:15:27.000 --> 00:15:33.000]   but I am not willing that someone else who doesn't hold my own personal concerns
[00:15:33.000 --> 00:15:35.000]   invest the capital for me.
[00:15:35.000 --> 00:15:38.000]   And so I've always had a vague interest about investing
[00:15:38.000 --> 00:15:42.000]   and a general interest in the topics of selecting companies
[00:15:42.000 --> 00:15:47.000]   and I'm drawn to the concepts of value investing.
[00:15:47.000 --> 00:15:52.000]   But it's hard for me to know whether I'm actually that passionate about sitting down
[00:15:52.000 --> 00:15:54.000]   and following all the day-to-day news.
[00:15:54.000 --> 00:15:57.000]   And I tend towards thinking that it's not necessarily for me
[00:15:57.000 --> 00:16:00.000]   because I'm more interested in running my own business and things
[00:16:00.000 --> 00:16:02.000]   than actually sitting and trading.
[00:16:02.000 --> 00:16:05.000]   But there's not a lot of guidance out there for a guy like me.
[00:16:05.000 --> 00:16:10.000]   There's not a lot of--well, there's not a lot of guidance out there.
[00:16:10.000 --> 00:16:12.000]   How would you guide me?
[00:16:12.000 --> 00:16:15.000]   Yeah, I would get something simple that meets your personality.
[00:16:15.000 --> 00:16:19.000]   I mean, for you it may be as simple as finding--they do have--
[00:16:19.000 --> 00:16:21.000]   which I don't like mutual funds because of the fees
[00:16:21.000 --> 00:16:24.000]   and the vast majority never even outperform an index.
[00:16:24.000 --> 00:16:27.000]   So they get fees for nothing, but that's a whole other story.
[00:16:27.000 --> 00:16:32.000]   But for somebody like you, you could find even an ETF or a mutual fund
[00:16:32.000 --> 00:16:35.000]   that invests in only socially responsible corporations,
[00:16:35.000 --> 00:16:40.000]   and you could trend trade it using just a few moving averages and oscillators.
[00:16:40.000 --> 00:16:44.000]   And it would be just a simple system, and you may not even have to make any changes
[00:16:44.000 --> 00:16:49.000]   but once a month maybe with a longer-term trend-following system
[00:16:49.000 --> 00:16:52.000]   where you could even use like a 100 or 200-day moving average.
[00:16:52.000 --> 00:16:55.000]   You wouldn't have to make changes like once every six months or a year,
[00:16:55.000 --> 00:16:57.000]   and you'd be on the predominant side of the trend,
[00:16:57.000 --> 00:16:59.000]   and you'd be in socially responsible companies.
[00:16:59.000 --> 00:17:01.000]   So set aside the socially responsible for a moment
[00:17:01.000 --> 00:17:03.000]   and tell me more about the mechanics of that.
[00:17:03.000 --> 00:17:06.000]   What would that bring me as far as--
[00:17:06.000 --> 00:17:09.000]   what benefits does that bring me as an individual investor
[00:17:09.000 --> 00:17:11.000]   if I follow that strategy you just outlined?
[00:17:11.000 --> 00:17:14.000]   See, trend followers beat buy-and-hold investors.
[00:17:14.000 --> 00:17:17.000]   You know, buy-and-hold is what's sold mainly, I think, by the mutual fund industry
[00:17:17.000 --> 00:17:19.000]   because they're going to get fees for doing nothing.
[00:17:19.000 --> 00:17:22.000]   You go to a bear market and they just buy and they hold
[00:17:22.000 --> 00:17:27.000]   when the market's down 20%, 25%, or even 50%, and everyone loses all that money.
[00:17:27.000 --> 00:17:30.000]   And there's no reason for that when you simply--
[00:17:30.000 --> 00:17:34.000]   something as simple as selling when your investments get to the 200-day moving average.
[00:17:34.000 --> 00:17:40.000]   Like a 200-day moving average of prices should be going up, not down.
[00:17:40.000 --> 00:17:43.000]   And on a chart you'll have lines that are an average of the prices,
[00:17:43.000 --> 00:17:45.000]   and all you're doing is capturing trends.
[00:17:45.000 --> 00:17:47.000]   You want to see what you're buying is making higher highs and higher lows.
[00:17:47.000 --> 00:17:51.000]   When it starts making lower lows and lower highs, it's under distribution.
[00:17:51.000 --> 00:17:54.000]   And you want to be in investments that are being accumulated, not distributed.
[00:17:54.000 --> 00:17:57.000]   And that's really the basis of trading.
[00:17:57.000 --> 00:18:01.000]   And while investing is more what people believe something should be worth,
[00:18:01.000 --> 00:18:04.000]   trading is trading what it actually is worth.
[00:18:04.000 --> 00:18:12.000]   So if it's so easy to do, then why doesn't every computer that's involved in running a portfolio
[00:18:12.000 --> 00:18:13.000]   do exactly the same thing?
[00:18:13.000 --> 00:18:16.000]   Where do you find your ability to compete?
[00:18:16.000 --> 00:18:20.000]   Well, my edge is I do small risk.
[00:18:20.000 --> 00:18:23.000]   Most people approach the market like a gambler.
[00:18:23.000 --> 00:18:25.000]   They're just gambling. They don't know what they're doing.
[00:18:25.000 --> 00:18:27.000]   They're just gambling.
[00:18:27.000 --> 00:18:30.000]   I approach like the casino. I'm making bets that are in my favor.
[00:18:30.000 --> 00:18:34.000]   I'm going to things that have a great risk/reward ratio,
[00:18:34.000 --> 00:18:37.000]   where the odds are I'm going to have a big win or a small loss.
[00:18:37.000 --> 00:18:39.000]   I also cut my losses.
[00:18:39.000 --> 00:18:40.000]   If I'm wrong, I'll have a small loss.
[00:18:40.000 --> 00:18:43.000]   If I'm right, I could have a big win.
[00:18:43.000 --> 00:18:46.000]   People say, "Why don't I put my losing trades on the blog?"
[00:18:46.000 --> 00:18:47.000]   It's because they last about a day.
[00:18:47.000 --> 00:18:49.000]   My winning trades last a month.
[00:18:49.000 --> 00:18:53.000]   That's an asymmetry where when you make good decisions, you make a lot of money.
[00:18:53.000 --> 00:18:55.000]   You have bad trades, you lose a little money.
[00:18:55.000 --> 00:18:59.000]   That's part of the profitability is unlimited upside, controlled downside,
[00:18:59.000 --> 00:19:04.000]   small risk for trade, and following trends in your time frame.
[00:19:04.000 --> 00:19:07.000]   The problems start when there are different market environments.
[00:19:07.000 --> 00:19:09.000]   There are bear markets. There are bull markets.
[00:19:09.000 --> 00:19:11.000]   There are volatile markets, and there are range-bound markets.
