
[00:00:00.000 --> 00:00:08.540]   Welcome, friends, to this episode of the Everyday Educator podcast.
[00:05:50.440 --> 00:05:56.300]   And when you have dyslexia and you can't spell it in English, you're like, are you kidding me?
[00:05:56.300 --> 00:05:58.900]   I'm going to add a language grade.
[00:05:58.900 --> 00:06:03.680]   So that is what I said at first.
[00:06:03.680 --> 00:06:05.080]   And I'm sure everybody says that.
[00:06:05.080 --> 00:06:05.820]   Are you kidding me?
[00:06:05.820 --> 00:06:07.340]   Why do I have to learn Latin?
[00:06:07.340 --> 00:06:14.620]   And it's actually been one of the biggest blessings in not only my son's life, but the whole family's life.
[00:06:15.620 --> 00:06:24.400]   And it grew from our saying yes to homeschooling and saying, yes, we need a new way to educate ourselves.
[00:06:24.400 --> 00:06:28.860]   We are not going to do what has been done for the last 50 years.
[00:06:28.860 --> 00:06:31.000]   We want to do what's best for us.
[00:06:31.000 --> 00:06:33.740]   That is so awesome.
[00:06:33.740 --> 00:06:34.880]   That is awesome.
[00:06:34.880 --> 00:06:39.940]   So you did not, because now everybody is going to see you as the Latin lady.
[00:06:39.940 --> 00:06:41.160]   You know that, right?
[00:06:41.520 --> 00:06:47.000]   So you're telling me that you did not have a background in Latin when you were growing up.
[00:06:47.000 --> 00:06:49.660]   Did you take Latin in high school or college?
[00:06:49.660 --> 00:06:50.820]   Absolutely not.
[00:06:50.820 --> 00:06:51.420]   I did not.
[00:06:51.420 --> 00:06:52.380]   Oh, my word.
[00:06:52.380 --> 00:06:52.860]   Okay.
[00:06:52.860 --> 00:06:56.580]   So parents everywhere, put your pen down.
[00:06:56.580 --> 00:06:57.800]   That's not your out.
[00:06:57.800 --> 00:07:02.700]   You can't say, I can't help my kids because I never took Latin in high school.
[00:07:02.700 --> 00:07:07.180]   Alexis, the Latin lady, did not take Latin in high school.
[00:07:07.180 --> 00:07:07.640]   Okay.
[00:07:07.640 --> 00:07:08.200]   That's correct.
[00:07:08.420 --> 00:07:11.860]   What made you dig into it for yourself?
[00:07:11.860 --> 00:07:13.320]   Was it to help Noah?
[00:07:13.320 --> 00:07:14.340]   Yeah.
[00:07:14.340 --> 00:07:14.820]   Yeah.
[00:07:14.820 --> 00:07:16.400]   So it was definitely to help Noah.
[00:07:16.400 --> 00:07:27.300]   And, you know, a couple times I had to throw the Latin textbook across the room because, you know, it made no sense to anybody in our house.
[00:07:27.300 --> 00:07:30.640]   And how can that be the answer?
[00:07:30.640 --> 00:07:31.120]   Yeah.
[00:07:31.480 --> 00:07:32.460]   Yes, yes.
[00:07:32.460 --> 00:07:35.040]   And so we started digging into it.
[00:07:35.040 --> 00:07:40.920]   And one thing about the Robert Henley textbook is the very fine print because it was written in 1945.
[00:07:42.060 --> 00:07:57.400]   And so that is actually what I started with first was I was recopying most of the exercises for him so that he could see them clearly because the lines actually run together.
[00:07:57.620 --> 00:08:10.640]   And so by recopying, and I spent like every Sunday for, you know, a couple of years doing that, I started to understand the grammar.
[00:08:10.640 --> 00:08:13.180]   And it really helped because I was in essentials.
[00:08:13.180 --> 00:08:15.460]   I did get that new foundation.
[00:08:16.300 --> 00:08:20.300]   And, you know, it's mostly about memory work and understanding grammar.
[00:08:20.300 --> 00:08:21.440]   Yes.
[00:08:21.440 --> 00:08:24.360]   Oh, you're singing my language now.
[00:08:24.360 --> 00:08:25.040]   I love that.
[00:08:25.040 --> 00:08:32.000]   And you mentioned something that we try to tell parents, even young parents, your children are learning by copying.
[00:08:32.000 --> 00:08:34.180]   They are learning by copying.
[00:08:34.180 --> 00:08:46.040]   And I really love that you emphasize what you were trying to do with Noah at the beginning was make it more hospitable for him to do this thing you were asking him to do.
[00:08:46.040 --> 00:08:48.060]   Learn Latin with this textbook.
[00:08:48.060 --> 00:08:54.080]   So even just copying it into bigger script was a hospitable way to help him learn.
[00:08:54.080 --> 00:08:55.280]   Right.
[00:08:55.280 --> 00:08:55.980]   That's really cool.
[00:08:55.980 --> 00:08:56.500]   What else?
[00:08:56.500 --> 00:08:57.500]   What else did you do?
[00:08:57.500 --> 00:09:01.500]   Did you did you did you do the vocabulary along with him?
[00:09:01.500 --> 00:09:05.360]   Did you do exercises so you could feel his frustration?
[00:09:05.360 --> 00:09:06.300]   What did you do?
[00:09:06.300 --> 00:09:10.640]   Well, we basically did the whole study together.
[00:09:10.640 --> 00:09:24.420]   And one of the things that we found that I found as I also have dyslexia was that when I wrote out flashcards, then I could practice the words over and over again.
[00:09:24.420 --> 00:09:26.940]   And so we would do that.
[00:09:26.940 --> 00:09:28.120]   We would write flashcards.
[00:09:28.120 --> 00:09:35.840]   We would do exercises and and he would, you know, go to class and he was able to participate.
[00:09:35.840 --> 00:09:41.380]   And he was actually really good at memorizing the vocabulary, but not the grammar.
[00:09:41.380 --> 00:09:47.660]   So, you know, that was always where his dyslexia would hold him back.
[00:09:47.740 --> 00:09:53.460]   But he could definitely go to class and translate a sentence out loud and know all the words.
[00:09:53.460 --> 00:09:56.800]   And, you know, even today, he's 23.
[00:09:56.800 --> 00:09:57.980]   We still work on grammar.
[00:09:57.980 --> 00:10:00.640]   So we talk about that.
[00:10:00.640 --> 00:10:06.920]   Did he get to the point that he was faster than you at some of the vocabulary and stuff?
[00:10:08.020 --> 00:10:16.880]   Yeah. So that's one thing we have to remember as parents is that the kid's memory is, you know, a hundred times better than our memory.
[00:10:16.880 --> 00:10:24.480]   And what looks hard to us is really not hard to them if we give them the tools to actually do it.
[00:10:24.940 --> 00:10:28.820]   So, yes, he was very good at memory works.
[00:10:28.820 --> 00:10:38.300]   And my youngest daughter, who also has dyslexia, who's used Jam with Latin her whole life, she is like my walking encyclopedia.
[00:10:38.300 --> 00:10:40.220]   I'll go, hey, what's this Latin word?
[00:10:40.220 --> 00:10:41.560]   And she she pulls it up.
[00:10:41.940 --> 00:11:00.120]   So it's important to know that as adults, there's so many tools that we can use to help us translate, to help our child at home, but that they're going to soak it up like a sponge and then know it and be able to teach us what we forgot.
[00:11:00.120 --> 00:11:06.680]   Yeah, that's I was going to ask you, Delise, does that resonating with you?
[00:11:06.680 --> 00:11:18.560]   Because Leo being only only three, but I know he's a sponge and I know he remembers things both that you want him to remember and things you don't want him to remember.
[00:11:18.560 --> 00:11:20.680]   That is true.
[00:11:20.680 --> 00:11:22.340]   Yes, he's he's definitely a sponge.
[00:11:22.340 --> 00:11:26.400]   And I think every mom listening can relate to what you're saying.
[00:11:26.400 --> 00:11:36.440]   And I would love for you to honestly speak to speak to moms and encourage us even more to to stop putting up gates for our kids.
[00:11:36.440 --> 00:11:40.760]   I guess is really the best way I can put it, because, you know, we're intimidated by a topic.
[00:11:40.760 --> 00:11:48.880]   We never dove into that where we tried and we hit a wall, you know, that often happens to people with math, but it often happens to people with Latin.
[00:11:48.880 --> 00:11:58.400]   And so what would you say to a mom who's finding herself constantly creating objections for her child to maybe help her think differently about that?
[00:11:59.460 --> 00:12:12.380]   So when I was in getting my degree in education, back at that time, 1997, 98, we were always talking about inclusion.
[00:12:12.380 --> 00:12:13.960]   Include the kid in the school.
[00:12:13.960 --> 00:12:15.280]   Include everybody.
[00:12:15.900 --> 00:12:20.720]   Because if you include and you think about the one room schoolhouse, which included everybody.
[00:12:20.720 --> 00:12:21.500]   Right.
[00:12:21.500 --> 00:12:24.720]   You and you have a higher level.
[00:12:24.720 --> 00:12:28.460]   You pull everybody up to that higher level.
[00:12:28.640 --> 00:12:31.780]   Now, Noah was, had the dyslexia.
[00:12:31.780 --> 00:12:33.780]   So he had something that was holding him back.
[00:12:33.780 --> 00:12:37.420]   So is he going to get to the highest level of the genius?
[00:12:37.420 --> 00:12:45.600]   No, but he will get to the point where he's supposed to be in the path that God has set for him.
[00:12:45.780 --> 00:12:58.080]   And so when we put blocks and say, oh, my kid can't do this because I don't get it, then you're blocking what he's supposed to do, what that child's supposed to do.
[00:12:58.080 --> 00:13:06.980]   And so I always think about it is that everybody can learn something at their own level.
[00:13:07.220 --> 00:13:17.700]   And that there are so many tools for all of our subjects that, you know, like Gabrielle doesn't like, my youngest doesn't like science.
[00:13:17.700 --> 00:13:24.200]   But there's so many YouTube videos that we can go and access and say, okay, this is the concept we're learning today.
[00:13:24.200 --> 00:13:29.660]   The book made no sense to you, but let's open this video and watch that concept.
[00:13:29.660 --> 00:13:40.220]   So I think it's really important to remember that there is a plan for our children that we don't know what it is.
[00:13:40.220 --> 00:13:52.380]   And that when we give them the tools, and that's part of what Jam with Latin offers, is the tools to dive into topics that we don't understand,
[00:13:52.380 --> 00:13:57.620]   that they can then, you know, conquer the world because they have the tools.
[00:13:57.620 --> 00:13:59.340]   They can soar.
[00:13:59.340 --> 00:14:09.260]   I absolutely love you are helping us as parents see that our job is to be the gate, opening the gate.
[00:14:09.260 --> 00:14:12.580]   We're the gate opener, not the wall builder.
[00:14:12.580 --> 00:14:19.100]   And so as we need to think about what are we saying with our words?
[00:14:19.100 --> 00:14:21.420]   What are we saying with our faces?
[00:14:21.420 --> 00:14:25.920]   What are we saying with the way we structure their time?
[00:14:25.920 --> 00:14:35.780]   Like if we always leave the subject, Latin or math or logic or whatever it is, to the end of the day or till we don't really have time, what are we saying?
[00:14:35.780 --> 00:14:49.860]   Instead, I love that you say what our job is as parents is to show them all the tools, how to use them and let them go as far as God will carry them.
[00:14:49.860 --> 00:14:55.400]   So talk to us a little bit about how Jam with Latin does that.
[00:14:55.400 --> 00:14:58.340]   Tell us about when did the company begin?
[00:14:58.340 --> 00:15:00.000]   Why did you start it?
[00:15:00.660 --> 00:15:02.820]   What are the tools that are involved?
[00:15:02.820 --> 00:15:04.120]   Right, right.
[00:15:04.120 --> 00:15:10.520]   So, again, it started with me copying the Henley textbook for my son.
[00:15:11.220 --> 00:15:15.100]   And while I was doing that, I was picking up the Latin and the grammar.
[00:15:15.100 --> 00:15:30.720]   And the great thing about classical education, and this is a key that people don't understand, is that classical conversations is using the classical approach, which is actually layering information over and over again.
[00:15:30.720 --> 00:15:33.040]   And some people are like, well, we already did that chapter.
[00:15:33.040 --> 00:15:33.620]   I don't need it.
[00:15:34.060 --> 00:15:35.340]   No, you need it again.
[00:15:35.340 --> 00:15:37.580]   You have to do it again, yes.
[00:15:37.580 --> 00:15:45.400]   You have to listen because there are so many things that you miss the first time around.
[00:15:45.400 --> 00:15:50.380]   And when you get it a second time, it clicks.
[00:15:50.380 --> 00:15:51.740]   It's kind of like in foundations.
[00:15:51.740 --> 00:16:00.760]   We have three cycles, and your child might start at four, and then at six, we'll have it again, and then at nine or ten, we'll have it again.
[00:16:00.760 --> 00:16:07.600]   And those three exposures gives them a different level of understanding.
[00:16:07.600 --> 00:16:21.360]   And so that is what's so important about classical conversations and classical learning is the layering of every single subject, from the grammar stage to the dialectic stage.
[00:16:21.360 --> 00:16:25.840]   To then the rhetoric stage, when those kids are able to teach us what we've missed.
[00:16:25.840 --> 00:16:27.180]   Yeah.
[00:16:27.180 --> 00:16:29.080]   You're so right.
[00:16:29.080 --> 00:16:31.240]   I mean, that's how you get the full picture.
[00:16:31.240 --> 00:16:40.580]   It's like you get a few pixels every time you pass through a subject, and eventually you're going to have enough pixels that the picture actually looks like something.
[00:16:40.580 --> 00:16:42.780]   But it doesn't start out that way.
[00:16:42.780 --> 00:16:43.240]   Yeah.
[00:16:43.240 --> 00:16:44.580]   Yes.
[00:16:45.080 --> 00:17:00.740]   So in Jam with Latin, the reason I created it was because I was diving into the Henley textbook, and the moms in my community didn't have the time or weren't focused on that.
[00:17:00.860 --> 00:17:03.660]   And so they were asking me, Alexis, I need help.
[00:17:03.660 --> 00:17:04.800]   Alexis, I need tutoring.
[00:17:04.800 --> 00:17:09.240]   And so I had these people ask me all the time, and I said, I can't help everybody.
[00:17:09.240 --> 00:17:11.020]   I'm still homeschooling.
[00:17:11.300 --> 00:17:16.320]   So let me put my lessons online for you to access.
[00:17:16.320 --> 00:17:19.720]   And that is part of our class.
[00:17:19.720 --> 00:17:29.780]   So what happens is the Jam with Latin classroom has a checklist because I found that my son really needed to be accountable for what there was to do.
[00:17:29.780 --> 00:17:35.820]   And we have daily videos, and they are eight minutes or less.
[00:17:35.820 --> 00:17:43.180]   And in the videos, I teach the Robert Henley grammar, and then I go over the vocabulary words.
[00:17:43.180 --> 00:17:45.740]   So the two really main important parts.
[00:17:45.740 --> 00:17:58.700]   And then after that, I do have the Henley exercises type that the Loyola Press gave us permission to have them in our classroom for our class.
[00:17:58.700 --> 00:18:06.040]   And that gives those kids that need help with the readings to be able to see them clearly.
[00:18:06.040 --> 00:18:08.400]   So those are just some of the tools.
[00:18:08.400 --> 00:18:10.080]   The other thing is the community.
[00:18:10.080 --> 00:18:15.540]   I really want to help as many people as possible across the world.
[00:18:15.540 --> 00:18:21.780]   Jam with Latin actually has users in South Africa, Kenya, India.
[00:18:22.980 --> 00:18:29.780]   There's an Air Force base, no, Army base in Germany that there's a lot of families that use our program.
[00:18:29.780 --> 00:18:35.140]   So I'm giving you the tools, but I'm also giving you the community.
[00:18:35.140 --> 00:18:45.660]   And all of my members can actually email me, call me, text me, Zoom me, and ask questions and have me help them through the exercise.
[00:18:45.780 --> 00:18:46.820]   Why is this, this?
[00:18:46.820 --> 00:18:49.560]   And I, you know, we walk through it together.
[00:18:49.560 --> 00:18:50.440]   Right.
[00:18:50.440 --> 00:18:51.540]   That's so helpful.
[00:18:51.540 --> 00:18:54.500]   That is really great for a parent to know.
[00:18:54.500 --> 00:19:01.060]   Because I know, you know, sometimes the kids are like, I don't care why it is that way.
[00:19:01.060 --> 00:19:02.520]   I just want to do my work.
[00:19:02.520 --> 00:19:07.240]   But the parent always wants to know, well, I don't understand why that's not the answer.
[00:19:07.240 --> 00:19:09.020]   That's not what it says in the answer key.
[00:19:09.020 --> 00:19:10.700]   I need to know why.
[00:19:10.700 --> 00:19:15.220]   And so that's great that they have access to somebody who can help with that.
[00:19:15.220 --> 00:19:16.260]   I love it.
[00:19:16.260 --> 00:19:22.800]   And I love that you structure those videos so tightly that they're eight minutes or less.
[00:19:22.800 --> 00:19:25.160]   Because I think sometimes the hurdle is starting.
[00:19:25.160 --> 00:19:28.540]   You know, you think, okay, well, this is this huge thing.
[00:19:28.640 --> 00:19:37.080]   You know, it's going to take me a lot of time, but if you just say, let's just put 15 minutes aside and eight minutes of that time is going to be us watching this video.
[00:19:37.080 --> 00:19:40.520]   And you know you're going to spend more than 15 minutes because it takes more time than that.
[00:19:40.520 --> 00:19:48.060]   But you can at least get started and get that ball rolling and know that your time will be productive and well used.
[00:19:48.060 --> 00:19:51.280]   So I just think that's beautiful that you're illustrating.
[00:19:51.280 --> 00:19:56.320]   This can be explained succinctly, and then you can unpack it as much as you need.
[00:19:57.000 --> 00:20:04.360]   Yeah, so part of the reason I can do it in eight minutes or less is that the videos are for the four days a week that you're at home.
[00:20:04.360 --> 00:20:12.560]   And so each day is building on the textbook, whatever that grammar rule is or whatever the vocabulary is,
[00:20:12.560 --> 00:20:19.300]   so that you're not putting the whole weeks of lessons on Monday and then trying to work through it.
[00:20:19.300 --> 00:20:27.100]   So that it breaks it down into a more succinct, more digestible amount of time for the kids and the moms.
[00:20:27.100 --> 00:20:37.040]   You know, and I do encourage moms to sit and watch the videos as well so that they can then explain or ask me questions if they don't understand something.
[00:20:37.620 --> 00:20:38.820]   That's really good.
[00:20:38.820 --> 00:20:42.360]   I was going to say, do you advocate parents doing this?
[00:20:42.360 --> 00:20:47.540]   Well, for eight minutes, everybody's got eight minutes to sit down.
[00:20:47.540 --> 00:20:58.260]   That to me seems like it would be, you mentioned, Delise, earlier that doing it as a summer addition would be a little delicious.
[00:20:58.260 --> 00:21:06.640]   Alexis, an eight-minute lesson is something that you could do after you get your bathing suit on before you go to the pool, you know,
[00:21:06.640 --> 00:21:09.260]   and that gives you something to think about.
[00:21:09.260 --> 00:21:21.280]   I like that, too, that you said, Alexis, that you do like one grammar concept or one rule a day and let it layer and let it sink in a little bit.
[00:21:21.640 --> 00:21:22.620]   That's really good.
[00:21:22.620 --> 00:21:24.840]   Who are your main users?
[00:21:24.840 --> 00:21:27.280]   Is it CC communities?
[00:21:27.280 --> 00:21:28.840]   Yeah.
[00:21:28.840 --> 00:21:35.160]   So it's usually CC moms across the country and in those other countries that I mentioned earlier.
[00:21:35.160 --> 00:21:40.360]   And they're trying to be equipped to help their child at home.
[00:21:40.360 --> 00:21:48.920]   And I, you know, we didn't learn Latin, most of us that are homeschooling today.
[00:21:48.920 --> 00:21:53.480]   We didn't learn Latin and we hardly learned any other language.
[00:21:53.480 --> 00:21:58.620]   You know, we had to all take two years of French or Spanish or whatever it is.
[00:21:58.620 --> 00:22:01.520]   But a true American doesn't know another language.
[00:22:01.520 --> 00:22:08.840]   Part of that, I think, is definitely the fact that we weren't taught basic grammar in school.
[00:22:08.840 --> 00:22:17.660]   And so when you don't understand grammar, you can't understand how foreign languages work and they don't stick in our brains.
[00:22:18.200 --> 00:22:36.960]   So using Latin as your base course to then go into these other languages if the student and the family wants to is really a stronger foundation than just doing grammar or English grammar by itself.
[00:22:37.620 --> 00:22:44.880]   Again, it's that layering, get the English grammar in the younger years, and then we add the Latin grammar with the Latin words.
[00:22:44.880 --> 00:22:49.740]   And then we have this whole new basket of knowledge.
[00:22:51.320 --> 00:22:55.640]   We do have some families that are not part of the CC community.
[00:22:55.640 --> 00:23:01.400]   And that's great as well because everything is accessed from their own website.
[00:23:01.400 --> 00:23:04.160]   We have one website that they log into.
[00:23:04.160 --> 00:23:11.900]   And as the kids get older, I start to get emails just from the students when they're in the sophomore or junior years.
[00:23:11.900 --> 00:23:12.820]   That's cool.
[00:23:13.820 --> 00:23:18.340]   And the kids can actually email me and we can do Zooms as well.
[00:23:18.340 --> 00:23:22.820]   So on Monday nights, we do have a live Zoom through April.
[00:23:22.820 --> 00:23:34.020]   And those live Zooms are for Henley Book Lesson 1 through 15, which I call Class A, and Book 1 through 29, which is Class B.
[00:23:34.560 --> 00:23:40.820]   And those are usually kids or moms or directors who want to know more about the lesson that we're on.
[00:23:40.820 --> 00:23:53.940]   And it's a review and a question and we dive more into the exercises and that gives them another avenue for help if you need it.
[00:23:53.940 --> 00:23:55.340]   Right, right.
[00:23:55.340 --> 00:23:59.020]   Another tool, another resource for them to use.
[00:23:59.020 --> 00:24:00.280]   That's really cool.
[00:24:00.280 --> 00:24:01.700]   Have you, I'm interested.
[00:24:03.240 --> 00:24:20.680]   Did you notice a correlation between studying Latin with your children and their ability to understand English grammar and use English words more fluently?
[00:24:20.680 --> 00:24:22.420]   Yes.
[00:24:22.420 --> 00:24:33.220]   So I have actually, not only with my own children at home, but with my students in community, the students that stick with Latin,
[00:24:33.220 --> 00:24:47.580]   Latin and are really dedicated to their studies, you can see in their sentence structure the intricate details of their Latin and their English.
[00:24:47.580 --> 00:25:03.600]   So it does really, studying Latin and the grammar of Latin through the Henley textbook really does strengthen a student's ability to write in English, which is a skill that many American children do not have.
[00:25:03.840 --> 00:25:08.800]   And we all are like, well, how could they know, kids know how to write today?
[00:25:08.800 --> 00:25:10.860]   No, they actually do not.
[00:25:10.860 --> 00:25:17.680]   My daughter goes to the University of Richmond and many of the kids are from private schools.
[00:25:18.200 --> 00:25:29.300]   And in her class of 25, her freshman English class, she was called out as having the best essay and her essay for the final exam was used as an example for the next year.
[00:25:29.300 --> 00:25:34.720]   So one in 25 kids was the only one that actually knew how to finish the exam.
[00:25:35.600 --> 00:25:36.920]   Isn't that interesting?
[00:25:36.920 --> 00:25:38.660]   I've always suspected it.
[00:25:38.660 --> 00:25:49.560]   And that's been, I ask you because it was my experience too, that the students who were good Latin students were better English grammarians and better writers in English.
[00:25:49.560 --> 00:25:59.880]   And then the kids who come into Latin having a good English grammar background seem to have an easier time with the transition as well.
[00:25:59.880 --> 00:26:01.720]   Yes, I have found that too.
[00:26:01.720 --> 00:26:04.360]   Those essentials years are valuable.
[00:26:04.360 --> 00:26:06.560]   They're crucial.
[00:26:06.560 --> 00:26:21.820]   And I wonder too, with, with the, you know, the new AI and the ways that we're approaching learning and writing and thinking, just everything that we're anticipating for the future, because of course we do not know the future.
[00:26:23.260 --> 00:26:33.020]   I wonder if that is going to be increasingly the case, that people are going to see, hey, it's not just, they need to understand grammar.
[00:26:33.020 --> 00:26:40.460]   It's that they need to understand it so well that, that they're able to communicate in a way that a computer never could.
[00:26:40.460 --> 00:26:48.400]   You know, they need, they need something that's beyond what can be replicated or learned by an intelligent machine.
[00:26:48.400 --> 00:26:49.660]   Right.
[00:26:49.960 --> 00:26:58.960]   And yeah, I'm excited when I think about the idea of teaching my son Latin, especially because, you know, I did, my mother's bilingual.
[00:26:58.960 --> 00:27:02.200]   So I grew up in a household where French was spoken frequently.
[00:27:02.200 --> 00:27:09.000]   So I learned French, um, as in I could understand everything she said and I spoke English to her.
[00:27:09.000 --> 00:27:19.940]   And then I actually learned Spanish in school, but because those romantic languages were structured differently, I still see so many gaps.
[00:27:19.940 --> 00:27:28.940]   In the way that I communicate, even though I excelled in English and I did wonderfully in college and, you know, they showed my essays too, but at the end of the day, I still have those gaps.
[00:27:28.940 --> 00:27:42.940]   So I'm wondering what, um, truly understanding Latin will do for students in the future and if you have any thoughts on that, especially with, with the new technology and, and what we're seeing on the horizon.
