
[00:00:00.340 --> 00:00:02.320]   Welcome to the Huberman Lab podcast,
[00:02:30.440 --> 00:02:33.680]   maybe if you would just give us the top contour of this,
[00:02:33.680 --> 00:02:37.280]   and then we can get into ways to combat ADHD,
[00:02:37.280 --> 00:02:39.480]   depending on different circumstances,
[00:02:39.480 --> 00:02:41.440]   different needs, this sort of thing.
[00:02:41.440 --> 00:02:43.160]   - I'll just start out by saying that,
[00:02:43.160 --> 00:02:45.880]   like most things in neuroscience and psychiatry,
[00:02:45.880 --> 00:02:48.080]   we have some definitions,
[00:02:48.080 --> 00:02:49.440]   and we have lots of different thoughts
[00:02:49.440 --> 00:02:51.520]   and frameworks to approach things.
[00:02:51.520 --> 00:02:54.240]   So I'll start with our diagnostic category,
[00:02:54.240 --> 00:02:56.760]   or how we diagnose ADHD,
[00:02:56.760 --> 00:03:00.680]   and that is there are 18 different symptoms.
[00:03:00.680 --> 00:03:03.200]   Nine of them are hyperactive, impulsive.
[00:03:03.200 --> 00:03:05.200]   Nine of them are inattentive.
[00:03:05.200 --> 00:03:07.240]   So the inattentive ones are things like
[00:03:07.240 --> 00:03:10.720]   forgetting to follow through on things,
[00:03:10.720 --> 00:03:12.280]   losing items,
[00:03:12.280 --> 00:03:15.640]   being easily distracted.
[00:03:15.640 --> 00:03:19.400]   the impulsive and hyperactive ones are cutting people off
[00:03:19.400 --> 00:03:21.720]   in conversations, blurting things out,
[00:03:21.720 --> 00:03:22.960]   running around,
[00:03:22.960 --> 00:03:23.960]   fidgeting.
[00:03:23.960 --> 00:03:30.400]   The definitions themselves were designed with a child population in mind,
[00:03:30.400 --> 00:03:33.600]   because until roughly the mid-90s,
[00:03:33.600 --> 00:03:38.960]   it was dogma that this was a neurodevelopmental disease of childhood,
[00:03:38.960 --> 00:03:42.840]   and that every child who had it outgrew it.
[00:03:42.840 --> 00:03:45.760]   That is dramatically wrong.
[00:03:45.760 --> 00:03:49.160]   Some kids do, most kids don't.
[00:03:49.160 --> 00:03:56.760]   The latest work suggests that most adults fluctuate in time with the severity of their ADHD symptoms.
[00:03:56.760 --> 00:04:01.280]   So jumping back to the definition, so we have these 18 different symptoms.
[00:04:01.280 --> 00:04:03.880]   As an adult, you need to have at least five of them.
[00:04:03.880 --> 00:04:06.640]   And when we say "have them,"
[00:04:06.640 --> 00:04:10.160]   all of these are things that normal people can display at any time.
[00:04:10.160 --> 00:04:14.160]   So any of us might interrupt someone, might have trouble sitting,
[00:04:14.160 --> 00:04:17.440]   might have trouble attending to a task.
[00:04:17.440 --> 00:04:21.600]   But to meet the criteria, these have to be displayed
[00:04:21.600 --> 00:04:23.680]   in an excessive amount of time
[00:04:23.680 --> 00:04:29.920]   or to an excessive degree to the extent that they're causing some dysfunction or distress,
[00:04:29.920 --> 00:04:33.280]   and that they have to be displayed in multiple realms of life.
[00:04:33.280 --> 00:04:37.120]   So if it's only at work that you have trouble completing your task,
[00:04:37.120 --> 00:04:41.200]   you know, that might have something to do with your boss or an uncomfortable chair or something.
[00:04:41.200 --> 00:04:47.520]   So these have to be traits that are displayed in multiple realms of life.
[00:04:47.520 --> 00:04:50.720]   They have to cause, again, distress or dysfunction.
[00:04:50.720 --> 00:04:55.840]   They have to be to an extent that's beyond what a normal person does.
[00:04:55.840 --> 00:05:02.400]   And what's strange is often ADHD has a stigma, it's not a real diagnosis,
[00:05:02.400 --> 00:05:07.120]   partly because there isn't some, the fancy word is, pathognomonic,
[00:05:07.120 --> 00:05:11.520]   you know, some classic symptom that's characteristic exactly of that.
[00:05:11.520 --> 00:05:14.480]   So with schizophrenia, we have hallucinations.
[00:05:14.480 --> 00:05:16.720]   Most people aren't having hallucinations.
[00:05:16.720 --> 00:05:20.400]   If you have those, you know, you might have schizophrenia or a drug effect,
[00:05:20.400 --> 00:05:22.160]   but that's unusual.
[00:05:22.160 --> 00:05:24.880]   Again, with ADHD, they're all usual behaviors.
[00:05:24.880 --> 00:05:26.480]   It's just to an unusual extent.
[00:05:26.480 --> 00:05:32.400]   So the diagnosis comes under a lot of stigma and questioning, you know,
[00:05:32.400 --> 00:05:36.480]   isn't this just normal behavior carried to a ridiculous extent?
[00:05:36.480 --> 00:05:41.520]   So you mentioned that there can be a lot of environmental dependence.
[00:05:41.520 --> 00:05:48.480]   One thing that I and I know a lot of people wonder about is with the advent of more people working
[00:05:48.480 --> 00:05:54.880]   at home and certainly during lockdowns, kids were at home for school as well.
[00:05:54.880 --> 00:06:03.360]   But is it the case that when somebody with ADHD is in their home environment where they're typically,
[00:06:03.360 --> 00:06:10.640]   you know, more options of things to do that the symptoms get worse as opposed to when they go to,
[00:06:10.640 --> 00:06:20.240]   say, a restaurant or to school or to play a sport or to work, where sure, there are multiple things you can do in those environments,
[00:06:20.240 --> 00:06:27.520]   but they're more constrained in terms of the different sides of oneself, the different activities that one tends to engage in.
[00:06:27.520 --> 00:06:28.960]   Is that common?
[00:06:28.960 --> 00:06:30.160]   Yeah.
[00:06:30.160 --> 00:06:34.640]   So back up a little bit that like all of our other mental health or psychiatric conditions,
[00:06:34.640 --> 00:06:43.760]   there's clearly both a biological component to ADHD and clearly a social environment or the nature and nurture question isn't which is it, it's always both.
[00:06:43.760 --> 00:06:47.680]   So with ADHD, we know there's a very strong genetic component.
[00:06:47.680 --> 00:06:55.680]   The heritability factor is around 0.8, which is about as strong as the heritability factor for height or for schizophrenia.
[00:06:55.680 --> 00:07:01.040]   So does that mean that if you're an identical twin and your twin has ADHD,
[00:07:01.040 --> 00:07:05.920]   that there's a sort of essentially a 0.8 probability that you'll have it as well?
[00:07:05.920 --> 00:07:06.880]   Or is this through the-
[00:07:06.880 --> 00:07:13.440]   Yeah, I mean, heritability is a little more technically sophisticated and it's about the variance due to-
[00:07:13.440 --> 00:07:13.760]   Sure.
[00:07:13.760 --> 00:07:15.840]   But it's high likelihood.
[00:07:15.840 --> 00:07:18.400]   So this tends to run in families.
[00:07:18.400 --> 00:07:25.120]   But again, it has a social, it's, you're not just a brain in the world, you're a brain interacting with the world.
[00:07:25.120 --> 00:07:32.480]   And with ADHD, we like to frame it as both structure is important and demands are important.
[00:07:32.480 --> 00:07:40.640]   So one of the aspects of ADHD, separate from the official, how we categorize it in terms or diagnose it in terms of symptoms,
[00:07:40.640 --> 00:07:47.840]   we most often are understanding at this day and age as a problem with executive functions of the brain.
[00:07:47.840 --> 00:07:52.640]   How the brain's working memory works, how selective attention works or doesn't work,
[00:07:52.640 --> 00:07:56.640]   how emotional regulation is working or not, how impulse control is working.
[00:07:57.680 --> 00:08:04.720]   And essentially, the ADHD brain is less able to provide the structure it needs.
[00:08:04.720 --> 00:08:08.560]   So it's more reliant on an optimal structure in the outside world.
[00:08:08.560 --> 00:08:17.040]   So getting the home versus working in a work office environment, part of the problem is if you're in a
[00:08:17.040 --> 00:08:22.320]   traditional office environment, you know, you're starting a specific time.
[00:08:22.320 --> 00:08:25.120]   Everyone else is doing their work at a certain time.
[00:08:25.120 --> 00:08:27.040]   You know, when you go to lunch, it's clear.
[00:08:27.040 --> 00:08:29.760]   You may have people checking in or seeing you in the hallway.
[00:08:29.760 --> 00:08:34.000]   You know, Larry is your, how far along are you on this coding project?
[00:08:34.000 --> 00:08:35.440]   Are you going to be ready for it on time?
[00:08:35.440 --> 00:08:40.320]   When you're home, you don't get any of that reinforcement.
[00:08:40.320 --> 00:08:41.680]   You don't have any of that structure.
[00:08:41.680 --> 00:08:44.480]   So, I mean, structure is a Goldilocks issue.
[00:08:44.480 --> 00:08:50.800]   It's not just more structure is always good because if you put or impose too much structure
[00:08:50.800 --> 00:08:55.680]   on someone, so most people with ADHD are really lousy assembly line workers.
[00:08:55.680 --> 00:09:00.880]   They don't want to be just picking up one bolt, screwing it on the side of the Lexus or whatever,
[00:09:00.880 --> 00:09:02.880]   and watching the car move down the line.
[00:09:02.880 --> 00:09:07.360]   That's too stultifying, too limiting, too structured.
[00:09:07.360 --> 00:09:13.920]   So you need the optimal amount of structure, and with COVID and working from home and kids
[00:09:13.920 --> 00:09:20.240]   being at the home, so one thing it created is less structure for the day, but it also increased
[00:09:20.240 --> 00:09:22.000]   the demand side of the equation.
[00:09:22.000 --> 00:09:26.720]   So the cognitive demand, not only did you have to manage your own time and schedule now,
[00:09:26.720 --> 00:09:30.240]   in addition to doing your work, you had to schedule it, but you might have had screaming
[00:09:30.240 --> 00:09:35.120]   kids in the other room, or you might have had your partner who wants to use that room for,
[00:09:35.120 --> 00:09:37.920]   you know, they're quiet meetings some of the time when you're trying to do it.
[00:09:37.920 --> 00:09:46.000]   So the demands increased for many people, and the structure decreased, and that was sort of a
[00:09:46.000 --> 00:09:52.000]   what's a perfect storm for creating more ADHD.
[00:09:52.000 --> 00:09:59.040]   And what's really interesting from a mental health perspective, at the very start of the COVID epidemic,
[00:09:59.040 --> 00:10:04.080]   public mental health figures said, you know, we know if this is a massive epidemic,
[00:10:04.080 --> 00:10:08.880]   and we're going to have to do quarantine and people, we know depression is going to go up.
[00:10:08.880 --> 00:10:10.640]   We know anxiety is going to go up.
[00:10:10.640 --> 00:10:13.200]   We know alcohol and substance abuse is going to go up.
[00:10:13.200 --> 00:10:15.920]   We know PTSD and domestic violence is going to go up.
[00:10:15.920 --> 00:10:18.880]   They claimed suicide would go up.
[00:10:18.880 --> 00:10:24.160]   That was incorrect, and we can get into that, but I think there's an ADHD reason why it didn't go up.
[00:10:24.880 --> 00:10:43.680]   Nobody that I heard was mentioning that ADHD would go up, and part of it is because partly to hold on to its legitimacy as a real psychiatric diagnosis, both many patients and many researchers in the field, hold so strongly to, this is a biological condition.
[00:10:43.680 --> 00:10:50.960]   Why would it change, you know, I mean, we can understand why PTSD, more people are being traumatized.
[00:10:50.960 --> 00:10:54.160]   Uncle Joe just died from coughing his lungs out from COVID.
[00:10:54.160 --> 00:10:56.160]   You know, PTSD, it's easy to see.
[00:10:56.160 --> 00:11:02.400]   Or depression, you've just lost your job and your whole industry, you know, you're a restaurant worker, that's not coming back.
[00:11:03.600 --> 00:11:25.120]   So we could easily relate stories as to why these other conditions were going to go up, but there was no prediction, again, mostly because I think that the defensiveness of the ADHD community and not wanting to acknowledge as much that there's a real nurture component and not just a nature component.
[00:11:25.120 --> 00:11:42.720]   And yet what we've seen just looking at prescriptions and, you know, the media has jumped all over this, not only have ADHD diagnosis gone up considerably, but also prescription stimulants have shot up dramatically in the last few years.
[00:11:42.720 --> 00:11:51.200]   I'd like to take a quick break and thank our sponsor eight sleep eight sleep, eight sleep makes smart mattress covers with cooling, heating and sleep tracking capacity.
[00:11:51.200 --> 00:11:56.800]   Now, I've spoken before on this podcast about the critical need for us to get adequate amounts of quality sleep each night.
[00:11:56.800 --> 00:12:02.640]   Now, one of the best ways to ensure a great night's sleep is to ensure that the temperature of your sleeping environment is correct.
[00:12:02.640 --> 00:12:09.120]   And that's because in order to fall and stay deeply asleep, your body temperature actually has to drop by about one to three degrees.
[00:12:09.120 --> 00:12:24.320]   Eight sleep makes it very easy to control the temperature of your sleeping environment by allowing you to program the temperature of your mattress cover at the beginning, middle and end of the night.
[00:12:24.320 --> 00:12:31.680]   I've been sleeping on an eight sleep mattress cover for nearly four years now, and it has completely transformed and improved the quality of my sleep.
[00:12:31.680 --> 00:12:36.800]   Eight sleep recently launched their newest generation of the pod cover called the pod four ultra.
[00:12:36.800 --> 00:12:40.000]   The pod four ultra has improved cooling and heating capacity.
[00:12:40.000 --> 00:12:47.440]   I find that very useful because I like to make the bed really cool at the beginning of the night, even colder in the middle of the night and warm as I wake up.
[00:12:47.440 --> 00:12:51.120]   That's what gives me the most slow wave sleep and rapid eye movement sleep.
[00:12:51.120 --> 00:12:58.000]   It also has a snoring detection that will automatically lift your head a few degrees to improve your airflow and stop your snoring.
[00:12:58.000 --> 00:13:11.200]   If you'd like to try an eight sleep mattress cover, go to eight sleep.com/huberman to save up to $350 off their pod four ultra eight sleep currently ships in the USA, Canada, UK, select countries in the EU and Australia.
[00:13:11.200 --> 00:13:13.200]   Again, that's eight sleep.com/huberman.
[00:13:13.200 --> 00:13:16.400]   Today's episode is also brought to us by Juve.
[00:13:16.400 --> 00:13:20.400]   Juve makes medical grade red light therapy devices.
[00:13:20.400 --> 00:13:26.400]   Now, if there's one thing that I have consistently emphasized on this podcast, it is the incredible impact that light can have on our biology.
[00:13:26.400 --> 00:13:45.600]   Now, in addition to sunlight, red light and near infrared light sources have been shown to have positive effects on improving numerous aspects of cellar and organ health, including faster muscle recovery, improved skin health and wound healing, improvements in acne, reduced pain and inflammation, even mitochondrial function, and improving vision itself.
[00:13:45.600 --> 00:13:55.600]   What sets Juve lights apart and why they're my preferred red light therapy device is that they use clinically proven wavelengths, meaning specific wavelengths of red light and near infrared light in combination.
[00:13:55.600 --> 00:13:59.600]   in combination to trigger the optimal cellar adaptations.
[00:13:59.600 --> 00:14:07.600]   Personally, I use the Juve whole body panel about three to four times a week, and I use the Juve handheld light both at home and when I travel.
[00:14:07.600 --> 00:14:13.600]   If you'd like to try Juve, you can go to Juve spelled J-O-O-V-V dot com slash Huberman.
[00:14:13.600 --> 00:14:19.600]   Juve is offering an exclusive discount to all Huberman Lab listeners with up to $400 off Juve products.
[00:14:19.600 --> 00:14:24.800]   Again, that's Juve spelled J-O-O-V-V dot com slash Huberman to get up to $400 off.
[00:14:24.800 --> 00:14:40.800]   I'm fascinated by this relationship between kind of optimal structure and difficulty or at least optimal structure versus having some margins for exploration at one's job.
[00:14:40.800 --> 00:14:48.800]   I realize it's very difficult to throw out kind of pan statements about what sorts of work and professions are going to be best for people with ADHD.
[00:14:48.800 --> 00:15:06.800]   But in your clinical observation, can you perhaps point us to kind of clusters of professions where people with ADHD tend to gravitate toward because they have sufficient or even hyper proficiency there?
[00:15:06.800 --> 00:15:16.800]   Like would we say like the creative arts where, you know, as long as they can get themselves to to to the theater, they tend to do well when improv.
[00:15:16.800 --> 00:15:24.800]   I'm using extreme kind of almost silly examples, but those are professions indeed versus a job where people have quote unquote bankers hours where it's, you know, nine to five.
[00:15:24.800 --> 00:15:34.800]   I could see that being an advantage also being very difficult and of course or accounting where, you know, literally decimal points matter and every every digit counts.
[00:15:34.800 --> 00:15:36.800]   So are there sort of clusters?
[00:15:36.800 --> 00:15:38.800]   I'm going to step back and answer.
[00:15:38.800 --> 00:15:43.800]   I'll get to your answer, but I'm going to frame it two different ways first.
[00:15:43.800 --> 00:15:52.800]   One is, and I didn't come up with this, but I think it's one of the most insightful quips about ADHD is that non ADHD brains are importance driven.
[00:15:52.800 --> 00:15:56.800]   You know, if you know you have to move your car because you'll get a parking ticket, you go out and move it.
[00:15:56.800 --> 00:16:01.800]   If you know taxes need to be paid in April, you know, it's a boring, thankless job.
[00:16:01.800 --> 00:16:05.800]   Nobody and maybe a few people enjoy it, but most of us aren't CPAs of art.
[00:16:05.800 --> 00:16:07.800]   You take care of it.
[00:16:07.800 --> 00:16:11.800]   The ADHD brain, in contrast, is an interest driven brain.
[00:16:11.800 --> 00:16:18.800]   So they know, yeah, yeah, yeah, I should be doing my taxes, but hey, look at how the Warriors are doing in their basketball playoff game.
[00:16:18.800 --> 00:16:20.800]   Look at this cool cat video.
[00:16:20.800 --> 00:16:23.800]   Oh, I'd rather do something else.
[00:16:23.800 --> 00:16:30.800]   So regarding career work, I think the most important thing is that it's interesting to you.
[00:16:30.800 --> 00:16:48.800]   So we can talk about realms of work or certain career paths, but if it's not compelling to you, if it's not interesting to you, it's going to be hard to work at it, even if it's structurally maybe a better support for you.
[00:16:48.800 --> 00:16:51.800]   Does that carry over to other domains of life?
[00:16:51.800 --> 00:16:57.800]   You see, for instance, that people with ADHD are, have a harder time with parenting.
[00:16:57.800 --> 00:17:10.800]   Not that kids aren't super interesting, but, you know, some of their activities might be less interesting to parents than others versus people who are just, I think of this word importance driven as just kind of like really dutiful.
[00:17:10.800 --> 00:17:14.800]   Like it's, it's, it, you do it because you're supposed to do it.
[00:17:14.800 --> 00:17:32.800]   And part of how the field like actually in the nineties started becoming aware that adults could have ADHD is that all these clinicians who were having ADHD clinics for kids were starting to notice, wait a minute, this parent is showing up 20 minutes late to pick up his kid.
[00:17:32.800 --> 00:17:33.800]   Wait a minute.
[00:17:33.800 --> 00:17:36.800]   The parent didn't fill the prescription.
[00:17:36.800 --> 00:17:39.800]   So the kid went for two weeks without the medication.
[00:17:39.800 --> 00:17:50.800]   And they started becoming more aware of ADHD in adults by seeing that the adults who were parents of these kids, and again, there's a strong genetic connection, had ADHD.
[00:17:50.800 --> 00:18:11.800]   So there are certainly wonderful, loving, supportive, nurturing parents with ADHD, but studies that have looked at, you know, trying to find some objective measures are things more likely to be forgotten, misplaced, mislaid, go off track with an ADHD family.
[00:18:11.800 --> 00:18:12.800]   Absolutely.
[00:18:12.800 --> 00:18:13.800]   Absolutely.
[00:18:13.800 --> 00:18:27.800]   And one of the more powerful sets of interventions for kids with ADHD separate from medications is family-based training that helps get the whole family, one, to understand how the kid's brain is working differently, but actually it might not be that differently.
[00:18:27.800 --> 00:18:36.800]   It might be exactly how dad or mom's brain is working, but to help them function as more consistent parents.
[00:18:36.800 --> 00:18:57.800]   So the other bias I'd say again before identifying specific careers is that as a society we've long cherished or valued, the guy who worked 50 years for Eastman Kodak Company and got the gold watch at the end was sort of the epitome of what you should strive for in a career.
[00:18:57.800 --> 00:19:12.800]   But if you're interest-driven and your interests change, so for many people with ADHD, the best career is actually not one 50-year career, it's 10, five-year careers or five, 10-year careers.
[00:19:12.800 --> 00:19:24.800]   And part of it is the whole work world has become more fragmented and upheaval is the name of the game and break things quickly is the motto of Silicon Valley.
[00:19:24.800 --> 00:19:29.800]   I didn't phrase that quite right, but the message I think is still there.
[00:19:29.800 --> 00:19:47.800]   I think we're accepting more that many career trajectories are going to look not like just one beautiful arc, but I think there's a sort of a normocentric bias to that is what you should strive for, and if you are changing careers, that's a bad thing.
[00:19:47.800 --> 00:19:56.800]   We've got lots of people who do worthwhile things in life, and often because of their more varied experience, they're bringing more to what they're doing.
[00:19:56.800 --> 00:20:06.800]   So I think we need to value that and embrace that as an option and accept that maybe for some people that is an optimal career path.
[00:20:06.800 --> 00:20:07.800]   I can relate.
[00:20:07.800 --> 00:20:16.800]   I mean, I spent 20-plus years training to become a bench scientist and run a lab, and then now I still teach and hold my appointment, still involved in a bit of research.
[00:20:16.800 --> 00:20:23.800]   But I'm in a second career now-ish, and I imagine there'll be a third.
[00:20:23.800 --> 00:20:26.800]   Let me talk later if you think I have ADHD or not.
[00:20:26.800 --> 00:20:36.800]   I certainly consume a lot of caffeine, and we'll come back to the idea of the relationship between levels of caffeine consumption and possible ADHD.
[00:20:36.800 --> 00:20:39.800]   We're seeding the discussion for later on that.
[00:20:39.800 --> 00:20:50.800]   We hear pretty often that social media and scrolling X or scrolling Instagram or TikTok is "giving people ADHD."
[00:20:50.800 --> 00:21:06.800]   Are there any data, either clinical or otherwise, that suggests that the mere practice of looking at 10,000 different contexts, or even 15 videos for a minute while standing at the bus stop,
[00:21:06.800 --> 00:21:13.800]   is somehow creating more distractibility in other domains of life?
[00:21:13.800 --> 00:21:14.800]   Yeah.
[00:21:14.800 --> 00:21:42.800]   So I'd say there's a lot of good neuroscience research or neuropsychological data that the more time you spend immersed in social media, and it's the constant, it's the barrage of information and not just the volume of information, but that you are constantly being interrupted, and that most of these interruptions are intentionally designed to attract your attention.
[00:21:42.800 --> 00:22:00.800]   And that the more people practice thinking that way or being in the world that way, yes, it's harder to sustain attention for long periods of time, that you train yourself to overreact to any new distractions.
[00:22:00.800 --> 00:22:09.800]   So the core elements of some of the executive functions that are impaired in ADHD, we are all becoming more ADHD-like.
[00:22:09.800 --> 00:22:15.800]   So that's the thesis of the book that I've been working on that's still several months from going anywhere.
[00:22:15.800 --> 00:22:18.800]   But I call it attention deficit world.
[00:22:18.800 --> 00:22:22.800]   And one of the things that's been frustrating is that there's been this huge disconnect.
[00:22:22.800 --> 00:22:32.800]   There have been people writing about, you know, the question you're asking, that the neuroscience, our brains getting more distracted, are we becoming, you know, it's not just distracted.
[00:22:32.800 --> 00:22:39.800]   You know, immersion in this media world or social media, cell phone, however you want to break it down, it's not all bad.
[00:22:39.800 --> 00:22:41.800]   It's not just that concentration's worse.
[00:22:41.800 --> 00:22:50.800]   So, you know, detecting visual items in the environment, there's some things that people become more adept at.
[00:22:50.800 --> 00:22:58.800]   Whether that's actually a good thing to be more adept at, people do multitask more quickly or switch in and out of it.
[00:22:58.800 --> 00:23:03.800]   They're still not doing as well on that task if they had no distractions and just focus solely.
[00:23:03.800 --> 00:23:08.800]   But they're multitasking better than people who don't immerse themselves a lot in the internet.
[00:23:08.800 --> 00:23:12.800]   So there's a whole literature and popular books and attention.
[00:23:12.800 --> 00:23:16.800]   We know everyone's getting a little more distracted.
[00:23:16.800 --> 00:23:21.800]   But all the books that talk about that say, well, this is just sort of everyday stuff.
[00:23:21.800 --> 00:23:23.800]   This has nothing to do with ADHD.
[00:23:23.800 --> 00:23:26.800]   And there's lots of wonderful ADHD books out there.
[00:23:26.800 --> 00:23:33.800]   And they'd say ADHD is this discreet condition, even if they acknowledge it's on a spectrum of severity,
[00:23:33.800 --> 00:23:36.800]   but that it's really serious stuff.
[00:23:36.800 --> 00:23:43.800]   And we don't, you know, just because you forgot your homework or you left your car keys
[00:23:43.800 --> 00:23:47.800]   or you can't remember where you parked your car, everyone does that.
[00:23:47.800 --> 00:23:54.800]   And we want to make sure that you respect that ADHD is a serious and potentially disruptive condition.
[00:23:54.800 --> 00:23:59.800]   And when I say serious, and I'm going to go on this tangent for a little bit,
[00:23:59.800 --> 00:24:03.800]   the caricatures of ADHD is, you know, oh, there's the squirrel.
[00:24:03.800 --> 00:24:05.800]   You know, it's silly.
[00:24:05.800 --> 00:24:12.800]   It's people are distracted, ditzy, late, doing things that we make fun of in society.
[00:24:12.800 --> 00:24:18.800]   And we ignore that many of these things can have a more serious repercussions inside.
[00:24:18.800 --> 00:24:26.800]   So a kid who has ADHD, their life expectancy is about 10 years shorter than their non-ADHD peers.
[00:24:26.800 --> 00:24:32.800]   That is the same extent of cutting off life as having diabetes or having major depression.
[00:24:32.800 --> 00:24:36.800]   Is that because of accidents, addiction, injury?
[00:24:36.800 --> 00:24:40.800]   Almost all of it is two factors and they're almost equally.
[00:24:40.800 --> 00:24:41.800]   One is accidents.
[00:24:41.800 --> 00:24:48.800]   So motor vehicle accidents, you know, if you're driving distracted, you're more likely to be involved in accidents.
[00:24:48.800 --> 00:24:56.800]   But it's also, you know, the kid who's probably being more daring with the tractor on the farm or daring the bull.
[00:24:56.800 --> 00:25:00.800]   I mean, all sorts of accidents, not just motor vehicle accidents.
[00:25:00.800 --> 00:25:03.800]   And the other is suicide.
[00:25:03.800 --> 00:25:10.800]   And some of the suicide is because there is an overlap with depression and anxiety and other factors.
[00:25:10.800 --> 00:25:14.800]   But I'm convinced and not many people are looking at this angle.
[00:25:14.800 --> 00:25:15.800]   Some are.
[00:25:15.800 --> 00:25:20.800]   With suicide, we focus so much on the despair, the misery that someone hates their life.
[00:25:20.800 --> 00:25:24.800]   I mean, but there's lots and lots of depressed people who don't kill themselves.
[00:25:24.800 --> 00:25:30.800]   The other really important element to suicide is impulsivity.
[00:25:30.800 --> 00:25:40.800]   Is lots of people feel really bad, but we know having guns in households increases the rate of likelihood someone's going to shoot them.
