
[00:00:00.000 --> 00:00:01.520]   Let's talk about the sweaters, okay?
[00:02:31.320 --> 00:02:32.200]   Week after week.
[00:02:32.200 --> 00:02:33.160]   A week and a week.
[00:02:33.160 --> 00:02:34.240]   A week and a week.
[00:02:34.240 --> 00:02:35.120]   For two weeks.
[00:02:35.120 --> 00:02:35.680]   It's miraculous.
[00:02:35.680 --> 00:02:39.040]   Hitting the top 40 podcast episodes in the world.
[00:02:39.040 --> 00:02:40.240]   Thanks to the fans with me.
[00:02:40.240 --> 00:02:45.360]   Of course, the dictator himself in an amazing sweater.
[00:02:45.360 --> 00:02:47.280]   Light cashmere gilet.
[00:02:47.280 --> 00:02:51.320]   The Sultan of Science, I found out from his mom.
[00:02:51.320 --> 00:02:54.740]   She much prefers the Sultan of Science to Queen of Kinwa.
[00:02:54.740 --> 00:02:54.900]   So that's where we're going.
[00:02:54.900 --> 00:02:56.740]   So that's where we're going with going forward.
[00:02:56.740 --> 00:03:01.740]   David Freedberg, who had a great party up in Beep.
[00:03:01.740 --> 00:03:03.140]   And I really enjoyed going.
[00:03:03.140 --> 00:03:08.020]   And Sax, who didn't go to Beep's party or to Freedberg's party.
[00:03:08.020 --> 00:03:11.860]   He stayed home and played chess on his iPhone.
[00:03:11.860 --> 00:03:14.560]   The Rain Man himself, David Sax.
[00:03:14.560 --> 00:03:16.280]   Welcome to the pod, everybody.
[00:03:16.280 --> 00:03:16.700]   Okay.
[00:03:16.700 --> 00:03:17.820]   You want my two New York stories?
[00:03:17.820 --> 00:03:19.940]   My one true bestie, Jason Calacanis.
[00:03:19.940 --> 00:03:20.360]   It's true.
[00:03:20.360 --> 00:03:21.200]   No, that's not true.
[00:03:21.200 --> 00:03:24.740]   I really wanted to come, but Nat's breastfeeding, and so I couldn't come.
[00:03:24.740 --> 00:03:26.580]   The helipad was shut down.
[00:03:26.580 --> 00:03:27.500]   Shamab couldn't land.
[00:03:27.500 --> 00:03:28.540]   You were getting breastfed?
[00:03:28.540 --> 00:03:29.660]   Oh, God.
[00:03:29.660 --> 00:03:30.660]   What's going on?
[00:03:30.660 --> 00:03:33.660]   Oh, geez.
[00:03:33.660 --> 00:03:36.660]   There was like, was there a Curb Your Enthusiasm?
[00:03:36.660 --> 00:03:36.940]   Oh, no.
[00:03:36.940 --> 00:03:42.660]   It was this great show called Afterlife from Ricky Gervais.
[00:03:42.660 --> 00:03:49.040]   There's literally a scene in it where a woman, they work for a local newspaper that's going out of business,
[00:03:49.040 --> 00:03:50.740]   and they're going to do local stories.
[00:03:50.740 --> 00:03:54.320]   And the big story in town is a woman is making pudding.
[00:03:54.400 --> 00:03:57.400]   Pudding, incredibly delicious pudding.
[00:03:57.400 --> 00:03:59.020]   And it's from her breast milk.
[00:03:59.020 --> 00:04:02.240]   And they go and cover the story.
[00:04:02.240 --> 00:04:03.480]   Anyway, I'll just leave it at that.
[00:04:03.480 --> 00:04:04.820]   It's a pretty amazing story.
[00:04:04.820 --> 00:04:07.520]   Do you want to know my two New York stories or not?
[00:04:07.520 --> 00:04:08.240]   Yeah, let's hear it.
[00:04:08.240 --> 00:04:09.560]   What, you said you had a helicopter story?
[00:04:09.560 --> 00:04:10.060]   What's that?
[00:04:10.060 --> 00:04:10.700]   Yeah, helicopter story.
[00:04:10.700 --> 00:04:12.240]   Helicopter's also a New York story.
[00:04:12.240 --> 00:04:24.020]   So I went to Deepdale to play golf with a certain well-known individual, and we chop her back.
[00:04:24.060 --> 00:04:25.720]   A finance individual?
[00:04:25.720 --> 00:04:26.720]   Media?
[00:04:26.720 --> 00:04:27.720]   Politics.
[00:04:27.720 --> 00:04:29.720]   Well-known political individual.
[00:04:29.720 --> 00:04:30.720]   Oh, political.
[00:04:30.720 --> 00:04:31.720]   Okay.
[00:04:31.720 --> 00:04:32.720]   So this is not a rock and roller.
[00:04:32.720 --> 00:04:35.720]   You do not want to step foot in a helicopter with a rock and roll star.
[00:04:35.720 --> 00:04:40.720]   No, so here's my story, which is why I totally freaked out about helicopters, and I can't.
[00:04:40.720 --> 00:04:42.720]   This was eight years ago.
[00:04:42.720 --> 00:04:45.720]   We play Deepdale, which is just outside New York.
[00:04:45.720 --> 00:04:47.720]   The chopper lands in the middle of the thing.
[00:04:47.720 --> 00:04:49.720]   I was like, okay, that's fine.
[00:04:49.720 --> 00:04:52.720]   And we're going, and I'm already feeling kind of skittish.
[00:04:52.720 --> 00:04:53.640]   I don't like helicopters.
[00:04:53.640 --> 00:04:56.400]   I'm like, okay, I'm going to get to the East Side Heliport.
[00:04:56.400 --> 00:04:59.400]   And the East Side Heliport is basically right by the East River.
[00:04:59.400 --> 00:05:07.400]   And so the helicopter descends, and one of the skis doesn't actually land on the fucking thing.
[00:05:07.400 --> 00:05:08.400]   Oops.
[00:05:08.400 --> 00:05:09.400]   Tilt-y-poo?
[00:05:09.400 --> 00:05:14.400]   It does a little tilt-y-poops, and then the guy comes back up, and then he lands.
[00:05:14.400 --> 00:05:19.400]   Honestly, I have never been more scared in my life.
[00:05:19.400 --> 00:05:20.400]   All right, that's it.
[00:05:20.400 --> 00:05:21.400]   And I was like, that's it.
[00:05:21.400 --> 00:05:22.400]   We're having a bestie band.
[00:05:22.400 --> 00:05:23.220]   Never again.
[00:05:23.300 --> 00:05:23.960]   I'm sorry, my wife.
[00:05:23.960 --> 00:05:24.960]   We're making a pact here.
[00:05:24.960 --> 00:05:25.960]   Nobody in fucking conference.
[00:05:25.960 --> 00:05:26.960]   It's crazy.
[00:05:26.960 --> 00:05:27.960]   So that's why I'm on New York.
[00:05:27.960 --> 00:05:30.960]   Last New York story was I was there two days ago, or for the last couple days.
[00:05:30.960 --> 00:05:31.960]   For SantaCon?
[00:05:31.960 --> 00:05:34.960]   In the middle of this Omicron breakout.
[00:05:34.960 --> 00:05:38.960]   By the way, had a beautiful dinner after the game.
[00:05:38.960 --> 00:05:41.960]   Draymond, Kevin Durant, me, bunch of friends.
[00:05:41.960 --> 00:05:42.960]   Did you go to the game?
[00:05:42.960 --> 00:05:44.960]   No, we went to the private room at Carbone.
[00:05:44.960 --> 00:05:46.960]   It was so brutal, though, I have to tell you.
[00:05:46.960 --> 00:05:48.960]   I feel so disgusting with myself.
[00:05:48.960 --> 00:05:52.860]   I had a work dinner, and I have sushi at the work dinner.
[00:05:52.960 --> 00:05:54.620]   And then Dray texts after the game.
[00:05:54.620 --> 00:05:56.800]   He's like, hey, we're all having dinner at Carbone.
[00:05:56.800 --> 00:05:58.620]   I said, okay, I'll head through.
[00:05:58.620 --> 00:05:59.720]   I went to the hotel.
[00:05:59.720 --> 00:06:03.120]   I called Nat, and I said, I'm brushing my teeth.
[00:06:03.120 --> 00:06:04.960]   And she said, but you're going out.
[00:06:04.960 --> 00:06:09.720]   And I said, yes, but if I brush my teeth, I'm not going to eat a second dinner.
[00:06:09.720 --> 00:06:14.160]   And I thought, and then, but I made the key mistake, but I didn't floss.
[00:06:14.160 --> 00:06:17.920]   So I was unflossed, but I brushed my teeth.
[00:06:17.920 --> 00:06:20.080]   I show up, and fucking I lose it.
[00:06:20.080 --> 00:06:22.500]   And wine and dessert and bread.
[00:06:22.620 --> 00:06:24.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:24.280 --> 00:06:26.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:26.280 --> 00:06:28.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:28.280 --> 00:06:30.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:30.280 --> 00:06:32.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:32.280 --> 00:06:34.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:34.280 --> 00:06:36.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:36.280 --> 00:06:38.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:38.280 --> 00:06:40.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:40.280 --> 00:06:42.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:42.280 --> 00:06:44.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:44.280 --> 00:06:46.280]   I'm like, oh, I'm going to eat a second dinner.
[00:06:46.380 --> 00:06:48.380]   I'm like, oh, I'm going to eat a second dinner.
[00:06:48.380 --> 00:06:50.500]   I'm like, oh, I'm going to eat a second dinner.
[00:06:50.500 --> 00:06:52.620]   I'm like, oh, I'm going to eat a second dinner.
[00:06:52.620 --> 00:06:54.720]   I'm like, oh, I'm going to eat a second dinner.
[00:06:54.720 --> 00:06:56.840]   I'm like, oh, I'm going to eat a second dinner.
[00:06:56.840 --> 00:06:58.960]   I'm like, oh, I'm going to eat a second dinner.
[00:06:58.960 --> 00:07:01.080]   I'm like, oh, I'm going to eat a second dinner.
[00:07:01.080 --> 00:07:03.220]   I'm like, oh, I'm going to eat a second dinner.
[00:07:03.220 --> 00:07:05.340]   I'm like, oh, I'm going to eat a second dinner.
[00:07:05.340 --> 00:07:07.460]   I'm like, oh, I'm going to eat a second dinner.
[00:07:07.460 --> 00:07:09.580]   I'm like, oh, I'm going to eat a second dinner.
[00:07:09.580 --> 00:07:11.680]   I'm like, oh, I'm going to eat a second dinner.
[00:07:11.800 --> 00:07:13.800]   I'm like, oh, I'm going to eat a second dinner.
[00:07:13.800 --> 00:07:15.920]   I'm like, oh, I'm going to eat a second dinner.
[00:07:15.920 --> 00:07:18.040]   I'm like, oh, I'm going to eat a second dinner.
[00:07:18.040 --> 00:07:20.180]   I'm like, oh, I'm going to eat a second dinner.
[00:07:20.180 --> 00:07:22.300]   I'm like, oh, I'm going to eat a second dinner.
[00:07:22.300 --> 00:07:24.420]   I'm like, oh, I'm going to eat a second dinner.
[00:07:24.420 --> 00:07:26.560]   I'm like, oh, I'm going to eat a second dinner.
[00:07:26.560 --> 00:07:28.680]   I'm like, oh, I'm going to eat a second dinner.
[00:07:28.680 --> 00:07:30.800]   I'm like, oh, I'm going to eat a second dinner.
[00:07:30.800 --> 00:07:32.920]   I'm like, oh, I'm going to eat a second dinner.
[00:07:32.920 --> 00:07:35.040]   I'm like, oh, I'm going to eat a second dinner.
[00:07:35.040 --> 00:07:37.180]   I'm like, oh, I'm going to eat a second dinner.
[00:07:37.300 --> 00:07:39.300]   I'm like, oh, I'm going to eat a second dinner.
[00:07:39.300 --> 00:07:41.420]   I'm like, oh, I'm going to eat a second dinner.
[00:07:41.420 --> 00:07:43.540]   I'm like, oh, I'm going to eat a second dinner.
[00:07:43.540 --> 00:07:45.680]   I'm like, oh, I'm going to eat a second dinner.
[00:07:45.680 --> 00:07:47.800]   I'm like, oh, I'm going to eat a second dinner.
[00:07:47.800 --> 00:07:49.920]   I'm like, oh, I'm going to eat a second dinner.
[00:07:49.920 --> 00:07:52.060]   I'm like, oh, I'm going to eat a second dinner.
[00:07:52.060 --> 00:07:54.180]   I'm like, oh, I'm going to eat a second dinner.
[00:07:54.180 --> 00:07:56.300]   I'm like, oh, I'm going to eat a second dinner.
[00:07:56.300 --> 00:07:58.420]   I'm like, oh, I'm going to eat a second dinner.
[00:07:58.420 --> 00:08:00.540]   I'm like, oh, I'm going to eat a second dinner.
[00:08:00.540 --> 00:08:02.680]   I'm like, oh, I'm going to eat a second dinner.
[00:08:02.800 --> 00:08:04.060]   He's such a great guy.
[00:08:04.060 --> 00:08:05.040]   I love Kevin Durant.
[00:08:05.040 --> 00:08:08.060]   He is really, really, really a great guy.
[00:08:08.060 --> 00:08:08.720]   Wish he had stayed.
[00:08:08.720 --> 00:08:10.960]   Super, super sensitive, cool.
[00:08:10.960 --> 00:08:12.660]   He's friends again with Day Day.
[00:08:12.660 --> 00:08:14.740]   He was always friends with Day Day.
[00:08:14.740 --> 00:08:16.060]   I think that when they had their blow up,
[00:08:16.060 --> 00:08:17.540]   it was more like they're brothers
[00:08:17.540 --> 00:08:19.620]   and it was just a little bit of tension.
[00:08:19.620 --> 00:08:21.800]   Like when you started talking like Joe Pesci?
[00:08:21.800 --> 00:08:26.440]   Did Kevin Durant ever start talking like Joe Pesci?
[00:08:26.440 --> 00:08:29.740]   Heading inside baseball.
[00:08:29.740 --> 00:08:30.400]   All right.
[00:08:30.400 --> 00:08:32.120]   It was an eventful week on Twitter.
[00:08:32.520 --> 00:08:36.520]   We're only one week into the new Twitter CEO's reign.
[00:08:36.520 --> 00:08:41.760]   Jack is gone and already David Sachs has been flagged.
[00:08:41.760 --> 00:08:46.340]   It can't be a coincidence that you were talking about them
[00:08:46.340 --> 00:08:48.880]   flagging accounts at the end of free speech.
[00:08:48.880 --> 00:08:51.840]   And then pull it up on the screen.
[00:08:51.840 --> 00:08:57.400]   Everybody investors should be spending their time finding good investments,
[00:08:57.400 --> 00:09:00.720]   not endlessly debating interest rates, inflation and tax policy.
[00:09:00.720 --> 00:09:02.140]   But that's the uncertainty Washington has.
[00:09:02.240 --> 00:09:03.080]   It's a great tweet.
[00:09:03.080 --> 00:09:04.120]   I like that tweet, actually.
[00:09:04.120 --> 00:09:05.160]   And then the flag, the conversation from Sachs has been flagged.
[00:09:05.160 --> 00:09:06.160]   Some conversations can get heavy.
[00:09:06.160 --> 00:09:07.160]   Don't forget the human behind the screen.
[00:09:07.160 --> 00:09:08.160]   Do you think that this is that's machine learned?
[00:09:08.160 --> 00:09:09.160]   Or do you think that that's an editor that goes in there and actually
[00:09:09.160 --> 00:09:10.160]   just manually flags?
[00:09:10.160 --> 00:09:11.160]   Machine learned.
[00:09:11.160 --> 00:09:12.160]   No, I think it's a great question.
[00:09:12.160 --> 00:09:13.160]   But what is in there that actually triggers?
[00:09:13.160 --> 00:09:14.160]   The word debating.
[00:09:14.160 --> 00:09:15.160]   Washington.
[00:09:15.160 --> 00:09:16.160]   Interest rates.
[00:09:16.160 --> 00:09:17.200]   Washington.
[00:09:17.200 --> 00:09:18.200]   The word debating.
[00:09:18.200 --> 00:09:19.200]   Washington.
[00:09:19.200 --> 00:09:20.240]   The word debating.
[00:09:20.240 --> 00:09:21.280]   The word debating.
[00:09:21.280 --> 00:09:22.320]   The word debating.
[00:09:22.320 --> 00:09:23.320]   The word debating.
[00:09:23.320 --> 00:09:24.360]   The word debating.
[00:09:24.360 --> 00:09:25.360]   The word debating.
[00:09:25.360 --> 00:09:26.400]   The word debating.
[00:09:26.400 --> 00:09:27.440]   The word debating.
[00:09:27.440 --> 00:09:28.480]   The word debating.
[00:09:28.480 --> 00:09:29.520]   The word debating.
[00:09:29.520 --> 00:09:30.560]   The word debating.
[00:09:30.560 --> 00:09:31.600]   The word debating.
[00:09:31.640 --> 00:09:32.640]   The word debating.
[00:09:32.640 --> 00:09:33.680]   The word debating.
[00:09:33.680 --> 00:09:34.680]   The word debating.
[00:09:34.680 --> 00:09:35.680]   The word debating.
[00:09:35.680 --> 00:09:36.680]   The word debating.
[00:09:36.680 --> 00:09:37.680]   The word debating.
[00:09:37.680 --> 00:09:38.680]   The word debating.
[00:09:38.680 --> 00:09:39.680]   The word debating.
[00:09:39.680 --> 00:09:40.680]   The word debating.
[00:09:40.680 --> 00:09:41.680]   The word debating.
[00:09:41.680 --> 00:09:42.680]   The word debating.
[00:09:42.680 --> 00:09:43.680]   The word debating.
[00:09:43.680 --> 00:09:44.680]   The word debating.
[00:09:44.680 --> 00:09:45.680]   The word debating.
[00:09:45.680 --> 00:09:46.680]   The word debating.
[00:09:46.680 --> 00:09:47.680]   The word debating.
[00:09:47.680 --> 00:09:48.680]   The word debating.
[00:09:48.680 --> 00:09:49.680]   The word debating.
[00:09:49.680 --> 00:09:50.680]   The word debating.
[00:09:50.680 --> 00:09:51.680]   The word debating.
[00:09:51.680 --> 00:09:52.680]   The word debating.
[00:09:52.680 --> 00:09:53.680]   The word debating.
[00:09:53.680 --> 00:09:54.680]   The word debating.
[00:09:54.680 --> 00:09:55.680]   The word debating.
[00:09:55.680 --> 00:09:56.680]   The word debating.
[00:09:56.680 --> 00:09:57.680]   The word debating.
[00:09:57.680 --> 00:09:58.680]   The word debating.
[00:09:58.680 --> 00:09:59.680]   The word debating.
[00:09:59.680 --> 00:10:00.680]   The word debating.
[00:10:00.680 --> 00:10:01.600]   The word debating.
[00:10:01.640 --> 00:10:02.640]   The word debating.
[00:10:02.640 --> 00:10:03.640]   The word debating.
[00:10:03.640 --> 00:10:04.640]   The word debating.
[00:10:04.640 --> 00:10:05.640]   The word debating.
[00:10:05.640 --> 00:10:06.640]   The word debating.
[00:10:06.640 --> 00:10:07.640]   The word debating.
[00:10:07.640 --> 00:10:08.640]   The word debating.
[00:10:08.640 --> 00:10:09.640]   The word debating.
[00:10:09.640 --> 00:10:10.640]   The word debating.
[00:10:10.640 --> 00:10:11.640]   The word debating.
[00:10:11.640 --> 00:10:12.640]   The word debating.
[00:10:12.640 --> 00:10:13.640]   The word debating.
[00:10:13.640 --> 00:10:14.640]   The word debating.
[00:10:14.640 --> 00:10:15.640]   The word debating.
[00:10:15.640 --> 00:10:16.640]   The word debating.
[00:10:16.640 --> 00:10:17.640]   The word debating.
[00:10:17.640 --> 00:10:18.640]   The word debating.
[00:10:18.640 --> 00:10:19.640]   The word debating.
[00:10:19.640 --> 00:10:20.640]   The word debating.
[00:10:20.640 --> 00:10:21.640]   The word debating.
[00:10:21.640 --> 00:10:22.640]   The word debating.
[00:10:22.640 --> 00:10:23.640]   The word debating.
[00:10:23.640 --> 00:10:24.640]   The word debating.
[00:10:24.640 --> 00:10:25.640]   The word debating.
[00:10:25.640 --> 00:10:26.640]   The word debating.
[00:10:26.640 --> 00:10:27.640]   The word debating.
[00:10:27.640 --> 00:10:28.640]   The word debating.
[00:10:28.640 --> 00:10:29.640]   The word debating.
[00:10:29.640 --> 00:10:30.640]   The word debating.
[00:10:30.640 --> 00:10:31.640]   The word debating.
[00:10:31.680 --> 00:10:32.640]   The word debating.
[00:10:32.640 --> 00:10:33.640]   The word debating.
[00:10:33.640 --> 00:10:34.640]   The word debating.
[00:10:34.640 --> 00:10:35.640]   The word debating.
[00:10:35.640 --> 00:10:36.640]   The word debating.
[00:10:36.640 --> 00:10:37.640]   The word debating.
[00:10:37.640 --> 00:10:38.640]   The word debating.
[00:10:38.640 --> 00:10:39.640]   The word debating.
[00:10:39.640 --> 00:10:40.640]   The word debating.
[00:10:40.640 --> 00:10:41.640]   The word debating.
[00:10:41.640 --> 00:10:42.640]   The word debating.
[00:10:42.640 --> 00:10:43.640]   The word debating.
[00:10:43.640 --> 00:10:44.640]   The word debating.
[00:10:44.640 --> 00:10:45.640]   The word debating.
[00:10:45.640 --> 00:10:46.640]   The word debating.
[00:10:46.640 --> 00:10:47.640]   The word debating.
[00:10:47.640 --> 00:10:48.640]   The word debating.
[00:10:48.640 --> 00:10:49.640]   The word debating.
[00:10:49.640 --> 00:10:50.640]   The word debating.
[00:10:50.640 --> 00:10:51.640]   The word debating.
[00:10:51.640 --> 00:10:52.640]   The word debating.
[00:10:52.640 --> 00:10:53.640]   The word debating.
[00:10:53.640 --> 00:10:54.640]   The word debating.
[00:10:54.640 --> 00:10:55.640]   The word debating.
[00:10:55.640 --> 00:10:56.640]   The word debating.
[00:10:56.640 --> 00:10:57.640]   The word debating.
[00:10:57.640 --> 00:10:58.640]   The word debating.
[00:10:58.640 --> 00:10:59.640]   The word debating.
[00:10:59.640 --> 00:11:00.640]   The word debating.
[00:11:00.720 --> 00:11:01.680]   The word debating.
[00:11:01.680 --> 00:11:02.680]   The word debating.
[00:11:02.680 --> 00:11:03.680]   The word debating.
[00:11:03.680 --> 00:11:04.680]   The word debating.
[00:11:04.680 --> 00:11:05.680]   The word debating.
[00:11:05.680 --> 00:11:06.680]   The word debating.
[00:11:06.680 --> 00:11:07.680]   The word debating.
[00:11:07.680 --> 00:11:08.680]   The word debating.
[00:11:08.680 --> 00:11:09.680]   The word debating.
[00:11:09.680 --> 00:11:10.680]   The word debating.
[00:11:10.680 --> 00:11:11.680]   The word debating.
[00:11:11.680 --> 00:11:12.680]   The word debating.
[00:11:12.680 --> 00:11:13.680]   The word debating.
[00:11:13.680 --> 00:11:14.680]   The word debating.
[00:11:14.680 --> 00:11:15.680]   The word debating.
[00:11:15.680 --> 00:11:16.680]   The word debating.
[00:11:16.680 --> 00:11:17.680]   The word debating.
[00:11:17.680 --> 00:11:18.680]   The word debating.
[00:11:18.680 --> 00:11:19.680]   The word debating.
[00:11:19.680 --> 00:11:20.680]   The word debating.
[00:11:20.680 --> 00:11:21.680]   The word debating.
[00:11:21.680 --> 00:11:22.680]   The word debating.
[00:11:22.680 --> 00:11:23.680]   The word debating.
[00:11:23.680 --> 00:11:24.680]   The word debating.
[00:11:24.680 --> 00:11:25.680]   The word debating.
[00:11:25.680 --> 00:11:26.680]   The word debating.
[00:11:26.680 --> 00:11:27.680]   The word debating.
[00:11:27.680 --> 00:11:28.680]   The word debating.
[00:11:28.680 --> 00:11:29.680]   The word debating.
[00:11:29.720 --> 00:11:30.720]   The word debating.
[00:11:30.720 --> 00:11:31.720]   The word debating.
[00:11:31.720 --> 00:11:32.720]   The word debating.
[00:11:32.720 --> 00:11:33.720]   The word debating.
[00:11:33.720 --> 00:11:34.720]   The word debating.
[00:11:34.720 --> 00:11:35.720]   The word debating.
[00:11:35.720 --> 00:11:36.720]   The word debating.
[00:11:36.720 --> 00:11:37.720]   The word debating.
[00:11:37.720 --> 00:11:38.720]   The word debating.
[00:11:38.720 --> 00:11:39.720]   The word debating.
[00:11:39.720 --> 00:11:40.720]   The word debating.
[00:11:40.720 --> 00:11:41.720]   The word debating.
[00:11:41.720 --> 00:11:42.720]   The word debating.
[00:11:42.720 --> 00:11:43.720]   The word debating.
[00:11:43.720 --> 00:11:44.720]   The word debating.
[00:11:44.720 --> 00:11:45.720]   The word debating.
[00:11:45.720 --> 00:11:46.720]   The word debating.
[00:11:46.720 --> 00:11:47.720]   The word debating.
[00:11:47.720 --> 00:11:48.720]   The word debating.
[00:11:48.720 --> 00:11:49.720]   The word debating.
[00:11:49.720 --> 00:11:50.720]   The word debating.
[00:11:50.720 --> 00:11:51.720]   The word debating.
[00:11:51.720 --> 00:11:52.720]   The word debating.
[00:11:52.720 --> 00:11:53.720]   The word debating.
