
[00:00:00.000 --> 00:00:02.220]   Welcome to Huberman Lab Essentials,
[00:05:26.200 --> 00:05:31.800]   Okay. So, 80% of the one rep max, six sets of 10 reps separated by rest of-
[00:05:31.800 --> 00:05:32.520]   Two minutes.
[00:05:32.520 --> 00:05:34.280]   Two minutes, which is actually pretty fast.
[00:05:34.280 --> 00:05:34.600]   Yes.
[00:05:34.600 --> 00:05:35.240]   At least to me.
[00:05:35.240 --> 00:05:35.560]   It is.
[00:05:35.560 --> 00:05:38.760]   Anytime you see these two to three minutes, when you're actually watching the clock,
[00:05:38.760 --> 00:05:40.760]   those two minute rest periods go by pretty fast.
[00:05:40.760 --> 00:05:43.000]   By the third, fourth set, you're dying for more.
[00:05:43.000 --> 00:05:43.240]   Yeah.
[00:05:43.240 --> 00:05:43.560]   Yeah.
[00:05:43.560 --> 00:05:49.320]   We formulated that kind of exercise protocol to really target, you know, the release of
[00:05:49.320 --> 00:05:53.160]   testosterone and try and drive up these anabolic environments to study the, you know,
[00:05:53.160 --> 00:05:56.120]   the endocrine, you know, consequences.
[00:05:56.120 --> 00:06:03.320]   But I think that's the type of protocol that is most advantageous for driving anabolic environments.
[00:06:03.320 --> 00:06:05.080]   And that was it for the workout?
[00:06:05.080 --> 00:06:10.360]   Yeah, we would do that in a back squat. So, you know, multi-joint, you know, challenging
[00:06:10.360 --> 00:06:16.760]   exercise, multi-muscle, multi-joint, 80% load of your one repetition max, and then six by 10.
[00:06:16.760 --> 00:06:22.600]   We did play around with, you know, your classic German volume type 10 by 10 kind of protocols,
[00:06:22.600 --> 00:06:29.000]   but they were just unsustainable at that 80%. The key to what we also did was we always adjusted
[00:06:29.880 --> 00:06:34.360]   the loads to make sure that it was 10 repetitions that were sustained.
[00:06:34.360 --> 00:06:41.480]   So if the load was too high and an athlete or a participant had to drop the weight on the sixth
[00:06:41.480 --> 00:06:44.920]   repetition, we would unload the bar and make sure they completed the 10 repetitions.
[00:06:44.920 --> 00:06:45.400]   I see.
[00:06:45.400 --> 00:06:50.840]   Bringing me back to the point of it's an intensity and a volume derivative that is going to be most
[00:06:50.840 --> 00:06:52.840]   advantageous for testosterone release.
[00:06:52.840 --> 00:06:58.680]   So that sort of hints at the possibility that the thresholds for going from a workout that increases
[00:06:58.680 --> 00:07:03.160]   testosterone to a workout that diminishes testosterone is actually a pretty narrow margin.
[00:07:03.160 --> 00:07:08.360]   Yeah. And I think it comes back to that intensity factor then, you know, what we saw with that 10
[00:07:08.360 --> 00:07:14.040]   by 10 protocol really sees pretty significant drop offs in the load. And again, we're trying to
[00:07:14.040 --> 00:07:19.720]   stimulate with intensity, with mechanical strain through intensity, as well as metabolic strain
[00:07:19.720 --> 00:07:24.680]   through volume. And I think that's the paradigm that you've got to look at is that the mechanical load
[00:07:24.680 --> 00:07:31.560]   has to come from, you know, the actual weight on the bar and the volume is the metabolic stimulus.
[00:07:31.560 --> 00:07:36.600]   How much are we driving lactate? How much are we driving, you know, glycogenolysis in terms of that
[00:07:36.600 --> 00:07:43.320]   type of energy system for, you know, executing a 10 by 10 protocol. And what we often saw was just
[00:07:43.320 --> 00:07:49.080]   a significant reduction in the intensity capabilities of an athlete to sustain that. So we shortened the
[00:07:49.080 --> 00:07:55.560]   volume and to try and maintain the intensity. Is there any evidence that training slowly can offset
[00:07:55.560 --> 00:07:57.560]   some of the negative effects of doing a lot of volume?
[00:07:57.560 --> 00:08:04.360]   The rest is often the consideration that's overlooked out there in general population and in many
[00:08:04.360 --> 00:08:09.720]   sporting environments. You know, that the rest is as important a programming variable as the load and
[00:08:09.720 --> 00:08:16.440]   the intensity, the load, the volume, etc. If you extend the duration of your rest periods, what you're
[00:08:16.440 --> 00:08:22.440]   ultimately doing is influencing that metabolic stimulus again. You're allowing the flushing of the body, the removal of
[00:08:22.440 --> 00:08:28.120]   waste products, you know, lactate to be, you know, removed from the body and then the metabolic
[00:08:28.120 --> 00:08:28.920]   environment is reduced.
[00:08:28.920 --> 00:08:33.800]   So if I understand correctly, you want to create a metabolic stress.
[00:08:33.800 --> 00:08:34.440]   Absolutely.
[00:08:34.440 --> 00:08:41.640]   So I could, I could in theory do a 45 or 60 minute session where I pack in more, more work per unit
[00:08:41.640 --> 00:08:46.040]   time. I'm not going to be able to quote unquote perform as well. I won't be able to lift as much.
[00:08:46.040 --> 00:08:50.360]   Yeah. I'm going to have to, you know, unweight the bar between sets or maybe even during sets if I
[00:08:50.360 --> 00:08:54.920]   have someone who could do that, but it sounds like that's the way to go. So it's got to be,
[00:08:54.920 --> 00:08:59.160]   so this, the old adage of high intensity, short duration is probably the way to go.
[00:08:59.160 --> 00:09:03.800]   Correct. And, and, and, you know, in, in, in layman's terms, if the same objective,
[00:09:03.800 --> 00:09:07.960]   the same training goal is just muscle tissue growth, and we're not talking about maximal
[00:09:07.960 --> 00:09:11.720]   strength or any of those types of parameters. We're just talking about growing muscle.
[00:09:11.720 --> 00:09:16.600]   If there's an athlete A and they do six, six sets of 10 with two minutes rest, and there's athlete B
[00:09:16.600 --> 00:09:21.240]   that does six sets of 10 with three minutes left rest. Athlete A will likely see the highest
[00:09:21.240 --> 00:09:26.120]   muscle gains because of the metabolic stimulus that they're driving with the shorter rest periods.
[00:09:26.120 --> 00:09:29.880]   What about day-to-day recovery? I mean, can the workout that you described as intense,
[00:09:29.880 --> 00:09:35.160]   but short, how many days a week can the typical person do that and sustain progress?
[00:09:35.160 --> 00:09:38.680]   Yeah. I mean, I think that comes back to your training age and your training history. Obviously,
[00:09:38.680 --> 00:09:44.040]   there's a resilience and a robustness with, with an incremental training age. So a protocol like that,
[00:09:44.040 --> 00:09:48.200]   we would look at two, two times, you know, a week, something that's, that's pretty intensive
[00:09:48.200 --> 00:09:52.120]   like that. Because again, it comes back to the point you make is that you really need to be,
[00:09:52.120 --> 00:09:57.640]   for want of better terms, suffering a little bit through that type of protocol, both in terms of,
[00:09:57.640 --> 00:10:02.680]   of the challenge of the load, but also being able to tolerate the, the metabolic stress that you're
[00:10:02.680 --> 00:10:08.120]   exposed to. It's, it's a, it's a, you know, a bit of a sicko feeling, right? Because of the lactate
[00:10:08.120 --> 00:10:13.640]   that you're driving up. So, you know, I wouldn't promote as an athlete doing that type of modality,
[00:10:13.640 --> 00:10:18.920]   you know, multiple, multiple times, unless you're from the realms of bodybuilding. And then you really,
[00:10:18.920 --> 00:10:23.320]   that that's the sole purpose of, of what you're trying to achieve. If it's just somebody, you know,
[00:10:23.320 --> 00:10:27.880]   a weekend warrior that wants to keep in shape and look, and look good, I would say, you know,
[00:10:27.880 --> 00:10:32.680]   two times a week for a really challenging workout like that, and then flex the other types of workouts
[00:10:32.680 --> 00:10:37.240]   within the week to have more of a, a volume emphasis where you reduce the intensity and you
[00:10:37.240 --> 00:10:42.760]   might just look at, you know, larger rep ranges from 12 to 15 to 20, another workout where you're
[00:10:42.760 --> 00:10:47.320]   looking at, you know, reducing the volume, but increasing the intensity and really trying to drive,
[00:10:47.320 --> 00:10:52.360]   you know, different stimulus to, to give you more end points of, of, of success.
[00:10:52.360 --> 00:10:57.480]   Mm-hmm. Last time I was here at the UFC Performance Institute, we had a brief conversation and I,
[00:10:57.480 --> 00:11:02.520]   I want to make sure I got the details right, that in the short term, and a big increase
[00:11:02.520 --> 00:11:07.640]   in stress hormone can lead to an increase in testosterone, like a, like a parachute jump.
[00:11:07.640 --> 00:11:08.120]   Correct.
[00:11:08.120 --> 00:11:13.800]   Um, but, so stress can promote the release of testosterone.
[00:11:13.800 --> 00:11:14.200]   Yeah.
[00:11:14.200 --> 00:11:15.160]   That was news to me.
[00:11:15.160 --> 00:11:15.560]   Right.
[00:11:15.560 --> 00:11:20.120]   Um, we always hear about stress suppressing testosterone, stress suppressing the immune system,
[00:11:20.120 --> 00:11:24.760]   all these terrible things, but in the short term, you're saying it can actually increase the
[00:11:24.760 --> 00:11:28.200]   release of testosterone. Uh, so I have that right?
[00:11:28.200 --> 00:11:28.680]   Correct.
[00:11:28.680 --> 00:11:31.240]   Okay. And so then the second question is,
[00:11:32.120 --> 00:11:38.440]   does my cognitive interpretation of the stressor make a difference? In other words,
[00:11:38.440 --> 00:11:44.120]   if I voluntarily jump out of a plane with a parachute, does it have a different effect on my
[00:11:44.120 --> 00:11:48.680]   testosterone than if you shoved me out of the plane against my will? Well, presumably with a parachute.
[00:11:48.680 --> 00:11:49.240]   Right.
[00:11:49.240 --> 00:11:55.560]   I mean, so, so this was what all my PhD work was, was looking at was the, um, you know,
[00:11:55.560 --> 00:12:03.160]   the, the, uh, pre, um, the, the exposure to a stressor and the pre arousal of how your body
[00:12:03.160 --> 00:12:07.640]   essentially prepares for that stressor and then how it manages it throughout the exposure to the stress.
[00:12:07.640 --> 00:12:12.680]   We use the resistance training protocol that, that these athletes knew was going to be very,
[00:12:12.680 --> 00:12:17.080]   very challenging. It's going to be, there's going to have some anxiety to doing it. They knew there
[00:12:17.080 --> 00:12:21.800]   were going to be some physical distress from doing it. Um, and therefore, you know, them,
[00:12:21.800 --> 00:12:25.960]   their mindset of how they were going to approach that was already set. So what we saw prior,
[00:12:25.960 --> 00:12:32.520]   prior, 15 minutes prior to the, the start of an ex exposure to, to the workout, the, the epinephrine,
[00:12:32.520 --> 00:12:37.000]   the neuroadrenaline, the adrenaline was already starting to prepare the body sympathetically,
[00:12:37.000 --> 00:12:41.400]   um, to go into what it knew was going to be a very, very challenging workout.
[00:12:41.400 --> 00:12:46.360]   So what's the, what was the takeaway there? Is, is the stress good for performance or is it harmful?
[00:12:46.360 --> 00:12:51.080]   That's a great question. From my data, certainly the, the greater the arousal, the higher the
[00:12:51.080 --> 00:12:55.640]   performance was from a, from a physical exertion perspective. There's definitely a bio,
[00:12:55.640 --> 00:13:01.240]   an individual biokinetics to some of these, um, hormonal kind of releases in as much as
[00:13:01.240 --> 00:13:06.680]   those guys that had the highest, um, you know, adreneric response in terms of epinephrine release,
[00:13:06.680 --> 00:13:13.640]   norepinephrine release also sustained force output, um, through, for a longer period of the workout
[00:13:13.640 --> 00:13:20.360]   than those that didn't. So the, the, the individuals that had a lower, um, stimulus of, of the sympathetic
[00:13:20.360 --> 00:13:24.200]   arousal, let's say, um, certainly didn't perform as well throughout the workout.
[00:13:24.200 --> 00:13:30.840]   There's another side to this, um, that I want to ask about, which is, um, the use of cold, um,
[00:13:30.840 --> 00:13:36.760]   in particular things like ice baths, cold showers, in theory, that's stress also it's epinephrine.
[00:13:36.760 --> 00:13:41.800]   And so, um, how should one think about the use of cold for recovery?
[00:13:41.800 --> 00:13:48.440]   You know, throwing your body into, you know, a cold tub, an ice bath or whatever it may be, um, certainly
[00:13:48.440 --> 00:13:54.280]   is going to have a physiological stress response. Now people are using that for different end, end
[00:13:54.280 --> 00:14:00.200]   goals. And again, I think that's where the narrative has to be explained. Um, if you are using the stress
[00:14:00.200 --> 00:14:07.640]   specifically to manage the mindset, um, to use it as a specific stress stimulus, that's the same as me
[00:14:07.640 --> 00:14:12.920]   doing six by 10, 80%, you know, you, you're just trying to find something to disrupt the system,
[00:14:12.920 --> 00:14:19.720]   to do something that's very, um, if want a better term, painful, discomfort, whatever. Um, you're just
[00:14:19.720 --> 00:14:25.880]   finding a stressor and then being able to manage the mindset. But if you're using cold, um, specifically
[00:14:25.880 --> 00:14:33.160]   from a physiological perspective to promote, um, you know, redistribution of vascularity, you know,
[00:14:33.160 --> 00:14:37.880]   of blood flow, you know, to, to different vascular areas of, of muscle that, that you feel have gone
[00:14:37.880 --> 00:14:42.680]   through a workout that are damaged or whatever it may be. I think there's, we've got to understand what
[00:14:42.680 --> 00:14:48.600]   that stress mechanism is. Um, and you know, the, the data, the literature is certainly still out there
[00:14:48.600 --> 00:14:55.240]   with respect to cryotherapy and cold baths and some of these, um, you know, high, these, these cold
[00:14:55.240 --> 00:15:00.120]   exposures in terms of what they do at the, at the level of the muscle tissue. If that's, if that's the
[00:15:00.120 --> 00:15:05.800]   target, if you're trying to promote a flushing mechanism or you're trying to promote redistribution
[00:15:05.800 --> 00:15:10.920]   of, of the blood flow, what you've got to understand is that cold is going to clamp down every part of the
[00:15:10.920 --> 00:15:17.720]   vascular system. Um, and we've really got to understand how the muscle would be redistributed, um,
[00:15:17.720 --> 00:15:23.960]   two areas of interest. So, you know, I think the stress response is, is, is, is a real thing with
[00:15:23.960 --> 00:15:30.280]   respect to, you know, cold exposure. Um, but I think the narrative around what are you using the cold
[00:15:30.280 --> 00:15:36.440]   for has to precede the conversation. And cold I've heard can actually prevent
[00:15:36.440 --> 00:15:43.400]   some of the beneficial effects of training that it can actually get, get in the way of muscle growth,
[00:15:43.400 --> 00:15:47.400]   et cetera. Yeah. There's, there's, there's some pretty robust data out there now showing
[00:15:47.400 --> 00:15:52.280]   that it definitely has an influence on performance variables like strength and power in particular.
[00:15:52.280 --> 00:15:58.280]   Um, but absolutely in terms of muscle hypertrophy and there's a big kind of theme in, in the world
[00:15:58.280 --> 00:16:04.840]   of athletic performance right now, in terms of periodization of cold exposure as, as a recovery
[00:16:04.840 --> 00:16:11.080]   modality, you know, what, when do you use cold, you know, should you be using cold for recovery
[00:16:11.080 --> 00:16:14.680]   in periods of high training load when you're actually pursuing, you know, it might be general
[00:16:14.680 --> 00:16:20.440]   proprietary work. We actually trying to pursue muscle growth. Well, that's usually where you get the most
[00:16:20.440 --> 00:16:25.320]   sore. It's usually where, you know, you, you feel the most fatigued, but it's probably not the most
[00:16:25.320 --> 00:16:30.040]   beneficial approach to use an ice bath in that, in that scenario, because you're dampening, you're
[00:16:30.040 --> 00:16:36.360]   dulling the, you know, the mTOR pathway and, and the, the hyper, hypertrophic, um, signaling pathway.
[00:16:36.360 --> 00:16:42.360]   Whereas in a competition phase where actually quality of exercise and quality of execution of
[00:16:42.360 --> 00:16:48.440]   skill and technical work has to be maintained, you want to throw the kitchen sink of recovery,
[00:16:48.440 --> 00:16:53.640]   uh, capabilities and recovery interventions in that scenario, because you now, you know, the,
[00:16:53.640 --> 00:16:56.840]   the muscle building activity should be in the bank. That should have been done in the,
[00:16:56.840 --> 00:17:02.520]   in the general preparatory work. And, um, now you're focusing on technical execution. So
[00:17:02.520 --> 00:17:07.720]   you're absolutely right. That's interesting. So if I, if I understand correctly, uh, if,
[00:17:07.720 --> 00:17:14.520]   if I want to maximize muscle growth or power or, you know, improvements and adaptations,
[00:17:14.520 --> 00:17:19.800]   then the inflammation response, the delayed onset muscle soreness, all the stuff that's uncomfortable
[00:17:19.800 --> 00:17:25.240]   and that we hear is so terrible is actually the stimulus for adaptation. And so using cold in that
[00:17:25.240 --> 00:17:30.920]   situation might short circuit my progress, but if I'm, uh, you know, I don't know that I'll ever do
[00:17:30.920 --> 00:17:36.600]   this, but if I were to do an Ironman or something or run a marathon under those conditions, I'm basically
[00:17:36.600 --> 00:17:42.760]   coming to the, to the race, so to speak with all the power and strength I'm going to have. And so they're
[00:17:42.760 --> 00:17:47.160]   reducing inflammation is good because it's going to allow me to perform more work essentially.
[00:17:47.160 --> 00:17:52.920]   Absolutely. Yeah. You have to be strategic about when you use some of these interventions and, you know,
[00:17:52.920 --> 00:17:56.600]   the, the time when you're preparing for a competition is the appropriate time when you
[00:17:56.600 --> 00:18:02.440]   want to drive recovery and make sure that your body is optimized. Um, you know, when you're far away from
[00:18:02.440 --> 00:18:08.280]   a, a, a competition, you know, dates or, you know, out of season or whatever it may be, and you're really
[00:18:08.280 --> 00:18:14.440]   trying to just tear up the body a little bit to allow it to its natural, um, you know, healing and
[00:18:14.440 --> 00:18:19.480]   adaptation processes to take place. Well, you don't want to negate that, you know, you want the body to
[00:18:19.480 --> 00:18:24.440]   optimize its internal recovery and that's how muscle growth is going to happen. So, so interesting that
[00:18:24.440 --> 00:18:28.600]   there's a time kind of consideration that you need to make with these interventions for sure.
[00:18:28.600 --> 00:18:33.640]   At the UFC performance center, are the, are the fighters periodizing their cold exposure or are they
[00:18:33.640 --> 00:18:37.160]   just you doing cold, cold at, at, at will?
[00:18:37.160 --> 00:18:43.080]   Well, it's not just the UFC. And again, I, I talk about my personal experiences with different sports. I think
[00:18:43.080 --> 00:18:49.880]   just education around where science is at and our understanding of, of concepts like the use of cold
[00:18:49.880 --> 00:18:54.920]   exposure for recovery, ice bath, you know, everyone wants to jump in an ice bath. But I think as we've,
[00:18:54.920 --> 00:19:00.040]   as we've stepped back and scientists have start to say, have started to figure out and look at some of the
[00:19:00.040 --> 00:19:05.720]   data, you know, we're now more intuitive about, well, actually that might not be the best or the most
[00:19:05.720 --> 00:19:10.760]   optimal approach. And I think that's, that's any given sport. So yes, certainly here at the, at the UFC,
[00:19:10.760 --> 00:19:16.040]   we're trying to educate our athletes around, you know, appropriate timing. And it's the same with
[00:19:16.040 --> 00:19:20.280]   nutrition. It's the same with an ice bath intervention. It's the same with lifting weights.
[00:19:20.280 --> 00:19:24.360]   It's the same with going for a run or working out on the bike. You know, the, the, there's, there's
[00:19:24.360 --> 00:19:29.400]   tactics to when, when you do things and when you don't do things. And I think, you know, stress and,
[00:19:29.400 --> 00:19:34.520]   and cold exposure, um, we have to have a consideration around that as well, but it's not just, you know,
[00:19:34.520 --> 00:19:41.240]   MMA fighters, that's any, any athlete. And I think it's the, the best, the best professionals,
[00:19:41.240 --> 00:19:46.040]   the most successful professionals do that really well. They understand, they listen, number one,
[00:19:46.040 --> 00:19:51.480]   they, they educate themselves and then they build structure. And I think, you know, at the most elite
[00:19:51.480 --> 00:19:56.360]   level, we, we always talk about it here at the UFC, but the most elite level, you're not necessarily
[00:19:56.360 --> 00:20:02.280]   training harder than anybody else. Everybody in the UFC trains hard. Like everyone is training
[00:20:02.280 --> 00:20:07.880]   super hard, but the best athletes, the, the true elite levels are the ones that can do it again and
[00:20:07.880 --> 00:20:13.160]   again and again on a daily basis and sustain a technical output for skill development. Therefore,
[00:20:13.160 --> 00:20:18.200]   their skills can improve or physical development, their physical attributes can improve. So that ability
[00:20:18.200 --> 00:20:25.000]   to reproduce on a day-to-day basis falls into a recovery conversation. Now, when is the right time to
[00:20:25.000 --> 00:20:30.200]   use something like an ice bath and when isn't, is part of the, the high performance conversation for
[00:20:30.200 --> 00:20:37.880]   sure. For somebody that wants to get better at sport, do you recommend a particularly long or short
[00:20:37.880 --> 00:20:44.840]   training session? It does intensity matter or is it just reps? No, it's, it's not a volume driven
[00:20:44.840 --> 00:20:52.280]   exercise. It's a quality driven exercise. It is about rehearsal of accurate movement, accurate movement
[00:20:52.280 --> 00:20:59.720]   mechanics. And the soon, as soon as that becomes impacted by fatigue or inaccurate movement, you're
[00:20:59.720 --> 00:21:05.000]   now losing the, the, the motor learning. You're losing the accuracy of the skill that, you know,
[00:21:05.000 --> 00:21:09.800]   people can call it muscle memory or whatever they want, right? But essentially you're grooving neural
[00:21:09.800 --> 00:21:15.080]   axons to, to create movement patterns and they're situational throughout sport, right? You know,
[00:21:15.080 --> 00:21:19.480]   whether it's a Cruyff turn in soccer or a jump shot in basketball or a forehand down the line,
[00:21:19.480 --> 00:21:25.720]   you can carve out that particular posture and position and skill, and you can isolate it and
[00:21:25.720 --> 00:21:32.120]   you can drill it again and again, again. Now, as soon as fatigue is, is influencing that repetition,
[00:21:32.120 --> 00:21:38.280]   it's time, it's time to stop. And the best coaches understand that it's shorter sessions that are very
[00:21:38.280 --> 00:21:44.360]   high quality. And I think the best athletes in my experience are the ones that consciously and
[00:21:44.360 --> 00:21:51.800]   cognitively are aware of it at every moment of the training session, a three hour session versus a 90
[00:21:51.800 --> 00:21:56.360]   minute session. You know, we'll, we'll take the 90 minute session any day when it comes to skill
[00:21:56.360 --> 00:21:59.720]   acquisition, because that's going to be driven by quality over quantity.
[00:21:59.720 --> 00:22:06.920]   Yeah. Training and skill learning is incredibly mentally fatiguing. You hit a really hard workout
[00:22:06.920 --> 00:22:12.440]   or run early in the day. What leads to the mental fatigue after physical performance?
[00:22:12.440 --> 00:22:16.760]   If you have an amazing coach who is setting up training in a particular way, it's challenging.
[00:22:16.760 --> 00:22:20.120]   There's a strain related to it. And I'm not talking physical strain, I'm talking
[00:22:20.120 --> 00:22:25.560]   figuring things out, you know, figuring out the skill. And I think that can be stressful. Like,
[00:22:25.560 --> 00:22:29.480]   you know, if they hit the right technique, you know, that reward center in the brain,
[00:22:29.480 --> 00:22:34.680]   that dopamine shot is going to fly up there. And there's only so many times that we can get
