
[00:00:00.000 --> 00:00:04.560]   [intro music]
[00:06:58.840 --> 00:07:05.000]   Passivity in the pursuit of holiness is not what the Bible teaches.
[00:07:05.000 --> 00:07:08.120]   I knew that in relation to sex temptations.
[00:07:08.120 --> 00:07:12.040]   I was playing like it didn't exist in relationship to self-pity temptations.
[00:07:12.040 --> 00:07:14.000]   Oh my goodness.
[00:07:14.000 --> 00:07:16.440]   So here's the texts of what I mean.
[00:07:16.440 --> 00:07:17.440]   I mean, there's lots of them.
[00:07:17.440 --> 00:07:23.960]   I'll just mention two to show the connection between cancellation and conquering.
[00:07:23.960 --> 00:07:34.220]   In the death of Christ, we died to sin, Paul says, therefore put sin to death, Romans 8:13.
[00:07:34.220 --> 00:07:41.080]   In the death of Christ, we were forgiven, therefore now forgive others just like you've
[00:07:41.080 --> 00:07:42.440]   been forgiven.
[00:07:42.440 --> 00:07:50.200]   Clearly, if you just take those two cases, victory over sin, the death of Christ for
[00:07:50.200 --> 00:08:00.280]   my sin is decisive, but they're followed immediately not by the minimizing of human effort, but
[00:08:00.280 --> 00:08:03.000]   by the empowering of the will.
[00:08:03.000 --> 00:08:05.980]   Don't let sin reign in your mortal body.
[00:08:05.980 --> 00:08:07.100]   You have died to it.
[00:08:07.100 --> 00:08:08.860]   Don't let it reign.
[00:08:08.860 --> 00:08:10.500]   Forgive one another.
[00:08:10.500 --> 00:08:20.520]   In other words, God intends that my sanctification include conscious-willed opposition to specific
[00:08:20.520 --> 00:08:23.020]   sins in my life.
[00:08:23.020 --> 00:08:29.280]   I had applied that to sexual temptation, and I think with significant success over the
[00:08:29.280 --> 00:08:31.060]   last 40 years or so.
[00:08:31.060 --> 00:08:38.700]   But for some reason, I failed to apply the same brutal intentionality of sin killing
[00:08:38.700 --> 00:08:45.040]   to my selfishness and anger and self-pity and quickness to blame and sullenness.
[00:08:45.040 --> 00:08:51.060]   So I began to use the same strategy towards self-pity that I was using toward lust.
[00:08:51.060 --> 00:08:53.220]   Let me give you an example.
[00:08:53.220 --> 00:08:57.140]   I came home one Lord's Day evening, and I was tired.
[00:08:57.140 --> 00:09:03.960]   I was hoping to do something with my wife and daughter, who, Talha was still at home.
[00:09:03.960 --> 00:09:11.660]   And my wife and my daughter were on the couch with the computer watching something together.
[00:09:11.660 --> 00:09:16.700]   And they announced, "We're watching this, and we're going to watch this."
[00:09:16.700 --> 00:09:19.060]   And they didn't say anything about me.
[00:09:19.060 --> 00:09:20.340]   Poor me.
[00:09:20.340 --> 00:09:24.580]   Poor, hardworking pastor me, right?
[00:09:24.580 --> 00:09:26.860]   It just said, "We're enjoying this.
[00:09:26.860 --> 00:09:27.860]   Welcome home.
[00:09:27.860 --> 00:09:30.540]   Do what you want."
[00:09:30.540 --> 00:09:33.140]   My reflexes were immediate.
[00:09:33.140 --> 00:09:36.980]   Frustration, anger, especially self-pity.
[00:09:36.980 --> 00:09:47.620]   So with my new God-given resolve, I did with that temptation what I do with sexual temptation
[00:09:47.620 --> 00:09:48.620]   regularly.
[00:09:48.620 --> 00:09:52.180]   I said, "No, no, self-pity.
[00:09:52.180 --> 00:09:53.180]   No.
[00:09:53.180 --> 00:09:54.180]   Get out of my head.
[00:09:54.180 --> 00:09:56.620]   Go to hell where you belong."
[00:09:56.620 --> 00:10:00.380]   And I went upstairs to my study, and I waged war.
[00:10:00.380 --> 00:10:01.820]   Maybe 10, 15 minutes.
[00:10:01.820 --> 00:10:04.780]   I waged war, effort.
[00:10:04.780 --> 00:10:12.140]   I turned my mind and my heart toward the promises of God and the surety of the cross and the
[00:10:12.140 --> 00:10:17.020]   love of my Father and the wealth of my inheritance in Christ and the blessings of the Lord's
[00:10:17.020 --> 00:10:20.580]   Day that had just gone by and the patience of Jesus.
[00:10:20.580 --> 00:10:25.940]   And I held them there in front of my mind where I could see them, and I cried out to
[00:10:25.940 --> 00:10:29.080]   the Lord for blood-bought help.
[00:10:29.080 --> 00:10:35.940]   And I consciously, intentionally, consciously, intentionally, not passively, beat down—I
[00:10:35.940 --> 00:10:43.940]   beat it down—the anger and self-pity and blaming and sullenness as utterly out of character
[00:10:43.940 --> 00:10:46.300]   with who I am in Jesus.
[00:10:46.300 --> 00:10:51.820]   And I kept beating until they were effectively dead.
[00:10:51.820 --> 00:10:54.420]   So Mike, there you have it.
[00:10:54.420 --> 00:10:58.220]   You asked, "Do you ever experience this?"
[00:10:58.220 --> 00:10:59.220]   Oh my.
[00:10:59.220 --> 00:11:06.060]   Yes, I have shared your experience, and that's what the Lord taught me 10 years ago.
[00:11:06.060 --> 00:11:14.100]   I think if you were to ask my wife today, "Is Johnny different in that regard from,
[00:11:14.100 --> 00:11:15.780]   say, 20 years ago?"
[00:11:15.780 --> 00:11:21.860]   I think she'd say, "Yes, and I give God great glory."
[00:11:21.860 --> 00:11:26.460]   It's inspiring to hear you still reaching after holiness, Pastor John, and thank you
[00:11:26.460 --> 00:11:31.980]   for joining us today on the podcast for our feed, our archive, or to send us your own
[00:11:31.980 --> 00:11:33.940]   question like Michael did today.
[00:11:33.940 --> 00:11:39.540]   Go online to DesiringGod.org/AskPastorJohn.
[00:11:39.540 --> 00:11:47.220]   How do we get into the position where God is 100% for me and never again against me?
[00:11:47.220 --> 00:11:49.340]   Is there a more important question for each of us?
[00:11:49.340 --> 00:11:50.580]   I don't think so.
[00:11:50.580 --> 00:11:55.420]   So how do we find a satisfying answer to that question, especially in a world that tells
[00:11:55.420 --> 00:12:01.140]   us that we are good enough or special enough to warrant God's eternal favor?
[00:12:01.140 --> 00:12:06.220]   And in a world full of religions trying to convince us that we can save ourselves, how
[00:12:06.220 --> 00:12:11.660]   can God be 100% for me and never again against me?
[00:12:11.660 --> 00:12:12.660]   That's the question.
[00:12:12.660 --> 00:12:14.060]   Next time, I'm Tony Reinke.
[00:12:14.060 --> 00:12:16.260]   We'll see you back here on Wednesday.
[00:12:16.260 --> 00:12:16.760]   [END]
[00:12:16.760 --> 00:12:18.760]   1.5.1 Desiring God.org/AskPastorJohn
[00:12:18.760 --> 00:12:20.760]   1.5.1 Desiring God.org/AskPastorJohn
[00:12:20.760 --> 00:12:22.760]   1.5.1 Desiring God.org/AskPastorJohn
[00:12:22.760 --> 00:12:32.760]   [BLANK_AUDIO]

