
[00:00:00.000 --> 00:00:09.120]   Hello, everybody.
[00:11:00.340 --> 00:11:07.060]   And then when my daughter left her private preschool and joined school, the amount that
[00:11:07.060 --> 00:11:09.320]   you save ends up just shifting to other places.
[00:11:09.320 --> 00:11:14.140]   And we kind of generally stay within that $140,000 per year.
[00:11:14.140 --> 00:11:20.460]   And one of my goals this year was to actively spend more, because I felt like we weren't
[00:11:20.460 --> 00:11:27.500]   spending enough on things like family vacations, wanting to invest more into being where we
[00:11:27.500 --> 00:11:32.340]   living in a place that we enjoy spending time in, because we do spend a lot of time at home,
[00:11:32.340 --> 00:11:38.380]   and being able to do things like walk to school and just valuing those types of things over
[00:11:38.380 --> 00:11:39.380]   continuing to save.
[00:11:39.380 --> 00:11:47.540]   Again, 15 years in tech, dual income, the amount that we need to save to hit our goals,
[00:11:47.540 --> 00:11:52.640]   it just becomes diminished, particularly in how the market has done over the past decade.
[00:11:52.640 --> 00:11:56.100]   So let me ask you this, because I'm looking at a household as a unit, right?
[00:11:56.100 --> 00:11:57.100]   Not as an individual.
[00:11:57.100 --> 00:12:03.060]   So I see one parent who's working, making good money, another parent who has way more
[00:12:03.060 --> 00:12:09.500]   freedom, who can do more childcare and pursue his entrepreneurial endeavors, for example.
[00:12:09.500 --> 00:12:18.580]   To me, I see that as a healthier balance versus two parents grinding away in tech or consulting
[00:12:18.580 --> 00:12:19.760]   or finance.
[00:12:19.760 --> 00:12:20.760]   But that's just my opinion.
[00:12:20.760 --> 00:12:25.820]   I'm just stepping back and saying, "Okay, both of you guys don't have to suffer.
[00:12:25.820 --> 00:12:30.020]   If only one of you have to, quote, 'suffer by working' and the other has the freedom,
[00:12:30.020 --> 00:12:32.700]   that sounds better.
[00:12:32.700 --> 00:12:39.020]   What are your thoughts on giving up this substantial amount of money, let's say, again, $400,000
[00:12:39.020 --> 00:12:41.420]   to $600,000 to be a stay-at-home parent?
[00:12:41.420 --> 00:12:43.780]   Do you think it's worth it?
[00:12:43.780 --> 00:12:45.100]   And if not, why not?
[00:12:45.100 --> 00:12:48.340]   I'll actually flip a little bit of what you said.
[00:12:48.340 --> 00:12:58.780]   I think being a primary caregiver and primary stay-at-home parent is way harder than working
[00:12:58.780 --> 00:13:00.980]   in big tech for me personally.
[00:13:00.980 --> 00:13:06.580]   I found it definitely rewarding and I value the time that I'm spending with my daughter
[00:13:06.580 --> 00:13:10.020]   a lot, but it is way harder.
[00:13:10.020 --> 00:13:13.340]   The time that you spend at work is a little bit more predictable.
[00:13:13.340 --> 00:13:15.180]   You can control it a little bit more.
[00:13:15.180 --> 00:13:17.780]   You can take breaks when you want to.
[00:13:17.780 --> 00:13:22.060]   That's not the case when you're dealing with your child.
[00:13:22.060 --> 00:13:23.500]   You don't get to dictate your breaks.
[00:13:23.500 --> 00:13:26.340]   You're not in control of your time as much.
[00:13:26.340 --> 00:13:33.340]   And that's something that I didn't fully appreciate until getting laid off and then taking on
[00:13:33.340 --> 00:13:37.980]   that primary caregiver responsibility and really kind of like leaning in a little bit
[00:13:37.980 --> 00:13:43.700]   more on, "Hey, I don't want to jump back into the W-2 grind.
[00:13:43.700 --> 00:13:45.780]   I want to take some time off."
[00:13:45.780 --> 00:13:50.540]   And with that comes the expectation of taking on more of the household duties, childcare,
[00:13:50.540 --> 00:13:53.940]   and just the general household management pieces of it.
[00:13:53.940 --> 00:14:02.300]   And from a pure, I don't know, yeah, I think that these more challenging than anticipated
[00:14:02.300 --> 00:14:03.580]   I think is the answer.
[00:14:03.580 --> 00:14:04.580]   Yeah.
[00:14:04.580 --> 00:14:05.580]   I totally feel you.
[00:14:05.580 --> 00:14:12.020]   I wrote a post called something like, "Looking forward to going back to work as a vacation
[00:14:12.020 --> 00:14:14.740]   from being a stay-at-home father."
[00:14:14.740 --> 00:14:18.500]   And so is your daughter in school full-time now?
[00:14:18.500 --> 00:14:19.500]   Yeah.
[00:14:19.500 --> 00:14:21.020]   She's in kindergarten at the end of the year.
[00:14:21.020 --> 00:14:22.020]   Okay.
[00:14:22.020 --> 00:14:26.500]   So this is something that I've been thinking about because my daughter is not in school
[00:14:26.500 --> 00:14:27.500]   full-time.
[00:14:27.500 --> 00:14:30.460]   She'll start full-time school September 2024.
[00:14:30.460 --> 00:14:34.920]   And then I'll have two children who are in school full-time for 40 plus hours a week.
[00:14:34.920 --> 00:14:37.540]   And I feel that there's going to be this void to fill.
[00:14:37.540 --> 00:14:42.420]   And so I feel that the responsible thing as a parent is to actually do some work, some
[00:14:42.420 --> 00:14:46.820]   meaningful work that can generate some income and buffer our finances and pay for crazy
[00:14:46.820 --> 00:14:50.500]   college education and all that stuff.
[00:14:50.500 --> 00:14:56.100]   How do you spend that time now that you don't have work and your daughter's in school for
[00:14:56.100 --> 00:14:57.740]   seven, eight hours a day?
[00:14:57.740 --> 00:14:58.740]   Yeah.
[00:14:58.740 --> 00:15:07.100]   I actually think this is the best time to fire in terms of when your child is growing
[00:15:07.100 --> 00:15:08.540]   up.
[00:15:08.540 --> 00:15:14.780]   Early childhood is the hardest thing ever, particularly zero to when you get to full-time
[00:15:14.780 --> 00:15:17.180]   school.
[00:15:17.180 --> 00:15:18.340]   It's just extremely challenging.
[00:15:18.340 --> 00:15:22.580]   But once you get to school, like you said, you have a good 40-hour chunk where they're
[00:15:22.580 --> 00:15:25.380]   at school and you have time to do things.
[00:15:25.380 --> 00:15:29.780]   Yes, there's a significant amount of time with things like grocery shopping, laundry,
[00:15:29.780 --> 00:15:34.100]   and all of those other miscellaneous household activities.
[00:15:34.100 --> 00:15:37.140]   But there is also still a lot more time.
[00:15:37.140 --> 00:15:42.460]   And in terms of responsibility, honestly, because our finances are in a place where
[00:15:42.460 --> 00:15:47.160]   we're not needing my salary to hit our goals and live the life that we're wanting, it's
[00:15:47.160 --> 00:15:53.060]   been much more in terms of how do I want to spend my time in a way that's fulfilling and
[00:15:53.060 --> 00:15:54.340]   that I'm getting value?
[00:15:54.340 --> 00:15:57.660]   Because that's the one thing I didn't realize as much is how much purpose that you get from
[00:15:57.660 --> 00:16:04.660]   your nine-to-five job and just how much the built-in reputation that you have just from
[00:16:04.660 --> 00:16:05.940]   I work at Meta.
[00:16:05.940 --> 00:16:08.460]   And when I'm talking to other parents, like, "What do you do?"
[00:16:08.460 --> 00:16:09.860]   Like, "Oh, I work at Meta."
[00:16:09.860 --> 00:16:14.100]   They just have an instant answer to things, an instant level of credibility.
[00:16:14.100 --> 00:16:17.020]   And once that's removed, it's just a different dynamic.
[00:16:17.020 --> 00:16:21.660]   And needing to figure that piece out a little bit more has been one that I didn't fully
[00:16:21.660 --> 00:16:23.640]   value.
[00:16:23.640 --> 00:16:28.540]   So then now when I'm spending my time, I'm doing things like I write my newsletter, Fangfire,
[00:16:28.540 --> 00:16:32.360]   which is all around helping tech workers do exactly what I do, like position themselves
[00:16:32.360 --> 00:16:37.080]   where they have the optionality in their lives for being able to be financially independent
[00:16:37.080 --> 00:16:39.760]   and maybe retire early.
[00:16:39.760 --> 00:16:43.080]   And that's one of the things that I found is like, "Hey, it's fulfilling."
[00:16:43.080 --> 00:16:46.960]   But honestly, I'm not spending as much time as I thought I would be doing those things.
[00:16:46.960 --> 00:16:51.720]   I'm also spending time going within San Francisco, going onto the different piers around the
[00:16:51.720 --> 00:16:57.480]   city and going fishing, but there's only so much time you can really go and do those things.
[00:16:57.480 --> 00:17:04.240]   So I think whether it's responsible or not, a lot of it has just been kind of trying to
[00:17:04.240 --> 00:17:10.880]   find purpose and like the meaning of life in the absence of forced work and just kind
[00:17:10.880 --> 00:17:16.400]   of like reflecting on a lot of the opportunities that I've had in my life that kind of like
[00:17:16.400 --> 00:17:18.660]   put me in this weird position.
[00:17:18.660 --> 00:17:24.760]   So a lot of my view is around making sure that I'm not doing anything that's sacrificing
[00:17:24.760 --> 00:17:28.760]   the potential for my daughter to be in that same potential position in her future.
[00:17:28.760 --> 00:17:32.480]   Because a lot of it is, there is like some level of guilt like, "Hey, maybe I should
[00:17:32.480 --> 00:17:33.480]   be working.
[00:17:33.480 --> 00:17:39.800]   Maybe I should be saving more money or being able to put her in, like throw more money
[00:17:39.800 --> 00:17:42.920]   at raising a child type things."
[00:17:42.920 --> 00:17:48.280]   Like you can spend as much as you want on summer camps and tutors and external activities
[00:17:48.280 --> 00:17:49.280]   and all of those things.
[00:17:49.280 --> 00:17:52.160]   But right now, I think we're in like a happy medium.
[00:17:52.160 --> 00:17:57.640]   Yeah, it's interesting because I came up with this concept called the provider's clock.
[00:17:57.640 --> 00:18:02.640]   And it's kind of like the biological clock for men where I feel like men are hardwired
[00:18:02.640 --> 00:18:05.280]   to provide some more than others.
[00:18:05.280 --> 00:18:11.320]   And so when I had my children, I felt, "Uh-oh, I better start saving and investing more."
[00:18:11.320 --> 00:18:15.000]   Even though I had all these calculations in place that said we would be okay.
[00:18:15.000 --> 00:18:18.720]   And the same thing happened when our daughter was born in the end of 2019.
[00:18:18.720 --> 00:18:25.000]   And so I feel that if my kids are going to go to school, well, they're going to an independent
[00:18:25.000 --> 00:18:27.640]   Mandarin Immersion School that costs a lot of money.
[00:18:27.640 --> 00:18:30.800]   I feel my provider's clock is ticking louder.
[00:18:30.800 --> 00:18:34.920]   I'm thinking, "God, I got to do something in terms of consulting or something to provide
[00:18:34.920 --> 00:18:37.280]   more income."
[00:18:37.280 --> 00:18:41.160]   Because I can't play pickleball or tennis all day, and I can't meditate all day or write
[00:18:41.160 --> 00:18:43.320]   all day, my fingers will fall off.
[00:18:43.320 --> 00:18:46.280]   So I need to do something to generate that income.
[00:18:46.280 --> 00:18:47.960]   So do you have...
[00:18:47.960 --> 00:18:54.120]   How much of that urge in you as a man, as a father, is there to try to go back to work
[00:18:54.120 --> 00:18:57.280]   and make money again, or a lot more money?
[00:18:57.280 --> 00:19:03.360]   I think there's less of a desire to make a lot of money again, just because there's not
[00:19:03.360 --> 00:19:06.840]   as much of a need.
[00:19:06.840 --> 00:19:12.800]   Right now, I had opportunities immediately after leaving Meta to just jump right back
[00:19:12.800 --> 00:19:17.800]   into tech, probably making 500K without too much trouble.
[00:19:17.800 --> 00:19:24.520]   That is something that was a huge opportunity that I could have had multiple different places,
[00:19:24.520 --> 00:19:27.920]   whether it's both within Feng as well as within the startup world.
[00:19:27.920 --> 00:19:33.400]   Obviously, the startup world, the compensation upfront isn't as high as within Feng.
[00:19:33.400 --> 00:19:36.280]   But it just wasn't as appealing to me.
[00:19:36.280 --> 00:19:42.560]   It was one where it wouldn't incrementally change my life or my family's life taking
[00:19:42.560 --> 00:19:45.280]   on that job again.
[00:19:45.280 --> 00:19:49.280]   And I think I'm in a unique position in my life right now where I don't need to rush
[00:19:49.280 --> 00:19:53.520]   back in and take on a role like that again.
[00:19:53.520 --> 00:20:00.360]   Even if it's like, I can decouple the earning money piece from the equation and really kind
[00:20:00.360 --> 00:20:04.120]   of think about, is this how I want to be spending my time?
[00:20:04.120 --> 00:20:09.680]   And then again, now I'm doing some of these newsletter things and financial coaching.
[00:20:09.680 --> 00:20:15.000]   But if I was focused on finances and earning money, I'd be doing things much more in a
[00:20:15.000 --> 00:20:16.000]   different way.
[00:20:16.000 --> 00:20:21.920]   It would be much easier just to go back into tech by far than trying to do my own solo
[00:20:21.920 --> 00:20:23.120]   thing.
[00:20:23.120 --> 00:20:27.840]   And really it's just around, I don't need to be focused on money and it kind of skews
[00:20:27.840 --> 00:20:30.840]   and changes the way that you prioritize things.
[00:20:30.840 --> 00:20:37.860]   So how important is having a wife who works in Feng who makes a lot of money impacting
[00:20:37.860 --> 00:20:38.860]   this decision?
[00:20:38.860 --> 00:20:44.720]   So in other words, if she lost her job, who is the one who is going to actually want to
[00:20:44.720 --> 00:20:45.720]   go back to work?
[00:20:45.720 --> 00:20:46.720]   Or how would you feel?
[00:20:46.720 --> 00:20:48.400]   Yeah, no, that's a good question.
[00:20:48.400 --> 00:20:51.560]   I think if she lost her job, honestly, I think it would be mostly fine.
[00:20:51.560 --> 00:20:56.840]   I think we've modeled things out where we can fire, but maybe not fire in San Francisco.
[00:20:56.840 --> 00:20:59.720]   I think that's where there's some potential compromises.
[00:20:59.720 --> 00:21:06.080]   We're getting close to fire territory, but fire in San Francisco, I think is in a different
[00:21:06.080 --> 00:21:12.760]   ballpark overall, just due to the cost of living and rent and housing overall.
[00:21:12.760 --> 00:21:16.720]   And what did you say that number was in your newsletter that you think is the fire number
[00:21:16.720 --> 00:21:17.960]   in San Francisco?
[00:21:17.960 --> 00:21:23.400]   I think right now, the fire number for me and my household of spending 140K, but then
[00:21:23.400 --> 00:21:28.840]   also factoring in college and health insurance, I think it was getting around 5.6 million
[00:21:28.840 --> 00:21:34.000]   would be like, "Hey, we have health insurance paid for on the marketplace, ignoring subsidies,
[00:21:34.000 --> 00:21:38.960]   and we're paying for four years of in-state tuition at Berkeley plus room and board."
[00:21:38.960 --> 00:21:43.280]   That 5.6 will get us there.
[00:21:43.280 --> 00:21:47.840]   But that doesn't seem like buying a house.
[00:21:47.840 --> 00:21:53.880]   It doesn't assume a lot of the types of things that we may want if we were to really be focused
[00:21:53.880 --> 00:21:54.880]   on it even more.
[00:21:54.880 --> 00:21:59.680]   But I think if we both lost our jobs and had to go back to work, I think we'd figure it
[00:21:59.680 --> 00:22:00.680]   out together.
[00:22:00.680 --> 00:22:08.120]   I think the biggest thing in terms of marriage, it's a partnership and needing to figure things
[00:22:08.120 --> 00:22:09.120]   out.
[00:22:09.120 --> 00:22:16.140]   I would have no problem if my family needed it, going back and getting a job.
[00:22:16.140 --> 00:22:17.140]   That's the number one thing.
[00:22:17.140 --> 00:22:21.560]   I always make sure that the things that I'm doing are not sacrificing for my family.
[00:22:21.560 --> 00:22:27.180]   Because I think that's one of my central tenets is all around having my family have financial
[00:22:27.180 --> 00:22:32.020]   stability is really important because it's something like me growing up, I had extreme
[00:22:32.020 --> 00:22:37.260]   fluctuations in wealth that I personally is one of the things that really influenced my
[00:22:37.260 --> 00:22:41.980]   own fire path and my own desire to have my family not deal with that.
[00:22:41.980 --> 00:22:47.500]   So I think if the stability piece was ever at risk, then I'd roll up my sleeves and jump
[00:22:47.500 --> 00:22:49.620]   back into tech, no problem.
[00:22:49.620 --> 00:22:50.980]   Yeah.
[00:22:50.980 --> 00:22:54.860]   Let me perhaps paint a scenario and give you some anxiety.
[00:22:54.860 --> 00:23:00.220]   And let me know if there is anxiety if I ask you this question or paint a scenario.
[00:23:00.220 --> 00:23:05.860]   So right now you rent in San Francisco and you send your daughter to public school.
[00:23:05.860 --> 00:23:12.900]   What if I were to say, you know, your wife comes home and says, "It's actually my dream,
[00:23:12.900 --> 00:23:18.700]   Andre, to own a single family house with four bedrooms, three bathrooms in this neighborhood
