
[00:00:00.040 --> 00:00:10.640]   care
[00:06:29.000 --> 00:06:29.000]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:06:29.000 --> 00:06:29.000]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:06:29.040 --> 00:06:59.020]  ,
[00:06:59.020 --> 00:06:59.020]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:06:59.020 --> 00:06:59.020]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:06:59.020 --> 00:06:59.020]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:06:59.040 --> 00:07:29.040]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:07:29.040 --> 00:07:29.040]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:07:29.040 --> 00:07:29.040]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:07:29.040 --> 00:07:29.040]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:07:29.040 --> 00:07:29.040]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:07:29.080 --> 00:07:59.060]  ,
[00:07:59.060 --> 00:07:59.060]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:07:59.060 --> 00:07:59.060]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:07:59.060 --> 00:07:59.060]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:07:59.060 --> 00:07:59.060]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:07:59.080 --> 00:08:29.080]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:08:29.080 --> 00:08:29.080]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:08:29.080 --> 00:08:29.080]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:08:29.080 --> 00:08:29.080]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:08:29.080 --> 00:08:29.080]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:08:29.120 --> 00:08:59.100]  ,
[00:08:59.100 --> 00:08:59.100]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:08:59.100 --> 00:08:59.100]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:08:59.100 --> 00:08:59.100]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:08:59.100 --> 00:08:59.100]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we'd ask for.
[00:08:59.120 --> 00:09:29.120]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:09:29.120 --> 00:09:29.120]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:09:29.120 --> 00:09:29.120]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:09:29.120 --> 00:09:29.120]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:09:29.120 --> 00:09:29.120]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:09:29.120 --> 00:09:59.140]  , and I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:09:59.140 --> 00:09:59.140]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:09:59.140 --> 00:09:59.140]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:09:59.140 --> 00:09:59.140]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:09:59.140 --> 00:09:59.140]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that we'd ask for.
[00:09:59.160 --> 00:10:29.160]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:10:29.160 --> 00:10:29.160]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:10:29.160 --> 00:10:29.160]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:10:29.160 --> 00:10:29.160]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:10:29.160 --> 00:10:29.160]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:10:29.180 --> 00:10:59.180]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:10:59.180 --> 00:10:59.180]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:10:59.180 --> 00:10:59.180]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:10:59.180 --> 00:10:59.180]   I knew you'd asked this, so I also thought about total compensation because she doesn't get any of the benefits that I get that we would otherwise have to pay for.
[00:10:59.180 --> 00:10:59.180]   I knew you'd asked this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:10:59.180 --> 00:10:59.180]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:10:59.200 --> 00:11:29.200]   I knew you'd asked this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:29.200 --> 00:11:29.200]   I knew you'd asked this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:29.200 --> 00:11:29.200]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:29.200 --> 00:11:29.200]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:29.200 --> 00:11:29.200]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:29.200 --> 00:11:29.200]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:29.200 --> 00:11:29.200]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:29.240 --> 00:11:59.220]  ,
[00:11:59.220 --> 00:11:59.220]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:59.220 --> 00:11:59.220]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:59.220 --> 00:11:59.220]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:59.220 --> 00:11:59.220]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:59.220 --> 00:11:59.220]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:59.220 --> 00:11:59.220]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:59.220 --> 00:11:59.220]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:11:59.240 --> 00:12:29.240]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:29.240 --> 00:12:29.240]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:29.240 --> 00:12:29.240]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:29.240 --> 00:12:29.240]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:29.240 --> 00:12:29.240]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:29.240 --> 00:12:29.240]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:29.240 --> 00:12:29.240]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:29.280 --> 00:12:59.260]  , and it's a little bit of a surprise to me that I'm going to be imprisoned for my activities and I'm going to spend the next 20 years in prison and not be able to be of any use to my children.
[00:12:59.260 --> 00:12:59.260]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:59.260 --> 00:12:59.260]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:59.260 --> 00:12:59.260]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:59.260 --> 00:12:59.260]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:59.260 --> 00:12:59.260]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:59.260 --> 00:12:59.260]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:12:59.280 --> 00:13:29.280]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:13:29.280 --> 00:13:29.280]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:13:29.280 --> 00:13:29.280]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:13:29.280 --> 00:13:29.280]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:13:29.280 --> 00:13:29.280]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:13:29.280 --> 00:13:29.280]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:13:29.280 --> 00:13:29.280]   I knew you'd ask this, so I also thought that she doesn't get any of the benefits that we'd ask for.
[00:13:29.280 --> 00:13:58.600]  , but it's not the most important thing.
[00:13:58.600 --> 00:13:59.300]   So now I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:13:59.300 --> 00:13:59.300]   So now I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:13:59.300 --> 00:13:59.300]   So now I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:13:59.300 --> 00:13:59.300]   So now I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:13:59.300 --> 00:13:59.300]   So now I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:13:59.300 --> 00:13:59.300]   So now I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:13:59.300 --> 00:13:59.300]   So now I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:13:59.320 --> 00:14:29.320]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:29.320 --> 00:14:29.320]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:29.320 --> 00:14:29.320]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:29.320 --> 00:14:29.320]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:29.320 --> 00:14:29.320]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:29.320 --> 00:14:29.320]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:29.320 --> 00:14:29.320]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:29.320 --> 00:14:29.320]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:59.340 --> 00:14:59.340]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:59.340 --> 00:14:59.340]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:59.340 --> 00:14:59.340]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:59.340 --> 00:14:59.340]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:59.340 --> 00:14:59.340]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:14:59.340 --> 00:14:59.340]   I'm going to talk about the basic guiding ethic that money matters, but it's not the most important thing.
[00:15:29.360 --> 00:15:29.360]   and then we go from there.
[00:15:29.360 --> 00:15:29.360]   do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.360 --> 00:15:29.360]   Do you agree with me so far in my method of analysis here Tim?
[00:15:29.400 --> 00:15:59.380]   the best interest of our children so how do we know whether or not your wife working as a doctor and doing this how do we know if that's better for our family for her to make an extra hundred and seventy five thousand dollars a year by being away from the
[00:15:59.380 --> 00:15:59.380]   Do you agree with me so far in my method of analysis here Tim?
[00:15:59.380 --> 00:15:59.380]   Do you agree with me so far in my method of analysis here Tim?
[00:15:59.380 --> 00:15:59.380]   Do you agree with me so far in my method of analysis here Tim?
[00:15:59.380 --> 00:15:59.380]   Do you agree with me so far in my method of analysis here Tim?
[00:15:59.380 --> 00:15:59.380]   Do you agree with me so far in my method of analysis here Tim?
[00:15:59.380 --> 00:15:59.380]   Do you agree with me so far in my method of analysis here Tim?
[00:15:59.380 --> 00:15:59.380]   Do you agree with me so far in my method of analysis here Tim?
[00:15:59.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:29.400]   Do you agree with me so far in my method of analysis here Tim?
[00:16:29.400 --> 00:16:59.420]  ,
[00:16:59.420 --> 00:16:59.420]   Do you agree with me so far in my method of analysis here Tim?
[00:16:59.420 --> 00:16:59.420]   Do you agree with me so far in my method of analysis here Tim?
[00:16:59.420 --> 00:16:59.420]   Do you agree with me so far in my method of analysis here Tim?
[00:16:59.420 --> 00:16:59.420]   Do you agree with me so far in my method of analysis here Tim?
[00:16:59.420 --> 00:16:59.420]   Do you agree with me so far in my method of analysis here Tim?
[00:16:59.420 --> 00:16:59.420]   Do you agree with me so far in my method of analysis here Tim?
[00:16:59.420 --> 00:16:59.420]   Do you agree with me so far in my method of analysis here Tim?
[00:16:59.420 --> 00:16:59.420]   Do you agree with me so far in my method of analysis here Tim?
[00:16:59.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:29.440]   You agree with me so far in my method of analysis here Tim?
[00:17:29.440 --> 00:17:59.460]   I agree with you so far in my method of analysis here Tim?
[00:17:59.460 --> 00:17:59.460]   You agree with me so far in my method of analysis here Tim?
[00:17:59.460 --> 00:17:59.460]   You agree with me so far in my method of analysis here Tim?
[00:17:59.460 --> 00:17:59.460]   You agree with me so far in my method of analysis here Tim?
[00:17:59.460 --> 00:17:59.460]   You agree with me so far in my method of analysis here Tim?
[00:17:59.460 --> 00:17:59.460]   You agree with me so far in my method of analysis here Tim?
[00:17:59.460 --> 00:17:59.460]   You agree with me so far in my method of analysis here Tim?
[00:17:59.460 --> 00:17:59.460]   You agree with me so far in my method of analysis here Tim?
[00:17:59.460 --> 00:17:59.460]   You agree with me so far in my method of analysis here Tim?
[00:17:59.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:29.480]   I agree with you so far in my method of analysis here Tim?
[00:18:29.480 --> 00:18:59.500]   I agree with you so far in my method of analysis here Tim?
[00:18:59.500 --> 00:18:59.500]   I agree with you so far in my method of analysis here Tim?
[00:18:59.500 --> 00:18:59.500]   I agree with you so far in my method of analysis here Tim?
[00:18:59.500 --> 00:18:59.500]   I agree with you so far in my method of analysis here Tim?
[00:18:59.500 --> 00:18:59.500]   I agree with you so far in my method of analysis here Tim?
[00:18:59.500 --> 00:18:59.500]   I agree with you so far in my method of analysis here Tim?
[00:18:59.500 --> 00:18:59.500]   I agree with you so far in my method of analysis here Tim?
[00:18:59.500 --> 00:18:59.500]   I agree with you so far in my method of analysis here Tim?
[00:18:59.500 --> 00:18:59.500]   I agree with you so far in my method of analysis here Tim?
