
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:06:04.120 --> 00:06:07.760]   And one of the best analogies that I've ever heard
[00:06:07.760 --> 00:06:10.320]   was by a previous guest on the Huberman Lab podcast,
[00:06:10.320 --> 00:06:12.620]   Dr. Kyle Gillette, who's a medical doctor,
[00:06:12.620 --> 00:06:14.640]   obesity specialist, expert in hormones.
[00:06:14.640 --> 00:06:18.340]   We did a episode on optimizing hormones in males
[00:06:18.340 --> 00:06:19.240]   with Dr. Kyle Gillette.
[00:06:19.240 --> 00:06:21.400]   You can find that at HubermanLab.com
[00:06:21.400 --> 00:06:23.740]   or anywhere you can find podcasts.
[00:06:23.740 --> 00:06:25.640]   Dr. Gillette offered an analogy
[00:06:25.640 --> 00:06:29.760]   of the baseline levels of dopamine as a wave pool.
[00:06:29.760 --> 00:06:30.840]   And I really like this.
[00:06:30.840 --> 00:06:33.320]   So if you think about this pool full of dopamine,
[00:06:33.320 --> 00:06:35.100]   and here we're just talking about the dopamine
[00:06:35.100 --> 00:06:36.640]   that resides in the circuits of the brain
[00:06:36.640 --> 00:06:38.020]   that control motivation,
[00:06:38.020 --> 00:06:40.320]   but that pool of dopamine you can imagine
[00:06:40.320 --> 00:06:42.480]   is just sitting there not doing much of anything
[00:06:42.480 --> 00:06:43.680]   while you're asleep.
[00:06:43.680 --> 00:06:44.820]   In fact, while you're sleeping,
[00:06:44.820 --> 00:06:46.640]   you're replenishing those dopamine levels.
[00:06:46.640 --> 00:06:47.940]   I'll tell you another tool in a moment
[00:06:47.940 --> 00:06:49.800]   to replenish those dopamine levels.
[00:06:49.800 --> 00:06:52.040]   But if you were to pursue a goal,
[00:06:52.040 --> 00:06:54.680]   really, really go forward center of mass
[00:06:54.680 --> 00:06:57.640]   for many, many hours or many, many days in some cases
[00:06:57.640 --> 00:06:59.700]   and pursue a goal or multiple goals,
[00:06:59.700 --> 00:07:01.480]   and you're really driven to do a ton,
[00:07:01.480 --> 00:07:03.740]   what you're effectively doing is generating waves
[00:07:03.740 --> 00:07:05.240]   in that wave pool.
[00:07:05.240 --> 00:07:07.880]   And if those waves are too big,
[00:07:07.880 --> 00:07:11.080]   well, then the waves can't keep repeating themselves.
[00:07:11.080 --> 00:07:13.400]   So think about the wave as the motivation
[00:07:13.400 --> 00:07:16.480]   and the depth of the pool as the reservoir of dopamine.
[00:07:16.480 --> 00:07:18.560]   And if those waves are too big,
[00:07:18.560 --> 00:07:20.300]   too much excitement, too much motivation,
[00:07:20.300 --> 00:07:23.160]   too much center of mass for a given period of time,
[00:07:23.160 --> 00:07:26.120]   then the water in this wave pool sloshes out
[00:07:26.120 --> 00:07:28.320]   of the wave pool, lowering the reservoir.
[00:07:28.320 --> 00:07:29.800]   And then there are really three ways
[00:07:29.800 --> 00:07:31.520]   that you can replenish that reservoir.
[00:07:31.520 --> 00:07:35.360]   And you want to maintain or replenish that reservoir
[00:07:35.360 --> 00:07:36.760]   if it's been depleted.
[00:07:36.760 --> 00:07:37.660]   How do you do that?
[00:07:37.660 --> 00:07:40.160]   Well, first of all, quality sleep.
[00:07:40.160 --> 00:07:41.120]   So when I say quality,
[00:07:41.120 --> 00:07:42.660]   I mean where you're getting enough slow wave sleep
[00:07:42.660 --> 00:07:43.800]   and rapid eye movement sleep.
[00:07:43.800 --> 00:07:45.080]   So for some people, six hours,
[00:07:45.080 --> 00:07:47.040]   for some people, eight hours.
[00:07:47.040 --> 00:07:48.520]   Some people might even need a little bit more
[00:07:48.520 --> 00:07:49.840]   or a little bit less.
[00:07:49.840 --> 00:07:52.080]   We have episodes, the perfect your sleep episode,
[00:07:52.080 --> 00:07:53.280]   the master your sleep episode.
[00:07:53.280 --> 00:07:54.320]   We have a toolkit for sleep,
[00:07:54.320 --> 00:07:57.360]   all available at zero cost at Hubermanlab.com, links, et cetera.
[00:07:57.360 --> 00:07:59.320]   So check those out for getting your sleep right.
[00:07:59.320 --> 00:08:01.860]   But sleep is really when you replenish
[00:08:01.860 --> 00:08:03.400]   that reservoir of dopamine.
[00:08:03.400 --> 00:08:05.440]   So you cannot ignore sleep.
[00:08:05.440 --> 00:08:06.940]   I'll come back to this in a moment.
[00:08:06.940 --> 00:08:09.460]   The second science supported tool
[00:08:09.460 --> 00:08:11.480]   that's really been shown to replenish dopamine,
[00:08:11.480 --> 00:08:13.900]   in particular dopamine within the pathways
[00:08:13.900 --> 00:08:15.760]   that regulate motivation,
[00:08:15.760 --> 00:08:17.900]   is a practice I've talked about before on the podcast
[00:08:17.900 --> 00:08:19.200]   called non-sleep deep breaths,
[00:08:19.200 --> 00:08:20.680]   sometimes called yoga nidra,
[00:08:20.680 --> 00:08:22.440]   although yoga nidra is a little bit different.
[00:08:22.440 --> 00:08:24.960]   There are two studies out of Denmark
[00:08:24.960 --> 00:08:28.680]   that have explored yoga nidra in the context of dopamine.
[00:08:28.680 --> 00:08:30.320]   The first one simply involved
[00:08:30.320 --> 00:08:32.220]   having people do a yoga nidra practice.
[00:08:32.220 --> 00:08:34.060]   Again, this doesn't involve any movement,
[00:08:34.060 --> 00:08:36.560]   but it involves people, potentially you,
[00:08:36.560 --> 00:08:39.220]   doing anywhere from 30 to 60 minutes,
[00:08:39.220 --> 00:08:40.440]   although there are now data showing
[00:08:40.440 --> 00:08:43.520]   that as short as 10 minutes of a non-sleep deep rest,
[00:08:43.520 --> 00:08:45.760]   AKA yoga nidra protocol,
[00:08:45.760 --> 00:08:49.000]   leads to dramatic, really dramatic increases
[00:08:49.000 --> 00:08:50.840]   in striatal dopamine reserves.
[00:08:50.840 --> 00:08:54.480]   So it essentially is replenishing the dopamine reserve pool.
[00:08:54.480 --> 00:08:58.480]   This is why I'm such a fan of using NSDR, AKA yoga nidra,
[00:08:58.480 --> 00:08:59.660]   at least once a day,
[00:08:59.660 --> 00:09:01.520]   and especially under times when you're engaging
[00:09:01.520 --> 00:09:02.960]   in a lot of high output.
[00:09:02.960 --> 00:09:05.160]   And when I think, especially at times
[00:09:05.160 --> 00:09:07.020]   when you're engaging in a lot of high output,
[00:09:07.020 --> 00:09:09.800]   this is a mistake many people make.
[00:09:09.800 --> 00:09:11.640]   They push, push, push, push, push.
[00:09:11.640 --> 00:09:12.680]   They're in pursuit of a goal.
[00:09:12.680 --> 00:09:15.040]   Then they hit that point where they're exhausted.
[00:09:15.040 --> 00:09:18.880]   Then they start doing all the dopamine reserve pool
[00:09:18.880 --> 00:09:22.360]   replenishing tools, such as yoga nidra or NSDR.
[00:09:22.360 --> 00:09:26.240]   The real key is to always tap off that
[00:09:26.240 --> 00:09:29.600]   or refill that reservoir once a day
[00:09:29.600 --> 00:09:31.880]   before it's completely depleted.
[00:09:31.880 --> 00:09:34.040]   Now, this gets into some of the biochemistry of dopamine
[00:09:34.040 --> 00:09:35.660]   and the relevant circuits,
[00:09:35.660 --> 00:09:40.660]   but it takes a lot longer to restore the dopamine reservoir,
[00:09:40.660 --> 00:09:43.040]   think of it still as a wave pool,
[00:09:43.040 --> 00:09:46.300]   but that reservoir from a place of complete depletion
[00:09:46.300 --> 00:09:47.940]   than it does of partial depletion.
[00:09:47.940 --> 00:09:50.040]   So there's an asymmetry in the way this is done.
[00:09:50.040 --> 00:09:52.480]   So it's not as if you drink a glass of water,
[00:09:52.480 --> 00:09:54.120]   you fill the glass of water at a certain rate
[00:09:54.120 --> 00:09:55.800]   and it fills up to a certain level
[00:09:55.800 --> 00:09:56.820]   and the rate is constant.
[00:09:56.820 --> 00:10:01.240]   Think about it as once the level of dopamine in your reserve
[00:10:01.240 --> 00:10:03.400]   is depleted past a certain point,
[00:10:03.400 --> 00:10:06.340]   it takes a lot more effort, much more sleep,
[00:10:06.340 --> 00:10:08.800]   much more NSDR, things of that sort
[00:10:08.800 --> 00:10:10.960]   to replenish that reservoir.
[00:10:10.960 --> 00:10:12.640]   Now, oftentimes what people will do
[00:10:12.640 --> 00:10:14.780]   when they start feeling less motivation
[00:10:14.780 --> 00:10:17.800]   is they will start relying on things like Adderall,
[00:10:17.800 --> 00:10:20.700]   Ritalin, in some cases, illegal substances
[00:10:20.700 --> 00:10:22.920]   that can increase dopamine.
[00:10:22.920 --> 00:10:23.760]   You know what those are.
[00:10:23.760 --> 00:10:25.740]   Please don't ever lean to those.
[00:10:25.740 --> 00:10:28.380]   They are extremely dangerous.
[00:10:28.380 --> 00:10:30.420]   They really are because of their ability
[00:10:30.420 --> 00:10:32.120]   to potently release dopamine.
[00:10:32.120 --> 00:10:33.280]   And guess what?
[00:10:33.280 --> 00:10:35.720]   Deplete that reservoir even further.
[00:10:35.720 --> 00:10:37.560]   We've talked about some supplements on the podcast
[00:10:37.560 --> 00:10:41.120]   that can replenish dopamine, L-tyrosine in particular.
[00:10:41.120 --> 00:10:43.720]   Macuna purines is actually 99% L-DOPA,
[00:10:43.720 --> 00:10:45.400]   the precursor to dopamine.
[00:10:45.400 --> 00:10:48.480]   I don't necessarily recommend Macuna purines.
[00:10:48.480 --> 00:10:51.280]   It tends to make people very dopaminergic,
[00:10:51.280 --> 00:10:52.440]   drive, drive, drive, drive, drive, motivate it
[00:10:52.440 --> 00:10:54.880]   and then crash, again, depleting that pool.
[00:10:54.880 --> 00:10:56.680]   L-tyrosine is a little bit milder,
[00:10:56.680 --> 00:10:59.220]   but I really encourage people to lean first
[00:10:59.220 --> 00:11:01.500]   on the behavioral tools such as NSDR.
[00:11:01.500 --> 00:11:03.980]   And by the way, there's a NSDR script,
[00:11:03.980 --> 00:11:05.600]   totally zero cost that you can find
[00:11:05.600 --> 00:11:08.840]   by putting my name and NSDR into YouTube.
[00:11:08.840 --> 00:11:10.400]   That one works quite well
[00:11:10.400 --> 00:11:12.680]   if you're looking for a short NSDR.
[00:11:12.680 --> 00:11:14.060]   There's some other NSDRs.
[00:11:14.060 --> 00:11:16.400]   You can simply look on the internet or YouTube
[00:11:16.400 --> 00:11:18.720]   and just put NSDR and you'll find NSDR.
[00:11:18.720 --> 00:11:20.080]   Or if you prefer to do
[00:11:20.080 --> 00:11:22.380]   the more classic yoga nidra type approach,
[00:11:22.380 --> 00:11:24.120]   there are a lot of different yoga nidra options
[00:11:24.120 --> 00:11:25.920]   to choose from on YouTube.
[00:11:25.920 --> 00:11:28.280]   Many people think NSDR or yoga nidra
[00:11:28.280 --> 00:11:31.320]   are simply meditation with a body scan.
[00:11:31.320 --> 00:11:32.880]   That's not true.
[00:11:32.880 --> 00:11:35.920]   Meditation is a focus exercise, okay?
[00:11:35.920 --> 00:11:37.840]   Most meditations are focus exercise.
[00:11:37.840 --> 00:11:42.800]   NSDR restores energy through the dopamine system
[00:11:42.800 --> 00:11:44.540]   and newer data are starting to show
[00:11:44.540 --> 00:11:46.720]   that it can actually recover lost sleep,
[00:11:46.720 --> 00:11:48.360]   so if you're not sleeping enough.
[00:11:48.360 --> 00:11:52.580]   But to return to NSDR, aka yoga nidra, as a practice,
[00:11:52.580 --> 00:11:55.360]   yes, it's been shown in laboratory studies in humans,
[00:11:55.360 --> 00:11:57.680]   by the way, to restore dopamine levels.
[00:11:57.680 --> 00:11:59.720]   There's another study, lesser known,
[00:11:59.720 --> 00:12:03.060]   from that same group that was published in 2011,
[00:12:03.060 --> 00:12:05.560]   which is entitled, "Dopaminergic stimulation
[00:12:05.560 --> 00:12:07.840]   "enhances confidence and accuracy
[00:12:07.840 --> 00:12:09.480]   "in seeing rapidly presented words."
[00:12:09.480 --> 00:12:11.380]   This was a cognitive task.
[00:12:11.380 --> 00:12:16.240]   They explored yoga nidra, aka NSDR,
[00:12:16.240 --> 00:12:18.360]   in the context of increasing striatal dopamine.
[00:12:18.360 --> 00:12:20.560]   They already knew that it did that, so that's great.
[00:12:20.560 --> 00:12:22.020]   They confirmed that result.
[00:12:22.020 --> 00:12:25.000]   But what they also found is that doing NSDR
[00:12:25.000 --> 00:12:28.200]   could restore confidence in cognitive ability
[00:12:28.200 --> 00:12:30.440]   and performance in these cognitive tasks, okay?
[00:12:30.440 --> 00:12:33.000]   So this is a really powerful, zero-cost tool
[00:12:33.000 --> 00:12:36.680]   for re-upping or replenishing that dopamine reserve, okay?
[00:12:36.680 --> 00:12:39.220]   So this is something to do every day,
[00:12:39.220 --> 00:12:41.720]   especially when you're not feeling depleted.
[00:12:41.720 --> 00:12:44.360]   So the question, again, was about how to make sure
[00:12:44.360 --> 00:12:46.820]   that you don't go through these cycles of extreme motivation
[00:12:46.820 --> 00:12:48.160]   and then lesser motivation.
[00:12:48.160 --> 00:12:49.400]   Well, get your sleep right.
[00:12:49.400 --> 00:12:51.400]   I would say 80% or more of the nights of your life.
[00:12:51.400 --> 00:12:53.160]   Hopefully the nights that it's not good
[00:12:53.160 --> 00:12:54.900]   are for good reasons that you're enjoying yourself,
[00:12:54.900 --> 00:12:56.480]   but hey, life happens.
[00:12:56.480 --> 00:12:57.960]   So 100% of the time,
[00:12:57.960 --> 00:13:00.260]   it's just not reasonable to expect of yourself.
[00:13:00.260 --> 00:13:04.320]   Do NSDR once a day for either 10 minutes.
[00:13:04.320 --> 00:13:06.580]   If you have the time to do 20, 30 minutes or an hour,
[00:13:06.580 --> 00:13:09.380]   you will see even more positive effects.
[00:13:09.380 --> 00:13:11.020]   It has been shown in these research studies
[00:13:11.020 --> 00:13:12.840]   to replenish dopamine, levels of confidence,
[00:13:12.840 --> 00:13:16.000]   cognitive ability, et cetera, and sense of motivation.
[00:13:16.000 --> 00:13:17.280]   And I said there were three tools.
[00:13:17.280 --> 00:13:20.460]   And the third tool that really can allow you
[00:13:20.460 --> 00:13:24.760]   to keep the dopamine AK motivation circuitry
[00:13:24.760 --> 00:13:28.520]   tuned up properly is to really start paying attention
[00:13:28.520 --> 00:13:32.380]   to peaks in dopamine and be very careful
[00:13:32.380 --> 00:13:35.160]   about layering in too many things
[00:13:35.160 --> 00:13:36.800]   that can stimulate the dopamine system.
[00:13:36.800 --> 00:13:38.000]   I talked about this quite a bit
[00:13:38.000 --> 00:13:40.920]   in the episode that we did on ADHD
[00:13:40.920 --> 00:13:43.460]   and building and maintaining focus.
[00:13:43.460 --> 00:13:46.600]   There are many things out there nowadays
[00:13:46.600 --> 00:13:48.880]   that will deplete the dopamine system.
[00:13:48.880 --> 00:13:50.720]   For instance, and by the way,
[00:13:50.720 --> 00:13:52.880]   none of what I'm about to list is necessarily bad.
[00:13:52.880 --> 00:13:55.060]   I actually use some of these things.
[00:13:55.060 --> 00:13:58.580]   For instance, caffeine will increase dopamine receptors
[00:13:58.580 --> 00:14:00.560]   that will allow whatever dopamine is available
[00:14:00.560 --> 00:14:01.700]   to be more potent.
[00:14:01.700 --> 00:14:03.620]   Okay, so caffeine is great for some people,
[00:14:03.620 --> 00:14:04.940]   less good for people with anxiety.
[00:14:04.940 --> 00:14:05.920]   Don't drink it too late in the day
[00:14:05.920 --> 00:14:07.640]   'cause it'll interfere with your sleep
[00:14:07.640 --> 00:14:09.200]   and so on and so forth.
[00:14:09.200 --> 00:14:12.400]   But many people will combine caffeine
[00:14:12.400 --> 00:14:15.120]   with music that they particularly like.
[00:14:15.120 --> 00:14:15.960]   Music's great.
[00:14:15.960 --> 00:14:17.500]   Music can stimulate dopamine release.
[00:14:17.500 --> 00:14:19.180]   We know this, it can enhance motivation,
[00:14:19.180 --> 00:14:20.240]   especially if it's the kind of music
[00:14:20.240 --> 00:14:21.280]   that really puts you in the groove
[00:14:21.280 --> 00:14:23.100]   for the particular type of work you're going to do.
[00:14:23.100 --> 00:14:26.060]   For me, I like to listen to either loud, fast music
[00:14:26.060 --> 00:14:29.040]   or Glenn Gould classical piano, so one or the other.
[00:14:29.040 --> 00:14:30.860]   I know what's right for me for a given time.
[00:14:30.860 --> 00:14:31.880]   You'll know what's right for you
[00:14:31.880 --> 00:14:33.640]   for a given time in your preferences.
[00:14:33.640 --> 00:14:36.040]   But what will happen is people will start consuming caffeine
[00:14:36.040 --> 00:14:37.760]   at higher and higher levels.
[00:14:37.760 --> 00:14:39.280]   Again, caffeine isn't necessarily bad,
[00:14:39.280 --> 00:14:40.120]   but they'll start doing that
[00:14:40.120 --> 00:14:41.180]   and they'll start layering it in
[00:14:41.180 --> 00:14:45.520]   or stacking very potent music, potent for them,
[00:14:45.520 --> 00:14:47.500]   plus things like L-tyrosine.
[00:14:47.500 --> 00:14:50.040]   Again, none of these things are terrible on their own.
[00:14:50.040 --> 00:14:51.580]   In fact, they can be very beneficial.
[00:14:51.580 --> 00:14:53.480]   Sometimes they'll start taking mucuna purine.
[00:14:53.480 --> 00:14:55.580]   Sometimes they'll start relying on things like Adderall,
[00:14:55.580 --> 00:14:57.440]   Ritalin, and pretty soon what's happening
[00:14:57.440 --> 00:14:58.820]   is they're getting these big waves
[00:14:58.820 --> 00:15:01.160]   in that dopamine wave pool, big peaks.
[00:15:01.160 --> 00:15:03.760]   And within a few days, or maybe even within a few hours,
[00:15:03.760 --> 00:15:05.660]   they're depleted and they're at that low.
[00:15:05.660 --> 00:15:09.020]   And then as Dr. Anna Lemke, who was a guest on the podcast,
[00:15:09.020 --> 00:15:10.420]   talked about in terms of addiction,
[00:15:10.420 --> 00:15:12.920]   but also in her wonderful book, "Dopamine Nation,"
[00:15:14.200 --> 00:15:17.440]   what happens is after those big peaks in dopamine,
[00:15:17.440 --> 00:15:19.560]   the reservoir, the baseline in dopamine,
[00:15:19.560 --> 00:15:22.120]   drops below its initial level.
[00:15:22.120 --> 00:15:24.660]   So it's as if the reservoir got deeper and it's emptier
