
[00:00:00.040 --> 00:00:10.700]   law
[00:03:28.860 --> 00:03:28.860]   I'm looking to get some of the resources that we have in place.
[00:03:28.860 --> 00:03:28.860]   I'm looking to get some of the resources that we have in place.
[00:03:28.860 --> 00:03:28.860]   I'm looking to get some of the resources that we have in place.
[00:03:28.860 --> 00:03:28.860]   I'm looking to get some of the resources that we have in place.
[00:03:28.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.880 --> 00:03:58.880]   I'm looking to get some of the resources that we have in place.
[00:03:58.920 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.900 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.900 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.900 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.900 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.900 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.900 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.900 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.900 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.900 --> 00:04:28.900]   I'm looking to get some of the resources that we have in place.
[00:04:28.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.920 --> 00:04:58.920]   I'm looking to get some of the resources that we have in place.
[00:04:58.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:28.940]   I'm looking to get some of the resources that we have in place.
[00:05:28.940 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.960 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.960 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.960 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.960 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.960 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.960 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.960 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.960 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.960 --> 00:05:58.960]   I'm looking to get some of the resources that we have in place.
[00:05:58.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:28.980 --> 00:06:28.980]   I'm looking to get some of the resources that we have in place.
[00:06:29.020 --> 00:06:59.000]  ,
[00:06:59.000 --> 00:06:59.000]   I'm looking to get some of the resources that we have in place.
[00:06:59.000 --> 00:06:59.000]   I'm looking to get some of the resources that we have in place.
[00:06:59.000 --> 00:06:59.000]   I'm looking to get some of the resources that we have in place.
[00:06:59.000 --> 00:06:59.000]   I'm looking to get some of the resources that we have in place.
[00:06:59.000 --> 00:06:59.000]   I'm looking to get some of the resources that we have in place.
[00:06:59.000 --> 00:06:59.000]   I'm looking to get some of the resources that we have in place.
[00:06:59.000 --> 00:06:59.000]   I'm looking to get some of the resources that we have in place.
[00:06:59.000 --> 00:06:59.000]   I'm looking to get some of the resources that we have in place.
[00:06:59.000 --> 00:06:59.000]   I'm looking to get some of the resources that we have in place.
[00:06:59.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.020 --> 00:07:29.020]   The location of the jurisdiction in which you hold a driver's license,
[00:07:29.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.040 --> 00:07:59.040]   The location of the jurisdiction in which you hold a driver's license,
[00:07:59.080 --> 00:08:29.060]   the location of the jurisdiction in which you hold a driver's license,
[00:08:29.060 --> 00:08:29.060]   The location of the jurisdiction in which you hold a driver's license,
[00:08:29.060 --> 00:08:29.060]   The location of the jurisdiction in which you hold a driver's license,
[00:08:29.060 --> 00:08:29.060]   The location of the jurisdiction in which you hold a driver's license,
[00:08:29.060 --> 00:08:29.060]   The location of the jurisdiction in which you hold a driver's license,
[00:08:29.060 --> 00:08:29.060]   The location of the jurisdiction in which you hold a driver's license,
[00:08:29.060 --> 00:08:29.060]   The location of the jurisdiction in which you hold a driver's license,
[00:08:29.060 --> 00:08:29.060]   The location of the jurisdiction in which you hold a driver's license,
[00:08:29.060 --> 00:08:29.060]   The location of the jurisdiction in which you hold a driver's license,
[00:08:29.060 --> 00:08:29.060]   The location of the jurisdiction in which you hold a driver's license,
[00:08:29.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.080 --> 00:08:59.080]   The location of the jurisdiction in which you hold a driver's license,
[00:08:59.120 --> 00:09:29.100]  ,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.100 --> 00:09:29.100]   The location of the jurisdiction in which you hold a driver's license,
[00:09:29.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.120 --> 00:09:59.120]   The location of the jurisdiction in which you hold a driver's license,
[00:09:59.160 --> 00:10:29.140]  ,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.140 --> 00:10:29.140]   The location of the jurisdiction in which you hold a driver's license,
[00:10:29.180 --> 00:10:39.280]  あ
[00:10:39.280 --> 00:10:40.900]   M C watch equ
[00:10:40.900 --> 00:10:47.480]   car and, the, ,,,,,,, благ77 proveamt convince間
[00:10:47.480 --> 00:10:58.560]   Er
[00:10:59.200 --> 00:11:08.900]  wards
[00:11:08.900 --> 00:11:11.120]   hair. I.,
[00:11:11.120 --> 00:11:27.600]   ma substantially increases End B Z L K H 3 won began我說 hips centigrade
[00:11:27.720 --> 00:11:30.740]   end of the day.
[00:11:30.740 --> 00:11:31.740]   I'm going to go ahead and close the
[00:11:31.740 --> 00:11:32.740]   session.
[00:11:32.740 --> 00:11:33.740]   I'm going to go ahead and close the session.
[00:11:33.740 --> 00:11:34.740]   I'm going to go ahead and close the session.
[00:11:34.740 --> 00:11:35.740]   I'm going to go ahead and close the session.
[00:11:35.740 --> 00:11:36.740]   I'm going to go ahead and close the session.
[00:11:36.740 --> 00:11:37.740]   I'm going to go ahead and close the session.
[00:11:37.740 --> 00:11:38.740]   I'm going to go ahead and close the session.
[00:11:38.740 --> 00:11:39.740]   I'm going to go ahead and close the session.
[00:11:39.740 --> 00:11:40.740]   I'm going to go ahead and close the session.
[00:11:40.740 --> 00:11:41.740]   I'm going to go ahead and close the session.
[00:11:41.740 --> 00:11:42.740]   I'm going to go ahead and close the session.
[00:11:42.740 --> 00:11:43.740]   I'm going to go ahead and close the session.
[00:11:43.740 --> 00:11:44.740]   I'm going to go ahead and close the session.
[00:11:44.740 --> 00:11:45.740]   I'm going to go ahead and close the session.
[00:11:45.740 --> 00:11:46.740]   I'm going to go ahead and close the session.
[00:11:46.740 --> 00:11:47.740]   I'm going to go ahead and close the session.
[00:11:47.760 --> 00:12:09.780]   I'm going to go ahead and close the session.
[00:12:09.780 --> 00:12:10.780]   I'm going to go ahead and close the session.
[00:12:10.780 --> 00:12:11.780]   I'm going to go ahead and close the session.
[00:12:11.780 --> 00:12:12.780]   I'm going to go ahead and close the session.
[00:12:12.780 --> 00:12:13.780]   I'm going to go ahead and close the session.
[00:12:13.780 --> 00:12:14.780]   I'm going to go ahead and close the session.
[00:12:14.780 --> 00:12:15.780]   I'm going to go ahead and close the session.
[00:12:15.780 --> 00:12:16.780]   I'm going to go ahead and close the session.
[00:12:16.780 --> 00:12:17.780]   I'm going to go ahead and close the session.
[00:12:17.780 --> 00:12:17.780]   I'm going to go ahead and close the session.
[00:12:17.780 --> 00:12:17.780]   I'm going to go ahead and close the session.
[00:12:17.780 --> 00:12:17.780]   I'm going to go ahead and close the session.
[00:12:17.780 --> 00:12:17.780]   I'm going to go ahead and close the session.
[00:12:17.920 --> 00:12:47.820]   I'm going to go ahead and close the session.
[00:12:47.820 --> 00:12:47.820]   I'm going to go ahead and close the session.
[00:12:47.820 --> 00:12:47.820]   I'm going to go ahead and close the session.
[00:12:47.820 --> 00:12:47.820]   I'm going to go ahead and close the session. I'm going to close the session.
[00:12:47.840 --> 00:12:54.860]   I'm going to go ahead and close the session.
[00:12:54.860 --> 00:12:55.860]   I'm going to go ahead and close the session.
[00:12:55.860 --> 00:12:56.860]   I'm going to go ahead and close the session.
[00:12:56.860 --> 00:12:57.860]   I'm going to go ahead and close the session.
[00:12:57.860 --> 00:12:58.860]   I'm going to go ahead and close the session.
[00:12:58.860 --> 00:12:59.860]   I'm going to go ahead and close the session.
[00:12:59.860 --> 00:13:00.860]   I'm going to go ahead and close the session.
[00:13:00.860 --> 00:13:01.860]   I'm going to go ahead and close the session.
[00:13:01.860 --> 00:13:02.860]   I'm going to go ahead and close the session.
[00:13:02.860 --> 00:13:03.860]   I'm going to go ahead and close the session.
[00:13:03.860 --> 00:13:04.860]   I'm going to go ahead and close the session.
[00:13:04.860 --> 00:13:05.860]   I'm going to go ahead and close the session.
[00:13:05.860 --> 00:13:06.860]   I'm going to go ahead and close the session.
[00:13:06.860 --> 00:13:07.860]   I'm going to go ahead and close the session.
[00:13:07.860 --> 00:13:08.860]   I'm going to go ahead and close the session.
[00:13:08.860 --> 00:13:09.860]   I'm going to go ahead and close the session.
[00:13:09.960 --> 00:13:32.900]  , I'm going to go ahead and close the session.
[00:13:32.900 --> 00:13:33.900]   I'm going to go ahead and close the session.
[00:13:33.900 --> 00:13:34.900]   I'm going to go ahead and close the session.
[00:13:34.900 --> 00:13:35.900]   I'm going to go ahead and close the session.
[00:13:35.900 --> 00:13:36.900]   I'm going to go ahead and close the session.
[00:13:36.900 --> 00:13:37.900]   I'm going to go ahead and close the session.
[00:13:37.900 --> 00:13:38.900]   I'm going to go ahead and close the session.
[00:13:38.900 --> 00:13:39.900]   I'm going to go ahead and close the session.
[00:13:39.900 --> 00:13:39.900]   I'm going to go ahead and close the session.
[00:13:39.900 --> 00:13:39.900]   I'm going to go ahead and close the session.
[00:13:39.900 --> 00:13:39.900]   I'm going to go ahead and close the session.
[00:13:39.900 --> 00:13:39.900]   I'm going to go ahead and close the session.
[00:13:39.900 --> 00:13:39.900]   I'm going to go ahead and close the session.
[00:13:39.900 --> 00:13:39.900]   I'm going to go ahead and close the session.
[00:13:40.440 --> 00:13:40.940]   재�.
[00:13:40.940 --> 00:13:40.940]   I'm going to go ahead and close the session.
[00:13:40.940 --> 00:13:41.940]   I'm going to go ahead and close the session.
[00:13:41.940 --> 00:13:42.940]   I'm going to go ahead and close the session.
[00:13:42.940 --> 00:13:43.940]   I'm going to go ahead and close the session.
[00:13:43.940 --> 00:13:44.940]   I'm going to go ahead and close the session.
[00:13:44.940 --> 00:13:45.940]   I'm going to go ahead and close the session.
[00:13:45.940 --> 00:13:46.940]   I'm going to go ahead and close the session.
[00:13:46.940 --> 00:13:47.940]   I'm going to go ahead and close the session.
[00:13:47.940 --> 00:13:48.940]   I'm going to go ahead and close the session.
[00:13:48.940 --> 00:13:49.940]   I'm going to go ahead and close the session.
[00:13:49.940 --> 00:13:50.940]   I'm going to go ahead and close the session.
[00:13:50.940 --> 00:13:51.940]   I'm going to go ahead and close the session.
[00:13:51.940 --> 00:13:52.940]   I'm going to go ahead and close the session.
[00:13:52.940 --> 00:13:53.940]   I'm going to go ahead and close the session.
[00:13:53.940 --> 00:13:54.940]   I'm going to go ahead and close the session.
[00:13:54.940 --> 00:13:55.940]   I'm going to go ahead and close the session.
[00:13:55.960 --> 00:14:13.980]   I'm going to go ahead and close the session.
[00:14:13.980 --> 00:14:14.980]   I'm going to go ahead and close the session.
[00:14:14.980 --> 00:14:15.980]   I'm going to go ahead and close the session.
[00:14:15.980 --> 00:14:16.980]   I'm going to go ahead and close the session.
[00:14:16.980 --> 00:14:17.980]   I'm going to go ahead and close the session.
[00:14:17.980 --> 00:14:18.980]   I'm going to go ahead and close the session.
[00:14:18.980 --> 00:14:19.980]   I'm going to go ahead and close the session.
[00:14:19.980 --> 00:14:20.980]   I'm going to go ahead and close the session.
[00:14:20.980 --> 00:14:21.980]   I'm going to go ahead and close the session.
[00:14:21.980 --> 00:14:22.980]   I'm going to go ahead and close the session.
[00:14:22.980 --> 00:14:23.980]   I'm going to go ahead and close the session.
[00:14:23.980 --> 00:14:24.980]   I'm going to go ahead and close the session.
[00:14:24.980 --> 00:14:25.980]   I'm going to go ahead and close the session.
[00:14:25.980 --> 00:14:25.980]   I'm going to go ahead and close the session.
[00:14:25.980 --> 00:14:25.980]   I'm going to go ahead and close the session.
[00:14:25.980 --> 00:14:25.980]   I'm going to go ahead and close the session.
[00:14:26.520 --> 00:14:56.020]   I'm going to go ahead and close the session.
[00:14:56.020 --> 00:14:56.020]   I'm going to go ahead and close the session.
[00:14:56.020 --> 00:14:56.020]   I'm going to go ahead and close the session.
[00:14:56.020 --> 00:14:56.020]   I'm going to go ahead and close the session.
[00:14:56.020 --> 00:14:56.020]   I'm going to go ahead and close the session.
[00:14:56.020 --> 00:14:56.020]   I'm going to go ahead and close the session.
[00:14:56.020 --> 00:14:56.020]   I'm going to go ahead and close the session.
[00:14:56.060 --> 00:15:05.220]   chilly that
[00:15:05.220 --> 00:15:05.960]   Lee�
[00:15:05.960 --> 00:15:07.580]  ough,,,,,,
[00:15:07.580 --> 00:15:23.940]   Mush сн
[00:15:23.940 --> 00:15:26.040]   letting, I wait the wing. I'm a hand. And, I, I, ghost. I, I, the, ", Tri, ", ",,", ", "., ",", ", ","., ", ", over the main時候 i over the Jon評 chef good and thekn five and you can it's just이고 яв這一 or IDM né Aquod acqu Pardon Hop pandemia Конечно 這 concente .G ticket Guru keep gestIns� let cochTIा roasted청 G kiss幫 τοince voyez 12接下來 Pi demanded
[00:15:26.080 --> 00:15:29.420]   De
[00:15:29.420 --> 00:15:33.480]   hard the 뛰
[00:15:33.480 --> 00:15:36.300]   ,,,,,ไ
[00:15:36.300 --> 00:15:54.980]   confession
[00:15:55.980 --> 00:16:05.840]  東
[00:16:05.840 --> 00:16:06.940]   human exchanges Alison I havearo
[00:17:21.960 --> 00:17:50.580]  nisse.com/NationalIDCard. The illusion that I made to the National ID card, which has long been a source of political contention in the United States. I was referring there to the Real ID Act, which in my opinion is basically a de facto national ID card, that social security number as that as the Real ID Act has been implemented. It's accomplished what is basically what one or two holdout states, which I hope they hold out become a national ID card, but I don't have much confidence of them holding out.
[00:17:50.580 --> 00:17:50.580]   We'll
[00:17:50.580 --> 00:17:50.580]   go now
[00:17:50.580 --> 00:17:50.600]   to
[00:17:50.600 --> 00:17:50.780]   to Anne and
[00:17:50.780 --> 00:17:50.960]   to Anne and
[00:17:50.960 --> 00:17:51.040]   to Anne and Sarah.
[00:17:51.060 --> 00:18:19.700]   Anne and Sarah. We'll go now to Anne and Marilyn. Anne, welcome to the show. How can I serve you today?
[00:18:19.740 --> 00:18:48.440]  , and Sarah. Welcome to the show. How can I serve you today?
[00:18:48.480 --> 00:19:17.300]  , and Sarah. Welcome to the show. How can I serve you today?
[00:19:17.300 --> 00:19:17.460]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:17.460 --> 00:19:17.560]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:17.560 --> 00:19:17.660]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:17.660 --> 00:19:17.760]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:17.760 --> 00:19:17.900]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:17.900 --> 00:19:17.980]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:17.980 --> 00:19:18.060]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:18.060 --> 00:19:18.060]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:18.060 --> 00:19:47.740]  , Anne and Sarah. Welcome to the show. How can I serve you today?
