
[00:00:00.040 --> 00:00:09.420]   lihat
[00:02:28.780 --> 00:02:28.780]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:28.780 --> 00:02:28.780]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:28.780 --> 00:02:28.780]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:28.780 --> 00:02:28.780]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:28.780 --> 00:02:28.780]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:28.780 --> 00:02:28.780]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:28.780 --> 00:02:28.780]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:28.780 --> 00:02:58.800]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:58.800 --> 00:02:58.800]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:58.800 --> 00:02:58.800]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:58.800 --> 00:02:58.800]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:02:58.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:28.820]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:28.820 --> 00:03:58.840]   the Radical Personal Finance Show is a production of WGBH.com today.
[00:03:58.840 --> 00:03:58.840]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:58.840 --> 00:03:58.840]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:58.840 --> 00:03:58.840]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:58.840 --> 00:03:58.840]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:58.840 --> 00:03:58.840]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:58.840 --> 00:03:58.840]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:58.840 --> 00:03:58.840]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:58.840 --> 00:03:58.840]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:03:58.860 --> 00:04:28.860]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Finance Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:28.860]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:04:28.860 --> 00:04:58.880]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:04:58.880 --> 00:04:58.880]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:04:58.880 --> 00:04:58.880]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:04:58.880 --> 00:04:58.880]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:04:58.880 --> 00:04:58.880]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:04:58.880 --> 00:04:58.880]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:04:58.880 --> 00:04:58.880]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:04:58.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:28.900 --> 00:05:28.900]   The Radical Personal Personal Financial Show is a production of WGBH.com today.
[00:05:28.940 --> 00:05:58.920]   the Radical Personal Financial Show is a production of WGBH.com today.
[00:05:58.920 --> 00:05:58.920]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:58.920 --> 00:05:58.920]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:58.920 --> 00:05:58.920]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:05:58.940 --> 00:06:28.940]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:28.940]   The Radical Personal Personal Financial Show is a production of WGBH.com today.
[00:06:28.940 --> 00:06:58.960]   the Radical Personal Personal Financial Show is a production of WGBH.com today.
[00:06:58.960 --> 00:06:58.960]   The Radical Personal Personal Financial Show is a production of WGBH.com today.
[00:06:58.960 --> 00:06:58.960]   The Radical Personal Personal Financial Show is a production of WGBH.com today.
[00:06:58.960 --> 00:06:58.960]   The Radical Personal Personal Financial Show is a production of WGBH.com today.
[00:06:58.960 --> 00:06:58.960]   The Radical Personal Personal Financial Show is a production of WGBH.com today.
[00:06:58.960 --> 00:06:58.960]   The Radical Personal Personal Financial Show is a production of WGBH.com today.
[00:06:58.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:28.980]   I'm going to go ahead and close the show.
[00:07:28.980 --> 00:07:59.000]   I'm going to go ahead and close the show.
[00:07:59.000 --> 00:07:59.000]   I'm going to go ahead and close the show.
[00:07:59.000 --> 00:07:59.000]   I'm going to go ahead and close the show.
[00:07:59.000 --> 00:07:59.000]   I'm going to go ahead and close the show.
[00:07:59.000 --> 00:07:59.000]   I'm going to go ahead and close the show.
[00:07:59.000 --> 00:07:59.000]   I'm going to go ahead and close the show.
[00:07:59.000 --> 00:07:59.000]   I'm going to go ahead and close the show.
[00:07:59.000 --> 00:07:59.000]   I'm going to go ahead and close the show.
[00:07:59.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:29.020]   I'm going to go ahead and close the show.
[00:08:29.020 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.040 --> 00:08:59.040]   I'm going to go ahead and close the show.
[00:08:59.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:29.060]   I'm going to go ahead and close the show.
[00:09:29.060 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.080 --> 00:09:59.080]   I'm going to go ahead and close the show.
[00:09:59.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.100 --> 00:10:29.100]   I'm going to go ahead and close the show.
[00:10:29.240 --> 00:10:59.120]   I'm going to go ahead and close the show.
[00:10:59.120 --> 00:10:59.120]   I'm going to go ahead and close the show.
[00:10:59.120 --> 00:10:59.120]   I'm going to go ahead and close the show.
[00:10:59.120 --> 00:10:59.120]   I'm going to go ahead and close the show.
[00:10:59.120 --> 00:10:59.120]   I'm going to go ahead and close the show.
[00:10:59.120 --> 00:10:59.120]   I'm going to go ahead and close the show.
[00:10:59.120 --> 00:10:59.120]   I'm going to go ahead and close the show.
[00:10:59.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:29.140]   I'm going to go ahead and close the show.
[00:11:29.140 --> 00:11:59.160]   I'm going to go ahead and close the show.
[00:11:59.160 --> 00:11:59.160]   I'm going to go ahead and close the show.
[00:11:59.160 --> 00:11:59.160]   I'm going to go ahead and close the show.
[00:11:59.160 --> 00:11:59.160]   I'm going to go ahead and close the show.
[00:11:59.160 --> 00:11:59.160]   I'm going to go ahead and close the show.
[00:11:59.160 --> 00:11:59.160]   I'm going to go ahead and close the show.
[00:11:59.160 --> 00:11:59.160]   I'm going to go ahead and close the show.
[00:11:59.160 --> 00:11:59.160]   I'm going to go ahead and close the show.
[00:11:59.160 --> 00:11:59.160]   I'm going to go ahead and close the show.
[00:11:59.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:29.180]   I'm going to go ahead and close the show.
[00:12:29.180 --> 00:12:59.200]   I'm going to go ahead and close the show.
[00:12:59.200 --> 00:12:59.200]   I'm going to go ahead and close the show.
[00:12:59.200 --> 00:12:59.200]   I'm going to go ahead and close the show.
[00:12:59.200 --> 00:12:59.200]   I'm going to go ahead and close the show.
[00:12:59.200 --> 00:12:59.200]   I'm going to go ahead and close the show.
[00:12:59.200 --> 00:12:59.200]   I'm going to go ahead and close the show.
[00:12:59.200 --> 00:12:59.200]   I'm going to go ahead and close the show.
[00:12:59.200 --> 00:12:59.200]   I'm going to go ahead and close the show.
[00:12:59.200 --> 00:12:59.200]   I'm going to go ahead and close the show.
[00:12:59.220 --> 00:13:29.220]  ,
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:29.220]   I'm going to go ahead and close the show.
[00:13:29.220 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.240 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.240 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.240 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.240 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.240 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.240 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.240 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.240 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.240 --> 00:13:59.240]   I'm going to go ahead and close the show.
[00:13:59.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:29.260]   I'm going to go ahead and close the show.
[00:14:29.260 --> 00:14:59.280]   I'm going to go ahead and close the show.
[00:14:59.280 --> 00:14:59.280]   I'm going to go ahead and close the show.
[00:14:59.280 --> 00:14:59.280]   I'm going to go ahead and close the show.
[00:14:59.280 --> 00:14:59.280]   I'm going to go ahead and close the show.
[00:14:59.280 --> 00:14:59.280]   I'm going to go ahead and close the show.
[00:14:59.280 --> 00:14:59.280]   I'm going to go ahead and close the show.
[00:14:59.280 --> 00:14:59.280]   I'm going to go ahead and close the show.
[00:14:59.280 --> 00:14:59.280]   I'm going to go ahead and close the show.
[00:14:59.280 --> 00:14:59.280]   I'm going to go ahead and close the show.
[00:14:59.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.300 --> 00:15:29.300]   You're going to go ahead and close the show.
[00:15:29.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.320 --> 00:15:59.320]   You're going to go ahead and close the show.
[00:15:59.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:29.340]   You're going to go ahead and close the show.
[00:16:29.340 --> 00:16:59.360]   and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
