
[00:00:00.000 --> 00:00:05.480]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:03:04.500 --> 00:03:16.500]   And I believe you get up to $2,500 in a deduction above the line, which makes the 7% interest that he was paying go down by -- I don't have the math in front of me, but it does change that interest rate.
[00:03:16.500 --> 00:03:32.500]   In addition, there's so many repayment plans, such as the public loan forgiveness plan and the Obama Pay As You Earn repayment plan, which I'm taking advantage of for a very substantial student loan debt that I have.
[00:03:32.500 --> 00:03:35.500]   And I'm only paying a couple hundred dollars a month right now.
[00:03:35.500 --> 00:03:43.500]   And if I stay the course and work in the public sector after another eight years, that substantial student loan debt should be forgiven.
[00:03:43.500 --> 00:03:50.500]   In addition, if I decide to go into the private sector, I can continue with the Pay As You Earn plan and after 20 years have it forgiven.
[00:03:50.500 --> 00:04:01.500]   So the key is to keep that payment as low as possible throughout that 20 years, and you do that by playing with your adjusted gross income, which you've covered in additional topics related to tax.
[00:04:01.500 --> 00:04:12.500]   I would say that it's not as straightforward as you laid out. There are a lot of radical ways to do this, especially if somebody has some investments already in the bank.
[00:04:12.500 --> 00:04:15.500]   All right. Thanks, Josh. Keep up the good work.
[00:04:15.500 --> 00:04:18.500]   I love this response. We'll call this listener Mike.
[00:04:18.500 --> 00:04:22.500]   And Mike, thank you for calling in and giving some additional ideas.
[00:04:22.500 --> 00:04:27.500]   You're right. I didn't even think in this circumstance. I didn't even think of going into that stuff.
[00:04:27.500 --> 00:04:32.500]   And I'm glad that I've got smart listeners like you to come on by and help.
[00:04:32.500 --> 00:04:37.500]   Truly, it is incredibly challenging to keep all the ideas straight.
[00:04:37.500 --> 00:04:46.500]   And I believe that one of the benefits that we have – and disclaimer if you ever listen to it at the end of the show where it says, "If you find a mistake in something I've made, come by and comment."
[00:04:46.500 --> 00:04:56.500]   I believe that's truly one of the best things that we can do is create – and we've already created – but build together a community of intelligent people who are always looking at issues from different perspectives.
[00:04:56.500 --> 00:05:05.500]   What often happens in our own lives is we get focused. We get tunnel vision of a certain way of looking at the world and a certain way of looking at things.
[00:05:05.500 --> 00:05:08.500]   And I get this even with answering questions.
[00:05:08.500 --> 00:05:14.500]   And as a financial planner, you often get into a certain way of thinking and then it's hard to get out of that.
[00:05:14.500 --> 00:05:25.500]   And so that's one of the reasons why I try so hard to stimulate your thinking with the content that I create on the show and create different ways, never hoping to give a full and complete answer but hoping to stimulate your creative thinking.
[00:05:25.500 --> 00:05:30.500]   And I love this. I love this approach to the student loan question.
[00:05:30.500 --> 00:05:43.500]   I think, Mike, you laid it out I think in a good way so that I could actually – I don't need to expound on it any further other than to say that the key that I was focusing on was the recent bankruptcy.
[00:05:43.500 --> 00:05:52.500]   And you're right about the student loans, but I think in this case what was standing out to me was the behavioral modification and kind of just a different approach of answering the question.
[00:05:52.500 --> 00:05:55.500]   So I thank you for those additional contributions.
[00:05:55.500 --> 00:06:02.500]   If any of you have additional contributions like that to a question, please come by the show page and comment.
[00:06:02.500 --> 00:06:15.500]   And I hope that many times if I'm answering a question for you that you'll go and check the show notes on that day's content and see if there might be some ideas that would be helpful to you because together we'll come up with better answers.
[00:06:15.500 --> 00:06:30.500]   It's such a balance to me. I've learned so much and been stretched in creating media and podcasts to know when to simplify and when to go deep and how to create a show and media content that's interesting and that's intricate.
[00:06:30.500 --> 00:06:34.500]   And knowing where that balance is I find incredibly challenging.
[00:06:34.500 --> 00:06:39.500]   So I missed those strategies on the answer to that question, and I thank you for going ahead and bringing them.
[00:06:39.500 --> 00:06:49.500]   And if any of you have additional strategies on future shows, please do exactly – well, come to the show notes and comment or do exactly like Mike did and call it in.
[00:06:49.500 --> 00:06:50.500]   Next question.
[00:06:50.500 --> 00:06:54.500]   Hey, Joshua. This is Brandon from South Carolina.
[00:06:54.500 --> 00:06:57.500]   I have a question about my kids.
[00:06:57.500 --> 00:06:58.500]   They're still pretty young.
[00:06:58.500 --> 00:07:00.500]   They're two and three years old.
[00:07:00.500 --> 00:07:14.500]   But I've been trying to think of how I could help them as they grow and learn and whatever path they choose that interests them, I would love to be able to help them on that path and maybe give them a leg up that some other people don't have.
[00:07:14.500 --> 00:07:20.500]   But I don't want that to turn into an environment of enablement or of dependence on their part.
[00:07:20.500 --> 00:07:24.500]   And so I'm wondering what are your thoughts about how do you balance that?
[00:07:24.500 --> 00:07:35.500]   How do you balance teaching them the skills and the tools they need so they can be independent one day also with actually maybe helping them to get there?
[00:07:35.500 --> 00:07:38.500]   I appreciate the show, and I'm really enjoying it.
[00:07:38.500 --> 00:07:40.500]   Thanks for your thoughts. Bye.
[00:07:40.500 --> 00:07:48.500]   I love this question, and it's something that I think about constantly because it sounds – I mean, Brandon, you're a couple years ahead of me.
[00:07:48.500 --> 00:07:51.500]   But I think about this obsessively.
[00:07:51.500 --> 00:07:57.500]   And I'll give you just some thoughts, but I do need you to understand the tone in which I'm going to answer the question.
[00:07:57.500 --> 00:08:11.500]   I am not an experienced parent, and so you can't take my answer as coming from somebody who has 25 years of experience, and I can't point to all these children that I've raised and say, "Look at how well things have turned out."
[00:08:11.500 --> 00:08:21.500]   So I have some ideas, but please take this thought – or excuse me, take my answer in the spirit of a friend to a friend just trying to think some things through.
[00:08:21.500 --> 00:08:35.500]   And I do look for older, experienced parents who've been able to successfully do that, and I try to bring them in to discuss this because I think it's a tremendously important topic.
[00:08:35.500 --> 00:08:45.500]   All of us who are parents, which is a majority of us, one of our biggest expenses, areas of expense and investment is in our children.
[00:08:45.500 --> 00:08:57.500]   And so we want to make sure that we're investing wisely, but it's a little bit harder to actually figure out what are the criteria and what's the framework for investing in them wisely in a way that it's going to do an excellent job.
[00:08:57.500 --> 00:09:06.500]   And that very much comes down to a worldview question. It very much comes down to all different just approaches, depending on what people's goals are.
[00:09:06.500 --> 00:09:09.500]   So I'll just give you a few answers that I have in a very simple way.
[00:09:09.500 --> 00:09:18.500]   At some point, I think I'd like to create a standalone comprehensive show with the ideas that I have, but there'll be a big, bold disclaimer at the beginning of that show.
[00:09:18.500 --> 00:09:23.500]   These are my ideas. No plan, as the military people say, no plan survives contact with the enemy.
[00:09:23.500 --> 00:09:30.500]   And I think no plan or idea really when you actually start looking at it and watching the results, children are individual people.
[00:09:30.500 --> 00:09:45.500]   They're human beings, and we've got to be very – I think we have to be very careful not to take a one-size-fits-all approach but to individually look and consider is what we're doing working according to the goals.
[00:09:45.500 --> 00:09:53.500]   With regard to the difference between helping and enabling, in my mind, there's a balance to be struck here of what does it mean to help.
[00:09:53.500 --> 00:10:01.500]   All of us have been helped by others, period. None of us have gotten to where we are on our own effort alone.
[00:10:01.500 --> 00:10:09.500]   In the US-American culture, we have an ideal of the concept of pulling yourself up by your bootstraps.
[00:10:09.500 --> 00:10:16.500]   And I believe that's an incredibly useful ideal. It's an incredibly useful vision to have.
[00:10:16.500 --> 00:10:21.500]   But I think we also need to recognize the fact that somebody probably helped us get the boots in the first place.
[00:10:21.500 --> 00:10:26.500]   And although we may be pulling them up, somebody else was there and helped us.
[00:10:26.500 --> 00:10:33.500]   And in my mind, the proper balance between these two things leads to the most ideal outcome.
[00:10:33.500 --> 00:10:40.500]   With regard to our children, I think that it is our responsibility to help them.
[00:10:40.500 --> 00:10:46.500]   And we do that in different ways depending on their age.
[00:10:46.500 --> 00:10:55.500]   In my mind, the number one way that we can help our kids and not enable them is to carefully train them in a proactive way.
[00:10:55.500 --> 00:11:01.500]   And that is hard. At least I find it to be hard. Maybe you don't, but I find it to be hard.
[00:11:01.500 --> 00:11:07.500]   But what I mean is children naturally have a desire to do things on their own and have a desire to be independent.
[00:11:07.500 --> 00:11:14.500]   Watch the average three-year-old. I'm sure your kid is saying, "Leave it alone, Daddy. I can do it. I can do it."
[00:11:14.500 --> 00:11:17.500]   Well, what do we usually often do in that case?
[00:11:17.500 --> 00:11:26.500]   My own natural inclination is to quickly give in to impatience and frustration and, "Yeah, you can do it, but you can't do it fast enough. So here, I'm just going to do it for you."
[00:11:26.500 --> 00:11:31.500]   Well, what happens when you do that over time?
[00:11:31.500 --> 00:11:44.500]   What happens when we always do it for them because we've got to get out the door or we always do it for them because you're going to get dirt on your dress or we always do it for them because you're going to mess up your hair?
[00:11:44.500 --> 00:11:48.500]   Well, over time, we start to squelch that desire.
[00:11:48.500 --> 00:11:54.500]   So the key, I think, is to train proactively.
[00:11:54.500 --> 00:12:00.500]   In my mind, this starts with thinking through what are your goals for your kids?
[00:12:00.500 --> 00:12:03.500]   What does an ideal outcome look like?
[00:12:03.500 --> 00:12:20.500]   I would challenge you as a parent, and I would challenge any parent who's listening, to create a written vision for what your ideal outcome is for your children because you have a vision, and that vision will vary depending on what you're trying to accomplish.
[00:12:20.500 --> 00:12:29.500]   But many of us have a vision that we haven't tested, that we haven't actually thought through and said, "Yes, this is what we want."
[00:12:29.500 --> 00:12:40.500]   For example, it seems—I'll pick on the men—it seems that oftentimes as men, many of us have doomed hopes of athletic superiority from when we were kids.
[00:12:40.500 --> 00:12:47.500]   And we wanted to have a certain level of accomplishment and achievement, but for whatever reason, we didn't actually hit it.
[00:12:47.500 --> 00:13:01.500]   My evidence for this, if you just look on the sideline of many youth sports games and just watch it how some parents react versus others, some parents take their kids' athletic success personally.
[00:13:01.500 --> 00:13:05.500]   They have a vision of their child being great, and they press their child towards that direction.
[00:13:05.500 --> 00:13:09.500]   Other parents take a different approach, and they have a different vision.
[00:13:09.500 --> 00:13:17.500]   For example, perhaps the character of simply playing and doing your best, all of these ideals will influence our actual actions and behaviors.
[00:13:17.500 --> 00:13:24.500]   Some people have a vision for their children to be academically superior, and so they press them in the direction of academics.
[00:13:24.500 --> 00:13:33.500]   Others have a vision for their children to be socially superior, and so they pressure them and move them in the direction of social superiority.
[00:13:33.500 --> 00:13:39.500]   Here's what you need to do to be the most popular child in school. Here's how we're going to invest in this.
[00:13:39.500 --> 00:13:45.500]   And whatever it is that we think is important, that's what we generally will press on to our kids.
[00:13:45.500 --> 00:13:54.500]   Now, just like in life, few of us have sat down and thought about what our vision is for what our life is going to look like.
[00:13:54.500 --> 00:14:03.500]   But when we do, we have the chance to sit down and actually question, "Okay, is what I'm doing in line with this vision?"
[00:14:03.500 --> 00:14:15.500]   Well, same thing with kids. So in my mind, one of the keys is to sit down and write down, "What am I trying to accomplish for my children?
[00:14:15.500 --> 00:14:23.500]   What are the goals that I have for them?" And again, your goals might be very different than mine.
[00:14:23.500 --> 00:14:36.500]   But once you know what your goals are for them, what you want them to look like – and what I mean by look like, meaning what aspects of their character do you wish to be strengthened, what things do you think are important.
[00:14:36.500 --> 00:14:41.500]   This is incredibly subjective, and it's very much based upon our worldview.
[00:14:41.500 --> 00:14:49.500]   But once you have those goals, then you build a plan, and you try to think about, "What can I do that's going to result in accomplishing these goals?"
[00:14:49.500 --> 00:14:56.500]   And then obviously, you'll want to adjust probably the goals as time goes on, and maybe your goals might have changed, and then adjust the plan as time goes on.
[00:14:56.500 --> 00:14:58.500]   It's no different than any other aspect of life.
[00:14:58.500 --> 00:15:13.500]   In my mind, some of the things that we can do though that would help to build their ability to stand on their own and build responsibility is to focus on character education over and above even.
[00:15:13.500 --> 00:15:25.500]   I was going to say combined with because other types of education are important, but in my mind, for me, based upon my worldview, it's character education over and above most other types of education.
[00:15:25.500 --> 00:15:30.500]   I believe this is one of the biggest ways that I can help my children.
[00:15:30.500 --> 00:15:51.500]   Now, for me, this is a Christian worldview thing because I need to help my child have a character and a capacity so that in the future when they enter into a relationship with God, that they're able to be molded and shaped and more easily led by him rather than having to undo all kinds of problems.
[00:15:51.500 --> 00:15:53.500]   So that's a worldview question.
[00:15:53.500 --> 00:15:56.500]   But for other people, it's just simply also a worldview question.
[00:15:56.500 --> 00:16:02.500]   It could be applied – they might have exactly the same goal that I have just for different reasons.
[00:16:02.500 --> 00:16:14.500]   So if you have a character quality of perseverance, then the chances of success in your field of study or the chances of success in your field of work are much higher.
[00:16:14.500 --> 00:16:19.500]   And so we can perceive these things from various worldviews in this specific application.
[00:16:19.500 --> 00:16:23.500]   But in my mind, character education is key.
[00:16:23.500 --> 00:16:42.500]   If a person has character and there are different qualities to that, but let's – again, let's just keep it simple and let's say – let's restrict character to some simple character qualities like perseverance, self-discipline, being a self-starter, things like that.
[00:16:42.500 --> 00:16:51.500]   Then they'll be able to go and apply those skills to whatever their chosen field of study.
[00:16:51.500 --> 00:17:01.500]   Now, if we were to compare and contrast character education to, as a simple example, intellectual education, knowledge, they're both important.
[00:17:01.500 --> 00:17:13.500]   But in my mind, the person with a strong character can easily acquire the knowledge and academic education that they need.
[00:17:13.500 --> 00:17:29.500]   But the person with a little bit of academic education who doesn't have strong character probably isn't going to live up to their capacity to be able to fully engage with the educational opportunities that are in front of them.
[00:17:29.500 --> 00:17:37.500]   As parents, this is something that we're uniquely qualified and uniquely equipped to be able to do.
[00:17:37.500 --> 00:17:43.500]   Perhaps there are some people who might come into our children's lives at certain points in time.
[00:17:43.500 --> 00:17:56.500]   There may be a teacher who takes a very great interest in them and is able to help them, inspire them to develop their character, perhaps a sports coach or maybe a drill instructor in the army or there are people that have come along.
[00:17:56.500 --> 00:18:10.500]   But that type of thing is very hit or miss, whereas we as parents, we can focus and we can outline what are the character qualities that our children need and how can we help them to achieve them.
[00:18:10.500 --> 00:18:15.500]   Man, is that a big task and it's a long task.
[00:18:15.500 --> 00:18:27.500]   Another area that I think we can help them with specifically is to help them focus on developing the ability and the desire to learn over giving specific knowledge.
[00:18:27.500 --> 00:18:34.500]   Think about if you were looking at your 22-year-old son or daughter and they're coming to you and they're trying to accomplish something.
[00:18:34.500 --> 00:18:44.500]   And you are trying to figure out, am I truly helping them do something or am I enabling something that I don't think is a good plan?
[00:18:44.500 --> 00:18:56.500]   One of the clues I would look for at that age would be, are they invested in the process and they just need a little bit of help, a little bit of guidance or are they just looking for the answer?
[00:18:56.500 --> 00:19:04.500]   When I was a kid I was super lazy with certain things, especially with looking up words that I didn't understand.
[00:19:04.500 --> 00:19:11.500]   I was always so frustrated at my mother and my grandmother who I would primarily go to ask them about a word because they wouldn't tell me what the word meant.
[00:19:11.500 --> 00:19:14.500]   They would always say, "Go and look it up in the dictionary."
[00:19:14.500 --> 00:19:17.500]   I didn't like looking up words in the dictionary. I hated it.
[00:19:17.500 --> 00:19:23.500]   It just was so annoying to go through and flip through all the pages in the dictionary to find the word.
[00:19:23.500 --> 00:19:34.500]   But looking back on it, I'm glad they did it because then it forced in me a character quality of knowing that I need to go and find the answer.
[00:19:34.500 --> 00:19:37.500]   And if I needed help looking in the dictionary, they were willing to help.
[00:19:37.500 --> 00:19:41.500]   But they weren't just going to tell me what the word meant.
[00:19:41.500 --> 00:19:48.500]   They were going to help me with developing the ability to learn rather than just giving to me the specific knowledge.
[00:19:48.500 --> 00:19:51.500]   So think about your 22-year-old son or daughter who's starting a business.
[00:19:51.500 --> 00:19:56.500]   At that point in time, you would be helping them start their business.
[00:19:56.500 --> 00:20:04.500]   And if they needed a place to stay for free so they could bootstrap that business, if they're working on the business, in my mind, that would be a very appropriate way to help them.
[00:20:04.500 --> 00:20:10.500]   Or if they needed a knowledge or connections, you would help them make connections.
[00:20:10.500 --> 00:20:12.500]   You would help them meet the people.
[00:20:12.500 --> 00:20:18.500]   But you're helping them do the work at that stage and you're not trying to do the work yourself.
[00:20:18.500 --> 00:20:23.500]   You're not just trying to give the money. You're trying to help them earn the money.
[00:20:23.500 --> 00:20:38.500]   Another area that I think we can do a good job with in the early years of parenting is to always focus on modeling the behaviors that we think are ideal and training our children in those behaviors.
[00:20:38.500 --> 00:20:40.500]   Our kids copy us.
[00:20:40.500 --> 00:20:44.500]   In the beginning especially, they want to be exactly like us.
[00:20:44.500 --> 00:20:48.500]   So my son is going to want to be exactly like me in the early years.
[00:20:48.500 --> 00:20:50.500]   So he's going to imitate me.
[00:20:50.500 --> 00:20:53.500]   I always love seeing the pictures oftentimes.
[00:20:53.500 --> 00:21:02.500]   I just had a friend of mine post on Instagram some pictures of her son and daughter with their toy lawnmowers following their dad around the yard mowing.
[00:21:02.500 --> 00:21:09.500]   It's just such a perfect picture of how kids love to be exactly like their parents when they're little.
[00:21:09.500 --> 00:21:18.500]   The question I ask myself constantly is am I modeling the behavior that I wish for them to acquire?
[00:21:18.500 --> 00:21:24.500]   I need to be very careful how I live because most training is caught and not taught.
[00:21:24.500 --> 00:21:38.500]   In my mind though, the key to this question with a specific focus on financial approaches is the development of a sense of responsibility.
[00:21:38.500 --> 00:21:52.500]   In my mind, one of our primary focuses should be on early training and the addition of steady, progressive increase of responsibility in our children's lives.
[00:21:52.500 --> 00:22:00.500]   I'm going to overgeneralize a little bit, but just to make the point, if you look at how many households around us run, how do many households run?
[00:22:00.500 --> 00:22:06.500]   Usually what happens is kids are not involved in the lives of the household.
[00:22:06.500 --> 00:22:09.500]   They're not generally involved in many of the situations.
[00:22:09.500 --> 00:22:12.500]   They're not involved in many of the household decisions.
[00:22:12.500 --> 00:22:15.500]   They kind of run oftentimes separate lives.
[00:22:15.500 --> 00:22:18.500]   Now, many times perhaps this might be a good thing.
[00:22:18.500 --> 00:22:28.500]   Maybe the parents' finances are a mess, but even if the parents' finances aren't a mess, how many kids are actually involved in understanding how much money comes in and how much money goes out?
[00:22:28.500 --> 00:22:41.500]   In many households, it seems to me from my observation that the way the parents train their kids is simply by buying everything for the kids and then giving money up to a point.
[00:22:41.500 --> 00:22:45.500]   Then all of a sudden at some point, there might be a cutoff.
[00:22:45.500 --> 00:22:59.500]   With no progressive advancement from helplessness and total dependence, which is the state of a baby, to autonomy and independence, which should be the state of an adult.
[00:22:59.500 --> 00:23:08.500]   We often don't think about this, but if we start proactively training our children, then I think we'll get better results.
[00:23:08.500 --> 00:23:12.500]   So how do we train children?
[00:23:12.500 --> 00:23:21.500]   Well, a big one, this is a bit of a passion of mine, and again, I obviously can't point to it and say, "Well, look how well it's been affected."
[00:23:21.500 --> 00:23:28.500]   But one of the areas that I aspire to is to be careful and consistent with actually training.
[00:23:28.500 --> 00:23:33.500]   By training, I don't just mean telling a child what to do and then getting mad at them for not doing it.
[00:23:33.500 --> 00:23:34.500]   That's not training.
[00:23:34.500 --> 00:23:36.500]   That's child abuse.
[00:23:36.500 --> 00:23:38.500]   It's probably a little bit strong.
[00:23:38.500 --> 00:23:41.500]   I mean it strong just for effect, but I think it's really a mistake.
[00:23:41.500 --> 00:23:49.500]   In the same way that you wouldn't take an employee and just tell them what to do in something that they're unfamiliar with and then get mad at them for not doing it, we shouldn't do that with children.
[00:23:49.500 --> 00:23:55.500]   We shouldn't just bark commands at them, telling them what to do, and then get mad at them when they don't do it according to our standards.
[00:23:55.500 --> 00:23:56.500]   We have to train them.
[00:23:56.500 --> 00:24:02.500]   It's unjust to hold somebody accountable for a standard unless they've been trained to that standard.
[00:24:02.500 --> 00:24:04.500]   So in my mind, this is a process.
[00:24:04.500 --> 00:24:05.500]   This is an approach.
[00:24:05.500 --> 00:24:08.500]   So let's say that there's something that we want our children to do.
[00:24:08.500 --> 00:24:14.500]   Well, there are some stages to this, and this has to be done in an age-appropriate manner, but there's some stages to it.
[00:24:14.500 --> 00:24:21.500]   Number one, we start by explaining to them the process and showing them exactly what we want them to do.
[00:24:21.500 --> 00:24:24.500]   That requires our involvement.
[00:24:24.500 --> 00:24:27.500]   We explain to them the standard of performance.
[00:24:27.500 --> 00:24:29.500]   What does done mean?
[00:24:29.500 --> 00:24:34.500]   We explain that to them verbally and explain it to them visually, showing them whatever the task is.
[00:24:34.500 --> 00:24:43.500]   Then we do it with them at least a time or two, again, as is age-appropriate, maybe many times, especially at the younger years.
[00:24:43.500 --> 00:24:45.500]   Maybe we do it with them many times.
[00:24:45.500 --> 00:24:58.500]   Then once we perceive that they're ready to bear the responsibility, then we send them to do the task, but we send them with the instruction to come when they're finished and come and get our approval on the final result.
[00:24:58.500 --> 00:25:10.500]   We've already made sure that they understand what done means, and so now they're going to come and get us when they're done and we're going to go and we're going to approve the result, part of the training process.
[00:25:10.500 --> 00:25:17.500]   And then and only then do we go ahead and transfer the responsibility for having the result on a continual basis.
[00:25:17.500 --> 00:25:20.500]   We hold them accountable for doing the task properly.
[00:25:20.500 --> 00:25:23.500]   And what's the problem with this?
[00:25:23.500 --> 00:25:25.500]   It's incredibly time-consuming.
[00:25:25.500 --> 00:25:27.500]   It's incredibly time-intensive.
[00:25:27.500 --> 00:25:33.500]   And it takes a lot of proactive, focused parenting and training.
[00:25:33.500 --> 00:25:36.500]   I'm convinced, though, that it brings results.
[00:25:36.500 --> 00:25:38.500]   Now, time will tell.
[00:25:38.500 --> 00:25:43.500]   At this stage with my son, we're in the stage of putting away blocks and books.
[00:25:43.500 --> 00:25:48.500]   And he's not yet capable of doing it on his own, so I wouldn't expect him to.
[00:25:48.500 --> 00:25:52.500]   But he's certainly capable of doing it, and he can do it with us.
[00:25:52.500 --> 00:25:59.500]   So my wife and I are working with him at this very young stage to try to work with him and explaining to him but primarily showing him what it means.
[00:25:59.500 --> 00:26:05.500]   So what I'm working to do is every day before dinner we go around, we pick up all the books and put them away.
[00:26:05.500 --> 00:26:12.500]   I do it with him, and there's lots of encouragement, lots of joy, and lots of affirmations and lots of attaboys for the tiniest little thing.
[00:26:12.500 --> 00:26:17.500]   And I pick up about three-fourths of the books and he picks up about a fourth of them.
[00:26:17.500 --> 00:26:20.500]   But it's that process of training.
[00:26:20.500 --> 00:26:22.500]   But, man, it takes time.
[00:26:22.500 --> 00:26:26.500]   It's a lot easier for me just to put him to bed and go ahead and put all the books away myself.
[00:26:26.500 --> 00:26:30.500]   Or the other day I was watching my wife work with him with putting away his blocks.
[00:26:30.500 --> 00:26:40.500]   It took him an hour to put away just a simple bag of blocks, but sitting with him, patiently working with him, keeping him focused on the task, keeping him focused on going and getting the next thing.
[00:26:40.500 --> 00:26:42.500]   But why is it worth it?
[00:26:42.500 --> 00:26:47.500]   Well, if I'm right, and time will tell, but if I'm right, it's worth it.
[00:26:47.500 --> 00:26:51.500]   Because it builds that character quality.
[00:26:51.500 --> 00:26:53.500]   It builds that determination.
[00:26:53.500 --> 00:27:14.500]   And as we transfer steadily, as he's able to handle the responsibility, as we steadily transfer more and more responsibility over to him, there'll be a time when he's ready to put the blocks away on his own, he understands what the verbal command means, and he's able to complete it without hand-holding, that we just say, "Go do it and let us know when he's done."
[00:27:14.500 --> 00:27:18.500]   And there'll be a time when he's just responsible for keeping the blocks picked up.
[00:27:18.500 --> 00:27:31.500]   But the vision that I have is – this is going to be a little bit silly, but the vision I have is the application of that in real life is something as simple as picking up the paper towels in the bathroom.
[00:27:31.500 --> 00:27:43.500]   I don't know about you all, but many times when you go to a public restroom, at least the men's restroom, maybe women are cleaner, I don't know, but at least the men's restroom, there's always just paper towels slung all over the place.
[00:27:43.500 --> 00:27:50.500]   And usually this is because people don't want to touch the door as they're going out of it, so they take a paper towel and they just drop it by the door.
[00:27:50.500 --> 00:27:52.500]   And I can't stand it.
[00:27:52.500 --> 00:28:03.500]   Now, it's not my job to keep all the bathrooms in the world picked up, but it's one of those simple little things that you can do is just pick up the paper towels.
[00:28:03.500 --> 00:28:07.500]   And it makes a world of difference, and especially if it's your own building.
[00:28:07.500 --> 00:28:22.500]   So for a long time, I always would get so frustrated that in our office, in a fancy class A office space, very fancy quarters for financial planning offices, that there would be all these paper towels on the ground in our bathrooms, in the public bathrooms.
[00:28:22.500 --> 00:28:25.500]   It's like, what are we, running a barn?
[00:28:25.500 --> 00:28:27.500]   I sound like my dad.
[00:28:27.500 --> 00:28:33.500]   But it's like just pick up the paper towels, and it's a simple thing that any one of us can do.
[00:28:33.500 --> 00:28:38.500]   And so I always try to – I hate trying to promote something.
[00:28:38.500 --> 00:28:40.500]   It sounds like I'm trying to bring attention to the good things I do.
[00:28:40.500 --> 00:28:41.500]   I'm not.
[00:28:41.500 --> 00:28:42.500]   But I always just try to pick them up.
[00:28:42.500 --> 00:28:52.500]   But one day I was picking up all the towels and picking up one underneath the bathroom vanity, and my boss walked in and he caught me doing it.
[00:28:52.500 --> 00:28:54.500]   And he just said, "Thank you.
[00:28:54.500 --> 00:28:58.500]   I thought I was the only one that picked up the paper towels."
[00:28:58.500 --> 00:29:03.500]   And we started talking about it, and he said, "Here he is, the managing director.
[00:29:03.500 --> 00:29:06.500]   He's a multimillionaire, very successful, long-term.
[00:29:06.500 --> 00:29:07.500]   Everybody loves him.
[00:29:07.500 --> 00:29:11.500]   And what is it that he always tried to do?
[00:29:11.500 --> 00:29:14.500]   Pick up the paper towels in the bathroom."
