
[00:00:00.040 --> 00:00:09.480]   ち
[00:09:02.720 --> 00:09:04.220]   The idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.220]   of the idea of geo-optionalism,
[00:09:04.220 --> 00:09:04.260]   of the idea of geo-optionalism,
[00:09:04.260 --> 00:09:04.300]   of the idea of geo-optionalism,
[00:09:04.340 --> 00:09:33.420]  , of the idea of geo-optionalism,
[00:09:33.420 --> 00:09:33.460]   of the idea of geo-optionalism,
[00:09:33.460 --> 00:09:33.500]   of the idea of geo-optionalism,
[00:09:33.500 --> 00:09:33.540]   of the idea of geo-optionalism,
[00:09:33.540 --> 00:09:33.580]   of the idea of geo-optionalism,
[00:09:33.580 --> 00:09:33.620]   of the idea of geo-optionalism,
[00:09:33.620 --> 00:09:33.660]   of the idea of geo-optionalism,
[00:09:33.660 --> 00:09:33.700]   of the idea of geo-optionalism,
[00:09:33.700 --> 00:09:33.740]   of the idea of geo-optionalism,
[00:09:33.740 --> 00:09:33.780]   of the idea of geo-optionalism,
[00:09:33.780 --> 00:09:33.820]   of the idea of geo-optionalism,
[00:09:33.820 --> 00:09:33.860]   of the idea of geo-optionalism,
[00:09:33.860 --> 00:09:33.940]   of the idea of geo-optionalism,
[00:09:33.940 --> 00:09:33.940]   of the idea of geo-optionalism,
[00:09:33.940 --> 00:09:33.980]   of the idea of geo-optionalism,
[00:09:33.980 --> 00:09:34.020]   and the idea of geo-optionalism,
[00:09:34.020 --> 00:09:34.100]   of the idea of geo-optionalism,
[00:09:34.140 --> 00:09:44.440]   got
[00:09:44.440 --> 00:09:45.940]   of be con
[00:10:02.000 --> 00:10:29.820]   fregge. That's a great question. I mean, I think it's a great way to show that, you know, we have a lot of people that are not willing to live in a particular government by building your life in such a way that you can move outside of the taxing authorities, etc. There are significant benefits to being able to do work that's not geographically restricted. And some of, I guess, frankly, the last reason is just that it's always been a better perceived lifestyle. I've always wanted my Monday mornings not to be painful. And I remember so many times, the idea when I was younger, we would,
[00:10:29.820 --> 00:10:31.820]   I guess I remember in college, I went to a
[00:10:31.860 --> 00:10:43.800]   '
[00:10:43.800 --> 00:10:59.720]   e and,,,, DAC C . . . je
[00:11:28.660 --> 00:11:28.660]   SILENT CLEARING
[00:11:28.660 --> 00:11:28.660]   SILENT CLEARING
[00:11:28.660 --> 00:11:28.660]   SILENT CLEARING
[00:11:57.080 --> 00:11:57.080]   SILENT CLEARING
[00:11:57.080 --> 00:11:57.080]   SILENT CLEARING
[00:11:57.080 --> 00:11:57.220]   SILENT CLEARING
[00:11:57.220 --> 00:11:57.280]   SILENT CLEARING
[00:11:57.280 --> 00:11:57.500]   SILENT CLEARING
[00:11:57.500 --> 00:11:57.580]   SILENT CLEARING
[00:11:57.580 --> 00:11:57.800]   SILENT CLEARING
[00:12:48.320 --> 00:12:48.440]   SILENT CLEARING
[00:12:48.440 --> 00:12:48.500]   SILENT CLEARING
[00:12:48.500 --> 00:12:48.560]   SILENT CLEARING
[00:12:48.560 --> 00:12:48.620]   SILENT CLEARING
[00:12:48.620 --> 00:12:48.720]   SILENT CLEARING
[00:12:48.720 --> 00:12:48.760]   SILENT CLEARING
[00:12:48.760 --> 00:12:48.880]   SILENT CLEARING
[00:12:48.880 --> 00:12:48.920]   SILENT CLEARING
[00:12:48.920 --> 00:12:48.980]   SILENT CLEARING
[00:12:48.980 --> 00:12:49.040]   SILENT CLEARING
[00:12:49.040 --> 00:12:49.080]   SILENT CLEARING
[00:12:49.080 --> 00:12:49.120]   SILENT CLEARING
[00:12:49.120 --> 00:12:49.220]   SILENT CLEARING
[00:12:49.220 --> 00:12:49.520]   SILENT CLEARING
[00:12:49.520 --> 00:12:49.580]   SILENT CLEARING
[00:12:49.580 --> 00:12:49.640]   SILENT CLEARING
[00:12:49.640 --> 00:12:49.680]   SILENT CLEARING
[00:12:49.680 --> 00:12:49.720]   SILENT CLEARING
[00:12:49.720 --> 00:12:49.780]   SILENT CLEARING
[00:12:49.780 --> 00:12:49.860]   SILENT CLEARING THE
[00:12:49.860 --> 00:12:49.920]   SILENT CLEARING THE
[00:12:49.920 --> 00:12:49.980]   SILENT CLEARING THE WORLD
[00:12:49.980 --> 00:12:50.020]   SILENT CLEARING THE WORLD
[00:12:50.060 --> 00:13:13.340]  , SILENT CLEARING THE WORLD, AND
[00:13:13.340 --> 00:13:13.380]   SILENT CLEARING THE WORLD, AND I'M SILENT CLEARING.
[00:13:13.380 --> 00:13:13.400]   SILENT CLEARING THE WORLD, AND I'M SILENT CLEARING.
[00:13:13.400 --> 00:13:13.460]   I'M SILENT CLEARING THE WORLD, AND I'M SILENT CLEARING.
[00:13:13.460 --> 00:13:13.520]   I'M SILENT CLEARING THE WORLD, AND I'M SILENT CLEARING. I'M SILENT CLEARING.
[00:13:13.560 --> 00:13:23.540]   L
[00:13:23.540 --> 00:13:24.980]   buy. I as,,,,, 100 Marian
[00:13:24.980 --> 00:13:33.740]   Señ recover the think and the point the case the work the視 the weigh the complex earns
[00:13:33.740 --> 00:13:40.780]  해�
[00:14:35.940 --> 00:14:54.780]   the
[00:15:05.540 --> 00:15:33.800]   hard
[00:17:32.500 --> 00:17:33.120]   "What do I do now that Josh was home?" Because of course when I'm in the home, the family dynamic is different than when I'm not in the home. And so when I'm in the home and coming and going from the kitchen to get a cup of coffee or a glass of water or a snack, then I'm there but I'm not emotionally available in the same way that I am at other times. And that took time, that took work, and that was a significant challenge to be able to do.
[00:18:33.160 --> 00:18:33.160]   "What do I do now that Josh was home?" Because I'm there but I'm not emotionally available in the same way that I am at other times. And that was a significant challenge to be able to do.
[00:18:33.160 --> 00:18:33.160]   The microphone here at Radical Personal Finance has been silent over the last few weeks and there have been a number of reasons for that. But one of the major reasons is just simply that I couldn't figure out how and where to get work done. I didn't have an office space, I didn't have anything set up. I have solved that problem I think. Today is my first day in my new mobile office space and I think it'll work out well. And thus far today's experience has been proving that I was right. But I'm not emotionally available in the same way that I am at other times. And that's why I'm here.
[00:18:33.200 --> 00:19:03.180]   gather
[00:21:33.380 --> 00:21:33.400]   didnt work. I'm in the middle of thinking about things that are so far away from my personal life. Or I'm concerned about something or I'm stressed about a major decision. And then I come home and it's hard for me to put a smile on my face and say, "Hi honey, I'm home." My wife and I have this little tradition that it's silly, but I do the way of transitioning to let her know that I'm here and available is I come out the door and I say, "Hi honey, I'm home."
[00:22:33.480 --> 00:23:03.520]  ,
[00:23:03.520 --> 00:23:03.520]  ,
[00:23:03.560 --> 00:23:31.200]   lock
[00:25:52.040 --> 00:26:01.980]   le
[00:26:01.980 --> 00:26:02.100]   era became
[00:26:02.100 --> 00:26:05.820]  聽 . I An I, I, de,,,,,,,, pin
[00:27:13.420 --> 00:27:13.420]   The world of self-employment. And as a business owner, it's very easy to look back over at the world of employment and say, "Man, I wish I just were an employee. I wish I just had some vacation days or somebody to call in sick to or stated tasks where I didn't have to figure out what to do and also do it. I just went in and did what my business owner said I had to do."
[00:27:13.420 --> 00:27:13.420]   The world of self-employment. And as a business owner, it's very easy to look back over at the world of employment and say, "Man, I wish I just were an employee. I wish I just had some vacation days or somebody to call in sick to or stated tasks where I didn't have to figure out what to do and also do it. I just went in and did what my business owner said I had to do."
[00:27:13.460 --> 00:27:21.000]   DO
[00:27:21.000 --> 00:27:23.700]   ' didnt
[00:27:23.700 --> 00:27:24.460]   depend 50, and,,,,,,, new
[00:27:24.460 --> 00:27:42.520]   czyli Fan I got the QI got the sells the tweeted the zone. I get the problem the in the I's the are the is the is the is the is the mean the is the is the is the is the is the is the Slide It's the Aquí silence
[00:27:42.520 --> 00:27:43.440]   That's. I'm the continue피 Fais Beat é
[00:27:43.480 --> 00:27:46.840]   Art
[00:27:46.840 --> 00:27:53.100]  邊
[00:27:53.100 --> 00:27:53.200]  Come
[00:27:53.200 --> 00:27:58.580]  unes, ,,,,,,, in end and probl 튀
[00:29:40.440 --> 00:29:50.740]   7
[00:29:50.740 --> 00:29:59.820]   ' it. Right,,,, all say say decide coony gun 지�
[00:30:10.460 --> 00:30:21.740]   use
[00:30:21.740 --> 00:30:22.060]   en be in mean
[00:30:22.060 --> 00:30:23.180]  不錯 knew, and,,,,,,, je
[00:30:23.180 --> 00:30:38.640]  ел
[00:31:08.200 --> 00:31:10.680]   headlights
[00:31:10.680 --> 00:31:22.280]   play, demand,
[00:33:58.540 --> 00:34:25.380]   over
[00:34:57.460 --> 00:34:57.460]   and
[00:34:57.460 --> 00:34:57.460]   and
[00:35:26.940 --> 00:35:27.480]   and and
[00:35:27.480 --> 00:35:27.480]   and and
[00:35:56.960 --> 00:35:57.500]   and and
[00:35:57.540 --> 00:36:27.360]   work? No. I don't think so. I think it's really important that the family has that kind of a place to be. I think that's the best type of work from home environment to have. It's really nice to have a separate facility for working. That solves some of those family problems. That solves some of the ability to get meaningful work done with young children around.
[00:36:57.540 --> 00:36:57.540]   ------
[00:36:57.540 --> 00:36:57.540]   ------
[00:36:57.580 --> 00:37:08.400]   kind
[00:37:55.460 --> 00:38:21.060]   ground
[00:38:21.060 --> 00:38:25.440]   Vel G I get the. I, I,,,,,,,,
[00:38:25.480 --> 00:38:34.460]   estaba loosen
[00:38:34.460 --> 00:38:35.480]   cord,,,,
[00:38:35.480 --> 00:38:53.780]  BER N przez like en and and and to do the position faults이었 «G" shadow of the product's of the re and I think the e ever e Fre Folge méd 18皮 ranid деся deadlines
[00:39:24.840 --> 00:39:24.840]   SILVIA CARDINI: ...and he had this big, beautiful motorhome, probably 40 something foot Class A motorhome, practically brand new, about two years old. He'd already put 50 something thousand miles on it, even though it was two years old. And he bought it brand new. And as I inquired of his situation, he works for a large company doing remote customer service work. And so his job requires him to be on the phone and on the computer with customers during the entire normal period.
[00:39:24.840 --> 00:39:24.840]   SILVIA CARDINI: ...and he had this big, beautiful motorhome, probably 40 something foot Class A motorhome, practically brand new, about two years old. And so his job requires him to be on the phone and on the computer with customers during the entire normal period. And so his job requires him to be on the phone and on the computer with customers during the entire normal period.
[00:39:54.540 --> 00:39:54.540]   SILVIA CARDINI: ...and he had this big, beautiful motorhome, probably 40 something thousand miles on it, maybe 30 something thousand miles on it, maybe 30 something thousand miles on it, maybe 30 something thousand miles on it, maybe 30 something thousand miles on it, maybe 30 something thousand miles on it, maybe 30 something thousand miles on it, maybe 30 something thousand miles on it, maybe 30 something thousand miles on it, maybe 30 something thousand miles on it, maybe 30 something miles on it, maybe 30 something miles on it, maybe 30 something miles on it, maybe 30 something miles on it, maybe 30 something miles on it, maybe 30 something on it, maybe 30 something on it, but he works his normal work week.
[00:39:54.580 --> 00:40:24.560]  , and he loves to go and explore small towns.
[00:40:24.560 --> 00:40:24.560]   And so his reason for doing it is every night, instead of going to the same pizza place around the corner, every night he explores a new restaurant in a new small town. He goes to all the small town museums, and he travels and seems to spend about a week in each place, and he really likes that particular lifestyle.
[00:40:24.560 --> 00:40:24.560]   And with their circumstance being middle-aged, a middle-aged couple, that Class A motorhome was just a palace.
[00:40:24.560 --> 00:40:24.560]   And he really likes that particular lifestyle.
[00:40:24.560 --> 00:40:24.560]   And with their circumstance being middle-aged, a middle-aged couple, that Class A motorhome was just a palace.
[00:40:24.580 --> 00:40:33.200]   I chuckled at the fact that he doesn't even bother to put out one or two of his slides because he doesn't need the space and just feels too big inside.
[00:40:33.200 --> 00:40:36.720]   That's how big and beautiful his motorhome was.
[00:40:36.720 --> 00:40:48.120]   So he was working in a traditional job that does allow that kind of disconnected location where he doesn't have to work in the central call center.
[00:40:48.120 --> 00:40:54.580]   And he was embracing it to enjoy his particular desired travel life.
[00:40:54.580 --> 00:40:54.580]   and he was embracing it to enjoy his particular desired travel life.
[00:40:54.580 --> 00:40:54.580]   and he was embracing it to enjoy his particular desired travel life.
[00:40:54.580 --> 00:40:54.580]   and he was embracing it to enjoy his particular desired travel life.
[00:40:54.580 --> 00:40:54.580]   and he was embracing it to enjoy his particular desired travel life.
[00:40:54.580 --> 00:40:54.580]   and he was embracing it to enjoy his particular desired travel life.
[00:40:54.580 --> 00:40:54.580]   and he was embracing it to enjoy his particular desired travel life.
[00:40:54.580 --> 00:40:54.580]   and he was embracing it to enjoy his particular desired travel life.
[00:40:54.580 --> 00:40:54.580]   and he was embracing it to enjoy his particular desired travel life.
[00:40:54.580 --> 00:41:24.600]   and he was embracing it to enjoy his particular desired travel life.
[00:41:24.600 --> 00:41:24.600]   and he was embracing it to enjoy his particular desired travel life.
[00:41:24.600 --> 00:41:24.600]   and he was embracing it to enjoy his particular desired travel life.
[00:41:24.600 --> 00:41:24.600]   and he was embracing it to enjoy his particular desired travel life.
[00:41:24.600 --> 00:41:24.600]   and he was embracing it to enjoy his particular desired travel life.
[00:41:24.600 --> 00:41:24.600]   and he was embracing it to enjoy his particular desired travel life.
[00:41:24.600 --> 00:41:24.600]   and he was embracing it to enjoy his particular desired travel life.
[00:41:24.600 --> 00:41:24.600]   and he was embracing it to enjoy his particular desired travel life.
[00:41:24.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular desired travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular travel life.
[00:41:54.620 --> 00:41:54.620]   and he was embracing it to enjoy his particular travel life.
[00:41:54.640 --> 00:42:24.640]  ,
[00:42:24.640 --> 00:42:24.640]   and he was embracing it to enjoy his particular travel life.
[00:42:24.640 --> 00:42:24.640]   and he was embracing it to enjoy his particular travel life.
[00:42:24.640 --> 00:42:24.640]   and he was embracing it to enjoy his particular travel life.
[00:42:24.640 --> 00:42:24.640]   and he was embracing it to enjoy his particular travel life.
[00:42:24.640 --> 00:42:24.640]   and he was embracing it to enjoy his particular travel life.
[00:42:24.640 --> 00:42:24.640]   and he was embracing it to enjoy his particular travel life.
[00:42:24.640 --> 00:42:24.640]   and he was embracing it to enjoy his particular travel life.
[00:42:24.640 --> 00:42:24.640]   and he was embracing it to enjoy his particular travel life.
[00:42:24.640 --> 00:42:24.640]   and he was embracing it to enjoy his particular travel life.
[00:42:24.660 --> 00:42:54.660]   You worked in the place where you grew up
[00:42:54.660 --> 00:42:54.660]   You worked in the place where you grew up
[00:42:54.660 --> 00:42:54.660]   because you didn't know many of those options.
[00:42:54.660 --> 00:42:54.660]   If you did pursue something else,
[00:42:54.660 --> 00:42:54.660]   For example, if you decided you want to get on a ship and sail across the ocean or walk across the country and start a new life,
[00:42:54.660 --> 00:42:54.660]   that often came with the complete abandonment of everything with which you were familiar.
[00:42:54.660 --> 00:42:54.660]   But in today's world, very frequently people get to try new things, new places, new lifestyles,
[00:42:54.660 --> 00:42:54.660]   without entirely abandoning all of the old and comfortable and familiar things
[00:42:54.660 --> 00:42:54.660]   and without entirely abandoning all of the old and comfortable and familiar things
[00:42:54.660 --> 00:42:54.660]   and without entirely abandoning all of the old and comfortable and familiar things
[00:42:54.660 --> 00:42:54.660]   and without entirely abandoning all of the old and comfortable and familiar things
[00:42:54.660 --> 00:42:54.660]   and without entirely abandoning all of the old and comfortable and familiar things
[00:42:54.660 --> 00:42:54.660]   and without entirely abandoning all of the old and comfortable and familiar things
[00:42:54.660 --> 00:43:24.680]   in the middle class is really incredible.
[00:43:24.680 --> 00:43:24.680]   If you look at how many people are able to move across the country or move across the world and yet still travel home for the holidays, the fact that these options are available to a swollen middle class is really incredible. What once was the luxury of the elite wealthy is now a commonplace experience of the middle class. And we should be grateful for the fact that we have a great opportunity to be able to do this.
[00:43:24.680 --> 00:43:24.680]   And we should be grateful for the fact that we have a great opportunity to do this.
[00:43:24.680 --> 00:43:24.680]   And we should be grateful for the fact that we have a great opportunity to do this.
[00:43:24.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.700 --> 00:43:54.700]   You should be grateful for the many choices that we have in our world.
[00:43:54.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.720 --> 00:44:24.720]   You should be grateful for the many choices that we have in our world.
[00:44:24.740 --> 00:44:54.740]  , you should be grateful for the many choices that we have in our world.
[00:44:54.740 --> 00:44:54.740]   You should be grateful for the many choices that we have in our world.
[00:44:54.740 --> 00:44:54.740]   You should be grateful for the many choices that we have in our world.
[00:44:54.740 --> 00:44:54.740]   You should be grateful for the many choices that we have in our world.
[00:44:54.740 --> 00:44:54.740]   You should be grateful for the many choices that we have in our world.
[00:44:54.740 --> 00:44:54.740]   You should be grateful for the many choices that we have in our world.
[00:44:54.740 --> 00:44:54.740]   You should be grateful for the many choices that we have in our world.
[00:44:54.740 --> 00:44:54.740]   You should be grateful for the many choices that we have in our world.
[00:44:54.780 --> 00:45:24.760]  , you should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.760 --> 00:45:24.760]   You should be grateful for the many choices that we have in our world.
[00:45:24.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:45:54.780 --> 00:45:54.780]   I'm not sure if you're aware of this,
[00:46:24.800 --> 00:46:24.800]   I'm not sure if you're aware of this,
[00:46:24.800 --> 00:46:24.800]   I'm not sure if you're aware of this,
[00:46:24.800 --> 00:46:24.800]   I'm not sure if you're aware of this,
[00:46:24.800 --> 00:46:24.800]   I'm not sure if you're aware of this,
[00:46:24.800 --> 00:46:24.800]   I'm not sure if you're aware of this,
[00:46:24.800 --> 00:46:24.800]   I'm not sure if you're aware of this,
[00:46:24.800 --> 00:46:24.800]   I'm not sure if you're aware of this,
[00:46:24.800 --> 00:46:24.800]   I'm not sure if you're aware of this,
[00:46:24.800 --> 00:46:24.800]   I'm not sure if you're aware of this,
[00:46:54.820 --> 00:46:54.820]   I'm not sure if you're aware of this,
[00:46:54.820 --> 00:46:54.820]   I'm not sure if you're aware of this,
[00:46:54.820 --> 00:46:54.820]   I'm not sure if you're aware of this,
[00:46:54.820 --> 00:46:54.820]   I'm not sure if you're aware of this,
[00:46:54.820 --> 00:46:54.820]   I'm not sure if you're aware of this,
[00:46:54.820 --> 00:46:54.820]   I'm not sure if you're aware of this,
[00:46:54.820 --> 00:46:54.820]   I'm not sure if you're aware of this,
[00:46:54.820 --> 00:46:54.820]   I'm not sure if you're aware of this,
[00:46:54.840 --> 00:47:24.840]  ,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this,
[00:47:24.840 --> 00:47:24.840]   I'm not sure if you're aware of this, I'm not sure if you're aware of this,
[00:47:24.880 --> 00:47:35.940]  �

