
[00:00:00.000 --> 00:00:01.000]   All right.
[00:07:38.000 --> 00:07:46.000]   So there's no questions so far. Excellent. So that's the background in terms of wit and diet.
[00:07:46.000 --> 00:07:52.000]   So then what's different in going deeper with Image Transformers, which is the kite paper today?
[00:07:52.000 --> 00:08:03.000]   So the one thing they noticed, the one thing they're saying is that we're doing is we build and optimize deeper transformer networks for image classification.
[00:08:03.000 --> 00:08:17.000]   So what they mean by deeper, they typically train transformers for 24 or 36 layers, which is much deeper than what it used to be for wit and what it used to be for the diet paper.
[00:08:17.000 --> 00:08:27.000]   And the next thing they say, which is really, really key, is they obtained 86.5 percent top one accuracy on ImageNet, which is the state of the art at the time.
[00:08:27.000 --> 00:08:34.000]   And then what they say is we achieve 86.5 percent top one accuracy. And the main thing is with no external data.
[00:08:34.000 --> 00:08:41.000]   So that's really key because generally, wits have a tendency to require a lot of data.
[00:08:41.000 --> 00:08:52.000]   So that's what's different in this case. So that being said, what they're trying to say now is just in this part,
[00:08:52.000 --> 00:08:58.000]   what they're trying to say is they're trying to relate the vision transformer to a typical ResNet.
[00:08:58.000 --> 00:09:07.000]   So what we have, say in a ResNet, what you typically have is you have your input here.
[00:09:07.000 --> 00:09:13.000]   So let's say that's my input X. So that input goes all the way.
[00:09:13.000 --> 00:09:23.000]   And then that's your that's your shortcut or. And then you have your basically this is the residual branch.
[00:09:23.000 --> 00:09:29.000]   This is where all the convolution sits. And then you add the two together. So that that was ResNet.
[00:09:29.000 --> 00:09:37.000]   So in what they kind of say, just in this part of introduction, is that's what a ResNet looks like, where this shortcut branch is called G of L.
[00:09:37.000 --> 00:09:40.000]   And then this residual branch is called F of L.
[00:09:40.000 --> 00:09:48.000]   So the main difference is in how different networks have this R of L implemented or like this, the CNN part of the network.
[00:09:48.000 --> 00:09:55.000]   But then you have these repeated layers over and over again, which is what makes the ResNet work.
[00:09:55.000 --> 00:10:01.000]   But what they say is this, what they say is that, hey, coming here, basically,
[00:10:01.000 --> 00:10:10.000]   there was another paper that said that the ResNets are so easy to train and they are one of the best in the world because not because of that,
[00:10:10.000 --> 00:10:16.000]   they offer any better representational power. That is not because they learn anything more than the other networks.
[00:10:16.000 --> 00:10:26.000]   But that's because they're easier to train. So the authors of this paper, they took sort of inspiration from what went on with ResNets.
[00:10:26.000 --> 00:10:31.000]   And they said, OK, what if we make the vision transformer easier to train?
[00:10:31.000 --> 00:10:38.000]   As you can see, they basically in equation two, then they're just trying to compare the vision transformer with ResNet.
[00:10:38.000 --> 00:11:01.000]   So how do they do that? Let me show you. So see how what they have is you have your inputs,
[00:11:01.000 --> 00:11:08.000]   which is your embedding patches here that goes through a normalization layer, then it goes to self-attention and you add them two together.
[00:11:08.000 --> 00:11:13.000]   So this could be this branch on the right is the shortcut and this branch on the left,
[00:11:13.000 --> 00:11:19.000]   which is the norm and the multi head attention that could be compared to basically your residual branch.
[00:11:19.000 --> 00:11:24.000]   So this could be F of L and this could be R of L. And then similar thing happens again.
[00:11:24.000 --> 00:11:28.000]   You have your shortcut and then you have your residual branch in the center.
[00:11:28.000 --> 00:11:36.000]   So this all of this transformer encoder can be represented by two equations, which is this one.
[00:11:36.000 --> 00:11:40.000]   So you have your input. The first thing you do is you normalize your input,
[00:11:40.000 --> 00:11:43.000]   then you pass it through self-attention layer and then you add the two together.
[00:11:43.000 --> 00:11:47.000]   So if you have a look here, you have your input. So let's call it X.
[00:11:47.000 --> 00:11:53.000]   Then you then you normalize it. So you have your eta X or you normalize it basically.
[00:11:53.000 --> 00:12:02.000]   And then you add you add the multi head self-attention to your output becomes self-attention of your normalized input.
[00:12:02.000 --> 00:12:05.000]   So you apply that. And then finally, you add the two together.
[00:12:05.000 --> 00:12:11.000]   So your first thing then becomes X plus self-attention normalized input.
[00:12:11.000 --> 00:12:16.000]   So as you can see, then that becomes this first this becomes this first equation.
[00:12:16.000 --> 00:12:22.000]   And then if you follow the same thing for the next part, which is normalizing and adding things to a feed forward new network,
[00:12:22.000 --> 00:12:30.000]   then you get the second equation. So that's how they're trying to compare this to a typical resident or basically that architecture.
[00:12:30.000 --> 00:12:40.000]   And then the next thing that they say is. What the first thing we want to see, as you can see in Vision Transformer.
[00:12:40.000 --> 00:12:48.000]   The normalization is happening before you have your normalization first and then you have the self-attention.
[00:12:48.000 --> 00:12:52.000]   So you have your normalization first and then you have things going to the MLP.
[00:12:52.000 --> 00:12:57.000]   And what they're saying in this part of the paper is we want to do things differently.
[00:12:57.000 --> 00:13:02.000]   Like we revisit this topic for transformer architectures and what this topic refers to.
[00:13:02.000 --> 00:13:09.000]   This topic is the topic that's about normalization. So they say we look at different normalization techniques.
[00:13:09.000 --> 00:13:13.000]   We look at fix up, we look at T fix up, we look at B zero and skip in it.
[00:13:13.000 --> 00:13:19.000]   And what was different in these architectures? These are again their own separate papers.
[00:13:19.000 --> 00:13:23.000]   But what was different in these architectures? We'll have a look now.
[00:13:23.000 --> 00:13:31.000]   And then they say. So this is just introduction. I'm just trying to so far give you an introduction on how they went about releasing the kite architecture.
[00:13:31.000 --> 00:13:38.000]   So that's the first thing that we're going to look at. So that's the very first change that they make to the transformer architecture.
[00:13:38.000 --> 00:13:43.000]   Is this say we're going to normalize our inputs differently. That's the first thing.
[00:13:43.000 --> 00:13:49.000]   And then they call that approach of normalizing the inputs differently as layer scale.
[00:13:49.000 --> 00:13:57.000]   So that's the first thing. So they introduced two things. One is layer scale. And the second thing is class attention layer, which is here.
[00:13:57.000 --> 00:14:09.000]   So the second thing that they input is this class. So the two main contributions in terms of architectural changes are this layer scale and class attention layers.
[00:14:09.000 --> 00:14:14.000]   So what's the difference in class attention layer? So let's see.
[00:14:14.000 --> 00:14:24.000]   So what you have, you have this is my transformer encoder. This is one layer on the right is one layer of the transformer encoder.
[00:14:24.000 --> 00:14:30.000]   And this transformer encoder has multiple of these layers, maybe like 6, 12, 24, so on.
[00:14:30.000 --> 00:14:39.000]   That's what these these layers are repeated six times, 12 times and so on to give you the transformer encoder or basically the transformer architecture.
[00:14:39.000 --> 00:14:51.000]   And what's happening is in in this paper, what they say is you have like your first you have your input, you convert them to patches, then everything becomes like a vector.
[00:14:51.000 --> 00:14:56.000]   So this patch becomes this vector, this patch becomes this vector, this patch becomes the third vector and so on.
[00:14:56.000 --> 00:15:01.000]   So you have a total of nine vectors and then you add the class token.
[00:15:01.000 --> 00:15:06.000]   So this is this idea, I think it comes from natural language processing from BERT.
[00:15:06.000 --> 00:15:17.000]   And you add the class token over here. And when you're trying to do the classification in the end is you take this class token.
[00:15:17.000 --> 00:15:24.000]   So you you kind of not looking at any of these vectors or what's happening on on the patches.
[00:15:24.000 --> 00:15:28.000]   That's something that's going on in the transformer encoder on the side.
[00:15:28.000 --> 00:15:36.000]   But what transformer encoder is then trying to do is it's trying to interact between each of these patches.
[00:15:36.000 --> 00:15:42.000]   So the transformer encoder is trying to find interaction between all of these patches.
[00:15:42.000 --> 00:15:48.000]   Right. And it's trying to first interact. I'm just going to call it.
[00:15:48.000 --> 00:16:01.000]   Sorry about that. One second. So I'm just going to call it INT, which is it's trying to find interactions because, you know, when you're trying to classify, say, this image, you need to know that, OK, this is the building here.
[00:16:01.000 --> 00:16:05.000]   There's a tree over here. There's like greenery over here. There's like a peak.
[00:16:05.000 --> 00:16:12.000]   So this this is what the transformer needs to know, like the various positions of these things are called as patches or tokens.
[00:16:12.000 --> 00:16:19.000]   So what it's trying to do is it's trying to look at, OK, it's just trying to find the information in the various parts of the image.
[00:16:19.000 --> 00:16:27.000]   And it's trying to interact or basically trying to have like a combination of the various positions in the image.
[00:16:27.000 --> 00:16:35.000]   And then what it's trying to do is it's trying to have a look at everything that's in the image and it's trying to summarize that information in this class token.
[00:16:35.000 --> 00:16:44.000]   So let me draw it with a different color. So it's trying to take everything that's in the image and it's trying to summarize that to the class token.
[00:16:44.000 --> 00:16:55.000]   So when you're trying to do the classification and you pass the class token to the MLP head, then the class token contains a summary of the information that's in the image.
[00:16:55.000 --> 00:17:05.000]   This is very important. And what the kite authors are saying is that if you have a class token right from the start,
[00:17:05.000 --> 00:17:10.000]   then the transformer is kind of doing two things at once.
[00:17:10.000 --> 00:17:16.000]   It's trying to first interact between all the various different parts of the image.
[00:17:16.000 --> 00:17:23.000]   And it's also trying to summarize what you've learned or what the transformer can see in the image in this class token.
[00:17:23.000 --> 00:17:40.000]   So that's the main thing that the kite papers authors are saying is you have a look at over here.
[00:17:40.000 --> 00:17:45.000]   OK, I think it's introduced in this detail in the next section. But that's the main idea.
[00:17:45.000 --> 00:17:49.000]   It's not I can't see if it's written over here in this part of the paper.
[00:17:49.000 --> 00:17:59.000]   But that's definitely referred to later as we go down. But that's the main thing that they say is the kite is the transformer is then trying to do two objectives at once.
[00:17:59.000 --> 00:18:03.000]   And what we want to do is we want to separate the objectives.
[00:18:03.000 --> 00:18:18.000]   So that's the main introduction to the paper in terms of what a layer scale does. A layer scale just is trying to change the way things are normalized and whether it's normalized before,
[00:18:18.000 --> 00:18:25.000]   whether the input is first normalized and then or it's normalized after. There's like different various ways of doing that.
[00:18:25.000 --> 00:18:38.000]   And then the second thing that they do is they add this class attention. So is there any questions so far?
[00:18:38.000 --> 00:18:45.000]   OK, doesn't look like. Excellent. So let's keep going forward.
[00:18:45.000 --> 00:18:59.000]   So that's that. So then you want to still be able to like we still haven't found a way of how we want to train these deeper image transformers using layer scale.
[00:18:59.000 --> 00:19:15.000]   So what the next thing that they say is, if you have a look at this figure one, let me copy paste this figure one. One second.
[00:19:15.000 --> 00:19:30.000]   Let me take that and put it somewhere here. Not there.
[00:19:30.000 --> 00:19:46.000]   So what they're trying to say is. If you compare this A to the vision transformer, I'm to have a look at the vision transformer to see how you have your inputs, then it's normalized, then self attention.
[00:19:46.000 --> 00:19:54.000]   But basically, the main thing is your normalization is happening before things are passed.
[00:19:54.000 --> 00:20:06.000]   So this is your typical vid or diet is where the normalization is happening before things are passed to either the feed forward network or the self attention module.
[00:20:06.000 --> 00:20:13.000]   And what they say is then they take reference from other papers that have tried to make things or do things differently.
[00:20:13.000 --> 00:20:18.000]   So these are papers like fix up this papers like re zero, skipping it.
[00:20:18.000 --> 00:20:24.000]   And what these papers are trying to do is they've tried to change the way a convolution neural network works.
[00:20:24.000 --> 00:20:33.000]   So they've tried to take away basically batch normalization and they've tried to introduce different ways of doing batch norm or basically different ways of doing normalization.
[00:20:33.000 --> 00:20:37.000]   So I won't go into the details of skipping it or re zero or fix up.
[00:20:37.000 --> 00:20:48.000]   But the main idea is that they take away this normalization layer, and then you have your input say X, it goes through your self attention feed forward neural network.
[00:20:48.000 --> 00:20:57.000]   And then you have some parameter alpha. And this parameter alpha is learned, it could be initialized at zero but it's learned as you train the model.
[00:20:57.000 --> 00:21:11.000]   And so what this is doing is it's making the model learn the weight, or it's making the model learn how much importance it needs to give to this feed forward neural network or this self attention.
[00:21:11.000 --> 00:21:14.000]   So remember what happening is you have your input.
[00:21:14.000 --> 00:21:24.000]   It goes straight, or it goes through this feed forward neural network or the self attention, and then they both get added so if this is my say one which is my shortcut.
[00:21:24.000 --> 00:21:30.000]   And then this is my two, when you have here your one and two get added together.
[00:21:30.000 --> 00:21:36.000]   And what this parameter alpha is doing is it's giving the weight to this two.
[00:21:36.000 --> 00:21:46.000]   So it's trying to say is like this alpha, when the model is training it learns using two it could say okay, this weight is point one or it could say okay this weight is point two or all of these different weights.
[00:21:46.000 --> 00:21:52.000]   That's the main difference in skipping it, and this early normalization.
[00:21:52.000 --> 00:22:10.000]   So the next thing that they try as part of the experimentation is they add this alpha, and they noticed, as you'll see in the paper, what they noticed was this part or the B part of normalizing or doing things differently, or introducing this parameter
[00:22:10.000 --> 00:22:21.000]   alpha, it performed worse than this a part. So what they said is okay we'll bring back a, which is your layer normalization, and we'll also have alpha so that's your C.
[00:22:21.000 --> 00:22:40.000]   But that's all the experiments that they did and this came up with layer scale. So this is layer scale. So imagine this, you have your input, basically in transformer, your input could be 196 patches of say 768 channels, where each patch is
[00:22:40.000 --> 00:22:57.000]   so you have your basically your image, which is say divided into nine patches, then each patch is a 768 long vector representation, right? That's what happens in a width when you pass things to the input.
[00:22:57.000 --> 00:23:11.000]   And this that I'm referring to is right here, like this is right now, these 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, these are the various patches. I mean, each batch is say 768 long vector.
[00:23:11.000 --> 00:23:30.000]   And what they're saying is, instead of, because when you have your output, you have something like alpha that's being multiplied to this output, which is again the same dimension. What they're saying is instead of alpha being one number, let each channel get its own weight.
[00:23:30.000 --> 00:23:43.000]   So this channel has its own weight, this channel has its own weight, because these are all 768 channels. This channel has its own weight or for that matter, this last channel has its own weight and so on.
[00:23:43.000 --> 00:23:56.000]   So what they're saying is, okay, let all of them have different weights. And this then gets combined to my input. And this is called layer scale.
[00:23:56.000 --> 00:24:08.000]   This is the idea of layer scale. So let's go back to the paper.
[00:24:08.000 --> 00:24:15.000]   So going back to the paper.
[00:24:15.000 --> 00:24:28.000]   So what do we see here? I'm just trying to show you how they said. First, in figure one, depicts the main variance that we compare for helping the optimization. That's there.
[00:24:28.000 --> 00:24:32.000]   Sorry, one second.
[00:24:32.000 --> 00:24:43.000]   Figure one depicts the main variance, and then they say, okay, the first thing that we try, which is, they cover recent choices from the literature.
[00:24:43.000 --> 00:24:51.000]   The choices are fix up, re0, skip init. And what they do is they introduce this parameter alpha n instead of the normalization.
[00:24:51.000 --> 00:25:00.000]   The main difference is like re0 initializes things to zero, initializes this parameter to zero, fix up initializes this one.
[00:25:00.000 --> 00:25:10.000]   And then they say, our empirical observation is that removing the warm up and the layer normalization, which is the difference between this part B and C.
[00:25:10.000 --> 00:25:16.000]   So see how this thing does not have, the B does not have this normalization.
[00:25:16.000 --> 00:25:22.000]   So what they're saying here is, removing that layer normalization is what makes training unstable.
[00:25:22.000 --> 00:25:27.000]   Therefore, we reintroduce these two ingredients so that fix up and T fix up converge.
[00:25:27.000 --> 00:25:32.000]   So that's the difference in 1A is just like normal normalization.
[00:25:32.000 --> 00:25:36.000]   Then you have this alpha. B performs worse. So in C you have both.
[00:25:36.000 --> 00:25:40.000]   And then they introduce layer scale. So this is what their proposal is.
[00:25:40.000 --> 00:25:47.000]   Our proposal, layer scale is a per channel multiplication of the vector produced by each residual block.
[00:25:47.000 --> 00:25:55.000]   So as I said, in layer scale, each channel gets its own weight.
[00:25:55.000 --> 00:25:59.000]   That's the main thing that happens in layer scale.
[00:25:59.000 --> 00:26:06.000]   So let me see. That's the layer scale part of things. After this, we're just left with understanding class attention.
[00:26:06.000 --> 00:26:10.000]   But let's see if there's any questions so far.
[00:26:10.000 --> 00:26:15.000]   Can you once again explain class attention also wasn't it existent in wit?
[00:26:15.000 --> 00:26:22.000]   I haven't explained class attention in detail yet. So don't worry about it. It will happen in very soon.
[00:26:22.000 --> 00:26:31.000]   Wasn't it existent in wit? OK, so there's the difference. Again, I will I will touch upon what was in wit and what is the difference in guide.
[00:26:31.000 --> 00:26:37.000]   Next question. If I have two images of two classes of cat and dog, both have sky patches.
[00:26:37.000 --> 00:26:41.000]   As I understand, we had the class token for the sky patch in both cat and dog image.
[00:26:41.000 --> 00:26:46.000]   Will that lead to confusion, especially if dog or cat is not dominant?
[00:26:46.000 --> 00:26:51.000]   I think you've got a misunderstanding of what gets added to the image.
[00:26:51.000 --> 00:26:57.000]   So actually, without touching into this, because this is, again, part of the Vision Transformer,
[00:26:57.000 --> 00:27:05.000]   I would refer you to a previous blog of mine, which is this wit. So have a look at this and see what this class token is.
[00:27:05.000 --> 00:27:13.000]   So instead of adding like things for a cat or dog or like separate patches for various parts of the image,
[00:27:13.000 --> 00:27:20.000]   I'm just posting this in the chat. So have a look at this blog and you will see the class embedding that you add is
[00:27:20.000 --> 00:27:26.000]   for the whole image. So it's irrespective of the sky, like whatever is there in the image,
[00:27:26.000 --> 00:27:30.000]   the two images are still different. One image is a cat, the second image is dog.
[00:27:30.000 --> 00:27:35.000]   So the class token is still going to produce or going to have a different representation of the image.
[00:27:35.000 --> 00:27:43.000]   So the token is a representation of the image, not the sky or like the parts of the image.
[00:27:43.000 --> 00:27:52.000]   Is this hyperparameter search for alpha and did they went from problem to solution similar to how authors went in discovering the present paper?
[00:27:52.000 --> 00:27:58.000]   What is the problem of wit that they saw and created this new architecture? I'm not getting the problem solution.
[00:27:58.000 --> 00:28:04.000]   OK, the problem is you can't train very deep Vision Transformers.
[00:28:04.000 --> 00:28:20.000]   So when they say very deep, remember this again. I think I just need a fresh one.
[00:28:20.000 --> 00:28:32.000]   So what happens is this is the transformer encoder layer. OK, and this layer, the same layer is repeated.
[00:28:32.000 --> 00:28:39.000]   Multiple times. One sorry, one second.
[00:28:39.000 --> 00:28:48.000]   I'm just trying to show you on what's going on. So this transformer encoder layer.
[00:28:48.000 --> 00:28:56.000]   Why is it not letting me change the position of that? Sorry, OneNote is trying to play up with me.
[00:28:56.000 --> 00:29:07.000]   Anyway, let me do this again. OK, OneNote is really playing up.
[00:29:07.000 --> 00:29:18.000]   Ignore me for now. I'll just draw it with hand. What do you have in your wit is you have the transformer encoder layer one.
[00:29:18.000 --> 00:29:26.000]   Then you have the transformer encoder layer two. So on transformer encoder layer three and so on as many as you want.
[00:29:26.000 --> 00:29:32.000]   And then that whole thing becomes your this whole thing becomes your transformer encoder.
[00:29:32.000 --> 00:29:37.000]   The problem is you can't have many of these transformer encoder layers.
[00:29:37.000 --> 00:29:46.000]   Like see how ResNet can be like ResNet 34, 101, 150, 101, 152, ResNet 152 and so on.
[00:29:46.000 --> 00:29:51.000]   The problem is that you can't have very deep architectures.
[00:29:51.000 --> 00:29:56.000]   You can't have a very deep width. So what you do then, that's the problem.
[00:29:56.000 --> 00:30:05.000]   Like it can't be very deep. So they're trying to find solution is like we want to find a solution to be able to train very deep widths.
[00:30:05.000 --> 00:30:13.000]   And that's what the Chiat paper is trying to do. And in terms of like finding solution, the first thing that they're checking at is this normalization or like this.
[00:30:13.000 --> 00:30:17.000]   They're revisiting how things happen in width in terms of normalization.
[00:30:17.000 --> 00:30:26.000]   So they introduce this layer scale, which is the first solution towards being able to train very deep architectures.
[00:30:26.000 --> 00:30:35.000]   Does that help Ramesh? Could you maybe post or reply to this comment and just let me know in case that helps?
[00:30:35.000 --> 00:30:40.000]   Perfect. Yes. Excellent. Excellent. Excellent. Thanks.
[00:30:40.000 --> 00:30:49.000]   Okay. So that's the main idea. And then that's the layer scale. In layer scale, then repeating what happened in layer scale is I think I've lost everything.
[00:30:49.000 --> 00:30:55.000]   Okay. Here it is. In layer scale, then the one thing that happened is each channel gets its own weight.
[00:30:55.000 --> 00:31:04.000]   So, for example, in easier terms, then maybe the weight for this is 0.01.
[00:31:04.000 --> 00:31:09.000]   The weight for this channel is 0.9. Or that's too high. Actually, maybe it's 0.3, 0.2 and so on.
[00:31:09.000 --> 00:31:18.000]   So each channel now, because your patch is 768 length vector, each channel is its own weight.
[00:31:18.000 --> 00:31:21.000]   That's the difference in kite and width.
[00:31:21.000 --> 00:31:28.000]   So let's see how one thing I did promise this time is that I'm going to also show you how things look like in code.
[00:31:28.000 --> 00:31:35.000]   So let's have a look at layer scale. This is here, a layer scale block.
[00:31:35.000 --> 00:31:40.000]   As you can see, you have your gamma one and your gamma two. It's just been called gamma.
[00:31:40.000 --> 00:31:47.000]   But basically, it's your initialization values times torch ones times dim.
[00:31:47.000 --> 00:31:53.000]   So if I go and maybe set, I've already got a set trace here.
[00:31:53.000 --> 00:32:02.000]   I just want to show you how these things look like.
[00:32:02.000 --> 00:32:09.000]   So see how I just had, I basically had a random input, 1 by 3 by 2 to 4 by 2 to 4, which represents a three channel image.
[00:32:09.000 --> 00:32:14.000]   I created my kite model. And then I put a set trace in this layer scale.
[00:32:14.000 --> 00:32:25.000]   I just want to show you what this layer scale is. In this case, instead of my, because it's 2 to 4 by 2 to 4 and a patch size is 16 by 16,
[00:32:25.000 --> 00:32:31.000]   which means you're going to have 196 patches. If none of this makes sense, this is, again, past things that have been explained in GWT.
[00:32:31.000 --> 00:32:38.000]   And each patch is then represented by a 384 long vector. So that's what's happening.
[00:32:38.000 --> 00:32:46.000]   So this is why my X shape is this 1 by 196 by 384. But what I wanted to show you is what's happening in this.
[00:32:46.000 --> 00:32:53.000]   This is what the self dot gamma one times this. This very small change is a layer scale.
[00:32:53.000 --> 00:33:01.000]   Like in code, you're just adding this one piece of multiplication. And that's what, and that's like the, everything been explained so far.
