
[00:00:00.040 --> 00:00:09.460]  でき
[00:02:26.300 --> 00:02:26.300]   I think it's necessary to do this on our own.
[00:02:26.300 --> 00:02:26.300]   I think it's necessary to do this on our own.
[00:02:26.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.320 --> 00:02:56.320]   I think it's necessary to do this on our own.
[00:02:56.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.340 --> 00:03:26.340]   I think it's necessary to do this on our own.
[00:03:26.360 --> 00:03:56.360]  ,
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.360 --> 00:03:56.360]   I think it's necessary to do this on our own.
[00:03:56.380 --> 00:04:26.380]  ,
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.380 --> 00:04:26.380]   I think it's necessary to do this on our own.
[00:04:26.400 --> 00:04:56.400]  ,
[00:04:56.400 --> 00:04:56.400]   I think it's necessary to do this on our own.
[00:04:56.400 --> 00:04:56.400]   I think it's necessary to do this on our own.
[00:04:56.400 --> 00:04:56.400]   I think it's necessary to do this on our own.
[00:04:56.400 --> 00:04:56.400]   I think it's necessary to do this on our own.
[00:04:56.400 --> 00:04:56.400]   I think it's necessary to do this on our own.
[00:04:56.400 --> 00:04:56.400]   I think it's necessary to do this on our own.
[00:04:56.400 --> 00:04:56.400]   I think it's necessary to do this on our own.
[00:04:56.400 --> 00:04:56.400]   I think it's necessary to do this on our own.
[00:04:56.400 --> 00:04:56.400]   I think it's necessary to do this on our own.
[00:04:56.420 --> 00:05:26.420]  ,
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own.
[00:05:26.420 --> 00:05:26.420]   I think it's necessary to do this on our own. I think it's necessary to do this on our own.
[00:05:26.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.440 --> 00:05:56.440]   I think it's necessary to do this on our own.
[00:05:56.480 --> 00:06:26.460]   I think it's necessary to do this on our own.
[00:06:26.460 --> 00:06:26.460]   I think it's necessary to do this on our own.
[00:06:26.460 --> 00:06:26.460]   I think it's necessary to do this on our own.
[00:06:26.460 --> 00:06:26.460]   I think it's necessary to do this on our own.
[00:06:26.460 --> 00:06:26.460]   I think it's necessary to do this on our own.
[00:06:26.460 --> 00:06:26.460]   I think it's necessary to do this on our own.
[00:06:26.460 --> 00:06:26.460]   I think it's necessary to do this on our own.
[00:06:26.460 --> 00:06:26.460]   I think it's necessary to do this on our own.
[00:06:26.460 --> 00:06:26.460]   I think it's necessary to do this on our own.
[00:06:26.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:06:56.480 --> 00:06:56.480]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:26.500 --> 00:07:26.500]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]   I think it's necessary to do this on our own.
[00:07:56.520 --> 00:07:56.520]  , and in some ways, I started to go.
[00:07:56.560 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.540 --> 00:08:26.540]   I think it's necessary to do this on our own.
[00:08:26.560 --> 00:08:56.560]  ,
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.560 --> 00:08:56.560]   I think it's necessary to do this on our own.
[00:08:56.580 --> 00:09:26.580]   I think it's necessary to do this on our own.
[00:09:26.580 --> 00:09:26.580]   I think it's necessary to do this on our own.
[00:09:26.580 --> 00:09:26.580]   I think it's necessary to do this on our own.
[00:09:26.580 --> 00:09:26.580]   I think it's necessary to do this on our own.
[00:09:26.580 --> 00:09:26.580]   I think it's necessary to do this on our own.
[00:09:26.580 --> 00:09:26.580]   I think it's necessary to do this on our own.
[00:09:26.580 --> 00:09:26.580]   I think it's necessary to do this on our own.
[00:09:26.580 --> 00:09:26.580]   I think it's necessary to do this on our own.
[00:09:26.600 --> 00:09:56.600]  ,
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own.
[00:09:56.600 --> 00:09:56.600]   I think it's necessary to do this on our own. I think it's necessary to do this on our own.
[00:09:56.620 --> 00:10:26.620]  ,
[00:10:26.620 --> 00:10:26.620]   I think it's necessary to do this on our own.
[00:10:26.620 --> 00:10:26.620]   I think it's necessary to do this on our own. I think it's necessary to do this on our own.
[00:10:26.620 --> 00:10:26.620]   I think it's necessary to do this on our own. I think it's necessary to do this on our own.
[00:10:26.640 --> 00:10:56.640]  registration.
[00:10:56.640 --> 00:10:56.640]   I think it's necessary to do this on our own. I think it's necessary to do this on our own.
[00:10:56.640 --> 00:10:56.640]   It feels like a lot of panelists kind of want you to be safe, want you to be stable, want you to have a plan so that everything's going to be OK.
[00:10:56.640 --> 00:10:56.640]   Yeah.
[00:10:56.640 --> 00:10:56.640]   Yeah.
[00:10:56.640 --> 00:10:56.640]   How much of that, though, I wonder, is proper initiation? Because if you're throwing dreams out, I call it conservative, very liberal late. Let's learn to block and tackle. Let's learn that work ethic, let's learn to block and tackle. Let's learn to work ethically.
[00:10:56.640 --> 00:10:56.640]   It's necessary to do this on our own.
[00:10:56.640 --> 00:10:56.640]   It's necessary to do this on our own. I think it's necessary to do this on our own. I think it's necessary to do this on our own.
[00:11:26.700 --> 00:11:56.680]   and I think parents, my parents were very much that way. The idea of going to chase an acting career or something was what? That was a different vernacular. That was like not in our, I was taught to work away up a company ladder and 9 to 5, do your job. But the day I brought my daughter to school, I was taught to work away up a company ladder and 9 to 5, do your job. But the day I brought my daughter to school, I was taught to work away up a company ladder and 9 to 5, do your job. But the day I brought my daughter to school, I was taught to work away up a company ladder and 9 to 5, do your job. But the day I brought my daughter to school, I was taught to work away up a company ladder and 9 to 5, do your job. But the day I brought my daughter to school, I was taught to work away up a company ladder and 9 to 5, do your job.
[00:12:26.740 --> 00:12:37.500]   A
[00:12:37.500 --> 00:12:45.720]  RI, in the work, Public, 100, ex, vibr Crist L I Is I's a criminals М brings wound, and, i, I, per, I, bell, Calm,不錯, eure, where,vez,b,T.C.N.C.N. nói,D.N. entrev our function, 거죠 change the can be all of the path of the pain in the person con the person good and the man is a war and the mon class and the man is just the kill theDown the dud the Estado lot of the
[00:12:45.720 --> 00:12:53.340]  etted the Ar include the Spirit de
[00:12:53.340 --> 00:12:55.140]   чет a
[00:12:55.680 --> 00:12:58.680]   ζ is if
[00:12:58.680 --> 00:13:05.720]   già
[00:13:05.720 --> 00:13:05.800]   ", . provides
[00:13:05.800 --> 00:13:25.620]  , .,,,,,,,,
[00:13:25.700 --> 00:13:29.400]   around
[00:13:29.400 --> 00:13:33.600]   say I
[00:13:33.600 --> 00:13:35.660]  ıl
[00:13:35.660 --> 00:13:40.720]   advise over. I'm in theover , , ,,,,,, touchscreen 꼭ił Energy play though. I'm here in the work of the book, and the book and the ngbread and theaviattu, it's, he's, constant, 그걸,
[00:13:40.720 --> 00:13:55.680]   I'm, understand, I am,ira,lichkeit,
[00:13:55.720 --> 00:14:05.100]  iley don
[00:14:05.100 --> 00:14:06.600]  손 airflow. I like, in,,,,,,, brought Het Bud Kend echo
[00:14:06.600 --> 00:14:24.460]  min.
[00:14:53.800 --> 00:15:03.420]   weigh
[00:15:03.420 --> 00:15:04.580]   é Beautiful navigating leg,,,,imo
[00:15:04.580 --> 00:15:05.680]   bullet Dev I'm severed just when I'm in. And, out, rock, И,utta,
[00:15:05.680 --> 00:15:07.400]  ,
[00:15:07.400 --> 00:15:12.880]  ,
[00:15:12.880 --> 00:15:15.180]  ,
[00:15:22.980 --> 00:15:34.160]   as
[00:15:34.160 --> 00:15:51.860]   oh in 30%.G, deal,,,,,,, at but ac國家救 penalty asked got even work. And, nouvelle was. And, nation was,
[00:15:53.000 --> 00:15:59.260]   roup archae
[00:15:59.260 --> 00:16:02.840]   was,,, count.
[00:16:02.840 --> 00:16:18.800]   Ну'馬 support assim Cre "~~~ could be. I had the cre. I got the cre. I got the re. I was the, I, you, it, you, and, and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, В Nextには 42рут 45學 Q dieses
[00:16:18.920 --> 00:16:28.920]   Sh
[00:16:28.920 --> 00:16:33.140]  , junior. But help las
[00:16:47.300 --> 00:16:57.580]   con
[00:16:57.580 --> 00:16:58.160]  ing,
[00:16:58.160 --> 00:17:15.440]  安
[00:17:47.060 --> 00:17:47.060]   I
[00:17:47.060 --> 00:17:47.060]   I
[00:18:17.000 --> 00:18:18.000]  -I do.
[00:18:18.000 --> 00:18:19.800]   I do.
[00:18:19.800 --> 00:18:25.800]   And it's a beautiful visualization and a beautiful dream when I go as part of the food chain.
[00:18:25.800 --> 00:18:32.580]   It's not a good visualization when I go as part of a random act of violence
[00:18:32.580 --> 00:18:34.840]   in a fricking drive by or something.
[00:18:34.840 --> 00:18:39.840]   Because the second, the accident,
[00:18:39.840 --> 00:18:46.120]   it breaks a story that I've had to deal with.
[00:18:46.120 --> 00:18:46.860]   It breaks a story that I've had to deal with.
[00:18:46.860 --> 00:18:46.860]   It breaks a story that I've had to deal with.
[00:18:46.860 --> 00:18:46.860]   It breaks a story that I've had to deal with.
[00:18:46.860 --> 00:18:46.860]   It breaks a story that I've had to deal with.
[00:18:46.860 --> 00:18:46.860]   It breaks a story that I've had to deal with.
[00:18:46.860 --> 00:18:46.860]   It breaks a story that I've had to deal with.
[00:18:46.860 --> 00:18:46.860]   It breaks a story that I've had to deal with.
[00:18:46.860 --> 00:18:46.860]   It breaks a story that I've had to deal with.
[00:18:46.860 --> 00:18:46.860]   It breaks a story that I've had to deal with.
[00:18:46.860 --> 00:19:16.780]   I've had to deal with.
[00:19:16.780 --> 00:19:16.800]   It breaks a story that I've had to deal with.
[00:19:16.800 --> 00:19:16.840]   It breaks a story that I've had to deal with.
[00:19:16.840 --> 00:19:16.880]   It breaks a story that I've had to deal with.
[00:19:16.880 --> 00:19:16.880]   It breaks a story that I've had to deal with.
[00:19:16.880 --> 00:19:16.880]   It breaks a story that I've had to deal with.
[00:19:16.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:19:46.900]   It breaks a story that I've had to deal with.
[00:19:46.900 --> 00:20:16.920]   It breaks a story that I've had to deal with.
[00:20:16.920 --> 00:20:16.920]   It breaks a story that I've had to deal with.
[00:20:16.920 --> 00:20:16.920]   It breaks a story that I've had to deal with.
[00:20:16.920 --> 00:20:16.920]   It breaks a story that I've had to deal with.
[00:20:16.920 --> 00:20:16.920]   It breaks a story that I've had to deal with.
[00:20:16.920 --> 00:20:16.920]   It breaks a story that I've had to deal with.
[00:20:16.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:20:46.940]   It breaks a story that I've had to deal with.
[00:20:46.940 --> 00:21:16.960]   It breaks a story that I've had to deal with.
[00:21:16.960 --> 00:21:16.960]   It breaks a story that I've had to deal with.
[00:21:16.960 --> 00:21:16.960]   It breaks a story that I've had to deal with.
[00:21:16.960 --> 00:21:16.960]   It breaks a story that I've had to deal with.
[00:21:16.960 --> 00:21:16.960]   It breaks a story that I've had to deal with.
[00:21:17.000 --> 00:21:46.980]  obedience.com
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   It breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   it breaks a story that I've had to deal with.
[00:21:46.980 --> 00:21:46.980]   I've talked about a story that I've talked about the story.
[00:21:47.740 --> 00:22:17.000]   I've talked about a story that I've had to deal with.
[00:22:17.000 --> 00:22:17.000]   It breaks a story that I've had to deal with.
[00:22:17.000 --> 00:22:17.000]   It breaks a story that I've had to deal with.
[00:22:17.000 --> 00:22:17.000]   It breaks a story that I've had to deal with.
[00:22:17.000 --> 00:22:17.000]   It breaks a story that I've had to deal with.
[00:22:17.000 --> 00:22:17.000]   It breaks a story that I've had to deal with.
[00:22:17.000 --> 00:22:17.000]   It breaks a story that I've had to deal with.
[00:22:17.020 --> 00:22:47.020]  , I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.020 --> 00:22:47.020]   It breaks a story that I've had to deal with.
[00:22:47.060 --> 00:23:17.040]  , and I'm not saying it's a good thing.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.040 --> 00:23:17.040]   and I'm not saying it's a good thing.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.040 --> 00:23:17.040]   It breaks a story that I've had to deal with.
[00:23:17.060 --> 00:23:47.060]  , and I'm not saying it's a good thing.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
