
[00:00:00.000 --> 00:00:04.000]   (music)
[00:06:21.000 --> 00:06:26.000]   "Fear not, for behold, I bring you good news of great joy,
[00:06:26.000 --> 00:06:28.000]   which will be for all the people.
[00:06:28.000 --> 00:06:32.000]   For unto you this day in the city of David is born a savior,
[00:06:32.000 --> 00:06:35.000]   who is Christ the Lord, and this will be a sign for you.
[00:06:35.000 --> 00:06:39.000]   You will find the baby wrapped in swaddling clothes and lying in a manger."
[00:06:39.000 --> 00:06:42.000]   And suddenly, there was with the angel a multitude of heavenly foes
[00:06:42.000 --> 00:06:48.000]   praising God and saying, "Glory to God in the highest.
[00:06:48.000 --> 00:06:51.000]   A savior's come."
[00:06:51.000 --> 00:06:55.000]   Does that bother you, that they would sing that way?
[00:06:55.000 --> 00:06:59.000]   Instead of saying, "Glory to the men for whom he's dying.
[00:06:59.000 --> 00:07:01.000]   Glory to the women for whom he's dying."
[00:07:01.000 --> 00:07:03.000]   Instead, they sing, "Glory to God.
[00:07:03.000 --> 00:07:06.000]   A savior came to rescue sinners.
[00:07:06.000 --> 00:07:10.000]   God, God, God, what a God."
[00:07:10.000 --> 00:07:14.000]   I just want you to get inside this so bad.
[00:07:14.000 --> 00:07:17.000]   We get the savior, he gets the glory.
[00:07:17.000 --> 00:07:20.000]   We get the great joy, he gets the honor.
[00:07:20.000 --> 00:07:21.000]   Is that okay?
[00:07:21.000 --> 00:07:23.000]   Goodnight, that's okay.
[00:07:23.000 --> 00:07:29.000]   It can't be any other way if there's a God and a sinner like me.
[00:07:29.000 --> 00:07:32.000]   It can't be any other way.
[00:07:32.000 --> 00:07:34.000]   This is the greatest news in all the world.
[00:07:34.000 --> 00:07:42.000]   A savior has come for me, and the angels are praising God.
[00:07:42.000 --> 00:07:49.000]   Number four, God shows his love for us when Christ died.
[00:07:49.000 --> 00:07:51.000]   This is probably the biggest, isn't it?
[00:07:51.000 --> 00:07:55.000]   In the Bible, that the death of Christ is the biggest display of the love of God.
[00:07:55.000 --> 00:07:57.000]   Let me give you just one verse.
[00:07:57.000 --> 00:08:00.000]   This is 2 Corinthians 5:14.
[00:08:00.000 --> 00:08:06.000]   "The love of Christ controls us because we have concluded this,
[00:08:06.000 --> 00:08:11.000]   that one has died for all, therefore all have died.
[00:08:11.000 --> 00:08:13.000]   And he died for all."
[00:08:13.000 --> 00:08:17.000]   Here comes the purpose clause.
[00:08:17.000 --> 00:08:23.000]   "So that those who live might no longer live for themselves,
[00:08:23.000 --> 00:08:28.000]   but for him who for their sakes died and was raised."
[00:08:28.000 --> 00:08:31.000]   Christ died for me.
[00:08:31.000 --> 00:08:36.000]   He put himself between me and the bullet, me and the sword, me and the flames,
[00:08:36.000 --> 00:08:39.000]   and he took it, though I deserved it, and he didn't.
[00:08:39.000 --> 00:08:42.000]   He took it, and he did that
[00:08:42.000 --> 00:08:49.000]   so that I might no longer live for my magnificent self
[00:08:49.000 --> 00:08:56.000]   and would now die and enjoy living for him forever.
[00:08:56.000 --> 00:08:59.000]   That's why he did it.
[00:08:59.000 --> 00:09:01.000]   That's love.
[00:09:01.000 --> 00:09:07.000]   It's a bigger love than if he hadn't done it that way.
[00:09:07.000 --> 00:09:10.000]   Number five, and it's this verse.
[00:09:10.000 --> 00:09:12.000]   It's verse 9 in Psalm 79.
[00:09:12.000 --> 00:09:19.000]   "Help us, O God, of our salvation for the glory of your name.
[00:09:19.000 --> 00:09:26.000]   Deliver us and atone for us, for our sins, for your name's sake."
[00:09:26.000 --> 00:09:30.000]   Born-again people pray like that.
[00:09:30.000 --> 00:09:35.000]   "Save me for your name's sake.
[00:09:35.000 --> 00:09:38.000]   Deliver me, atone for my sin, for your name's sake."
[00:09:38.000 --> 00:09:42.000]   That's the way born-again people think.
[00:09:42.000 --> 00:09:44.000]   It's all going back.
[00:09:44.000 --> 00:09:46.000]   It's all going back.
[00:09:46.000 --> 00:09:49.000]   Every grace that comes to me is being reflected back, and I love it!
[00:09:49.000 --> 00:09:50.000]   I love it!
[00:09:50.000 --> 00:09:53.000]   That's why I'm alive.
[00:09:53.000 --> 00:09:55.000]   It's just the greatest thing in all the world
[00:09:55.000 --> 00:09:59.000]   that I would be rescued from immersion in Piper.
[00:09:59.000 --> 00:10:01.000]   Yuck!
[00:10:01.000 --> 00:10:05.000]   To be freed a little bit, a little bit,
[00:10:05.000 --> 00:10:08.000]   and just know him and love him and give it all back
[00:10:08.000 --> 00:10:12.000]   and let him be God for me.
[00:10:12.000 --> 00:10:13.000]   So good.
[00:10:13.000 --> 00:10:16.000]   That 2 Corinthians 5:15 text is really stunning, isn't it?
[00:10:16.000 --> 00:10:21.000]   "Christ died for all that those who live might no longer live for themselves,
[00:10:21.000 --> 00:10:26.000]   but for him who for their sake died and was raised."
[00:10:26.000 --> 00:10:27.000]   Incredible.
[00:10:27.000 --> 00:10:33.000]   Christ died to save me from me.
[00:10:33.000 --> 00:10:37.000]   This is from John Piper's April 18, 2010 sermon on Psalm 79,
[00:10:37.000 --> 00:10:40.000]   titled "How Much Does God Love This Church?"
[00:10:40.000 --> 00:10:42.000]   The whole thing is online.
[00:10:42.000 --> 00:10:43.000]   I found this clip.
[00:10:43.000 --> 00:10:44.000]   If you find one, email it to me.
[00:10:44.000 --> 00:10:46.000]   Give me your name, hometown, the sermon title,
[00:10:46.000 --> 00:10:48.000]   the timestamp of where the clip happens in the audio,
[00:10:48.000 --> 00:10:51.000]   and make a note of what stands out to you in the clip.
[00:10:51.000 --> 00:10:53.000]   Put the word "clip" in the subject line of an email
[00:10:53.000 --> 00:10:57.000]   and send it to me at askpastorjohn@desiringgod.org.
[00:10:57.000 --> 00:11:01.000]   That's an email address, askpastorjohn@desiringgod.org.
[00:11:01.000 --> 00:11:05.000]   Well, Friday we're back to talk about the pursuit of holiness as justified believers,
[00:11:05.000 --> 00:11:07.000]   something we must get right.
[00:11:07.000 --> 00:11:12.000]   Does God delight in our justification, our imputed righteousness,
[00:11:12.000 --> 00:11:20.000]   or does God delight in our actual lived-out righteousness, our holiness?
[00:11:20.000 --> 00:11:23.000]   It's a really super important question, and that is up next time.
[00:11:23.000 --> 00:11:26.000]   I'm your host, Tony Reinke, and we are joined in studio with Pastor John
[00:11:26.000 --> 00:11:28.000]   when we return on Friday for that.
[00:11:28.000 --> 00:11:30.000]   We'll see you then.
[00:11:31.000 --> 00:11:36.000]   [ Silence ]
[00:11:36.000 --> 00:11:46.000]   [BLANK_AUDIO]

