
[00:00:00.360 --> 00:00:02.320]   - Welcome to the Huberman Lab Podcast,
[00:08:43.340 --> 00:08:49.980]   You know, one of the best predictors for a premature baby in terms of outcomes, it's actually to be a female.
[00:08:49.980 --> 00:08:55.980]   Just in general, females, preemies will do much better for whatever reasons.
[00:08:55.980 --> 00:08:59.980]   You know, the way the nervous system is built, the resilience.
[00:08:59.980 --> 00:09:04.060]   We know that the maturation stage is also different, right, for the male and the female.
[00:09:04.060 --> 00:09:08.620]   You know, think about like acquisition of certain milestones that happen much faster in girls.
[00:09:08.620 --> 00:09:12.940]   They generally tend to speak a few months earlier, to walk a few months earlier.
[00:09:12.940 --> 00:09:20.860]   So just the nervous system is maturing at a different pace and can take injury differently.
[00:09:20.860 --> 00:09:25.260]   So it could be that that is certainly the cause.
[00:09:25.260 --> 00:09:30.540]   But at the same time, and as we were talking, since autism is not one single disease,
[00:09:30.540 --> 00:09:34.540]   it is very hard to point out to one specific factor that is behind it.
[00:09:34.540 --> 00:09:39.340]   I'd like to take a quick break and acknowledge one of our sponsors, David.
[00:09:39.340 --> 00:09:41.580]   David makes a protein bar unlike any other.
[00:09:41.580 --> 00:09:46.620]   It has 28 grams of protein, only 150 calories and zero grams of sugar.
[00:09:46.620 --> 00:09:51.500]   That's right, 28 grams of protein and 75% of its calories come from protein.
[00:09:51.500 --> 00:09:54.380]   This is 50% higher than the next closest protein bar.
[00:09:54.380 --> 00:09:56.780]   David protein bars also taste amazing.
[00:09:56.780 --> 00:09:58.460]   Even the texture is amazing.
[00:09:58.460 --> 00:10:00.620]   My favorite bar is the chocolate chip cookie dough.
[00:10:00.620 --> 00:10:04.940]   But then again, I also like the new chocolate peanut butter flavor and the chocolate brownie flavor.
[00:10:04.940 --> 00:10:07.180]   Basically, I like all the flavors a lot.
[00:10:07.180 --> 00:10:08.460]   They're all incredibly delicious.
[00:10:08.460 --> 00:10:13.420]   In fact, the toughest challenge is knowing which ones to eat on which days and how many times per day.
[00:10:13.420 --> 00:10:16.460]   I limit myself to two per day, but I absolutely love them.
[00:10:16.460 --> 00:10:20.220]   With David, I'm able to get 28 grams of protein in the calories of a snack,
[00:10:20.220 --> 00:10:25.100]   which makes it easy to hit my protein goals of one gram of protein per pound of body weight per day.
[00:10:25.100 --> 00:10:28.780]   And it allows me to do so without ingesting too many calories.
[00:10:28.780 --> 00:10:31.900]   I'll eat a David protein bar most afternoons as a snack.
[00:10:31.900 --> 00:10:35.020]   And I always keep one with me when I'm out of the house or traveling.
[00:10:35.020 --> 00:10:36.300]   They're incredibly delicious.
[00:10:36.300 --> 00:10:42.140]   And given that they have 28 grams of protein, they're really satisfying for having just 150 calories.
[00:10:42.140 --> 00:10:46.460]   If you'd like to try David, you can go to davidprotein.com/huberman.
[00:10:46.460 --> 00:10:49.820]   Again, that's davidprotein.com/huberman.
[00:10:49.820 --> 00:10:52.780]   Today's episode is also brought to us by Helix Sleep.
[00:10:52.780 --> 00:10:57.420]   Helix Sleep makes mattresses and pillows that are customized to your unique sleep needs.
[00:10:57.420 --> 00:11:01.420]   Now I've spoken many times before on this and other podcasts about the fact that getting a great
[00:11:01.420 --> 00:11:05.420]   night's sleep is the foundation of mental health, physical health, and performance.
[00:11:05.420 --> 00:11:09.500]   Now the mattress you sleep on makes a huge difference in the quality of sleep that you get each night.
[00:11:09.500 --> 00:11:14.380]   How soft it is or how firm it is all play into your comfort and need to be tailored to your unique
[00:11:14.380 --> 00:11:15.500]   sleep needs.
[00:11:15.500 --> 00:11:19.660]   If you go to the Helix website, you can take a brief two minute quiz and it will ask you questions such
[00:11:19.660 --> 00:11:21.820]   as do you sleep on your back, your side, or your stomach?
[00:11:21.820 --> 00:11:23.900]   Do you tend to run hot or cold during the night?
[00:11:23.900 --> 00:11:25.180]   Things of that sort.
[00:11:25.180 --> 00:11:26.940]   Maybe you know the answers to those questions.
[00:11:26.940 --> 00:11:27.820]   Maybe you don't.
[00:11:27.820 --> 00:11:30.860]   Either way, Helix will match you to the ideal mattress for you.
[00:11:30.860 --> 00:11:33.020]   For me, that turned out to be the dusk mattress.
[00:11:33.020 --> 00:11:36.140]   I started sleeping on a dusk mattress about three and a half years ago,
[00:11:36.140 --> 00:11:39.180]   and it's been far and away the best sleep that I've ever had.
[00:11:39.180 --> 00:11:43.500]   If you'd like to try Helix Sleep, you can go to helixsleep.com/huberman,
[00:11:43.500 --> 00:11:47.820]   take that two minute sleep quiz and Helix will match you to a mattress that's customized to you.
[00:11:47.820 --> 00:11:51.500]   Right now, Helix is giving up to 27% off all mattress orders.
[00:11:51.500 --> 00:11:56.220]   Again, that's helixsleep.com/huberman to get up to 27% off.
[00:11:56.220 --> 00:12:01.260]   You mentioned that autism is diagnosed by behavioral measures or the lack of
[00:12:01.260 --> 00:12:04.940]   behavioral symptomology, what we call positive and negative symptoms,
[00:12:04.940 --> 00:12:08.060]   which can be confusing language because people think positive means good.
[00:12:08.060 --> 00:12:10.300]   No, positive is the presence, negative is the absence.
[00:12:11.820 --> 00:12:15.180]   I haven't looked at this literature in a while, but the last time I did,
[00:12:15.180 --> 00:12:23.260]   it seemed that babies or young children failing to focus their own gaze on the eyes of other people
[00:12:23.260 --> 00:12:25.500]   is one of the major diagnostic criteria.
[00:12:25.500 --> 00:12:31.020]   It seems they look at the face more holistically or they'll zoom in just on the nose,
[00:12:31.020 --> 00:12:33.740]   but they're not really making as much eye contact.
[00:12:33.740 --> 00:12:36.220]   Is that still a diagnostic criteria?
[00:12:36.220 --> 00:12:38.060]   It's not part of the diagnostic criteria.
[00:12:38.060 --> 00:12:39.660]   Interesting.
[00:12:39.660 --> 00:12:43.180]   It's, uh, but it is one of the features that has been observed.
[00:12:43.180 --> 00:12:48.460]   Uh, of course, it also has to do with just in general, like joint attention is one of the earlier.
[00:12:48.460 --> 00:12:52.300]   So, you know, uh, if you just tell a child like, oh, look here.
[00:12:52.300 --> 00:12:52.620]   Right.
[00:12:52.620 --> 00:12:57.020]   So if they kind of like have that attention, if they engage in that attention,
[00:12:57.020 --> 00:13:05.340]   uh, it's one of the features that is associated with autism is not certainly diagnostic is not, uh,
[00:13:05.340 --> 00:13:07.420]   pathognomonic, so to speak.
[00:13:07.420 --> 00:13:09.580]   So it's not specific to the disease in any way.
[00:13:09.580 --> 00:13:14.300]   Uh, but there's certainly many deficits and some of them can actually be compensated later.
[00:13:14.300 --> 00:13:15.260]   Interesting.
[00:13:15.260 --> 00:13:20.380]   There were some other things I've heard over the years, for instance, that when children with autism
[00:13:20.380 --> 00:13:24.300]   have a fever, that their symptoms improve.
[00:13:24.300 --> 00:13:24.780]   Yeah.
[00:13:24.780 --> 00:13:26.060]   Is that still the case?
[00:13:26.060 --> 00:13:26.540]   Yeah.
[00:13:26.540 --> 00:13:35.340]   So those are mostly anecdotic reports, um, of patients who would have a very high fever and then,
[00:13:35.340 --> 00:13:36.700]   for instance, they were nonverbal.
[00:13:36.700 --> 00:13:44.060]   So many patients with autism, uh, or individuals with autism will have, you know, will be nonverbal.
[00:13:44.060 --> 00:13:48.220]   They have very few words or if they, you know, they're, they're not able to communicate.
[00:13:48.220 --> 00:13:53.740]   And so there are a few reports of parents saying that when they spike the very high fever,
[00:13:53.740 --> 00:13:58.380]   they'll start talking in sentences like very briefly or like engage.
[00:13:58.380 --> 00:14:03.340]   And in fact, I mean, that is known, uh, you know, kids in general, when they have a high fever,
[00:14:03.340 --> 00:14:04.780]   they tend to be more talkative.
[00:14:04.780 --> 00:14:06.380]   It activates somehow the nervous system.
[00:14:06.380 --> 00:14:08.140]   There've been a lot of hypotheses about this.
[00:14:08.140 --> 00:14:14.940]   Some of them, uh, having to do with how the neurodienergic system is activating during fever.
[00:14:14.940 --> 00:14:22.220]   Others saying that there are some of the cytokines, the immune molecules that are present during fever,
[00:14:22.220 --> 00:14:25.340]   that are somehow getting into the brain, activating the nervous system.
[00:14:25.340 --> 00:14:28.460]   And others as simple as, oh, ion channels, right?
[00:14:28.460 --> 00:14:32.460]   Ion channels will open, uh, more when the temperature rises.
[00:14:32.460 --> 00:14:37.180]   So something about the circuits functioning differently during that, but it's, it's mostly
[00:14:37.180 --> 00:14:39.340]   anecdotic, uh, at this point.
[00:14:39.340 --> 00:14:44.620]   It's, and it's certainly, again, probably not present in all individuals with autism also because
[00:14:44.620 --> 00:14:46.940]   autism is again, not one single disease.
[00:14:46.940 --> 00:14:49.820]   So we would not expect it to be present in all.
[00:14:49.820 --> 00:14:54.540]   A few years ago, there was a lot of excitement about the idea that autism might somehow be
[00:14:54.540 --> 00:14:57.820]   related, perhaps even caused by deficits in the microbiome.
[00:14:57.820 --> 00:15:03.580]   There were some mouse experiments of doing fecal transplants from what we call wild type or healthy
[00:15:03.580 --> 00:15:10.300]   mice into mice that were, uh, had some symptoms that resemble autism and there were improvements
[00:15:10.300 --> 00:15:15.340]   observed, um, to the point where I think there were some human clinical trials using fecal transplants.
[00:15:15.340 --> 00:15:17.420]   Um, whatever became of that?
[00:15:17.420 --> 00:15:23.500]   You know, I think, again, almost everything has been associated or thought to be causal,
[00:15:23.500 --> 00:15:26.380]   but generally demonstrating this is very, very difficult.
[00:15:26.380 --> 00:15:33.180]   So, you know, we cannot deny that perhaps improving the microbiome will improve the, you know,
[00:15:33.180 --> 00:15:39.180]   the quality of life of some of these individuals, but whether it's really causal, there's no, uh, clear
[00:15:39.180 --> 00:15:39.980]   evidence for it.
[00:15:39.980 --> 00:15:40.700]   Think about it.
[00:15:40.700 --> 00:15:42.780]   Just to give you another example, think about sleep.
[00:15:42.780 --> 00:15:50.860]   Many patients, uh, will report, especially the ones that are profoundly impaired, will have severe
[00:15:50.860 --> 00:15:52.060]   sleep disturbances.
[00:15:52.060 --> 00:15:56.780]   I mean, 70, 80% of them, you know, they can have nights where they sleep very little, right?
[00:15:56.780 --> 00:15:57.980]   Then do that for like a week.
[00:15:57.980 --> 00:16:03.660]   So just imagine even just improving the quality of sleep for those patients can do miracle.
[00:16:03.660 --> 00:16:04.700]   I mean, all of us, right?
[00:16:04.700 --> 00:16:09.580]   If we don't sleep for three, four days, our social skills, you know, we become socially impaired.
[00:16:09.580 --> 00:16:13.260]   So I think, of course, correcting, uh, a lot of this issue.
[00:16:13.260 --> 00:16:17.900]   So for instance, many patients are picky eaters, you know, they don't like certain textures.
[00:16:17.900 --> 00:16:21.020]   So they will never eat, for instance, veggies, right?
[00:16:21.020 --> 00:16:25.260]   So that creates in the early days, for instance, we thought that, uh, you know,
[00:16:25.260 --> 00:16:29.340]   there are dietary disturbances that really at the core, of course, it remains to be seen
[00:16:29.340 --> 00:16:35.820]   whether just simply correcting those is gonna be just improving or certainly reversing, uh,
[00:16:35.820 --> 00:16:36.940]   some, some of these forms.
[00:16:36.940 --> 00:16:43.740]   But again, most of the evidence points out towards a very strong genetic component, uh, behind it.
[00:16:43.740 --> 00:16:48.860]   And in fact, we now have hundreds of genes that we know when, when they are mutated,
[00:16:48.860 --> 00:16:51.740]   there are strongly associated with specific forms of autism.
[00:16:51.740 --> 00:16:57.020]   I'm curious, uh, what sorts of, um, proteins those genes are upstream of.
[00:16:57.020 --> 00:17:03.340]   And I ask because, uh, David Ginty at Harvard, um, and did these really beautiful experiments
[00:17:03.340 --> 00:17:06.300]   where he induced mutations just in the periphery.
[00:17:06.300 --> 00:17:11.820]   So outside the brain of these mouse models for autism and saw a lot of the same symptomology.
[00:17:11.820 --> 00:17:12.300]   Yeah.
[00:17:12.300 --> 00:17:15.420]   Raising the question of whether or not autism originates in the brain
[00:17:15.420 --> 00:17:19.580]   or whether or not the deficits in the brain are the byproduct of changes in the body.
[00:17:19.580 --> 00:17:26.860]   Yes, microbiome, but perhaps, um, their skin, their hearing, et cetera, are more sensitive.
[00:17:26.860 --> 00:17:31.260]   And maybe that's why they, you know, you could imagine if you were ultra sensitive to an environment
[00:17:31.260 --> 00:17:36.780]   that your brain would eventually wire differently according to kind of overwhelmed by what was
[00:17:36.780 --> 00:17:38.620]   happening in the sensory landscape.
[00:17:38.620 --> 00:17:39.260]   Yeah, absolutely.
[00:17:39.260 --> 00:17:41.500]   And those are really elegant experiments that he's done.
[00:17:41.500 --> 00:17:45.420]   Many of the genes, you know, they fit in different categories.
[00:17:45.420 --> 00:17:50.380]   Like you would have genes that would produce proteins that sit that synapses, uh, which
[00:17:50.380 --> 00:17:52.540]   was sort of like to be expected.
[00:17:52.540 --> 00:17:55.340]   Some of them are, you know, ion channels.
[00:17:55.340 --> 00:17:58.940]   They're proteins that would let ions inside or outside of a neuron.
[00:17:58.940 --> 00:18:01.740]   There are many of these conditions, so-called channelopathies.
[00:18:01.740 --> 00:18:04.940]   And they're the ones that are like synaptic related.
[00:18:04.940 --> 00:18:06.700]   So synaptopathies.
[00:18:06.700 --> 00:18:11.020]   There are a lot of chromatin genes, so like proteins that pack the DNA in cells.
[00:18:11.020 --> 00:18:13.100]   Those are chromatinopathies.
[00:18:13.100 --> 00:18:17.660]   Um, so they're really, again, many, many categories of genes.
[00:18:17.660 --> 00:18:21.420]   And then what is also interesting is that many of these genes are also expressed in the periphery.
[00:18:21.420 --> 00:18:24.220]   So I think the experiments that you were mentioning are really elegant
[00:18:24.220 --> 00:18:28.300]   because it showed that indeed that can perturb the development of the nervous system,
[00:18:28.300 --> 00:18:30.540]   even if they're affecting just the periphery.
[00:18:30.540 --> 00:18:34.380]   Of course, now in patients, there are present also in the central nervous system.
[00:18:34.380 --> 00:18:36.540]   So it's always difficult to distinguish.
[00:18:36.540 --> 00:18:41.340]   But just missing some of these critical periods or perturbing some of these critical periods of
[00:18:41.340 --> 00:18:43.980]   development can have certainly devastating effects later on.
[00:18:44.700 --> 00:18:52.380]   So if a parent comes into the clinic nowadays with a child that's diagnosed with profound autism,
[00:18:52.380 --> 00:18:53.340]   what is the treatment?
[00:18:53.340 --> 00:18:58.620]   Let's set aside the potential for epilepsy, which hopefully they would treat as well,
[00:18:58.620 --> 00:19:00.460]   or other things that might be secondary.
[00:19:00.460 --> 00:19:04.140]   But what is the typical treatment?
[00:19:04.140 --> 00:19:05.100]   Are they doing?
[00:19:05.100 --> 00:19:08.220]   And let's assume infinite resources, which of course nobody has.
[00:19:08.220 --> 00:19:09.340]   Most people don't have.
[00:19:09.340 --> 00:19:13.580]   But if one had infinite resources, what would be done?
[00:19:13.580 --> 00:19:15.020]   Would it be behavioral training?
[00:19:15.020 --> 00:19:18.700]   Would it be something to control the activation state of the brain?
[00:19:18.700 --> 00:19:22.380]   I mean, as far as I know, there's no single treatment for autism.
[00:19:22.380 --> 00:19:24.380]   No, there's no single treatment for autism.
[00:19:24.380 --> 00:19:27.900]   Again, in the context of this not being one single disease.
[00:19:27.900 --> 00:19:34.300]   What we can say today is that if, you know, family walks into the clinic with the diagnosis
[00:19:34.300 --> 00:19:37.580]   of autism, or perhaps like they receive it into the clinic,
[00:19:37.580 --> 00:19:42.060]   there's still like a 20% probability that they leave the clinic with the genetic diagnosis,
[00:19:42.700 --> 00:19:47.660]   meaning that it will be pointed out to them that this gene is mutated in your child.
[00:19:47.660 --> 00:19:53.580]   And it may be sometimes a mutation that was present in one of the parents and got transmitted,
[00:19:53.580 --> 00:19:55.020]   or maybe it was present in both.
