
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:06:29.740 --> 00:06:31.620]   you're probably gonna be fine over the long term.
[00:06:31.620 --> 00:06:34.140]   You feel safer, but I don't know.
[00:06:34.140 --> 00:06:35.900]   Here's one of my favorite all-time charts
[00:06:35.900 --> 00:06:40.620]   from Credit Suisse, their year-end returns yearbook,
[00:06:40.620 --> 00:06:42.500]   of the relative sizes of world stock markets
[00:06:42.500 --> 00:06:45.180]   from 1900 to 2023.
[00:06:45.180 --> 00:06:46.660]   And I've used this one plenty before,
[00:06:46.660 --> 00:06:50.500]   but U.S. was 15% of global stock market in 1900.
[00:06:50.500 --> 00:06:52.260]   Now they've eaten the rest of the world like Pac-Man,
[00:06:52.260 --> 00:06:53.940]   and they're close to 60%.
[00:06:53.940 --> 00:06:55.100]   The winners write the history book,
[00:06:55.100 --> 00:06:57.100]   so it makes sense that we focus so much of our time
[00:06:57.100 --> 00:06:59.380]   and energy on U.S. stocks.
[00:06:59.380 --> 00:07:01.700]   But I don't know, can you guarantee me
[00:07:01.700 --> 00:07:03.860]   that the U.S. is gonna do this again?
[00:07:03.860 --> 00:07:04.700]   Probably not.
[00:07:04.700 --> 00:07:07.060]   I don't think they're gonna become 120% of global market cap.
[00:07:07.060 --> 00:07:08.660]   I don't think it works like that.
[00:07:08.660 --> 00:07:09.500]   Check my math on that,
[00:07:09.500 --> 00:07:10.780]   but I don't think that's how it works.
[00:07:10.780 --> 00:07:12.820]   But what's to say another country or countries
[00:07:12.820 --> 00:07:14.700]   couldn't close this gap this century?
[00:07:14.700 --> 00:07:17.180]   I would almost be shocked if they didn't,
[00:07:17.180 --> 00:07:19.340]   right, if the U.S. didn't become a little smaller
[00:07:19.340 --> 00:07:21.260]   and these other countries didn't come up a little more.
[00:07:21.260 --> 00:07:24.580]   I mean, Great Britain was 24% in 1900.
[00:07:24.580 --> 00:07:27.820]   They were, you know, like the fall of the Roman Empire here.
[00:07:27.820 --> 00:07:29.520]   It wouldn't shock me if some other country came up.
[00:07:29.520 --> 00:07:31.260]   So I think that's the whole point of diversification.
[00:07:31.260 --> 00:07:33.580]   It's not perfect, but I think spreading your bets
[00:07:33.580 --> 00:07:36.860]   between other geographies around the world
[00:07:36.860 --> 00:07:39.100]   is sort of more of a risk management tool,
[00:07:39.100 --> 00:07:42.700]   even if it doesn't boost returns all that much.
[00:07:42.700 --> 00:07:44.460]   - Well, and we get this question sometimes
[00:07:44.460 --> 00:07:46.620]   from people who are not based in the U.S.,
[00:07:46.620 --> 00:07:48.620]   not to brag, but we have a pretty big audience,
[00:07:48.620 --> 00:07:49.860]   you know, that's international.
[00:07:49.860 --> 00:07:50.680]   - It's true.
[00:07:50.680 --> 00:07:52.860]   - We have a listener named Rob
[00:07:52.860 --> 00:07:55.260]   who stopped by a while back from Australia,
[00:07:55.260 --> 00:07:56.260]   and I was talking to him,
[00:07:56.260 --> 00:07:57.300]   and one of the things we were talking about
[00:07:57.300 --> 00:08:00.100]   is like what his portfolio looked like versus like mine,
[00:08:00.100 --> 00:08:03.420]   right, and he had quite a lot of U.S. exposure, actually,
[00:08:03.420 --> 00:08:06.300]   but not as much, you know, and yeah,
[00:08:06.300 --> 00:08:08.860]   he had companies and things that I'd never even heard of
[00:08:08.860 --> 00:08:09.700]   or thought about.
[00:08:09.700 --> 00:08:11.640]   So that's something that's kind of interesting.
[00:08:11.640 --> 00:08:13.140]   - 2.2%, that's the thing.
[00:08:13.140 --> 00:08:16.020]   Most other countries have the same home bias that we have,
[00:08:16.020 --> 00:08:19.240]   and their stocks, their whole stock market
[00:08:19.240 --> 00:08:20.880]   is like the size of Apple, basically.
[00:08:20.880 --> 00:08:22.340]   So imagine taking your whole portfolio
[00:08:22.340 --> 00:08:24.740]   and putting it in Apple and hoping for the best.
[00:08:24.740 --> 00:08:28.360]   I think that's the point of spreading your bets globally
[00:08:28.360 --> 00:08:32.100]   is that I think it's more of a risk reducer than anything.
[00:08:32.100 --> 00:08:34.340]   - Yeah, yeah, makes sense.
[00:08:34.340 --> 00:08:36.100]   - All right, do another one.
[00:08:36.100 --> 00:08:38.840]   - Okay, up next we have a question from Jeff.
[00:08:38.840 --> 00:08:42.180]   Should I quit using my bank that pays 0.1% interest
[00:08:42.180 --> 00:08:44.460]   for my banking and emergency fund
[00:08:44.460 --> 00:08:47.860]   and start using a money market fund that earns 4.5%?
[00:08:47.860 --> 00:08:50.740]   My wife and I have good job security and higher education
[00:08:50.740 --> 00:08:53.780]   and usually invest extra cash or spend it on our young kids
[00:08:53.780 --> 00:08:58.380]   rather than sit on a bloated emergency fund earning nothing.
[00:08:58.380 --> 00:09:02.700]   However, 4.5% is a lot more attractive than 0.1%
[00:09:02.700 --> 00:09:04.220]   while money hangs out between paydays
[00:09:04.220 --> 00:09:05.700]   and billing cycles, et cetera.
[00:09:05.700 --> 00:09:07.180]   Appreciate any thoughts.
[00:09:07.180 --> 00:09:09.540]   - This is a pretty drastic spread here.
[00:09:09.540 --> 00:09:11.060]   - Yeah, and this is an easy one.
[00:09:11.060 --> 00:09:13.700]   No one, and I mean, no one should be earning 0.1%
[00:09:13.700 --> 00:09:15.540]   on their savings account right now, right?
[00:09:15.540 --> 00:09:17.700]   This should be illegal for banks to pay this little.
[00:09:17.700 --> 00:09:21.000]   Anything under 4% right now is pretty terrible.
[00:09:21.000 --> 00:09:23.340]   You should be earning somewhere in the four to 5% range,
[00:09:23.340 --> 00:09:26.180]   low fives probably at the high end for emergency savings.
[00:09:26.180 --> 00:09:28.340]   So anything, online savings account, money market,
[00:09:28.340 --> 00:09:30.460]   T-bills, CDs, short-term bonds,
[00:09:30.460 --> 00:09:32.700]   anything like that is paying four to 5% right now
[00:09:32.700 --> 00:09:34.420]   'cause the Fed has jacked up short-term rates.
[00:09:34.420 --> 00:09:35.260]   Easy decision.
[00:09:35.260 --> 00:09:38.540]   If a bank is ripping you off and for whatever reason
[00:09:38.540 --> 00:09:39.620]   you haven't moved your money,
[00:09:39.620 --> 00:09:40.800]   open a new account somewhere else.
[00:09:40.800 --> 00:09:41.940]   Money will actually earn some income.
[00:09:41.940 --> 00:09:44.900]   To be fair, I understand why some people
[00:09:44.900 --> 00:09:45.940]   maybe are still a little confused
[00:09:45.940 --> 00:09:47.100]   about the short-term yield situation
[00:09:47.100 --> 00:09:48.580]   if you haven't been paying attention.
[00:09:48.580 --> 00:09:49.900]   Not everyone pays attention to this stuff
[00:09:49.900 --> 00:09:50.740]   every day like we do.
[00:09:50.740 --> 00:09:53.260]   So John, do a chart on of the three-month T-bills.
[00:09:53.260 --> 00:09:56.180]   So this is since the start of the turn of the century.
[00:09:56.180 --> 00:09:57.800]   This is three-month T-bills are a good proxy
[00:09:57.800 --> 00:09:58.740]   for what you can earn on your cash
[00:09:58.740 --> 00:10:00.420]   and things like savings accounts or money markets.
[00:10:00.420 --> 00:10:02.100]   Rates were really high in the 1990s,
[00:10:02.100 --> 00:10:05.540]   five to 6% at the end of the decade there.
[00:10:05.540 --> 00:10:07.140]   The tech bust happened and rates fell off a cliff,
[00:10:07.140 --> 00:10:09.940]   getting back down to like 1% for a few years.
[00:10:09.940 --> 00:10:11.620]   And rates slowly but surely work themselves
[00:10:11.620 --> 00:10:14.960]   back up to 5% or so by 2007, 2008.
[00:10:14.960 --> 00:10:17.060]   2008 financial crisis, we go to zero
[00:10:17.060 --> 00:10:19.060]   and are there for like seven years, right?
[00:10:19.060 --> 00:10:21.220]   Then we slowly but surely go back up a little bit,
[00:10:21.220 --> 00:10:23.500]   just over 2% until 2018.
[00:10:23.500 --> 00:10:24.420]   They go back down a little
[00:10:24.420 --> 00:10:26.680]   and then you can see another cliff drop,
[00:10:26.680 --> 00:10:29.900]   Wile E. Coyote style in 2020 for the pandemic.
[00:10:29.900 --> 00:10:32.700]   So we've had this huge roller coaster
[00:10:32.700 --> 00:10:33.980]   that goes from up down,
[00:10:33.980 --> 00:10:36.020]   but then we sort of level off for a while at zero.
[00:10:36.020 --> 00:10:37.700]   So I think it makes sense why some people
[00:10:37.700 --> 00:10:39.300]   might still think that that 0%
[00:10:39.300 --> 00:10:41.020]   is the way that things work,
[00:10:41.020 --> 00:10:43.780]   but definitely get your cash yields off the floor.
[00:10:43.780 --> 00:10:46.340]   Find an account that pays four to 5%.
[00:10:46.340 --> 00:10:47.580]   But once you get off the zero bound,
[00:10:47.580 --> 00:10:49.620]   then don't go chasing yield all the time.
[00:10:49.620 --> 00:10:52.300]   Like, you know, I'm earning 4.75%,
[00:10:52.300 --> 00:10:53.240]   but I could be earning five.
[00:10:53.240 --> 00:10:56.580]   I think just getting off the 0% is the biggest thing there.
[00:10:56.580 --> 00:10:58.420]   And then probably it's more trouble than it's worth.
[00:10:58.420 --> 00:11:00.660]   But yes, you have to get off of 0%.
[00:11:00.660 --> 00:11:03.120]   That's a layup right now.
[00:11:03.120 --> 00:11:05.540]   - Yeah, I attained five,
[00:11:05.540 --> 00:11:08.820]   but I wasn't happy with the process to get me there.
[00:11:08.820 --> 00:11:12.340]   And it involved a bank collapsing in the process.
[00:11:12.340 --> 00:11:13.500]   - Okay, yeah.
[00:11:13.500 --> 00:11:15.420]   So make sure your bank's been around
[00:11:15.420 --> 00:11:18.460]   for more than like three months, unlike Duncan's,
[00:11:18.460 --> 00:11:20.180]   and has a name that doesn't sound like
[00:11:20.180 --> 00:11:22.420]   it was made up by Bernie Madoff.
[00:11:22.420 --> 00:11:24.420]   - Right, yeah, probably good advice.
[00:11:24.420 --> 00:11:25.260]   - Then you're good.
[00:11:25.260 --> 00:11:26.460]   But yeah, get off of zero.
[00:11:26.460 --> 00:11:29.340]   This is the easiest question we'll get today.
[00:11:29.340 --> 00:11:31.260]   - Cool, yeah, I like that. - Next one.
[00:11:31.260 --> 00:11:34.220]   - Okay, up next we have a question from Connor.
[00:11:34.220 --> 00:11:35.860]   I'm finishing my residency training
[00:11:35.860 --> 00:11:37.540]   after doing med school and residency
[00:11:37.540 --> 00:11:39.020]   for the past seven years.
[00:11:39.020 --> 00:11:42.020]   So I have about $230,000 in student loan debt.
[00:11:42.020 --> 00:11:45.420]   However, I'm pursuing public student loan forgiveness,
[00:11:45.420 --> 00:11:47.860]   which will forgive my loans in about 6.5 years.
[00:11:47.860 --> 00:11:48.820]   - You knew that one.
[00:11:48.820 --> 00:11:51.420]   - I know that one because I've read a lot about that.
[00:11:51.420 --> 00:11:55.300]   We're in the process of purchasing our first home
[00:11:55.300 --> 00:11:58.540]   after being pre-approved for a $600,000 mortgage.
[00:11:58.540 --> 00:12:01.060]   We only have about $35,000 in cash,
[00:12:01.060 --> 00:12:02.540]   but I'm about to start my new job
[00:12:02.540 --> 00:12:04.780]   that pays about four times my current income.
[00:12:04.780 --> 00:12:06.340]   I've heard that physician mortgages,
[00:12:06.340 --> 00:12:08.740]   which that's new terminology to me,
[00:12:08.740 --> 00:12:10.900]   are great given that they don't require a down payment.
[00:12:10.900 --> 00:12:12.600]   However, is there any consequence
[00:12:12.600 --> 00:12:14.500]   of putting even a little money down
[00:12:14.500 --> 00:12:15.500]   towards the down payment,
[00:12:15.500 --> 00:12:17.540]   or should I just try to pay extra on the mortgage
[00:12:17.540 --> 00:12:19.240]   once I start making more money?
[00:12:19.240 --> 00:12:21.340]   We plan to live in this house for five to seven years
[00:12:21.340 --> 00:12:23.540]   before we would consider a move.
[00:12:23.540 --> 00:12:25.940]   All right, 230K, sounds kinda like a lot.
[00:12:25.940 --> 00:12:28.140]   John, do a chart on here of student loan debt.
[00:12:28.140 --> 00:12:29.740]   I'm gonna bust some myths here.
[00:12:29.740 --> 00:12:32.380]   This is from the Brookings Institute.
[00:12:32.380 --> 00:12:35.460]   2% of all borrowers owe $200,000 or more,
[00:12:35.460 --> 00:12:38.940]   but they make up 14% of the balance of all student loans.
[00:12:38.940 --> 00:12:42.820]   Now, if you go to 100K, 6% of borrowers owe 100K or more,
[00:12:42.820 --> 00:12:44.620]   but that makes up 1/3 of the entire debt load.
[00:12:44.620 --> 00:12:46.260]   So obviously, student loans are not,
[00:12:46.260 --> 00:12:48.220]   like, it is an issue,
[00:12:48.220 --> 00:12:50.700]   but you see these stories about people who went into debt
[00:12:50.700 --> 00:12:52.420]   and owe six figures,
[00:12:52.420 --> 00:12:54.220]   and maybe they got, like, a philosophy degree
[00:12:54.220 --> 00:12:55.380]   that they can't do anything with.
[00:12:55.380 --> 00:12:58.700]   Most of those people went to med school or law school
[00:12:58.700 --> 00:12:59.820]   or getting their master's,
[00:12:59.820 --> 00:13:01.500]   and if you were a person who didn't
[00:13:01.500 --> 00:13:02.500]   and you got that much debt,
[00:13:02.500 --> 00:13:04.940]   then you got some really bad advice, unfortunately.
[00:13:04.940 --> 00:13:07.580]   - Or they got an MFA that they really didn't need.
[00:13:07.580 --> 00:13:10.140]   - There you go, yeah, something you didn't need.
[00:13:10.140 --> 00:13:12.400]   So, obviously, sounds like a lot of money,
[00:13:12.400 --> 00:13:14.780]   but for a doctor, considering the high income potential,
[00:13:14.780 --> 00:13:16.700]   like, you're coming out of residency,
[00:13:16.700 --> 00:13:18.500]   this is a good investment.
[00:13:18.500 --> 00:13:19.820]   It sounds like you're not gonna be paying it anyway, right?
[00:13:19.820 --> 00:13:20.660]   So what do you say, Duncan?
[00:13:20.660 --> 00:13:22.900]   Public service loan forgiveness?
[00:13:22.900 --> 00:13:24.500]   - Oh, yeah. - This is basically,
[00:13:24.500 --> 00:13:26.940]   the idea is if you work for some sort of non-profit
[00:13:26.940 --> 00:13:29.300]   or the government has to kind of sign off on the place
[00:13:29.300 --> 00:13:32.660]   you work, you make 120 consecutive payments,
[00:13:32.660 --> 00:13:34.100]   and then your student loans will be forgiven.
[00:13:34.100 --> 00:13:37.940]   So that's not a bad deal for that high of a debt load.
[00:13:37.940 --> 00:13:40.700]   So that sounds like you've got that figured out,
[00:13:40.700 --> 00:13:43.340]   so you're willing to do non-profit work.
[00:13:43.340 --> 00:13:44.940]   Physician loan, also not a bad deal.
[00:13:44.940 --> 00:13:46.140]   So the way this works, Duncan,
[00:13:46.140 --> 00:13:48.020]   is banks know doctors will have a high income,
[00:13:48.020 --> 00:13:49.220]   but coming out of residency,
[00:13:49.220 --> 00:13:51.420]   they not a high amount of saved money
[00:13:51.420 --> 00:13:53.400]   because they were in residency and not earning very much,
[00:13:53.400 --> 00:13:54.900]   and they have huge debt loads.
[00:13:54.900 --> 00:13:57.780]   So banks know that this is probably money good,
[00:13:57.780 --> 00:14:00.500]   and they're willing to offer this low down payment
