
[00:00:00.000 --> 00:00:04.000]   (music)
[00:09:56.000 --> 00:10:00.000]   just their ultimate self-determination—or
[00:10:00.000 --> 00:10:04.000]   they are praying for a less-than-effective
[00:10:04.000 --> 00:10:08.000]   how should we say it, a non-successful
[00:10:08.000 --> 00:10:12.000]   influence, some kind of nudging, but don't take
[00:10:12.000 --> 00:10:16.000]   over, God. Don't be decisive. Don't be sovereign.
[00:10:16.000 --> 00:10:20.000]   Just do some wooing, but don't be
[00:10:20.000 --> 00:10:24.000]   effective, which of course is not
[00:10:24.000 --> 00:10:28.000]   praying for their conversion. So, they
[00:10:28.000 --> 00:10:32.000]   must either give up these prayers, these
[00:10:32.000 --> 00:10:36.000]   people who pray that way. They must give up praying that
[00:10:36.000 --> 00:10:40.000]   God would convert people or give up ultimate human
[00:10:40.000 --> 00:10:44.000]   self-determination or go on acting inconsistently,
[00:10:44.000 --> 00:10:48.000]   which millions do praise God. Many people pray
[00:10:48.000 --> 00:10:52.000]   way better than they believe. Prayer is a
[00:10:52.000 --> 00:10:56.000]   spectacular gift. No one believed more firmly
[00:10:56.000 --> 00:11:00.000]   than Paul that humans do not have the final say
[00:11:00.000 --> 00:11:04.000]   in their conversion. We don't. God does. It is
[00:11:04.000 --> 00:11:08.000]   all of grace, sovereign grace. He said in Romans 9:16,
[00:11:08.000 --> 00:11:12.000]   "It depends not on human will or exertion,
[00:11:12.000 --> 00:11:16.000]   but on God who has mercy." Nevertheless,
[00:11:16.000 --> 00:11:20.000]   probably no one prayed with
[00:11:20.000 --> 00:11:24.000]   more tears and more urgency than Paul
[00:11:24.000 --> 00:11:28.000]   for the conversion of sinners.
[00:11:28.000 --> 00:11:32.000]   "I have great sorrow and unceasing
[00:11:32.000 --> 00:11:36.000]   anguish in my heart," he said, "for the sake of my
[00:11:36.000 --> 00:11:40.000]   brothers, my kinsmen, according to the flesh. My heart's desire
[00:11:40.000 --> 00:11:44.000]   and prayer to God for them is that they may
[00:11:44.000 --> 00:11:48.000]   be saved." That was Romans 9,
[00:11:48.000 --> 00:11:52.000]   2, and 10, 1.
[00:11:52.000 --> 00:11:56.000]   He prayed this way because he knew
[00:11:56.000 --> 00:12:00.000]   that the new birth is not a mere decision
[00:12:00.000 --> 00:12:04.000]   of humans, but a miracle from God.
[00:12:04.000 --> 00:12:08.000]   "With man this is impossible," Jesus
[00:12:08.000 --> 00:12:12.000]   said, "but with God all things are possible," Matthew 19,
[00:12:12.000 --> 00:12:16.000]   26. So my conclusion is
[00:12:16.000 --> 00:12:20.000]   the all-embracing providence of God does not make
[00:12:20.000 --> 00:12:24.000]   prayer a problem. It makes prayer powerful.
[00:12:24.000 --> 00:12:28.000]   It makes prayer the wonderful gift
[00:12:28.000 --> 00:12:32.000]   that it is. Oh, let us be
[00:12:32.000 --> 00:12:35.000]   a praying people.
[00:12:35.000 --> 00:12:39.000]   Amen. What a great call. God's providence gives us the confidence that God
[00:12:39.000 --> 00:12:43.000]   has the right and the power to answer prayer.
[00:12:43.000 --> 00:12:47.000]   That is so, so relevant and so important. Thank you for listening to the podcast.
[00:12:47.000 --> 00:12:51.000]   On this podcast, we normally answer questions, and you can send us your own
[00:12:51.000 --> 00:12:55.000]   question, or you can search and browse all of our 1,600 past episodes,
[00:12:55.000 --> 00:13:01.000]   or you can subscribe to the podcast. You can do all that at DesiringGod.org/AskPastorJohn.
[00:13:01.000 --> 00:13:05.000]   We are going to end the week with one of the most perplexing
[00:13:05.000 --> 00:13:09.000]   questions in all of the Bible. If he knew, if he knew that he
[00:13:09.000 --> 00:13:13.000]   would betray him in the end, why did Jesus choose
[00:13:13.000 --> 00:13:17.000]   Judas as a disciple to begin with?
[00:13:17.000 --> 00:13:21.000]   It's a great question. We get it all the time. We're finally going to address it. I'm your host, Tony
[00:13:21.000 --> 00:13:25.000]   Rehnke, and we'll see you back here on Friday for that.
[00:13:25.000 --> 00:13:29.000]   [end]
[00:13:29.000 --> 00:13:39.000]   [BLANK_AUDIO]

