
[00:00:00.040 --> 00:00:09.760]   candies...
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:26.520]   The Law and in its wake all the collective forces of the nation
[00:05:26.520 --> 00:05:56.540]   The Law and in its wake all the collective forces of the nation
[00:05:56.540 --> 00:05:56.540]   The Law and in its wake all the collective forces of the nation
[00:05:56.540 --> 00:05:56.540]   The Law and in its wake all the collective forces of the nation
[00:05:56.540 --> 00:05:56.540]   The Law and in its wake all the collective forces of the nation
[00:05:56.540 --> 00:05:56.540]   The Law and in its wake all the collective forces of the nation
[00:05:56.540 --> 00:05:56.540]   The Law and in its wake all the collective forces of the nation
[00:05:56.540 --> 00:05:56.540]   The Law and in its wake all the collective forces of the nation
[00:05:56.540 --> 00:05:56.540]   The Law and in its wake all the collective forces of the nation
[00:05:56.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:26.560]   The Law and in its wake all the collective forces of the nation
[00:06:26.560 --> 00:06:56.580]   The Law and in its wake all the collective forces of the nation
[00:06:56.580 --> 00:06:56.580]   The Law and in its wake all the collective forces of the nation
[00:06:56.580 --> 00:06:56.580]   The Law and in its wake all the collective forces of the nation
[00:06:56.580 --> 00:06:56.580]   The Law and in its wake all the collective forces of the nation
[00:06:56.580 --> 00:06:56.580]   The Law and in its wake all the collective forces of the nation
[00:06:56.580 --> 00:06:56.580]   The Law and in its wake all the collective forces of the nation
[00:06:56.580 --> 00:06:56.580]   The Law and in its wake all the collective forces of the nation
[00:06:56.580 --> 00:06:56.580]   The Law and in its wake all the collective forces of the nation
[00:06:56.580 --> 00:06:56.580]   The Law and in its wake all the collective forces of the nation
[00:06:56.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:26.600]   The Law and in its wake all the collective forces of the nation
[00:07:26.600 --> 00:07:56.620]   The Law and in its wake all the collective forces of the nation
[00:07:56.620 --> 00:07:56.620]   The Law and in its wake all the collective forces of the nation
[00:07:56.620 --> 00:07:56.620]   The Law and in its wake all the collective forces of the nation
[00:07:56.620 --> 00:07:56.620]   The Law and in its wake all the collective forces of the nation
[00:07:56.620 --> 00:07:56.620]   The Law and in its wake all the collective forces of the nation
[00:07:56.620 --> 00:07:56.620]   The Law and in its wake all the collective forces of the nation
[00:07:56.620 --> 00:07:56.620]   The Law and in its wake all the collective forces of the nation
[00:07:56.620 --> 00:07:56.620]   The Law and in its wake all the collective forces of the nation
[00:07:56.620 --> 00:07:56.620]   The Law and in its wake all the collective forces of the nation
[00:07:56.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:26.640]   The Law and in its wake all the collective forces of the nation
[00:08:26.640 --> 00:08:56.660]   The Law and in its wake all the collective forces of the nation
[00:08:56.660 --> 00:08:56.660]   The Law and in its wake all the collective forces of the nation
[00:08:56.660 --> 00:08:56.660]   The Law and in its wake all the collective forces of the nation
[00:08:56.660 --> 00:08:56.660]   The Law and in its wake all the collective forces of the nation
[00:08:56.660 --> 00:08:56.660]   The Law and in its wake all the collective forces of the nation
[00:08:56.660 --> 00:08:56.660]   The Law and in its wake all the collective forces of the nation
[00:08:56.660 --> 00:08:56.660]   The Law and in its wake all the collective forces of the nation
[00:08:56.660 --> 00:08:56.660]   The Law and in its wake all the collective forces of the nation
[00:08:56.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:26.680]   The Law and in its wake all the collective forces of the nation
[00:09:26.680 --> 00:09:56.700]   The Law and in its wake all the collective forces of the nation
[00:09:56.700 --> 00:09:56.700]   The Law and in its wake all the collective forces of the nation
[00:09:56.700 --> 00:09:56.700]   The Law and in its wake all the collective forces of the nation
[00:09:56.700 --> 00:09:56.700]   The Law and in its wake all the collective forces of the nation
[00:09:56.700 --> 00:09:56.700]   The Law and in its wake all the collective forces of the nation
[00:09:56.700 --> 00:09:56.700]   The Law and in its wake all the collective forces of the nation
[00:09:56.700 --> 00:09:56.700]   The Law and in its wake all the collective forces of the nation
[00:09:56.700 --> 00:09:56.700]   The Law and in its wake all the collective forces of the nation
[00:09:56.700 --> 00:09:56.700]   The Law and in its wake all the collective forces of the nation
[00:09:56.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:26.720]   The Law and in its wake all the collective forces of the nation
[00:10:26.720 --> 00:10:56.740]   The Law and in its wake all the collective forces of the nation
[00:10:56.740 --> 00:10:56.740]   The Law and in its wake all the collective forces of the nation
[00:10:56.740 --> 00:10:56.740]   The Law and in its wake all the collective forces of the nation
[00:10:56.740 --> 00:10:56.740]   The Law and in its wake all the collective forces of the nation
[00:10:56.740 --> 00:10:56.740]   The Law and in its wake all the collective forces of the nation
[00:10:56.740 --> 00:10:56.740]   The Law and in its wake all the collective forces of the nation
[00:10:56.740 --> 00:10:56.740]   The Law and in its wake all the collective forces of the nation
[00:10:56.740 --> 00:10:56.740]   The Law and in its wake all the collective forces of the nation
[00:10:56.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:26.760]   The Law and in its wake all the collective forces of the nation
[00:11:26.760 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.780 --> 00:11:56.780]   The Law and in its wake all the collective forces of the nation
[00:11:56.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:26.800]   The Law and in its wake all the collective forces of the nation
[00:12:26.800 --> 00:12:56.820]   The Law and in its wake all the collective forces of the nation
[00:12:56.820 --> 00:12:56.820]   The Law and in its wake all the collective forces of the nation
[00:12:56.820 --> 00:12:56.820]   The Law and in its wake all the collective forces of the nation
[00:12:56.820 --> 00:12:56.820]   The Law and in its wake all the collective forces of the nation
[00:12:56.820 --> 00:12:56.820]   The Law and in its wake all the collective forces of the nation
[00:12:56.820 --> 00:12:56.820]   The Law and in its wake all the collective forces of the nation
[00:12:56.820 --> 00:12:56.820]   The Law and in its wake all the collective forces of the nation
[00:12:56.820 --> 00:12:56.820]   The Law and in its wake all the collective forces of the nation
[00:12:56.820 --> 00:12:56.820]   The Law and in its wake all the collective forces of the nation
[00:12:56.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:26.840]   The Law and in its wake all the collective forces of the nation
[00:13:26.840 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.860 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.860 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.860 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.860 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.860 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.860 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.860 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.860 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.860 --> 00:13:56.860]   The Law and in its wake all the collective forces of the nation
[00:13:56.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:26.880]   The Law and in its wake all the collective forces of the nation
[00:14:26.880 --> 00:14:56.900]   The Law and in its wake all the collective forces of the nation
[00:14:56.900 --> 00:14:56.900]   The Law and in its wake all the collective forces of the nation
[00:14:56.900 --> 00:14:56.900]   The Law and in its wake all the collective forces of the nation
[00:14:56.900 --> 00:14:56.900]   The Law and in its wake all the collective forces of the nation
[00:14:56.900 --> 00:14:56.900]   The Law and in its wake all the collective forces of the nation
[00:14:56.900 --> 00:14:56.900]   The Law and in its wake all the collective forces of the nation
[00:14:56.900 --> 00:14:56.900]   The Law and in its wake all the collective forces of the nation
[00:14:56.900 --> 00:14:56.900]   The Law and in its wake all the collective forces of the nation
[00:14:56.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:26.920]   The Law and in its wake all the collective forces of the nation
[00:15:26.920 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.940 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.940 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.940 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.940 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.940 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.940 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.940 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.940 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.940 --> 00:15:56.940]   The Law and in its wake all the collective forces of the nation
[00:15:56.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
