
[00:00:00.000 --> 00:00:06.160]   Welcome back everyone.
[00:03:00.660 --> 00:03:03.500]   the teacher's output even if it contains
[00:03:03.500 --> 00:03:08.020]   some mistakes because that ultimately helps with generalization.
[00:03:08.020 --> 00:03:10.320]   Going one layer deeper,
[00:03:10.320 --> 00:03:13.600]   we could train the student to have similar output behavior as
[00:03:13.600 --> 00:03:17.560]   the teacher at the level of the full vector of output scores.
[00:03:17.560 --> 00:03:19.360]   This is in fact the centerpiece of one of
[00:03:19.360 --> 00:03:23.460]   the most famous distillation papers Hinton et al 2015.
[00:03:23.460 --> 00:03:26.920]   It's a little bit more heavy duty than just the output labels
[00:03:26.920 --> 00:03:29.800]   because we do require those entire score vectors,
[00:03:29.800 --> 00:03:34.620]   but it's still a purely behavioral distillation objective.
[00:03:34.620 --> 00:03:38.680]   Going one layer deeper in the famous Distilbert paper,
[00:03:38.680 --> 00:03:40.760]   Son et al 2019,
[00:03:40.760 --> 00:03:44.120]   in addition to having components that are like 1 and 2,
[00:03:44.120 --> 00:03:48.500]   their distillation objective also has a cosine loss component.
[00:03:48.500 --> 00:03:51.040]   Here what we're trying to do is have the teacher and
[00:03:51.040 --> 00:03:56.000]   student output states in the transformer sense be very similar to each other.
[00:03:56.000 --> 00:04:01.100]   This requires much more access to the teacher at distillation time because we need
[00:04:01.100 --> 00:04:04.880]   to do forward inference on the teacher for each example that we train
[00:04:04.880 --> 00:04:08.120]   the student on to get those output states and
[00:04:08.120 --> 00:04:12.520]   then apply the cosine loss and update the student.
[00:04:12.520 --> 00:04:16.740]   You could also think about tying other teacher and student states,
[00:04:16.740 --> 00:04:19.040]   other hidden states and maybe most prominently
[00:04:19.040 --> 00:04:21.640]   the embedding layers for the teacher and student model.
[00:04:21.640 --> 00:04:25.440]   Again, with an intuition that the models will be more alike and the student,
[00:04:25.440 --> 00:04:30.760]   therefore, more powerful if its internal representations mimic those of the teacher.
[00:04:30.760 --> 00:04:32.960]   Then maybe even more heavy duty,
[00:04:32.960 --> 00:04:34.720]   this is work that I was involved with,
[00:04:34.720 --> 00:04:40.040]   we now train the student to mimic the counterfactual behavior of the teacher under
[00:04:40.040 --> 00:04:44.480]   interventions that is instances in which we actually change the internal state of
[00:04:44.480 --> 00:04:47.680]   the teacher and do the same corresponding thing to
[00:04:47.680 --> 00:04:51.880]   the student and ensure that the two have matching input-output behavior.
[00:04:51.880 --> 00:04:55.720]   That's a more thorough exploration of the input-output behavior,
[00:04:55.720 --> 00:04:59.600]   putting the model into counterfactual states with the hope that it will
[00:04:59.600 --> 00:05:03.600]   lead the models to have very similar causal internal structure.
[00:05:03.600 --> 00:05:06.040]   For 3, 4, and 5,
[00:05:06.040 --> 00:05:08.640]   this is very heavy duty in the sense that we do require
[00:05:08.640 --> 00:05:11.400]   full access to the teacher at distillation time.
[00:05:11.400 --> 00:05:13.140]   But in all of these cases,
[00:05:13.140 --> 00:05:16.000]   I'm presuming that the teacher is a frozen artifact,
[00:05:16.000 --> 00:05:19.160]   and all you have to do is forward inference.
[00:05:19.160 --> 00:05:21.560]   There's another dimension to
[00:05:21.560 --> 00:05:24.200]   these distillation objectives that is worth thinking about.
[00:05:24.200 --> 00:05:27.120]   Again, these can be combined with each other
[00:05:27.120 --> 00:05:30.160]   and with the different modes that I just described.
[00:05:30.160 --> 00:05:33.760]   In standard distillation, the teacher is frozen,
[00:05:33.760 --> 00:05:34.840]   as I said before,
[00:05:34.840 --> 00:05:38.080]   and only the student parameters are updated.
[00:05:38.080 --> 00:05:41.280]   We could also think about multi-teacher distillation.
[00:05:41.280 --> 00:05:43.160]   In this case, we have multiple teachers,
[00:05:43.160 --> 00:05:44.700]   maybe with different capabilities,
[00:05:44.700 --> 00:05:49.620]   and we simultaneously try to distill them all down into a single student that can
[00:05:49.620 --> 00:05:54.320]   presumably perform multiple tasks coming from those teachers.
[00:05:54.320 --> 00:05:57.880]   Code distillation is really interestingly different to think about.
[00:05:57.880 --> 00:06:01.800]   In this case, the student and the teacher are trained jointly.
[00:06:01.800 --> 00:06:04.920]   This is sometimes also called online distillation.
[00:06:04.920 --> 00:06:07.760]   This is very heavy duty in the sense that you're training both of
[00:06:07.760 --> 00:06:12.520]   these artifacts simultaneously and it's hard to think about.
[00:06:12.520 --> 00:06:15.240]   Self-distillation is even harder to think about.
[00:06:15.240 --> 00:06:19.640]   In this case, the distillation objective includes terms that seek to make
[00:06:19.640 --> 00:06:25.240]   some model components align with others from the same model.
[00:06:25.240 --> 00:06:28.320]   In terms of performance,
[00:06:28.320 --> 00:06:29.840]   this is the name of the game.
[00:06:29.840 --> 00:06:30.840]   As I said before,
[00:06:30.840 --> 00:06:33.120]   we are seeking artifacts that are more efficient,
[00:06:33.120 --> 00:06:35.120]   but nonetheless still performant.
[00:06:35.120 --> 00:06:39.280]   I thought I would wrap up this short screencast by just summarizing what we
[00:06:39.280 --> 00:06:44.000]   know for the specific case of natural language understanding focused on glue.
[00:06:44.000 --> 00:06:45.440]   Based on the evidence,
[00:06:45.440 --> 00:06:47.880]   I think it's fair to say that we can distill
[00:06:47.880 --> 00:06:52.960]   BERT models down into much smaller models that are still highly performant.
[00:06:52.960 --> 00:06:56.400]   A lot of this research has used the glue benchmark to track
[00:06:56.400 --> 00:06:59.340]   this and it's all converging on the same insight.
[00:06:59.340 --> 00:07:01.300]   In the famous distill BERT paper,
[00:07:01.300 --> 00:07:04.960]   they took BERT base and distilled it down into six layers
[00:07:04.960 --> 00:07:08.880]   with 97 percent of the glue performance retained.
[00:07:08.880 --> 00:07:10.940]   Sun et al did something similar.
[00:07:10.940 --> 00:07:14.380]   They tried BERT based on into three layer and six layer,
[00:07:14.380 --> 00:07:18.940]   and also saw that they could maintain outstanding performance on glue.
[00:07:18.940 --> 00:07:23.460]   Similarly, Jow et al 2020 distilled BERT base into four layers,
[00:07:23.460 --> 00:07:26.680]   and again saw very strong results on glue.
[00:07:26.680 --> 00:07:31.180]   This set of results here is noteworthy because it's converging on the same lesson.
[00:07:31.180 --> 00:07:34.500]   We can make BERT much smaller by distilling down into
[00:07:34.500 --> 00:07:39.180]   a much smaller student that still does well on benchmarks like glue.
[00:07:39.180 --> 00:07:41.500]   That should be inspiring in terms of thinking about
[00:07:41.500 --> 00:07:46.960]   distillation as a powerful tool in your toolkit for taking very large and maybe
[00:07:46.960 --> 00:07:50.060]   expensive teachers and turning them into things that might
[00:07:50.060 --> 00:07:54.380]   have more practical utility out in the world.
[00:07:54.380 --> 00:08:04.380]   [BLANK_AUDIO]

