
[00:00:00.040 --> 00:00:10.460]   never
[00:03:17.020 --> 00:03:17.020]   I'm going to give you a little bit of information about that.
[00:03:17.020 --> 00:03:17.020]   I'm going to give you a little bit of information about that.
[00:03:17.020 --> 00:03:47.040]   I'm going to give you a little bit of information about that.
[00:03:47.040 --> 00:03:47.040]   I'm going to give you a little bit of information about that.
[00:03:47.040 --> 00:03:47.040]   I'm going to give you a little bit of information about that.
[00:03:47.040 --> 00:03:47.040]   I'm going to give you a little bit of information about that.
[00:03:47.040 --> 00:03:47.040]   I'm going to give you a little bit of information about that.
[00:03:47.040 --> 00:03:47.040]   I'm going to give you a little bit of information about that.
[00:03:47.040 --> 00:03:47.040]   I'm going to give you a little bit of information about that.
[00:03:47.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.060 --> 00:04:17.060]   I'm going to give you a little bit of information about that.
[00:04:17.080 --> 00:04:47.080]   I'm going to give you a little bit of information about that.
[00:04:47.080 --> 00:04:47.080]   I'm going to give you a little bit of information about that.
[00:04:47.080 --> 00:04:47.080]   I'm going to give you a little bit of information about that.
[00:04:47.080 --> 00:04:47.080]   I'm going to give you a little bit of information about that.
[00:04:47.080 --> 00:04:47.080]   I'm going to give you a little bit of information about that.
[00:04:47.080 --> 00:04:47.080]   I'm going to give you a little bit of information about that.
[00:04:47.080 --> 00:04:47.080]   I'm going to give you a little bit of information about that.
[00:04:47.080 --> 00:04:47.080]   I'm going to give you a little bit of information about that.
[00:04:47.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.100 --> 00:05:17.100]   I'm going to give you a little bit of information about that.
[00:05:17.120 --> 00:05:47.120]  ,
[00:05:47.120 --> 00:05:47.120]   I'm going to give you a little bit of information about that.
[00:05:47.120 --> 00:05:47.120]   I'm going to give you a little bit of information about that.
[00:05:47.120 --> 00:05:47.120]   I'm going to give you a little bit of information about that.
[00:05:47.120 --> 00:05:47.120]   I'm going to give you a little bit of information about that.
[00:05:47.120 --> 00:05:47.120]   I'm going to give you a little bit of information about that.
[00:05:47.120 --> 00:05:47.120]   I'm going to give you a little bit of information about that.
[00:05:47.120 --> 00:05:47.120]   I'm going to give you a little bit of information about that.
[00:05:47.120 --> 00:05:47.120]   I'm going to give you a little bit of information about that.
[00:05:47.120 --> 00:05:47.120]   I'm going to give you a little bit of information about that.
[00:05:47.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.140 --> 00:06:17.140]   I'm going to give you a little bit of information about that.
[00:06:17.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.160 --> 00:06:47.160]   I'm going to give you a little bit of information about that.
[00:06:47.200 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.180 --> 00:07:17.180]   I'm going to give you a little bit of information about that.
[00:07:17.220 --> 00:07:45.520]   돌�, continue,
[00:07:47.240 --> 00:07:58.040]   as
[00:07:58.040 --> 00:08:01.020]   memories, to make try
[00:08:43.480 --> 00:08:45.360]   and to make try.
[00:09:13.640 --> 00:09:15.380]   and to make try.
[00:09:15.380 --> 00:09:15.380]   is the frequency of risk low or is the frequency of risk high? And then we can build on the other quadrant of our XY graph. We can discuss whether or not we're going to be able to do this.
[00:09:15.380 --> 00:09:15.380]  --
[00:09:15.420 --> 00:09:25.160]   en
[00:09:25.160 --> 00:09:27.400]   Mam But H isn for see which
[00:10:30.560 --> 00:10:30.560]   It's a great question.
[00:10:30.560 --> 00:10:30.560]   It's a great question.
[00:10:30.560 --> 00:10:30.620]   It's a great question.
[00:10:30.620 --> 00:10:30.660]   It's a great question.
[00:10:30.660 --> 00:10:30.720]   It's a great question.
[00:10:30.720 --> 00:10:30.780]   It's a great question.
[00:10:30.780 --> 00:10:30.880]   It's a great question.
[00:10:30.880 --> 00:10:31.180]   It's a great question.
[00:10:31.180 --> 00:10:31.240]   It's a great question.
[00:10:31.240 --> 00:10:31.280]   It's a great question.
[00:10:31.280 --> 00:10:31.360]   It's a great question.
[00:10:31.360 --> 00:10:31.420]   It's a great question.
[00:10:31.420 --> 00:10:31.480]   It's a great question.
[00:10:31.480 --> 00:10:31.520]   It's a great question.
[00:10:31.520 --> 00:10:31.600]   It's a great question.
[00:10:31.600 --> 00:10:31.680]   It's a great question.
[00:10:31.680 --> 00:10:31.760]   It's a great question.
[00:10:31.760 --> 00:10:31.920]   It's a great question.
[00:10:31.920 --> 00:10:32.040]   It's a great question.
[00:10:32.140 --> 00:10:42.020]   pasó never
[00:10:42.020 --> 00:11:01.140]  ああ as inФ Oftentimes blame only in, and, and, 모, wh,--,.,.,..,
[00:11:59.320 --> 00:12:02.320]   cooperate
[00:12:02.320 --> 00:12:10.440]   dove觀眾 cả
[00:12:10.440 --> 00:12:13.380]  這樣 ste go. I have a relationship. I'm working. I'm working. I'm not parts. I's, contact, kl, человек, работу, fiscal, wake, as,GB,Z, Chang,That, mutual,S,P.ær,I,G,D,G, 1997,
[00:12:13.380 --> 00:12:18.480]   Kart, visit,
[00:12:18.480 --> 00:12:25.380]   and it is aasti, Sh thank, head, machine, nen die earn magic, raise,rires is at the real or community which is the in the Master three and Ring the viction. And you're E 12
[00:12:25.380 --> 00:12:27.380]   Moon like the ge rzeczy� and I'm this is a
[00:12:27.420 --> 00:12:38.560]   all
[00:12:38.560 --> 00:12:56.980]  aff, vehicle,,,,,, awkward cannot Mustafa ce shouldn guess. And. اس. cleared the…s, thankful, cakes, milk, change, 對不對,管, направ, b, but, see, get,實,ungen, tough, 청, discuss, di, coun't, given, held, 2022 읽,anyak, authorization, CT, sham, did� I couldn't missed,Americ pole .PM, Lb --the --But -- движ --I -- woke --D -- acht --G --ild --S --ob -- --� --S --� -- watched - -- ten -- couldn -- Rever -- -- -- -- in --- -- Nej --� -- good -- a -- contain the -- here -- is a --دي I'm - en - training - lleg -- the for a - Hyun與 " ' G find "視 is always-- or je -- relinflit-- ear -- nhânologists I'm - Nik bowl - Guru's in a wine— bed cannot Enrows pare - rails 내려
[00:12:57.020 --> 00:13:22.680]   those that those employees expose you to. And so in your situation, you've minimized your, your liability exposure. So then we go down to specific areas of, of liability. When I was a licensed financial advisor back in the day, we always carried errors and emissions insurance because the specific professional liability that I was exposed to was if I give a recommendation and I make an error or I make an error, I'm going to get a
[00:13:26.660 --> 00:13:38.000]   09
[00:13:38.000 --> 00:13:38.240]   at,,, teach learn. Qu Gods 때�
[00:14:53.320 --> 00:14:53.320]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited. And it's especially just simply limited based upon some of the legal doctrines involved in that space. So I think it's important to consider that.
[00:14:53.320 --> 00:14:53.320]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited. And it's especially just simply limited based upon some of the legal doctrines involved in that space. So I think it's important to consider that.
[00:14:53.320 --> 00:14:53.320]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited. And it's especially just simply limited based upon some of the legal doctrines involved in that space. So I think it's important to consider that.
[00:15:22.240 --> 00:15:52.240]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited based upon some of the legal doctrines involved in that space. So I think it's important to consider that.
[00:15:52.280 --> 00:16:22.260]  ,
[00:16:22.260 --> 00:16:22.260]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited based upon some of the legal doctrines involved in that space. So I think it's important to consider that.
[00:16:22.260 --> 00:16:22.260]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited based upon some of the legal doctrines involved in that space.
[00:16:22.260 --> 00:16:22.260]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited based upon some of the legal doctrines involved in that space.
[00:16:22.300 --> 00:16:52.280]  ,
[00:16:52.280 --> 00:16:52.280]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited based upon some of the legal doctrines involved in that space.
[00:16:52.280 --> 00:16:52.280]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited based upon some of the legal doctrines involved in that space.
[00:16:52.300 --> 00:17:22.300]   It's not that your advice is not unimportant or that somehow they couldn't suffer loss, but I think your liability is much more limited based upon some of the legal doctrines involved in that space.
[00:17:22.300 --> 00:17:22.300]   So I think your advice is not that your advice is not unimportant or that somehow they couldn't suffer loss,
[00:17:22.300 --> 00:17:22.300]   You're operating under a business infrastructure.
[00:17:22.300 --> 00:17:22.300]   You're operating under a business through a limited liability company.
[00:17:22.300 --> 00:17:22.300]   That company has to stand good for any claims against that company.
[00:17:22.340 --> 00:17:52.320]  ,
[00:17:52.320 --> 00:17:52.320]   and in theory,
[00:17:52.320 --> 00:17:52.320]   if the limited liability company operates as it should,
[00:17:52.320 --> 00:17:52.320]   in theory,
[00:17:52.320 --> 00:17:52.320]   then it should protect your personal affairs and your personal assets from the operations of the company.
[00:17:52.320 --> 00:17:52.320]   And as long as you don't have personal liability in your conduct in some way,
[00:17:52.320 --> 00:17:52.320]   then that's not a good thing.
[00:17:52.320 --> 00:17:52.320]   So I think your advice is not that your advice is not that your advice is not limited based upon some of the legal doctrines involved in that space.
[00:17:52.320 --> 00:18:22.340]  , and that should protect some of your other assets.
[00:18:22.340 --> 00:18:22.340]   Now here's where it gets tricky.
[00:18:22.360 --> 00:18:28.600]   that you're very careful about maintaining a clear wall of separation
[00:18:28.600 --> 00:18:33.500]   between the business of the company and you as an individual.
[00:18:33.500 --> 00:18:37.080]   And this is where a lot of people really do break down,
[00:18:37.080 --> 00:18:39.940]   especially with a small, closely held company
[00:18:39.940 --> 00:18:44.320]   where you're the only person operating in that company.
[00:18:44.320 --> 00:18:52.360]   It can be a real danger here for you to be too closely associated with that company.
[00:18:52.380 --> 00:19:22.380]  ,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.380 --> 00:19:22.380]   and that's where a lot of people really do break down,
[00:19:22.400 --> 00:19:52.400]   I think that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   I think that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   I think that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   I think that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:19:52.400]   and that's where a lot of people really do break down,
[00:19:52.400 --> 00:20:22.420]   and that's where a lot of people really do break down,
[00:20:22.420 --> 00:20:22.420]   and that's where a lot of people really do break down,
[00:20:22.420 --> 00:20:22.420]   and that's where a lot of people really do break down,
[00:20:22.420 --> 00:20:22.420]   and that's where a lot of people really do break down,
[00:20:22.420 --> 00:20:22.420]   and that's where a lot of people really do break down,
[00:20:22.420 --> 00:20:22.420]   and that's where a lot of people really do break down,
[00:20:22.420 --> 00:20:22.420]   and that's where a lot of people really do break down,
[00:20:22.420 --> 00:20:22.420]   and that's where a lot of people really do break down,
[00:20:22.420 --> 00:20:22.420]   and that's where a lot of people really do break down,
[00:20:22.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:20:52.440]   and that's where a lot of people really do break down,
[00:20:52.440 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.460 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.460 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.460 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.460 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.460 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.460 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.460 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.460 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.460 --> 00:21:22.460]   and that's where a lot of people really do break down,
[00:21:22.480 --> 00:21:52.480]   I think that if you were talking with an asset protection attorney,
[00:21:52.480 --> 00:21:52.480]   and that attorney were giving you advice,
[00:21:52.480 --> 00:21:52.480]   what that attorney would like to see is that attorney would like to see
[00:21:52.480 --> 00:21:52.480]   some intermediary that is not a single member LLC between you and the company.
[00:21:52.480 --> 00:21:52.480]   Is that worth it in your situation?
[00:21:52.480 --> 00:21:52.480]   I have no idea,
[00:21:52.480 --> 00:21:52.480]   but we're just kind of going through the theory.
[00:21:52.480 --> 00:21:52.480]   The theory is that if you're going to operate as a single member LLC, it might be smart to go ahead and have another entity own that single member LLC and make sure that there are multiple people involved in that other entity.
[00:21:52.480 --> 00:21:52.480]   So I think that's where a lot of people really do break down,
[00:21:52.480 --> 00:21:52.480]   and that's where a lot of people really do break down,
[00:21:52.480 --> 00:21:52.480]   I think that's where a lot of people really do break down,
[00:21:52.480 --> 00:21:52.480]   I think that's a lot of people who are not going to break down,
[00:21:52.520 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.500 --> 00:22:22.500]   I think that's where a lot of people really do break down,
[00:22:22.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.520 --> 00:22:52.520]   I think that's where a lot of people really do break down,
[00:22:52.560 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.540 --> 00:23:22.540]   I think that's where a lot of people really do break down,
[00:23:22.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.560 --> 00:23:52.560]   I think that's where a lot of people really do break down,
[00:23:52.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.580 --> 00:24:22.580]   I think that's where a lot of people really do break down,
[00:24:22.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.600 --> 00:24:52.600]   I think that's where a lot of people really do break down,
[00:24:52.640 --> 00:25:22.620]  ,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
