
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:01:15.620 --> 00:01:17.040]   from Caltech by 20.
[00:01:17.040 --> 00:01:20.340]   Wolfram's early scientific work
[00:01:20.340 --> 00:01:21.780]   was mainly in high energy physics,
[00:01:21.780 --> 00:01:24.700]   quantum field theory, cosmology, and complexity,
[00:01:24.700 --> 00:01:26.660]   discovering a number of fundamental connections
[00:01:26.660 --> 00:01:29.380]   between computation and nature,
[00:01:29.380 --> 00:01:32.620]   and inventing such concepts as computational irreducibility,
[00:01:32.620 --> 00:01:34.300]   which we'll talk about today.
[00:01:34.300 --> 00:01:37.300]   Wolfram's work led to a wide range of applications
[00:01:37.300 --> 00:01:39.980]   and provided the main scientific foundation
[00:01:39.980 --> 00:01:42.460]   for such initiatives of complexity theory
[00:01:42.460 --> 00:01:44.220]   and artificial life.
[00:01:44.220 --> 00:01:45.500]   Wolfram used his ideas
[00:01:45.500 --> 00:01:47.740]   to develop a new randomness generation system
[00:01:47.740 --> 00:01:50.100]   and a new approach to computational fluid dynamics,
[00:01:50.100 --> 00:01:52.780]   both of which are now in widespread use.
[00:01:52.780 --> 00:01:54.940]   The release of Wolfram Alpha in May of 2009
[00:01:54.940 --> 00:01:58.340]   was a historic step that has defined a new dimension
[00:01:58.340 --> 00:01:59.940]   for computation and AI,
[00:01:59.940 --> 00:02:02.020]   now relied on by millions of people
[00:02:02.020 --> 00:02:04.100]   to compute answers both directly
[00:02:04.100 --> 00:02:05.580]   and through intelligent assistants,
[00:02:05.580 --> 00:02:08.420]   such as Siri and Alexa and so on, among others.
[00:02:08.420 --> 00:02:11.780]   So, thank you for being here.
[00:02:11.780 --> 00:02:13.020]   - Thanks for having me.
[00:02:13.020 --> 00:02:16.900]   - I worked at the Lawrence Berkeley National Lab
[00:02:16.900 --> 00:02:19.420]   at the Center for Beam Physics for two and a half years,
[00:02:19.420 --> 00:02:20.780]   and it was when I was an undergrad,
[00:02:20.780 --> 00:02:22.860]   and I worked exclusively in Mathematica,
[00:02:22.860 --> 00:02:24.020]   as I shared with you the other night.
[00:02:24.020 --> 00:02:29.020]   So, that's when I first got to know about you and your work.
[00:02:29.020 --> 00:02:33.420]   Who here has seen an interview that Steven's done before,
[00:02:33.420 --> 00:02:34.500]   just to get a sense?
[00:02:34.500 --> 00:02:36.180]   - Okay.
[00:02:36.180 --> 00:02:38.300]   - I wanna try and guide the conversation a little bit.
[00:02:38.300 --> 00:02:41.500]   So, maybe we could start with computers.
[00:02:41.500 --> 00:02:43.980]   - Okay.
[00:02:43.980 --> 00:02:46.020]   - You talk about this concept of
[00:02:48.580 --> 00:02:50.580]   computational irreducibility.
[00:02:50.580 --> 00:02:51.420]   - Yes.
[00:02:51.420 --> 00:02:52.260]   - Maybe you can just,
[00:02:52.260 --> 00:02:54.220]   and I wanna try and connect with a broad audience
[00:02:54.220 --> 00:02:55.060]   in this conversation. - Yeah, yeah, right.
[00:02:55.060 --> 00:02:56.420]   So, what is computation?
[00:02:56.420 --> 00:02:57.460]   - What is computation?
[00:02:57.460 --> 00:03:01.300]   - Okay, so, at the base, computation is about
[00:03:01.300 --> 00:03:05.460]   you specify rules, and then you let those rules,
[00:03:05.460 --> 00:03:08.020]   you figure out what the consequences of those rules are.
[00:03:08.020 --> 00:03:09.140]   Computers are really good at that.
[00:03:09.140 --> 00:03:10.700]   You give a little program,
[00:03:10.700 --> 00:03:13.700]   the computer will run your program, it will generate output.
[00:03:13.700 --> 00:03:17.100]   I would say that the bigger picture of this is
[00:03:17.100 --> 00:03:18.980]   how do you formalize anything?
[00:03:18.980 --> 00:03:21.900]   We can just use words, we can talk vaguely about things.
[00:03:21.900 --> 00:03:23.860]   How do you actually put something down
[00:03:23.860 --> 00:03:26.340]   that is a kind of precise formalism
[00:03:26.340 --> 00:03:27.900]   that lets you work out what will happen?
[00:03:27.900 --> 00:03:30.580]   That's been done in logic, it's been done in mathematics,
[00:03:30.580 --> 00:03:32.820]   it's done in its most general form in computation,
[00:03:32.820 --> 00:03:34.860]   where the rules can be kind of anything
[00:03:34.860 --> 00:03:36.740]   you can specify to a computer.
[00:03:36.740 --> 00:03:39.420]   Then the question is, given that you have the rules,
[00:03:39.420 --> 00:03:40.660]   is that the end of the story?
[00:03:40.660 --> 00:03:41.700]   Once you have the rules,
[00:03:41.700 --> 00:03:44.060]   do you then know everything about what will happen?
[00:03:44.060 --> 00:03:46.180]   Well, that's kind of what one would assume,
[00:03:46.180 --> 00:03:49.220]   that the traditional view of science is
[00:03:49.220 --> 00:03:52.300]   once you work out the equations and so on, then you're done.
[00:03:52.300 --> 00:03:53.940]   Then you can predict everything,
[00:03:53.940 --> 00:03:56.620]   you've done all the hard work.
[00:03:56.620 --> 00:03:58.220]   Turns out this is not true.
[00:03:58.220 --> 00:04:01.420]   Turns out that even with very simple rules,
[00:04:01.420 --> 00:04:02.980]   the consequences of those rules
[00:04:02.980 --> 00:04:05.180]   can be arbitrarily hard to work out.
[00:04:05.180 --> 00:04:08.140]   It's kind of like if you just run the rules step by step,
[00:04:08.140 --> 00:04:10.900]   step by step, it's making some pattern on screen
[00:04:10.900 --> 00:04:14.020]   or whatever else, you can just run all those steps,
[00:04:14.020 --> 00:04:16.220]   see what happens, that's all good.
[00:04:16.220 --> 00:04:17.980]   Then you can ask yourself, can you jump ahead?
[00:04:17.980 --> 00:04:19.900]   Can you say, I know what's going to happen.
[00:04:19.900 --> 00:04:22.820]   I know the answer is going to be 42 or something at the end.
[00:04:22.820 --> 00:04:26.100]   Well, the point is that that isn't in general possible.
[00:04:26.100 --> 00:04:28.620]   That in general, you have to go through all the steps
[00:04:28.620 --> 00:04:30.020]   to work out what will happen.
[00:04:30.020 --> 00:04:32.500]   And that's kind of a fundamental limitation
[00:04:32.500 --> 00:04:34.780]   of kind of the sort of prediction in science.
[00:04:34.780 --> 00:04:37.620]   And it's something people have gotten very used to the idea
[00:04:37.620 --> 00:04:40.980]   that with science, we can predict everything.
[00:04:40.980 --> 00:04:42.340]   But from within science,
[00:04:42.340 --> 00:04:45.220]   we see this whole phenomenon of computational irreducibility.
[00:04:45.220 --> 00:04:47.180]   It's related to things like Godel's theorem,
[00:04:47.180 --> 00:04:49.660]   undecidability, halting problem,
[00:04:49.660 --> 00:04:52.220]   all kinds of other kinds of ideas.
[00:04:52.220 --> 00:04:55.380]   But from within science, we see this fundamental limitation,
[00:04:55.380 --> 00:04:57.860]   this fundamental inability for us
[00:04:57.860 --> 00:04:59.500]   to be able to say what will happen.
[00:04:59.500 --> 00:05:02.700]   - So we can't just skip ahead in a lot of cases.
[00:05:02.700 --> 00:05:07.580]   We can't just create simple heuristics or simple solves
[00:05:07.580 --> 00:05:11.860]   that avoid all of the hard work to simulate something,
[00:05:11.860 --> 00:05:13.180]   to calculate something,
[00:05:13.180 --> 00:05:15.500]   to come up with the computational output
[00:05:15.500 --> 00:05:16.860]   of something we're trying to figure out.
[00:05:16.860 --> 00:05:18.860]   - In a sense, this is a good thing for us
[00:05:18.860 --> 00:05:20.980]   because it's kind of we lead our lives,
[00:05:20.980 --> 00:05:23.660]   time progresses, things happen.
[00:05:23.660 --> 00:05:24.860]   If we could just say,
[00:05:24.860 --> 00:05:27.300]   we don't need to go through all of those steps of time.
[00:05:27.300 --> 00:05:31.060]   We could just say, and the end, it will be 37 or something.
[00:05:31.060 --> 00:05:33.860]   That would be a bad feature for us feeling
[00:05:33.860 --> 00:05:37.140]   that it was worthwhile to sort of lead our lives
[00:05:37.140 --> 00:05:38.620]   and see time progress.
[00:05:38.620 --> 00:05:41.380]   It will be a kind of, you don't really need time to progress.
[00:05:41.380 --> 00:05:43.580]   You can always just say what the answer will be.
[00:05:43.580 --> 00:05:45.860]   I mean, this kind of idea has many consequences.
[00:05:45.860 --> 00:05:48.420]   I mean, for example, when it comes to AIs,
[00:05:48.420 --> 00:05:51.460]   you say, well, you've got this AI system
[00:05:51.460 --> 00:05:53.300]   and it's doing all kinds of things.
[00:05:53.300 --> 00:05:55.460]   Can you figure out what it will do?
[00:05:55.460 --> 00:05:56.980]   You might want to figure out what it will do
[00:05:56.980 --> 00:05:57.820]   'cause you might want to say,
[00:05:57.820 --> 00:06:00.700]   I never want the AI system to do this very bad thing
[00:06:00.700 --> 00:06:03.340]   that I'm trying to prevent.
[00:06:03.340 --> 00:06:05.940]   So then you say, well, can I work out what it will do?
[00:06:05.940 --> 00:06:07.420]   Can I be sure that these rules
[00:06:07.420 --> 00:06:09.220]   that I'm putting in for the AI system
[00:06:09.260 --> 00:06:11.900]   will never have it do this very bad thing?
[00:06:11.900 --> 00:06:13.420]   Well, computational irreducibility says
[00:06:13.420 --> 00:06:15.140]   you can't guarantee that.
[00:06:15.140 --> 00:06:17.340]   You kind of have this trade-off with an AI system.
[00:06:17.340 --> 00:06:21.340]   You can either say, let's constrain it a lot.
[00:06:21.340 --> 00:06:23.220]   Then we can know what it will do.
[00:06:23.220 --> 00:06:27.300]   But then, or let's let it sort of have its way
[00:06:27.300 --> 00:06:28.780]   and do what it does.
[00:06:28.780 --> 00:06:31.220]   If we don't let it have its way,
[00:06:31.220 --> 00:06:32.580]   it's not really making use
[00:06:32.580 --> 00:06:35.180]   of the computational capabilities that it has.
[00:06:35.180 --> 00:06:36.220]   We kind of have this trade-off.
[00:06:36.220 --> 00:06:38.260]   We either can understand what's gonna happen,
[00:06:38.260 --> 00:06:40.500]   in which case we don't let our AIs
[00:06:40.500 --> 00:06:42.500]   really do what they can do,
[00:06:42.500 --> 00:06:46.380]   or we always say, okay, we're going to run the risk
[00:06:46.380 --> 00:06:49.140]   of the AI doing something unexpected.
[00:06:49.140 --> 00:06:53.460]   - So can we just, so AI,
[00:06:53.460 --> 00:06:58.100]   a lot of what people call AI are predictive models
[00:06:58.100 --> 00:07:01.540]   that are effectively built off of statistics
[00:07:01.540 --> 00:07:05.540]   that make some prediction of what the right next step
[00:07:05.540 --> 00:07:06.900]   in a sequence of things should be,
[00:07:06.900 --> 00:07:09.300]   whether it's a pixel to generate an image
[00:07:09.300 --> 00:07:14.300]   or a series of words to generate a chat response
[00:07:14.300 --> 00:07:17.740]   through an LLM model like chat GPT or BARD or what have you.
[00:07:17.740 --> 00:07:22.900]   Those are statistical models trained on past data.
[00:07:22.900 --> 00:07:27.580]   Are they, is that different than the problems
[00:07:27.580 --> 00:07:30.460]   in computation that you're talking about,
[00:07:30.460 --> 00:07:32.340]   about better understanding the universe,
[00:07:32.340 --> 00:07:35.260]   the nature of the universe, solving bigger problems,
[00:07:35.260 --> 00:07:37.620]   that AI has its limitation in how we think
[00:07:37.620 --> 00:07:38.500]   and talk about it today,
[00:07:38.500 --> 00:07:40.300]   and maybe you can connect computation
[00:07:40.300 --> 00:07:43.260]   and this idea of AI being this very simple,
[00:07:43.260 --> 00:07:46.620]   heuristical, statistical thing that just predicts stuff.
[00:07:46.620 --> 00:07:49.140]   - Right, well, I mean, the computational universe
[00:07:49.140 --> 00:07:52.860]   of possible programs, possible rules is vast.
[00:07:52.860 --> 00:07:54.060]   And there are many-- - Sorry, I just wanna,
[00:07:54.060 --> 00:07:55.500]   I just wanna make sure everyone understands that.
[00:07:55.500 --> 00:07:57.220]   The, should say the computational--
[00:07:57.220 --> 00:07:58.340]   - Yeah, the computational universe.
[00:07:58.340 --> 00:07:59.940]   So, you know-- - The thing,
[00:07:59.940 --> 00:08:01.460]   the set of things you can compute
[00:08:01.460 --> 00:08:02.300]   that you wanna try and compute.
[00:08:02.300 --> 00:08:05.020]   - Yes, I mean, so people are used to writing programs
[00:08:05.020 --> 00:08:07.620]   that are intended for particular human purposes.
[00:08:07.620 --> 00:08:09.980]   But let's say you just write a program at random.
[00:08:09.980 --> 00:08:13.580]   You just put in the program, it's a random program.
[00:08:13.580 --> 00:08:16.060]   Question is, what does the random program do?
[00:08:16.060 --> 00:08:18.780]   So a big thing that I discovered in the 1980s
[00:08:18.780 --> 00:08:20.780]   is the thing that greatly surprised me
[00:08:20.780 --> 00:08:23.100]   was even a very simple program
[00:08:23.100 --> 00:08:24.860]   can do very complicated things.
[00:08:24.860 --> 00:08:28.180]   I had assumed that if you want to do complicated things,
[00:08:28.180 --> 00:08:30.700]   you would have to set up a complicated program.
[00:08:30.700 --> 00:08:32.300]   Turns out that's not true.
[00:08:32.300 --> 00:08:35.860]   Turns out that in nature, nature kind of discovered
[00:08:35.860 --> 00:08:37.540]   this trick in a sense.
[00:08:37.540 --> 00:08:39.700]   You know, we see all this complexity in nature.
[00:08:39.700 --> 00:08:42.220]   It seems like the big origin of that complexity
[00:08:42.220 --> 00:08:45.500]   is just this phenomenon that even a very simple program
[00:08:45.500 --> 00:08:47.620]   can do very complicated things.
[00:08:47.620 --> 00:08:50.500]   So, I mean, that's the, so this sort of universe--
[00:08:50.500 --> 00:08:52.100]   - Just give a quick example, if you wouldn't mind.
[00:08:52.100 --> 00:08:53.580]   Like-- - Yeah, yeah, so I mean--
[00:08:53.580 --> 00:08:57.140]   - Like three genes in a genome, in DNA.
[00:08:57.140 --> 00:08:59.380]   - Okay, so my favorite example-- - Yes.
[00:08:59.380 --> 00:09:01.100]   - Are things called cellular automata.
[00:09:01.100 --> 00:09:02.180]   - Yes. - And they work like this.
[00:09:02.180 --> 00:09:04.220]   They have a line of cells.
[00:09:04.220 --> 00:09:06.100]   Each one is either black or white.
[00:09:06.100 --> 00:09:08.020]   It's an infinite line of cells.
[00:09:08.020 --> 00:09:11.340]   And you have a rule that says you go down the page,
[00:09:11.340 --> 00:09:13.820]   making successive lines of cells.
[00:09:13.820 --> 00:09:16.060]   You go down the page and you say the color of a cell
[00:09:16.060 --> 00:09:18.300]   on the next line will be determined
[00:09:18.300 --> 00:09:20.500]   by a very simple kind of lookup
[00:09:20.500 --> 00:09:22.020]   from the color of the cell right above it
[00:09:22.020 --> 00:09:23.180]   and to its left and right.
[00:09:23.180 --> 00:09:24.900]   Okay, so very simple setup.
[00:09:24.900 --> 00:09:26.860]   There are 256 possible rules
[00:09:26.860 --> 00:09:28.900]   with just two colors and nearest neighbors.
[00:09:28.900 --> 00:09:30.780]   You can just look at what all of them do.
[00:09:30.780 --> 00:09:32.260]   Many of them do very simple things.
[00:09:32.260 --> 00:09:34.620]   They'll just make some triangle of black--
[00:09:34.620 --> 00:09:36.500]   - It looks like a pyramid or triangle when it's done.
[00:09:36.500 --> 00:09:37.460]   - Right, right, right.
[00:09:37.460 --> 00:09:39.820]   And then my all-time favorite,
[00:09:39.820 --> 00:09:41.340]   it's kind of you turn the telescope
[00:09:41.340 --> 00:09:43.540]   into this computational universe and see what's out there.
[00:09:43.540 --> 00:09:46.180]   My all-time favorite discovery is rule 30
[00:09:46.180 --> 00:09:48.180]   and the numbering of these rules.
[00:09:48.180 --> 00:09:50.180]   You can specify that.
[00:09:50.180 --> 00:09:52.900]   Rule 30, you start it off from one black cell
[00:09:52.900 --> 00:09:55.300]   and it makes this really complicated pattern.
[00:09:55.300 --> 00:09:56.940]   It makes a pattern where if you just saw it,
[00:09:56.940 --> 00:09:58.580]   you would say somebody must have gone
[00:09:58.580 --> 00:10:00.660]   to a huge amount of effort-- - It looks designed.
[00:10:00.660 --> 00:10:01.500]   - Yes. - It looks like
[00:10:01.500 --> 00:10:02.940]   there was an architect-- - Yes.
[00:10:02.940 --> 00:10:04.820]   - That came in and designed that thing.
[00:10:04.820 --> 00:10:06.420]   And that's the only way that thing could have been created
[00:10:06.420 --> 00:10:08.300]   'cause it's so beautiful and intricate and--
[00:10:08.300 --> 00:10:09.140]   - Right, right. - Resonates.
[00:10:09.140 --> 00:10:09.980]   But-- - But in fact--
[00:10:09.980 --> 00:10:11.540]   - It had two simple rules.
[00:10:11.540 --> 00:10:13.300]   Change, be black if the left is black
[00:10:13.300 --> 00:10:14.820]   and the right is white and be white if--
[00:10:14.820 --> 00:10:16.220]   - Yeah, right. - Right.
[00:10:16.220 --> 00:10:17.060]   - Those kinds of things.
[00:10:17.060 --> 00:10:18.260]   So that's the kind of setup.
[00:10:18.260 --> 00:10:20.740]   And for example, when you look at rule 30,
[00:10:20.740 --> 00:10:23.260]   you look at the center column of cells,
[00:10:23.260 --> 00:10:26.180]   it looks for all practical purposes completely random.
[00:10:26.180 --> 00:10:28.980]   Even though you know that it was really made
[00:10:28.980 --> 00:10:33.220]   from some simple rule, when you see it produced,
[00:10:33.220 --> 00:10:34.060]   it looks random.
[00:10:34.060 --> 00:10:36.220]   It's kind of like a good analogy if you know,
[00:10:36.220 --> 00:10:38.100]   you know, digits of pi, people memorize,
[00:10:38.100 --> 00:10:41.340]   you know, 3.14159, that's about as far as I can go.
[00:10:41.340 --> 00:10:42.180]   - Me too.
[00:10:42.180 --> 00:10:43.220]   You were one ahead of me.
[00:10:43.220 --> 00:10:45.700]   - It's, I, that's why I built software
[00:10:45.700 --> 00:10:46.540]   to do these things.
[00:10:46.540 --> 00:10:47.380]   We can go to, you know--
[00:10:47.380 --> 00:10:49.580]   - I don't know about that PhD at 20.
[00:10:49.580 --> 00:10:51.860]   (audience laughing)
[00:10:51.860 --> 00:10:54.820]   - But, you know, the point is that the rule
[00:10:54.820 --> 00:10:56.980]   for generating those digits, it's, you know,
[00:10:56.980 --> 00:10:59.420]   the ratio of the circumference diameter of a circle,
[00:10:59.420 --> 00:11:00.500]   there's a very definite rule,
[00:11:00.500 --> 00:11:02.660]   but once you've generated those digits,
[00:11:02.660 --> 00:11:04.100]   they seem completely random.
[00:11:04.100 --> 00:11:04.940]   - Yes.
[00:11:04.940 --> 00:11:05.820]   - It's the same kind of phenomenon,
[00:11:05.820 --> 00:11:08.020]   but, you know, you can have a simple rule,
[00:11:08.020 --> 00:11:10.140]   it produces things that look very complicated.
[00:11:10.140 --> 00:11:10.980]   - Yes.
[00:11:10.980 --> 00:11:11.820]   - Now, so--
[00:11:11.820 --> 00:11:14.820]   - So that's a simple computer.
[00:11:14.820 --> 00:11:17.540]   That's a simple computational exercise.
[00:11:17.540 --> 00:11:19.820]   - By the way, it's not such a simple computer.
[00:11:19.820 --> 00:11:23.020]   Because it turns out, when you kind of try and rank,
[00:11:23.020 --> 00:11:24.180]   you know, you set up a computer,
[00:11:24.180 --> 00:11:26.060]   you make it with electronics,
[00:11:26.060 --> 00:11:27.220]   or you might make it, you know,
[00:11:27.220 --> 00:11:29.740]   some mechanical computer from the past,
[00:11:29.740 --> 00:11:30.820]   or something like this.
[00:11:30.820 --> 00:11:32.100]   You ask the question,
[00:11:32.100 --> 00:11:34.060]   you build a computer of a certain kind,
[00:11:34.060 --> 00:11:36.380]   how sophisticated are the computations it can do?
[00:11:36.380 --> 00:11:37.780]   Is it just an adding machine?
[00:11:37.780 --> 00:11:39.500]   Is it just a multiplying machine?
[00:11:39.500 --> 00:11:40.340]   - Yes.
[00:11:40.340 --> 00:11:41.220]   - How far does it get?
[00:11:41.220 --> 00:11:44.020]   Big discovery from the 1930s is,
[00:11:44.020 --> 00:11:46.580]   you can make a fixed piece of hardware
[00:11:46.580 --> 00:11:48.660]   that's capable of running any program,
[00:11:48.660 --> 00:11:50.860]   that's capable of doing any computation.
[00:11:50.860 --> 00:11:53.620]   That's the discovery that launched
[00:11:53.620 --> 00:11:55.220]   the possibility of software,
[00:11:55.220 --> 00:11:57.420]   launched most of modern technology.
[00:11:57.420 --> 00:11:59.220]   So, one might have thought,
[00:11:59.220 --> 00:12:00.500]   you have to go to a lot of effort
[00:12:00.500 --> 00:12:02.780]   to make a universal computer.
[00:12:02.780 --> 00:12:04.220]   Turns out that's not true.
[00:12:04.220 --> 00:12:05.060]   It's a thing I call
[00:12:05.060 --> 00:12:06.660]   the principle of computational equivalence,
[00:12:06.660 --> 00:12:08.340]   which kind of tells one something
[00:12:08.340 --> 00:12:10.220]   about how far one has to go.
[00:12:10.220 --> 00:12:11.380]   And the answer is, pretty much,
[00:12:11.380 --> 00:12:13.780]   as soon as you see complicated behavior,
[00:12:13.780 --> 00:12:15.860]   the chances are, you can kind of use
[00:12:15.860 --> 00:12:19.220]   that complicated behavior to do any computation you want.
[00:12:19.220 --> 00:12:21.260]   And that's actually, that's the reason
[00:12:21.260 --> 00:12:23.700]   for this computational irreducibility phenomenon,
[00:12:23.700 --> 00:12:24.900]   because here's how it works.
[00:12:24.900 --> 00:12:27.540]   So, let's say you've got some system,
[00:12:27.540 --> 00:12:29.300]   and it's doing what it does,
[00:12:29.300 --> 00:12:31.660]   and you're trying to predict what it's going to do.
[00:12:31.660 --> 00:12:33.780]   So, both the system itself,
[00:12:33.780 --> 00:12:37.620]   and you as the predictor, are computational systems.
[00:12:37.620 --> 00:12:40.220]   So then the question is, can you, the predictor,
[00:12:40.220 --> 00:12:43.420]   be so much smarter than the system you're predicting,
[00:12:43.420 --> 00:12:44.500]   you can just jump ahead and say,
[00:12:44.500 --> 00:12:46.580]   I know what you're going to do, I've got the answer.
[00:12:46.580 --> 00:12:49.140]   Or are you stuck being kind of equivalent
[00:12:49.140 --> 00:12:50.940]   in computational sophistication
[00:12:50.940 --> 00:12:52.900]   to the system you're trying to predict?
[00:12:52.900 --> 00:12:55.300]   So, this principle of computational equivalence says,
[00:12:55.300 --> 00:12:57.300]   whether you have a brain, or a computer,
[00:12:57.300 --> 00:12:59.860]   or mathematics, or statistics, or whatever else,
[00:12:59.860 --> 00:13:01.220]   you are really just equivalent
[00:13:01.220 --> 00:13:03.300]   in your computational sophistication
[00:13:03.300 --> 00:13:05.780]   to the system that you're trying to predict.
[00:13:05.780 --> 00:13:08.100]   And that's why you can't make that prediction.
[00:13:08.100 --> 00:13:10.860]   That's why computational irreducibility happens.
[00:13:10.860 --> 00:13:13.980]   But, you know, you were asking about AI.
[00:13:13.980 --> 00:13:18.980]   I mean, the thing that we have only just started mining
[00:13:18.980 --> 00:13:22.300]   is this computational universe of all possible programs.
[00:13:22.300 --> 00:13:26.820]   Most programs that we use today were engineered by people.
[00:13:26.820 --> 00:13:28.660]   People said, I'm going to put this piece in,
[00:13:28.660 --> 00:13:30.020]   and that piece in, and that piece in.
[00:13:30.020 --> 00:13:32.180]   - So now we have a program that can make programs.
[00:13:32.180 --> 00:13:34.780]   - Yes, well, we have sort of a vast universe
[00:13:34.780 --> 00:13:36.060]   of possible programs.
[00:13:36.060 --> 00:13:38.940]   We can say, if we know what we want the program to do,
[00:13:38.940 --> 00:13:41.460]   we can just search this computational universe
[00:13:41.460 --> 00:13:42.700]   and find a program that does it.
[00:13:42.700 --> 00:13:45.780]   Often, I've done this for many years, for many purposes.
[00:13:45.780 --> 00:13:47.020]   - Just give me an example there.
[00:13:47.020 --> 00:13:50.460]   - Well, so, very simple example, actually, from Rule 30,
[00:13:50.460 --> 00:13:53.060]   is you want to make a random number generator.
[00:13:53.060 --> 00:13:56.460]   You say, how do I make something that makes good randomness?
[00:13:56.460 --> 00:13:59.100]   Well, you can just search the set
[00:13:59.100 --> 00:14:00.660]   of possible simple programs,
[00:14:00.660 --> 00:14:03.620]   and pretty soon you find one that makes good randomness.
[00:14:03.620 --> 00:14:05.780]   You ask me, why does it make good randomness?
[00:14:05.780 --> 00:14:07.300]   I don't know.
[00:14:07.300 --> 00:14:09.980]   It's not something, there's no narrative explanation.
[00:14:09.980 --> 00:14:14.340]   - So now with AI, we're generating a ton of programs,
[00:14:14.340 --> 00:14:16.940]   and we now have a bigger space of programs,
[00:14:16.940 --> 00:14:19.300]   or bigger library to go select from,
[00:14:19.300 --> 00:14:21.420]   to solve problems or figure stuff out for us?
[00:14:21.420 --> 00:14:22.260]   Is that--
[00:14:22.260 --> 00:14:23.540]   - Actually, I think AI is sort of,
[00:14:23.540 --> 00:14:25.820]   AI is very limited in the computational universe.
[00:14:25.820 --> 00:14:26.660]   - Yes.
[00:14:26.660 --> 00:14:27.500]   - I mean, the computational universe--
[00:14:27.500 --> 00:14:28.820]   - This is the connection I wanted to make, because, yeah.
[00:14:28.820 --> 00:14:30.060]   - I mean, it's, you know,
[00:14:30.060 --> 00:14:32.900]   the computational universe is all these possible rules.
[00:14:32.900 --> 00:14:34.220]   We can talk later about whether the universe--
[00:14:34.220 --> 00:14:35.060]   - Sorry, I just want to be clear,
[00:14:35.060 --> 00:14:36.420]   'cause you used the term universe
[00:14:36.420 --> 00:14:38.260]   in the sense of all the things,
[00:14:38.260 --> 00:14:39.260]   and I want to disconnect that
[00:14:39.260 --> 00:14:40.740]   from everyone's concept of universe.
[00:14:40.740 --> 00:14:41.580]   - Yes, yes.
[00:14:41.580 --> 00:14:43.340]   We're gonna talk about whether the,
[00:14:43.340 --> 00:14:44.380]   I hope we're gonna talk about whether the physical universe--
[00:14:44.380 --> 00:14:45.220]   - We are gonna talk about the universe
[00:14:45.220 --> 00:14:47.060]   and the nature of the universe, which is,
[00:14:47.060 --> 00:14:48.140]   we're gonna talk about consciousness,
[00:14:48.140 --> 00:14:49.540]   then we're gonna smoke weed, and then we're gonna go to lunch.
[00:14:49.540 --> 00:14:52.860]   (audience laughing)
[00:14:52.860 --> 00:14:54.900]   - We're gonna talk about, you know,
[00:14:54.900 --> 00:14:56.460]   whether our physical universe
[00:14:56.460 --> 00:14:57.980]   is part of this computational universe,
[00:14:57.980 --> 00:15:00.340]   but when I say computational universe,
[00:15:00.340 --> 00:15:02.900]   I just mean this very abstract idea
[00:15:02.900 --> 00:15:04.220]   of all these possible programs.
[00:15:04.220 --> 00:15:06.100]   - All the programs, the library of possible programs.
[00:15:06.100 --> 00:15:06.940]   - Yes. - Yeah.
[00:15:06.940 --> 00:15:08.700]   - And so, there are many, many things
[00:15:08.700 --> 00:15:10.220]   that those programs can do.
[00:15:10.220 --> 00:15:12.620]   Most of those things are things that we humans
[00:15:12.620 --> 00:15:13.460]   just look at them and say,
