
[00:00:00.000 --> 00:00:04.000]   (music)
[00:07:42.000 --> 00:07:46.000]   sexual purity. Set the believers an example
[00:07:46.000 --> 00:07:50.000]   in speech, in conduct, in love, in faith,
[00:07:50.000 --> 00:07:54.000]   in purity—1 Timothy 4, 12.
[00:07:54.000 --> 00:07:58.000]   Show yourself in all respects to be a model
[00:07:58.000 --> 00:08:02.000]   of good works so that an opponent
[00:08:02.000 --> 00:08:06.000]   may be put to shame having nothing evil to say about us—
[00:08:06.000 --> 00:08:10.000]   Titus 2, 6—all of which
[00:08:10.000 --> 00:08:14.000]   leads to Paul's weighty words to the elders in Acts 20,
[00:08:14.000 --> 00:08:18.000]   28, "Pay careful attention
[00:08:18.000 --> 00:08:22.000]   to yourselves and to all the flock
[00:08:22.000 --> 00:08:26.000]   in which the Holy Spirit has made you overseers
[00:08:26.000 --> 00:08:30.000]   to care for the church of God which he obtained
[00:08:30.000 --> 00:08:34.000]   with his own blood"—Acts 20, 28.
[00:08:34.000 --> 00:08:38.000]   In spite of the fact that many pastors
[00:08:38.000 --> 00:08:42.000]   try to give the impression, with misplaced humility,
[00:08:42.000 --> 00:08:46.000]   that they are just one of the guys—
[00:08:46.000 --> 00:08:50.000]   don't put me on a pedestal, I'm just one of the guys—they
[00:08:50.000 --> 00:08:54.000]   are emphatically not just one of the guys.
[00:08:54.000 --> 00:08:58.000]   I'll say it again. Pastors are emphatically not
[00:08:58.000 --> 00:09:02.000]   just one of the guys. They are the shepherd of
[00:09:02.000 --> 00:09:06.000]   the guys. They are the wolf catchers and wolf fighters of the guys.
[00:09:06.000 --> 00:09:10.000]   They are the examples to the guys. They are the protectors and teachers
[00:09:10.000 --> 00:09:14.000]   with authority over the guys. Maybe
[00:09:14.000 --> 00:09:18.000]   one of our problems is that we've just scared pastors
[00:09:18.000 --> 00:09:22.000]   witless about being what they ought to be.
[00:09:22.000 --> 00:09:26.000]   So what I'm suggesting is that
[00:09:26.000 --> 00:09:30.000]   it is biblically inconceivable that
[00:09:30.000 --> 00:09:34.000]   such a shepherd could be living above the standard
[00:09:34.000 --> 00:09:38.000]   of Moses and above the standard of ordinary Christians
[00:09:38.000 --> 00:09:42.000]   and above the reproach of the world and yet be
[00:09:42.000 --> 00:09:46.000]   living in sexual sin. So my answer to the
[00:09:46.000 --> 00:09:50.000]   question is that it is not too high a standard to
[00:09:50.000 --> 00:09:54.000]   require that a pastor live a life free
[00:09:54.000 --> 00:09:58.000]   from sexual fornication and adultery
[00:09:58.000 --> 00:10:02.000]   and any ongoing use of pornography.
[00:10:02.000 --> 00:10:06.000]   Thank you for walking us through those texts, Pastor John, and thanks for sending in the question.
[00:10:06.000 --> 00:10:10.000]   We publish this podcast three times a week with over 1,500 episodes now in the archive.
[00:10:10.000 --> 00:10:14.000]   You can find them, you can subscribe to the podcast, or send me a question of your own.
[00:10:14.000 --> 00:10:18.000]   You can follow that online at DesiringGod.org/AskPastorJohn
[00:10:18.000 --> 00:10:22.000]   Well, how can I be freed from my obsession with my appearance?
[00:10:22.000 --> 00:10:26.000]   It's an ever-important question today, and it's been a question since biblical times, too.
[00:10:26.000 --> 00:10:30.000]   And it's a question from an anonymous young woman who listens
[00:10:30.000 --> 00:10:34.000]   to every podcast episode. No doubt listening right now.
[00:10:34.000 --> 00:10:38.000]   That's up next time. How can I be freed from my obsession with my appearance?
[00:10:38.000 --> 00:10:42.000]   That's on the other side of the weekend. I'm Tony Reinke. We'll see you back here on Monday.
[00:10:42.000 --> 00:10:46.000]   [no audio]
[00:10:46.000 --> 00:10:56.000]   [BLANK_AUDIO]

