
[00:00:00.000 --> 00:00:06.000]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:04:29.000 --> 00:04:35.000]   when countries only let you in when you have a legal residency or citizenship in that particular location.
[00:04:35.000 --> 00:04:43.000]   The problem is that I don't see us spending time in, say, St. Lucia or Dominica during the next global pandemic, but I could see us living in the EU.
[00:04:43.000 --> 00:04:52.000]   Do you think it'd be best to obtain the CBI immediately since it's so quick and then go after a physical presence residency permit in Portugal
[00:04:52.000 --> 00:04:58.000]   if our plan would change and we do decide to live over there or just start working towards the Portugal citizenship
[00:04:58.000 --> 00:05:02.000]   just to have it since it's the more powerful one to begin with, the more powerful passport?
[00:05:02.000 --> 00:05:07.000]   I guess, am I overthinking this or what are some pros and cons that you see on either?
[00:05:07.000 --> 00:05:10.000]   Yeah, you're not overthinking it. It's an important question.
[00:05:10.000 --> 00:05:23.000]   At its core, it's going to come down to money and what percentage of your wealth is reflected in the straight up cost of purchasing a citizenship from one of the Caribbean nations
[00:05:23.000 --> 00:05:33.000]   versus purchasing the relevant real estate or making the relevant investment into Portugal to get the Golden Visa and how motivated you are to make this quick.
[00:05:33.000 --> 00:05:45.000]   Now, I can't, so let me give you my answer and then if you want to talk about cost, I can give some thoughts there, but it's famously very difficult for me to know exactly how to advise somebody.
[00:05:45.000 --> 00:05:49.000]   There are clear, I guess I'm dealing with it first. Let's deal with cost first.
[00:05:49.000 --> 00:05:55.000]   There are people to whom I would clearly say you should certainly not go and spend money on a citizenship.
[00:05:55.000 --> 00:06:05.000]   If somebody is completely broke and they just have no money at all, no assets, then citizenship by investment, it's hard to see how it makes any difference.
[00:06:05.000 --> 00:06:15.000]   And so for that person, I would say, hey, good planning is just make sure you keep your first primary citizenship passport up to date, keep it renewed regularly so you make sure things are in good shape.
[00:06:15.000 --> 00:06:27.000]   Don't get yourself crosswise with the laws of your own country. Grab a residency with something that you can qualify for if possible, but you need to focus on building your wealth first.
[00:06:27.000 --> 00:06:35.000]   On the other hand, if someone is mega wealthy, and I mean mega wealthy, then the answer is obviously, yeah, just go and stroke the check.
[00:06:35.000 --> 00:06:40.000]   You should just simply stroke the check, get it done, get it in hand and be done with it and move on with your life.
[00:06:40.000 --> 00:06:49.000]   Don't waste time going around trying to save a few shekels on driving all over the place, going somewhere once a year to try to do that.
[00:06:49.000 --> 00:06:58.000]   But stroking, it just depends on how difficult is it for you to stroke a $100,000 or depending on how many family members you're applying with, a $150,000 check.
[00:06:58.000 --> 00:07:01.000]   And is that going to set you back on any other goals?
[00:07:01.000 --> 00:07:05.000]   So let me answer your question with that in mind. You're going to have to judge that.
[00:07:05.000 --> 00:07:15.000]   And by the way, it's not even necessarily always a financial thing. A lot of it has to do with a motivating thing, and a lot of it will also determine where you are from in terms of your original primary citizenship.
[00:07:15.000 --> 00:07:18.000]   So I keep saying I'm going to go to, let's deal with money again.
[00:07:18.000 --> 00:07:29.000]   For an American, right, a US American who's in good standing with his country, who doesn't plan to go anywhere else, you can say, listen, this is a great citizenship.
[00:07:29.000 --> 00:07:35.000]   And it's probably not super motivating to say I have to have a second citizenship today.
[00:07:35.000 --> 00:07:50.000]   On the other hand, you could imagine if you were a Russian passport holder, a Russian citizen, and you're facing an imminent crisis where you might get sent off to war, you're called up in a draft, your passport has been declared persona non grata all over the world.
[00:07:50.000 --> 00:08:12.000]   And so all of a sudden now for you, even if you had a few hundred thousand dollars to your name, if you could, and by the way, you can't because the Caribbean nation shut them off, if you could stroke a check and have a valid second set of passports that gives you freedom of movement around the world, allows you to avoid an overbearing government, all of a sudden now it's much more valuable.
[00:08:12.000 --> 00:08:19.000]   And this is why it's so difficult for me to say what people should do with the money, because a lot of it comes down to your motivation.
[00:08:19.000 --> 00:08:29.000]   Most US Americans are not particularly motivated in the direction of a second citizenship, which is why I spend so much time talking about residencies and how I think it's a really good plan.
[00:08:29.000 --> 00:08:45.000]   But if you're actually genuinely motivated, I am, right, having watched the world, watching great nations change, watching how fast my own country has changed within my lifetime, I look at it and say, I don't know if I'm going to recognize my country five years from now, 10 years from now.
[00:08:45.000 --> 00:08:46.000]   I don't know.
[00:08:46.000 --> 00:08:48.000]   I don't know what they're going to do, what they're going to impose on me.
[00:08:48.000 --> 00:08:57.000]   I'm hoping nothing bad happens, but I don't want to be sitting around five years from now still waiting for three years of Portuguese bureaucracy.
[00:08:57.000 --> 00:09:08.000]   So if somebody can justify it to himself and if you're motivated, then to answer your first question clearly, I think you should go directly for citizenship by investment.
[00:09:08.000 --> 00:09:21.000]   Years ago, it was funny, interestingly, my friend Andrew Henderson, I was just interacting with him on Twitter, and he did a video on this very question based upon my Twitter interaction with him.
[00:09:21.000 --> 00:09:35.000]   And years ago, I used to think that the way to get second citizenships was basically to go and set up residency programs and put pieces in place and just set it all up and then give time.
[00:09:35.000 --> 00:09:44.000]   I didn't grow up wealthy and I'm not wealthy enough where I can just go around the world stroking checks for all of the citizenships that I'd like to have.
[00:09:44.000 --> 00:09:57.000]   And so it seemed like the smart path was to get a residency, either a residency I was actually going to use, go and live there, or a paper residency where I'm going to go through the formal process but not spend a lot of time there.
[00:09:57.000 --> 00:09:59.000]   And that would be the best way to go.
[00:09:59.000 --> 00:10:18.000]   And I think that is a good way to go. But over the years, as I've bounced around the world, you know, buying six plane tickets at a time, dealing with all of the hassle of taking my family here and there and everywhere and doing all this stuff, I have come to appreciate the ease and simplicity of simply having it done.
[00:10:18.000 --> 00:10:31.000]   And today, if I were going to go back and do it all over again, I can't say I wouldn't do what I've done because there was a very clear logic to it and I had a good plan and I've capitalized on it.
[00:10:31.000 --> 00:10:40.000]   But I would definitely move much, much higher the value of simply going, investing in a country and getting it done.
[00:10:40.000 --> 00:10:59.000]   And so with what you started with, saying I'm not motivated to leave the United States now, I'm not going to go and live abroad, it's just a time of preparation, I think the best solution is to simply go to one of the Caribbean nations, choose the one that's most appropriate for your situation based upon, you know, choosing among them.
[00:10:59.000 --> 00:11:03.000]   I think they're all excellent. And stroke the check and have it done.
[00:11:03.000 --> 00:11:07.000]   Then it's done, it's taken care of, everything is covered.
[00:11:07.000 --> 00:11:11.000]   Now, what about a global pandemic and how does that affect you?
[00:11:11.000 --> 00:11:19.000]   So first of all, these nations, I think, genuinely are in many cases a good place that you could go in a time of duress.
[00:11:19.000 --> 00:11:30.000]   They're small islands, I'm not into, you know, small island living myself, so I'm not saying they're perfect, but in terms of freedom, in terms of financial freedom, etc., I think they have a lot to offer.
[00:11:30.000 --> 00:11:43.000]   Also, remember that if you have a Caribbean citizenship by investment from any of those nations, they are all part of CARICOM, which is an alliance of Caribbean states.
[00:11:43.000 --> 00:11:46.000]   It's basically like a Caribbean version of the European Union.
[00:11:46.000 --> 00:11:53.000]   And so you have rights of entry and rights of residence in any of the nations that are part of CARICOM.
[00:11:53.000 --> 00:12:00.000]   Some of those nations are, most of those nations are island nations, but then there are some that are mainland, such as Belize.
[00:12:00.000 --> 00:12:06.000]   And so when you are, let's say that you go to St. Kitts and Nevis, right, the oldest and most venerable of the citizenship by investment programs.
[00:12:06.000 --> 00:12:21.000]   If you go to St. Kitts and Nevis and you become a St. Kitts and Nevis citizen, you have rights of residence and to live and to work, as long as you're a skilled worker, in St. Kitts and Nevis, but also in St. Lucia, also in Bahamas, also in Belize, also in Jamaica, etc.
[00:12:21.000 --> 00:12:25.000]   And so you get good access to a good number of countries.
[00:12:25.000 --> 00:12:30.000]   Many of these could be excellent in many different situations.
[00:12:30.000 --> 00:12:37.000]   The second thing I would say is it's not the quality of your passport that makes the difference for your access to a nation.
[00:12:37.000 --> 00:12:40.000]   It is whether or not you have a residence permit.
[00:12:40.000 --> 00:12:55.000]   And so what I would suggest, ignoring the money, I would say if you're going to get a citizenship by investment, what you do is you first get your Caribbean citizenship, and then that's the passport under which you establish your Mexican residency.
[00:12:55.000 --> 00:13:00.000]   And then that's the passport under which you establish your Portuguese Golden Visa residency.
[00:13:00.000 --> 00:13:11.000]   Because now, with those residencies tied to your passport, you now have access to Mexico or to the European Union as a resident.
[00:13:11.000 --> 00:13:21.000]   And with the exception of voting rights and with the exception of carrying a passport, it's the residency that gives you the access that you're looking for.
[00:13:21.000 --> 00:13:25.000]   So I don't think this is a problem in anything except a pandemic.
[00:13:25.000 --> 00:13:27.000]   I have thought and thought and thought.
[00:13:27.000 --> 00:13:30.000]   I guess a pandemic and war, right?
[00:13:30.000 --> 00:13:42.000]   If you're working with a nation that is allied with -- if the world is at war and you have a passport from an allied nation to somebody that is not acceptable to the place you're trying to go, that's also a problem.
[00:13:42.000 --> 00:13:44.000]   But the big one here is just simply a pandemic.
[00:13:44.000 --> 00:13:53.000]   There's really nothing else that I can come up with that would cause countries all around the world to close their borders except a global pandemic.
[00:13:53.000 --> 00:13:54.000]   And we've seen that.
[00:13:54.000 --> 00:13:56.000]   We've seen the playbook on that.
[00:13:56.000 --> 00:13:58.000]   And so a residency permit gets you in.
[00:13:58.000 --> 00:14:03.000]   And then even some of those nations that you talked about, they weren't closed the whole time.
[00:14:03.000 --> 00:14:05.000]   Mexico was open the entire pandemic.
[00:14:05.000 --> 00:14:10.000]   Portugal was under the EU rules, but there were ways to get around that.
[00:14:10.000 --> 00:14:12.000]   And so there were access points.
[00:14:12.000 --> 00:14:25.000]   So my point is I don't think you'll be happy -- if you go to Portugal and you establish a residence there under their Golden Visa scheme, first, you're coming out of pocket.
[00:14:25.000 --> 00:14:30.000]   You're coming out of pocket a huge amount of money to make an investment that you might not otherwise make.
[00:14:30.000 --> 00:14:32.000]   You don't have to buy real estate.
[00:14:32.000 --> 00:14:34.000]   Obviously, you can invest in a real estate syndication fund.
[00:14:34.000 --> 00:14:35.000]   You can invest in a business.
[00:14:35.000 --> 00:14:36.000]   There are other ways to do it.
[00:14:36.000 --> 00:14:41.000]   But you're coming out of pocket with a very large amount of money compared to the cost of a Caribbean citizenship.
[00:14:41.000 --> 00:14:50.000]   In addition, you are guaranteeing yourself the need to go and spend a couple weeks a year in Portugal in order for it to work.
[00:14:50.000 --> 00:15:03.000]   And what we don't know about the Portuguese Golden Visa scheme is if they will actually naturalize people in five years.
[00:15:03.000 --> 00:15:12.000]   The scheme is new enough that very few people were only -- I think -- I don't remember my dates exactly, but basically it's unknown.
[00:15:12.000 --> 00:15:15.000]   And this is the other problem is that many nations will give you a residence permit.
[00:15:15.000 --> 00:15:27.000]   But those same nations, when you go to apply for citizenship, have such ridiculous bureaucracy that you basically just never get approved and you never know why.
[00:15:27.000 --> 00:15:37.000]   So even if on paper you qualify -- the most obvious examples have been Paraguay and South America and Panama.
[00:15:37.000 --> 00:15:41.000]   Both of them have a clear path to citizenship in theory.
[00:15:41.000 --> 00:15:43.000]   You should be able to go there.
[00:15:43.000 --> 00:15:44.000]   You get your residency.
[00:15:44.000 --> 00:15:45.000]   You spend time there.
[00:15:45.000 --> 00:15:47.000]   And then you apply for naturalization.
[00:15:47.000 --> 00:15:52.000]   In practice, however, actually getting them to naturalize you is much more difficult.
[00:15:52.000 --> 00:15:58.000]   And so the thing that's great about the Caribbean citizenships is that you go into the process.
[00:15:58.000 --> 00:15:59.000]   You know the cost up front.
[00:15:59.000 --> 00:16:01.000]   It's one fixed cost.
[00:16:01.000 --> 00:16:07.000]   You don't have to wonder how many times do I have to go back and forth, how many weeks do I have to spend in country, etc.
[00:16:07.000 --> 00:16:08.000]   It's one fixed cost.
[00:16:08.000 --> 00:16:10.000]   You write the check.
[00:16:10.000 --> 00:16:13.000]   And three months, six months, however long it takes, you're done.
[00:16:13.000 --> 00:16:15.000]   You have your second citizenship.
[00:16:15.000 --> 00:16:27.000]   And then with that second citizenship, if you want to go on and enhance your plan because there's a particular country or a particular region that you're most attracted to, then you can use that citizenship to go and establish your residency.
[00:16:27.000 --> 00:16:31.000]   So I am firmly in favor of Caribbean citizenship by investment.
[00:16:31.000 --> 00:16:42.000]   And I think that they are probably the best, quickest way for most people to go and simply get it done and get their plan made.
[00:16:42.000 --> 00:16:47.000]   There's no question that there are some people who if you can't afford it, you got to go find another plan.
[00:16:47.000 --> 00:16:51.000]   But for those who can afford it, who are contemplating it, I'm an unabashed fan.
[00:16:51.000 --> 00:16:54.000]   And my final comment is this.
[00:16:54.000 --> 00:16:56.000]   Think of the comment I made about war.
[00:16:56.000 --> 00:17:11.000]   Many times people, when they go into the citizenship world, they're looking at something and saying, and especially this is common for those of us who come from nations that are large and generally perceived on a global basis as fairly prestigious, like the United States.
[00:17:11.000 --> 00:17:33.000]   When you come from a country like the United States and you consider the aspect of a passport such as St. Kitts and Nevis versus Portugal, there's no question that the Portuguese passport is a better passport as measured by access to countries on a visa-free basis.
[00:17:33.000 --> 00:17:39.000]   And it can feel more comfortable to say, OK, if I'm going to be traveling, I'm going to be traveling as a Portuguese person.
[00:17:39.000 --> 00:17:45.000]   The problem is you already have that with the United States.
[00:17:45.000 --> 00:17:52.000]   And so if you're going to diversify yourself, a lot of times get something that's truly genuinely different.
[00:17:52.000 --> 00:17:57.000]   Is it that different for you to be an American citizen versus a British citizen?
[00:17:57.000 --> 00:18:19.000]   Well, other than the fact that you can live in the United Kingdom versus living in the United States, they're very similar in the sense that they represent countries that are large, countries that are involved in global operations, countries that have massive tax collection departments, and countries that are meddling in politics all around the world.
[00:18:19.000 --> 00:18:35.000]   If you are from a nation that is very small, that is just guaranteed to be neutral, is not involved in wars, is not going to be allied with one or the other, that's actually a more valuable form of diversification.
[00:18:35.000 --> 00:18:50.000]   I think about this right now when I look at some of the laws that the United States has passed recently regarding simple ownership or investment into various cryptocurrencies and some of the things that they have made illegal for American citizens to do.
[00:18:50.000 --> 00:18:58.000]   This is the same playbook that if the United States continues down this path, this is the same kind of playbook that the European Union can put in place.
[00:18:58.000 --> 00:19:02.000]   But it's not the kind of playbook that St. Kitts and Nevis is ever going to be involved in.
[00:19:02.000 --> 00:19:09.000]   It's just not them, right? They don't do that. They're a tiny little Caribbean nation, they got a tiny budget, they're not going to go around the world and bother people.
[00:19:09.000 --> 00:19:22.000]   They just have a simple business proposition. You write a check for this amount of money, we'll make you a citizen of ours with all the rights and benefits and duties entailed with that, and you have the benefit of having a passport from our nation because of a citizenship.
[00:19:22.000 --> 00:19:39.000]   I am an unabashed fan of these programs and I think that they, for most people, will be – if the money makes sense in your financial picture, I think for most people they're probably the best starting point because it allows you to quickly solve over the course of say six months.
[00:19:39.000 --> 00:19:53.000]   It allows you to quickly solve those biggest, most difficult points of your international diversification plan in a way that – so it doesn't drag on for the next nine years while you're waiting on Portugal.
[00:19:53.000 --> 00:19:56.000]   And then if you need it, it's there and it's available to you.
[00:19:56.000 --> 00:20:05.000]   So I say go for the Caribbean citizenship and if later you want to do Portugal to give your children access to the EU or something like that, go for it.
[00:20:05.000 --> 00:20:16.000]   But it'll be less hassle and it's a more direct path for you to reach your goals of a second passport to simply sign the check and pay for it.
[00:20:16.000 --> 00:20:22.000]   Wow, wonderful. You've answered all my questions and thank you for your insight.
[00:20:22.000 --> 00:20:23.000]   Excellent, my pleasure.
[00:20:23.000 --> 00:20:27.000]   We move on to Kyle in Colorado.
[00:20:27.000 --> 00:20:29.000]   Kyle, welcome to the show. How can I serve you today?
[00:20:29.000 --> 00:20:32.000]   Hi, Joshua. Thanks for taking my call.
[00:20:32.000 --> 00:20:40.000]   I just want to let you know that we do appreciate that you take the calls live and that you have the knowledge and capability to actually do it.
[00:20:40.000 --> 00:20:41.000]   Good.
[00:20:41.000 --> 00:20:42.000]   I know that's got to be difficult.
[00:20:42.000 --> 00:20:51.000]   Yeah, so I've been working for a small RIA and decided that I want to start my own fee-only firm, Charges on AUM.
[00:20:51.000 --> 00:20:59.000]   I didn't do a lot of business development or client acquisition for the firm previously, but obviously that's going to be an important part of starting my own company.
[00:20:59.000 --> 00:21:03.000]   So I'm curious if you have any advice for how you would go about building a firm today.
[00:21:03.000 --> 00:21:15.000]   So the benefit of doing your own firm is that you have the option to generate your business however you want and within the relevant regulations.
[00:21:15.000 --> 00:21:21.000]   But running your own RIA gives you a maximum degree of latitude in that.
[00:21:21.000 --> 00:21:23.000]   So I'll tell you my personal story.
[00:21:23.000 --> 00:21:29.000]   As you know, years ago I worked for a large insurance company and financial services all integrated.
[00:21:29.000 --> 00:21:35.000]   So insurance leading and then investments added on.
[00:21:35.000 --> 00:21:43.000]   That company had an extremely effective way of building a business and that was based upon referred lead prospecting.
[00:21:43.000 --> 00:21:45.000]   That was the standard that was taught to everyone.
[00:21:45.000 --> 00:21:51.000]   It wasn't that some people couldn't do other things, but the standard was based upon referred lead prospecting.
[00:21:51.000 --> 00:21:53.000]   And I love that standard.
[00:21:53.000 --> 00:21:54.000]   I think it's wonderful.
[00:21:54.000 --> 00:21:57.000]   Today if I were starting a business over, I would go back.
[00:21:57.000 --> 00:22:01.000]   Excuse me, that was a wrong statement.
[00:22:01.000 --> 00:22:05.000]   Today if I were doing it over again, that would be a big component of what I do.
[00:22:05.000 --> 00:22:13.000]   But what that company absolutely forbade was any kind of public marketing.
[00:22:13.000 --> 00:22:19.000]   No podcasting, no your own website, no financial blogs, etc.
[00:22:19.000 --> 00:22:21.000]   It was not allowed.
[00:22:21.000 --> 00:22:23.000]   And I thought I could get them to change that.
[00:22:23.000 --> 00:22:25.000]   Now things have changed a little bit since I did it.
[00:22:25.000 --> 00:22:29.000]   But I thought, well, okay, maybe there's some ways this could happen.
[00:22:29.000 --> 00:22:34.000]   Because I was an aficionado and a consumer of personal finance media.
[00:22:34.000 --> 00:22:41.000]   And so I looked out and I saw that, hey, if I had a popular, and I read all these personal finance blogs,
[00:22:41.000 --> 00:22:45.000]   if I had a popular personal finance blog, then that would bring in tons of business.
[00:22:45.000 --> 00:22:49.000]   If I had a popular podcast, that could bring in tons of potential clients.
[00:22:49.000 --> 00:22:51.000]   And so I thought there was a way through it.
[00:22:51.000 --> 00:22:59.000]   The problem was, because the company was so large, their leadership has to protect the integrity of the company.
[00:22:59.000 --> 00:23:03.000]   And so the way they do that is by very, very tightly controlling their employees.
[00:23:03.000 --> 00:23:07.000]   And every public communication that an employee would make.
[00:23:07.000 --> 00:23:08.000]   So here's how it goes, right?
[00:23:08.000 --> 00:23:12.000]   If you work at a company like that.
[00:23:12.000 --> 00:23:14.000]   Let's say you get invited to be on your local news.
[00:23:14.000 --> 00:23:17.000]   And you're going to go and have a financial segment.
[00:23:17.000 --> 00:23:19.000]   You're going to be interviewed as a financial expert.
[00:23:19.000 --> 00:23:25.000]   You have to apply for and request permission from the lawyers before you accept it.
[00:23:25.000 --> 00:23:29.000]   Then once you do it, you basically have to script out what you're going to say.
[00:23:29.000 --> 00:23:31.000]   And then you do the segment.
[00:23:31.000 --> 00:23:33.000]   And you can't help it if it's live, right?
[00:23:33.000 --> 00:23:36.000]   So if it's live, then that's one thing.
[00:23:36.000 --> 00:23:39.000]   But if possible, they want it to be done in advance so that they can have it.
[00:23:39.000 --> 00:23:42.000]   And then you have to keep a copy of everything that you say in it.
[00:23:42.000 --> 00:23:49.000]   Now the actual legal rules regarding what a licensed financial advisor can say are pretty liberal.
[00:23:49.000 --> 00:23:56.000]   Basically, your big danger point is you don't want to get into making forward-looking statements.
[00:23:56.000 --> 00:24:04.000]   Or making in the sense of forward-looking statements, especially to the degree that they vary from industry norms.
[00:24:04.000 --> 00:24:11.000]   So if you go out and you say, "Invest in company X because it can grow by 50%," that's pretty dangerous.
[00:24:11.000 --> 00:24:12.000]   You want to be really careful about that.
[00:24:12.000 --> 00:24:19.000]   But if you say, "In general, the stock market has returned 10% over the long term," then you're within industry norms.
[00:24:19.000 --> 00:24:21.000]   And you're not saying it will do something.
[00:24:21.000 --> 00:24:24.000]   So basically, it's pretty common sense stuff.
[00:24:24.000 --> 00:24:27.000]   But the big companies have to protect their company.
[00:24:27.000 --> 00:24:31.000]   And so they're very, very tight in terms of what they allow you to do and what they don't allow you to do.
[00:24:31.000 --> 00:24:35.000]   So I was never able to-- I couldn't get them to let me do anything.
[00:24:35.000 --> 00:24:36.000]   That was then.
[00:24:36.000 --> 00:24:42.000]   Now today, I think that they have realized that, "All right, we could do something different."
[00:24:42.000 --> 00:24:45.000]   So today, there's more leniency applied.
[00:24:45.000 --> 00:24:47.000]   But there wasn't back then.
[00:24:47.000 --> 00:24:52.000]   So when I left that company, my primary business plan was this.
[00:24:52.000 --> 00:24:58.000]   I said, "What I'm going to do is I'm going to start a podcast and I'm going to start an RIA."
[00:24:58.000 --> 00:25:09.000]   And because I had understood from my research at the time was that if I start an RIA, then I will become my own chief compliance officer.
[00:25:09.000 --> 00:25:15.000]   And as my own chief compliance officer, I can decide what is right for my company to do in terms of marketing, et cetera.
[00:25:15.000 --> 00:25:20.000]   I don't have to sit around and wait for a team of lawyers to approve it.
[00:25:20.000 --> 00:25:28.000]   And since I understood the rules and I felt like I could easily produce content and stay within those rules, then things were good.
[00:25:28.000 --> 00:25:33.000]   And that was what I chose to do because it would give me a wide degree of marketing latitude.
[00:25:33.000 --> 00:25:35.000]   And I believed there was an opportunity.
[00:25:35.000 --> 00:25:39.000]   Now, as it turns out, I wrote my ADV.
[00:25:39.000 --> 00:25:42.000]   I had started the process with the state of Florida.
[00:25:42.000 --> 00:25:47.000]   And basically, I was 80% of the way through the process and I realized, "You know what? I don't really care."
[00:25:47.000 --> 00:25:53.000]   I realized I didn't want to do financial planning for individuals anymore.
[00:25:53.000 --> 00:25:54.000]   That was not what I wanted to do.
[00:25:54.000 --> 00:25:55.000]   I didn't want to manage money.
[00:25:55.000 --> 00:25:59.000]   I never liked managing money and I didn't want to do financial planning for individuals.
[00:25:59.000 --> 00:26:05.000]   So I pulled the papers, canceled the application, and I never did establish the RIA.
[00:26:05.000 --> 00:26:11.000]   But that was why I went after it.
[00:26:11.000 --> 00:26:26.000]   And so if you look around the world today, you will see that once--and I'm sure this is what has attracted you even to the RIA model--is that if you establish your own RIA and you are your own chief compliance officer, now you can decide what activities are appropriate for you.
[00:26:26.000 --> 00:26:31.000]   So this allows you to access a much broader degree of marketing activities.
[00:26:31.000 --> 00:26:35.000]   Want to go ahead and set up a daily money minute on your local radio station? Go for it.
[00:26:35.000 --> 00:26:37.000]   Want to write a financial blog? Go for it.
[00:26:37.000 --> 00:26:40.000]   Want to create a YouTube channel and talk about money? Go for it.
[00:26:40.000 --> 00:26:47.000]   The whole world is available to you because you're the one who can decide what is appropriate for your company to do and not.
[00:26:47.000 --> 00:26:53.000]   And so now back to what does this actually mean?
[00:26:53.000 --> 00:27:01.000]   The challenge is that none of these things are a clear pathway to wealth or even to good marketing.
[00:27:01.000 --> 00:27:05.000]   These channels are all very crowded.
[00:27:05.000 --> 00:27:09.000]   Can your blog break through as the financial blog of 2023?
[00:27:09.000 --> 00:27:14.000]   Can your YouTube channel break through as the breakthrough channel of 2023?
[00:27:14.000 --> 00:27:16.000]   Maybe, maybe not.
[00:27:16.000 --> 00:27:19.000]   That depends on your concept, on your personality, etc.
