
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:05:10.480 --> 00:05:14.400]   is the awareness of God's presence
[00:05:14.400 --> 00:05:17.080]   and how He reveals Himself.
[00:05:17.080 --> 00:05:20.400]   And I know the natural world is a calling card,
[00:05:20.400 --> 00:05:23.840]   that's really, we walk outside and He's,
[00:05:23.840 --> 00:05:26.560]   the beauty of His world wherever we are
[00:05:26.560 --> 00:05:29.840]   just reminds us of Himself,
[00:05:29.840 --> 00:05:34.840]   but also just in the everyday rhythms of our home
[00:05:34.840 --> 00:05:40.040]   as we incorporate praying and even the idea
[00:05:40.040 --> 00:05:45.040]   of playing, of just being open to God's presence in our home.
[00:05:45.040 --> 00:05:50.080]   And I think it really does start with where our minds go.
[00:05:50.080 --> 00:05:55.720]   If they, if Philippians tells us to think on these things
[00:05:55.720 --> 00:06:00.120]   and they're not things like worry or prayer,
[00:06:00.120 --> 00:06:02.880]   they're things that are lovely and praiseworthy.
[00:06:02.880 --> 00:06:07.520]   And I think just having that, beginning that habit
[00:06:07.520 --> 00:06:10.640]   of drawing my mind to a higher thing,
[00:06:10.640 --> 00:06:14.120]   to recognizing God's presence,
[00:06:14.120 --> 00:06:18.120]   that's one of those rhythms that we can incorporate.
[00:06:18.120 --> 00:06:23.120]   And I think that we, in scribblers, it describes,
[00:06:23.120 --> 00:06:26.640]   let's pray every day, play every day, read every day,
[00:06:26.640 --> 00:06:29.040]   explore every day, serve every day,
[00:06:29.040 --> 00:06:33.360]   that I guarantee that if we as adults
[00:06:33.360 --> 00:06:35.480]   incorporate those things,
[00:06:35.480 --> 00:06:38.520]   that it would open us up to an understanding of God
[00:06:38.520 --> 00:06:42.680]   that we don't really experience in my head down,
[00:06:42.680 --> 00:06:45.720]   get to the next thing sort of day.
[00:06:45.720 --> 00:06:49.440]   So I think it's just, for me, it's a real attitude,
[00:06:49.440 --> 00:06:51.920]   an intentional attitude of the heart.
[00:06:51.920 --> 00:06:55.120]   And it's also incorporating rhythms in my day
[00:06:55.120 --> 00:06:57.200]   that are kind of reminders,
[00:06:57.200 --> 00:07:00.320]   like a little tap on the shoulder of God is here,
[00:07:00.320 --> 00:07:03.380]   God is present here and look for Him.
[00:07:04.360 --> 00:07:06.320]   - I love what you just said,
[00:07:06.320 --> 00:07:10.680]   because I think it speaks to how we all homeschool,
[00:07:10.680 --> 00:07:13.700]   especially at the beginning of a year,
[00:07:13.700 --> 00:07:16.360]   that we have so much on our plate
[00:07:16.360 --> 00:07:20.440]   and so many good things on our list of to-dos
[00:07:20.440 --> 00:07:23.880]   that we start every day, hit the ground running,
[00:07:23.880 --> 00:07:26.320]   and we're just moving from thing to thing.
[00:07:26.320 --> 00:07:30.200]   And in our mind, that is a good thing
[00:07:30.200 --> 00:07:33.580]   because we are cramming so much good stuff
[00:07:33.580 --> 00:07:34.980]   into every day.
[00:07:34.980 --> 00:07:41.120]   But your call to us
[00:07:41.120 --> 00:07:46.760]   to maybe change our rhythm
[00:07:46.760 --> 00:07:49.360]   to a more restful rhythm.
[00:07:49.360 --> 00:07:54.480]   I wrote down plan rest into your day.
[00:07:54.480 --> 00:07:58.520]   So maybe get your list of all these things
[00:07:58.520 --> 00:08:03.520]   and take, I don't know, 50% of it off the table
[00:08:04.100 --> 00:08:07.940]   so that you can develop a rhythm
[00:08:07.940 --> 00:08:12.620]   that is governed by smaller principles.
[00:08:12.620 --> 00:08:17.620]   Like the scribblers pray, play,
[00:08:17.620 --> 00:08:21.440]   read, explore, and serve,
[00:08:21.440 --> 00:08:26.420]   things that allow you to slow down
[00:08:26.420 --> 00:08:30.660]   and develop a more restful attitude
[00:08:30.660 --> 00:08:34.500]   so that you have time to look around
[00:08:34.500 --> 00:08:38.400]   and see what it is that God has brought
[00:08:38.400 --> 00:08:41.120]   into your orbit today,
[00:08:41.120 --> 00:08:45.600]   instead of blowing past 10 good things
[00:08:45.600 --> 00:08:48.960]   to get to the good thing that you put on your list.
[00:08:48.960 --> 00:08:52.800]   I wonder, I was gonna ask you
[00:08:52.800 --> 00:08:57.200]   if you think there are any prerequisites
[00:08:57.200 --> 00:09:01.240]   for finding wonder, because I thought of one
[00:09:01.240 --> 00:09:04.980]   that I might write down, but I wanted to ask you,
[00:09:04.980 --> 00:09:07.920]   do you think there are any prerequisites
[00:09:07.920 --> 00:09:10.360]   for us to finding wonder?
[00:09:10.360 --> 00:09:15.360]   Oh yeah, I do, because I think it's our anticipation
[00:09:15.360 --> 00:09:17.700]   that God is present, that He's here.
[00:09:17.700 --> 00:09:22.700]   I think recognizing that, wow, God is present with me
[00:09:22.700 --> 00:09:25.940]   and He has something for me today.
[00:09:25.940 --> 00:09:29.700]   And what I recognize about in our relationship with God
[00:09:29.700 --> 00:09:33.540]   is that He always treats me like a human being.
[00:09:33.540 --> 00:09:36.500]   He doesn't treat me like a human doing.
[00:09:36.500 --> 00:09:38.620]   He doesn't give me those lists.
[00:09:38.620 --> 00:09:40.980]   He really calls to rest,
[00:09:40.980 --> 00:09:44.360]   and that really is an act of faith, Lisa, isn't it?
[00:09:44.360 --> 00:09:47.220]   We have to kind of turn our back
[00:09:47.220 --> 00:09:52.220]   on the way the world measures, or even success,
[00:09:53.300 --> 00:09:58.300]   or the way the world expresses value.
[00:09:58.300 --> 00:10:02.020]   It does kind of express the value of being a human.
[00:10:02.020 --> 00:10:06.560]   It expresses value of always the outcome.
[00:10:06.560 --> 00:10:11.560]   There's this franticness of activity
[00:10:11.560 --> 00:10:16.780]   that supposedly brings about a meaning in your life,
[00:10:16.780 --> 00:10:19.200]   and some people measure their life
[00:10:19.200 --> 00:10:21.540]   by how frantically busy they are.
[00:10:21.540 --> 00:10:25.020]   They must be accomplishing things, and that's very worldly.
[00:10:25.020 --> 00:10:29.760]   And with the Lord, He says, "Wait on me, wait.
[00:10:29.760 --> 00:10:33.820]   "Be still, acknowledge me, and rest."
[00:10:33.820 --> 00:10:35.620]   And that's a real act of faith.
[00:10:35.620 --> 00:10:39.140]   But a prerequisite to me is just a natural curiosity
[00:10:39.140 --> 00:10:43.740]   of the world and a willingness to poke around and ask,
[00:10:43.740 --> 00:10:46.380]   what, why, how does that work? (laughs)
[00:10:46.380 --> 00:10:50.300]   - Yes, yes, that is a great prerequisite.
[00:10:50.300 --> 00:10:55.300]   I was thinking that one of the prerequisites to wonder
[00:10:55.300 --> 00:11:00.780]   is allowing yourself and your family time to contemplate.
[00:11:00.780 --> 00:11:02.980]   It's just being still.
[00:11:02.980 --> 00:11:05.500]   Because when you're not still, like you said,
[00:11:05.500 --> 00:11:09.740]   when you're just rushing and on to the next thing,
[00:11:09.740 --> 00:11:12.540]   you're not being still enough,
[00:11:12.540 --> 00:11:16.960]   you're not waiting for God to show you something.
[00:11:18.300 --> 00:11:23.140]   So I would agree that the prerequisites for finding wonder
[00:11:23.140 --> 00:11:27.740]   are being still and being curious.
[00:11:27.740 --> 00:11:30.020]   I like that, I like that a lot.
[00:11:30.020 --> 00:11:31.660]   So let me ask you this, I do wanna,
[00:11:31.660 --> 00:11:35.740]   we are going to dive into a Scribbler activity
[00:11:35.740 --> 00:11:40.740]   and look specifically at how that will take us
[00:11:40.740 --> 00:11:45.300]   as families toward finding wonder.
[00:11:45.300 --> 00:11:48.260]   But I wanted to ask you, we talk so much
[00:11:48.260 --> 00:11:50.780]   in classical conversations about the value
[00:11:50.780 --> 00:11:55.780]   of a classical Christian community
[00:11:55.780 --> 00:11:59.900]   that I wanted to ask you about those attributes.
[00:11:59.900 --> 00:12:04.900]   How does a classical education promote wonder?
[00:12:04.900 --> 00:12:08.900]   - Oh yes, I feel like I've learned so much
[00:12:08.900 --> 00:12:11.220]   from being in classical conversations.
[00:12:11.220 --> 00:12:14.780]   It's just sort of opened my understanding
[00:12:14.780 --> 00:12:17.780]   to the beauty of classical education,
[00:12:17.780 --> 00:12:20.300]   even though we know it's not, quote, Christian,
[00:12:20.300 --> 00:12:25.300]   but it very much is a natural reflection of humanness.
[00:12:25.300 --> 00:12:30.500]   And I think those questions, Lisa,
[00:12:30.500 --> 00:12:34.700]   are probably the tools, those classical tools
[00:12:34.700 --> 00:12:38.500]   of those five common topics and those core habits
[00:12:38.500 --> 00:12:40.980]   of grammar, and they're in the Scribbler's Guide,
[00:12:40.980 --> 00:12:44.360]   so you're right there, they're in the catalog,
[00:12:44.360 --> 00:12:45.820]   they're so available.
[00:12:45.820 --> 00:12:50.660]   But I find that wonder starts with questions,
[00:12:50.660 --> 00:12:53.840]   but not just any question.
[00:12:53.840 --> 00:12:57.020]   I feel like what the classical education does
[00:12:57.020 --> 00:13:01.260]   is it gives us good questions to ask.
[00:13:01.260 --> 00:13:03.980]   That's where those tools come in.
[00:13:03.980 --> 00:13:06.980]   So when you're asking even simple questions
[00:13:06.980 --> 00:13:10.540]   like what do you see, what do you hear,
[00:13:10.540 --> 00:13:13.460]   just helping them recognize, our children recognize,
[00:13:13.460 --> 00:13:17.940]   wait, that requires stopping and achieving.
[00:13:17.940 --> 00:13:22.420]   And then incorporating that into what's the definite,
[00:13:22.420 --> 00:13:25.100]   what is this thing, what is it not?
[00:13:25.100 --> 00:13:27.340]   I remember reading that for the first time
[00:13:27.340 --> 00:13:28.980]   and thinking that is brilliant,
[00:13:28.980 --> 00:13:33.580]   because so many things we define in those terms,
[00:13:33.580 --> 00:13:37.900]   this is what a flower is, it's not a tree,
[00:13:37.900 --> 00:13:40.440]   and that we naturally move to comparison.
[00:13:40.440 --> 00:13:45.440]   And those tools, those classical tools give us ways
[00:13:45.440 --> 00:13:52.040]   of looking at the world and helping us discern
[00:13:52.040 --> 00:13:53.700]   how to learn about the world.
[00:13:53.700 --> 00:13:58.500]   It's like a connector of questions to me
[00:13:58.500 --> 00:14:02.860]   help guide my thinking, but they also help guide
[00:14:02.860 --> 00:14:05.800]   my children's thinking, where it's not just random
[00:14:05.800 --> 00:14:09.200]   and they're never yes and no answered questions,
[00:14:09.200 --> 00:14:12.420]   they're probing, they're probing questions.
[00:14:12.420 --> 00:14:15.200]   And I just, I love that.
[00:14:15.200 --> 00:14:20.200]   It really has been, for my life with CC,
[00:14:20.200 --> 00:14:24.660]   it has been phenomenal in the way I think.
[00:14:24.660 --> 00:14:28.020]   It's just, it's a form that I can follow
[00:14:28.020 --> 00:14:33.020]   that helps me begin to understand something
[00:14:33.020 --> 00:14:37.540]   that I didn't know before, and it helps my children.
[00:14:37.540 --> 00:14:42.400]   I'm not fumbling around, so that is probably
[00:14:42.400 --> 00:14:44.660]   the most helpful that I've found.
[00:14:44.660 --> 00:14:48.880]   - I love it, I love the whole, the classical model
[00:14:48.880 --> 00:14:53.880]   of grammar, dialectic, and rhetoric is so beautiful.
[00:14:53.880 --> 00:14:56.800]   And you think, well, what does that have to do with wonder?
[00:14:56.800 --> 00:14:59.940]   I think what you said, asking all those good questions,
[00:14:59.940 --> 00:15:04.940]   what do you see, what do you hear, what is this thing,
[00:15:05.100 --> 00:15:09.820]   what is this thing not, is it like, what's it like,
[00:15:09.820 --> 00:15:14.820]   what is it, how is it different, all those good grammar,
[00:15:14.820 --> 00:15:18.300]   those are good, building the knowledge,
[00:15:18.300 --> 00:15:21.020]   building the knowledge of that thing
[00:15:21.020 --> 00:15:26.020]   allows us to just kind of explore the ooh,
[00:15:26.020 --> 00:15:30.900]   that's so cool aspect of it, but then the dialectic,
[00:15:30.900 --> 00:15:33.900]   where you're asked, where you are comparing it,
[00:15:33.900 --> 00:15:35.980]   and you are seeing what it will do,
[00:15:35.980 --> 00:15:38.380]   and what it doesn't do, and how does it behave,
[00:15:38.380 --> 00:15:42.620]   and where did I find it, and putting all those pieces
[00:15:42.620 --> 00:15:47.060]   together, the dialectic that is designed to help us
[00:15:47.060 --> 00:15:52.060]   think more deeply about that thing is awesome,
[00:15:52.060 --> 00:15:55.060]   but then the rhetoric, to me,
[00:15:55.060 --> 00:15:57.060]   is where the celebration comes in.
[00:15:57.060 --> 00:16:00.780]   It's like, wow, God has revealed this to me,
[00:16:00.780 --> 00:16:04.660]   and I have explored it, and I have actually come
[00:16:04.660 --> 00:16:06.660]   to understand God a little bit more,
[00:16:06.660 --> 00:16:11.220]   or realize that I'll never understand God all the way,
[00:16:11.220 --> 00:16:14.580]   and isn't that amazing, but just to celebrate.
[00:16:14.580 --> 00:16:17.860]   So for me, that classical model of grammar,
[00:16:17.860 --> 00:16:21.940]   dialectic, and rhetoric really does promote wonder,
[00:16:21.940 --> 00:16:25.460]   and the best part is that celebration of wow,
[00:16:25.460 --> 00:16:30.260]   we serve an amazing God who clearly was way more creative
[00:16:30.260 --> 00:16:34.460]   than I'll ever be, and who gave us a world of light,
[00:16:34.460 --> 00:16:37.780]   and color, and beauty, when it could all
[00:16:37.780 --> 00:16:41.980]   have just been functional, and grayscale.
[00:16:41.980 --> 00:16:43.940]   You know, that really promotes wonder.
[00:16:43.940 --> 00:16:45.060]   Well, let me ask you this.
[00:16:45.060 --> 00:16:49.340]   How does a Christian education promote wonder?
[00:16:49.340 --> 00:16:54.340]   - Oh, you know, it's what it's all about.
[00:16:54.340 --> 00:16:59.140]   It's just what you said, that at every turn,
[00:16:59.140 --> 00:17:04.140]   God uses his creation to point to even greater majesty
[00:17:04.140 --> 00:17:05.780]   of himself.
[00:17:05.780 --> 00:17:10.580]   Every work brings us into worship.
[00:17:10.580 --> 00:17:16.500]   I find that if I, even simple things like going outside,
[00:17:16.500 --> 00:17:20.580]   and look, the moon right now has just been so beautiful.
[00:17:20.580 --> 00:17:22.420]   - Oh, yes, yes!
[00:17:22.420 --> 00:17:24.740]   - And I look at that, and I think, the Lord,
[00:17:24.740 --> 00:17:28.820]   you made this rhythm of these, you know,
[00:17:28.820 --> 00:17:32.860]   it's full, it's new, and it marks time,
[00:17:32.860 --> 00:17:36.060]   and it's a mystery to me still.
[00:17:36.060 --> 00:17:41.060]   And yet, you put that in the sky for me to think about.
[00:17:41.060 --> 00:17:46.660]   It reminds me of his sovereignty over creation,
[00:17:46.660 --> 00:17:49.860]   his trustworthiness, his faithfulness.
[00:17:49.860 --> 00:17:53.060]   It's never, we're never gonna go outside,
[00:17:53.060 --> 00:17:55.900]   and the moon just disappears today,
[00:17:55.900 --> 00:17:57.820]   and it's gonna go up to mark.
[00:17:57.820 --> 00:17:58.940]   It's never like that.
[00:17:58.940 --> 00:18:01.900]   He gives us that security of our world,
[00:18:01.900 --> 00:18:06.140]   of that predictability as a reflection of his faithfulness.
[00:18:06.140 --> 00:18:10.740]   I, it just, it always brings me to higher thoughts
[00:18:10.740 --> 00:18:12.380]   about him.
[00:18:12.380 --> 00:18:17.380]   - I think it is so cool that God uses the beauty
[00:18:17.380 --> 00:18:20.420]   of creation to woo us.
[00:18:20.420 --> 00:18:23.900]   He is using it to woo us, and for our children,
[00:18:23.900 --> 00:18:25.940]   when they see how beautiful it is,
[00:18:25.940 --> 00:18:30.260]   or how tiny something is, or how complex it is,
[00:18:30.260 --> 00:18:33.780]   it woos them, and we can lead them to think
[00:18:33.780 --> 00:18:36.540]   how great a God we serve.
[00:18:36.540 --> 00:18:39.500]   It woos us into relationship.
[00:18:39.500 --> 00:18:42.660]   - Exactly, that's a beautiful way to put it, yes.
[00:18:42.660 --> 00:18:46.580]   - I just think that's the coolest.
[00:18:46.580 --> 00:18:50.860]   And you know, the only way that we'll ever see
[00:18:52.220 --> 00:18:57.140]   what was intended by the world
[00:18:57.140 --> 00:19:00.260]   is to get to know the author.
[00:19:00.260 --> 00:19:04.340]   I mean, the author, the creator is the only one
[00:19:04.340 --> 00:19:07.300]   who knows what he intended,
[00:19:07.300 --> 00:19:10.180]   what message he intended to send
[00:19:10.180 --> 00:19:12.300]   when he created this world.
[00:19:12.300 --> 00:19:15.500]   And so the only way for us to get to the bottom
[00:19:15.500 --> 00:19:19.020]   of our curiosity is to get to know the Lord.
[00:19:19.020 --> 00:19:22.740]   And so it's such a great circle where he woos us
[00:19:22.740 --> 00:19:25.820]   because he loves us, because he wants us to know him.
[00:19:25.820 --> 00:19:27.340]   - It's remarkable.
[00:19:27.340 --> 00:19:30.140]   I mean, it's so humbling, isn't it?
[00:19:30.140 --> 00:19:34.700]   It's just the thing, no one will ever pursue me that way.
[00:19:34.700 --> 00:19:37.300]   And as much as others love me,
[00:19:37.300 --> 00:19:40.900]   they will never pursue me in love that way.
[00:19:40.900 --> 00:19:45.740]   It is, yeah, it's beyond me.
[00:19:47.100 --> 00:19:49.860]   - I think that that's a beautiful thing
[00:19:49.860 --> 00:19:52.500]   to transmit to our children,
[00:19:52.500 --> 00:19:55.580]   how deeply God loves you
[00:19:55.580 --> 00:19:59.620]   and how much he wants you to know him.
[00:19:59.620 --> 00:20:01.940]   So let me ask you this,
[00:20:01.940 --> 00:20:06.940]   how does or how might community promote wonder?
[00:20:06.940 --> 00:20:09.660]   - Oh, that's a great question.
[00:20:09.660 --> 00:20:14.580]   I think that if in my own CC community,
[00:20:15.820 --> 00:20:20.300]   I believe that because there's this gaggle of people
[00:20:20.300 --> 00:20:23.180]   that are like-minded and we all love the Lord
[00:20:23.180 --> 00:20:26.220]   in our own ways, that just rubbing shoulders
[00:20:26.220 --> 00:20:29.060]   with people who are different and have different wonders.
[00:20:29.060 --> 00:20:35.020]   And I think that that just expands my understanding of God.
[00:20:35.020 --> 00:20:40.180]   Someone, we had a director who just was phenomenal
[00:20:40.180 --> 00:20:42.580]   at understanding geography.
[00:20:42.580 --> 00:20:45.300]   And she just, I would just look at rocks.
[00:20:45.300 --> 00:20:48.460]   I mean, I'm confessing here and go, "That's a rock."
[00:20:48.460 --> 00:20:52.820]   - Yeah, it's brown, it's another brown rock.
[00:20:52.820 --> 00:20:57.140]   - But after spending time with Hannah, our director,
[00:20:57.140 --> 00:21:01.540]   she just opened up this world of beauty
[00:21:01.540 --> 00:21:06.540]   that God has hidden in rocks and strata.
[00:21:06.540 --> 00:21:09.500]   I mean, she could explain things.
[00:21:09.500 --> 00:21:11.860]   So just being around other people
[00:21:11.860 --> 00:21:16.860]   that have their own recipe of wonder,
[00:21:16.860 --> 00:21:19.980]   so to speak, they have something in their heart
[00:21:19.980 --> 00:21:23.460]   that God has designed that draws them into creation
[00:21:23.460 --> 00:21:24.700]   that they can share.
[00:21:24.700 --> 00:21:26.780]   And really just the simplest things
[00:21:26.780 --> 00:21:31.780]   my granddaughters go to CC here in our community.
[00:21:31.780 --> 00:21:35.740]   And I just love hearing what they're gonna present.
[00:21:35.740 --> 00:21:40.740]   You know, the presentations of children help us see again,
[00:21:41.820 --> 00:21:44.860]   the wonder of God.
[00:21:44.860 --> 00:21:47.180]   One of my granddaughters shared about her,
[00:21:47.180 --> 00:21:50.300]   she had a giant praying mantis in a jar.
[00:21:50.300 --> 00:21:52.900]   And another one had her favorite,
[00:21:52.900 --> 00:21:55.540]   she recited her favorite little poem.
[00:21:55.540 --> 00:21:59.140]   And of course, David brought his Spiderman outfit.
[00:21:59.140 --> 00:22:06.740]   They all have a taste of wonder.
[00:22:06.740 --> 00:22:09.100]   And I think in community,
[00:22:09.100 --> 00:22:11.300]   that's what we can share with each other.
[00:22:12.300 --> 00:22:14.740]   And that, I mean, that's the body of Christ.
[00:22:14.740 --> 00:22:19.300]   It's really proclaiming his nature to one another
[00:22:19.300 --> 00:22:24.580]   and praising him through just that sharing with each other.
[00:22:24.580 --> 00:22:26.100]   Oh, did you know about this?
[00:22:26.100 --> 00:22:27.420]   Did you see this?
[00:22:27.420 --> 00:22:31.180]   And that's why community is so important.
[00:22:31.180 --> 00:22:33.980]   It really builds that in us, doesn't it?
[00:22:33.980 --> 00:22:37.180]   And I feel like for our children,
[00:22:37.180 --> 00:22:40.940]   my children were very different from me, surprisingly.
[00:22:40.940 --> 00:22:43.300]   And they had their own wonders.
[00:22:43.300 --> 00:22:45.060]   And so they could find a community
[00:22:45.060 --> 00:22:47.620]   with like-minded wanderers, you know,
[00:22:47.620 --> 00:22:51.100]   that everyone, oh, this group of people loves insects,
[00:22:51.100 --> 00:22:53.540]   you know, and are drawn together.
[00:22:53.540 --> 00:22:57.940]   So I just found community absolutely essential
[00:22:57.940 --> 00:23:00.060]   for just for myself,
[00:23:00.060 --> 00:23:04.180]   but also just to really encourage my own children
[00:23:04.180 --> 00:23:06.180]   to see that there were people
[00:23:06.180 --> 00:23:10.100]   that really had proclivities that they matched with them.
[00:23:10.100 --> 00:23:13.180]   And that was kind of a neat,
[00:23:13.180 --> 00:23:16.500]   that's just an extra, I don't think we promote that.
[00:23:16.500 --> 00:23:19.340]   - Yeah, I know, but it's really true.
[00:23:19.340 --> 00:23:22.380]   That's very beautifully presented, Amy.
[00:23:22.380 --> 00:23:24.380]   I think, yeah, that that's really true.
[00:23:24.380 --> 00:23:27.020]   One of the beauties of community
[00:23:27.020 --> 00:23:29.340]   is that we can find kindred spirits.
[00:23:29.340 --> 00:23:32.580]   And our children need that because you know what?
[00:23:32.580 --> 00:23:36.700]   We're not always the kindred spirit for our child.
[00:23:36.700 --> 00:23:40.860]   Their passion is not always what we're passionate about.
[00:23:40.860 --> 00:23:43.100]   And so we can't chase it
[00:23:43.100 --> 00:23:46.940]   as well as a friend they may find in community.
[00:23:46.940 --> 00:23:49.100]   That's lovely.
[00:23:49.100 --> 00:23:52.220]   So you and I have talked about Scribblers before
[00:23:52.220 --> 00:23:54.860]   because we worked on Scribblers together,
[00:23:54.860 --> 00:23:59.380]   and we've discussed those pillars of a homeschool day
[00:23:59.380 --> 00:24:02.380]   that you've already recounted for us.
[00:24:02.380 --> 00:24:04.220]   In Scribblers, we talk about,
[00:24:04.220 --> 00:24:08.660]   if you have done these five things every day,
[00:24:08.660 --> 00:24:10.460]   it's been a good day.
[00:24:10.460 --> 00:24:16.220]   Yep, if you pray together, play together,
[00:24:16.220 --> 00:24:20.340]   read together, explore together,
[00:24:20.340 --> 00:24:24.620]   and serve together every day, it's been a good day.
[00:24:24.620 --> 00:24:29.620]   So how can we embrace wonder as we pray, play,
[00:24:29.620 --> 00:24:33.060]   read, explore, and serve?
