
[00:00:00.000 --> 00:00:04.000]   (music)
[00:07:56.000 --> 00:08:00.000]   that they may walk in my statutes and keep my rules and obey them,
[00:08:00.000 --> 00:08:04.000]   and they shall be my people and I will be their God."
[00:08:04.000 --> 00:08:08.000]   So, pray like this for your husband.
[00:08:08.000 --> 00:08:15.000]   "Dear Father, I pray for my precious husband that you would, in your great mercy,
[00:08:15.000 --> 00:08:21.000]   bought by the blood of Jesus, take out the heart of stone
[00:08:21.000 --> 00:08:26.000]   and give him a tender, soft heart toward you.
[00:08:26.000 --> 00:08:28.000]   Put a new spirit in him.
[00:08:28.000 --> 00:08:33.000]   Give him a new disposition to love your word and keep it.
[00:08:33.000 --> 00:08:35.000]   Become his God.
[00:08:35.000 --> 00:08:38.000]   Make him your child."
[00:08:38.000 --> 00:08:39.000]   Or here's another one.
[00:08:39.000 --> 00:08:43.000]   New covenant promise from Deuteronomy 6, verse 30.
[00:08:43.000 --> 00:08:48.000]   God looks to the day when a prophet like Moses will arise, namely Jesus,
[00:08:48.000 --> 00:08:52.000]   and promises this for his chosen ones.
[00:08:52.000 --> 00:08:56.000]   "The Lord your God will circumcise your heart and the heart of your offspring
[00:08:56.000 --> 00:09:01.000]   so that you will love the Lord your God with all your heart and with all your soul
[00:09:01.000 --> 00:09:03.000]   that you may live."
[00:09:03.000 --> 00:09:13.000]   So, you pray, "Oh, Father, none of us loves you first and turns your heart to love us.
[00:09:13.000 --> 00:09:19.000]   We can't love you unless you, in your great, free, gracious love,
[00:09:19.000 --> 00:09:22.000]   first circumcise our hearts.
[00:09:22.000 --> 00:09:29.000]   You must cut away the old nature of self-exaltation and self-rule.
[00:09:29.000 --> 00:09:31.000]   You did this for me.
[00:09:31.000 --> 00:09:37.000]   I didn't deserve that any more than my husband does.
[00:09:37.000 --> 00:09:40.000]   Oh, God, I plead with you.
[00:09:40.000 --> 00:09:47.000]   Circumcise his heart so that it is set free from resistance to your truth
[00:09:47.000 --> 00:09:49.000]   and goodness and beauty.
[00:09:49.000 --> 00:09:54.000]   Cause him, oh, Lord, to love you because of Christ."
[00:09:54.000 --> 00:10:01.000]   Or think of the instruction and the promise in 2 Timothy 2, 24 to 26.
[00:10:01.000 --> 00:10:06.000]   It applies, I think, to all of us who in any time use the word and prayer
[00:10:06.000 --> 00:10:10.000]   to try to lead an unbeliever out of darkness.
[00:10:10.000 --> 00:10:17.000]   It says this, "The Lord's servant," now that would be me, that would be this wife,
[00:10:17.000 --> 00:10:21.000]   "The Lord's servant must not be quarrelsome but kind to everyone,
[00:10:21.000 --> 00:10:29.000]   able to teach, patiently enduring evil, correcting his opponents with gentleness.
[00:10:29.000 --> 00:10:35.000]   God may perhaps grant them repentance, leading to a knowledge of the truth,
[00:10:35.000 --> 00:10:39.000]   and they may come to their senses and escape from the snare of the devil,
[00:10:39.000 --> 00:10:42.000]   having been captured by him to do his will."
[00:10:42.000 --> 00:10:47.000]   So we pray, Father, even though no one deserves to be saved,
[00:10:47.000 --> 00:10:52.000]   no one deserves the gift of repentance, no one deserves escape from the devil,
[00:10:52.000 --> 00:10:55.000]   nevertheless, you are a God of mercy.
[00:10:55.000 --> 00:11:00.000]   I know this because I escaped when I was just as blind and snared
[00:11:00.000 --> 00:11:05.000]   in deadness of heart as my husband.
[00:11:05.000 --> 00:11:11.000]   Here I am praying, loving you, trusting you, amazing grace in my life.
[00:11:11.000 --> 00:11:18.000]   So you are a God of mercy, and if you will, you can grant repentance
[00:11:18.000 --> 00:11:22.000]   and liberation and faith and life.
[00:11:22.000 --> 00:11:26.000]   I know you have mercy on whom you have mercy.
[00:11:26.000 --> 00:11:31.000]   I know you are free and all wise, and as your child,
[00:11:31.000 --> 00:11:35.000]   I am asking that for the glory of your grace,
[00:11:35.000 --> 00:11:41.000]   you would give repentance to my husband.
[00:11:41.000 --> 00:11:44.000]   And we could go on, of course, on and on, in fact,
[00:11:44.000 --> 00:11:50.000]   turning the promises and the works of God into prayers.
[00:11:50.000 --> 00:11:56.000]   We could turn Acts 16, 14 into, "Lord, open his heart like you did Lydia's,"
[00:11:56.000 --> 00:12:02.000]   or we could turn 2 Corinthians 4, 6 into, "Father, shine into their hearts
[00:12:02.000 --> 00:12:07.000]   with the light of the gospel of the glory of God in the face of Christ,"
[00:12:07.000 --> 00:12:11.000]   or we could pray the words of Jesus in Luke 18, 27,
[00:12:11.000 --> 00:12:15.000]   "Lord Jesus, you said of the conversion of the rich man,
[00:12:15.000 --> 00:12:19.000]   'What is impossible with man is possible with God.'
[00:12:19.000 --> 00:12:25.000]   So do the impossible, I pray. Convert my husband."
[00:12:25.000 --> 00:12:33.000]   So, Rose, we are with you in this great work of wrestling in prayer
[00:12:33.000 --> 00:12:36.000]   for your beloved unbeliever.
[00:12:36.000 --> 00:12:42.000]   Let's not forget the words of Jesus in Luke 18, 1,
[00:12:42.000 --> 00:12:46.000]   "Always pray and do not lose heart."
[00:12:46.000 --> 00:12:50.000]   Amen. Thank you. And thank you, Rose, for persisting in your APJ emails to us.
[00:12:50.000 --> 00:12:54.000]   I hope this was helpful to you as you persist in your prayers
[00:12:54.000 --> 00:12:59.000]   and find fresh motivation from that great parable in Luke 18.
[00:12:59.000 --> 00:13:02.000]   Always pray and don't lose heart.
[00:13:02.000 --> 00:13:05.000]   I was just thinking of this parable too, Pastor John, as you were talking.
[00:13:05.000 --> 00:13:10.000]   It's a memorable one, and it fits this episode so well for what Rose is facing.
[00:13:10.000 --> 00:13:13.000]   And it's also a very odd parable as well.
[00:13:13.000 --> 00:13:19.000]   God is the godless, unjust judge in the story, at least it seems.
[00:13:19.000 --> 00:13:23.000]   So how on earth do we make sense of that parable?
[00:13:23.000 --> 00:13:27.000]   We need to untangle some things to understand its implications for our prayer lives.
[00:13:27.000 --> 00:13:30.000]   In fact, let's do that. Let's do that next time.
[00:13:30.000 --> 00:13:34.000]   Let's look at Luke 18, verses 1-8 more closely.
[00:13:34.000 --> 00:13:37.000]   I'm your host, Tony Rehnke. We'll see you back here on Wednesday.
[00:13:37.000 --> 00:13:39.000]   Thanks for listening to the podcast.
[00:13:39.000 --> 00:13:42.000]   [Silence]
[00:13:42.000 --> 00:13:45.000]   [Silence]
[00:13:45.000 --> 00:13:55.000]   [BLANK_AUDIO]

