
[00:00:00.040 --> 00:00:18.880]   ind take
[00:07:24.280 --> 00:07:24.280]   I don't know why, but there seems to be this almost obsession with any kind of medical issue that could otherwise be done.
[00:07:24.300 --> 00:07:54.300]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:07:54.300 --> 00:07:54.300]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:07:54.300 --> 00:07:54.300]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:07:54.300 --> 00:07:54.300]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:07:54.300 --> 00:07:54.300]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:07:54.300 --> 00:07:54.300]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:07:54.300 --> 00:08:24.320]  , and it's not all about the health insurance.
[00:08:24.320 --> 00:08:24.320]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:24.320 --> 00:08:24.320]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:24.320 --> 00:08:24.320]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:24.320 --> 00:08:24.320]   I don't know why, but there seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:24.340 --> 00:08:54.340]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:54.340 --> 00:08:54.340]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:54.340 --> 00:08:54.340]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:54.340 --> 00:08:54.340]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:54.340 --> 00:08:54.340]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:54.340 --> 00:08:54.340]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:08:54.380 --> 00:09:24.360]  , and I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:09:24.360 --> 00:09:24.360]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:09:24.360 --> 00:09:24.360]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:09:24.360 --> 00:09:24.360]   I don't know why, but there just seems to be this almost obsession with being protected from any kind of medical issue that could otherwise be done.
[00:09:24.360 --> 00:09:24.360]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:09:24.380 --> 00:09:54.380]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:09:54.380 --> 00:09:54.380]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:09:54.380 --> 00:09:54.380]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:09:54.380 --> 00:09:54.380]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:09:54.380 --> 00:09:54.380]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:09:54.380 --> 00:09:54.380]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:09:54.380 --> 00:09:54.380]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:09:54.380 --> 00:10:24.400]  ,
[00:10:24.400 --> 00:10:24.400]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:24.400 --> 00:10:24.400]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:24.400 --> 00:10:24.400]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:24.400 --> 00:10:24.400]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:24.400 --> 00:10:24.400]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:24.400 --> 00:10:24.400]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:24.420 --> 00:10:54.420]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:54.420 --> 00:10:54.420]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:54.420 --> 00:10:54.420]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:54.420 --> 00:10:54.420]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:54.420 --> 00:10:54.420]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:54.420 --> 00:10:54.420]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:54.420 --> 00:10:54.420]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:10:54.420 --> 00:11:24.440]  ,
[00:11:24.440 --> 00:11:24.440]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:24.440 --> 00:11:24.440]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:24.440 --> 00:11:24.440]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:24.440 --> 00:11:24.440]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:24.440 --> 00:11:24.440]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:24.440 --> 00:11:24.440]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:24.460 --> 00:11:54.460]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:54.460 --> 00:11:54.460]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:54.460 --> 00:11:54.460]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:54.460 --> 00:11:54.460]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:54.460 --> 00:11:54.460]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:54.460 --> 00:11:54.460]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:54.460 --> 00:11:54.460]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:11:54.460 --> 00:12:24.480]  ,
[00:12:24.480 --> 00:12:24.480]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:24.480 --> 00:12:24.480]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:24.480 --> 00:12:24.480]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:24.480 --> 00:12:24.480]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:24.480 --> 00:12:24.480]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:24.480 --> 00:12:24.480]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:24.500 --> 00:12:54.500]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:54.500 --> 00:12:54.500]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:54.500 --> 00:12:54.500]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:54.500 --> 00:12:54.500]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:54.500 --> 00:12:54.500]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:54.500 --> 00:12:54.500]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:54.500 --> 00:12:54.500]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:12:54.500 --> 00:13:24.520]  ,
[00:13:24.520 --> 00:13:24.520]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:24.520 --> 00:13:24.520]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:24.520 --> 00:13:24.520]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:24.520 --> 00:13:24.520]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:24.520 --> 00:13:24.520]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:24.540 --> 00:13:54.540]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:54.540 --> 00:13:54.540]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:54.540 --> 00:13:54.540]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:54.540 --> 00:13:54.540]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:54.540 --> 00:13:54.540]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:54.540 --> 00:13:54.540]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:54.540 --> 00:13:54.540]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:13:54.580 --> 00:14:24.560]  , and I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:24.560 --> 00:14:24.560]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:24.560 --> 00:14:24.560]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:24.560 --> 00:14:24.560]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:24.560 --> 00:14:24.560]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:24.560 --> 00:14:24.560]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:24.580 --> 00:14:54.580]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:54.580 --> 00:14:54.580]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:54.580 --> 00:14:54.580]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:54.580 --> 00:14:54.580]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:54.580 --> 00:14:54.580]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:54.580 --> 00:14:54.580]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:14:54.580 --> 00:14:54.580]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:24.600 --> 00:15:24.600]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:24.600 --> 00:15:24.600]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:24.600 --> 00:15:24.600]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:24.600 --> 00:15:24.600]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:24.600 --> 00:15:24.600]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:24.600 --> 00:15:24.600]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:54.620 --> 00:15:54.620]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:54.620 --> 00:15:54.620]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:54.620 --> 00:15:54.620]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:54.620 --> 00:15:54.620]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:54.620 --> 00:15:54.620]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:54.620 --> 00:15:54.620]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:54.620 --> 00:15:54.620]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:15:54.660 --> 00:16:24.640]  ,
[00:16:24.640 --> 00:16:24.640]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:24.640 --> 00:16:24.640]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:24.640 --> 00:16:24.640]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:24.640 --> 00:16:24.640]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:24.640 --> 00:16:24.640]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:24.640 --> 00:16:24.640]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:24.660 --> 00:16:54.660]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:54.660 --> 00:16:54.660]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:54.660 --> 00:16:54.660]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:54.660 --> 00:16:54.660]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:54.660 --> 00:16:54.660]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:54.660 --> 00:16:54.660]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:54.660 --> 00:16:54.660]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:16:54.660 --> 00:17:24.680]  ,
[00:17:24.680 --> 00:17:24.680]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:24.680 --> 00:17:24.680]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:24.680 --> 00:17:24.680]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:24.680 --> 00:17:24.680]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:24.680 --> 00:17:24.680]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:24.680 --> 00:17:24.680]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:24.700 --> 00:17:54.700]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:54.700 --> 00:17:54.700]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:54.700 --> 00:17:54.700]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:54.700 --> 00:17:54.700]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:54.700 --> 00:17:54.700]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:54.700 --> 00:17:54.700]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:54.700 --> 00:17:54.700]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:17:54.740 --> 00:18:24.720]  , I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:24.720 --> 00:18:24.720]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:24.720 --> 00:18:24.720]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:24.720 --> 00:18:24.720]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:24.720 --> 00:18:24.720]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:24.720 --> 00:18:24.720]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:24.740 --> 00:18:54.740]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:54.740 --> 00:18:54.740]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:54.740 --> 00:18:54.740]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:54.740 --> 00:18:54.740]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:54.740 --> 00:18:54.740]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:54.740 --> 00:18:54.740]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:54.740 --> 00:18:54.740]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:18:54.780 --> 00:19:24.760]  ,
[00:19:24.760 --> 00:19:24.760]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:24.760 --> 00:19:24.760]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:24.760 --> 00:19:24.760]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:24.760 --> 00:19:24.760]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:24.760 --> 00:19:24.760]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:24.760 --> 00:19:24.760]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:24.780 --> 00:19:54.780]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:54.780 --> 00:19:54.780]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:54.780 --> 00:19:54.780]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:54.780 --> 00:19:54.780]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:54.780 --> 00:19:54.780]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:54.780 --> 00:19:54.780]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:54.780 --> 00:19:54.780]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:19:54.780 --> 00:20:24.800]  ,
[00:20:24.800 --> 00:20:24.800]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:24.800 --> 00:20:24.800]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:24.800 --> 00:20:24.800]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:24.800 --> 00:20:24.800]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:24.800 --> 00:20:24.800]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:24.820 --> 00:20:54.820]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:54.820 --> 00:20:54.820]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:54.820 --> 00:20:54.820]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:54.820 --> 00:20:54.820]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:54.820 --> 00:20:54.820]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:54.820 --> 00:20:54.820]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:54.820 --> 00:20:54.820]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:20:54.840 --> 00:21:24.840]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:24.840 --> 00:21:24.840]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:24.840 --> 00:21:24.840]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:24.840 --> 00:21:24.840]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:24.840 --> 00:21:24.840]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:24.840 --> 00:21:24.840]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:24.840 --> 00:21:24.840]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:24.860 --> 00:21:54.860]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:54.860 --> 00:21:54.860]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:54.860 --> 00:21:54.860]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:54.860 --> 00:21:54.860]   I don't know why, but there just seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:54.860 --> 00:21:54.860]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:54.860 --> 00:21:54.860]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:54.860 --> 00:21:54.860]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:21:54.880 --> 00:22:24.880]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
[00:22:24.880 --> 00:22:24.880]   I don't know why, but there seems to be a common problem with any kind of medical issue that could otherwise be done.
