
[00:00:00.000 --> 00:00:02.820]   (soft music)
[00:02:17.320 --> 00:02:19.500]   - Thank you, I'm really excited.
[00:02:19.500 --> 00:02:23.120]   I happen to know that Stephanie also loves mock trial.
[00:02:23.120 --> 00:02:25.240]   Now, why would I invite somebody
[00:02:25.240 --> 00:02:29.040]   who did not love mock trial to talk about mock trial,
[00:02:29.040 --> 00:02:34.040]   but she has loved it as a student herself
[00:02:34.040 --> 00:02:39.080]   and as a tutor mentoring students
[00:02:39.080 --> 00:02:43.900]   through the 15 weeks of the mock trial process.
[00:02:43.900 --> 00:02:48.300]   So she has got some great insights to offer us today.
[00:02:48.300 --> 00:02:50.760]   And so I'm really glad that she's here.
[00:02:50.760 --> 00:02:53.800]   Stephanie, I know that you spent,
[00:02:53.800 --> 00:02:57.680]   have spent a good many years yourself
[00:02:57.680 --> 00:03:01.440]   as a Challenge B director
[00:03:01.440 --> 00:03:06.260]   and interacting with lots of communities at practicums
[00:03:06.260 --> 00:03:09.840]   and with parents who are thinking about joining your class
[00:03:09.840 --> 00:03:11.520]   and all of that.
[00:03:11.520 --> 00:03:14.080]   Have you ever heard of families
[00:03:14.080 --> 00:03:19.080]   considering skipping Challenge B?
[00:03:19.080 --> 00:03:22.120]   You know, maybe their student is coming into CC late
[00:03:22.120 --> 00:03:27.000]   and they're a little more than the 13 year old age group,
[00:03:27.000 --> 00:03:28.780]   12, 13 year old age group.
[00:03:28.780 --> 00:03:31.100]   They could begin in Challenge 1.
[00:03:31.100 --> 00:03:33.220]   They're just thinking about skipping Challenge B.
[00:03:33.220 --> 00:03:35.700]   How would you advise them?
[00:03:35.700 --> 00:03:38.520]   - Well, I would never advise someone to skip Challenge B
[00:03:38.520 --> 00:03:40.740]   because I think it's super fun.
[00:03:40.740 --> 00:03:43.960]   First of all, I just think it's a lot of fun.
[00:03:43.960 --> 00:03:46.440]   And it's a great level for this age group.
[00:03:46.440 --> 00:03:49.360]   I think it really meets students where they are
[00:03:49.360 --> 00:03:54.160]   in this transition phase between sort of the younger
[00:03:54.160 --> 00:03:55.640]   wanting to just memorize things
[00:03:55.640 --> 00:03:58.800]   and have things given to them phase,
[00:03:58.800 --> 00:04:03.060]   as opposed to the arguing and taking things apart
[00:04:03.060 --> 00:04:04.440]   and putting them back together phase
[00:04:04.440 --> 00:04:05.880]   and communicating phase.
[00:04:05.880 --> 00:04:09.120]   Challenge B is a really good example of a program
[00:04:09.120 --> 00:04:11.020]   that's kind of tailored to that.
[00:04:11.960 --> 00:04:14.780]   It harnesses that energy and helps them learn
[00:04:14.780 --> 00:04:19.060]   to learn some discipline, channel that energy.
[00:04:19.060 --> 00:04:23.400]   It's just a really good bridge for students to practice
[00:04:23.400 --> 00:04:27.600]   reading and writing skills on some easier literature
[00:04:27.600 --> 00:04:30.400]   and learn to tackle subjects that are unfamiliar.
[00:04:30.400 --> 00:04:34.360]   I think about formal logic can be intimidating
[00:04:34.360 --> 00:04:37.000]   and unfamiliar and it's nice that they tackle that
[00:04:37.000 --> 00:04:40.080]   before we have to start thinking about high school credits.
[00:04:41.640 --> 00:04:43.680]   And students just build a lot of confidence, I think,
[00:04:43.680 --> 00:04:45.680]   through experiences like mock trial.
[00:04:45.680 --> 00:04:48.640]   So I wouldn't recommend skipping B
[00:04:48.640 --> 00:04:50.240]   just because it's a lot of fun
[00:04:50.240 --> 00:04:53.380]   and a really good transitional bridge
[00:04:53.380 --> 00:04:56.360]   between that elementary school and high school.
[00:04:56.360 --> 00:04:59.080]   - I love your metaphor of a bridge.
[00:04:59.080 --> 00:05:00.880]   I agree with you completely.
[00:05:00.880 --> 00:05:04.600]   I mean, let's face it, Challenge B students,
[00:05:04.600 --> 00:05:09.600]   especially when B starts in the late summer, early fall,
[00:05:09.600 --> 00:05:11.640]   y'all, I love to Challenge B students,
[00:05:11.640 --> 00:05:13.900]   but they are still kind of goofy.
[00:05:13.900 --> 00:05:17.720]   And they, I think it is, you're really right, Stephanie,
[00:05:17.720 --> 00:05:22.720]   it's a really lovely bridge that lets them be who they are
[00:05:22.720 --> 00:05:27.520]   and grow into who they're becoming.
[00:05:27.520 --> 00:05:30.480]   That's really good wisdom there.
[00:05:30.480 --> 00:05:34.720]   I also know, and partly I know this from speaking
[00:05:34.720 --> 00:05:38.240]   at practicums all over the country for so many years.
[00:05:38.240 --> 00:05:40.880]   And so I feel like I have a kind of a,
[00:05:40.880 --> 00:05:45.000]   I've taken the temperature of a lot of families
[00:05:45.000 --> 00:05:48.200]   who look at Challenge B and they worry.
[00:05:48.200 --> 00:05:53.200]   You mentioned unfamiliar subjects like formal logic.
[00:05:53.200 --> 00:05:56.920]   So families tend to look at Challenge B
[00:05:56.920 --> 00:05:59.760]   and they sometimes are a little worried about that
[00:05:59.760 --> 00:06:03.360]   'cause maybe mom, neither mom nor dad had formal logic,
[00:06:03.360 --> 00:06:05.400]   but they're also a little put off,
[00:06:05.400 --> 00:06:09.880]   some of them, by the whole idea of mock trial.
[00:06:09.880 --> 00:06:13.680]   They feel like it's gonna be too much for their kids,
[00:06:13.680 --> 00:06:15.800]   for their eighth grader.
[00:06:15.800 --> 00:06:20.360]   I've had families who have thought about doing Challenge B,
[00:06:20.360 --> 00:06:25.360]   but skipping the mock trial seminar for various reasons.
[00:06:25.360 --> 00:06:29.120]   Have you ever had this experience?
[00:06:29.120 --> 00:06:31.780]   And what would you tell a family
[00:06:31.780 --> 00:06:34.960]   that is just really worried about mock trial?
[00:06:34.960 --> 00:06:38.040]   - Yeah, I think there are maybe a couple of reasons
[00:06:38.040 --> 00:06:40.900]   that families get nervous about mock trial.
[00:06:40.900 --> 00:06:43.440]   And one of them is just that they're worried
[00:06:43.440 --> 00:06:47.400]   that it will be too much for their student work-wise.
[00:06:47.400 --> 00:06:51.920]   And I mean, I understand that fear mock trial is a lot.
[00:06:51.920 --> 00:06:53.960]   You're just given a bunch of case materials
[00:06:53.960 --> 00:06:56.840]   and told to do this thing that you've never done before.
[00:06:56.840 --> 00:06:59.280]   But in terms of it just being a lot,
[00:06:59.280 --> 00:07:02.540]   I think it's still appropriate for the age
[00:07:02.540 --> 00:07:06.780]   because of two things, time and teamwork.
[00:07:06.780 --> 00:07:11.380]   So time, mock trial is a semester long process
[00:07:11.380 --> 00:07:13.120]   and it's broken into steps.
[00:07:13.120 --> 00:07:15.200]   So it is a huge task, yeah,
[00:07:15.200 --> 00:07:17.420]   but they have three months to do it.
[00:07:17.420 --> 00:07:20.700]   So students are working on this for their whole semester
[00:07:20.700 --> 00:07:23.240]   and working on it little by little
[00:07:23.240 --> 00:07:24.800]   in steps that are broken down for them
[00:07:24.800 --> 00:07:27.440]   in the challenge guide and the mock trial notebook.
[00:07:27.440 --> 00:07:30.560]   And then the other T, the teamwork,
[00:07:32.120 --> 00:07:34.640]   there are roles for every type of kid in mock trial.
[00:07:34.640 --> 00:07:38.620]   I mean, if you're a performer kid, if you like to argue,
[00:07:38.620 --> 00:07:41.660]   if you want to be a detective, you want to be a leader,
[00:07:41.660 --> 00:07:45.020]   but then also if you are quiet and you notice things
[00:07:45.020 --> 00:07:48.180]   and you want to support your friends' ideas
[00:07:48.180 --> 00:07:51.660]   and you want to do more behind the scenes things,
[00:07:51.660 --> 00:07:53.940]   there's something for you there as well.
[00:07:53.940 --> 00:07:58.760]   And every class has kids that are like both of those parties
[00:07:58.760 --> 00:08:00.600]   and they learn to work together.
[00:08:00.600 --> 00:08:03.080]   They learn to talk and listen.
[00:08:03.080 --> 00:08:05.860]   They learn to see things from different perspectives.
[00:08:05.860 --> 00:08:08.260]   They learn to win and lose gracefully,
[00:08:08.260 --> 00:08:10.500]   not just mock trial at the end,
[00:08:10.500 --> 00:08:12.260]   but within their own little team
[00:08:12.260 --> 00:08:14.200]   as they are going through this process.
[00:08:14.200 --> 00:08:17.340]   Sometimes their ideas will be the one that everybody adopts
[00:08:17.340 --> 00:08:20.100]   and sometimes it's not and they just learn about that.
[00:08:20.100 --> 00:08:23.220]   At the end of the day, the time and the teamwork
[00:08:23.220 --> 00:08:26.440]   really makes this whole huge endeavor possible.
[00:08:26.440 --> 00:08:28.780]   And then I would really hate for kids
[00:08:28.780 --> 00:08:32.540]   to miss out on that process because they all can do it.
[00:08:32.540 --> 00:08:34.420]   And the fact that they get to the end of the semester
[00:08:34.420 --> 00:08:36.340]   and they have done it builds their confidence
[00:08:36.340 --> 00:08:37.420]   like nothing else.
[00:08:37.420 --> 00:08:41.900]   - Man, you made so many good points.
[00:08:41.900 --> 00:08:45.720]   I was jotting down notes furiously.
[00:08:45.720 --> 00:08:47.620]   So much good wisdom in there.
[00:08:47.620 --> 00:08:52.620]   I absolutely love the time and teamwork, the double T there.
[00:08:52.620 --> 00:08:54.480]   And that keeps it, you're right,
[00:08:54.480 --> 00:08:57.720]   that does keep it from being too much.
[00:08:58.720 --> 00:09:03.000]   Students are never left alone to figure it out.
[00:09:03.000 --> 00:09:04.200]   I mean, they never are.
[00:09:04.200 --> 00:09:07.720]   As homeschoolers and in classical conversations
[00:09:07.720 --> 00:09:11.000]   and on community day, nobody's ever left alone.
[00:09:11.000 --> 00:09:16.000]   But I love the way that you remind us that they tackle,
[00:09:16.000 --> 00:09:20.960]   they eat this elephant one bite at a time.
[00:09:20.960 --> 00:09:24.240]   They work in steps.
[00:09:24.240 --> 00:09:28.400]   So then the steps are prescribed for them
[00:09:28.400 --> 00:09:31.400]   so that they're not just thrown on their own
[00:09:31.400 --> 00:09:34.280]   and we assume that you will know how to break this down
[00:09:34.280 --> 00:09:35.820]   in the best possible way.
[00:09:35.820 --> 00:09:42.120]   I really like what you said about not depriving our students
[00:09:42.120 --> 00:09:48.680]   of the beautiful lessons that they learn.
[00:09:48.680 --> 00:09:54.040]   I never really thought about how much they learn
[00:09:54.040 --> 00:09:59.040]   about winning and losing and teamwork during the semester.
[00:09:59.040 --> 00:10:01.620]   I really like that.
[00:10:01.620 --> 00:10:05.320]   They do learn to put forth an idea
[00:10:05.320 --> 00:10:08.340]   and sometimes have their idea adopted
[00:10:08.340 --> 00:10:11.760]   and learn how to react to that, respond to that.
[00:10:11.760 --> 00:10:15.840]   And then sometimes have their idea not chosen
[00:10:15.840 --> 00:10:20.000]   and have to learn how to live with that gracefully.
[00:10:20.000 --> 00:10:21.400]   That's lovely.
[00:10:21.400 --> 00:10:23.260]   That's a great thing.
[00:10:23.260 --> 00:10:25.600]   And so you have your experience
[00:10:25.600 --> 00:10:28.240]   and you've done this more than once or twice.
[00:10:28.240 --> 00:10:31.580]   So your experience has been that by and large,
[00:10:31.580 --> 00:10:36.200]   it's not too much for an eighth grader to experience.
[00:10:36.200 --> 00:10:38.760]   - Yeah, I mean, I've never had a student
[00:10:38.760 --> 00:10:41.320]   who couldn't participate in mock trial.
[00:10:41.320 --> 00:10:43.580]   I've had students who given the choice
[00:10:43.580 --> 00:10:46.480]   would not have chosen to do this.
[00:10:46.480 --> 00:10:49.840]   But at the end of the day, no one has ever,
[00:10:49.840 --> 00:10:52.020]   I mean, and maybe this has happened in other communities,
[00:10:52.020 --> 00:10:53.880]   but no one's ever cried on the stand.
[00:10:53.880 --> 00:10:58.500]   Like no one has ever not been able to do mock trial.
[00:10:58.500 --> 00:11:03.740]   And part of that is just the director wants your student
[00:11:03.740 --> 00:11:05.800]   to have a good experience as well.
[00:11:05.800 --> 00:11:08.720]   So he or she is not going to give your student a role
[00:11:08.720 --> 00:11:10.760]   that isn't a good fit.
[00:11:10.760 --> 00:11:14.440]   So there really are roles for all different types of kids.
[00:11:14.440 --> 00:11:18.220]   If you have a student who really needs to be fully scripted,
[00:11:18.220 --> 00:11:19.400]   there is a role for that.
[00:11:19.400 --> 00:11:22.500]   You can read from a paper if that is where you're at
[00:11:22.500 --> 00:11:23.800]   at the end of the semester.
[00:11:23.800 --> 00:11:25.180]   - Right.
[00:11:25.180 --> 00:11:28.640]   - Yeah, so I've never had it actually be too much
[00:11:28.640 --> 00:11:29.480]   for a student.
[00:11:29.480 --> 00:11:32.920]   And really every time, by the time it's over,
[00:11:32.920 --> 00:11:34.580]   everyone is glad that they did it.
[00:11:34.580 --> 00:11:37.520]   I've never had a student just all the way up
[00:11:37.520 --> 00:11:39.940]   into the very end, like they still hated it
[00:11:39.940 --> 00:11:42.580]   and still didn't wanna do it and it was terrible.
[00:11:42.580 --> 00:11:45.140]   Everyone is always glad that they did it.
[00:11:45.140 --> 00:11:47.020]   And they're impressed with themselves.
[00:11:47.020 --> 00:11:49.980]   They feel really proud and they should.
[00:11:49.980 --> 00:11:51.640]   - Yes, you are right.
[00:11:51.640 --> 00:11:54.640]   You know, and I will just mention this,
[00:11:54.640 --> 00:11:57.360]   parents who are listening.
[00:11:57.360 --> 00:12:02.360]   I have had more parents who are afraid
[00:12:02.360 --> 00:12:07.360]   that their child can't do it than I have had students
[00:12:07.360 --> 00:12:11.680]   who were afraid that they can't do it.
[00:12:11.680 --> 00:12:15.500]   And part of that is, you know, the eighth grade mindset.
[00:12:15.500 --> 00:12:19.640]   They still are pretty sure they can do everything
[00:12:19.640 --> 00:12:24.640]   and they are real emboldened to try most anything.
[00:12:24.640 --> 00:12:28.480]   Now you do have some students who, for whatever reason,
[00:12:28.480 --> 00:12:32.400]   maybe don't like to speak in public
[00:12:32.400 --> 00:12:34.180]   or don't like to be put on the spot,
[00:12:34.180 --> 00:12:36.200]   don't like to have to think on their feet
[00:12:36.200 --> 00:12:38.280]   or various other issues.
[00:12:38.280 --> 00:12:41.840]   But usually it's the parents who are thinking
[00:12:41.840 --> 00:12:45.640]   that just sounds like a lot.
[00:12:45.640 --> 00:12:48.940]   That is a lot of pressure, that's a lot of thinking,
[00:12:48.940 --> 00:12:50.760]   that's a lot of new vocabulary,
[00:12:50.760 --> 00:12:53.260]   that's a lot of skills I've never done.
[00:12:53.260 --> 00:12:55.180]   I don't know if my child can do this.
[00:12:55.180 --> 00:12:56.820]   I think it's just too much pressure.
[00:12:56.820 --> 00:12:59.140]   And usually what we as parents mean
[00:12:59.140 --> 00:13:02.820]   is that I'm afraid of this and I'm not sure I can help well.
[00:13:02.820 --> 00:13:05.740]   And I think this could go south really easily
[00:13:05.740 --> 00:13:08.860]   and I don't think I'm a good tour guide for that.
[00:13:08.860 --> 00:13:11.140]   And so parents tend to worry.
[00:13:11.140 --> 00:13:15.840]   I had more years that I was a B tutor than not.
[00:13:15.840 --> 00:13:18.360]   I had parents who would come to me
[00:13:18.360 --> 00:13:20.900]   about middle of second semester and say,
[00:13:20.900 --> 00:13:22.500]   "I'm just not sure this is going well.
[00:13:22.500 --> 00:13:25.460]   "I just don't know if my child is gonna be able to do this.
[00:13:25.460 --> 00:13:26.760]   "I know what's expected.
[00:13:26.760 --> 00:13:30.820]   "I just don't know how this is gonna work out."
[00:13:30.820 --> 00:13:34.320]   And I will say, "Well, this is not my first time through."
[00:13:34.320 --> 00:13:39.240]   And so I am assuring you that you're going to be
[00:13:39.240 --> 00:13:42.120]   very pleasantly surprised by the way
[00:13:42.120 --> 00:13:44.740]   that your child steps up to the plate.
[00:13:44.740 --> 00:13:47.780]   And I have told parents, I bet you have too, Stephanie,
[00:13:47.780 --> 00:13:51.620]   for years that, okay, this Challenge B student
[00:13:51.620 --> 00:13:56.340]   who begins Challenge B in August
[00:13:56.340 --> 00:14:00.800]   is absolutely not the same student
[00:14:00.800 --> 00:14:04.960]   who is going to present at mock trial in April.
[00:14:04.960 --> 00:14:08.260]   These are not the same people, would you agree?
[00:14:08.260 --> 00:14:09.820]   - Yes, absolutely.
[00:14:09.820 --> 00:14:12.840]   And also, I will say that every year,
[00:14:12.840 --> 00:14:16.520]   mock trial looks very rough for a very long time.
[00:14:16.520 --> 00:14:18.060]   - Oh, such a long time.
[00:14:18.060 --> 00:14:19.060]   - Every year.
[00:14:19.060 --> 00:14:21.740]   Every year, I get into the last two or three weeks
[00:14:21.740 --> 00:14:22.580]   and I'm like, "You know what?
[00:14:22.580 --> 00:14:23.400]   "This might--"
[00:14:23.400 --> 00:14:24.940]   - This is gonna be the year.
[00:14:24.940 --> 00:14:28.060]   - But it always does.
[00:14:28.060 --> 00:14:29.780]   Always, it always does.
[00:14:29.780 --> 00:14:32.900]   It's so rough for so long and it makes me nervous.
[00:14:32.900 --> 00:14:36.240]   But I have at least learned to trust the Lord
[00:14:36.240 --> 00:14:37.820]   and then also to trust the process
[00:14:37.820 --> 00:14:41.100]   because really, really, by the time it actually happens,
[00:14:41.100 --> 00:14:42.780]   I am always impressed.
[00:14:42.780 --> 00:14:46.160]   But yeah, the parents coming to you midway
[00:14:46.160 --> 00:14:47.740]   saying they don't think this is going well,
[00:14:47.740 --> 00:14:49.160]   I mean, the director's like,
[00:14:49.160 --> 00:14:50.820]   "Yeah, I don't think it is either."
[00:14:50.820 --> 00:14:52.220]   - Yeah, it doesn't look pretty.
[00:14:52.220 --> 00:14:53.060]   It doesn't look pretty.
[00:14:53.060 --> 00:14:55.820]   - Right, the process is messy,
[00:14:55.820 --> 00:14:59.520]   but the outcome in the end is really always beautiful.
[00:14:59.520 --> 00:15:00.860]   - And it is.
[00:15:00.860 --> 00:15:05.320]   I will tell you, parents, that it is frankly amazing,
[00:15:05.320 --> 00:15:08.320]   even to those of us who have seen it time and again,
[00:15:08.320 --> 00:15:11.740]   it is frankly amazing to get to the end
[00:15:11.740 --> 00:15:14.160]   and you look at your students
[00:15:14.160 --> 00:15:17.320]   and you're listening to them and you think,
[00:15:17.320 --> 00:15:20.720]   "And where have these people been all year?"
[00:15:20.720 --> 00:15:24.320]   Well, where they have been is becoming.
[00:15:24.320 --> 00:15:29.320]   They have been becoming excellent thinkers.
[00:15:29.320 --> 00:15:34.400]   They have been becoming awesome argument architects.
[00:15:35.060 --> 00:15:40.060]   They have been becoming clear and persuasive presenters.
[00:15:40.060 --> 00:15:45.180]   They have been becoming gracious teammates.
[00:15:45.180 --> 00:15:47.060]   And it's beautiful to behold.
[00:15:47.060 --> 00:15:49.860]   So I guess what Stephanie and I are saying is
[00:15:49.860 --> 00:15:54.860]   don't skip challenge B and don't skip mock trial.
[00:15:54.860 --> 00:16:00.860]   We do understand that mock trial is very polarizing.
[00:16:00.860 --> 00:16:03.100]   Some families really look forward to it.
[00:16:03.100 --> 00:16:05.500]   Some students really look forward to it.
[00:16:05.500 --> 00:16:07.260]   And some students really dread it.
[00:16:07.260 --> 00:16:10.220]   Does this happen to you in most of your classes, Stephanie,
[00:16:10.220 --> 00:16:14.520]   that you have some that are for and some that are against?
[00:16:14.520 --> 00:16:15.600]   - Yes, yes.
[00:16:15.600 --> 00:16:17.080]   Every once in a while you'll have a student
[00:16:17.080 --> 00:16:18.100]   who's just neutral.
[00:16:18.100 --> 00:16:20.900]   But for the most part, it is in those two camps,
[00:16:20.900 --> 00:16:23.660]   the kids who are so excited.
[00:16:23.660 --> 00:16:24.500]   - And who are they?
[00:16:24.500 --> 00:16:26.300]   Why are they so excited?
[00:16:26.300 --> 00:16:28.660]   - Yes, usually these are the loud kids.
[00:16:28.660 --> 00:16:32.060]   The loud kids are excited and the quiet kids kind of dread it
[00:16:32.060 --> 00:16:33.900]   because they think there's nothing for them to do
[00:16:33.900 --> 00:16:35.380]   or nothing that they'll be comfortable doing.
[00:16:35.380 --> 00:16:36.220]   But there is.
[00:16:36.220 --> 00:16:38.340]   - Yes, yes.
[00:16:38.340 --> 00:16:42.220]   - Yeah, and so it's the students who like to talk
[00:16:42.220 --> 00:16:43.120]   that are usually excited.
[00:16:43.120 --> 00:16:46.420]   They go into this maybe already even thinking
[00:16:46.420 --> 00:16:49.020]   that they want to be lawyers.
[00:16:49.020 --> 00:16:51.540]   These are the students whose parents probably feel
[00:16:51.540 --> 00:16:54.420]   the dialectic stage like a ton of bricks at home.
[00:16:54.420 --> 00:16:55.940]   - My goodness, yes, yes.
[00:16:55.940 --> 00:16:57.700]   - The kids, the students love to argue.
[00:16:57.700 --> 00:16:59.620]   They love to collect evidence.
[00:16:59.620 --> 00:17:02.420]   They love to challenge things just for fun.
[00:17:02.420 --> 00:17:05.140]   They might be the students who write LTW papers
[00:17:05.140 --> 00:17:07.940]   with stances that the family does not even believe
[00:17:07.940 --> 00:17:08.780]   just to practice.
[00:17:08.780 --> 00:17:12.620]   - Yes, yes, devil's advocate positions, yes.
[00:17:12.620 --> 00:17:13.560]   - Yes, yes.
[00:17:13.560 --> 00:17:16.940]   Then there's also students who are excited about Mock Trial
[00:17:16.940 --> 00:17:21.060]   because they are serious and they love to do big tasks
[00:17:21.060 --> 00:17:23.760]   and do them right and apply themselves.
[00:17:23.760 --> 00:17:27.080]   These are the students who are detailed oriented.
[00:17:27.080 --> 00:17:30.560]   They like to notice things, really iron things out.
[00:17:30.560 --> 00:17:33.160]   So not always the argumentative students,
[00:17:33.160 --> 00:17:35.720]   but sometimes just the students who like to see details
[00:17:35.720 --> 00:17:37.280]   and like to do things right.
[00:17:37.280 --> 00:17:39.480]   - Yeah, or who like to work puzzles.
[00:17:39.480 --> 00:17:43.360]   I've had kids, students who like puzzles who like Mock Trial
[00:17:43.360 --> 00:17:45.760]   because it's like putting together a puzzle.
[00:17:45.760 --> 00:17:47.520]   - Yeah, yeah.
[00:17:47.520 --> 00:17:50.860]   And then the students who typically don't look forward
[00:17:50.860 --> 00:17:53.880]   to Mock Trial at first, they are those quiet ones
[00:17:53.880 --> 00:17:57.960]   who worry that they're too shy to do it,
[00:17:57.960 --> 00:18:00.180]   or they've internalized a belief that they can't
[00:18:00.180 --> 00:18:01.360]   or that they're not smart enough,
[00:18:01.360 --> 00:18:04.280]   which I think is so sad because that's not true.
[00:18:04.280 --> 00:18:07.420]   And I'm sorry that if they would ever think that,
[00:18:07.420 --> 00:18:10.260]   because it's like with the guidance of the director
[00:18:10.260 --> 00:18:13.840]   and their parents, that doesn't need to be
[00:18:13.840 --> 00:18:14.840]   the student's experience.
[00:18:14.840 --> 00:18:17.240]   They are capable of doing Mock Trial
[00:18:17.240 --> 00:18:19.960]   and just we need to shepherd them and stick up for them
[00:18:19.960 --> 00:18:22.620]   and sometimes help classmates learn to listen to them
[00:18:22.620 --> 00:18:24.820]   because sometimes these students are quiet.
[00:18:24.820 --> 00:18:27.440]   And I'll be honest, these are the students
[00:18:27.440 --> 00:18:29.860]   who will knock your socks off at the end.
[00:18:29.860 --> 00:18:33.260]   It is quiet students, the ones who were nervous,
[00:18:33.260 --> 00:18:36.660]   who have the biggest transformation in the end,
[00:18:36.660 --> 00:18:37.820]   really every time.
[00:18:37.820 --> 00:18:39.700]   - Wow.
[00:18:39.700 --> 00:18:44.840]   That is such an encouraging thing for the parents
[00:18:44.840 --> 00:18:49.540]   on this call to hear, that your go get 'em,
[00:18:49.540 --> 00:18:53.020]   I wanna make a splash, students are gonna love Mock Trial.
[00:18:53.020 --> 00:18:55.800]   You're quiet, I want to notice the details,
[00:18:55.800 --> 00:18:58.300]   students are gonna love Mock Trial.
[00:18:58.300 --> 00:19:03.300]   But also you're retiring, I'm not sure I can do this.
[00:19:03.300 --> 00:19:10.160]   Students can be led to see their strengths in this endeavor.
[00:19:10.160 --> 00:19:16.840]   And like you have said before, it is very confidence
[00:19:16.840 --> 00:19:19.580]   building for all of those students.
[00:19:19.580 --> 00:19:24.580]   You made a good point that all of our students have helpers
[00:19:24.580 --> 00:19:30.500]   that are going to help them find success
[00:19:30.500 --> 00:19:32.600]   as Mock Trial participators.
[00:19:32.600 --> 00:19:36.160]   So they have parents who are, and we wanna talk about
[00:19:36.160 --> 00:19:38.360]   how each one of these really does help.
[00:19:38.360 --> 00:19:41.520]   They have parents who are gonna be at home
[00:19:41.520 --> 00:19:45.240]   and parents who are gonna help you know what you can do
[00:19:45.240 --> 00:19:47.200]   to help your Mock Trial student,
[00:19:47.200 --> 00:19:50.980]   whatever kind of Mock Trial embracer they are.
[00:19:50.980 --> 00:19:55.980]   They also have the guide which helps them break up
[00:19:55.980 --> 00:20:01.020]   the process of building the case into steps
[00:20:01.020 --> 00:20:04.060]   that are doable, that are easy to see.
[00:20:04.060 --> 00:20:07.540]   And if you will follow all the steps,
[00:20:07.540 --> 00:20:10.900]   you will get to the end and have a hold.
[00:20:10.900 --> 00:20:13.100]   There won't be things missing.
[00:20:13.100 --> 00:20:17.740]   But you also have your director who is gonna guide you
[00:20:17.740 --> 00:20:19.980]   by asking you wonderful questions
[00:20:19.980 --> 00:20:23.440]   and not telling you what to think
[00:20:23.440 --> 00:20:26.480]   or even necessarily how to think,
[00:20:26.480 --> 00:20:31.120]   but ask you questions that will show you
[00:20:31.120 --> 00:20:34.760]   what the next best step is.
[00:20:34.760 --> 00:20:37.800]   But Stephanie, I want you to encourage
[00:20:37.800 --> 00:20:42.800]   our parent listeners also that there are other parts
[00:20:43.200 --> 00:20:46.080]   of the Challenge B and other parts
[00:20:46.080 --> 00:20:48.520]   of the Classical Conversation curriculum
