
[00:00:00.000 --> 00:00:01.880]   Hello, everybody.
[00:06:56.980 --> 00:06:57.980]   if you want to get the scholarship.
[00:06:57.980 --> 00:07:00.860]   It's not just going to fall in your lap most of the time.
[00:07:00.860 --> 00:07:04.020]   You've got to apply, you've got to research, see what's most relevant.
[00:07:04.020 --> 00:07:07.940]   It's kind of like applying to college, but for scholarships, it is kind of like a full-time
[00:07:07.940 --> 00:07:08.940]   job.
[00:07:08.940 --> 00:07:09.940]   Absolutely.
[00:07:09.940 --> 00:07:16.060]   And the great thing is that a lot of my, I had sort of like a bunch of essays that I
[00:07:16.060 --> 00:07:17.060]   used to apply to different colleges.
[00:07:17.060 --> 00:07:22.260]   And I could also take them and then make tweaks to them to apply for these scholarship programs
[00:07:22.260 --> 00:07:24.580]   because they were personal essays.
[00:07:24.580 --> 00:07:28.580]   So you apply to college and when you apply to a lot of scholarship programs, they want
[00:07:28.580 --> 00:07:29.580]   a personal essay.
[00:07:29.580 --> 00:07:34.380]   So you just can take it and tweak it for a college or for a scholarship.
[00:07:34.380 --> 00:07:38.380]   But you have to be very dedicated and definitely putting your research.
[00:07:38.380 --> 00:07:41.060]   But the good thing is that there are just many, many scholarships out there.
[00:07:41.060 --> 00:07:44.660]   And so many of them that a lot of people don't know they're out there and you might apply.
[00:07:44.660 --> 00:07:48.860]   A lot of people apply for the big ones, but then they overlook the ones that are like
[00:07:48.860 --> 00:07:55.220]   $5,000, $10,000, $7,000, $2,500 that are only getting a few applicants.
[00:07:55.220 --> 00:07:56.220]   Right.
[00:07:56.220 --> 00:08:03.380]   So 20 years at the New York Times, I'd love to ask you about that experience and what
[00:08:03.380 --> 00:08:09.740]   listeners and readers get wrong about the media.
[00:08:09.740 --> 00:08:15.660]   Because since 2016, I remember Trump was talking about fake news and all that.
[00:08:15.660 --> 00:08:19.820]   And I feel like there was like a big rift in society once he became president.
[00:08:19.820 --> 00:08:24.540]   There was a lot of talk about the media and whether we should believe them or not.
[00:08:24.540 --> 00:08:29.780]   What are some misconceptions readers and listeners have about the media that you can kind of
[00:08:29.780 --> 00:08:31.700]   break down and clarify?
[00:08:31.700 --> 00:08:32.700]   Yeah.
[00:08:32.700 --> 00:08:37.020]   So I think that the media has been under attack, obviously, in recent years.
[00:08:37.020 --> 00:08:39.620]   And I think some of that is due to demagoguery.
[00:08:39.620 --> 00:08:45.820]   I mean, I think that there are a lot of politicians who don't want to be held to account.
[00:08:45.820 --> 00:08:54.620]   And so, you know, rather, you know, when the media is reporting on politicians and on institutions
[00:08:54.620 --> 00:09:06.220]   that may be involved in corruption or potentially, you know, telling lies, one way to, you know,
[00:09:06.220 --> 00:09:14.540]   to sort of counter that is to undermine, you know, the media that is trying to expose corruption
[00:09:14.540 --> 00:09:17.260]   among institutions, for example.
[00:09:17.260 --> 00:09:20.900]   And you know, that's not to say that the media is perfect.
[00:09:20.900 --> 00:09:27.780]   You know, obviously, as reporters and as journalists, you know, we make mistakes, but your obligation
[00:09:27.780 --> 00:09:31.980]   as a reporter is if you make a mistake, if you report something that's inaccurate, then
[00:09:31.980 --> 00:09:35.220]   you run a correction, you know, correct the record.
[00:09:35.220 --> 00:09:39.580]   So the media is not obviously perfect.
[00:09:39.580 --> 00:09:40.580]   You know, we do make mistakes.
[00:09:40.580 --> 00:09:45.180]   I occasionally, you know, publish things that I get wrong, and then we have to run a correction,
[00:09:45.180 --> 00:09:47.120]   you know, the next day we have to.
[00:09:47.120 --> 00:09:49.820]   That's our obligation to our readers and to the public.
[00:09:49.820 --> 00:09:55.740]   I think another misapprehension is, you know, people have a very conspiratorial perspective
[00:09:55.740 --> 00:09:56.740]   of media.
[00:09:56.740 --> 00:10:03.500]   They think that, you know, a lot of journalists, that all journalists have an agenda or that
[00:10:03.500 --> 00:10:07.060]   are, you know, that if you work for The Washington Post, you work for The New York Times, then
[00:10:07.060 --> 00:10:11.940]   your editor tells you what to do, tells you what to write, and you're just a sort of puppet.
[00:10:11.940 --> 00:10:12.940]   And that's not the case.
[00:10:12.940 --> 00:10:18.380]   A lot of reporters, you know, we are just people doing a job like anyone else, you know,
[00:10:18.380 --> 00:10:25.780]   and our goal by and large is to just seek out the truth and report on the truth.
[00:10:25.780 --> 00:10:32.700]   You know, and we are people who, you know, most of us have a lot of integrity and just
[00:10:32.700 --> 00:10:37.740]   want to inform the public and hold, you know, speak truth to power.
[00:10:37.740 --> 00:10:38.740]   Right.
[00:10:38.740 --> 00:10:40.700]   No, I hear you.
[00:10:40.700 --> 00:10:44.700]   It's a good point on if you're going, if you're trying to uncover the truth about someone
[00:10:44.700 --> 00:10:52.060]   who might have done something wrong, it seems logical to try to attack the institution that's
[00:10:52.060 --> 00:10:53.060]   trying to go after you.
[00:10:53.060 --> 00:10:55.180]   I mean, that makes perfect sense.
[00:10:55.180 --> 00:11:03.140]   In terms of the editor and journalist relationship, who decides the title of the article?
[00:11:03.140 --> 00:11:07.940]   And does the journalist, the writer, actually have a say in what that title will be?
[00:11:07.940 --> 00:11:10.540]   Because there sometimes is a mismatch.
[00:11:10.540 --> 00:11:11.660]   Absolutely.
[00:11:11.660 --> 00:11:18.780]   And that is something that is, I would say, a lot of journalists, something we have to
[00:11:18.780 --> 00:11:24.180]   deal with that can be a bit of a nuisance at times is that if you work for a big news
[00:11:24.180 --> 00:11:32.820]   organization, especially a print organization or a large digital news operation or TV operation,
[00:11:32.820 --> 00:11:35.860]   you typically do not write the headlines on your story.
[00:11:35.860 --> 00:11:42.520]   So what you do is you, you know, I have an assignment editor who I talk to pretty regularly
[00:11:42.520 --> 00:11:46.500]   and I tell her, you know, what I think is going to be a story.
[00:11:46.500 --> 00:11:50.900]   I tell her what news I'm pursuing, what stories I'm working on.
[00:11:50.900 --> 00:11:52.140]   You know, she gives me feedback.
[00:11:52.140 --> 00:11:55.060]   We talk about what the story is going to be, what I'm finding or what I'm going to go out
[00:11:55.060 --> 00:11:56.060]   and report on.
[00:11:56.060 --> 00:11:59.580]   Then I write the story and then I file it to her.
[00:11:59.580 --> 00:12:03.860]   She edits it, asks me questions, you know, tries to see if there's any inaccuracies or
[00:12:03.860 --> 00:12:08.480]   anything like that or make sure everything is clear, does her editing, and then she writes
[00:12:08.480 --> 00:12:09.820]   the headline.
[00:12:09.820 --> 00:12:14.380]   Or a copy editor, who is a second editor, will write the headline.
[00:12:14.380 --> 00:12:17.180]   And back in the day when I first started, a lot of times I wouldn't even see the headline
[00:12:17.180 --> 00:12:18.500]   before I went into print.
[00:12:18.500 --> 00:12:24.300]   So sometimes, occasionally, I would see a story in print and I would see the headline
[00:12:24.300 --> 00:12:26.940]   and think, "Yeah, I don't really agree with that headline.
[00:12:26.940 --> 00:12:29.500]   I don't think it really sums it up."
[00:12:29.500 --> 00:12:31.460]   Maybe it's too suggestive.
[00:12:31.460 --> 00:12:38.580]   And a lot of times I would get emails from people who just read the headline and didn't
[00:12:38.580 --> 00:12:40.060]   read the actual story.
[00:12:40.060 --> 00:12:41.060]   Right.
[00:12:41.060 --> 00:12:42.060]   I mean, that's very common.
[00:12:42.060 --> 00:12:44.980]   And then wrote to me complaining that, you know, that my story was all wrong or that
[00:12:44.980 --> 00:12:45.980]   I don't know what I was talking about.
[00:12:45.980 --> 00:12:49.900]   Or I was like, "I didn't write the headline."
[00:12:49.900 --> 00:12:54.140]   And if you read the story, like that's, you know, the headline is five words and the story
[00:12:54.140 --> 00:12:55.940]   is like, you know, a thousand words.
[00:12:55.940 --> 00:12:56.940]   Right.
[00:12:56.940 --> 00:13:01.980]   Where I go into the nuances and the details and give, you know, it's very balanced and
[00:13:01.980 --> 00:13:07.540]   I'm interviewing one side, then the other side, or describing a study and it's, I discuss
[00:13:07.540 --> 00:13:09.660]   all the details and nuances.
[00:13:09.660 --> 00:13:10.660]   And it's very difficult.
[00:13:10.660 --> 00:13:15.700]   You know, I don't blame the editors who occasionally misinterpret a story and maybe don't put the
[00:13:15.700 --> 00:13:19.340]   best headline on it because you're trying to sum up a, you know, a thousand word story
[00:13:19.340 --> 00:13:22.100]   or 2000 word story in five words.
[00:13:22.100 --> 00:13:25.280]   And it's extremely difficult to be that concise.
[00:13:25.280 --> 00:13:28.380]   And also you want it to be compelling so that people see it all and think, "Oh, this is
[00:13:28.380 --> 00:13:29.380]   an interesting story.
[00:13:29.380 --> 00:13:30.380]   Let me read through the rest."
[00:13:30.380 --> 00:13:35.180]   But we live in this, you know, this environment nowadays or this media culture where, you
[00:13:35.180 --> 00:13:41.100]   know, we're just deluged with headlines and we have our iPhones and you're constantly
[00:13:41.100 --> 00:13:43.460]   getting news updates and news alerts.
[00:13:43.460 --> 00:13:47.100]   And I, you know, I listen to lots of podcasts, yours included and many others.
[00:13:47.100 --> 00:13:51.860]   And there's just so much media to consume that a lot of times it's hard to sit there
[00:13:51.860 --> 00:13:55.580]   and read a full article because we have short attention spans.
[00:13:55.580 --> 00:13:59.680]   So oftentimes the reporters don't usually write the headlines, unless it's a blog that's
[00:13:59.680 --> 00:14:02.660]   run by like, you know, one or two people.
[00:14:02.660 --> 00:14:06.420]   But most large news organizations, you have editors who write the headlines.
[00:14:06.420 --> 00:14:07.420]   Got it.
[00:14:07.420 --> 00:14:11.780]   So a lesson learned, folks, is to look at the headline.
[00:14:11.780 --> 00:14:12.780]   Maybe it'll catch your attention.
[00:14:12.780 --> 00:14:16.260]   I think that's part of the big reason why there are catchy headlines.
[00:14:16.260 --> 00:14:21.700]   But to spend time reading and delving into the content of the articles, I have the same
[00:14:21.700 --> 00:14:23.660]   problem with Financial Samurai as well.
[00:14:23.660 --> 00:14:29.760]   I write probably too long articles, like 2,500-word articles and it loses people.
[00:14:29.760 --> 00:14:33.820]   But it's just me trying to be balanced and, you know, I got to be more concise.
[00:14:33.820 --> 00:14:37.020]   I don't have the luxury of having a nice editor.
[00:14:37.020 --> 00:14:40.000]   But I also have to figure out what is a proper headline as well.
[00:14:40.000 --> 00:14:45.060]   So just spend some time digging deep because chances are if you read one more paragraph,
[00:14:45.060 --> 00:14:50.980]   you might find a more balanced perspective and the answers to your questions.
[00:14:50.980 --> 00:14:54.060]   And I will also say that, you know, journalists, we're just people.
[00:14:54.060 --> 00:14:57.660]   You know, we write stories we want people to read and we want to engage with the public.
[00:14:57.660 --> 00:15:02.180]   And so occasionally I'll get an email from someone who maybe just read the headline,
[00:15:02.180 --> 00:15:05.700]   you know, and got really upset and sent me an email calling me an idiot or something
[00:15:05.700 --> 00:15:07.700]   and just sent me a nasty email.
[00:15:07.700 --> 00:15:09.860]   And I'm like, "Okay, well, I'm not going to respond to that person."
[00:15:09.860 --> 00:15:14.300]   But then there are people who write to me, who send messages that are like, "Oh, great
[00:15:14.300 --> 00:15:17.420]   story," or, you know, "Hey, you know, I read your story.
[00:15:17.420 --> 00:15:21.660]   I thought the headline didn't quite get it right, blah, blah, blah," and they're civil.
[00:15:21.660 --> 00:15:22.660]   And then I respond.
[00:15:22.660 --> 00:15:25.860]   You know, if someone sends a civil message to me, even if they disagree with something
[00:15:25.860 --> 00:15:28.780]   I wrote, if they're civil, then you'll get a response.
[00:15:28.780 --> 00:15:34.180]   And, you know, I've often – I've had long correspondences with people, with readers
[00:15:34.180 --> 00:15:37.900]   who maybe didn't agree with everything, but they sent me a civil message and we ended
[00:15:37.900 --> 00:15:40.300]   up having a great dialogue.
[00:15:40.300 --> 00:15:42.620]   You know, and we have a discussion and it's great.
[00:15:42.620 --> 00:15:44.820]   And I do the same.
[00:15:44.820 --> 00:15:48.220]   You know, occasionally I read something in other news outlets that I disagree with and
[00:15:48.220 --> 00:15:52.700]   maybe I'll write to that person and just be civil and you will get, you know, a response
[00:15:52.700 --> 00:15:56.700]   and feedback and perhaps start a dialogue that way.
[00:15:56.700 --> 00:16:01.300]   Mad Fientist So given you're a health reporter, things
[00:16:01.300 --> 00:16:06.500]   must have been crazy wild for you once the pandemic began.
[00:16:06.500 --> 00:16:10.900]   Because I remember in 2020, I would see a lot of stories, unfortunately negative stories,
[00:16:10.900 --> 00:16:14.100]   about people who died from COVID complications.
[00:16:14.100 --> 00:16:20.180]   And one of the most consistent variables that I noticed were that these folks had comorbidities
[00:16:20.180 --> 00:16:22.100]   or were overweight.
[00:16:22.100 --> 00:16:26.620]   And so that kind of scared me into trying to – thinking about my fitness more, about
[00:16:26.620 --> 00:16:31.140]   trying to eat better and protect my mental health and all that.
[00:16:31.140 --> 00:16:33.620]   How was COVID like for you as a health reporter?
[00:16:33.620 --> 00:16:39.660]   And why – do you feel the nation got healthier during this time as a silver lining because
[00:16:39.660 --> 00:16:45.060]   we were so scared of this potential virus that could have negatively affected our health?
[00:16:45.060 --> 00:16:46.500]   Dr. Justin Marchegiani Yes.
[00:16:46.500 --> 00:16:50.040]   So I think that that's a – you raise a great point.
[00:16:50.040 --> 00:16:54.100]   We did see, if you look at the data, that there were a lot of people who got healthier
[00:16:54.100 --> 00:16:59.140]   who decided, you know, I want to – I'm seeing all these people die and they have
[00:16:59.140 --> 00:17:03.940]   these comorbidities, you know, the leading comorbidities for, you know, risk of death
[00:17:03.940 --> 00:17:09.520]   from COVID or hypertension, diabetes, obesity, you know, heart disease.
[00:17:09.520 --> 00:17:13.740]   So a lot of people saw that and thought, you know, I want to get healthier.
[00:17:13.740 --> 00:17:18.100]   And a lot of us started working from home and so you had the ability to cook your own
[00:17:18.100 --> 00:17:19.100]   food.
[00:17:19.100 --> 00:17:22.340]   You had the ability to maybe go out, spend a little more time exercising because you
[00:17:22.340 --> 00:17:24.880]   weren't commuting in the morning and afternoon.
[00:17:24.880 --> 00:17:29.600]   But I will say importantly, and I'm still trying to track down all the data on this,
[00:17:29.600 --> 00:17:32.560]   but I think there's a class divide when it comes to that.
[00:17:32.560 --> 00:17:37.640]   I think that the people of higher socioeconomic status could, you know, work from home during
[00:17:37.640 --> 00:17:45.000]   lockdown and who, you know, could afford to go on Amazon and buy, you know, workout equipment
[00:17:45.000 --> 00:17:47.720]   and set up a gym in your garage or in your backyard.
[00:17:47.720 --> 00:17:50.240]   Dr. Abdul Latifov: Yeah, those $3,000 Peloton bikes.
[00:17:50.240 --> 00:17:51.240]   That was crazy.
[00:17:51.240 --> 00:17:52.240]   Like, are you kidding me?
[00:17:52.240 --> 00:17:53.240]   I can't afford that.
[00:17:53.240 --> 00:17:54.240]   Dr. Justin Marchegiani Yeah, exactly.
[00:17:54.240 --> 00:17:55.240]   So expensive.
[00:17:55.240 --> 00:17:56.240]   Now you can get them for like $500, I think.
[00:17:56.240 --> 00:17:57.240]   Yeah, that's another story.
[00:17:57.240 --> 00:18:04.160]   You know, I went online and I bought, you know, gym equipment from my garage during
[00:18:04.160 --> 00:18:08.640]   COVID because I couldn't go to the gym and, you know, I started cooking more from home.
[00:18:08.640 --> 00:18:15.640]   But I think the people who have higher socioeconomic status were the ones who maybe were more likely
[00:18:15.640 --> 00:18:17.920]   to get healthier during the pandemic.
[00:18:17.920 --> 00:18:23.440]   And then people who, you know, are more working class, it was harder for them.
[00:18:23.440 --> 00:18:27.560]   You know, you maybe maybe you lost your job, maybe you had to get two jobs.
[00:18:27.560 --> 00:18:31.200]   I mean, I think those are the people where it was more of a struggle.
[00:18:31.200 --> 00:18:37.160]   I think COVID might have exacerbated the class division.
[00:18:37.160 --> 00:18:42.240]   But that's just my sort of my educated guess, I would say.
[00:18:42.240 --> 00:18:43.520]   Dr. Abdul Latifov I see.
[00:18:43.520 --> 00:18:49.800]   Yeah, one of the blind spots that I had before having children was being a little bit judgmental
[00:18:49.800 --> 00:18:54.400]   to the families that brought their kids to McDonald's to eat all the hamburgers and Big
[00:18:54.400 --> 00:18:56.920]   Macs and I was like, that's not good for you.
[00:18:56.920 --> 00:19:01.960]   But now that I have children, three and a half and six, I understand why not only from
[00:19:01.960 --> 00:19:07.640]   a cost perspective, but from a let's load up our children with some calories so they
[00:19:07.640 --> 00:19:10.680]   don't starve because they're such picky eaters.
[00:19:10.680 --> 00:19:13.360]   You know, you have to have a balance between are you going to eat this?
[00:19:13.360 --> 00:19:14.360]   Are you going to starve?
[00:19:14.360 --> 00:19:17.640]   It's kind of like a dichotomy that and I'm like, okay, well, the cheeseburger you want
[00:19:17.640 --> 00:19:20.200]   cheeseburger, okay, just not too much.
[00:19:20.200 --> 00:19:21.200]   But here's the cheeseburger.
[00:19:21.200 --> 00:19:23.320]   Dr. Justin Marchegiani Yeah, 100%.
[00:19:23.320 --> 00:19:27.440]   I have two children and my son Parker was four and then my daughter Isabella who is
[00:19:27.440 --> 00:19:28.440]   one and a half.
[00:19:28.440 --> 00:19:33.360]   And yeah, there are all these there are all these funny memes that I see online occasionally
[00:19:33.360 --> 00:19:37.720]   that I agree with where it's like, you know, someone before, you know, they have kids,
[00:19:37.720 --> 00:19:43.440]   they're organic, you know, cage free, no sugar till they're five, blah, blah, blah.
[00:19:43.440 --> 00:19:46.840]   And then, you know, after you have kids, the parents is like, okay, if they can just take
[00:19:46.840 --> 00:19:51.560]   one bite of this cheeseburger, then we'll be okay because it's not only like getting,
[00:19:51.560 --> 00:19:55.280]   you know, the calories into a kid who's a picky eater, but I don't know if you have
[00:19:55.280 --> 00:19:56.280]   this issue.
[00:19:56.280 --> 00:19:59.720]   But you know, my son, if he skips his lunch and he does, he hasn't eaten, you know, he
[00:19:59.720 --> 00:20:00.720]   gets hangover.
[00:20:00.720 --> 00:20:01.720]   Dave Asprey Yeah, hangover, grouchy.
[00:20:01.720 --> 00:20:05.320]   Dr. Justin Marchegiani It ruins his whole afternoon if he hasn't had food and then you
[00:20:05.320 --> 00:20:12.160]   get, you know, some chicken nuggets or something in him and he's like, totally, you know, different
[00:20:12.160 --> 00:20:13.160]   kid.
[00:20:13.160 --> 00:20:16.720]   So yeah, you know, you're like, oh, you know, if we can just get get him to eat this slice
[00:20:16.720 --> 00:20:19.320]   of pizza, hey, you know, it's got tomatoes, that's a vegetable.
[00:20:19.320 --> 00:20:23.920]   You know, we try very hard to give him nutritious food.
[00:20:23.920 --> 00:20:27.360]   But it's difficult when you have kids, you know, sometimes you just have to let go and
[00:20:27.360 --> 00:20:31.040]   be like, okay, you know, they want to have pizza for dinner.
[00:20:31.040 --> 00:20:32.040]   That's fine.
